[['2, k, 0', [0.0665451, -0.365276, 1.0]], ['2, k, 1', [0.060283, -0.0556628, 1.0]], ['2, k, 2', [0.0538946, 0.247922, 1.0]], ['2, k, 3', [0.0813935, 0.383676, 1.0]], ['2, k, 4', [-0.0954224, 0.146269, 1.0]], ['2, k, 5', [-0.19099, -0.103149, 1.0]], ['2, k, 6', [-0.236767, -0.33627, 1.0]], ['2, k, 7', [-0.251527, -0.407798, 1.0]], ['2, k, 8', [0.22559, 0.146503, 1.0]], ['2, k, 9', [0.33652, -0.10061, 1.0]], ['2, k, 10', [0.405622, -0.345849, 1.0]], ['2, k, 11', [0.403122, -0.412663, 1.0]], ['2, k, 12', [-0.00723244, -0.361224, 1.0]], ['2, k, 13', [-0.07013, -0.825467, 1.0]], ['2, k, 14', [-0.0814582, -1.18888, 1.0]], ['2, k, 15', [-0.2088, -1.21448, 1.0]], ['2, k, 16', [0.138813, -0.361077, 1.0]], ['2, k, 17', [0.19535, -0.818042, 1.0]], ['2, k, 18', [0.21522, -1.2077, 1.0]], ['2, k, 19', [0.188587, -1.26782, 1.0]], ['2, k, 20', [0.05552, 0.172856, 1.0]], ['2, k, 21', [-0.284657, -0.453973, 1.0]], ['2, k, 22', [-0.334392, -0.431097, 1.0]], ['2, k, 23', [0.404487, -0.468731, 1.0]], ['2, k, 24', [0.476355, -0.411729, 1.0]]]
[['2, k, 0', [0.0666913, -0.364127, 1.0]], ['2, k, 1', [0.0601724, -0.0554666, 1.0]], ['2, k, 2', [0.0535378, 0.247719, 1.0]], ['2, k, 3', [0.0814449, 0.385074, 1.0]], ['2, k, 4', [-0.0959629, 0.146755, 1.0]], ['2, k, 5', [-0.190744, -0.102703, 1.0]], ['2, k, 6', [-0.236906, -0.336601, 1.0]], ['2, k, 7', [-0.249051, -0.407836, 1.0]], ['2, k, 8', [0.22558, 0.146552, 1.0]], ['2, k, 9', [0.336421, -0.101405, 1.0]], ['2, k, 10', [0.405586, -0.345337, 1.0]], ['2, k, 11', [0.402242, -0.411327, 1.0]], ['2, k, 12', [-0.00707882, -0.359935, 1.0]], ['2, k, 13', [-0.0697348, -0.824273, 1.0]], ['2, k, 14', [-0.0845568, -1.2187, 1.0]], ['2, k, 15', [-0.0517671, -1.28199, 1.0]], ['2, k, 16', [0.138949, -0.360089, 1.0]], ['2, k, 17', [0.19599, -0.816906, 1.0]], ['2, k, 18', [0.215397, -1.208, 1.0]], ['2, k, 19', [0.188303, -1.27004, 1.0]], ['2, k, 20', [0.0552694, 0.172778, 1.0]], ['2, k, 21', [-0.278069, -0.452218, 1.0]], ['2, k, 22', [-0.334651, -0.431428, 1.0]], ['2, k, 23', [0.409757, -0.460459, 1.0]], ['2, k, 24', [0.308694, -0.435269, 1.0]]]
[['2, k, 0', [0.0666894, -0.364122, 1.0]], ['2, k, 1', [0.0601556, -0.0556028, 1.0]], ['2, k, 2', [0.0534756, 0.24714, 1.0]], ['2, k, 3', [0.0811576, 0.385528, 1.0]], ['2, k, 4', [-0.0959583, 0.146751, 1.0]], ['2, k, 5', [-0.191222, -0.103202, 1.0]], ['2, k, 6', [-0.237817, -0.338174, 1.0]], ['2, k, 7', [-0.251469, -0.409696, 1.0]], ['2, k, 8', [0.225474, 0.14632, 1.0]], ['2, k, 9', [0.336389, -0.101417, 1.0]], ['2, k, 10', [0.405771, -0.345048, 1.0]], ['2, k, 11', [0.403985, -0.411329, 1.0]], ['2, k, 12', [-0.00707975, -0.359926, 1.0]], ['2, k, 13', [-0.090854, -0.875367, 1.0]], ['2, k, 14', [-0.0888555, -1.21544, 1.0]], ['2, k, 15', [-0.114624, -1.27441, 1.0]], ['2, k, 16', [0.138948, -0.360102, 1.0]], ['2, k, 17', [0.196152, -0.817645, 1.0]], ['2, k, 18', [0.217388, -1.21239, 1.0]], ['2, k, 19', [0.230591, -1.2832, 1.0]], ['2, k, 20', [0.0552167, 0.172332, 1.0]], ['2, k, 21', [-0.276605, -0.452474, 1.0]], ['2, k, 22', [-0.334358, -0.430884, 1.0]], ['2, k, 23', [0.409012, -0.4638, 1.0]], ['2, k, 24', [0.319272, -0.434145, 1.0]]]
[['2, k, 0', [0.0668007, -0.363105, 1.0]], ['2, k, 1', [0.060127, -0.0554598, 1.0]], ['2, k, 2', [0.0533851, 0.247026, 1.0]], ['2, k, 3', [0.0805024, 0.386286, 1.0]], ['2, k, 4', [-0.095951, 0.146727, 1.0]], ['2, k, 5', [-0.19153, -0.102841, 1.0]], ['2, k, 6', [-0.237428, -0.336426, 1.0]], ['2, k, 7', [-0.242996, -0.403167, 1.0]], ['2, k, 8', [0.225286, 0.14607, 1.0]], ['2, k, 9', [0.336676, -0.100698, 1.0]], ['2, k, 10', [0.406698, -0.344043, 1.0]], ['2, k, 11', [0.404841, -0.407908, 1.0]], ['2, k, 12', [-0.00696872, -0.35871, 1.0]], ['2, k, 13', [-0.0894243, -0.877389, 1.0]], ['2, k, 14', [-0.0854616, -1.21999, 1.0]], ['2, k, 15', [-0.0487976, -1.27734, 1.0]], ['2, k, 16', [0.139056, -0.359284, 1.0]], ['2, k, 17', [0.196325, -0.817688, 1.0]], ['2, k, 18', [0.209278, -1.24622, 1.0]], ['2, k, 19', [0.162586, -1.27827, 1.0]], ['2, k, 20', [0.0551659, 0.172294, 1.0]], ['2, k, 21', [-0.249829, -0.461734, 1.0]], ['2, k, 22', [-0.298467, -0.408706, 1.0]], ['2, k, 23', [0.426563, -0.456495, 1.0]], ['2, k, 24', [0.316709, -0.432638, 1.0]]]
[['2, k, 0', [0.0670332, -0.36259, 1.0]], ['2, k, 1', [0.0601241, -0.0554394, 1.0]], ['2, k, 2', [0.05314, 0.246584, 1.0]], ['2, k, 3', [0.0804801, 0.38645, 1.0]], ['2, k, 4', [-0.0959561, 0.146801, 1.0]], ['2, k, 5', [-0.191941, -0.100909, 1.0]], ['2, k, 6', [-0.237742, -0.337275, 1.0]], ['2, k, 7', [-0.24704, -0.400838, 1.0]], ['2, k, 8', [0.225855, 0.143244, 1.0]], ['2, k, 9', [0.336681, -0.10109, 1.0]], ['2, k, 10', [0.406527, -0.343304, 1.0]], ['2, k, 11', [0.403339, -0.40951, 1.0]], ['2, k, 12', [-0.00663104, -0.357545, 1.0]], ['2, k, 13', [-0.0746447, -0.830375, 1.0]], ['2, k, 14', [-0.107785, -1.18391, 1.0]], ['2, k, 15', [-0.0559236, -1.24449, 1.0]], ['2, k, 16', [0.139189, -0.359154, 1.0]], ['2, k, 17', [0.210661, -0.869875, 1.0]], ['2, k, 18', [0.207951, -1.21488, 1.0]], ['2, k, 19', [0.122143, -1.25868, 1.0]], ['2, k, 20', [0.0550178, 0.172047, 1.0]], ['2, k, 21', [-0.253305, -0.45598, 1.0]], ['2, k, 22', [-0.315471, -0.423336, 1.0]], ['2, k, 23', [0.41301, -0.461835, 1.0]], ['2, k, 24', [0.315175, -0.434053, 1.0]]]
[['2, k, 0', [0.0670741, -0.362568, 1.0]], ['2, k, 1', [0.0601378, -0.055422, 1.0]], ['2, k, 2', [0.0531456, 0.246594, 1.0]], ['2, k, 3', [0.0796226, 0.387796, 1.0]], ['2, k, 4', [-0.0958984, 0.146883, 1.0]], ['2, k, 5', [-0.193419, -0.102348, 1.0]], ['2, k, 6', [-0.238492, -0.333826, 1.0]], ['2, k, 7', [-0.246348, -0.401336, 1.0]], ['2, k, 8', [0.225733, 0.143251, 1.0]], ['2, k, 9', [0.336379, -0.100402, 1.0]], ['2, k, 10', [0.406992, -0.342771, 1.0]], ['2, k, 11', [0.404696, -0.406492, 1.0]], ['2, k, 12', [-0.00660319, -0.357523, 1.0]], ['2, k, 13', [-0.0737788, -0.828969, 1.0]], ['2, k, 14', [-0.098457, -1.25454, 1.0]], ['2, k, 15', [-0.0151575, -1.28495, 1.0]], ['2, k, 16', [0.139289, -0.359157, 1.0]], ['2, k, 17', [0.197567, -0.826414, 1.0]], ['2, k, 18', [0.21329, -1.21477, 1.0]], ['2, k, 19', [0.183425, -1.27678, 1.0]], ['2, k, 20', [0.0550228, 0.172054, 1.0]], ['2, k, 21', [-0.257396, -0.460572, 1.0]], ['2, k, 22', [-0.307793, -0.406182, 1.0]], ['2, k, 23', [0.416197, -0.45562, 1.0]], ['2, k, 24', [0.316085, -0.429806, 1.0]]]
[['2, k, 0', [0.0684476, -0.359559, 1.0]], ['2, k, 1', [0.0605184, -0.0548275, 1.0]], ['2, k, 2', [0.0531942, 0.246454, 1.0]], ['2, k, 3', [0.0796925, 0.388454, 1.0]], ['2, k, 4', [-0.0962479, 0.147599, 1.0]], ['2, k, 5', [-0.19279, -0.101471, 1.0]], ['2, k, 6', [-0.238961, -0.333007, 1.0]], ['2, k, 7', [-0.244129, -0.397908, 1.0]], ['2, k, 8', [0.2257, 0.143249, 1.0]], ['2, k, 9', [0.336349, -0.100359, 1.0]], ['2, k, 10', [0.407439, -0.343919, 1.0]], ['2, k, 11', [0.405189, -0.407781, 1.0]], ['2, k, 12', [-0.0052449, -0.354211, 1.0]], ['2, k, 13', [-0.0733279, -0.829256, 1.0]], ['2, k, 14', [-0.0887456, -1.25088, 1.0]], ['2, k, 15', [-0.0422527, -1.2868, 1.0]], ['2, k, 16', [0.140599, -0.356637, 1.0]], ['2, k, 17', [0.197432, -0.826031, 1.0]], ['2, k, 18', [0.201378, -1.19276, 1.0]], ['2, k, 19', [0.192711, -1.2595, 1.0]], ['2, k, 20', [0.0550696, 0.172019, 1.0]], ['2, k, 21', [-0.247752, -0.454607, 1.0]], ['2, k, 22', [-0.299204, -0.395022, 1.0]], ['2, k, 23', [0.401543, -0.458809, 1.0]], ['2, k, 24', [0.31105, -0.431312, 1.0]]]
[['2, k, 0', [0.068216, -0.35656, 1.0]], ['2, k, 1', [0.0606498, -0.0534993, 1.0]], ['2, k, 2', [0.0533624, 0.2466, 1.0]], ['2, k, 3', [0.0796774, 0.388906, 1.0]], ['2, k, 4', [-0.0965159, 0.147913, 1.0]], ['2, k, 5', [-0.192518, -0.101344, 1.0]], ['2, k, 6', [-0.238516, -0.332641, 1.0]], ['2, k, 7', [-0.24506, -0.395823, 1.0]], ['2, k, 8', [0.225573, 0.143402, 1.0]], ['2, k, 9', [0.336328, -0.100351, 1.0]], ['2, k, 10', [0.407543, -0.343374, 1.0]], ['2, k, 11', [0.403858, -0.406492, 1.0]], ['2, k, 12', [-0.00552613, -0.35135, 1.0]], ['2, k, 13', [-0.0730716, -0.829164, 1.0]], ['2, k, 14', [-0.0888142, -1.24486, 1.0]], ['2, k, 15', [-0.0239131, -1.28651, 1.0]], ['2, k, 16', [0.140425, -0.353644, 1.0]], ['2, k, 17', [0.19724, -0.824563, 1.0]], ['2, k, 18', [0.230259, -1.23627, 1.0]], ['2, k, 19', [0.192601, -1.28704, 1.0]], ['2, k, 20', [0.0552148, 0.172312, 1.0]], ['2, k, 21', [-0.24735, -0.451974, 1.0]], ['2, k, 22', [-0.291513, -0.37594, 1.0]], ['2, k, 23', [0.406102, -0.459535, 1.0]], ['2, k, 24', [0.314306, -0.427805, 1.0]]]
[['2, k, 0', [0.0681131, -0.356593, 1.0]], ['2, k, 1', [0.0605702, -0.0534565, 1.0]], ['2, k, 2', [0.0532195, 0.246558, 1.0]], ['2, k, 3', [0.0788288, 0.389811, 1.0]], ['2, k, 4', [-0.0971723, 0.148447, 1.0]], ['2, k, 5', [-0.191698, -0.10116, 1.0]], ['2, k, 6', [-0.238374, -0.330548, 1.0]], ['2, k, 7', [-0.242823, -0.398903, 1.0]], ['2, k, 8', [0.225263, 0.143197, 1.0]], ['2, k, 9', [0.336238, -0.0998208, 1.0]], ['2, k, 10', [0.407467, -0.343089, 1.0]], ['2, k, 11', [0.402669, -0.406387, 1.0]], ['2, k, 12', [-0.0056375, -0.351333, 1.0]], ['2, k, 13', [-0.0291832, -0.750889, 1.0]], ['2, k, 14', [-0.0792024, -1.20162, 1.0]], ['2, k, 15', [-0.0394247, -1.2737, 1.0]], ['2, k, 16', [0.14029, -0.353786, 1.0]], ['2, k, 17', [0.210281, -0.869839, 1.0]], ['2, k, 18', [0.22121, -1.23805, 1.0]], ['2, k, 19', [0.113225, -1.27607, 1.0]], ['2, k, 20', [0.0550877, 0.172311, 1.0]], ['2, k, 21', [-0.240972, -0.457064, 1.0]], ['2, k, 22', [-0.291864, -0.387048, 1.0]], ['2, k, 23', [0.411788, -0.459717, 1.0]], ['2, k, 24', [0.316029, -0.430916, 1.0]]]
[['2, k, 0', [0.0678907, -0.357255, 1.0]], ['2, k, 1', [0.0605195, -0.0535455, 1.0]], ['2, k, 2', [0.0532088, 0.246531, 1.0]], ['2, k, 3', [0.0786669, 0.389842, 1.0]], ['2, k, 4', [-0.0975435, 0.148435, 1.0]], ['2, k, 5', [-0.191769, -0.102403, 1.0]], ['2, k, 6', [-0.238836, -0.331435, 1.0]], ['2, k, 7', [-0.244961, -0.3989, 1.0]], ['2, k, 8', [0.224965, 0.142587, 1.0]], ['2, k, 9', [0.336279, -0.100051, 1.0]], ['2, k, 10', [0.407376, -0.342615, 1.0]], ['2, k, 11', [0.404211, -0.405337, 1.0]], ['2, k, 12', [-0.00588522, -0.351959, 1.0]], ['2, k, 13', [-0.0734027, -0.833796, 1.0]], ['2, k, 14', [-0.0857669, -1.22819, 1.0]], ['2, k, 15', [-0.113251, -1.29079, 1.0]], ['2, k, 16', [0.140082, -0.354542, 1.0]], ['2, k, 17', [0.202269, -0.842045, 1.0]], ['2, k, 18', [0.206444, -1.20265, 1.0]], ['2, k, 19', [0.195366, -1.27841, 1.0]], ['2, k, 20', [0.0550675, 0.172272, 1.0]], ['2, k, 21', [-0.248727, -0.457044, 1.0]], ['2, k, 22', [-0.308183, -0.42247, 1.0]], ['2, k, 23', [0.407387, -0.460664, 1.0]], ['2, k, 24', [0.315465, -0.427907, 1.0]]]
[['2, k, 0', [0.0667563, -0.366516, 1.0]], ['2, k, 1', [0.0606134, -0.0563898, 1.0]], ['2, k, 2', [0.053661, 0.245948, 1.0]], ['2, k, 3', [0.0788472, 0.389747, 1.0]], ['2, k, 4', [-0.0966446, 0.145377, 1.0]], ['2, k, 5', [-0.191806, -0.102507, 1.0]], ['2, k, 6', [-0.238644, -0.330436, 1.0]], ['2, k, 7', [-0.248422, -0.399075, 1.0]], ['2, k, 8', [0.225082, 0.142209, 1.0]], ['2, k, 9', [0.336885, -0.100691, 1.0]], ['2, k, 10', [0.407626, -0.341425, 1.0]], ['2, k, 11', [0.405304, -0.402404, 1.0]], ['2, k, 12', [-0.00719352, -0.362726, 1.0]], ['2, k, 13', [-0.0736538, -0.821762, 1.0]], ['2, k, 14', [-0.0990797, -1.2256, 1.0]], ['2, k, 15', [-0.0181793, -1.2847, 1.0]], ['2, k, 16', [0.139144, -0.362198, 1.0]], ['2, k, 17', [0.201209, -0.834564, 1.0]], ['2, k, 18', [0.205938, -1.20129, 1.0]], ['2, k, 19', [0.181058, -1.28023, 1.0]], ['2, k, 20', [0.0554616, 0.171334, 1.0]], ['2, k, 21', [-0.254987, -0.452456, 1.0]], ['2, k, 22', [-0.319354, -0.422383, 1.0]], ['2, k, 23', [0.423514, -0.452891, 1.0]], ['2, k, 24', [0.313275, -0.431594, 1.0]]]
