[[0, 0.18092, -1.27569, 3.5371, 1.0], [1, 0.191187, -0.997386, 3.48046, 1.0], [2, 0.2006, -0.719582, 3.41194, 1.0], [3, 0.196697, -0.572415, 3.38568, 1.0], [4, 0.041582, -0.774217, 3.47903, 1.0], [5, -0.0613023, -1.00251, 3.52136, 1.0], [6, -0.12794, -1.2131, 3.48704, 1.0], [7, -0.143186, -1.27224, 3.46961, 1.0], [8, 0.358946, -0.780769, 3.42013, 1.0], [9, 0.472764, -1.00613, 3.4175, 1.0], [10, 0.527577, -1.23101, 3.31676, 1.0], [11, 0.526366, -1.29793, 3.2946, 1.0], [12, 0.107353, -1.26293, 3.51873, 1.0], [13, 0.0503145, -1.57944, 3.45719, 1.0], [14, 0.0252946, -1.88768, 3.42874, 1.0], [15, 0.0353855, -1.93381, 3.36056, 1.0], [16, 0.251304, -1.26597, 3.49311, 1.0], [17, 0.29072, -1.54326, 3.377, 1.0], [18, 0.299397, -1.82199, 3.37018, 1.0], [19, 0.283881, -1.85078, 3.26763, 1.0], [20, 0.198397, -0.789082, 3.43127, 1.0], [21, -0.148523, -1.32481, 3.46713, 1.0], [22, -0.168496, -1.24545, 3.4497, 1.0], [23, 0.528103, -1.34884, 3.28611, 1.0], [24, 0.557724, -1.28806, 3.26632, 1.0]]
[[0, 0.180764, -1.27561, 3.53719, 1.0], [1, 0.191178, -0.997248, 3.48057, 1.0], [2, 0.200802, -0.719271, 3.41213, 1.0], [3, 0.196345, -0.571983, 3.38591, 1.0], [4, 0.0412036, -0.774058, 3.47946, 1.0], [5, -0.0616962, -1.00243, 3.52137, 1.0], [6, -0.128478, -1.21299, 3.48704, 1.0], [7, -0.148553, -1.2671, 3.47041, 1.0], [8, 0.358144, -0.780642, 3.4204, 1.0], [9, 0.472765, -1.00624, 3.4174, 1.0], [10, 0.526318, -1.22453, 3.31821, 1.0], [11, 0.520984, -1.29413, 3.29574, 1.0], [12, 0.107205, -1.26283, 3.5188, 1.0], [13, 0.0736381, -1.61473, 3.50401, 1.0], [14, 0.0323603, -1.91496, 3.43159, 1.0], [15, 0.0866787, -1.98286, 3.4623, 1.0], [16, 0.251141, -1.26589, 3.49319, 1.0], [17, 0.290742, -1.54361, 3.37717, 1.0], [18, 0.298148, -1.83069, 3.37181, 1.0], [19, 0.280334, -1.86645, 3.25786, 1.0], [20, 0.198529, -0.788826, 3.43143, 1.0], [21, -0.148489, -1.31889, 3.46634, 1.0], [22, -0.17217, -1.27165, 3.44827, 1.0], [23, 0.532405, -1.34, 3.27811, 1.0], [24, 0.548784, -1.26983, 3.26607, 1.0]]
[[0, 0.179832, -1.27529, 3.53724, 1.0], [1, 0.191205, -0.996896, 3.48078, 1.0], [2, 0.202181, -0.718183, 3.41288, 1.0], [3, 0.195693, -0.572108, 3.38643, 1.0], [4, 0.0407093, -0.773157, 3.47971, 1.0], [5, -0.0636396, -0.999023, 3.52139, 1.0], [6, -0.131831, -1.20854, 3.48981, 1.0], [7, -0.149793, -1.27062, 3.47706, 1.0], [8, 0.356871, -0.779848, 3.422, 1.0], [9, 0.472709, -1.00613, 3.4173, 1.0], [10, 0.524989, -1.22031, 3.32091, 1.0], [11, 0.520066, -1.29417, 3.30185, 1.0], [12, 0.106198, -1.26241, 3.51869, 1.0], [13, 0.0463024, -1.57453, 3.45724, 1.0], [14, 0.0305223, -1.88095, 3.4374, 1.0], [15, 0.0852347, -1.97179, 3.47054, 1.0], [16, 0.250274, -1.26566, 3.49335, 1.0], [17, 0.290552, -1.5434, 3.37756, 1.0], [18, 0.303617, -1.82215, 3.36838, 1.0], [19, 0.284638, -1.86556, 3.24006, 1.0], [20, 0.199414, -0.787975, 3.432, 1.0], [21, -0.15352, -1.31849, 3.47351, 1.0], [22, -0.173139, -1.23165, 3.44718, 1.0], [23, 0.522164, -1.34309, 3.29223, 1.0], [24, 0.552277, -1.2803, 3.27005, 1.0]]
[[0, 0.178226, -1.27559, 3.53787, 1.0], [1, 0.190004, -0.996359, 3.48159, 1.0], [2, 0.201029, -0.716762, 3.41395, 1.0], [3, 0.194198, -0.572495, 3.38712, 1.0], [4, 0.0363372, -0.772864, 3.48271, 1.0], [5, -0.0676152, -0.994878, 3.52209, 1.0], [6, -0.138588, -1.20082, 3.4886, 1.0], [7, -0.155701, -1.26762, 3.47464, 1.0], [8, 0.35549, -0.779134, 3.42439, 1.0], [9, 0.468312, -0.993734, 3.41949, 1.0], [10, 0.522957, -1.21473, 3.32294, 1.0], [11, 0.515861, -1.29209, 3.30526, 1.0], [12, 0.10468, -1.26279, 3.51895, 1.0], [13, 0.0459443, -1.57473, 3.4571, 1.0], [14, 0.0293619, -1.88184, 3.43837, 1.0], [15, 0.00977966, -1.91839, 3.31683, 1.0], [16, 0.248549, -1.26585, 3.49436, 1.0], [17, 0.290071, -1.54277, 3.37778, 1.0], [18, 0.303617, -1.82198, 3.36873, 1.0], [19, 0.285913, -1.86101, 3.24774, 1.0], [20, 0.198296, -0.786802, 3.433, 1.0], [21, -0.163616, -1.32442, 3.48711, 1.0], [22, -0.174859, -1.22128, 3.44092, 1.0], [23, 0.52477, -1.33509, 3.28914, 1.0], [24, 0.544825, -1.27098, 3.2754, 1.0]]
[[0, 0.176353, -1.27576, 3.53867, 1.0], [1, 0.188058, -0.995569, 3.483, 1.0], [2, 0.198846, -0.714891, 3.41611, 1.0], [3, 0.192218, -0.572991, 3.3896, 1.0], [4, 0.0323513, -0.773746, 3.48527, 1.0], [5, -0.0756722, -0.998773, 3.52711, 1.0], [6, -0.142674, -1.20276, 3.48934, 1.0], [7, -0.159666, -1.26847, 3.47891, 1.0], [8, 0.352229, -0.778607, 3.42725, 1.0], [9, 0.468321, -0.994597, 3.42161, 1.0], [10, 0.522309, -1.21465, 3.32488, 1.0], [11, 0.51528, -1.28926, 3.31214, 1.0], [12, 0.102781, -1.26318, 3.51961, 1.0], [13, 0.0430245, -1.5397, 3.46405, 1.0], [14, 0.030149, -1.88451, 3.44296, 1.0], [15, 0.0110111, -1.92193, 3.31929, 1.0], [16, 0.246736, -1.26579, 3.4952, 1.0], [17, 0.289602, -1.54295, 3.37818, 1.0], [18, 0.293898, -1.82871, 3.37043, 1.0], [19, 0.274698, -1.86858, 3.2477, 1.0], [20, 0.196212, -0.785212, 3.43497, 1.0], [21, -0.15852, -1.32266, 3.481, 1.0], [22, -0.185275, -1.24181, 3.4473, 1.0], [23, 0.513537, -1.33574, 3.29453, 1.0], [24, 0.530894, -1.26574, 3.2736, 1.0]]
[[0, 0.174562, -1.27571, 3.5393, 1.0], [1, 0.184072, -0.994646, 3.48648, 1.0], [2, 0.191798, -0.712915, 3.42434, 1.0], [3, 0.189575, -0.572244, 3.39124, 1.0], [4, 0.0280661, -0.773264, 3.48842, 1.0], [5, -0.0780722, -0.99672, 3.5262, 1.0], [6, -0.145202, -1.19995, 3.48929, 1.0], [7, -0.161614, -1.26462, 3.47497, 1.0], [8, 0.348374, -0.777833, 3.43158, 1.0], [9, 0.465828, -0.990713, 3.42573, 1.0], [10, 0.520993, -1.21499, 3.32644, 1.0], [11, 0.51194, -1.28813, 3.31477, 1.0], [12, 0.100966, -1.26319, 3.51994, 1.0], [13, 0.0427487, -1.57432, 3.46174, 1.0], [14, 0.0297756, -1.89562, 3.44397, 1.0], [15, 0.0134461, -1.94077, 3.34403, 1.0], [16, 0.244991, -1.26565, 3.49606, 1.0], [17, 0.288208, -1.54235, 3.37839, 1.0], [18, 0.296734, -1.82605, 3.37042, 1.0], [19, 0.278299, -1.86614, 3.24596, 1.0], [20, 0.19004, -0.783484, 3.44185, 1.0], [21, -0.153455, -1.31874, 3.47213, 1.0], [22, -0.191472, -1.27271, 3.45191, 1.0], [23, 0.517674, -1.33234, 3.29768, 1.0], [24, 0.542554, -1.267, 3.29167, 1.0]]
[[0, 0.17234, -1.27566, 3.5403, 1.0], [1, 0.181742, -0.993961, 3.4889, 1.0], [2, 0.18994, -0.711898, 3.42748, 1.0], [3, 0.184642, -0.572866, 3.39587, 1.0], [4, 0.0269972, -0.772626, 3.48966, 1.0], [5, -0.0856757, -0.998845, 3.52747, 1.0], [6, -0.14977, -1.20434, 3.48783, 1.0], [7, -0.16546, -1.26466, 3.4728, 1.0], [8, 0.345152, -0.776546, 3.43559, 1.0], [9, 0.466255, -0.997935, 3.43051, 1.0], [10, 0.518372, -1.21731, 3.3303, 1.0], [11, 0.507546, -1.2885, 3.31866, 1.0], [12, 0.0986066, -1.26318, 3.5209, 1.0], [13, 0.0421586, -1.57504, 3.46198, 1.0], [14, 0.0273975, -1.90393, 3.43897, 1.0], [15, 0.0324294, -1.96023, 3.34734, 1.0], [16, 0.24297, -1.26554, 3.49702, 1.0], [17, 0.287442, -1.5429, 3.37852, 1.0], [18, 0.297282, -1.85433, 3.38593, 1.0], [19, 0.279453, -1.89705, 3.26202, 1.0], [20, 0.188025, -0.782512, 3.44491, 1.0], [21, -0.162662, -1.31609, 3.46723, 1.0], [22, -0.184582, -1.22663, 3.444, 1.0], [23, 0.521055, -1.33297, 3.30353, 1.0], [24, 0.537165, -1.26107, 3.29164, 1.0]]
[[0, 0.170915, -1.27547, 3.5406, 1.0], [1, 0.179987, -0.993269, 3.49043, 1.0], [2, 0.188021, -0.710797, 3.4302, 1.0], [3, 0.182178, -0.572643, 3.39794, 1.0], [4, 0.0244035, -0.771372, 3.49158, 1.0], [5, -0.0878117, -0.999215, 3.52706, 1.0], [6, -0.15225, -1.20367, 3.48769, 1.0], [7, -0.168768, -1.27011, 3.47098, 1.0], [8, 0.342861, -0.774813, 3.43936, 1.0], [9, 0.461206, -0.993193, 3.43682, 1.0], [10, 0.514411, -1.21208, 3.3334, 1.0], [11, 0.504073, -1.28577, 3.3153, 1.0], [12, 0.0970166, -1.26305, 3.52153, 1.0], [13, 0.0416386, -1.57625, 3.46191, 1.0], [14, 0.0323947, -1.88059, 3.43883, 1.0], [15, 0.000401679, -1.93782, 3.35544, 1.0], [16, 0.24168, -1.26528, 3.49699, 1.0], [17, 0.285568, -1.54236, 3.37998, 1.0], [18, 0.304861, -1.8125, 3.36512, 1.0], [19, 0.289297, -1.852, 3.23797, 1.0], [20, 0.186131, -0.781498, 3.44735, 1.0], [21, -0.181411, -1.31334, 3.46415, 1.0], [22, -0.193729, -1.22873, 3.4515, 1.0], [23, 0.508899, -1.32915, 3.30321, 1.0], [24, 0.451538, -1.3063, 3.33433, 1.0]]
[[0, 0.167616, -1.27478, 3.54263, 1.0], [1, 0.177942, -0.991718, 3.49232, 1.0], [2, 0.187056, -0.708758, 3.43151, 1.0], [3, 0.176258, -0.570153, 3.40733, 1.0], [4, 0.0215092, -0.770453, 3.49499, 1.0], [5, -0.0891609, -0.999107, 3.52827, 1.0], [6, -0.153422, -1.20273, 3.48832, 1.0], [7, -0.173076, -1.26688, 3.47139, 1.0], [8, 0.34045, -0.774676, 3.44306, 1.0], [9, 0.459185, -0.991296, 3.44055, 1.0], [10, 0.511883, -1.21111, 3.33583, 1.0], [11, 0.503141, -1.28123, 3.31702, 1.0], [12, 0.0938726, -1.26231, 3.52306, 1.0], [13, 0.0419112, -1.57646, 3.46305, 1.0], [14, 0.0321322, -1.88032, 3.43926, 1.0], [15, 0.014345, -1.91779, 3.3112, 1.0], [16, 0.238314, -1.26464, 3.49946, 1.0], [17, 0.284638, -1.54339, 3.38055, 1.0], [18, 0.301369, -1.86238, 3.37415, 1.0], [19, 0.282862, -1.93146, 3.30138, 1.0], [20, 0.184929, -0.779572, 3.44882, 1.0], [21, -0.176905, -1.32363, 3.469, 1.0], [22, -0.198245, -1.24229, 3.43582, 1.0], [23, 0.515468, -1.32265, 3.29472, 1.0], [24, 0.456567, -1.30036, 3.35086, 1.0]]
[[0, 0.166104, -1.27471, 3.54344, 1.0], [1, 0.17486, -0.991162, 3.49453, 1.0], [2, 0.182345, -0.707715, 3.43504, 1.0], [3, 0.171778, -0.564684, 3.41882, 1.0], [4, 0.0183613, -0.76968, 3.4979, 1.0], [5, -0.0910726, -0.999113, 3.52934, 1.0], [6, -0.155207, -1.20209, 3.48812, 1.0], [7, -0.176487, -1.26194, 3.46859, 1.0], [8, 0.338969, -0.774499, 3.44502, 1.0], [9, 0.457275, -0.988068, 3.44314, 1.0], [10, 0.509399, -1.20915, 3.33895, 1.0], [11, 0.49967, -1.28182, 3.31925, 1.0], [12, 0.0926328, -1.26228, 3.52337, 1.0], [13, 0.0412409, -1.57553, 3.46378, 1.0], [14, 0.0263756, -1.88012, 3.44667, 1.0], [15, 0.0330529, -1.95173, 3.37521, 1.0], [16, 0.236495, -1.2645, 3.50085, 1.0], [17, 0.283331, -1.54409, 3.38104, 1.0], [18, 0.299152, -1.86172, 3.37282, 1.0], [19, 0.284402, -1.93316, 3.30259, 1.0], [20, 0.180628, -0.778643, 3.45205, 1.0], [21, -0.176333, -1.31562, 3.45782, 1.0], [22, -0.194417, -1.22432, 3.443, 1.0], [23, 0.498758, -1.32934, 3.30367, 1.0], [24, 0.452462, -1.30442, 3.33768, 1.0]]
[[0, 0.163419, -1.27468, 3.54509, 1.0], [1, 0.171432, -0.990688, 3.49731, 1.0], [2, 0.178561, -0.70692, 3.43847, 1.0], [3, 0.171136, -0.56588, 3.41976, 1.0], [4, 0.016952, -0.769382, 3.49988, 1.0], [5, -0.0936158, -0.998541, 3.5303, 1.0], [6, -0.158071, -1.20011, 3.48737, 1.0], [7, -0.178073, -1.26774, 3.46843, 1.0], [8, 0.337714, -0.774701, 3.44761, 1.0], [9, 0.454145, -0.986774, 3.44691, 1.0], [10, 0.508314, -1.20868, 3.34263, 1.0], [11, 0.500368, -1.2846, 3.32367, 1.0], [12, 0.0898287, -1.26245, 3.52477, 1.0], [13, 0.0352478, -1.55352, 3.4732, 1.0], [14, 0.0258462, -1.87765, 3.44669, 1.0], [15, 0.033074, -1.94805, 3.37217, 1.0], [16, 0.234028, -1.26427, 3.50262, 1.0], [17, 0.282165, -1.54476, 3.38271, 1.0], [18, 0.297664, -1.83889, 3.36986, 1.0], [19, 0.281195, -1.87886, 3.24157, 1.0], [20, 0.176908, -0.777915, 3.45535, 1.0], [21, -0.181707, -1.3251, 3.47042, 1.0], [22, -0.203408, -1.23376, 3.44352, 1.0], [23, 0.507047, -1.33123, 3.30625, 1.0], [24, 0.453054, -1.30127, 3.34115, 1.0]]
