[[0, -0.197237, -0.436064, 2.43536, 1.0], [1, -0.200451, -0.134394, 2.36377, 1.0], [2, -0.202289, 0.160704, 2.27866, 1.0], [3, -0.206346, 0.288295, 2.27148, 1.0], [4, -0.337182, 0.0857952, 2.23755, 1.0], [5, -0.439121, 0.0249627, 2.08316, 1.0], [6, -0.376215, -0.00262719, 1.89039, 1.0], [7, -0.342023, -0.0193744, 1.78372, 1.0], [8, -0.0453039, 0.0782351, 2.26157, 1.0], [9, 0.0653412, 0.0455775, 2.13858, 1.0], [10, 0.0739484, 0.0113373, 1.93701, 1.0], [11, 0.112189, -0.00192781, 1.77481, 1.0], [12, -0.26088, -0.428011, 2.39595, 1.0], [13, -0.257941, -0.6699, 2.42569, 1.0], [14, -0.269549, -1.0594, 2.52634, 1.0], [15, -0.265625, -1.13086, 2.44336, 1.0], [16, -0.127872, -0.431469, 2.40412, 1.0], [17, -0.0607896, -0.686863, 2.42387, 1.0], [18, -0.0490618, -1.07237, 2.51078, 1.0], [19, -0.0382385, -1.13184, 2.4375, 1.0], [20, -0.202066, 0.0878947, 2.30232, 1.0], [21, -0.281041, -0.0193458, 1.76587, 1.0], [22, -0.297162, -0.00912481, 1.777, 1.0], [23, 0.14084, -0.00317254, 1.74676, 1.0], [24, 0.169196, 0.00371748, 1.75947, 1.0]]
[[0, -0.175899, -0.429996, 2.38104, 1.0], [1, -0.192986, -0.132405, 2.34622, 1.0], [2, -0.201978, 0.160682, 2.27793, 1.0], [3, -0.206239, 0.288176, 2.27036, 1.0], [4, -0.336861, 0.0850979, 2.23679, 1.0], [5, -0.438376, 0.0248805, 2.08231, 1.0], [6, -0.456914, -0.0201533, 1.88406, 1.0], [7, -0.482723, -0.0177071, 1.77787, 1.0], [8, -0.045301, 0.0782216, 2.26107, 1.0], [9, 0.0654885, 0.0454078, 2.13808, 1.0], [10, 0.119851, 0.00759554, 1.94492, 1.0], [11, 0.129181, 0.00495989, 1.7788, 1.0], [12, -0.239815, -0.423278, 2.34003, 1.0], [13, -0.258455, -0.667435, 2.42437, 1.0], [14, -0.272427, -1.04768, 2.52415, 1.0], [15, -0.269114, -1.12605, 2.45395, 1.0], [16, -0.106817, -0.424081, 2.3521, 1.0], [17, -0.059212, -0.677579, 2.41906, 1.0], [18, -0.0492151, -1.05904, 2.51253, 1.0], [19, -0.040071, -1.11759, 2.46086, 1.0], [20, -0.200888, 0.0880702, 2.29996, 1.0], [21, -0.492789, -0.0194859, 1.75124, 1.0], [22, -0.40526, -0.0176477, 1.75156, 1.0], [23, 0.14627, 0.00338367, 1.7524, 1.0], [24, 0.177252, 0.0140092, 1.76676, 1.0]]
[[0, -0.17252, -0.423815, 2.37695, 1.0], [1, -0.190478, -0.127777, 2.33896, 1.0], [2, -0.202337, 0.161238, 2.27708, 1.0], [3, -0.206313, 0.288601, 2.26886, 1.0], [4, -0.336803, 0.0851036, 2.23645, 1.0], [5, -0.438122, 0.0247236, 2.07328, 1.0], [6, -0.455989, -0.0171633, 1.8717, 1.0], [7, -0.470894, -0.0160474, 1.77003, 1.0], [8, -0.0440537, 0.0775478, 2.2604, 1.0], [9, 0.0710122, 0.0438764, 2.13248, 1.0], [10, 0.0771936, 0.0228289, 1.92659, 1.0], [11, 0.125139, 0.00970168, 1.78558, 1.0], [12, -0.236137, -0.415636, 2.33537, 1.0], [13, -0.263519, -0.731056, 2.42731, 1.0], [14, -0.271304, -1.06862, 2.52765, 1.0], [15, -0.268843, -1.12621, 2.45242, 1.0], [16, -0.103853, -0.419398, 2.3489, 1.0], [17, -0.0605905, -0.739768, 2.42549, 1.0], [18, -0.0477677, -1.06178, 2.5118, 1.0], [19, -0.0423341, -1.12272, 2.44383, 1.0], [20, -0.200822, 0.0895298, 2.29735, 1.0], [21, -0.483438, -0.0161295, 1.74089, 1.0], [22, -0.397663, -0.0156771, 1.74388, 1.0], [23, 0.14783, 0.0119754, 1.75535, 1.0], [24, 0.171128, 0.0136872, 1.78282, 1.0]]
[[0, -0.171189, -0.423786, 2.37654, 1.0], [1, -0.189819, -0.127361, 2.33721, 1.0], [2, -0.203326, 0.162079, 2.27598, 1.0], [3, -0.206292, 0.288886, 2.26838, 1.0], [4, -0.336309, 0.084496, 2.23565, 1.0], [5, -0.430213, 0.0205277, 2.05218, 1.0], [6, -0.45283, -0.015477, 1.84422, 1.0], [7, -0.459352, -0.0127063, 1.76095, 1.0], [8, -0.0429963, 0.0771671, 2.26093, 1.0], [9, 0.0863729, 0.0410626, 2.12561, 1.0], [10, 0.0829862, 0.0209342, 1.91393, 1.0], [11, 0.153131, 0.0170233, 1.79289, 1.0], [12, -0.234877, -0.415739, 2.33488, 1.0], [13, -0.264228, -0.738884, 2.43036, 1.0], [14, -0.271045, -1.06945, 2.52784, 1.0], [15, -0.269024, -1.12618, 2.45186, 1.0], [16, -0.102464, -0.419297, 2.34879, 1.0], [17, -0.0586325, -0.754312, 2.43051, 1.0], [18, -0.0472893, -1.06213, 2.51154, 1.0], [19, -0.0424881, -1.12281, 2.44366, 1.0], [20, -0.201232, 0.0904137, 2.29552, 1.0], [21, -0.46497, -0.0130672, 1.73276, 1.0], [22, -0.393719, -0.0118188, 1.73638, 1.0], [23, 0.185497, 0.0191128, 1.76705, 1.0], [24, 0.194851, 0.0152701, 1.80392, 1.0]]
[[0, -0.170231, -0.423708, 2.37589, 1.0], [1, -0.189356, -0.127086, 2.33498, 1.0], [2, -0.204464, 0.16257, 2.27423, 1.0], [3, -0.206262, 0.289504, 2.26739, 1.0], [4, -0.33577, 0.0840081, 2.23489, 1.0], [5, -0.424191, 0.0203153, 2.03574, 1.0], [6, -0.41173, -0.00108294, 1.80768, 1.0], [7, -0.441305, -0.0102079, 1.74972, 1.0], [8, -0.0420128, 0.0767684, 2.2614, 1.0], [9, 0.0759849, 0.0480856, 2.06174, 1.0], [10, 0.0853422, 0.018345, 1.83444, 1.0], [11, 0.165297, 0.0226788, 1.80237, 1.0], [12, -0.233862, -0.415735, 2.3339, 1.0], [13, -0.263772, -0.738501, 2.42982, 1.0], [14, -0.270682, -1.07202, 2.52773, 1.0], [15, -0.268595, -1.12615, 2.45036, 1.0], [16, -0.101557, -0.419194, 2.34849, 1.0], [17, -0.0585257, -0.754144, 2.43044, 1.0], [18, -0.0468491, -1.06322, 2.5119, 1.0], [19, -0.04256, -1.12256, 2.44399, 1.0], [20, -0.201823, 0.09095, 2.29306, 1.0], [21, -0.457287, -0.0114461, 1.72149, 1.0], [22, -0.375351, -0.00772721, 1.72576, 1.0], [23, 0.197027, 0.0225196, 1.77671, 1.0], [24, 0.190355, 0.0521118, 1.81536, 1.0]]
[[0, -0.16886, -0.423224, 2.37492, 1.0], [1, -0.188584, -0.126518, 2.33308, 1.0], [2, -0.204799, 0.163049, 2.27319, 1.0], [3, -0.206177, 0.289965, 2.26683, 1.0], [4, -0.335329, 0.0842702, 2.23416, 1.0], [5, -0.39914, 0.0305039, 2.07028, 1.0], [6, -0.405443, 0.00347948, 1.84474, 1.0], [7, -0.421502, -0.00765924, 1.73958, 1.0], [8, -0.0413834, 0.0768073, 2.26202, 1.0], [9, 0.110108, 0.0482924, 2.13194, 1.0], [10, 0.128519, 0.0289467, 1.90616, 1.0], [11, 0.186216, 0.0278768, 1.81471, 1.0], [12, -0.232266, -0.415111, 2.33196, 1.0], [13, -0.263993, -0.738023, 2.42939, 1.0], [14, -0.269882, -1.0724, 2.52795, 1.0], [15, -0.269302, -1.12581, 2.45463, 1.0], [16, -0.10035, -0.41883, 2.34823, 1.0], [17, -0.058512, -0.754302, 2.43053, 1.0], [18, -0.0462915, -1.06773, 2.51311, 1.0], [19, -0.0427632, -1.12304, 2.44371, 1.0], [20, -0.201797, 0.0915385, 2.29147, 1.0], [21, -0.430982, -0.00728756, 1.71027, 1.0], [22, -0.354978, -0.00647175, 1.71889, 1.0], [23, 0.208228, 0.0300186, 1.78863, 1.0], [24, 0.222678, 0.0275978, 1.81888, 1.0]]
[[0, -0.168521, -0.423337, 2.37488, 1.0], [1, -0.188599, -0.126321, 2.33201, 1.0], [2, -0.206243, 0.164118, 2.27091, 1.0], [3, -0.206404, 0.290083, 2.26659, 1.0], [4, -0.334921, 0.0852987, 2.23273, 1.0], [5, -0.391686, 0.0376008, 2.07518, 1.0], [6, -0.398527, 0.0150631, 1.85504, 1.0], [7, -0.384659, -0.005354, 1.73408, 1.0], [8, -0.0405926, 0.0769833, 2.2642, 1.0], [9, 0.0922952, 0.0505474, 2.16698, 1.0], [10, 0.152067, 0.0313655, 1.95485, 1.0], [11, 0.206803, 0.0321547, 1.82802, 1.0], [12, -0.231836, -0.415191, 2.3314, 1.0], [13, -0.264051, -0.737992, 2.42934, 1.0], [14, -0.269811, -1.0738, 2.52787, 1.0], [15, -0.269355, -1.12573, 2.45465, 1.0], [16, -0.0997887, -0.419135, 2.34887, 1.0], [17, -0.0585576, -0.754251, 2.4306, 1.0], [18, -0.0463226, -1.06785, 2.51305, 1.0], [19, -0.0429271, -1.1231, 2.44369, 1.0], [20, -0.202643, 0.0923808, 2.28925, 1.0], [21, -0.386565, -0.00569789, 1.70292, 1.0], [22, -0.30595, -0.00121749, 1.71638, 1.0], [23, 0.232977, 0.0345372, 1.80306, 1.0], [24, 0.241457, 0.0208636, 1.82731, 1.0]]
[[0, -0.168516, -0.422929, 2.37444, 1.0], [1, -0.189156, -0.125649, 2.3305, 1.0], [2, -0.20762, 0.164789, 2.26943, 1.0], [3, -0.206922, 0.290558, 2.26599, 1.0], [4, -0.333161, 0.0843925, 2.23022, 1.0], [5, -0.384854, 0.0416461, 2.07641, 1.0], [6, -0.380656, 0.000515158, 1.86285, 1.0], [7, -0.377223, -0.00561934, 1.72371, 1.0], [8, -0.040021, 0.0765753, 2.26708, 1.0], [9, 0.0988538, 0.0510831, 2.16933, 1.0], [10, 0.196668, 0.00574849, 2.01384, 1.0], [11, 0.23108, 0.0367095, 1.84302, 1.0], [12, -0.231869, -0.414597, 2.32972, 1.0], [13, -0.26407, -0.738068, 2.42929, 1.0], [14, -0.26998, -1.07454, 2.52782, 1.0], [15, -0.269652, -1.12515, 2.45421, 1.0], [16, -0.099811, -0.418759, 2.34897, 1.0], [17, -0.0585559, -0.754554, 2.43129, 1.0], [18, -0.0457892, -1.06874, 2.5129, 1.0], [19, -0.0429938, -1.12447, 2.44294, 1.0], [20, -0.203718, 0.0930853, 2.28758, 1.0], [21, -0.372545, -0.00312702, 1.69229, 1.0], [22, -0.302439, -0.000490477, 1.71169, 1.0], [23, 0.274962, 0.0435716, 1.82372, 1.0], [24, 0.25644, 0.0215519, 1.84533, 1.0]]
[[0, -0.168894, -0.422602, 2.3739, 1.0], [1, -0.189924, -0.125038, 2.32867, 1.0], [2, -0.208709, 0.165544, 2.26726, 1.0], [3, -0.207333, 0.291269, 2.26463, 1.0], [4, -0.331467, 0.0820177, 2.2276, 1.0], [5, -0.358896, 0.0409019, 2.06393, 1.0], [6, -0.367238, -0.0026695, 1.85356, 1.0], [7, -0.353895, -0.00302869, 1.71517, 1.0], [8, -0.0394731, 0.07786, 2.27287, 1.0], [9, 0.105103, 0.0520336, 2.17477, 1.0], [10, 0.200002, 0.00746699, 2.01246, 1.0], [11, 0.24304, 0.0405527, 1.85986, 1.0], [12, -0.232474, -0.414716, 2.32757, 1.0], [13, -0.26414, -0.738198, 2.42879, 1.0], [14, -0.269946, -1.07532, 2.52778, 1.0], [15, -0.269819, -1.12478, 2.45429, 1.0], [16, -0.100339, -0.417954, 2.34928, 1.0], [17, -0.0586376, -0.753995, 2.43141, 1.0], [18, -0.0466527, -1.07188, 2.51367, 1.0], [19, -0.0433368, -1.12537, 2.44272, 1.0], [20, -0.204657, 0.0938392, 2.28531, 1.0], [21, -0.353295, 4.92199e-05, 1.68127, 1.0], [22, -0.28203, 0.00292043, 1.70206, 1.0], [23, 0.266174, 0.0410987, 1.84141, 1.0], [24, 0.286716, 0.0359267, 1.84271, 1.0]]
[[0, -0.169049, -0.422715, 2.37362, 1.0], [1, -0.190348, -0.125013, 2.32764, 1.0], [2, -0.209456, 0.165869, 2.26596, 1.0], [3, -0.208481, 0.291734, 2.26392, 1.0], [4, -0.329947, 0.0803915, 2.22544, 1.0], [5, -0.338965, 0.044331, 2.00369, 1.0], [6, -0.329763, 0.00717419, 1.78765, 1.0], [7, -0.329208, -0.00101507, 1.70762, 1.0], [8, -0.0394605, 0.077898, 2.27732, 1.0], [9, 0.117475, 0.0528592, 2.17579, 1.0], [10, 0.207131, 0.0100682, 2.01536, 1.0], [11, 0.264177, 0.0441204, 1.87952, 1.0], [12, -0.232988, -0.41623, 2.32513, 1.0], [13, -0.263989, -0.738168, 2.42838, 1.0], [14, -0.270069, -1.07576, 2.52795, 1.0], [15, -0.270804, -1.12447, 2.45547, 1.0], [16, -0.100539, -0.417527, 2.3499, 1.0], [17, -0.0587226, -0.753773, 2.43148, 1.0], [18, -0.0467611, -1.07203, 2.51383, 1.0], [19, -0.0434716, -1.12621, 2.44193, 1.0], [20, -0.205267, 0.0940916, 2.284, 1.0], [21, -0.325034, -3.1128e-05, 1.67594, 1.0], [22, -0.256612, 0.00244158, 1.699, 1.0], [23, 0.292737, 0.0466038, 1.865, 1.0], [24, 0.308109, 0.0459149, 1.86111, 1.0]]
[[0, -0.169244, -0.422784, 2.37329, 1.0], [1, -0.191355, -0.125025, 2.32539, 1.0], [2, -0.211747, 0.166082, 2.26159, 1.0], [3, -0.209372, 0.292167, 2.26257, 1.0], [4, -0.32754, 0.0797811, 2.22176, 1.0], [5, -0.355604, 0.05608, 2.05848, 1.0], [6, -0.315079, 0.0276786, 1.84852, 1.0], [7, -0.300809, 2.6413e-05, 1.70065, 1.0], [8, -0.0396405, 0.0807217, 2.28322, 1.0], [9, 0.103058, 0.06303, 2.20112, 1.0], [10, 0.22808, 0.012936, 2.06753, 1.0], [11, 0.282889, 0.0467967, 1.90257, 1.0], [12, -0.233213, -0.41751, 2.32326, 1.0], [13, -0.264433, -0.737243, 2.42624, 1.0], [14, -0.270561, -1.07545, 2.52769, 1.0], [15, -0.271379, -1.12417, 2.45591, 1.0], [16, -0.10093, -0.416796, 2.35047, 1.0], [17, -0.0589842, -0.753938, 2.43202, 1.0], [18, -0.0474437, -1.0728, 2.51447, 1.0], [19, -0.0434432, -1.12648, 2.44189, 1.0], [20, -0.207121, 0.0942452, 2.2801, 1.0], [21, -0.295446, 0.000842809, 1.66843, 1.0], [22, -0.226379, 0.00634066, 1.70106, 1.0], [23, 0.3075, 0.047157, 1.88734, 1.0], [24, 0.322756, 0.0475687, 1.89027, 1.0]]
