[['2, k, 0', [-2.7622, 73.69001, 1.0]], ['2, k, 1', [-0.8476762741814357, 105.23775970916515, 1.0]], ['2, k, 2', [0.6608916768633147, 129.0031666150646, 1.0]], ['2, k, 3', [1.112189347205551, 135.71350855743165, 1.0]], ['2, k, 4', [28.190187735602386, 118.99839735049719, 1.0]], ['2, k, 5', [49.4133075315175, 114.00135029914324, 1.0]], ['2, k, 6', [51.39604544969512, 142.9389566066503, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.286321056731552, 120.92215915445404, 1.0]], ['2, k, 9', [-39.07994113728928, 123.13677284152452, 1.0]], ['2, k, 10', [-48.818910173427184, 142.96900948076632, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.0094349507582776, 73.94380406605214, 1.0]], ['2, k, 13', [14.257994914760342, 44.681608361758165, 1.0]], ['2, k, 14', [26.72665094486329, 13.309079636583153, 1.0]], ['2, k, 15', [35.650791371172254, 9.110369168031895, 1.0]], ['2, k, 16', [-6.430258521936322, 73.75775747294674, 1.0]], ['2, k, 17', [-23.67149734124439, 48.43278538788131, 1.0]], ['2, k, 18', [-35.877900710763754, 17.546454761833576, 1.0]], ['2, k, 19', [-27.128421220514774, 12.978119047056506, 1.0]], ['2, k, 20', [0.6608916768633147, 129.0031666150646, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.7424533333333336, 74.20915666666667, 1.0]], ['2, k, 1', [-0.8045178361528811, 105.37930834174777, 1.0]], ['2, k, 2', [0.7193496368442232, 129.03721786088533, 1.0]], ['2, k, 3', [1.1764020115811562, 135.74081647985463, 1.0]], ['2, k, 4', [28.237419890797085, 119.00910345654134, 1.0]], ['2, k, 5', [49.59247859004446, 123.83573911879814, 1.0]], ['2, k, 6', [48.45306943220382, 148.46846472765583, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.228654407205525, 120.92525474714233, 1.0]], ['2, k, 9', [-38.87501751141358, 123.1932756790435, 1.0]], ['2, k, 10', [-48.354969360068054, 143.2281495349064, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.9714503515155721, 74.40201579131053, 1.0]], ['2, k, 13', [13.948718612305914, 45.03251200658367, 1.0]], ['2, k, 14', [26.364303539688407, 13.270493832689109, 1.0]], ['2, k, 15', [35.244833081264616, 9.06060587218038, 1.0]], ['2, k, 16', [-6.341146020572936, 74.31601875705313, 1.0]], ['2, k, 17', [-24.408322950849584, 47.065053531347644, 1.0]], ['2, k, 18', [-36.477972946843785, 16.154144298500864, 1.0]], ['2, k, 19', [-27.73416948152156, 11.591039366605312, 1.0]], ['2, k, 20', [0.7193496368442232, 129.03721786088533, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.5800080000000003, 74.31205200000001, 1.0]], ['2, k, 1', [-0.6716221547741388, 105.42966723802635, 1.0]], ['2, k, 2', [0.8643675071424891, 129.06489245235255, 1.0]], ['2, k, 3', [1.3275159920296367, 135.76848555137767, 1.0]], ['2, k, 4', [28.405402868753132, 119.00011434447161, 1.0]], ['2, k, 5', [49.27626217465366, 125.67989615509269, 1.0]], ['2, k, 6', [48.46377844347014, 149.46013877082066, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.117592783871972, 120.92546671101131, 1.0]], ['2, k, 9', [-38.686666485387825, 123.23801398551831, 1.0]], ['2, k, 10', [-48.216535350917155, 143.28009133055812, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.045783443276802, 74.4326787669682, 1.0]], ['2, k, 13', [14.049829336551289, 43.76561024410604, 1.0]], ['2, k, 14', [25.59319552052793, 13.263513418063422, 1.0]], ['2, k, 15', [34.41913222587997, 9.010099003790717, 1.0]], ['2, k, 16', [-6.0279793868193465, 74.52094563358057, 1.0]], ['2, k, 17', [-24.362693063960233, 46.93699729095836, 1.0]], ['2, k, 18', [-36.36894176008337, 16.021868846706912, 1.0]], ['2, k, 19', [-27.626266269712414, 11.472510567882281, 1.0]], ['2, k, 20', [0.8643675071424891, 129.06489245235255, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.535082, 74.37604, 1.0]], ['2, k, 1', [-0.5919674937573514, 105.4606015234524, 1.0]], ['2, k, 2', [0.9503685669631857, 129.07756583189368, 1.0]], ['2, k, 3', [1.4169786906358095, 135.78221305197445, 1.0]], ['2, k, 4', [28.5106265346729, 119.01887703287848, 1.0]], ['2, k, 5', [48.92762610949406, 126.90787496691064, 1.0]], ['2, k, 6', [48.78336758671912, 149.18680355528934, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.057253964169814, 120.9391302743833, 1.0]], ['2, k, 9', [-38.54478169407575, 123.23881280452979, 1.0]], ['2, k, 10', [-48.0374740308197, 143.32937716747782, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.000519117911356, 74.35076364941081, 1.0]], ['2, k, 13', [14.196644250763956, 43.74824831941221, 1.0]], ['2, k, 14', [25.750572688200666, 13.189725675557181, 1.0]], ['2, k, 15', [34.592899275951524, 8.924654364826862, 1.0]], ['2, k, 16', [-5.860896593019738, 74.70492166369432, 1.0]], ['2, k, 17', [-24.633775712476716, 46.733952509727885, 1.0]], ['2, k, 18', [-36.68384799427518, 15.831460278370272, 1.0]], ['2, k, 19', [-27.949993055870017, 11.280211951330404, 1.0]], ['2, k, 20', [0.9503685669631857, 129.07756583189368, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.4711819999999998, 74.291578, 1.0]], ['2, k, 1', [-0.4588810678359754, 105.44713399317877, 1.0]], ['2, k, 2', [1.1141085328952172, 129.06980922067012, 1.0]], ['2, k, 3', [1.591670508703057, 135.7737543867202, 1.0]], ['2, k, 4', [28.701248997141153, 119.00837820321273, 1.0]], ['2, k, 5', [48.85422685772706, 127.49098561735443, 1.0]], ['2, k, 6', [48.58570130176645, 149.6262160140517, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.931845950206995, 120.93792332927676, 1.0]], ['2, k, 9', [-38.353040761948535, 123.23669937230349, 1.0]], ['2, k, 10', [-47.83811475181656, 143.37274092508977, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.9778839492492191, 74.13198729444213, 1.0]], ['2, k, 13', [14.220790251577224, 43.56605096531338, 1.0]], ['2, k, 14', [25.55325511539406, 13.214263125566518, 1.0]], ['2, k, 15', [34.397477570605616, 8.924574069614918, 1.0]], ['2, k, 16', [-5.699712643338119, 74.74127338634098, 1.0]], ['2, k, 17', [-24.495082097843103, 46.76403169002003, 1.0]], ['2, k, 18', [-36.70307390504942, 15.906886293752596, 1.0]], ['2, k, 19', [-27.98110522481454, 11.346400337167594, 1.0]], ['2, k, 20', [1.1141085328952172, 129.06980922067012, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.449344, 74.415002, 1.0]], ['2, k, 1', [-0.4192090486917923, 105.46709040537993, 1.0]], ['2, k, 2', [1.177684289846139, 129.05160226117573, 1.0]], ['2, k, 3', [1.6635229377210008, 135.74741572929773, 1.0]], ['2, k, 4', [28.784747508601072, 118.97005300447653, 1.0]], ['2, k, 5', [49.012254065405685, 127.28960202593049, 1.0]], ['2, k, 6', [48.28868792069517, 149.62799259331774, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.904685344843237, 120.94037742228217, 1.0]], ['2, k, 9', [-38.265074758761244, 123.25764017223253, 1.0]], ['2, k, 10', [-47.72929704808191, 143.43923313209905, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.9019884647026712, 74.10691818528356, 1.0]], ['2, k, 13', [14.331737562640924, 43.613781951977316, 1.0]], ['2, k, 14', [25.521619288843652, 13.139622121908708, 1.0]], ['2, k, 15', [34.37575883314486, 8.830804322862631, 1.0]], ['2, k, 16', [-5.613975202663468, 75.01268595641, 1.0]], ['2, k, 17', [-24.53504959060071, 46.871475904090246, 1.0]], ['2, k, 18', [-36.97732745356474, 16.095865283360858, 1.0]], ['2, k, 19', [-28.2650081615705, 11.526531420180728, 1.0]], ['2, k, 20', [1.177684289846139, 129.05160226117573, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.471628, 74.538716, 1.0]], ['2, k, 1', [-0.5094942473753965, 105.49089688340987, 1.0]], ['2, k, 2', [1.0726087139306533, 129.0388296065993, 1.0]], ['2, k, 3', [1.5594308420459957, 135.7264009073678, 1.0]], ['2, k, 4', [28.688434975856303, 118.90968649078582, 1.0]], ['2, k, 5', [49.430719308266525, 126.02847767491515, 1.0]], ['2, k, 6', [48.57583344400422, 146.05679870640802, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.037712036302342, 120.93651707629998, 1.0]], ['2, k, 9', [-38.30139032977338, 123.32336451580056, 1.0]], ['2, k, 10', [-47.68371461047498, 143.57487119295533, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.8124367794433045, 74.11519673504036, 1.0]], ['2, k, 13', [14.324468702473254, 43.689584117202436, 1.0]], ['2, k, 14', [25.35341359574781, 12.870731095043542, 1.0]], ['2, k, 15', [34.20822805261992, 8.54484205428155, 1.0]], ['2, k, 16', [-5.590083403733745, 75.24018327670153, 1.0]], ['2, k, 17', [-24.251109247485196, 47.566889897174576, 1.0]], ['2, k, 18', [-36.90794587240124, 16.883521515092657, 1.0]], ['2, k, 19', [-28.194512116676115, 12.311590194959798, 1.0]], ['2, k, 20', [1.0726087139306533, 129.0388296065993, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.460378, 74.627398, 1.0]], ['2, k, 1', [-0.576413371025223, 105.50798585867565, 1.0]], ['2, k, 2', [0.9773061488049386, 129.02438704274684, 1.0]], ['2, k, 3', [1.4602226102695939, 135.70485443574862, 1.0]], ['2, k, 4', [28.595737149113244, 118.83752489512331, 1.0]], ['2, k, 5', [49.37588595700416, 125.96055730618566, 1.0]], ['2, k, 6', [48.43470446799258, 145.78200633403063, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.156155627722924, 120.92755460779597, 1.0]], ['2, k, 9', [-38.318598049743976, 123.43956520391049, 1.0]], ['2, k, 10', [-47.631889247035424, 143.76160559791595, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.7517299073158168, 74.11177004148884, 1.0]], ['2, k, 13', [13.890227092812124, 44.94526045123964, 1.0]], ['2, k, 14', [25.14589622755889, 12.853921104305648, 1.0]], ['2, k, 15', [34.02800028155592, 8.517530804353662, 1.0]], ['2, k, 16', [-5.523746913364803, 75.39874957380631, 1.0]], ['2, k, 17', [-24.00154618937442, 48.02729194076237, 1.0]], ['2, k, 18', [-37.037198486338816, 17.501015609522955, 1.0]], ['2, k, 19', [-28.325267546568472, 12.925967745740943, 1.0]], ['2, k, 20', [0.9773061488049386, 129.02438704274684, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.3859179999999998, 74.80395999999999, 1.0]], ['2, k, 1', [-0.5799354946609299, 105.54832118543399, 1.0]], ['2, k, 2', [0.9317849575057294, 129.01492794834783, 1.0]], ['2, k, 3', [1.403988743483891, 135.68415313876673, 1.0]], ['2, k, 4', [28.549159252947195, 118.78829042832103, 1.0]], ['2, k, 5', [49.16230169127647, 126.43577475137755, 1.0]], ['2, k, 6', [48.2352508871507, 146.23303815074772, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.227644735390026, 120.9260136307301, 1.0]], ['2, k, 9', [-38.321879308069335, 123.49941288438552, 1.0]], ['2, k, 10', [-47.5000321457276, 143.89354969824564, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.7784925085225316, 74.2834281956017, 1.0]], ['2, k, 13', [14.189751158062375, 45.28433939609462, 1.0]], ['2, k, 14', [25.26299935309209, 13.013338506836227, 1.0]], ['2, k, 15', [34.179217168310416, 8.675984186174425, 1.0]], ['2, k, 16', [-5.44866246748126, 75.61246360459165, 1.0]], ['2, k, 17', [-23.475873270851928, 48.51934569120412, 1.0]], ['2, k, 18', [-37.05969419157829, 18.288121737549737, 1.0]], ['2, k, 19', [-28.351526943911253, 13.703427324534292, 1.0]], ['2, k, 20', [0.9317849575057294, 129.01492794834783, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.2719639999999997, 75.0465, 1.0]], ['2, k, 1', [-0.5654262762716271, 105.62018962642148, 1.0]], ['2, k, 2', [0.8799181394838772, 129.0197489519939, 1.0]], ['2, k, 3', [1.333911361064686, 135.67634670322897, 1.0]], ['2, k, 4', [28.478233056240594, 118.75453888506475, 1.0]], ['2, k, 5', [49.24063040852679, 126.00638877982114, 1.0]], ['2, k, 6', [48.61980483023225, 145.80682297477443, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.29544684930622, 120.93399971166225, 1.0]], ['2, k, 9', [-38.38276354268441, 123.56179799494929, 1.0]], ['2, k, 10', [-47.55692196466347, 143.92730865268138, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.8454975690582942, 74.51730724195451, 1.0]], ['2, k, 13', [14.611360947560621, 45.674681548819336, 1.0]], ['2, k, 14', [25.604348924249223, 13.006245064006457, 1.0]], ['2, k, 15', [34.56233547828194, 8.685522432972082, 1.0]], ['2, k, 16', [-5.321571070392251, 75.88481090019191, 1.0]], ['2, k, 17', [-22.883464115707042, 48.8609134198944, 1.0]], ['2, k, 18', [-37.07285131545622, 18.9468701213303, 1.0]], ['2, k, 19', [-28.348335634787965, 14.358235083127795, 1.0]], ['2, k, 20', [0.8799181394838772, 129.0197489519939, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.830276, 74.96184199999999, 1.0]], ['2, k, 1', [-0.18968998325264352, 105.6127525879617, 1.0]], ['2, k, 2', [1.1994573424624229, 129.00356731575607, 1.0]], ['2, k, 3', [1.6355166735128348, 135.6559736617967, 1.0]], ['2, k, 4', [28.776333496153228, 118.71724125880827, 1.0]], ['2, k, 5', [49.47067537113931, 126.15279862772019, 1.0]], ['2, k, 6', [48.51513083816772, 145.48028815617715, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.993042540830963, 120.9072471632876, 1.0]], ['2, k, 9', [-38.12025234601649, 123.5891318039236, 1.0]], ['2, k, 10', [-47.341212718890134, 143.90989574847734, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.2297729088728526, 74.46796566717656, 1.0]], ['2, k, 13', [15.438303123423989, 45.847566002053725, 1.0]], ['2, k, 14', [26.073322187618462, 13.262159332023437, 1.0]], ['2, k, 15', [35.08927228887303, 8.954654257705172, 1.0]], ['2, k, 16', [-4.913214180133446, 75.77429844243099, 1.0]], ['2, k, 17', [-21.858653815772612, 49.02030060760358, 1.0]], ['2, k, 18', [-36.72659266811821, 19.542379573223045, 1.0]], ['2, k, 19', [-27.988910996745414, 14.945711634823416, 1.0]], ['2, k, 20', [1.1994573424624229, 129.00356731575607, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
