[[0, 429.375, 191.424, 0.150136, 1.0], [1, 429.346, 217.898, 0.928555, 1.0], [2, 395.541, 219.314, 0.836607, 1.0], [3, 364.701, 253.044, 0.867948, 1.0], [4, 392.561, 286.902, 0.898087, 1.0], [5, 463.136, 217.864, 0.874866, 1.0], [6, 498.38, 248.717, 0.89098, 1.0], [7, 476.285, 286.882, 0.943749, 1.0], [8, 433.729, 325.074, 0.720275, 1.0], [9, 413.179, 325.102, 0.698924, 1.0], [10, 408.77, 404.373, 0.789321, 1.0], [11, 404.283, 474.802, 0.871081, 1.0], [12, 454.33, 323.622, 0.731762, 1.0], [13, 464.577, 404.353, 0.83751, 1.0], [14, 476.281, 464.656, 0.86711, 1.0], [15, 421.993, 184.122, 0.157168, 1.0], [16, 436.658, 184.078, 0.120122, 1.0], [17, 413.202, 189.965, 0.285463, 1.0], [18, 442.574, 184.107, 0.120229, 1.0], [19, 476.332, 488.157, 0.86235, 1.0], [20, 486.676, 486.616, 0.869852, 1.0], [21, 474.874, 473.359, 0.67021, 1.0], [22, 398.519, 496.912, 0.8743, 1.0], [23, 392.54, 492.461, 0.87113, 1.0], [24, 404.421, 477.812, 0.728015, 1.0]]
[[0, 429.324, 191.378, 0.11027, 1.0], [1, 429.334, 217.899, 0.931293, 1.0], [2, 395.528, 219.32, 0.835833, 1.0], [3, 363.275, 253.041, 0.867916, 1.0], [4, 392.542, 286.896, 0.894208, 1.0], [5, 463.121, 217.859, 0.87332, 1.0], [6, 498.371, 248.705, 0.88776, 1.0], [7, 476.283, 286.882, 0.943911, 1.0], [8, 433.722, 325.071, 0.721532, 1.0], [9, 413.158, 325.105, 0.694983, 1.0], [10, 408.777, 404.37, 0.791232, 1.0], [11, 404.284, 474.804, 0.870778, 1.0], [12, 454.335, 323.615, 0.730448, 1.0], [13, 464.574, 404.339, 0.837218, 1.0], [14, 476.284, 464.66, 0.865533, 1.0], [15, 420.515, 184.107, 0.119114, 1.0], [16, 433.737, 182.661, 0.0843356, 1.0], [17, 413.195, 189.951, 0.24349, 1.0], [18, 441.118, 184.059, 0.0993823, 1.0], [19, 476.333, 488.154, 0.859878, 1.0], [20, 488.015, 486.615, 0.866594, 1.0], [21, 474.875, 473.365, 0.669774, 1.0], [22, 398.521, 496.912, 0.875004, 1.0], [23, 392.539, 492.461, 0.872716, 1.0], [24, 405.779, 477.814, 0.725773, 1.0]]
[[0, 429.371, 189.964, 0.09935, 1.0], [1, 429.337, 217.901, 0.930686, 1.0], [2, 395.528, 219.315, 0.837293, 1.0], [3, 364.683, 253.038, 0.868408, 1.0], [4, 391.175, 286.883, 0.891303, 1.0], [5, 463.131, 217.863, 0.872821, 1.0], [6, 498.373, 248.705, 0.889091, 1.0], [7, 476.277, 286.877, 0.945961, 1.0], [8, 432.307, 325.071, 0.725332, 1.0], [9, 413.142, 325.105, 0.694512, 1.0], [10, 408.768, 404.378, 0.79101, 1.0], [11, 404.284, 474.805, 0.87152, 1.0], [12, 454.327, 323.618, 0.734818, 1.0], [13, 464.575, 404.337, 0.838287, 1.0], [14, 476.284, 464.658, 0.865599, 1.0], [15, 421.983, 184.108, 0.104505, 1.0], [16, 0, 0, 0, 1.0], [17, 414.635, 189.942, 0.23238, 1.0], [18, 442.532, 184.059, 0.0924591, 1.0], [19, 476.333, 488.153, 0.859793, 1.0], [20, 488.015, 486.614, 0.866629, 1.0], [21, 474.876, 473.363, 0.668807, 1.0], [22, 398.521, 496.912, 0.874844, 1.0], [23, 392.539, 492.461, 0.872695, 1.0], [24, 405.779, 477.816, 0.726296, 1.0]]
[[0, 429.377, 189.97, 0.119506, 1.0], [1, 429.335, 217.903, 0.931259, 1.0], [2, 394.165, 219.321, 0.838231, 1.0], [3, 363.268, 253.041, 0.869183, 1.0], [4, 391.171, 286.88, 0.889807, 1.0], [5, 463.13, 217.864, 0.874898, 1.0], [6, 498.363, 248.688, 0.886837, 1.0], [7, 476.275, 286.876, 0.945338, 1.0], [8, 433.713, 325.046, 0.724938, 1.0], [9, 413.15, 325.08, 0.700196, 1.0], [10, 408.783, 404.338, 0.784531, 1.0], [11, 404.284, 474.804, 0.871032, 1.0], [12, 454.328, 323.593, 0.734479, 1.0], [13, 464.576, 404.322, 0.837011, 1.0], [14, 476.284, 464.658, 0.865325, 1.0], [15, 421.986, 184.079, 0.125967, 1.0], [16, 436.651, 182.641, 0.0930887, 1.0], [17, 413.198, 189.925, 0.263689, 1.0], [18, 442.565, 182.667, 0.10477, 1.0], [19, 476.333, 488.154, 0.859048, 1.0], [20, 488.015, 486.615, 0.866428, 1.0], [21, 474.874, 473.364, 0.66695, 1.0], [22, 398.521, 496.913, 0.874878, 1.0], [23, 392.539, 492.461, 0.872323, 1.0], [24, 405.779, 477.815, 0.725625, 1.0]]
[[0, 429.368, 189.971, 0.154444, 1.0], [1, 429.33, 217.898, 0.931334, 1.0], [2, 394.155, 219.312, 0.842062, 1.0], [3, 363.263, 253.044, 0.870234, 1.0], [4, 391.173, 286.875, 0.886949, 1.0], [5, 463.128, 217.861, 0.87579, 1.0], [6, 498.354, 248.681, 0.88494, 1.0], [7, 476.276, 286.863, 0.941123, 1.0], [8, 432.302, 325.045, 0.726957, 1.0], [9, 413.139, 325.079, 0.698972, 1.0], [10, 408.764, 404.365, 0.792914, 1.0], [11, 404.285, 474.809, 0.871718, 1.0], [12, 454.316, 323.59, 0.736873, 1.0], [13, 464.574, 404.322, 0.837726, 1.0], [14, 476.283, 464.658, 0.86514, 1.0], [15, 420.557, 184.068, 0.162817, 1.0], [16, 436.662, 182.641, 0.125409, 1.0], [17, 413.169, 188.502, 0.287261, 1.0], [18, 442.588, 184.057, 0.13065, 1.0], [19, 476.334, 488.153, 0.859014, 1.0], [20, 488.016, 486.614, 0.866573, 1.0], [21, 474.872, 473.365, 0.667565, 1.0], [22, 398.52, 496.912, 0.875818, 1.0], [23, 392.539, 492.463, 0.873953, 1.0], [24, 405.783, 477.822, 0.726024, 1.0]]
[[0, 429.345, 189.942, 0.120875, 1.0], [1, 429.328, 217.902, 0.93251, 1.0], [2, 394.144, 219.316, 0.843237, 1.0], [3, 363.25, 253.054, 0.868919, 1.0], [4, 391.165, 286.882, 0.884246, 1.0], [5, 463.126, 217.861, 0.876335, 1.0], [6, 498.346, 248.673, 0.883628, 1.0], [7, 476.279, 286.855, 0.937092, 1.0], [8, 432.308, 325.052, 0.725335, 1.0], [9, 413.145, 325.083, 0.698678, 1.0], [10, 408.773, 404.344, 0.790655, 1.0], [11, 404.285, 474.807, 0.871903, 1.0], [12, 454.318, 323.6, 0.737443, 1.0], [13, 464.569, 404.318, 0.836394, 1.0], [14, 476.283, 464.658, 0.864731, 1.0], [15, 420.539, 184.064, 0.125582, 1.0], [16, 435.205, 182.624, 0.0950527, 1.0], [17, 413.187, 189.915, 0.252988, 1.0], [18, 442.544, 182.65, 0.113993, 1.0], [19, 476.335, 488.154, 0.857936, 1.0], [20, 488.016, 486.614, 0.865602, 1.0], [21, 474.872, 473.364, 0.666394, 1.0], [22, 398.52, 496.913, 0.876283, 1.0], [23, 392.538, 492.464, 0.873886, 1.0], [24, 405.783, 477.819, 0.727449, 1.0]]
[[0, 429.365, 189.947, 0.125173, 1.0], [1, 429.323, 217.9, 0.932164, 1.0], [2, 394.137, 219.308, 0.84492, 1.0], [3, 363.243, 253.051, 0.869995, 1.0], [4, 391.159, 286.879, 0.881176, 1.0], [5, 463.118, 217.86, 0.875964, 1.0], [6, 498.345, 248.674, 0.885019, 1.0], [7, 476.271, 286.852, 0.933902, 1.0], [8, 432.307, 325.044, 0.725275, 1.0], [9, 413.151, 325.074, 0.701656, 1.0], [10, 408.778, 404.334, 0.788275, 1.0], [11, 404.284, 474.807, 0.871852, 1.0], [12, 454.311, 323.596, 0.738336, 1.0], [13, 464.565, 404.304, 0.83179, 1.0], [14, 476.283, 464.659, 0.864384, 1.0], [15, 421.977, 184.064, 0.12998, 1.0], [16, 436.645, 182.629, 0.0993152, 1.0], [17, 413.196, 188.499, 0.260962, 1.0], [18, 442.554, 182.655, 0.114465, 1.0], [19, 476.334, 488.155, 0.857237, 1.0], [20, 488.016, 486.615, 0.865229, 1.0], [21, 474.873, 473.366, 0.666543, 1.0], [22, 398.52, 496.913, 0.875865, 1.0], [23, 392.539, 492.463, 0.873141, 1.0], [24, 405.782, 477.819, 0.729364, 1.0]]
[[0, 429.349, 189.959, 0.146471, 1.0], [1, 429.32, 217.895, 0.930846, 1.0], [2, 394.138, 219.299, 0.845951, 1.0], [3, 363.232, 253.05, 0.870173, 1.0], [4, 391.16, 286.884, 0.880078, 1.0], [5, 463.11, 217.858, 0.875828, 1.0], [6, 498.33, 248.665, 0.881003, 1.0], [7, 476.269, 286.843, 0.92965, 1.0], [8, 432.307, 325.055, 0.725904, 1.0], [9, 413.155, 325.087, 0.702106, 1.0], [10, 407.364, 404.357, 0.795254, 1.0], [11, 404.284, 474.808, 0.871847, 1.0], [12, 454.304, 323.605, 0.739878, 1.0], [13, 464.565, 404.31, 0.83131, 1.0], [14, 476.286, 466.021, 0.864362, 1.0], [15, 420.549, 184.065, 0.150951, 1.0], [16, 435.218, 182.633, 0.117416, 1.0], [17, 413.163, 188.498, 0.27183, 1.0], [18, 442.564, 182.664, 0.129688, 1.0], [19, 476.336, 488.157, 0.85801, 1.0], [20, 488.017, 486.615, 0.866381, 1.0], [21, 474.873, 473.367, 0.665477, 1.0], [22, 398.519, 496.914, 0.875324, 1.0], [23, 392.538, 492.463, 0.872235, 1.0], [24, 405.784, 477.82, 0.729097, 1.0]]
[[0, 429.336, 189.955, 0.175941, 1.0], [1, 429.32, 217.899, 0.928972, 1.0], [2, 394.138, 217.934, 0.846959, 1.0], [3, 363.234, 253.058, 0.870299, 1.0], [4, 391.167, 286.887, 0.879408, 1.0], [5, 463.114, 217.869, 0.874666, 1.0], [6, 498.318, 248.661, 0.878708, 1.0], [7, 474.928, 286.844, 0.930877, 1.0], [8, 432.298, 325.063, 0.725346, 1.0], [9, 413.151, 325.093, 0.699949, 1.0], [10, 407.343, 404.374, 0.803115, 1.0], [11, 404.285, 474.808, 0.871564, 1.0], [12, 454.294, 323.609, 0.74039, 1.0], [13, 464.562, 404.313, 0.833162, 1.0], [14, 476.282, 464.657, 0.864307, 1.0], [15, 420.533, 182.679, 0.186232, 1.0], [16, 435.214, 182.624, 0.14661, 1.0], [17, 411.717, 188.478, 0.296415, 1.0], [18, 442.587, 184.06, 0.149849, 1.0], [19, 476.336, 488.157, 0.857753, 1.0], [20, 488.017, 486.615, 0.865491, 1.0], [21, 474.872, 473.364, 0.662371, 1.0], [22, 398.518, 496.915, 0.876584, 1.0], [23, 392.539, 492.466, 0.873137, 1.0], [24, 405.786, 477.818, 0.729178, 1.0]]
[[0, 429.318, 189.961, 0.149231, 1.0], [1, 429.317, 217.897, 0.931516, 1.0], [2, 394.133, 219.295, 0.846669, 1.0], [3, 363.224, 253.049, 0.871411, 1.0], [4, 391.144, 286.887, 0.87605, 1.0], [5, 463.108, 217.862, 0.877119, 1.0], [6, 498.308, 248.658, 0.878053, 1.0], [7, 474.925, 286.84, 0.928628, 1.0], [8, 432.298, 325.064, 0.724994, 1.0], [9, 413.149, 325.098, 0.697602, 1.0], [10, 407.341, 404.375, 0.803427, 1.0], [11, 404.286, 474.809, 0.873541, 1.0], [12, 454.291, 323.61, 0.740713, 1.0], [13, 464.559, 404.306, 0.83226, 1.0], [14, 476.284, 466.023, 0.864069, 1.0], [15, 420.517, 184.07, 0.154204, 1.0], [16, 433.755, 182.635, 0.11835, 1.0], [17, 411.721, 188.502, 0.266528, 1.0], [18, 442.545, 182.664, 0.13382, 1.0], [19, 476.339, 489.518, 0.856137, 1.0], [20, 488.017, 486.617, 0.865126, 1.0], [21, 474.871, 473.369, 0.665876, 1.0], [22, 398.516, 496.914, 0.875504, 1.0], [23, 392.538, 492.463, 0.871787, 1.0], [24, 405.787, 477.819, 0.729293, 1.0]]
[[0, 429.327, 189.965, 0.191199, 1.0], [1, 429.315, 217.898, 0.930115, 1.0], [2, 394.126, 219.299, 0.848348, 1.0], [3, 361.804, 253.042, 0.874946, 1.0], [4, 391.143, 286.884, 0.875447, 1.0], [5, 463.109, 217.862, 0.878561, 1.0], [6, 498.298, 248.662, 0.876061, 1.0], [7, 474.916, 286.841, 0.926878, 1.0], [8, 432.305, 325.067, 0.722746, 1.0], [9, 413.162, 325.102, 0.69833, 1.0], [10, 407.334, 404.374, 0.806491, 1.0], [11, 404.287, 474.807, 0.873325, 1.0], [12, 454.294, 323.608, 0.741014, 1.0], [13, 464.562, 404.315, 0.832172, 1.0], [14, 476.283, 466.027, 0.864376, 1.0], [15, 420.52, 184.05, 0.20011, 1.0], [16, 435.199, 182.627, 0.158552, 1.0], [17, 411.69, 188.481, 0.312725, 1.0], [18, 442.587, 184.065, 0.161845, 1.0], [19, 476.341, 489.519, 0.855411, 1.0], [20, 488.018, 486.616, 0.866169, 1.0], [21, 474.868, 473.372, 0.667547, 1.0], [22, 398.515, 496.915, 0.87624, 1.0], [23, 392.538, 492.463, 0.871394, 1.0], [24, 405.788, 477.817, 0.729863, 1.0]]
