[['2, k, 0', [-0.01746797, -0.2249724, 1.0]], ['2, k, 1', [-0.02168425, 0.09693928, 1.0]], ['2, k, 2', [-0.02489825, 0.4069355, 1.0]], ['2, k, 3', [-0.01456832, 0.5471762, 1.0]], ['2, k, 4', [-0.2052632, 0.2880298, 1.0]], ['2, k, 5', [-0.2741999, 0.03683645, 1.0]], ['2, k, 6', [-0.2743891, -0.1716114, 1.0]], ['2, k, 7', [-0.2776179, -0.2320751, 1.0]], ['2, k, 8', [0.1631661, 0.2832101, 1.0]], ['2, k, 9', [0.2146934, 0.02149287, 1.0]], ['2, k, 10', [0.222375, -0.189092, 1.0]], ['2, k, 11', [0.2199274, -0.2444379, 1.0]], ['2, k, 12', [-0.09183837, -0.2205597, 1.0]], ['2, k, 13', [-0.1398102, -0.5563564, 1.0]], ['2, k, 14', [-0.1420489, -0.858385, 1.0]], ['2, k, 15', [-0.1570868, -0.9030991, 1.0]], ['2, k, 16', [0.05758983, -0.2211636, 1.0]], ['2, k, 17', [0.08816022, -0.5647977, 1.0]], ['2, k, 18', [0.07677021, -0.8564553, 1.0]], ['2, k, 19', [0.1014884, -0.9149465, 1.0]], ['2, k, 20', [-0.02418255, 0.3310298, 1.0]], ['2, k, 21', [-0.2819356, -0.2981446, 1.0]], ['2, k, 22', [-0.2327778, -0.2354501, 1.0]], ['2, k, 23', [0.2154659, -0.3161092, 1.0]], ['2, k, 24', [0.1803811, -0.2435512, 1.0]]]
[['2, k, 0', [-0.01745867, -0.2249587, 1.0]], ['2, k, 1', [-0.02144566, 0.09706213, 1.0]], ['2, k, 2', [-0.02457919, 0.4071185, 1.0]], ['2, k, 3', [-0.01413421, 0.5473503, 1.0]], ['2, k, 4', [-0.2049982, 0.2882948, 1.0]], ['2, k, 5', [-0.275643, 0.04067989, 1.0]], ['2, k, 6', [-0.2797501, -0.1505239, 1.0]], ['2, k, 7', [-0.2843318, -0.2092068, 1.0]], ['2, k, 8', [0.1631718, 0.2832516, 1.0]], ['2, k, 9', [0.2147283, 0.02211518, 1.0]], ['2, k, 10', [0.2226248, -0.1879607, 1.0]], ['2, k, 11', [0.219698, -0.2444806, 1.0]], ['2, k, 12', [-0.09179419, -0.2204507, 1.0]], ['2, k, 13', [-0.1400483, -0.5590243, 1.0]], ['2, k, 14', [-0.1421595, -0.8586726, 1.0]], ['2, k, 15', [-0.1570278, -0.9042104, 1.0]], ['2, k, 16', [0.05753421, -0.2212613, 1.0]], ['2, k, 17', [0.08800863, -0.5663283, 1.0]], ['2, k, 18', [0.0767398, -0.8564864, 1.0]], ['2, k, 19', [0.1008615, -0.9152003, 1.0]], ['2, k, 20', [-0.02387414, 0.3312013, 1.0]], ['2, k, 21', [-0.2909407, -0.2738645, 1.0]], ['2, k, 22', [-0.2399634, -0.2275644, 1.0]], ['2, k, 23', [0.2178702, -0.3199356, 1.0]], ['2, k, 24', [0.1842211, -0.2438112, 1.0]]]
[['2, k, 0', [-0.01756615, -0.224785, 1.0]], ['2, k, 1', [-0.02166832, 0.09732468, 1.0]], ['2, k, 2', [-0.02501608, 0.4074453, 1.0]], ['2, k, 3', [-0.013727, 0.5474761, 1.0]], ['2, k, 4', [-0.2044063, 0.2886351, 1.0]], ['2, k, 5', [-0.2787043, 0.04776018, 1.0]], ['2, k, 6', [-0.2860395, -0.1255047, 1.0]], ['2, k, 7', [-0.2899983, -0.1842408, 1.0]], ['2, k, 8', [0.1630755, 0.2835357, 1.0]], ['2, k, 9', [0.2149346, 0.02244892, 1.0]], ['2, k, 10', [0.2228497, -0.1866087, 1.0]], ['2, k, 11', [0.2197209, -0.244378, 1.0]], ['2, k, 12', [-0.09183107, -0.2202112, 1.0]], ['2, k, 13', [-0.1404196, -0.5584598, 1.0]], ['2, k, 14', [-0.1418546, -0.8583513, 1.0]], ['2, k, 15', [-0.156184, -0.9017851, 1.0]], ['2, k, 16', [0.05734451, -0.2211501, 1.0]], ['2, k, 17', [0.08817659, -0.5662038, 1.0]], ['2, k, 18', [0.0765375, -0.8566791, 1.0]], ['2, k, 19', [0.09906264, -0.914376, 1.0]], ['2, k, 20', [-0.02425114, 0.3315129, 1.0]], ['2, k, 21', [-0.2972774, -0.2361827, 1.0]], ['2, k, 22', [-0.2437411, -0.213956, 1.0]], ['2, k, 23', [0.2180275, -0.3188692, 1.0]], ['2, k, 24', [0.1867446, -0.2464966, 1.0]]]
[['2, k, 0', [-0.01776397, -0.224829, 1.0]], ['2, k, 1', [-0.02159961, 0.09743008, 1.0]], ['2, k, 2', [-0.02470657, 0.4077159, 1.0]], ['2, k, 3', [-0.01317766, 0.5473348, 1.0]], ['2, k, 4', [-0.203552, 0.28936, 1.0]], ['2, k, 5', [-0.2838704, 0.06480949, 1.0]], ['2, k, 6', [-0.297109, -0.08225976, 1.0]], ['2, k, 7', [-0.2920792, -0.1385016, 1.0]], ['2, k, 8', [0.163241, 0.2830913, 1.0]], ['2, k, 9', [0.2151467, 0.02069089, 1.0]], ['2, k, 10', [0.222856, -0.1865226, 1.0]], ['2, k, 11', [0.2181927, -0.2449321, 1.0]], ['2, k, 12', [-0.0919678, -0.220052, 1.0]], ['2, k, 13', [-0.1407199, -0.5567214, 1.0]], ['2, k, 14', [-0.1419416, -0.857518, 1.0]], ['2, k, 15', [-0.1550782, -0.8989268, 1.0]], ['2, k, 16', [0.05708257, -0.2214226, 1.0]], ['2, k, 17', [0.08753969, -0.5674406, 1.0]], ['2, k, 18', [0.07655702, -0.8566542, 1.0]], ['2, k, 19', [0.1002282, -0.915716, 1.0]], ['2, k, 20', [-0.02399996, 0.3317402, 1.0]], ['2, k, 21', [-0.3014956, -0.1785213, 1.0]], ['2, k, 22', [-0.2440316, -0.165602, 1.0]], ['2, k, 23', [0.2134328, -0.3190644, 1.0]], ['2, k, 24', [0.1862452, -0.2502475, 1.0]]]
[['2, k, 0', [-0.01776944, -0.224859, 1.0]], ['2, k, 1', [-0.02137048, 0.09752923, 1.0]], ['2, k, 2', [-0.02437254, 0.4078999, 1.0]], ['2, k, 3', [-0.01336934, 0.5476047, 1.0]], ['2, k, 4', [-0.2023221, 0.2904682, 1.0]], ['2, k, 5', [-0.2838631, 0.1066591, 1.0]], ['2, k, 6', [-0.2762478, 0.04034802, 1.0]], ['2, k, 7', [-0.3169596, 0.05623377, 1.0]], ['2, k, 8', [0.1629081, 0.2827738, 1.0]], ['2, k, 9', [0.215671, 0.02086232, 1.0]], ['2, k, 10', [0.2226964, -0.1858467, 1.0]], ['2, k, 11', [0.2191137, -0.2443701, 1.0]], ['2, k, 12', [-0.09193124, -0.2198782, 1.0]], ['2, k, 13', [-0.1407863, -0.5567151, 1.0]], ['2, k, 14', [-0.1420455, -0.8570874, 1.0]], ['2, k, 15', [-0.154943, -0.8986602, 1.0]], ['2, k, 16', [0.05703357, -0.2216219, 1.0]], ['2, k, 17', [0.0874264, -0.5677984, 1.0]], ['2, k, 18', [0.07612456, -0.8571476, 1.0]], ['2, k, 19', [0.1000022, -0.9155095, 1.0]], ['2, k, 20', [-0.02368328, 0.3319064, 1.0]], ['2, k, 21', [-0.3125984, 0.07040401, 1.0]], ['2, k, 22', [-0.2960836, 0.07883505, 1.0]], ['2, k, 23', [0.2175485, -0.315342, 1.0]], ['2, k, 24', [0.1890987, -0.2344568, 1.0]]]
[['2, k, 0', [-0.01738726, -0.2247772, 1.0]], ['2, k, 1', [-0.02102355, 0.09787975, 1.0]], ['2, k, 2', [-0.02418295, 0.4085903, 1.0]], ['2, k, 3', [-0.01357897, 0.5478192, 1.0]], ['2, k, 4', [-0.2007203, 0.2914442, 1.0]], ['2, k, 5', [-0.2750815, 0.09867393, 1.0]], ['2, k, 6', [-0.2960395, 0.1222153, 1.0]], ['2, k, 7', [-0.3061264, 0.1712852, 1.0]], ['2, k, 8', [0.1623392, 0.2827673, 1.0]], ['2, k, 9', [0.2159271, 0.02233464, 1.0]], ['2, k, 10', [0.2230272, -0.1852677, 1.0]], ['2, k, 11', [0.2203404, -0.2449192, 1.0]], ['2, k, 12', [-0.09164207, -0.2197805, 1.0]], ['2, k, 13', [-0.1413308, -0.5552989, 1.0]], ['2, k, 14', [-0.1420428, -0.8567969, 1.0]], ['2, k, 15', [-0.1550862, -0.8986645, 1.0]], ['2, k, 16', [0.05749524, -0.2215389, 1.0]], ['2, k, 17', [0.08755428, -0.5678017, 1.0]], ['2, k, 18', [0.07609063, -0.857174, 1.0]], ['2, k, 19', [0.09909283, -0.9157292, 1.0]], ['2, k, 20', [-0.02344322, 0.332505, 1.0]], ['2, k, 21', [-0.3056691, 0.1997093, 1.0]], ['2, k, 22', [-0.2716049, 0.2001899, 1.0]], ['2, k, 23', [0.2165601, -0.3169091, 1.0]], ['2, k, 24', [0.1833081, -0.2514075, 1.0]]]
[['2, k, 0', [-0.01712553, -0.2248358, 1.0]], ['2, k, 1', [-0.02095812, 0.09797901, 1.0]], ['2, k, 2', [-0.02437402, 0.4088444, 1.0]], ['2, k, 3', [-0.01369453, 0.5481411, 1.0]], ['2, k, 4', [-0.1985159, 0.291911, 1.0]], ['2, k, 5', [-0.2772381, 0.09100523, 1.0]], ['2, k, 6', [-0.2807122, 0.2231855, 1.0]], ['2, k, 7', [-0.2806285, 0.2598193, 1.0]], ['2, k, 8', [0.1618402, 0.2830053, 1.0]], ['2, k, 9', [0.2159998, 0.02223101, 1.0]], ['2, k, 10', [0.2229107, -0.1850542, 1.0]], ['2, k, 11', [0.2198165, -0.2449721, 1.0]], ['2, k, 12', [-0.09127633, -0.2198301, 1.0]], ['2, k, 13', [-0.1415965, -0.5551161, 1.0]], ['2, k, 14', [-0.1418995, -0.8564954, 1.0]], ['2, k, 15', [-0.155068, -0.8985429, 1.0]], ['2, k, 16', [0.05765754, -0.2215788, 1.0]], ['2, k, 17', [0.0876596, -0.5675349, 1.0]], ['2, k, 18', [0.07622, -0.8570853, 1.0]], ['2, k, 19', [0.0986953, -0.9124132, 1.0]], ['2, k, 20', [-0.02356557, 0.33272, 1.0]], ['2, k, 21', [-0.2832469, 0.31781, 1.0]], ['2, k, 22', [-0.219289, 0.2183577, 1.0]], ['2, k, 23', [0.2218392, -0.3198152, 1.0]], ['2, k, 24', [0.1870529, -0.2599021, 1.0]]]
[['2, k, 0', [-0.01706982, -0.2248807, 1.0]], ['2, k, 1', [-0.0210022, 0.09797823, 1.0]], ['2, k, 2', [-0.02460698, 0.4088936, 1.0]], ['2, k, 3', [-0.01377911, 0.5480973, 1.0]], ['2, k, 4', [-0.1968888, 0.2913452, 1.0]], ['2, k, 5', [-0.3011466, 0.119747, 1.0]], ['2, k, 6', [-0.2711857, 0.2672268, 1.0]], ['2, k, 7', [-0.2634358, 0.3275336, 1.0]], ['2, k, 8', [0.1614383, 0.2837816, 1.0]], ['2, k, 9', [0.2158991, 0.02213906, 1.0]], ['2, k, 10', [0.2228775, -0.1847193, 1.0]], ['2, k, 11', [0.2177724, -0.2444733, 1.0]], ['2, k, 12', [-0.09124608, -0.2198206, 1.0]], ['2, k, 13', [-0.1415898, -0.5547404, 1.0]], ['2, k, 14', [-0.1418752, -0.8563411, 1.0]], ['2, k, 15', [-0.1549885, -0.898484, 1.0]], ['2, k, 16', [0.05773839, -0.2216923, 1.0]], ['2, k, 17', [0.08760922, -0.567488, 1.0]], ['2, k, 18', [0.07608762, -0.8569117, 1.0]], ['2, k, 19', [0.09856796, -0.9123015, 1.0]], ['2, k, 20', [-0.02374441, 0.3327565, 1.0]], ['2, k, 21', [-0.25816, 0.3928195, 1.0]], ['2, k, 22', [-0.2262408, 0.3191827, 1.0]], ['2, k, 23', [0.2160727, -0.3194297, 1.0]], ['2, k, 24', [0.1781369, -0.2468292, 1.0]]]
[['2, k, 0', [-0.01717009, -0.224856, 1.0]], ['2, k, 1', [-0.02095763, 0.09809653, 1.0]], ['2, k, 2', [-0.02430142, 0.4091214, 1.0]], ['2, k, 3', [-0.01356056, 0.5479289, 1.0]], ['2, k, 4', [-0.1962306, 0.2911332, 1.0]], ['2, k, 5', [-0.3166337, 0.1113677, 1.0]], ['2, k, 6', [-0.2543073, 0.309968, 1.0]], ['2, k, 7', [-0.2461907, 0.3750424, 1.0]], ['2, k, 8', [0.1609553, 0.2840324, 1.0]], ['2, k, 9', [0.215591, 0.02224375, 1.0]], ['2, k, 10', [0.2227259, -0.1844441, 1.0]], ['2, k, 11', [0.2167192, -0.2453274, 1.0]], ['2, k, 12', [-0.09141538, -0.2197161, 1.0]], ['2, k, 13', [-0.141642, -0.5540653, 1.0]], ['2, k, 14', [-0.1416114, -0.8564549, 1.0]], ['2, k, 15', [-0.1549772, -0.8983142, 1.0]], ['2, k, 16', [0.05770956, -0.2217355, 1.0]], ['2, k, 17', [0.08748948, -0.5667735, 1.0]], ['2, k, 18', [0.07614155, -0.8567688, 1.0]], ['2, k, 19', [0.0984655, -0.911847, 1.0]], ['2, k, 20', [-0.02351435, 0.332956, 1.0]], ['2, k, 21', [-0.2345532, 0.4470575, 1.0]], ['2, k, 22', [-0.1812316, 0.3494469, 1.0]], ['2, k, 23', [0.2140599, -0.3196748, 1.0]], ['2, k, 24', [0.1827459, -0.2434461, 1.0]]]
[['2, k, 0', [-0.0171965, -0.2246991, 1.0]], ['2, k, 1', [-0.02095472, 0.09829058, 1.0]], ['2, k, 2', [-0.02426326, 0.4092703, 1.0]], ['2, k, 3', [-0.01296453, 0.5481356, 1.0]], ['2, k, 4', [-0.1933478, 0.2921265, 1.0]], ['2, k, 5', [-0.31686, 0.1111628, 1.0]], ['2, k, 6', [-0.2537054, 0.3131483, 1.0]], ['2, k, 7', [-0.2396557, 0.3710949, 1.0]], ['2, k, 8', [0.161036, 0.2839554, 1.0]], ['2, k, 9', [0.2151858, 0.0230445, 1.0]], ['2, k, 10', [0.2226783, -0.1830721, 1.0]], ['2, k, 11', [0.2178327, -0.2447193, 1.0]], ['2, k, 12', [-0.09151319, -0.2193984, 1.0]], ['2, k, 13', [-0.1415489, -0.5534769, 1.0]], ['2, k, 14', [-0.1418134, -0.8567602, 1.0]], ['2, k, 15', [-0.1549927, -0.8975451, 1.0]], ['2, k, 16', [0.05773112, -0.2216765, 1.0]], ['2, k, 17', [0.08741808, -0.5664771, 1.0]], ['2, k, 18', [0.07575838, -0.8569796, 1.0]], ['2, k, 19', [0.09880814, -0.9122388, 1.0]], ['2, k, 20', [-0.02348512, 0.3331237, 1.0]], ['2, k, 21', [-0.2177856, 0.4610229, 1.0]], ['2, k, 22', [-0.1752367, 0.3636855, 1.0]], ['2, k, 23', [0.2175974, -0.3201159, 1.0]], ['2, k, 24', [0.1769691, -0.2358909, 1.0]]]
[['2, k, 0', [-0.0172165, -0.2246158, 1.0]], ['2, k, 1', [-0.02092808, 0.09830019, 1.0]], ['2, k, 2', [-0.02416112, 0.4091145, 1.0]], ['2, k, 3', [-0.01251476, 0.5481693, 1.0]], ['2, k, 4', [-0.1919226, 0.2920845, 1.0]], ['2, k, 5', [-0.3175247, 0.1106628, 1.0]], ['2, k, 6', [-0.2527148, 0.3172901, 1.0]], ['2, k, 7', [-0.2376647, 0.370984, 1.0]], ['2, k, 8', [0.161141, 0.2839272, 1.0]], ['2, k, 9', [0.2150384, 0.02346454, 1.0]], ['2, k, 10', [0.2224636, -0.1855028, 1.0]], ['2, k, 11', [0.2186868, -0.2467764, 1.0]], ['2, k, 12', [-0.09156407, -0.2192166, 1.0]], ['2, k, 13', [-0.1413583, -0.5517215, 1.0]], ['2, k, 14', [-0.1418664, -0.8567448, 1.0]], ['2, k, 15', [-0.1551578, -0.8975954, 1.0]], ['2, k, 16', [0.05772958, -0.2216447, 1.0]], ['2, k, 17', [0.08723127, -0.5661045, 1.0]], ['2, k, 18', [0.07581793, -0.8568618, 1.0]], ['2, k, 19', [0.09831005, -0.9126122, 1.0]], ['2, k, 20', [-0.02340474, 0.3330197, 1.0]], ['2, k, 21', [-0.2136996, 0.4630325, 1.0]], ['2, k, 22', [-0.1808747, 0.3569671, 1.0]], ['2, k, 23', [0.2168199, -0.3196202, 1.0]], ['2, k, 24', [0.1777029, -0.2317233, 1.0]]]
