[[0, -0.249446, -0.480291, 3.081, 1.0], [1, -0.234848, -0.157365, 3.0589, 1.0], [2, -0.219459, 0.159267, 3.02283, 1.0], [3, -0.195794, 0.311822, 3.0067, 1.0], [4, -0.397637, 0.0752874, 3.04581, 1.0], [5, -0.470752, -0.226233, 3.06224, 1.0], [6, -0.506908, -0.475848, 3.0191, 1.0], [7, -0.510644, -0.534009, 3.00388, 1.0], [8, -0.0575663, 0.0595867, 3.07948, 1.0], [9, -0.000694044, -0.223392, 3.09783, 1.0], [10, 0.0265246, -0.473701, 3.04906, 1.0], [11, 0.0199067, -0.533374, 3.03504, 1.0], [12, -0.323839, -0.47085, 3.03329, 1.0], [13, -0.348062, -0.924694, 3.12562, 1.0], [14, -0.393472, -1.30236, 3.12803, 1.0], [15, -0.390137, -1.36914, 3.01758, 1.0], [16, -0.168945, -0.477959, 3.05318, 1.0], [17, -0.177713, -0.997372, 3.16462, 1.0], [18, -0.184866, -1.33281, 3.17308, 1.0], [19, -0.158936, -1.35938, 3.0332, 1.0], [20, -0.22346, 0.0809682, 3.03437, 1.0], [21, -0.510414, -0.61452, 3.00721, 1.0], [22, -0.542344, -0.51798, 2.96475, 1.0], [23, 0.00208242, -0.613629, 3.02199, 1.0], [24, 0.051487, -0.550808, 3.00991, 1.0]]
[[0, -0.249547, -0.480258, 3.08093, 1.0], [1, -0.235295, -0.157388, 3.05883, 1.0], [2, -0.22053, 0.159103, 3.02282, 1.0], [3, -0.195766, 0.312168, 3.00676, 1.0], [4, -0.397903, 0.0749277, 3.04599, 1.0], [5, -0.470794, -0.225904, 3.06206, 1.0], [6, -0.506641, -0.475295, 3.01869, 1.0], [7, -0.506057, -0.530441, 3.00426, 1.0], [8, -0.0574468, 0.0596175, 3.0798, 1.0], [9, -0.000630593, -0.22306, 3.09765, 1.0], [10, 0.0262343, -0.473224, 3.04928, 1.0], [11, 0.0174193, -0.538237, 3.03538, 1.0], [12, -0.323936, -0.470862, 3.03323, 1.0], [13, -0.344962, -0.932508, 3.12802, 1.0], [14, -0.389634, -1.30205, 3.13036, 1.0], [15, -0.405966, -1.36159, 3.0199, 1.0], [16, -0.169062, -0.47787, 3.05311, 1.0], [17, -0.177697, -0.997058, 3.16387, 1.0], [18, -0.184201, -1.32917, 3.17476, 1.0], [19, -0.156751, -1.35968, 3.02898, 1.0], [20, -0.22435, 0.0808476, 3.03434, 1.0], [21, -0.507284, -0.613959, 3.01012, 1.0], [22, -0.540246, -0.517584, 2.96314, 1.0], [23, 0.000245043, -0.614891, 3.0254, 1.0], [24, 0.052732, -0.551963, 3.01932, 1.0]]
[[0, -0.249522, -0.480207, 3.08084, 1.0], [1, -0.235239, -0.157327, 3.05873, 1.0], [2, -0.220411, 0.159189, 3.02269, 1.0], [3, -0.195651, 0.31265, 3.00613, 1.0], [4, -0.39787, 0.0748875, 3.04598, 1.0], [5, -0.470721, -0.225645, 3.06171, 1.0], [6, -0.506313, -0.475081, 3.01844, 1.0], [7, -0.505444, -0.531662, 3.00362, 1.0], [8, -0.0569303, 0.0576166, 3.07843, 1.0], [9, -0.0005808, -0.225822, 3.09769, 1.0], [10, 0.0264843, -0.475856, 3.04869, 1.0], [11, 0.0171266, -0.536038, 3.03551, 1.0], [12, -0.323905, -0.470673, 3.0331, 1.0], [13, -0.345455, -0.933058, 3.12795, 1.0], [14, -0.389364, -1.30327, 3.12963, 1.0], [15, -0.394059, -1.36588, 3.0207, 1.0], [16, -0.169035, -0.477895, 3.05302, 1.0], [17, -0.175271, -0.922217, 3.1395, 1.0], [18, -0.186018, -1.3291, 3.17171, 1.0], [19, -0.159679, -1.35867, 3.03274, 1.0], [20, -0.224251, 0.0809257, 3.03422, 1.0], [21, -0.49946, -0.616522, 3.00541, 1.0], [22, -0.530999, -0.532321, 2.96888, 1.0], [23, 0.00104968, -0.619335, 3.03154, 1.0], [24, 0.0528632, -0.540257, 3.01363, 1.0]]
[[0, -0.249415, -0.480424, 3.08078, 1.0], [1, -0.235132, -0.157484, 3.05877, 1.0], [2, -0.220255, 0.159053, 3.02284, 1.0], [3, -0.195597, 0.312536, 3.00621, 1.0], [4, -0.398471, 0.0740971, 3.04623, 1.0], [5, -0.470538, -0.226403, 3.06153, 1.0], [6, -0.504254, -0.478276, 3.01794, 1.0], [7, -0.502715, -0.534564, 3.00555, 1.0], [8, -0.0568655, 0.056787, 3.07804, 1.0], [9, -0.000789049, -0.228271, 3.09728, 1.0], [10, 0.0263675, -0.478419, 3.0483, 1.0], [11, 0.0143615, -0.53437, 3.03435, 1.0], [12, -0.323824, -0.470842, 3.03305, 1.0], [13, -0.342461, -0.939507, 3.13001, 1.0], [14, -0.389612, -1.30359, 3.12926, 1.0], [15, -0.405065, -1.36967, 3.04863, 1.0], [16, -0.168899, -0.47817, 3.05295, 1.0], [17, -0.176367, -0.932482, 3.14624, 1.0], [18, -0.185361, -1.33322, 3.16831, 1.0], [19, -0.158767, -1.36409, 3.01739, 1.0], [20, -0.224113, 0.0807864, 3.03434, 1.0], [21, -0.502049, -0.617261, 3.01155, 1.0], [22, -0.530813, -0.539061, 2.9528, 1.0], [23, -1.49457e-07, -0.621636, 3.02598, 1.0], [24, 0.0514081, -0.548307, 3.01431, 1.0]]
[[0, -0.24941, -0.480383, 3.08077, 1.0], [1, -0.235231, -0.157513, 3.05872, 1.0], [2, -0.220689, 0.158791, 3.02263, 1.0], [3, -0.195504, 0.312571, 3.00622, 1.0], [4, -0.39845, 0.07392, 3.0462, 1.0], [5, -0.470501, -0.226634, 3.06144, 1.0], [6, -0.503735, -0.479736, 3.01686, 1.0], [7, -0.502197, -0.533652, 3.00403, 1.0], [8, -0.056941, 0.0568187, 3.07802, 1.0], [9, -0.000651538, -0.22695, 3.09705, 1.0], [10, 0.0262461, -0.477168, 3.04849, 1.0], [11, 0.0176603, -0.537577, 3.0339, 1.0], [12, -0.323824, -0.470824, 3.03303, 1.0], [13, -0.348721, -0.968573, 3.14361, 1.0], [14, -0.3858, -1.30202, 3.13984, 1.0], [15, -0.39981, -1.35569, 3.04074, 1.0], [16, -0.168883, -0.478081, 3.053, 1.0], [17, -0.175762, -0.937858, 3.14591, 1.0], [18, -0.178659, -1.32474, 3.16599, 1.0], [19, -0.158841, -1.36317, 3.01715, 1.0], [20, -0.224444, 0.080601, 3.03418, 1.0], [21, -0.499812, -0.608865, 3.0011, 1.0], [22, -0.530993, -0.529626, 2.96711, 1.0], [23, 0.00288485, -0.612547, 3.01563, 1.0], [24, 0.0522533, -0.54468, 3.0107, 1.0]]
[[0, -0.24939, -0.480323, 3.08073, 1.0], [1, -0.235304, -0.157471, 3.0587, 1.0], [2, -0.220952, 0.158843, 3.02264, 1.0], [3, -0.195297, 0.312892, 3.00586, 1.0], [4, -0.398361, 0.0735766, 3.04617, 1.0], [5, -0.470521, -0.226626, 3.0614, 1.0], [6, -0.502683, -0.47665, 3.01673, 1.0], [7, -0.502468, -0.535664, 3.00437, 1.0], [8, -0.0569609, 0.0564755, 3.07779, 1.0], [9, -0.00073512, -0.226647, 3.09711, 1.0], [10, 0.0261943, -0.476783, 3.04855, 1.0], [11, 0.0176181, -0.53443, 3.03549, 1.0], [12, -0.323812, -0.470758, 3.03299, 1.0], [13, -0.344549, -0.964963, 3.14067, 1.0], [14, -0.385849, -1.30021, 3.13983, 1.0], [15, -0.39131, -1.36151, 3.03722, 1.0], [16, -0.168856, -0.478033, 3.05296, 1.0], [17, -0.176969, -1.00133, 3.16263, 1.0], [18, -0.18113, -1.32175, 3.1669, 1.0], [19, -0.157211, -1.3621, 3.0175, 1.0], [20, -0.224651, 0.0806507, 3.03417, 1.0], [21, -0.502132, -0.614414, 3.00655, 1.0], [22, -0.540464, -0.496251, 2.98518, 1.0], [23, 0.00210679, -0.613426, 3.02098, 1.0], [24, 0.0530499, -0.563742, 3.02083, 1.0]]
[[0, -0.249451, -0.480691, 3.08058, 1.0], [1, -0.235513, -0.157625, 3.05856, 1.0], [2, -0.221337, 0.158871, 3.02248, 1.0], [3, -0.195224, 0.31288, 3.0059, 1.0], [4, -0.398328, 0.073507, 3.04624, 1.0], [5, -0.470303, -0.22758, 3.06095, 1.0], [6, -0.502958, -0.477453, 3.01694, 1.0], [7, -0.502932, -0.537577, 3.00472, 1.0], [8, -0.0569172, 0.0565553, 3.07788, 1.0], [9, -0.000783405, -0.2283, 3.09688, 1.0], [10, 0.026292, -0.478483, 3.0482, 1.0], [11, 0.0164901, -0.535205, 3.03437, 1.0], [12, -0.323897, -0.471189, 3.03293, 1.0], [13, -0.342608, -0.961015, 3.13836, 1.0], [14, -0.385743, -1.30146, 3.13204, 1.0], [15, -0.377013, -1.36502, 3.02509, 1.0], [16, -0.168898, -0.478367, 3.05272, 1.0], [17, -0.176585, -0.998926, 3.16308, 1.0], [18, -0.180198, -1.32055, 3.16626, 1.0], [19, -0.0939941, -1.37402, 3.07031, 1.0], [20, -0.224984, 0.0806247, 3.03402, 1.0], [21, -0.497989, -0.617589, 3.01055, 1.0], [22, -0.533445, -0.527185, 2.96921, 1.0], [23, 0.000252441, -0.614555, 3.02373, 1.0], [24, 0.049867, -0.550168, 3.00245, 1.0]]
[[0, -0.249325, -0.480682, 3.08042, 1.0], [1, -0.235169, -0.157721, 3.05826, 1.0], [2, -0.220544, 0.158616, 3.02198, 1.0], [3, -0.195144, 0.312655, 3.00581, 1.0], [4, -0.398299, 0.0733694, 3.04608, 1.0], [5, -0.470267, -0.227483, 3.06092, 1.0], [6, -0.503528, -0.47714, 3.01548, 1.0], [7, -0.503757, -0.537796, 3.00142, 1.0], [8, -0.0566776, 0.0560676, 3.07735, 1.0], [9, -0.000733922, -0.228688, 3.09679, 1.0], [10, 0.025371, -0.478877, 3.0471, 1.0], [11, 0.0169613, -0.537086, 3.03274, 1.0], [12, -0.323757, -0.471127, 3.03264, 1.0], [13, -0.340666, -0.957083, 3.13379, 1.0], [14, -0.373508, -1.30471, 3.14193, 1.0], [15, -0.429199, -1.36328, 3.01563, 1.0], [16, -0.168784, -0.478395, 3.05263, 1.0], [17, -0.176927, -0.998105, 3.16275, 1.0], [18, -0.181583, -1.31447, 3.16663, 1.0], [19, -0.156207, -1.36081, 3.01662, 1.0], [20, -0.224331, 0.0804151, 3.03358, 1.0], [21, -0.502738, -0.615085, 3.00412, 1.0], [22, -0.529495, -0.548442, 2.95511, 1.0], [23, 0.00357959, -0.619722, 3.03268, 1.0], [24, 0.0510413, -0.53844, 3.01263, 1.0]]
[[0, -0.24933, -0.480761, 3.08035, 1.0], [1, -0.235131, -0.15774, 3.05822, 1.0], [2, -0.220392, 0.158676, 3.02192, 1.0], [3, -0.195088, 0.312661, 3.00581, 1.0], [4, -0.398115, 0.0729895, 3.04587, 1.0], [5, -0.469961, -0.228022, 3.06107, 1.0], [6, -0.502477, -0.478306, 3.01553, 1.0], [7, -0.503011, -0.538178, 3.00529, 1.0], [8, -0.0565963, 0.0553895, 3.07687, 1.0], [9, -0.000968194, -0.227868, 3.09667, 1.0], [10, 0.0247641, -0.478124, 3.04731, 1.0], [11, 0.015776, -0.537296, 3.03381, 1.0], [12, -0.323775, -0.471189, 3.03252, 1.0], [13, -0.346969, -0.876726, 3.11421, 1.0], [14, -0.378816, -1.28991, 3.13997, 1.0], [15, -0.381104, -1.36133, 3.0293, 1.0], [16, -0.168778, -0.478508, 3.05261, 1.0], [17, -0.175231, -0.954901, 3.1499, 1.0], [18, -0.183577, -1.31621, 3.16723, 1.0], [19, -0.156917, -1.36106, 3.01612, 1.0], [20, -0.224221, 0.0804461, 3.03352, 1.0], [21, -0.501535, -0.61911, 3.01459, 1.0], [22, -0.533151, -0.561778, 2.9708, 1.0], [23, -0.00288982, -0.620677, 3.02333, 1.0], [24, 0.0444518, -0.567056, 2.99842, 1.0]]
[[0, -0.249391, -0.480728, 3.08026, 1.0], [1, -0.235088, -0.157746, 3.0582, 1.0], [2, -0.220016, 0.158608, 3.02199, 1.0], [3, -0.195055, 0.312606, 3.00584, 1.0], [4, -0.397835, 0.0729191, 3.04586, 1.0], [5, -0.469656, -0.227576, 3.06119, 1.0], [6, -0.502027, -0.477306, 3.01596, 1.0], [7, -0.5022, -0.537709, 3.00597, 1.0], [8, -0.0563107, 0.0550018, 3.07674, 1.0], [9, -0.000892508, -0.227905, 3.09649, 1.0], [10, 0.025205, -0.478076, 3.0472, 1.0], [11, 0.0180564, -0.53858, 3.0335, 1.0], [12, -0.323943, -0.470512, 3.03191, 1.0], [13, -0.339612, -0.949427, 3.13137, 1.0], [14, -0.380704, -1.30279, 3.13653, 1.0], [15, -0.381537, -1.36241, 3.02713, 1.0], [16, -0.168881, -0.478792, 3.05267, 1.0], [17, -0.173152, -0.930349, 3.14393, 1.0], [18, -0.176492, -1.31804, 3.16649, 1.0], [19, -0.156813, -1.36166, 3.01496, 1.0], [20, -0.223965, 0.0803992, 3.03356, 1.0], [21, -0.49882, -0.616009, 3.00855, 1.0], [22, -0.53041, -0.537593, 2.97205, 1.0], [23, -0.00288354, -0.619612, 3.01813, 1.0], [24, 0.0471813, -0.558143, 3.0086, 1.0]]
[[0, -0.25216, -0.500392, 3.08437, 1.0], [1, -0.236726, -0.16314, 3.06144, 1.0], [2, -0.22057, 0.158627, 3.02391, 1.0], [3, -0.19531, 0.312947, 3.00931, 1.0], [4, -0.397845, 0.0685704, 3.04633, 1.0], [5, -0.471065, -0.230791, 3.06204, 1.0], [6, -0.502981, -0.488798, 3.01469, 1.0], [7, -0.50519, -0.536944, 3.00443, 1.0], [8, -0.0551694, 0.0519391, 3.07811, 1.0], [9, 0.00137286, -0.253093, 3.09575, 1.0], [10, 0.028874, -0.510978, 3.04279, 1.0], [11, 0.0169094, -0.537703, 3.03161, 1.0], [12, -0.326791, -0.490868, 3.03413, 1.0], [13, -0.343279, -0.947126, 3.13777, 1.0], [14, -0.386, -1.3012, 3.14164, 1.0], [15, -0.372123, -1.36564, 3.0393, 1.0], [16, -0.171284, -0.497458, 3.05674, 1.0], [17, -0.173712, -0.927651, 3.14421, 1.0], [18, -0.17315, -1.31168, 3.17292, 1.0], [19, -0.164028, -1.35722, 3.03926, 1.0], [20, -0.224697, 0.0798663, 3.03587, 1.0], [21, -0.497288, -0.616732, 3.00638, 1.0], [22, -0.534318, -0.532811, 2.96853, 1.0], [23, 0.00620948, -0.605166, 3.01565, 1.0], [24, 0.0534265, -0.530799, 3.00767, 1.0]]
