[['2, k, 0', [-0.1978807, -0.08758424, 1.0]], ['2, k, 1', [-0.1955727, 0.2264748, 1.0]], ['2, k, 2', [-0.1912898, 0.5286465, 1.0]], ['2, k, 3', [-0.1868099, 0.6566449, 1.0]], ['2, k, 4', [-0.3709854, 0.3971845, 1.0]], ['2, k, 5', [-0.4509962, 0.1779564, 1.0]], ['2, k, 6', [-0.4543803, -0.02950529, 1.0]], ['2, k, 7', [-0.4494459, -0.0982246, 1.0]], ['2, k, 8', [-0.02148513, 0.4088717, 1.0]], ['2, k, 9', [0.02969411, 0.1801735, 1.0]], ['2, k, 10', [0.04424284, -0.03848246, 1.0]], ['2, k, 11', [0.02621943, -0.09578259, 1.0]], ['2, k, 12', [-0.2698886, -0.08424617, 1.0]], ['2, k, 13', [-0.2813379, -0.413493, 1.0]], ['2, k, 14', [-0.2913795, -0.6907778, 1.0]], ['2, k, 15', [-0.3071888, -0.7489185, 1.0]], ['2, k, 16', [-0.118881, -0.08802162, 1.0]], ['2, k, 17', [-0.1429711, -0.4187599, 1.0]], ['2, k, 18', [-0.1163935, -0.6860425, 1.0]], ['2, k, 19', [-0.0698113, -0.7384173, 1.0]], ['2, k, 20', [-0.1926372, 0.4546785, 1.0]], ['2, k, 21', [-0.4474325, -0.1763498, 1.0]], ['2, k, 22', [-0.484753, -0.08956742, 1.0]], ['2, k, 23', [0.02944678, -0.1679976, 1.0]], ['2, k, 24', [0.004535418, -0.1150482, 1.0]]]
[['2, k, 0', [-0.1975919, -0.08785555, 1.0]], ['2, k, 1', [-0.1952971, 0.2263443, 1.0]], ['2, k, 2', [-0.1911054, 0.5286371, 1.0]], ['2, k, 3', [-0.1863255, 0.6566938, 1.0]], ['2, k, 4', [-0.3688219, 0.3970418, 1.0]], ['2, k, 5', [-0.4506128, 0.1783493, 1.0]], ['2, k, 6', [-0.453968, -0.02923976, 1.0]], ['2, k, 7', [-0.4492008, -0.09781618, 1.0]], ['2, k, 8', [-0.02143843, 0.4087782, 1.0]], ['2, k, 9', [0.02906446, 0.1797782, 1.0]], ['2, k, 10', [0.02984101, -0.05416847, 1.0]], ['2, k, 11', [0.01310489, -0.09119184, 1.0]], ['2, k, 12', [-0.269643, -0.08452132, 1.0]], ['2, k, 13', [-0.2835473, -0.4137797, 1.0]], ['2, k, 14', [-0.2909957, -0.690385, 1.0]], ['2, k, 15', [-0.3068793, -0.7489278, 1.0]], ['2, k, 16', [-0.1185691, -0.08825775, 1.0]], ['2, k, 17', [-0.1433949, -0.4188628, 1.0]], ['2, k, 18', [-0.1162738, -0.6861738, 1.0]], ['2, k, 19', [-0.06982437, -0.7384148, 1.0]], ['2, k, 20', [-0.1924255, 0.4546467, 1.0]], ['2, k, 21', [-0.4460129, -0.1758117, 1.0]], ['2, k, 22', [-0.4798815, -0.0835624, 1.0]], ['2, k, 23', [0.01027284, -0.1620044, 1.0]], ['2, k, 24', [-0.0118779, -0.0957073, 1.0]]]
[['2, k, 0', [-0.1973018, -0.08785926, 1.0]], ['2, k, 1', [-0.1948549, 0.2263265, 1.0]], ['2, k, 2', [-0.1906024, 0.5286195, 1.0]], ['2, k, 3', [-0.1857633, 0.6567134, 1.0]], ['2, k, 4', [-0.3689026, 0.3971339, 1.0]], ['2, k, 5', [-0.450431, 0.1783829, 1.0]], ['2, k, 6', [-0.4536434, -0.02801351, 1.0]], ['2, k, 7', [-0.4492394, -0.09663778, 1.0]], ['2, k, 8', [-0.02135272, 0.4087458, 1.0]], ['2, k, 9', [0.02854306, 0.1795936, 1.0]], ['2, k, 10', [0.02574991, -0.01885947, 1.0]], ['2, k, 11', [0.01166182, -0.07452559, 1.0]], ['2, k, 12', [-0.2693131, -0.08457128, 1.0]], ['2, k, 13', [-0.2829669, -0.4136778, 1.0]], ['2, k, 14', [-0.291068, -0.6906645, 1.0]], ['2, k, 15', [-0.3068626, -0.7489818, 1.0]], ['2, k, 16', [-0.1182836, -0.08820815, 1.0]], ['2, k, 17', [-0.1433997, -0.4186355, 1.0]], ['2, k, 18', [-0.1162754, -0.6861677, 1.0]], ['2, k, 19', [-0.06984044, -0.7384335, 1.0]], ['2, k, 20', [-0.1919246, 0.454633, 1.0]], ['2, k, 21', [-0.4460966, -0.1712408, 1.0]], ['2, k, 22', [-0.4833899, -0.08356702, 1.0]], ['2, k, 23', [0.007336115, -0.1496252, 1.0]], ['2, k, 24', [-0.01672609, -0.08476696, 1.0]]]
[['2, k, 0', [-0.1968979, -0.08783817, 1.0]], ['2, k, 1', [-0.1945729, 0.2263436, 1.0]], ['2, k, 2', [-0.1904762, 0.5286394, 1.0]], ['2, k, 3', [-0.1848311, 0.6566017, 1.0]], ['2, k, 4', [-0.3688818, 0.3971821, 1.0]], ['2, k, 5', [-0.4502546, 0.1783793, 1.0]], ['2, k, 6', [-0.453251, -0.0273051, 1.0]], ['2, k, 7', [-0.4488134, -0.09641173, 1.0]], ['2, k, 8', [-0.02138659, 0.408598, 1.0]], ['2, k, 9', [0.02829609, 0.179369, 1.0]], ['2, k, 10', [0.02584071, -0.01814105, 1.0]], ['2, k, 11', [0.01171207, -0.07420167, 1.0]], ['2, k, 12', [-0.268852, -0.08458667, 1.0]], ['2, k, 13', [-0.2831725, -0.4136689, 1.0]], ['2, k, 14', [-0.2907155, -0.6904531, 1.0]], ['2, k, 15', [-0.306765, -0.7489837, 1.0]], ['2, k, 16', [-0.1179518, -0.08814494, 1.0]], ['2, k, 17', [-0.1442932, -0.4186629, 1.0]], ['2, k, 18', [-0.1163059, -0.6862599, 1.0]], ['2, k, 19', [-0.06105855, -0.7411613, 1.0]], ['2, k, 20', [-0.1917599, 0.4546553, 1.0]], ['2, k, 21', [-0.4479405, -0.174797, 1.0]], ['2, k, 22', [-0.4796391, -0.108023, 1.0]], ['2, k, 23', [0.006744165, -0.1500844, 1.0]], ['2, k, 24', [-0.016991, -0.08628186, 1.0]]]
[['2, k, 0', [-0.1966121, -0.08789318, 1.0]], ['2, k, 1', [-0.194267, 0.2263632, 1.0]], ['2, k, 2', [-0.1901953, 0.5287519, 1.0]], ['2, k, 3', [-0.1843229, 0.6565309, 1.0]], ['2, k, 4', [-0.3689116, 0.3971918, 1.0]], ['2, k, 5', [-0.4502108, 0.1783698, 1.0]], ['2, k, 6', [-0.4529709, -0.02731017, 1.0]], ['2, k, 7', [-0.4488923, -0.09707259, 1.0]], ['2, k, 8', [-0.02130545, 0.4085474, 1.0]], ['2, k, 9', [0.02829354, 0.1792661, 1.0]], ['2, k, 10', [0.02591072, -0.017794, 1.0]], ['2, k, 11', [0.01158437, -0.0737067, 1.0]], ['2, k, 12', [-0.2685567, -0.0846734, 1.0]], ['2, k, 13', [-0.2845005, -0.4137609, 1.0]], ['2, k, 14', [-0.2911185, -0.6902658, 1.0]], ['2, k, 15', [-0.3066016, -0.7490143, 1.0]], ['2, k, 16', [-0.1176951, -0.08815811, 1.0]], ['2, k, 17', [-0.1439782, -0.418754, 1.0]], ['2, k, 18', [-0.1154346, -0.6867902, 1.0]], ['2, k, 19', [-0.06398008, -0.7407841, 1.0]], ['2, k, 20', [-0.1914663, 0.4547468, 1.0]], ['2, k, 21', [-0.4485737, -0.1756146, 1.0]], ['2, k, 22', [-0.4799982, -0.1157151, 1.0]], ['2, k, 23', [0.00620242, -0.1495991, 1.0]], ['2, k, 24', [-0.01481234, -0.09048411, 1.0]]]
[['2, k, 0', [-0.1964304, -0.08800854, 1.0]], ['2, k, 1', [-0.1940177, 0.2263028, 1.0]], ['2, k, 2', [-0.1899224, 0.52877, 1.0]], ['2, k, 3', [-0.183694, 0.6563651, 1.0]], ['2, k, 4', [-0.3689224, 0.3972309, 1.0]], ['2, k, 5', [-0.4501619, 0.1783987, 1.0]], ['2, k, 6', [-0.4526285, -0.02709474, 1.0]], ['2, k, 7', [-0.4482858, -0.09643763, 1.0]], ['2, k, 8', [-0.02123999, 0.4085195, 1.0]], ['2, k, 9', [0.02823321, 0.1791962, 1.0]], ['2, k, 10', [0.02600826, -0.0175632, 1.0]], ['2, k, 11', [0.01302195, -0.07531984, 1.0]], ['2, k, 12', [-0.2683729, -0.08489129, 1.0]], ['2, k, 13', [-0.2856588, -0.4139768, 1.0]], ['2, k, 14', [-0.2903716, -0.6902324, 1.0]], ['2, k, 15', [-0.3062978, -0.7487518, 1.0]], ['2, k, 16', [-0.1175142, -0.08818618, 1.0]], ['2, k, 17', [-0.1443197, -0.4186519, 1.0]], ['2, k, 18', [-0.1156298, -0.6867025, 1.0]], ['2, k, 19', [-0.0659556, -0.7403298, 1.0]], ['2, k, 20', [-0.1911935, 0.4547467, 1.0]], ['2, k, 21', [-0.445558, -0.1703, 1.0]], ['2, k, 22', [-0.4819812, -0.1027153, 1.0]], ['2, k, 23', [0.01015542, -0.1505377, 1.0]], ['2, k, 24', [-0.01796246, -0.07932965, 1.0]]]
[['2, k, 0', [-0.1960995, -0.0879579, 1.0]], ['2, k, 1', [-0.1936856, 0.2263545, 1.0]], ['2, k, 2', [-0.1896712, 0.5288243, 1.0]], ['2, k, 3', [-0.1835348, 0.6564115, 1.0]], ['2, k, 4', [-0.3689315, 0.3972715, 1.0]], ['2, k, 5', [-0.4501313, 0.1784322, 1.0]], ['2, k, 6', [-0.4526037, -0.02705143, 1.0]], ['2, k, 7', [-0.4488435, -0.09791251, 1.0]], ['2, k, 8', [-0.02121793, 0.4085263, 1.0]], ['2, k, 9', [0.02823023, 0.1791842, 1.0]], ['2, k, 10', [0.02652511, -0.02041385, 1.0]], ['2, k, 11', [0.01437528, -0.07731245, 1.0]], ['2, k, 12', [-0.2680925, -0.08488965, 1.0]], ['2, k, 13', [-0.2846816, -0.4139231, 1.0]], ['2, k, 14', [-0.2898172, -0.6900361, 1.0]], ['2, k, 15', [-0.3063726, -0.7487119, 1.0]], ['2, k, 16', [-0.1171473, -0.08806501, 1.0]], ['2, k, 17', [-0.1438829, -0.4186325, 1.0]], ['2, k, 18', [-0.1153013, -0.6866374, 1.0]], ['2, k, 19', [-0.06690989, -0.7403101, 1.0]], ['2, k, 20', [-0.1909153, 0.4548039, 1.0]], ['2, k, 21', [-0.446737, -0.1757641, 1.0]], ['2, k, 22', [-0.4829786, -0.08379944, 1.0]], ['2, k, 23', [0.01153869, -0.1510987, 1.0]], ['2, k, 24', [-0.01583478, -0.08774345, 1.0]]]
[['2, k, 0', [-0.1961031, -0.08801048, 1.0]], ['2, k, 1', [-0.1934375, 0.2263015, 1.0]], ['2, k, 2', [-0.1888263, 0.5287805, 1.0]], ['2, k, 3', [-0.1831628, 0.656301, 1.0]], ['2, k, 4', [-0.3688458, 0.3972905, 1.0]], ['2, k, 5', [-0.4502921, 0.1785448, 1.0]], ['2, k, 6', [-0.4524336, -0.02702937, 1.0]], ['2, k, 7', [-0.4487585, -0.09673876, 1.0]], ['2, k, 8', [-0.02114323, 0.4085031, 1.0]], ['2, k, 9', [0.02822619, 0.1790749, 1.0]], ['2, k, 10', [0.02813412, -0.02422145, 1.0]], ['2, k, 11', [0.0171661, -0.08267124, 1.0]], ['2, k, 12', [-0.2680776, -0.08497282, 1.0]], ['2, k, 13', [-0.2847497, -0.4139394, 1.0]], ['2, k, 14', [-0.2896532, -0.6900055, 1.0]], ['2, k, 15', [-0.3064061, -0.748769, 1.0]], ['2, k, 16', [-0.1171623, -0.08808853, 1.0]], ['2, k, 17', [-0.1440225, -0.4187135, 1.0]], ['2, k, 18', [-0.115284, -0.6864783, 1.0]], ['2, k, 19', [-0.06715862, -0.7401497, 1.0]], ['2, k, 20', [-0.1902459, 0.4547566, 1.0]], ['2, k, 21', [-0.4479583, -0.1740855, 1.0]], ['2, k, 22', [-0.4789043, -0.09184819, 1.0]], ['2, k, 23', [0.01710936, -0.1567381, 1.0]], ['2, k, 24', [-0.01940287, -0.08572551, 1.0]]]
[['2, k, 0', [-0.1961097, -0.08806252, 1.0]], ['2, k, 1', [-0.1931821, 0.2262498, 1.0]], ['2, k, 2', [-0.1880451, 0.5288056, 1.0]], ['2, k, 3', [-0.1829123, 0.6563649, 1.0]], ['2, k, 4', [-0.3688534, 0.3974763, 1.0]], ['2, k, 5', [-0.4501812, 0.1786849, 1.0]], ['2, k, 6', [-0.4522495, -0.02717819, 1.0]], ['2, k, 7', [-0.449469, -0.09651311, 1.0]], ['2, k, 8', [-0.02109479, 0.408346, 1.0]], ['2, k, 9', [0.02813524, 0.1788929, 1.0]], ['2, k, 10', [0.03005289, -0.02726581, 1.0]], ['2, k, 11', [0.02072042, -0.0894751, 1.0]], ['2, k, 12', [-0.2680937, -0.08506788, 1.0]], ['2, k, 13', [-0.2848982, -0.4140284, 1.0]], ['2, k, 14', [-0.2896455, -0.6899873, 1.0]], ['2, k, 15', [-0.3064289, -0.7488506, 1.0]], ['2, k, 16', [-0.1171644, -0.08810528, 1.0]], ['2, k, 17', [-0.1445054, -0.4187751, 1.0]], ['2, k, 18', [-0.1148468, -0.6865333, 1.0]], ['2, k, 19', [-0.05413263, -0.7417265, 1.0]], ['2, k, 20', [-0.1896072, 0.4547572, 1.0]], ['2, k, 21', [-0.4481202, -0.1702095, 1.0]], ['2, k, 22', [-0.4814746, -0.09141313, 1.0]], ['2, k, 23', [0.02187856, -0.167687, 1.0]], ['2, k, 24', [-0.01841726, -0.09444223, 1.0]]]
[['2, k, 0', [-0.195988, -0.08818239, 1.0]], ['2, k, 1', [-0.1930775, 0.2261784, 1.0]], ['2, k, 2', [-0.1880167, 0.528784, 1.0]], ['2, k, 3', [-0.1826179, 0.6563094, 1.0]], ['2, k, 4', [-0.3688878, 0.39755, 1.0]], ['2, k, 5', [-0.4501908, 0.1787223, 1.0]], ['2, k, 6', [-0.4521739, -0.02716539, 1.0]], ['2, k, 7', [-0.4493876, -0.09638813, 1.0]], ['2, k, 8', [-0.0210466, 0.4080958, 1.0]], ['2, k, 9', [0.02707592, 0.1783464, 1.0]], ['2, k, 10', [0.03493499, -0.03341088, 1.0]], ['2, k, 11', [0.03374669, -0.09136843, 1.0]], ['2, k, 12', [-0.2679861, -0.08513566, 1.0]], ['2, k, 13', [-0.2849535, -0.4140839, 1.0]], ['2, k, 14', [-0.2894997, -0.6899589, 1.0]], ['2, k, 15', [-0.3063415, -0.7488893, 1.0]], ['2, k, 16', [-0.1170392, -0.0882748, 1.0]], ['2, k, 17', [-0.1449336, -0.4188957, 1.0]], ['2, k, 18', [-0.1153191, -0.686327, 1.0]], ['2, k, 19', [-0.06555317, -0.7402738, 1.0]], ['2, k, 20', [-0.1895615, 0.454727, 1.0]], ['2, k, 21', [-0.4474809, -0.1702762, 1.0]], ['2, k, 22', [-0.4815014, -0.0923516, 1.0]], ['2, k, 23', [0.03338713, -0.1738465, 1.0]], ['2, k, 24', [0.01983705, -0.1158047, 1.0]]]
[['2, k, 0', [-0.1960119, -0.08818881, 1.0]], ['2, k, 1', [-0.1930675, 0.2261825, 1.0]], ['2, k, 2', [-0.1879726, 0.5288074, 1.0]], ['2, k, 3', [-0.1825832, 0.6563002, 1.0]], ['2, k, 4', [-0.3689008, 0.3975793, 1.0]], ['2, k, 5', [-0.4502118, 0.1787588, 1.0]], ['2, k, 6', [-0.4521525, -0.02713687, 1.0]], ['2, k, 7', [-0.450195, -0.09602806, 1.0]], ['2, k, 8', [-0.02105608, 0.4080812, 1.0]], ['2, k, 9', [0.02728461, 0.1783692, 1.0]], ['2, k, 10', [0.06029316, -0.03174209, 1.0]], ['2, k, 11', [0.06660718, -0.09701739, 1.0]], ['2, k, 12', [-0.2680475, -0.08511628, 1.0]], ['2, k, 13', [-0.2850646, -0.4139997, 1.0]], ['2, k, 14', [-0.2892863, -0.6899616, 1.0]], ['2, k, 15', [-0.3062103, -0.7486675, 1.0]], ['2, k, 16', [-0.1170541, -0.08829367, 1.0]], ['2, k, 17', [-0.1450268, -0.4189101, 1.0]], ['2, k, 18', [-0.1153539, -0.6862752, 1.0]], ['2, k, 19', [-0.06646046, -0.7400107, 1.0]], ['2, k, 20', [-0.1895232, 0.4547461, 1.0]], ['2, k, 21', [-0.4466266, -0.1752054, 1.0]], ['2, k, 22', [-0.4837523, -0.101244, 1.0]], ['2, k, 23', [0.06025749, -0.1732726, 1.0]], ['2, k, 24', [0.04088867, -0.1163478, 1.0]]]
