[['2, k, 0', [0.0726233, -0.3321, 1.0]], ['2, k, 1', [0.05869659, -0.09881961, 1.0]], ['2, k, 2', [0.04424958, 0.1261744, 1.0]], ['2, k, 3', [0.02217522, 0.2578719, 1.0]], ['2, k, 4', [-0.09962081, 0.03859818, 1.0]], ['2, k, 5', [-0.1380364, -0.1812946, 1.0]], ['2, k, 6', [-0.1832598, -0.2762499, 1.0]], ['2, k, 7', [-0.1830371, -0.3437389, 1.0]], ['2, k, 8', [0.200286, 0.06742737, 1.0]], ['2, k, 9', [0.2304576, -0.115034, 1.0]], ['2, k, 10', [0.2164697, -0.1895575, 1.0]], ['2, k, 11', [0.1955533, -0.2367237, 1.0]], ['2, k, 12', [-0.01250672, -0.3335263, 1.0]], ['2, k, 13', [-0.089701, -0.3062777, 1.0]], ['2, k, 14', [-0.1060385, -0.6119514, 1.0]], ['2, k, 15', [-0.11452, -0.6610721, 1.0]], ['2, k, 16', [0.1554746, -0.3189786, 1.0]], ['2, k, 17', [0.1691152, -0.3090192, 1.0]], ['2, k, 18', [0.1556399, -0.6283773, 1.0]], ['2, k, 19', [0.1416583, -0.677405, 1.0]], ['2, k, 20', [0.04799143, 0.07082906, 1.0]], ['2, k, 21', [-0.1728255, -0.3913654, 1.0]], ['2, k, 22', [-0.1954541, -0.3498251, 1.0]], ['2, k, 23', [0.2066033, -0.256095, 1.0]], ['2, k, 24', [0.1380784, -0.274976, 1.0]]]
[['2, k, 0', [0.07261345, -0.332098, 1.0]], ['2, k, 1', [0.05878457, -0.09882493, 1.0]], ['2, k, 2', [0.04476597, 0.1262306, 1.0]], ['2, k, 3', [0.02338623, 0.25806, 1.0]], ['2, k, 4', [-0.09943321, 0.03878245, 1.0]], ['2, k, 5', [-0.1381213, -0.1811403, 1.0]], ['2, k, 6', [-0.1834369, -0.2766344, 1.0]], ['2, k, 7', [-0.1831856, -0.343792, 1.0]], ['2, k, 8', [0.2016256, 0.06663466, 1.0]], ['2, k, 9', [0.2286333, -0.1144617, 1.0]], ['2, k, 10', [0.2056102, -0.181127, 1.0]], ['2, k, 11', [0.1788341, -0.2706337, 1.0]], ['2, k, 12', [-0.01250854, -0.3334938, 1.0]], ['2, k, 13', [-0.08961336, -0.3060099, 1.0]], ['2, k, 14', [-0.1078937, -0.6141488, 1.0]], ['2, k, 15', [-0.1166684, -0.6632019, 1.0]], ['2, k, 16', [0.1554336, -0.3190024, 1.0]], ['2, k, 17', [0.1700355, -0.3154616, 1.0]], ['2, k, 18', [0.1553603, -0.6285135, 1.0]], ['2, k, 19', [0.1410606, -0.677463, 1.0]], ['2, k, 20', [0.04835102, 0.0708637, 1.0]], ['2, k, 21', [-0.1718317, -0.3919799, 1.0]], ['2, k, 22', [-0.1922663, -0.3554842, 1.0]], ['2, k, 23', [0.1683736, -0.3133573, 1.0]], ['2, k, 24', [0.1376708, -0.2867318, 1.0]]]
[['2, k, 0', [0.07167477, -0.3319446, 1.0]], ['2, k, 1', [0.05869577, -0.09877113, 1.0]], ['2, k, 2', [0.04509708, 0.1263511, 1.0]], ['2, k, 3', [0.02521995, 0.2586084, 1.0]], ['2, k, 4', [-0.09881004, 0.03932855, 1.0]], ['2, k, 5', [-0.1382492, -0.1803469, 1.0]], ['2, k, 6', [-0.1835627, -0.2768617, 1.0]], ['2, k, 7', [-0.1828141, -0.3442577, 1.0]], ['2, k, 8', [0.2024116, 0.06603546, 1.0]], ['2, k, 9', [0.2184176, -0.1013826, 1.0]], ['2, k, 10', [0.2726408, -0.140922, 1.0]], ['2, k, 11', [0.1968459, -0.1144303, 1.0]], ['2, k, 12', [-0.01322531, -0.3331187, 1.0]], ['2, k, 13', [-0.0896057, -0.3059976, 1.0]], ['2, k, 14', [-0.1106051, -0.619169, 1.0]], ['2, k, 15', [-0.1195469, -0.6682436, 1.0]], ['2, k, 16', [0.1541211, -0.3190794, 1.0]], ['2, k, 17', [0.1704976, -0.3219689, 1.0]], ['2, k, 18', [0.1559433, -0.6292434, 1.0]], ['2, k, 19', [0.1414206, -0.6782433, 1.0]], ['2, k, 20', [0.04851674, 0.07095051, 1.0]], ['2, k, 21', [-0.1717511, -0.3913459, 1.0]], ['2, k, 22', [-0.1832397, -0.3878207, 1.0]], ['2, k, 23', [0.2109302, -0.1276488, 1.0]], ['2, k, 24', [0.1890147, -0.1082146, 1.0]]]
[['2, k, 0', [0.07201536, -0.3317339, 1.0]], ['2, k, 1', [0.05879843, -0.09866652, 1.0]], ['2, k, 2', [0.04517088, 0.1264977, 1.0]], ['2, k, 3', [0.02748543, 0.2591136, 1.0]], ['2, k, 4', [-0.09826571, 0.03976585, 1.0]], ['2, k, 5', [-0.138121, -0.1802387, 1.0]], ['2, k, 6', [-0.1837431, -0.2773577, 1.0]], ['2, k, 7', [-0.1840863, -0.3435833, 1.0]], ['2, k, 8', [0.2007722, 0.06664827, 1.0]], ['2, k, 9', [0.2112504, -0.06928378, 1.0]], ['2, k, 10', [0.2055256, -0.06057125, 1.0]], ['2, k, 11', [0.1661001, -0.08048461, 1.0]], ['2, k, 12', [-0.01289301, -0.3331275, 1.0]], ['2, k, 13', [-0.08825184, -0.3070613, 1.0]], ['2, k, 14', [-0.1087448, -0.6160596, 1.0]], ['2, k, 15', [-0.1261047, -0.6886317, 1.0]], ['2, k, 16', [0.1544759, -0.3185086, 1.0]], ['2, k, 17', [0.1713255, -0.3245446, 1.0]], ['2, k, 18', [0.1554877, -0.6300656, 1.0]], ['2, k, 19', [0.1405734, -0.6789452, 1.0]], ['2, k, 20', [0.04859357, 0.07108188, 1.0]], ['2, k, 21', [-0.1746632, -0.393062, 1.0]], ['2, k, 22', [-0.2069721, -0.3507795, 1.0]], ['2, k, 23', [0.1425657, -0.08608554, 1.0]], ['2, k, 24', [0.1223382, -0.1052192, 1.0]]]
[['2, k, 0', [0.0752485, -0.3315184, 1.0]], ['2, k, 1', [0.05975759, -0.09848503, 1.0]], ['2, k, 2', [0.04526228, 0.1266122, 1.0]], ['2, k, 3', [0.02993703, 0.2597191, 1.0]], ['2, k, 4', [-0.09840655, 0.04094582, 1.0]], ['2, k, 5', [-0.1381018, -0.181992, 1.0]], ['2, k, 6', [-0.1838645, -0.2783728, 1.0]], ['2, k, 7', [-0.1824966, -0.3484133, 1.0]], ['2, k, 8', [0.2008678, 0.06881525, 1.0]], ['2, k, 9', [0.2061062, -0.07265282, 1.0]], ['2, k, 10', [0.1780179, -0.03473254, 1.0]], ['2, k, 11', [0.150555, -0.01405936, 1.0]], ['2, k, 12', [-0.01017436, -0.3337009, 1.0]], ['2, k, 13', [-0.08861079, -0.3069282, 1.0]], ['2, k, 14', [-0.1094607, -0.6178359, 1.0]], ['2, k, 15', [-0.1182021, -0.6664608, 1.0]], ['2, k, 16', [0.1582695, -0.3172688, 1.0]], ['2, k, 17', [0.1714731, -0.3249355, 1.0]], ['2, k, 18', [0.1555246, -0.6304075, 1.0]], ['2, k, 19', [0.1412273, -0.6789503, 1.0]], ['2, k, 20', [0.04879586, 0.07122028, 1.0]], ['2, k, 21', [-0.1725544, -0.3957625, 1.0]], ['2, k, 22', [-0.2028287, -0.3552999, 1.0]], ['2, k, 23', [0.127839, 0.001085666, 1.0]], ['2, k, 24', [0.1214243, -0.04438244, 1.0]]]
[['2, k, 0', [0.07588749, -0.3325809, 1.0]], ['2, k, 1', [0.05969229, -0.09870059, 1.0]], ['2, k, 2', [0.04431011, 0.1267467, 1.0]], ['2, k, 3', [0.03154736, 0.2601794, 1.0]], ['2, k, 4', [-0.09775776, 0.04204468, 1.0]], ['2, k, 5', [-0.1380016, -0.182029, 1.0]], ['2, k, 6', [-0.183816, -0.2777284, 1.0]], ['2, k, 7', [-0.1856818, -0.3379178, 1.0]], ['2, k, 8', [0.200993, 0.06882242, 1.0]], ['2, k, 9', [0.2172807, -0.1153655, 1.0]], ['2, k, 10', [0.1600991, 0.01114379, 1.0]], ['2, k, 11', [0.1426346, 0.05325203, 1.0]], ['2, k, 12', [-0.00979075, -0.3356573, 1.0]], ['2, k, 13', [-0.08865292, -0.3069809, 1.0]], ['2, k, 14', [-0.1078742, -0.6179575, 1.0]], ['2, k, 15', [-0.1169454, -0.6663715, 1.0]], ['2, k, 16', [0.1593217, -0.3180055, 1.0]], ['2, k, 17', [0.1716916, -0.3251286, 1.0]], ['2, k, 18', [0.1554008, -0.6305733, 1.0]], ['2, k, 19', [0.1408012, -0.6789529, 1.0]], ['2, k, 20', [0.04821947, 0.07121589, 1.0]], ['2, k, 21', [-0.180098, -0.3922454, 1.0]], ['2, k, 22', [-0.212292, -0.3522934, 1.0]], ['2, k, 23', [0.1273241, 0.09754189, 1.0]], ['2, k, 24', [0.1027347, 0.03573104, 1.0]]]
[['2, k, 0', [0.07688249, -0.3338405, 1.0]], ['2, k, 1', [0.05980049, -0.0987561, 1.0]], ['2, k, 2', [0.04409925, 0.1275485, 1.0]], ['2, k, 3', [0.03226455, 0.2614107, 1.0]], ['2, k, 4', [-0.09710769, 0.04165124, 1.0]], ['2, k, 5', [-0.1378643, -0.1820703, 1.0]], ['2, k, 6', [-0.18382, -0.2779089, 1.0]], ['2, k, 7', [-0.1839686, -0.3419888, 1.0]], ['2, k, 8', [0.2058939, 0.05911645, 1.0]], ['2, k, 9', [0.2149518, -0.1100553, 1.0]], ['2, k, 10', [0.1486963, 0.06791672, 1.0]], ['2, k, 11', [0.139703, 0.1123707, 1.0]], ['2, k, 12', [-0.009198643, -0.3369919, 1.0]], ['2, k, 13', [-0.08871948, -0.3071164, 1.0]], ['2, k, 14', [-0.1080979, -0.61765, 1.0]], ['2, k, 15', [-0.1348939, -0.6876581, 1.0]], ['2, k, 16', [0.1606094, -0.3191169, 1.0]], ['2, k, 17', [0.1717636, -0.325161, 1.0]], ['2, k, 18', [0.156349, -0.6300738, 1.0]], ['2, k, 19', [0.1403742, -0.6779704, 1.0]], ['2, k, 20', [0.04815513, 0.07163798, 1.0]], ['2, k, 21', [-0.1793219, -0.3935476, 1.0]], ['2, k, 22', [-0.2047116, -0.3573264, 1.0]], ['2, k, 23', [0.1202048, 0.1678658, 1.0]], ['2, k, 24', [0.09137876, 0.1030855, 1.0]]]
[['2, k, 0', [0.07750814, -0.3345851, 1.0]], ['2, k, 1', [0.06016668, -0.09896272, 1.0]], ['2, k, 2', [0.04454979, 0.1278006, 1.0]], ['2, k, 3', [0.03204381, 0.2622316, 1.0]], ['2, k, 4', [-0.0966266, 0.04109746, 1.0]], ['2, k, 5', [-0.1374503, -0.1826411, 1.0]], ['2, k, 6', [-0.1837225, -0.2781806, 1.0]], ['2, k, 7', [-0.1839952, -0.3397011, 1.0]], ['2, k, 8', [0.2068604, 0.0535419, 1.0]], ['2, k, 9', [0.2117563, -0.09386845, 1.0]], ['2, k, 10', [0.1477797, 0.1093851, 1.0]], ['2, k, 11', [0.1392214, 0.1569611, 1.0]], ['2, k, 12', [-0.008839373, -0.3375514, 1.0]], ['2, k, 13', [-0.08872162, -0.3071378, 1.0]], ['2, k, 14', [-0.1081421, -0.6184152, 1.0]], ['2, k, 15', [-0.1342443, -0.6883243, 1.0]], ['2, k, 16', [0.1614348, -0.3199831, 1.0]], ['2, k, 17', [0.1718797, -0.3253184, 1.0]], ['2, k, 18', [0.1561404, -0.6299081, 1.0]], ['2, k, 19', [0.13921, -0.6773919, 1.0]], ['2, k, 20', [0.04855282, 0.07175586, 1.0]], ['2, k, 21', [-0.17756, -0.391599, 1.0]], ['2, k, 22', [-0.2225127, -0.351741, 1.0]], ['2, k, 23', [0.1156974, 0.2119699, 1.0]], ['2, k, 24', [0.09986877, 0.1529411, 1.0]]]
[['2, k, 0', [0.07405963, -0.3365823, 1.0]], ['2, k, 1', [0.05966, -0.099361, 1.0]], ['2, k, 2', [0.04496933, 0.1281615, 1.0]], ['2, k, 3', [0.03098927, 0.2628655, 1.0]], ['2, k, 4', [-0.09546617, 0.04054125, 1.0]], ['2, k, 5', [-0.1364028, -0.1825256, 1.0]], ['2, k, 6', [-0.1836688, -0.2777514, 1.0]], ['2, k, 7', [-0.1848934, -0.3413412, 1.0]], ['2, k, 8', [0.2062207, 0.0480211, 1.0]], ['2, k, 9', [0.2091908, -0.08522844, 1.0]], ['2, k, 10', [0.1438892, 0.1380163, 1.0]], ['2, k, 11', [0.1393264, 0.1846553, 1.0]], ['2, k, 12', [-0.0106802, -0.3381718, 1.0]], ['2, k, 13', [-0.08906012, -0.3067516, 1.0]], ['2, k, 14', [-0.107598, -0.618368, 1.0]], ['2, k, 15', [-0.1211529, -0.6659201, 1.0]], ['2, k, 16', [0.1555111, -0.3238706, 1.0]], ['2, k, 17', [0.1720798, -0.3251488, 1.0]], ['2, k, 18', [0.1561006, -0.6299646, 1.0]], ['2, k, 19', [0.1370023, -0.6774961, 1.0]], ['2, k, 20', [0.04874967, 0.07198001, 1.0]], ['2, k, 21', [-0.1773639, -0.3935992, 1.0]], ['2, k, 22', [-0.2156152, -0.3503689, 1.0]], ['2, k, 23', [0.1181916, 0.2408522, 1.0]], ['2, k, 24', [0.104003, 0.1778531, 1.0]]]
[['2, k, 0', [0.0782731, -0.3439685, 1.0]], ['2, k, 1', [0.06090336, -0.1007211, 1.0]], ['2, k, 2', [0.04542428, 0.1288225, 1.0]], ['2, k, 3', [0.02995574, 0.2639903, 1.0]], ['2, k, 4', [-0.09460676, 0.03987332, 1.0]], ['2, k, 5', [-0.1359724, -0.1826811, 1.0]], ['2, k, 6', [-0.1836901, -0.2778421, 1.0]], ['2, k, 7', [-0.1849092, -0.3360779, 1.0]], ['2, k, 8', [0.2063909, 0.04724945, 1.0]], ['2, k, 9', [0.2090405, -0.0834299, 1.0]], ['2, k, 10', [0.1559757, 0.1367604, 1.0]], ['2, k, 11', [0.1431969, 0.1903042, 1.0]], ['2, k, 12', [-0.002946387, -0.3455516, 1.0]], ['2, k, 13', [-0.08915391, -0.3068397, 1.0]], ['2, k, 14', [-0.1080647, -0.6176617, 1.0]], ['2, k, 15', [-0.1693673, -0.6790079, 1.0]], ['2, k, 16', [0.1569245, -0.3311797, 1.0]], ['2, k, 17', [0.1722016, -0.3250473, 1.0]], ['2, k, 18', [0.1546438, -0.6329361, 1.0]], ['2, k, 19', [0.1350008, -0.6792313, 1.0]], ['2, k, 20', [0.04913524, 0.07220182, 1.0]], ['2, k, 21', [-0.1795038, -0.3904133, 1.0]], ['2, k, 22', [-0.2023504, -0.3491602, 1.0]], ['2, k, 23', [0.122069, 0.2496101, 1.0]], ['2, k, 24', [0.1918126, 0.2158205, 1.0]]]
[['2, k, 0', [0.0759552, -0.35251, 1.0]], ['2, k, 1', [0.06089714, -0.103023, 1.0]], ['2, k, 2', [0.04581113, 0.1294223, 1.0]], ['2, k, 3', [0.02926682, 0.2647858, 1.0]], ['2, k, 4', [-0.09432723, 0.03957859, 1.0]], ['2, k, 5', [-0.1360018, -0.1826832, 1.0]], ['2, k, 6', [-0.1837608, -0.2779624, 1.0]], ['2, k, 7', [-0.1861425, -0.3376485, 1.0]], ['2, k, 8', [0.2065083, 0.04702138, 1.0]], ['2, k, 9', [0.2052896, -0.03525845, 1.0]], ['2, k, 10', [0.1569132, 0.1380994, 1.0]], ['2, k, 11', [0.149634, 0.1868417, 1.0]], ['2, k, 12', [-0.002711212, -0.3509925, 1.0]], ['2, k, 13', [-0.08915786, -0.306622, 1.0]], ['2, k, 14', [-0.109513, -0.6189911, 1.0]], ['2, k, 15', [-0.1237878, -0.664324, 1.0]], ['2, k, 16', [0.1510026, -0.3427279, 1.0]], ['2, k, 17', [0.1721431, -0.3251436, 1.0]], ['2, k, 18', [0.1539732, -0.6327707, 1.0]], ['2, k, 19', [0.1341686, -0.6780235, 1.0]], ['2, k, 20', [0.04928341, 0.07228727, 1.0]], ['2, k, 21', [-0.1783074, -0.3940562, 1.0]], ['2, k, 22', [-0.1916565, -0.3500715, 1.0]], ['2, k, 23', [0.1326084, 0.237269, 1.0]], ['2, k, 24', [0.1165687, 0.1684388, 1.0]]]
