[[0, -0.1602973, 0.06724862, 2.855393, 1], [1, -0.1659653, 0.3378574, 2.840866, 1], [2, -0.1711077, 0.601382, 2.815144, 1], [3, -0.1747603, 0.7346073, 2.796028, 1], [4, -0.3178712, 0.4905235, 2.799993, 1], [5, -0.3589637, 0.2566669, 2.835743, 1], [6, -0.3523615, 0.0735863, 2.784245, 1], [7, -0.3372283, 0.0342805, 2.780116, 1], [8, -0.007348069, 0.4845539, 2.800163, 1], [9, 0.03995713, 0.2434536, 2.790246, 1], [10, 0.04602669, 0.0453348, 2.750475, 1], [11, 0.04137319, -0.01460325, 2.744625, 1], [12, -0.2212666, 0.06691843, 2.821189, 1], [13, -0.213624, -0.2491115, 2.902742, 1], [14, -0.2143703, -0.5651929, 2.945164, 1], [15, -0.2120273, -0.636169, 2.868594, 1], [16, -0.09584955, 0.06604876, 2.824286, 1], [17, -0.1150488, -0.2492543, 2.905946, 1], [18, -0.1080383, -0.5654871, 2.953302, 1], [19, -0.1140921, -0.6359103, 2.876304, 1], [20, -0.1699829, 0.5365189, 2.823709, 1], [21, -0.3402718, -0.02683875, 2.781179, 1], [22, -0.3117386, 0.03038836, 2.749397, 1], [23, 0.04172086, -0.08570551, 2.753636, 1], [24, 0.008085616, -0.009761738, 2.732684, 1]]
[[0, -0.1615701, 0.0673715, 2.855587, 1], [1, -0.1669639, 0.3378385, 2.841402, 1], [2, -0.1719456, 0.6012252, 2.816193, 1], [3, -0.1765427, 0.7351596, 2.797728, 1], [4, -0.3175797, 0.4907647, 2.800276, 1], [5, -0.3598232, 0.2569714, 2.837367, 1], [6, -0.3515985, 0.07361633, 2.787326, 1], [7, -0.339798, 0.03315783, 2.782171, 1], [8, -0.008896683, 0.4847071, 2.795707, 1], [9, 0.03764006, 0.274195, 2.733057, 1], [10, 0.06001097, 0.1106658, 2.633566, 1], [11, 0.06310552, 0.04084873, 2.600526, 1], [12, -0.2225862, 0.06705803, 2.821552, 1], [13, -0.2124347, -0.2492273, 2.90233, 1], [14, -0.2145359, -0.5651289, 2.945182, 1], [15, -0.2122554, -0.6367057, 2.86965, 1], [16, -0.09700174, 0.06614967, 2.824278, 1], [17, -0.1151064, -0.249176, 2.906062, 1], [18, -0.1106272, -0.5660822, 2.952856, 1], [19, -0.1128339, -0.6366583, 2.875684, 1], [20, -0.1708366, 0.5364007, 2.824577, 1], [21, -0.3435806, -0.02612707, 2.784847, 1], [22, -0.3125189, 0.0299301, 2.750016, 1], [23, 0.07085142, -0.02444803, 2.583085, 1], [24, 0.02319603, 0.04322561, 2.5995, 1]]
[[0, -0.1620156, 0.06743214, 2.856044, 1], [1, -0.1681805, 0.3380483, 2.842861, 1], [2, -0.1741992, 0.6016859, 2.819301, 1], [3, -0.1776336, 0.7358744, 2.799957, 1], [4, -0.3172918, 0.4909218, 2.800512, 1], [5, -0.3600657, 0.2565717, 2.838383, 1], [6, -0.3508174, 0.07307106, 2.7892, 1], [7, -0.3421281, 0.03120205, 2.786305, 1], [8, -0.009996491, 0.4854401, 2.794038, 1], [9, 0.04980114, 0.2971082, 2.681262, 1], [10, 0.06956418, 0.1570298, 2.548186, 1], [11, 0.06977955, 0.09279577, 2.513187, 1], [12, -0.2229927, 0.06715785, 2.821952, 1], [13, -0.2188472, -0.2495736, 2.901762, 1], [14, -0.2164021, -0.5242508, 2.929942, 1], [15, -0.2161405, -0.5714124, 2.807703, 1], [16, -0.09743734, 0.06616358, 2.824742, 1], [17, -0.114916, -0.2493933, 2.906025, 1], [18, -0.1110288, -0.5635378, 2.953888, 1], [19, -0.1141641, -0.6351118, 2.878458, 1], [20, -0.1727946, 0.5367849, 2.827183, 1], [21, -0.34622, -0.03060568, 2.789243, 1], [22, -0.3098688, 0.01129794, 2.746111, 1], [23, 0.0778824, 0.03336974, 2.470511, 1], [24, 0.02705943, 0.08926471, 2.5078, 1]]
[[0, -0.1623453, 0.06763189, 2.856369, 1], [1, -0.168495, 0.3382111, 2.843857, 1], [2, -0.1742792, 0.6017263, 2.821327, 1], [3, -0.1780069, 0.7354864, 2.801215, 1], [4, -0.317085, 0.4910356, 2.800698, 1], [5, -0.3606875, 0.256818, 2.839719, 1], [6, -0.3507227, 0.07327791, 2.790875, 1], [7, -0.3421076, 0.03205074, 2.785054, 1], [8, -0.01285484, 0.4890165, 2.791305, 1], [9, 0.05755919, 0.3511312, 2.650904, 1], [10, 0.07218133, 0.230336, 2.498454, 1], [11, 0.0758769, 0.1736984, 2.436103, 1], [12, -0.2233478, 0.067241, 2.822283, 1], [13, -0.2139739, -0.2491788, 2.902756, 1], [14, -0.2157644, -0.5664139, 2.94517, 1], [15, -0.2096132, -0.6373054, 2.868643, 1], [16, -0.09772502, 0.06648047, 2.825042, 1], [17, -0.1133733, -0.2493092, 2.906004, 1], [18, -0.1110895, -0.5632876, 2.953992, 1], [19, -0.1137762, -0.6348601, 2.878511, 1], [20, -0.1729578, 0.5368649, 2.828912, 1], [21, -0.3480288, -0.02747132, 2.790256, 1], [22, -0.3121777, 0.02148554, 2.749393, 1], [23, 0.08660961, 0.119235, 2.396996, 1], [24, 0.03578101, 0.169353, 2.429769, 1]]
[[0, -0.1624194, 0.06777411, 2.856817, 1], [1, -0.1688429, 0.3382507, 2.844807, 1], [2, -0.1749292, 0.6015785, 2.822748, 1], [3, -0.1773123, 0.7355444, 2.803424, 1], [4, -0.3241552, 0.4872413, 2.803189, 1], [5, -0.3616316, 0.2559677, 2.839804, 1], [6, -0.3524162, 0.07185713, 2.79359, 1], [7, -0.3446273, 0.03597188, 2.78908, 1], [8, -0.01624872, 0.4929937, 2.791353, 1], [9, 0.07357015, 0.4074685, 2.635012, 1], [10, 0.07710902, 0.3159469, 2.449758, 1], [11, 0.08051967, 0.262862, 2.377726, 1], [12, -0.2234045, 0.06721248, 2.82244, 1], [13, -0.2146259, -0.2492022, 2.902955, 1], [14, -0.2155786, -0.5666738, 2.943995, 1], [15, -0.2091071, -0.6378024, 2.867913, 1], [16, -0.09778532, 0.06695951, 2.825939, 1], [17, -0.1133866, -0.2491658, 2.906047, 1], [18, -0.1092769, -0.5670891, 2.953795, 1], [19, -0.1136688, -0.6371444, 2.875985, 1], [20, -0.1735303, 0.5367689, 2.830223, 1], [21, -0.3385165, -0.03842398, 2.79793, 1], [22, -0.3124487, 0.02266721, 2.750846, 1], [23, 0.08897639, 0.2269008, 2.340103, 1], [24, 0.04063528, 0.2588004, 2.378429, 1]]
[[0, -0.1628388, 0.06779248, 2.857175, 1], [1, -0.1693583, 0.3384615, 2.845742, 1], [2, -0.1754007, 0.6020986, 2.824346, 1], [3, -0.1762459, 0.7353647, 2.805648, 1], [4, -0.3220936, 0.4883825, 2.80292, 1], [5, -0.3629088, 0.2557398, 2.839875, 1], [6, -0.3527195, 0.07159906, 2.794047, 1], [7, -0.3472663, 0.03229424, 2.790371, 1], [8, -0.0195503, 0.4929576, 2.79346, 1], [9, 0.05102329, 0.3721685, 2.651882, 1], [10, 0.07074372, 0.3967559, 2.411566, 1], [11, 0.08414748, 0.3652633, 2.340738, 1], [12, -0.2238734, 0.06721421, 2.822833, 1], [13, -0.2151362, -0.2492401, 2.903245, 1], [14, -0.217639, -0.5631632, 2.945578, 1], [15, -0.2097567, -0.6347327, 2.870344, 1], [16, -0.09811932, 0.0669738, 2.82621, 1], [17, -0.1134295, -0.2492339, 2.906143, 1], [18, -0.1091753, -0.5742292, 2.952114, 1], [19, -0.1161479, -0.6430562, 2.872847, 1], [20, -0.1740235, 0.5372002, 2.831649, 1], [21, -0.3450373, -0.03338485, 2.800144, 1], [22, -0.3116682, 0.008000933, 2.754667, 1], [23, 0.08637733, 0.3448497, 2.295058, 1], [24, 0.06904559, 0.3617912, 2.314167, 1]]
[[0, -0.16276, 0.06795552, 2.857287, 1], [1, -0.1694275, 0.3384988, 2.8462, 1], [2, -0.1757466, 0.6018416, 2.825393, 1], [3, -0.1752321, 0.7352459, 2.807119, 1], [4, -0.3231615, 0.4876337, 2.802919, 1], [5, -0.3652392, 0.2566902, 2.839519, 1], [6, -0.3554733, 0.07000177, 2.794467, 1], [7, -0.3501742, 0.03192543, 2.788718, 1], [8, -0.02057652, 0.4930545, 2.793833, 1], [9, 0.003237023, 0.3266468, 2.691046, 1], [10, 0.04484344, 0.4255973, 2.453453, 1], [11, 0.07826979, 0.4604908, 2.329127, 1], [12, -0.223853, 0.06721789, 2.823014, 1], [13, -0.2133407, -0.2490246, 2.903883, 1], [14, -0.2189425, -0.5700154, 2.94405, 1], [15, -0.2090665, -0.640201, 2.866871, 1], [16, -0.09790149, 0.06746159, 2.826231, 1], [17, -0.1137713, -0.248844, 2.905847, 1], [18, -0.1084831, -0.576005, 2.951964, 1], [19, -0.1120763, -0.6417381, 2.867777, 1], [20, -0.1742856, 0.5370368, 2.832533, 1], [21, -0.3505657, -0.032798, 2.799984, 1], [22, -0.3185168, 0.01734476, 2.760176, 1], [23, 0.08870162, 0.4559741, 2.286492, 1], [24, 0.06353302, 0.4717513, 2.32675, 1]]
[[0, -0.162004, 0.06865418, 2.857124, 1], [1, -0.1692829, 0.3388129, 2.846468, 1], [2, -0.1759677, 0.6021037, 2.826159, 1], [3, -0.1741029, 0.7356074, 2.808259, 1], [4, -0.3206823, 0.4888001, 2.802693, 1], [5, -0.3658144, 0.2570799, 2.839373, 1], [6, -0.357112, 0.06723001, 2.792303, 1], [7, -0.3520756, 0.02888839, 2.785528, 1], [8, -0.02115058, 0.4930094, 2.793751, 1], [9, 0.1005209, 0.5150244, 2.638686, 1], [10, 0.07408945, 0.534336, 2.41271, 1], [11, 0.07226229, 0.5445367, 2.337876, 1], [12, -0.2235817, 0.06734207, 2.823128, 1], [13, -0.2131994, -0.2490953, 2.903501, 1], [14, -0.2175022, -0.5734171, 2.94082, 1], [15, -0.209912, -0.6440261, 2.86411, 1], [16, -0.09633245, 0.06919727, 2.825337, 1], [17, -0.1137039, -0.2469502, 2.905216, 1], [18, -0.1083087, -0.5758705, 2.951924, 1], [19, -0.1129498, -0.6419498, 2.868315, 1], [20, -0.1743923, 0.537308, 2.833138, 1], [21, -0.3592983, -0.0338095, 2.794119, 1], [22, -0.3176854, 0.01879879, 2.763909, 1], [23, 0.06907842, 0.5504722, 2.291226, 1], [24, 0.04075163, 0.5392019, 2.3236, 1]]
[[0, -0.160509, 0.07040904, 2.85638, 1], [1, -0.1691721, 0.3398129, 2.846962, 1], [2, -0.1771447, 0.6033128, 2.82825, 1], [3, -0.173061, 0.7354655, 2.809108, 1], [4, -0.3189702, 0.4896344, 2.80216, 1], [5, -0.3679429, 0.2602563, 2.839609, 1], [6, -0.3645806, 0.07679714, 2.789454, 1], [7, -0.3564477, 0.03650972, 2.784255, 1], [8, -0.02238298, 0.4933091, 2.792961, 1], [9, 0.06262656, 0.5568136, 2.624622, 1], [10, 0.06878138, 0.6065118, 2.397754, 1], [11, 0.06722206, 0.6242835, 2.325045, 1], [12, -0.2230249, 0.06801921, 2.82318, 1], [13, -0.210847, -0.2483141, 2.903729, 1], [14, -0.2172782, -0.5732085, 2.941054, 1], [15, -0.2123322, -0.6441528, 2.864677, 1], [16, -0.09362625, 0.07220427, 2.823207, 1], [17, -0.1124395, -0.2437315, 2.903535, 1], [18, -0.1085664, -0.5767879, 2.951239, 1], [19, -0.1124917, -0.6419759, 2.866362, 1], [20, -0.1751422, 0.5384436, 2.834706, 1], [21, -0.3638607, -0.03282823, 2.784202, 1], [22, -0.3156559, 0.03540314, 2.764062, 1], [23, 0.08559003, 0.634386, 2.272068, 1], [24, 0.02852108, 0.6143761, 2.304562, 1]]
[[0, -0.1594839, 0.07246123, 2.854639, 1], [1, -0.1677317, 0.3413937, 2.846032, 1], [2, -0.1751584, 0.6043962, 2.827646, 1], [3, -0.172309, 0.735716, 2.809717, 1], [4, -0.3169923, 0.4905529, 2.801705, 1], [5, -0.3696525, 0.2622631, 2.838842, 1], [6, -0.3657864, 0.0787104, 2.789103, 1], [7, -0.3589041, 0.03622442, 2.781987, 1], [8, -0.02521526, 0.4987076, 2.779371, 1], [9, 0.05062647, 0.6059114, 2.59761, 1], [10, 0.06219947, 0.6742422, 2.376453, 1], [11, 0.05824335, 0.6988513, 2.31769, 1], [12, -0.2226136, 0.06900062, 2.82255, 1], [13, -0.2103966, -0.2472945, 2.903234, 1], [14, -0.2128761, -0.5637335, 2.944014, 1], [15, -0.2128817, -0.63605, 2.869842, 1], [16, -0.092091, 0.07506819, 2.820314, 1], [17, -0.1113342, -0.2405502, 2.901519, 1], [18, -0.1079221, -0.5742939, 2.952181, 1], [19, -0.1126339, -0.6398115, 2.867785, 1], [20, -0.1733757, 0.5396182, 2.834087, 1], [21, -0.3666689, -0.03439848, 2.780914, 1], [22, -0.3158306, 0.02722921, 2.763888, 1], [23, 0.08716685, 0.7166045, 2.261282, 1], [24, 0.01095116, 0.6874601, 2.296, 1]]
[[0, -0.1588921, 0.07514438, 2.853497, 1], [1, -0.1667823, 0.3432775, 2.845407, 1], [2, -0.1739563, 0.6054723, 2.827245, 1], [3, -0.1704844, 0.7363281, 2.810466, 1], [4, -0.3153798, 0.4919295, 2.801351, 1], [5, -0.3703097, 0.2631035, 2.838465, 1], [6, -0.3671077, 0.07970457, 2.787964, 1], [7, -0.3588087, 0.03677487, 2.777941, 1], [8, -0.02527639, 0.4994077, 2.780738, 1], [9, 0.04789433, 0.6211053, 2.603143, 1], [10, 0.04865681, 0.7164646, 2.424654, 1], [11, 0.04640665, 0.7616676, 2.328894, 1], [12, -0.2223551, 0.07110176, 2.822178, 1], [13, -0.2121553, -0.2453204, 2.902745, 1], [14, -0.2160882, -0.5603627, 2.945063, 1], [15, -0.212339, -0.63278, 2.870967, 1], [16, -0.09129725, 0.07795475, 2.818508, 1], [17, -0.1109962, -0.2376899, 2.899686, 1], [18, -0.1086834, -0.5751749, 2.951743, 1], [19, -0.1121315, -0.6405871, 2.867097, 1], [20, -0.1722599, 0.540863, 2.833672, 1], [21, -0.3645282, -0.03180961, 2.774248, 1], [22, -0.3167122, 0.02992311, 2.761334, 1], [23, 0.06283519, 0.7837436, 2.268822, 1], [24, 0.002414838, 0.7553072, 2.310647, 1]]
