[[0, 0, 0, 0, 1.0], [1, 452.796, 241.398, 0.828871, 1.0], [2, 0, 0, 0, 1.0], [3, 0, 0, 0, 1.0], [4, 0, 0, 0, 1.0], [5, 0, 0, 0, 1.0], [6, 0, 0, 0, 1.0], [7, 0, 0, 0, 1.0], [8, 451.358, 328.008, 0.683229, 1.0], [9, 430.791, 327.985, 0.561393, 1.0], [10, 429.396, 404.422, 0.857828, 1.0], [11, 427.8, 476.321, 0.838557, 1.0], [12, 466.082, 329.459, 0.552752, 1.0], [13, 464.512, 405.858, 0.886055, 1.0], [14, 464.644, 476.291, 0.842803, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 466.081, 501.265, 0.775435, 1.0], [20, 476.296, 498.366, 0.82207, 1.0], [21, 463.141, 480.728, 0.687682, 1.0], [22, 424.909, 499.83, 0.793291, 1.0], [23, 416.159, 498.288, 0.777488, 1.0], [24, 427.915, 485.1, 0.705431, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.774, 241.393, 0.865789, 1.0], [2, 427.832, 239.94, 0.811174, 1.0], [3, 405.775, 286.833, 0.917193, 1.0], [4, 385.311, 330.925, 0.803233, 1.0], [5, 476.405, 242.859, 0.75786, 1.0], [6, 498.305, 289.851, 0.877687, 1.0], [7, 517.426, 335.344, 0.845397, 1.0], [8, 451.307, 326.531, 0.746202, 1.0], [9, 430.8, 325.075, 0.719803, 1.0], [10, 429.414, 404.419, 0.887529, 1.0], [11, 427.799, 476.299, 0.869772, 1.0], [12, 466.066, 328.001, 0.700412, 1.0], [13, 463.175, 405.845, 0.921825, 1.0], [14, 464.646, 476.283, 0.862361, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 463.069, 206.152, 0.0736754, 1.0], [19, 466.075, 499.865, 0.80695, 1.0], [20, 476.308, 498.327, 0.839001, 1.0], [21, 463.135, 480.735, 0.742098, 1.0], [22, 424.931, 499.783, 0.841735, 1.0], [23, 416.137, 496.871, 0.808387, 1.0], [24, 429.277, 483.667, 0.734577, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.777, 241.409, 0.841849, 1.0], [2, 427.816, 241.289, 0.758586, 1.0], [3, 405.792, 286.832, 0.814524, 1.0], [4, 386.728, 330.926, 0.689664, 1.0], [5, 476.406, 242.829, 0.675854, 1.0], [6, 498.325, 289.859, 0.832299, 1.0], [7, 517.428, 335.336, 0.809054, 1.0], [8, 451.32, 326.558, 0.715941, 1.0], [9, 430.821, 325.102, 0.684062, 1.0], [10, 429.408, 404.421, 0.88491, 1.0], [11, 427.801, 476.298, 0.865767, 1.0], [12, 466.072, 328.017, 0.669046, 1.0], [13, 463.174, 405.84, 0.91916, 1.0], [14, 464.642, 476.281, 0.859521, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 466.073, 499.881, 0.795634, 1.0], [20, 476.302, 498.34, 0.832627, 1.0], [21, 463.136, 480.73, 0.731985, 1.0], [22, 424.93, 499.785, 0.826649, 1.0], [23, 416.147, 496.872, 0.796766, 1.0], [24, 429.278, 483.667, 0.724565, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.776, 241.397, 0.85788, 1.0], [2, 427.828, 239.939, 0.794035, 1.0], [3, 405.784, 286.827, 0.87405, 1.0], [4, 386.719, 330.919, 0.763176, 1.0], [5, 476.399, 242.84, 0.73386, 1.0], [6, 498.311, 289.847, 0.85933, 1.0], [7, 517.422, 335.336, 0.829525, 1.0], [8, 451.312, 326.556, 0.729772, 1.0], [9, 430.807, 325.096, 0.702742, 1.0], [10, 429.409, 404.424, 0.886319, 1.0], [11, 427.799, 476.299, 0.866355, 1.0], [12, 466.064, 328.021, 0.685045, 1.0], [13, 463.175, 405.838, 0.921309, 1.0], [14, 464.645, 476.282, 0.859965, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 461.625, 206.129, 0.0801628, 1.0], [19, 466.081, 499.874, 0.799237, 1.0], [20, 476.313, 498.333, 0.834182, 1.0], [21, 463.135, 480.737, 0.73828, 1.0], [22, 424.933, 499.79, 0.831579, 1.0], [23, 416.147, 496.877, 0.799048, 1.0], [24, 429.275, 483.667, 0.728303, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.775, 241.413, 0.837397, 1.0], [2, 427.812, 241.292, 0.745169, 1.0], [3, 405.793, 286.817, 0.796049, 1.0], [4, 386.742, 330.912, 0.662671, 1.0], [5, 476.405, 242.826, 0.665752, 1.0], [6, 498.326, 289.858, 0.822036, 1.0], [7, 517.429, 335.341, 0.805841, 1.0], [8, 451.324, 326.557, 0.713454, 1.0], [9, 430.824, 325.101, 0.680072, 1.0], [10, 429.404, 404.422, 0.88529, 1.0], [11, 427.798, 476.295, 0.865713, 1.0], [12, 466.077, 328.014, 0.664771, 1.0], [13, 463.174, 405.835, 0.919313, 1.0], [14, 464.645, 476.284, 0.858186, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 466.082, 499.874, 0.797339, 1.0], [20, 476.312, 498.333, 0.834165, 1.0], [21, 463.138, 480.733, 0.733467, 1.0], [22, 424.929, 499.794, 0.824513, 1.0], [23, 416.149, 496.878, 0.792616, 1.0], [24, 427.918, 483.654, 0.72371, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.773, 241.406, 0.83547, 1.0], [2, 427.806, 241.287, 0.72788, 1.0], [3, 405.795, 286.816, 0.771645, 1.0], [4, 386.749, 330.908, 0.626182, 1.0], [5, 476.405, 242.81, 0.64851, 1.0], [6, 498.328, 289.853, 0.80256, 1.0], [7, 517.441, 335.358, 0.798022, 1.0], [8, 451.324, 327.977, 0.707658, 1.0], [9, 430.825, 325.105, 0.67369, 1.0], [10, 429.4, 404.421, 0.885933, 1.0], [11, 427.799, 476.291, 0.86391, 1.0], [12, 466.075, 328.016, 0.66036, 1.0], [13, 463.179, 405.837, 0.916697, 1.0], [14, 464.644, 476.272, 0.858095, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 466.081, 499.864, 0.801866, 1.0], [20, 476.312, 498.324, 0.833631, 1.0], [21, 463.136, 480.715, 0.731447, 1.0], [22, 424.934, 499.79, 0.822289, 1.0], [23, 416.157, 496.875, 0.787324, 1.0], [24, 427.917, 483.646, 0.719747, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.775, 241.395, 0.861073, 1.0], [2, 427.827, 239.936, 0.799607, 1.0], [3, 405.782, 286.81, 0.891905, 1.0], [4, 386.725, 330.907, 0.779896, 1.0], [5, 476.407, 242.855, 0.74799, 1.0], [6, 498.305, 289.836, 0.868104, 1.0], [7, 517.439, 335.363, 0.837421, 1.0], [8, 451.315, 326.537, 0.739351, 1.0], [9, 430.815, 325.081, 0.708456, 1.0], [10, 429.401, 404.427, 0.889891, 1.0], [11, 427.801, 476.292, 0.869995, 1.0], [12, 466.069, 328.002, 0.692227, 1.0], [13, 464.513, 405.843, 0.922121, 1.0], [14, 464.641, 476.272, 0.86232, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 444.022, 207.617, 0.0647907, 1.0], [18, 463.102, 206.127, 0.0934164, 1.0], [19, 466.082, 499.87, 0.803267, 1.0], [20, 476.316, 498.327, 0.834215, 1.0], [21, 463.132, 480.719, 0.739855, 1.0], [22, 424.944, 499.783, 0.83421, 1.0], [23, 416.154, 496.869, 0.796496, 1.0], [24, 429.275, 483.649, 0.728566, 1.0]]
[[0, 451.321, 206.112, 0.0723056, 1.0], [1, 452.776, 241.371, 0.889014, 1.0], [2, 427.847, 239.917, 0.840932, 1.0], [3, 405.789, 286.802, 0.930936, 1.0], [4, 385.317, 330.918, 0.810878, 1.0], [5, 477.774, 242.851, 0.795634, 1.0], [6, 498.285, 289.838, 0.886765, 1.0], [7, 517.425, 335.372, 0.853616, 1.0], [8, 451.297, 325.105, 0.759194, 1.0], [9, 430.793, 325.053, 0.732617, 1.0], [10, 429.403, 405.775, 0.891197, 1.0], [11, 427.799, 476.29, 0.872873, 1.0], [12, 466.052, 327.981, 0.716598, 1.0], [13, 464.516, 405.851, 0.923025, 1.0], [14, 464.644, 476.277, 0.866815, 1.0], [15, 445.501, 204.614, 0.0558435, 1.0], [16, 455.786, 203.183, 0.0662138, 1.0], [17, 442.532, 207.566, 0.0791683, 1.0], [18, 466.025, 206.134, 0.137993, 1.0], [19, 466.069, 499.852, 0.818581, 1.0], [20, 476.31, 498.315, 0.840125, 1.0], [21, 463.133, 480.727, 0.747024, 1.0], [22, 424.95, 499.772, 0.845579, 1.0], [23, 416.147, 496.86, 0.805237, 1.0], [24, 429.277, 483.642, 0.7327, 1.0]]
[[0, 451.327, 206.138, 0.0879813, 1.0], [1, 452.776, 241.37, 0.892714, 1.0], [2, 427.846, 239.919, 0.843418, 1.0], [3, 405.789, 286.808, 0.93445, 1.0], [4, 385.314, 330.922, 0.813362, 1.0], [5, 477.778, 242.851, 0.799344, 1.0], [6, 498.282, 289.835, 0.886452, 1.0], [7, 517.425, 335.362, 0.854214, 1.0], [8, 451.296, 325.085, 0.768078, 1.0], [9, 430.792, 323.653, 0.737874, 1.0], [10, 429.393, 404.418, 0.891542, 1.0], [11, 427.798, 476.29, 0.872558, 1.0], [12, 466.05, 326.546, 0.72242, 1.0], [13, 464.518, 405.839, 0.926875, 1.0], [14, 464.649, 476.285, 0.864237, 1.0], [15, 446.952, 204.619, 0.0696422, 1.0], [16, 457.231, 204.583, 0.0817996, 1.0], [17, 441.133, 207.556, 0.0891825, 1.0], [18, 466.043, 206.148, 0.158429, 1.0], [19, 466.075, 499.86, 0.816877, 1.0], [20, 476.313, 498.323, 0.84766, 1.0], [21, 463.137, 480.74, 0.745432, 1.0], [22, 424.952, 498.417, 0.844249, 1.0], [23, 416.146, 496.851, 0.804009, 1.0], [24, 429.279, 483.643, 0.734309, 1.0]]
[[0, 449.915, 206.146, 0.0974272, 1.0], [1, 452.775, 241.369, 0.895324, 1.0], [2, 427.845, 239.919, 0.845957, 1.0], [3, 405.796, 286.801, 0.932039, 1.0], [4, 385.315, 330.919, 0.813526, 1.0], [5, 477.777, 242.853, 0.800858, 1.0], [6, 498.28, 289.833, 0.887203, 1.0], [7, 517.425, 335.364, 0.853314, 1.0], [8, 451.294, 325.077, 0.771939, 1.0], [9, 430.792, 323.648, 0.741182, 1.0], [10, 429.389, 404.422, 0.891795, 1.0], [11, 427.798, 476.292, 0.871804, 1.0], [12, 466.048, 326.538, 0.726954, 1.0], [13, 464.523, 405.841, 0.925635, 1.0], [14, 464.644, 476.296, 0.868146, 1.0], [15, 445.513, 204.621, 0.0784181, 1.0], [16, 457.216, 204.59, 0.0922947, 1.0], [17, 441.114, 207.556, 0.0944557, 1.0], [18, 466.04, 206.152, 0.172644, 1.0], [19, 466.08, 499.863, 0.815017, 1.0], [20, 476.312, 498.325, 0.849145, 1.0], [21, 463.132, 480.756, 0.743883, 1.0], [22, 424.949, 498.416, 0.84327, 1.0], [23, 416.143, 496.851, 0.803663, 1.0], [24, 429.279, 483.646, 0.733969, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.783, 241.413, 0.836589, 1.0], [2, 427.821, 239.948, 0.731088, 1.0], [3, 405.801, 286.811, 0.767642, 1.0], [4, 386.752, 330.907, 0.622639, 1.0], [5, 477.777, 242.832, 0.648838, 1.0], [6, 498.327, 289.871, 0.790066, 1.0], [7, 517.428, 335.366, 0.784322, 1.0], [8, 451.326, 326.556, 0.700452, 1.0], [9, 430.823, 325.1, 0.666407, 1.0], [10, 429.38, 404.425, 0.88276, 1.0], [11, 427.799, 476.281, 0.862021, 1.0], [12, 466.072, 328.013, 0.650939, 1.0], [13, 464.52, 405.843, 0.912413, 1.0], [14, 464.64, 476.3, 0.858253, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 446.951, 207.599, 0.066291, 1.0], [18, 460.184, 206.117, 0.0858329, 1.0], [19, 466.093, 499.888, 0.790459, 1.0], [20, 476.309, 498.345, 0.837928, 1.0], [21, 463.133, 480.755, 0.721862, 1.0], [22, 424.929, 499.786, 0.811928, 1.0], [23, 416.164, 496.872, 0.778833, 1.0], [24, 427.917, 482.227, 0.717889, 1.0]]
