[[0, -0.503394, -0.386346, 2.30446, 1.0], [1, -0.517188, -0.0900978, 2.27883, 1.0], [2, -0.527587, 0.198972, 2.24049, 1.0], [3, -0.50933, 0.324772, 2.17881, 1.0], [4, -0.665813, 0.0933412, 2.17775, 1.0], [5, -0.705947, 0.0184414, 1.9817, 1.0], [6, -0.707286, -0.0242685, 1.77666, 1.0], [7, -0.715601, -0.0730841, 1.68896, 1.0], [8, -0.364348, 0.108705, 2.18709, 1.0], [9, -0.377689, -0.164385, 2.17365, 1.0], [10, -0.319153, -0.09654, 1.9084, 1.0], [11, -0.273934, -0.0646816, 1.69643, 1.0], [12, -0.56473, -0.384102, 2.26925, 1.0], [13, -0.589164, -0.715448, 2.36063, 1.0], [14, -0.565655, -1.05813, 2.45249, 1.0], [15, -0.555731, -1.09067, 2.35826, 1.0], [16, -0.4273, -0.377286, 2.27225, 1.0], [17, -0.34374, -0.72081, 2.33007, 1.0], [18, -0.293296, -1.07031, 2.42748, 1.0], [19, -0.28125, -1.12988, 2.38086, 1.0], [20, -0.525567, 0.127705, 2.25231, 1.0], [21, -0.715109, -0.112458, 1.59884, 1.0], [22, -0.766963, -0.0773081, 1.6705, 1.0], [23, -0.243466, -0.108077, 1.62433, 1.0], [24, -0.228691, -0.0709546, 1.67071, 1.0]]
[[0, -0.50102, -0.386584, 2.3029, 1.0], [1, -0.516692, -0.0900676, 2.27873, 1.0], [2, -0.527591, 0.199098, 2.24084, 1.0], [3, -0.508897, 0.325071, 2.17906, 1.0], [4, -0.665401, 0.0934555, 2.17787, 1.0], [5, -0.704463, 0.0245843, 1.96878, 1.0], [6, -0.688801, -0.0114147, 1.75303, 1.0], [7, -0.700171, -0.0380905, 1.67716, 1.0], [8, -0.364225, 0.108987, 2.18711, 1.0], [9, -0.500719, 0.0396244, 1.98425, 1.0], [10, -0.313891, -0.0158599, 1.76607, 1.0], [11, -0.279118, -0.037243, 1.67847, 1.0], [12, -0.562469, -0.384453, 2.26796, 1.0], [13, -0.586475, -0.722335, 2.36214, 1.0], [14, -0.566375, -1.07035, 2.45439, 1.0], [15, -0.568924, -1.13483, 2.40973, 1.0], [16, -0.424849, -0.37738, 2.27035, 1.0], [17, -0.343776, -0.719955, 2.33035, 1.0], [18, -0.293115, -1.07019, 2.42821, 1.0], [19, -0.281697, -1.12875, 2.38021, 1.0], [20, -0.525497, 0.127781, 2.2525, 1.0], [21, -0.704289, -0.0715343, 1.5909, 1.0], [22, -0.743384, -0.0402273, 1.65244, 1.0], [23, -0.252282, -0.0715966, 1.60974, 1.0], [24, -0.238874, -0.0390336, 1.65917, 1.0]]
[[0, -0.499278, -0.386482, 2.3027, 1.0], [1, -0.515307, -0.0900114, 2.27853, 1.0], [2, -0.526888, 0.199129, 2.24082, 1.0], [3, -0.50791, 0.324995, 2.18023, 1.0], [4, -0.664112, 0.0938751, 2.17819, 1.0], [5, -0.688819, 0.0570763, 1.97669, 1.0], [6, -0.676997, 0.0242638, 1.76052, 1.0], [7, -0.683999, -0.00763066, 1.67147, 1.0], [8, -0.363348, 0.110941, 2.18752, 1.0], [9, -0.313684, 0.0820222, 1.97896, 1.0], [10, -0.295483, 0.0031999, 1.72257, 1.0], [11, -0.289737, -0.0116294, 1.66804, 1.0], [12, -0.56056, -0.384653, 2.26728, 1.0], [13, -0.585334, -0.722819, 2.36191, 1.0], [14, -0.56599, -1.07032, 2.45457, 1.0], [15, -0.568901, -1.13217, 2.41338, 1.0], [16, -0.42318, -0.376995, 2.27055, 1.0], [17, -0.344057, -0.72031, 2.33222, 1.0], [18, -0.293654, -1.07344, 2.43245, 1.0], [19, -0.282638, -1.12758, 2.37998, 1.0], [20, -0.524634, 0.127821, 2.25245, 1.0], [21, -0.690299, -0.0351651, 1.5921, 1.0], [22, -0.719898, -0.0108871, 1.63594, 1.0], [23, -0.286852, -0.0490663, 1.59969, 1.0], [24, -0.242631, -0.0204258, 1.63623, 1.0]]
[[0, -0.495643, -0.38575, 2.30104, 1.0], [1, -0.513291, -0.0899538, 2.27821, 1.0], [2, -0.525954, 0.198846, 2.24134, 1.0], [3, -0.505113, 0.325496, 2.18246, 1.0], [4, -0.661684, 0.0943769, 2.1781, 1.0], [5, -0.674857, 0.0843065, 1.98318, 1.0], [6, -0.666992, 0.0393305, 1.74818, 1.0], [7, -0.668309, 0.0152346, 1.66469, 1.0], [8, -0.361807, 0.113908, 2.1879, 1.0], [9, -0.312771, 0.0862614, 1.97797, 1.0], [10, -0.301454, 0.0242492, 1.73191, 1.0], [11, -0.29851, 0.0104253, 1.66016, 1.0], [12, -0.556459, -0.384527, 2.26421, 1.0], [13, -0.582755, -0.723759, 2.36206, 1.0], [14, -0.563886, -1.06833, 2.45501, 1.0], [15, -0.569526, -1.12927, 2.41509, 1.0], [16, -0.419884, -0.375732, 2.27, 1.0], [17, -0.343629, -0.719686, 2.33418, 1.0], [18, -0.293912, -1.07341, 2.43339, 1.0], [19, -0.282959, -1.12723, 2.37988, 1.0], [20, -0.523515, 0.127616, 2.25279, 1.0], [21, -0.677095, -0.00770897, 1.58225, 1.0], [22, -0.693617, 0.0204784, 1.63766, 1.0], [23, -0.301115, -0.0212519, 1.59312, 1.0], [24, -0.251272, -0.000393038, 1.62944, 1.0]]
[[0, -0.491825, -0.38507, 2.29927, 1.0], [1, -0.509054, -0.0891539, 2.27787, 1.0], [2, -0.521585, 0.199717, 2.24289, 1.0], [3, -0.501111, 0.325247, 2.1837, 1.0], [4, -0.642924, 0.0999668, 2.17923, 1.0], [5, -0.67133, 0.0942737, 1.99178, 1.0], [6, -0.645991, 0.0427587, 1.75217, 1.0], [7, -0.65109, 0.032677, 1.66361, 1.0], [8, -0.353915, 0.118643, 2.19502, 1.0], [9, -0.313649, 0.0949487, 1.97352, 1.0], [10, -0.303549, 0.0442553, 1.7325, 1.0], [11, -0.3073, 0.0303644, 1.65717, 1.0], [12, -0.552671, -0.383943, 2.26199, 1.0], [13, -0.578819, -0.724638, 2.36221, 1.0], [14, -0.563322, -1.06842, 2.45572, 1.0], [15, -0.570624, -1.13118, 2.41132, 1.0], [16, -0.41633, -0.374968, 2.26878, 1.0], [17, -0.342616, -0.718895, 2.33521, 1.0], [18, -0.294391, -1.07645, 2.4349, 1.0], [19, -0.282895, -1.12386, 2.37962, 1.0], [20, -0.519162, 0.128475, 2.25384, 1.0], [21, -0.663221, 0.0152837, 1.57534, 1.0], [22, -0.682631, 0.0415962, 1.65256, 1.0], [23, -0.306771, 0.00270824, 1.58505, 1.0], [24, -0.270057, 0.0255427, 1.64336, 1.0]]
[[0, -0.488736, -0.384874, 2.29869, 1.0], [1, -0.504083, -0.0887008, 2.27763, 1.0], [2, -0.51519, 0.200387, 2.24347, 1.0], [3, -0.496489, 0.326437, 2.18706, 1.0], [4, -0.636248, 0.101887, 2.18022, 1.0], [5, -0.65856, 0.0941317, 1.99513, 1.0], [6, -0.629549, 0.0489463, 1.75911, 1.0], [7, -0.634458, 0.0419342, 1.65959, 1.0], [8, -0.348365, 0.107075, 2.19403, 1.0], [9, -0.311583, 0.096148, 1.97527, 1.0], [10, -0.311774, 0.0546055, 1.74984, 1.0], [11, -0.318396, 0.0461611, 1.66183, 1.0], [12, -0.549184, -0.381766, 2.2619, 1.0], [13, -0.575134, -0.728203, 2.36296, 1.0], [14, -0.562838, -1.06837, 2.45599, 1.0], [15, -0.570466, -1.13141, 2.41105, 1.0], [16, -0.412927, -0.376646, 2.26761, 1.0], [17, -0.341721, -0.717502, 2.33572, 1.0], [18, -0.298898, -1.07998, 2.43863, 1.0], [19, -0.292315, -1.12702, 2.39053, 1.0], [20, -0.51305, 0.129102, 2.25422, 1.0], [21, -0.643848, 0.0298762, 1.57378, 1.0], [22, -0.663252, 0.0455471, 1.61422, 1.0], [23, -0.326951, 0.0204323, 1.58719, 1.0], [24, -0.282724, 0.0387444, 1.6409, 1.0]]
[[0, -0.481069, -0.384906, 2.29647, 1.0], [1, -0.49602, -0.0889582, 2.27666, 1.0], [2, -0.507254, 0.199831, 2.2439, 1.0], [3, -0.491497, 0.326744, 2.18792, 1.0], [4, -0.630412, 0.10371, 2.18081, 1.0], [5, -0.652075, 0.0980795, 1.9978, 1.0], [6, -0.629952, 0.0642278, 1.7783, 1.0], [7, -0.619988, 0.0573284, 1.69261, 1.0], [8, -0.345134, 0.105628, 2.19377, 1.0], [9, -0.312153, 0.0987588, 1.97403, 1.0], [10, -0.320345, 0.070595, 1.73674, 1.0], [11, -0.324679, 0.0563221, 1.66467, 1.0], [12, -0.541617, -0.380232, 2.2599, 1.0], [13, -0.572419, -0.729107, 2.36433, 1.0], [14, -0.562766, -1.06831, 2.45601, 1.0], [15, -0.571932, -1.13301, 2.41, 1.0], [16, -0.405836, -0.378201, 2.26532, 1.0], [17, -0.340666, -0.71851, 2.33689, 1.0], [18, -0.300818, -1.08062, 2.43474, 1.0], [19, -0.282672, -1.13384, 2.37927, 1.0], [20, -0.505045, 0.128628, 2.25431, 1.0], [21, -0.615497, 0.0397797, 1.63262, 1.0], [22, -0.646125, 0.0579281, 1.65409, 1.0], [23, -0.326499, 0.0363006, 1.5851, 1.0], [24, -0.289895, 0.0462992, 1.62975, 1.0]]
[[0, -0.477512, -0.385317, 2.29635, 1.0], [1, -0.49048, -0.0890031, 2.277, 1.0], [2, -0.499603, 0.200277, 2.24494, 1.0], [3, -0.486628, 0.326752, 2.18979, 1.0], [4, -0.623784, 0.106194, 2.18274, 1.0], [5, -0.642584, 0.100653, 2.00067, 1.0], [6, -0.62241, 0.0726958, 1.76597, 1.0], [7, -0.605915, 0.0491567, 1.66834, 1.0], [8, -0.340225, 0.102591, 2.19288, 1.0], [9, -0.311378, 0.0977397, 1.96993, 1.0], [10, -0.320402, 0.0722449, 1.7342, 1.0], [11, -0.330855, 0.0594666, 1.66316, 1.0], [12, -0.537868, -0.379474, 2.2604, 1.0], [13, -0.571051, -0.728648, 2.36438, 1.0], [14, -0.562249, -1.06861, 2.45627, 1.0], [15, -0.571296, -1.12756, 2.41543, 1.0], [16, -0.402382, -0.379825, 2.26458, 1.0], [17, -0.339364, -0.718643, 2.33776, 1.0], [18, -0.300109, -1.0822, 2.43729, 1.0], [19, -0.286237, -1.13124, 2.38616, 1.0], [20, -0.497918, 0.128944, 2.25517, 1.0], [21, -0.610097, 0.0378405, 1.5795, 1.0], [22, -0.632483, 0.0463283, 1.59, 1.0], [23, -0.331989, 0.0426628, 1.5805, 1.0], [24, -0.299597, 0.0518342, 1.62825, 1.0]]
[[0, -0.472754, -0.385638, 2.29566, 1.0], [1, -0.483306, -0.0892052, 2.27655, 1.0], [2, -0.490117, 0.200153, 2.24482, 1.0], [3, -0.481049, 0.3271, 2.19148, 1.0], [4, -0.615604, 0.109603, 2.18491, 1.0], [5, -0.630148, 0.0982207, 2.00335, 1.0], [6, -0.608076, 0.0916222, 1.82725, 1.0], [7, -0.594185, 0.0472882, 1.67042, 1.0], [8, -0.336132, 0.100138, 2.19235, 1.0], [9, -0.311915, 0.098251, 1.96243, 1.0], [10, -0.327771, 0.0743457, 1.73574, 1.0], [11, -0.350315, 0.0471249, 1.62737, 1.0], [12, -0.532813, -0.378326, 2.26023, 1.0], [13, -0.569476, -0.72815, 2.36442, 1.0], [14, -0.562007, -1.06848, 2.45643, 1.0], [15, -0.571429, -1.12814, 2.41471, 1.0], [16, -0.398, -0.38157, 2.26339, 1.0], [17, -0.33636, -0.718195, 2.33781, 1.0], [18, -0.300317, -1.07969, 2.43924, 1.0], [19, -0.285985, -1.12957, 2.38316, 1.0], [20, -0.488988, 0.128807, 2.25497, 1.0], [21, -0.600398, 0.0382732, 1.58061, 1.0], [22, -0.620671, 0.0451681, 1.5788, 1.0], [23, -0.35443, 0.0445257, 1.55812, 1.0], [24, -0.301305, 0.0520429, 1.602, 1.0]]
[[0, -0.467847, -0.387141, 2.29655, 1.0], [1, -0.477151, -0.0896857, 2.27707, 1.0], [2, -0.482817, 0.200804, 2.2448, 1.0], [3, -0.476854, 0.326564, 2.1928, 1.0], [4, -0.610486, 0.109697, 2.18527, 1.0], [5, -0.614929, 0.0927639, 1.9939, 1.0], [6, -0.602386, 0.0861157, 1.80077, 1.0], [7, -0.589135, 0.0462249, 1.67494, 1.0], [8, -0.332629, 0.0995137, 2.19205, 1.0], [9, -0.311928, 0.0980101, 1.9617, 1.0], [10, -0.338728, 0.0607089, 1.73012, 1.0], [11, -0.356448, 0.0464366, 1.62779, 1.0], [12, -0.52699, -0.382358, 2.26204, 1.0], [13, -0.567762, -0.729183, 2.36446, 1.0], [14, -0.561519, -1.06995, 2.45643, 1.0], [15, -0.572151, -1.13175, 2.41144, 1.0], [16, -0.393913, -0.381201, 2.26361, 1.0], [17, -0.333367, -0.717741, 2.33787, 1.0], [18, -0.298988, -1.07753, 2.43581, 1.0], [19, -0.285232, -1.13087, 2.38219, 1.0], [20, -0.481964, 0.129166, 2.25511, 1.0], [21, -0.591408, 0.0346007, 1.58498, 1.0], [22, -0.628629, 0.0376071, 1.6045, 1.0], [23, -0.362386, 0.0461775, 1.56145, 1.0], [24, -0.308472, 0.0524496, 1.6076, 1.0]]
[[0, -0.465372, -0.387591, 2.29782, 1.0], [1, -0.47194, -0.0897688, 2.27828, 1.0], [2, -0.474162, 0.201245, 2.24561, 1.0], [3, -0.472732, 0.327232, 2.19464, 1.0], [4, -0.602566, 0.110817, 2.18559, 1.0], [5, -0.610453, 0.102014, 1.97407, 1.0], [6, -0.594751, 0.0572694, 1.74688, 1.0], [7, -0.581036, 0.0403684, 1.67096, 1.0], [8, -0.328153, 0.0994255, 2.19123, 1.0], [9, -0.315375, 0.096096, 1.94723, 1.0], [10, -0.327554, 0.0602771, 1.71153, 1.0], [11, -0.359539, 0.0445992, 1.6314, 1.0], [12, -0.524607, -0.383446, 2.26388, 1.0], [13, -0.565469, -0.730106, 2.36451, 1.0], [14, -0.560938, -1.07466, 2.45827, 1.0], [15, -0.571102, -1.13177, 2.41313, 1.0], [16, -0.391665, -0.380941, 2.26429, 1.0], [17, -0.331069, -0.717443, 2.33791, 1.0], [18, -0.298273, -1.07434, 2.43467, 1.0], [19, -0.284994, -1.13006, 2.38191, 1.0], [20, -0.474217, 0.129466, 2.25606, 1.0], [21, -0.576933, 0.0264072, 1.58471, 1.0], [22, -0.626712, 0.0288234, 1.61743, 1.0], [23, -0.366151, 0.0440979, 1.56636, 1.0], [24, -0.311972, 0.0496754, 1.60833, 1.0]]
