[[0, -0.1867674, -0.1361171, 2.924839, 1], [1, -0.1846532, 0.1190902, 2.961725, 1], [2, -0.1823332, 0.3670978, 2.987152, 1], [3, -0.1877751, 0.5072909, 2.978756, 1], [4, -0.3566597, 0.2580656, 2.957805, 1], [5, -0.4445712, 0.02556616, 2.979977, 1], [6, -0.4473235, -0.1840335, 2.929132, 1], [7, -0.4515949, -0.2415122, 2.916053, 1], [8, 0.003855602, 0.2634369, 2.995152, 1], [9, 0.09721281, 0.03217346, 3.01688, 1], [10, 0.153596, -0.1479207, 2.924717, 1], [11, 0.1830862, -0.233117, 2.864553, 1], [12, -0.2650944, -0.1327283, 2.881982, 1], [13, -0.2859518, -0.2054241, 2.489944, 1], [14, -0.2478678, -0.6262374, 2.561927, 1], [15, -0.2411652, -0.6936583, 2.485572, 1], [16, -0.1039044, -0.1362917, 2.89581, 1], [17, 0.06383917, -0.2049294, 2.553707, 1], [18, 0.01418433, -0.6250085, 2.627581, 1], [19, 0.02497463, -0.6888018, 2.53488, 1], [20, -0.1831684, 0.3060189, 2.983094, 1], [21, -0.4466153, -0.3179906, 2.885219, 1], [22, -0.4278821, -0.2317567, 2.87753, 1], [23, 0.2116667, -0.2882688, 2.830643, 1], [24, 0.1620264, -0.2519713, 2.825143, 1]]
[[0, -0.1873524, -0.1364285, 2.925714, 1], [1, -0.184876, 0.118837, 2.961966, 1], [2, -0.1823653, 0.3669434, 2.987067, 1], [3, -0.187019, 0.5075218, 2.978715, 1], [4, -0.3566764, 0.2580098, 2.957829, 1], [5, -0.4445846, 0.02551714, 2.980043, 1], [6, -0.4476991, -0.1843092, 2.929342, 1], [7, -0.4518027, -0.2441297, 2.917115, 1], [8, 0.004588774, 0.2630698, 2.99552, 1], [9, 0.09722068, 0.0305539, 3.01125, 1], [10, 0.1675667, -0.178471, 2.882162, 1], [11, 0.197114, -0.2606019, 2.83342, 1], [12, -0.2655665, -0.1328573, 2.88256, 1], [13, -0.2859467, -0.2054151, 2.489942, 1], [14, -0.2475787, -0.6260513, 2.561444, 1], [15, -0.2416607, -0.6936864, 2.486553, 1], [16, -0.1045783, -0.1368032, 2.897015, 1], [17, 0.06389982, -0.2047106, 2.553632, 1], [18, 0.01341919, -0.6232175, 2.623665, 1], [19, 0.02478013, -0.6887057, 2.535044, 1], [20, -0.1832191, 0.305865, 2.983071, 1], [21, -0.4424329, -0.3177951, 2.883372, 1], [22, -0.4243481, -0.2374305, 2.873251, 1], [23, 0.2257617, -0.3159236, 2.787475, 1], [24, 0.1649279, -0.3107846, 2.791286, 1]]
[[0, -0.1873532, -0.136447, 2.92573, 1], [1, -0.1847492, 0.1186365, 2.961984, 1], [2, -0.1818374, 0.3664352, 2.986905, 1], [3, -0.1858706, 0.507345, 2.978213, 1], [4, -0.3562076, 0.2584997, 2.957677, 1], [5, -0.4443281, 0.02609288, 2.979933, 1], [6, -0.4479543, -0.1841526, 2.929715, 1], [7, -0.4502105, -0.2439126, 2.915006, 1], [8, 0.004910105, 0.2624465, 2.995077, 1], [9, 0.097353, 0.02955502, 3.008671, 1], [10, 0.1685325, -0.1751989, 2.872852, 1], [11, 0.2022424, -0.246407, 2.811734, 1], [12, -0.2655675, -0.132852, 2.882556, 1], [13, -0.2860014, -0.2054213, 2.489842, 1], [14, -0.2479845, -0.6258804, 2.561869, 1], [15, -0.2424967, -0.6938025, 2.487909, 1], [16, -0.1045752, -0.136903, 2.897098, 1], [17, 0.06394291, -0.2047584, 2.553667, 1], [18, 0.01297302, -0.6242229, 2.62092, 1], [19, 0.02434167, -0.6889405, 2.534261, 1], [20, -0.1827993, 0.3054295, 2.98297, 1], [21, -0.443592, -0.3186355, 2.890972, 1], [22, -0.4266044, -0.2954587, 2.867, 1], [23, 0.238191, -0.3018169, 2.755675, 1], [24, 0.1827385, -0.296167, 2.7675, 1]]
[[0, -0.1883379, -0.1368663, 2.926637, 1], [1, -0.1846681, 0.1182314, 2.962362, 1], [2, -0.1805153, 0.365716, 2.98704, 1], [3, -0.1852329, 0.5073082, 2.978016, 1], [4, -0.3558641, 0.2584129, 2.95758, 1], [5, -0.4438866, 0.02600175, 2.980031, 1], [6, -0.4480567, -0.1843379, 2.929536, 1], [7, -0.4512545, -0.2419623, 2.914905, 1], [8, 0.005188766, 0.2623058, 2.994992, 1], [9, 0.09567722, 0.04691195, 2.953597, 1], [10, 0.163675, -0.122868, 2.838154, 1], [11, 0.2015985, -0.2024215, 2.794637, 1], [12, -0.2663542, -0.1329559, 2.883063, 1], [13, -0.2860053, -0.2053433, 2.489841, 1], [14, -0.2479978, -0.6258838, 2.561915, 1], [15, -0.2384676, -0.6944064, 2.481028, 1], [16, -0.1057459, -0.1376984, 2.898488, 1], [17, 0.06413777, -0.2047404, 2.553723, 1], [18, 0.0125884, -0.6229433, 2.620105, 1], [19, 0.02431308, -0.6887369, 2.533283, 1], [20, -0.1819045, 0.3048123, 2.983189, 1], [21, -0.4477761, -0.3184497, 2.894824, 1], [22, -0.4280651, -0.30677, 2.8606, 1], [23, 0.2443693, -0.2509719, 2.740295, 1], [24, 0.1722282, -0.2464818, 2.751429, 1]]
[[0, -0.1884609, -0.1369611, 2.926656, 1], [1, -0.184793, 0.118079, 2.962402, 1], [2, -0.1805932, 0.365627, 2.987024, 1], [3, -0.1841638, 0.507657, 2.977932, 1], [4, -0.3559807, 0.2581513, 2.957499, 1], [5, -0.4436873, 0.02553073, 2.979451, 1], [6, -0.4482771, -0.1849013, 2.929505, 1], [7, -0.4513747, -0.2399133, 2.914499, 1], [8, 0.005972329, 0.2617077, 2.995418, 1], [9, 0.09698662, 0.02730134, 3.000973, 1], [10, 0.1444959, -0.1047719, 2.869672, 1], [11, 0.1886386, -0.1579873, 2.777864, 1], [12, -0.266486, -0.1329986, 2.883059, 1], [13, -0.2859878, -0.2052498, 2.489839, 1], [14, -0.2477211, -0.6259481, 2.561455, 1], [15, -0.2384949, -0.694375, 2.481012, 1], [16, -0.1058528, -0.1378324, 2.898517, 1], [17, 0.0643522, -0.2046713, 2.553646, 1], [18, 0.01275167, -0.6212229, 2.618932, 1], [19, 0.02452817, -0.688454, 2.532866, 1], [20, -0.1819792, 0.3047063, 2.983182, 1], [21, -0.4455118, -0.3178268, 2.888828, 1], [22, -0.4304166, -0.3027086, 2.861451, 1], [23, 0.2191375, -0.2039108, 2.714968, 1], [24, 0.1696708, -0.1918579, 2.732125, 1]]
[[0, -0.1889673, -0.1372799, 2.927098, 1], [1, -0.1847376, 0.1176775, 2.962473, 1], [2, -0.1797224, 0.3648095, 2.986505, 1], [3, -0.1814847, 0.5073959, 2.977378, 1], [4, -0.3550783, 0.2584693, 2.957636, 1], [5, -0.4432051, 0.02599334, 2.9795, 1], [6, -0.4483521, -0.1850865, 2.929349, 1], [7, -0.4524714, -0.2438339, 2.91496, 1], [8, 0.007817251, 0.2602595, 2.995538, 1], [9, 0.09753629, 0.0249057, 2.995978, 1], [10, 0.1502671, -0.09121194, 2.851298, 1], [11, 0.2158297, -0.1157624, 2.726436, 1], [12, -0.266898, -0.1330008, 2.883318, 1], [13, -0.2858185, -0.2052366, 2.489963, 1], [14, -0.2475145, -0.6259537, 2.561093, 1], [15, -0.2394288, -0.6942499, 2.483663, 1], [16, -0.1064686, -0.1385827, 2.899188, 1], [17, 0.06446397, -0.2046738, 2.553691, 1], [18, 0.01320045, -0.6203246, 2.618213, 1], [19, 0.02458158, -0.6883821, 2.532597, 1], [20, -0.181357, 0.3039984, 2.982867, 1], [21, -0.4455235, -0.3183322, 2.892193, 1], [22, -0.4282844, -0.2358165, 2.872385, 1], [23, 0.2611361, -0.1431676, 2.623117, 1], [24, 0.1823261, -0.1414771, 2.688286, 1]]
[[0, -0.1896809, -0.1373615, 2.927892, 1], [1, -0.1850815, 0.117307, 2.96348, 1], [2, -0.1797081, 0.3643843, 2.987568, 1], [3, -0.1794919, 0.5071201, 2.977592, 1], [4, -0.3529496, 0.2594879, 2.957822, 1], [5, -0.4429238, 0.02781263, 2.980143, 1], [6, -0.4527634, -0.1539536, 2.936269, 1], [7, -0.4537849, -0.2001055, 2.927428, 1], [8, 0.007937973, 0.2602422, 2.995456, 1], [9, 0.08861616, 0.02095792, 2.981833, 1], [10, 0.1592178, -0.05926815, 2.808436, 1], [11, 0.2102893, -0.05534194, 2.711284, 1], [12, -0.2676284, -0.1327333, 2.883834, 1], [13, -0.2858204, -0.205038, 2.490086, 1], [14, -0.2475586, -0.626245, 2.561279, 1], [15, -0.241309, -0.6942742, 2.48717, 1], [16, -0.1071821, -0.1390352, 2.900336, 1], [17, 0.0645164, -0.2047417, 2.553643, 1], [18, 0.01320519, -0.6203082, 2.618214, 1], [19, 0.02500338, -0.6883451, 2.532471, 1], [20, -0.1813925, 0.3035749, 2.983888, 1], [21, -0.452499, -0.2790069, 2.89736, 1], [22, -0.4211118, -0.1891291, 2.892417, 1], [23, 0.240114, -0.06947844, 2.626809, 1], [24, 0.1775033, -0.08461129, 2.677444, 1]]
[[0, -0.1895116, -0.1374556, 2.927543, 1], [1, -0.1843414, 0.116834, 2.962996, 1], [2, -0.1780194, 0.3635092, 2.98681, 1], [3, -0.1773766, 0.5066372, 2.976509, 1], [4, -0.3516708, 0.2600178, 2.957933, 1], [5, -0.4424914, 0.02864096, 2.980051, 1], [6, -0.4500793, -0.1813671, 2.931298, 1], [7, -0.4537514, -0.2395112, 2.914418, 1], [8, 0.009074091, 0.2593632, 2.994863, 1], [9, 0.09446111, 0.02590333, 2.977415, 1], [10, 0.1605814, 0.01135291, 2.788909, 1], [11, 0.2026125, 0.06094312, 2.670772, 1], [12, -0.2673801, -0.1326648, 2.883351, 1], [13, -0.2857965, -0.2049744, 2.48997, 1], [14, -0.2473892, -0.6262672, 2.560955, 1], [15, -0.2416231, -0.6941414, 2.48746, 1], [16, -0.1070479, -0.1392434, 2.90001, 1], [17, 0.06459634, -0.2046525, 2.55359, 1], [18, 0.01242207, -0.6207886, 2.616777, 1], [19, 0.02475642, -0.6885537, 2.53253, 1], [20, -0.179898, 0.3027714, 2.983175, 1], [21, -0.4467786, -0.318108, 2.886219, 1], [22, -0.4289744, -0.2439821, 2.875824, 1], [23, 0.2231364, 0.08780723, 2.623147, 1], [24, 0.1665597, 0.06295998, 2.6394, 1]]
[[0, -0.1892771, -0.1373387, 2.92728, 1], [1, -0.1841832, 0.1168059, 2.962951, 1], [2, -0.1779044, 0.3634578, 2.986855, 1], [3, -0.1756773, 0.5069581, 2.97576, 1], [4, -0.3501274, 0.2612497, 2.958436, 1], [5, -0.4424078, 0.03074825, 2.982158, 1], [6, -0.4500782, -0.1816729, 2.931292, 1], [7, -0.4540069, -0.2440502, 2.913332, 1], [8, 0.009760101, 0.2585878, 2.993678, 1], [9, 0.09463314, 0.02662041, 2.977812, 1], [10, 0.1610244, 0.0432581, 2.785791, 1], [11, 0.1885566, 0.1103509, 2.688237, 1], [12, -0.2671346, -0.1323232, 2.882944, 1], [13, -0.2855901, -0.2053245, 2.490368, 1], [14, -0.2469983, -0.6264282, 2.560812, 1], [15, -0.2419952, -0.6939664, 2.487736, 1], [16, -0.1067854, -0.1392509, 2.899791, 1], [17, 0.06470872, -0.2047549, 2.553534, 1], [18, 0.01297287, -0.6211551, 2.617537, 1], [19, 0.02476319, -0.6887211, 2.532569, 1], [20, -0.1797598, 0.3027196, 2.983199, 1], [21, -0.4501362, -0.3177236, 2.882867, 1], [22, -0.4296975, -0.2384626, 2.878203, 1], [23, 0.2019094, 0.150423, 2.622941, 1], [24, 0.1530581, 0.1122877, 2.6675, 1]]
[[0, -0.1877064, -0.1371657, 2.925989, 1], [1, -0.1835857, 0.1165894, 2.962772, 1], [2, -0.177698, 0.363124, 2.987126, 1], [3, -0.1738656, 0.50572, 2.975519, 1], [4, -0.3493466, 0.2615713, 2.958703, 1], [5, -0.4422624, 0.03127243, 2.982114, 1], [6, -0.4503099, -0.1828673, 2.930969, 1], [7, -0.4535471, -0.2410891, 2.910659, 1], [8, 0.01020861, 0.2585192, 2.99329, 1], [9, 0.0953823, 0.02759611, 2.976922, 1], [10, 0.1599528, 0.06617145, 2.797591, 1], [11, 0.1770689, 0.1630011, 2.690267, 1], [12, -0.2655742, -0.1320305, 2.881382, 1], [13, -0.2855816, -0.2053856, 2.490348, 1], [14, -0.2471312, -0.6263997, 2.560977, 1], [15, -0.2420649, -0.6939426, 2.487757, 1], [16, -0.1052049, -0.1391343, 2.898687, 1], [17, 0.06472962, -0.204717, 2.553568, 1], [18, 0.01501667, -0.6225066, 2.622194, 1], [19, 0.02499171, -0.6888844, 2.530096, 1], [20, -0.1794763, 0.3024303, 2.983352, 1], [21, -0.4519201, -0.3168384, 2.879966, 1], [22, -0.4256552, -0.2246449, 2.8748, 1], [23, 0.1981113, 0.2060882, 2.639696, 1], [24, 0.1408485, 0.1812576, 2.666333, 1]]
[[0, -0.1877072, -0.1371821, 2.925989, 1], [1, -0.1836186, 0.1165106, 2.962687, 1], [2, -0.1779089, 0.3630067, 2.986836, 1], [3, -0.17255, 0.5057082, 2.975367, 1], [4, -0.3491607, 0.2613173, 2.959063, 1], [5, -0.4443286, 0.03165222, 2.980711, 1], [6, -0.4504751, -0.1830217, 2.930985, 1], [7, -0.4552031, -0.2424411, 2.915857, 1], [8, 0.01084087, 0.2581144, 2.99314, 1], [9, 0.1010702, 0.02513518, 2.971184, 1], [10, 0.1485872, 0.1658823, 2.773618, 1], [11, 0.1544487, 0.2264933, 2.72889, 1], [12, -0.2655951, -0.1320024, 2.881295, 1], [13, -0.2855829, -0.2056143, 2.490311, 1], [14, -0.2471553, -0.6262648, 2.56089, 1], [15, -0.2424098, -0.6933146, 2.488759, 1], [16, -0.1051833, -0.1392685, 2.898802, 1], [17, 0.06481095, -0.2047173, 2.553527, 1], [18, 0.01535415, -0.6231573, 2.623069, 1], [19, 0.02928901, -0.6896499, 2.535677, 1], [20, -0.1796132, 0.3023164, 2.983129, 1], [21, -0.4516511, -0.3181388, 2.893173, 1], [22, -0.4304089, -0.2579494, 2.877687, 1], [23, 0.1593586, 0.2872888, 2.679389, 1], [24, 0.1176559, 0.2275012, 2.704588, 1]]
