[['2, k, 0', [-0.1867674, -0.1361171, 1.0]], ['2, k, 1', [-0.1846532, 0.1190902, 1.0]], ['2, k, 2', [-0.1823332, 0.3670978, 1.0]], ['2, k, 3', [-0.1877751, 0.5072909, 1.0]], ['2, k, 4', [-0.3566597, 0.2580656, 1.0]], ['2, k, 5', [-0.4445712, 0.02556616, 1.0]], ['2, k, 6', [-0.4473235, -0.1840335, 1.0]], ['2, k, 7', [-0.4515949, -0.2415122, 1.0]], ['2, k, 8', [0.003855602, 0.2634369, 1.0]], ['2, k, 9', [0.09721281, 0.03217346, 1.0]], ['2, k, 10', [0.153596, -0.1479207, 1.0]], ['2, k, 11', [0.1830862, -0.233117, 1.0]], ['2, k, 12', [-0.2650944, -0.1327283, 1.0]], ['2, k, 13', [-0.2859518, -0.2054241, 1.0]], ['2, k, 14', [-0.2478678, -0.6262374, 1.0]], ['2, k, 15', [-0.2411652, -0.6936583, 1.0]], ['2, k, 16', [-0.1039044, -0.1362917, 1.0]], ['2, k, 17', [0.06383917, -0.2049294, 1.0]], ['2, k, 18', [0.01418433, -0.6250085, 1.0]], ['2, k, 19', [0.02497463, -0.6888018, 1.0]], ['2, k, 20', [-0.1831684, 0.3060189, 1.0]], ['2, k, 21', [-0.4466153, -0.3179906, 1.0]], ['2, k, 22', [-0.4278821, -0.2317567, 1.0]], ['2, k, 23', [0.2116667, -0.2882688, 1.0]], ['2, k, 24', [0.1620264, -0.2519713, 1.0]]]
[['2, k, 0', [-0.1873524, -0.1364285, 1.0]], ['2, k, 1', [-0.184876, 0.118837, 1.0]], ['2, k, 2', [-0.1823653, 0.3669434, 1.0]], ['2, k, 3', [-0.187019, 0.5075218, 1.0]], ['2, k, 4', [-0.3566764, 0.2580098, 1.0]], ['2, k, 5', [-0.4445846, 0.02551714, 1.0]], ['2, k, 6', [-0.4476991, -0.1843092, 1.0]], ['2, k, 7', [-0.4518027, -0.2441297, 1.0]], ['2, k, 8', [0.004588774, 0.2630698, 1.0]], ['2, k, 9', [0.09722068, 0.0305539, 1.0]], ['2, k, 10', [0.1675667, -0.178471, 1.0]], ['2, k, 11', [0.197114, -0.2606019, 1.0]], ['2, k, 12', [-0.2655665, -0.1328573, 1.0]], ['2, k, 13', [-0.2859467, -0.2054151, 1.0]], ['2, k, 14', [-0.2475787, -0.6260513, 1.0]], ['2, k, 15', [-0.2416607, -0.6936864, 1.0]], ['2, k, 16', [-0.1045783, -0.1368032, 1.0]], ['2, k, 17', [0.06389982, -0.2047106, 1.0]], ['2, k, 18', [0.01341919, -0.6232175, 1.0]], ['2, k, 19', [0.02478013, -0.6887057, 1.0]], ['2, k, 20', [-0.1832191, 0.305865, 1.0]], ['2, k, 21', [-0.4424329, -0.3177951, 1.0]], ['2, k, 22', [-0.4243481, -0.2374305, 1.0]], ['2, k, 23', [0.2257617, -0.3159236, 1.0]], ['2, k, 24', [0.1649279, -0.3107846, 1.0]]]
[['2, k, 0', [-0.1873532, -0.136447, 1.0]], ['2, k, 1', [-0.1847492, 0.1186365, 1.0]], ['2, k, 2', [-0.1818374, 0.3664352, 1.0]], ['2, k, 3', [-0.1858706, 0.507345, 1.0]], ['2, k, 4', [-0.3562076, 0.2584997, 1.0]], ['2, k, 5', [-0.4443281, 0.02609288, 1.0]], ['2, k, 6', [-0.4479543, -0.1841526, 1.0]], ['2, k, 7', [-0.4502105, -0.2439126, 1.0]], ['2, k, 8', [0.004910105, 0.2624465, 1.0]], ['2, k, 9', [0.097353, 0.02955502, 1.0]], ['2, k, 10', [0.1685325, -0.1751989, 1.0]], ['2, k, 11', [0.2022424, -0.246407, 1.0]], ['2, k, 12', [-0.2655675, -0.132852, 1.0]], ['2, k, 13', [-0.2860014, -0.2054213, 1.0]], ['2, k, 14', [-0.2479845, -0.6258804, 1.0]], ['2, k, 15', [-0.2424967, -0.6938025, 1.0]], ['2, k, 16', [-0.1045752, -0.136903, 1.0]], ['2, k, 17', [0.06394291, -0.2047584, 1.0]], ['2, k, 18', [0.01297302, -0.6242229, 1.0]], ['2, k, 19', [0.02434167, -0.6889405, 1.0]], ['2, k, 20', [-0.1827993, 0.3054295, 1.0]], ['2, k, 21', [-0.443592, -0.3186355, 1.0]], ['2, k, 22', [-0.4266044, -0.2954587, 1.0]], ['2, k, 23', [0.238191, -0.3018169, 1.0]], ['2, k, 24', [0.1827385, -0.296167, 1.0]]]
[['2, k, 0', [-0.1883379, -0.1368663, 1.0]], ['2, k, 1', [-0.1846681, 0.1182314, 1.0]], ['2, k, 2', [-0.1805153, 0.365716, 1.0]], ['2, k, 3', [-0.1852329, 0.5073082, 1.0]], ['2, k, 4', [-0.3558641, 0.2584129, 1.0]], ['2, k, 5', [-0.4438866, 0.02600175, 1.0]], ['2, k, 6', [-0.4480567, -0.1843379, 1.0]], ['2, k, 7', [-0.4512545, -0.2419623, 1.0]], ['2, k, 8', [0.005188766, 0.2623058, 1.0]], ['2, k, 9', [0.09567722, 0.04691195, 1.0]], ['2, k, 10', [0.163675, -0.122868, 1.0]], ['2, k, 11', [0.2015985, -0.2024215, 1.0]], ['2, k, 12', [-0.2663542, -0.1329559, 1.0]], ['2, k, 13', [-0.2860053, -0.2053433, 1.0]], ['2, k, 14', [-0.2479978, -0.6258838, 1.0]], ['2, k, 15', [-0.2384676, -0.6944064, 1.0]], ['2, k, 16', [-0.1057459, -0.1376984, 1.0]], ['2, k, 17', [0.06413777, -0.2047404, 1.0]], ['2, k, 18', [0.0125884, -0.6229433, 1.0]], ['2, k, 19', [0.02431308, -0.6887369, 1.0]], ['2, k, 20', [-0.1819045, 0.3048123, 1.0]], ['2, k, 21', [-0.4477761, -0.3184497, 1.0]], ['2, k, 22', [-0.4280651, -0.30677, 1.0]], ['2, k, 23', [0.2443693, -0.2509719, 1.0]], ['2, k, 24', [0.1722282, -0.2464818, 1.0]]]
[['2, k, 0', [-0.1884609, -0.1369611, 1.0]], ['2, k, 1', [-0.184793, 0.118079, 1.0]], ['2, k, 2', [-0.1805932, 0.365627, 1.0]], ['2, k, 3', [-0.1841638, 0.507657, 1.0]], ['2, k, 4', [-0.3559807, 0.2581513, 1.0]], ['2, k, 5', [-0.4436873, 0.02553073, 1.0]], ['2, k, 6', [-0.4482771, -0.1849013, 1.0]], ['2, k, 7', [-0.4513747, -0.2399133, 1.0]], ['2, k, 8', [0.005972329, 0.2617077, 1.0]], ['2, k, 9', [0.09698662, 0.02730134, 1.0]], ['2, k, 10', [0.1444959, -0.1047719, 1.0]], ['2, k, 11', [0.1886386, -0.1579873, 1.0]], ['2, k, 12', [-0.266486, -0.1329986, 1.0]], ['2, k, 13', [-0.2859878, -0.2052498, 1.0]], ['2, k, 14', [-0.2477211, -0.6259481, 1.0]], ['2, k, 15', [-0.2384949, -0.694375, 1.0]], ['2, k, 16', [-0.1058528, -0.1378324, 1.0]], ['2, k, 17', [0.0643522, -0.2046713, 1.0]], ['2, k, 18', [0.01275167, -0.6212229, 1.0]], ['2, k, 19', [0.02452817, -0.688454, 1.0]], ['2, k, 20', [-0.1819792, 0.3047063, 1.0]], ['2, k, 21', [-0.4455118, -0.3178268, 1.0]], ['2, k, 22', [-0.4304166, -0.3027086, 1.0]], ['2, k, 23', [0.2191375, -0.2039108, 1.0]], ['2, k, 24', [0.1696708, -0.1918579, 1.0]]]
[['2, k, 0', [-0.1889673, -0.1372799, 1.0]], ['2, k, 1', [-0.1847376, 0.1176775, 1.0]], ['2, k, 2', [-0.1797224, 0.3648095, 1.0]], ['2, k, 3', [-0.1814847, 0.5073959, 1.0]], ['2, k, 4', [-0.3550783, 0.2584693, 1.0]], ['2, k, 5', [-0.4432051, 0.02599334, 1.0]], ['2, k, 6', [-0.4483521, -0.1850865, 1.0]], ['2, k, 7', [-0.4524714, -0.2438339, 1.0]], ['2, k, 8', [0.007817251, 0.2602595, 1.0]], ['2, k, 9', [0.09753629, 0.0249057, 1.0]], ['2, k, 10', [0.1502671, -0.09121194, 1.0]], ['2, k, 11', [0.2158297, -0.1157624, 1.0]], ['2, k, 12', [-0.266898, -0.1330008, 1.0]], ['2, k, 13', [-0.2858185, -0.2052366, 1.0]], ['2, k, 14', [-0.2475145, -0.6259537, 1.0]], ['2, k, 15', [-0.2394288, -0.6942499, 1.0]], ['2, k, 16', [-0.1064686, -0.1385827, 1.0]], ['2, k, 17', [0.06446397, -0.2046738, 1.0]], ['2, k, 18', [0.01320045, -0.6203246, 1.0]], ['2, k, 19', [0.02458158, -0.6883821, 1.0]], ['2, k, 20', [-0.181357, 0.3039984, 1.0]], ['2, k, 21', [-0.4455235, -0.3183322, 1.0]], ['2, k, 22', [-0.4282844, -0.2358165, 1.0]], ['2, k, 23', [0.2611361, -0.1431676, 1.0]], ['2, k, 24', [0.1823261, -0.1414771, 1.0]]]
[['2, k, 0', [-0.1896809, -0.1373615, 1.0]], ['2, k, 1', [-0.1850815, 0.117307, 1.0]], ['2, k, 2', [-0.1797081, 0.3643843, 1.0]], ['2, k, 3', [-0.1794919, 0.5071201, 1.0]], ['2, k, 4', [-0.3529496, 0.2594879, 1.0]], ['2, k, 5', [-0.4429238, 0.02781263, 1.0]], ['2, k, 6', [-0.4527634, -0.1539536, 1.0]], ['2, k, 7', [-0.4537849, -0.2001055, 1.0]], ['2, k, 8', [0.007937973, 0.2602422, 1.0]], ['2, k, 9', [0.08861616, 0.02095792, 1.0]], ['2, k, 10', [0.1592178, -0.05926815, 1.0]], ['2, k, 11', [0.2102893, -0.05534194, 1.0]], ['2, k, 12', [-0.2676284, -0.1327333, 1.0]], ['2, k, 13', [-0.2858204, -0.205038, 1.0]], ['2, k, 14', [-0.2475586, -0.626245, 1.0]], ['2, k, 15', [-0.241309, -0.6942742, 1.0]], ['2, k, 16', [-0.1071821, -0.1390352, 1.0]], ['2, k, 17', [0.0645164, -0.2047417, 1.0]], ['2, k, 18', [0.01320519, -0.6203082, 1.0]], ['2, k, 19', [0.02500338, -0.6883451, 1.0]], ['2, k, 20', [-0.1813925, 0.3035749, 1.0]], ['2, k, 21', [-0.452499, -0.2790069, 1.0]], ['2, k, 22', [-0.4211118, -0.1891291, 1.0]], ['2, k, 23', [0.240114, -0.06947844, 1.0]], ['2, k, 24', [0.1775033, -0.08461129, 1.0]]]
[['2, k, 0', [-0.1895116, -0.1374556, 1.0]], ['2, k, 1', [-0.1843414, 0.116834, 1.0]], ['2, k, 2', [-0.1780194, 0.3635092, 1.0]], ['2, k, 3', [-0.1773766, 0.5066372, 1.0]], ['2, k, 4', [-0.3516708, 0.2600178, 1.0]], ['2, k, 5', [-0.4424914, 0.02864096, 1.0]], ['2, k, 6', [-0.4500793, -0.1813671, 1.0]], ['2, k, 7', [-0.4537514, -0.2395112, 1.0]], ['2, k, 8', [0.009074091, 0.2593632, 1.0]], ['2, k, 9', [0.09446111, 0.02590333, 1.0]], ['2, k, 10', [0.1605814, 0.01135291, 1.0]], ['2, k, 11', [0.2026125, 0.06094312, 1.0]], ['2, k, 12', [-0.2673801, -0.1326648, 1.0]], ['2, k, 13', [-0.2857965, -0.2049744, 1.0]], ['2, k, 14', [-0.2473892, -0.6262672, 1.0]], ['2, k, 15', [-0.2416231, -0.6941414, 1.0]], ['2, k, 16', [-0.1070479, -0.1392434, 1.0]], ['2, k, 17', [0.06459634, -0.2046525, 1.0]], ['2, k, 18', [0.01242207, -0.6207886, 1.0]], ['2, k, 19', [0.02475642, -0.6885537, 1.0]], ['2, k, 20', [-0.179898, 0.3027714, 1.0]], ['2, k, 21', [-0.4467786, -0.318108, 1.0]], ['2, k, 22', [-0.4289744, -0.2439821, 1.0]], ['2, k, 23', [0.2231364, 0.08780723, 1.0]], ['2, k, 24', [0.1665597, 0.06295998, 1.0]]]
[['2, k, 0', [-0.1892771, -0.1373387, 1.0]], ['2, k, 1', [-0.1841832, 0.1168059, 1.0]], ['2, k, 2', [-0.1779044, 0.3634578, 1.0]], ['2, k, 3', [-0.1756773, 0.5069581, 1.0]], ['2, k, 4', [-0.3501274, 0.2612497, 1.0]], ['2, k, 5', [-0.4424078, 0.03074825, 1.0]], ['2, k, 6', [-0.4500782, -0.1816729, 1.0]], ['2, k, 7', [-0.4540069, -0.2440502, 1.0]], ['2, k, 8', [0.009760101, 0.2585878, 1.0]], ['2, k, 9', [0.09463314, 0.02662041, 1.0]], ['2, k, 10', [0.1610244, 0.0432581, 1.0]], ['2, k, 11', [0.1885566, 0.1103509, 1.0]], ['2, k, 12', [-0.2671346, -0.1323232, 1.0]], ['2, k, 13', [-0.2855901, -0.2053245, 1.0]], ['2, k, 14', [-0.2469983, -0.6264282, 1.0]], ['2, k, 15', [-0.2419952, -0.6939664, 1.0]], ['2, k, 16', [-0.1067854, -0.1392509, 1.0]], ['2, k, 17', [0.06470872, -0.2047549, 1.0]], ['2, k, 18', [0.01297287, -0.6211551, 1.0]], ['2, k, 19', [0.02476319, -0.6887211, 1.0]], ['2, k, 20', [-0.1797598, 0.3027196, 1.0]], ['2, k, 21', [-0.4501362, -0.3177236, 1.0]], ['2, k, 22', [-0.4296975, -0.2384626, 1.0]], ['2, k, 23', [0.2019094, 0.150423, 1.0]], ['2, k, 24', [0.1530581, 0.1122877, 1.0]]]
[['2, k, 0', [-0.1877064, -0.1371657, 1.0]], ['2, k, 1', [-0.1835857, 0.1165894, 1.0]], ['2, k, 2', [-0.177698, 0.363124, 1.0]], ['2, k, 3', [-0.1738656, 0.50572, 1.0]], ['2, k, 4', [-0.3493466, 0.2615713, 1.0]], ['2, k, 5', [-0.4422624, 0.03127243, 1.0]], ['2, k, 6', [-0.4503099, -0.1828673, 1.0]], ['2, k, 7', [-0.4535471, -0.2410891, 1.0]], ['2, k, 8', [0.01020861, 0.2585192, 1.0]], ['2, k, 9', [0.0953823, 0.02759611, 1.0]], ['2, k, 10', [0.1599528, 0.06617145, 1.0]], ['2, k, 11', [0.1770689, 0.1630011, 1.0]], ['2, k, 12', [-0.2655742, -0.1320305, 1.0]], ['2, k, 13', [-0.2855816, -0.2053856, 1.0]], ['2, k, 14', [-0.2471312, -0.6263997, 1.0]], ['2, k, 15', [-0.2420649, -0.6939426, 1.0]], ['2, k, 16', [-0.1052049, -0.1391343, 1.0]], ['2, k, 17', [0.06472962, -0.204717, 1.0]], ['2, k, 18', [0.01501667, -0.6225066, 1.0]], ['2, k, 19', [0.02499171, -0.6888844, 1.0]], ['2, k, 20', [-0.1794763, 0.3024303, 1.0]], ['2, k, 21', [-0.4519201, -0.3168384, 1.0]], ['2, k, 22', [-0.4256552, -0.2246449, 1.0]], ['2, k, 23', [0.1981113, 0.2060882, 1.0]], ['2, k, 24', [0.1408485, 0.1812576, 1.0]]]
[['2, k, 0', [-0.1877072, -0.1371821, 1.0]], ['2, k, 1', [-0.1836186, 0.1165106, 1.0]], ['2, k, 2', [-0.1779089, 0.3630067, 1.0]], ['2, k, 3', [-0.17255, 0.5057082, 1.0]], ['2, k, 4', [-0.3491607, 0.2613173, 1.0]], ['2, k, 5', [-0.4443286, 0.03165222, 1.0]], ['2, k, 6', [-0.4504751, -0.1830217, 1.0]], ['2, k, 7', [-0.4552031, -0.2424411, 1.0]], ['2, k, 8', [0.01084087, 0.2581144, 1.0]], ['2, k, 9', [0.1010702, 0.02513518, 1.0]], ['2, k, 10', [0.1485872, 0.1658823, 1.0]], ['2, k, 11', [0.1544487, 0.2264933, 1.0]], ['2, k, 12', [-0.2655951, -0.1320024, 1.0]], ['2, k, 13', [-0.2855829, -0.2056143, 1.0]], ['2, k, 14', [-0.2471553, -0.6262648, 1.0]], ['2, k, 15', [-0.2424098, -0.6933146, 1.0]], ['2, k, 16', [-0.1051833, -0.1392685, 1.0]], ['2, k, 17', [0.06481095, -0.2047173, 1.0]], ['2, k, 18', [0.01535415, -0.6231573, 1.0]], ['2, k, 19', [0.02928901, -0.6896499, 1.0]], ['2, k, 20', [-0.1796132, 0.3023164, 1.0]], ['2, k, 21', [-0.4516511, -0.3181388, 1.0]], ['2, k, 22', [-0.4304089, -0.2579494, 1.0]], ['2, k, 23', [0.1593586, 0.2872888, 1.0]], ['2, k, 24', [0.1176559, 0.2275012, 1.0]]]
