[[0, -0.0978162, -0.309679, 2.6897, 1.0], [1, -0.0980641, 0.00926615, 2.6458, 1.0], [2, -0.0977561, 0.32027, 2.58816, 1.0], [3, -0.0880129, 0.45356, 2.5706, 1.0], [4, -0.258667, 0.206784, 2.58418, 1.0], [5, -0.339267, -0.0690915, 2.58734, 1.0], [6, -0.413512, -0.298364, 2.55765, 1.0], [7, -0.406104, -0.288603, 2.56114, 1.0], [8, 0.0630218, 0.200198, 2.58249, 1.0], [9, 0.135467, -0.0758441, 2.59541, 1.0], [10, 0.205469, -0.307367, 2.5801, 1.0], [11, 0.192924, -0.309498, 2.58062, 1.0], [12, -0.169796, -0.303844, 2.65009, 1.0], [13, -0.19045, -0.612223, 2.74904, 1.0], [14, -0.151243, -0.975171, 2.88647, 1.0], [15, -0.151611, -1.05469, 2.80664, 1.0], [16, -0.0231031, -0.306862, 2.65416, 1.0], [17, -0.020764, -0.615248, 2.74327, 1.0], [18, -0.0466485, -0.966828, 2.87676, 1.0], [19, -0.0402527, -1.03906, 2.79492, 1.0], [20, -0.0979304, 0.243651, 2.60502, 1.0], [21, -0.429417, -0.35769, 2.58202, 1.0], [22, -0.35322, -0.327094, 2.53856, 1.0], [23, 0.203596, -0.375291, 2.59232, 1.0], [24, 0.141671, -0.337082, 2.55385, 1.0]]
[[0, -0.0980245, -0.309717, 2.68992, 1.0], [1, -0.0983026, 0.00920465, 2.64576, 1.0], [2, -0.098241, 0.320126, 2.58771, 1.0], [3, -0.0880902, 0.453218, 2.57099, 1.0], [4, -0.258685, 0.206509, 2.58418, 1.0], [5, -0.339233, -0.0691306, 2.58743, 1.0], [6, -0.413485, -0.298369, 2.55761, 1.0], [7, -0.406261, -0.288092, 2.5625, 1.0], [8, 0.0625705, 0.200185, 2.58205, 1.0], [9, 0.135394, -0.0758532, 2.59532, 1.0], [10, 0.205539, -0.307312, 2.58013, 1.0], [11, 0.192879, -0.310589, 2.58054, 1.0], [12, -0.170049, -0.30397, 2.65046, 1.0], [13, -0.190583, -0.612251, 2.74915, 1.0], [14, -0.151331, -0.974816, 2.88664, 1.0], [15, -0.151284, -1.05294, 2.81072, 1.0], [16, -0.0232727, -0.306841, 2.65429, 1.0], [17, -0.020729, -0.615195, 2.74327, 1.0], [18, -0.046434, -0.965987, 2.87676, 1.0], [19, -0.0402514, -1.03911, 2.79484, 1.0], [20, -0.0983376, 0.243534, 2.6047, 1.0], [21, -0.433305, -0.355986, 2.57663, 1.0], [22, -0.354457, -0.327426, 2.54185, 1.0], [23, 0.205684, -0.37591, 2.58918, 1.0], [24, 0.141588, -0.33706, 2.55368, 1.0]]
[[0, -0.0980651, -0.309779, 2.68999, 1.0], [1, -0.0983968, 0.00911672, 2.64565, 1.0], [2, -0.0984985, 0.319935, 2.58705, 1.0], [3, -0.0880293, 0.453159, 2.57086, 1.0], [4, -0.25872, 0.206563, 2.58417, 1.0], [5, -0.33928, -0.0691177, 2.58742, 1.0], [6, -0.413549, -0.298355, 2.55748, 1.0], [7, -0.407272, -0.288758, 2.56379, 1.0], [8, 0.062551, 0.200168, 2.582, 1.0], [9, 0.135311, -0.0760043, 2.5952, 1.0], [10, 0.205606, -0.307432, 2.58018, 1.0], [11, 0.192275, -0.310045, 2.57802, 1.0], [12, -0.170091, -0.304017, 2.6506, 1.0], [13, -0.1906, -0.612203, 2.74905, 1.0], [14, -0.150797, -0.97599, 2.88692, 1.0], [15, -0.151347, -1.05257, 2.81088, 1.0], [16, -0.0233145, -0.306919, 2.65432, 1.0], [17, -0.0205618, -0.614666, 2.7428, 1.0], [18, -0.0463929, -0.966086, 2.87686, 1.0], [19, -0.0403993, -1.03904, 2.79497, 1.0], [20, -0.0985503, 0.243368, 2.60422, 1.0], [21, -0.431714, -0.358246, 2.58061, 1.0], [22, -0.353511, -0.327329, 2.54041, 1.0], [23, 0.203461, -0.37282, 2.57879, 1.0], [24, 0.141684, -0.3379, 2.55407, 1.0]]
[[0, -0.0982337, -0.309829, 2.69009, 1.0], [1, -0.098469, 0.00910001, 2.64561, 1.0], [2, -0.0985351, 0.319941, 2.58689, 1.0], [3, -0.0880246, 0.453163, 2.57087, 1.0], [4, -0.258921, 0.206183, 2.58417, 1.0], [5, -0.339323, -0.0690894, 2.58751, 1.0], [6, -0.41348, -0.298326, 2.55761, 1.0], [7, -0.407033, -0.28725, 2.56477, 1.0], [8, 0.0624479, 0.200162, 2.58175, 1.0], [9, 0.135122, -0.0760386, 2.59488, 1.0], [10, 0.20554, -0.307393, 2.5803, 1.0], [11, 0.192563, -0.310051, 2.57874, 1.0], [12, -0.170284, -0.304144, 2.65078, 1.0], [13, -0.190599, -0.612161, 2.74914, 1.0], [14, -0.150689, -0.975808, 2.88689, 1.0], [15, -0.153857, -1.05103, 2.81875, 1.0], [16, -0.0234675, -0.306911, 2.65436, 1.0], [17, -0.0207071, -0.614873, 2.74324, 1.0], [18, -0.0463622, -0.966098, 2.87677, 1.0], [19, -0.0413927, -1.03918, 2.79468, 1.0], [20, -0.0985991, 0.243366, 2.6041, 1.0], [21, -0.428778, -0.355186, 2.58208, 1.0], [22, -0.353715, -0.326792, 2.54704, 1.0], [23, 0.206078, -0.372036, 2.57965, 1.0], [24, 0.141594, -0.336914, 2.55377, 1.0]]
[[0, -0.0983892, -0.309974, 2.6902, 1.0], [1, -0.0987129, 0.00895245, 2.64563, 1.0], [2, -0.0988547, 0.319802, 2.58684, 1.0], [3, -0.0879641, 0.45293, 2.57085, 1.0], [4, -0.258969, 0.20602, 2.5843, 1.0], [5, -0.339297, -0.0689525, 2.58781, 1.0], [6, -0.413713, -0.298047, 2.55801, 1.0], [7, -0.407026, -0.286914, 2.56527, 1.0], [8, 0.062439, 0.200107, 2.5817, 1.0], [9, 0.134939, -0.0759925, 2.5946, 1.0], [10, 0.205322, -0.307292, 2.57985, 1.0], [11, 0.192518, -0.311544, 2.57735, 1.0], [12, -0.170471, -0.30435, 2.65106, 1.0], [13, -0.190428, -0.611432, 2.7486, 1.0], [14, -0.150359, -0.974587, 2.88651, 1.0], [15, -0.153739, -1.05045, 2.81848, 1.0], [16, -0.0236078, -0.307019, 2.65435, 1.0], [17, -0.0206528, -0.614738, 2.74291, 1.0], [18, -0.0458201, -0.965069, 2.87647, 1.0], [19, -0.0428107, -1.03979, 2.79642, 1.0], [20, -0.0989012, 0.243225, 2.60406, 1.0], [21, -0.429804, -0.355071, 2.58209, 1.0], [22, -0.352978, -0.327447, 2.54556, 1.0], [23, 0.202365, -0.377577, 2.59072, 1.0], [24, 0.141571, -0.33706, 2.55361, 1.0]]
[[0, -0.0985378, -0.310084, 2.69029, 1.0], [1, -0.0987569, 0.00890338, 2.64555, 1.0], [2, -0.0987827, 0.319778, 2.58642, 1.0], [3, -0.0880338, 0.452379, 2.57062, 1.0], [4, -0.258988, 0.205986, 2.5843, 1.0], [5, -0.339205, -0.0688183, 2.5879, 1.0], [6, -0.413666, -0.297838, 2.55837, 1.0], [7, -0.406755, -0.286999, 2.56544, 1.0], [8, 0.0623995, 0.199876, 2.58145, 1.0], [9, 0.134772, -0.075964, 2.59407, 1.0], [10, 0.204991, -0.307237, 2.57958, 1.0], [11, 0.191291, -0.309725, 2.57627, 1.0], [12, -0.170632, -0.304449, 2.65129, 1.0], [13, -0.190719, -0.611683, 2.74908, 1.0], [14, -0.150251, -0.974243, 2.88634, 1.0], [15, -0.15337, -1.04992, 2.8176, 1.0], [16, -0.0237619, -0.307148, 2.65434, 1.0], [17, -0.0206694, -0.614763, 2.74292, 1.0], [18, -0.0461586, -0.966012, 2.87651, 1.0], [19, -0.0434347, -1.04016, 2.79516, 1.0], [20, -0.098875, 0.243188, 2.60375, 1.0], [21, -0.431388, -0.354608, 2.58363, 1.0], [22, -0.353392, -0.326796, 2.54319, 1.0], [23, 0.201709, -0.375509, 2.58573, 1.0], [24, 0.141263, -0.338702, 2.55184, 1.0]]
[[0, -0.0985403, -0.310072, 2.69033, 1.0], [1, -0.0987967, 0.00888729, 2.64553, 1.0], [2, -0.0989183, 0.319698, 2.58628, 1.0], [3, -0.0880322, 0.452421, 2.57059, 1.0], [4, -0.259004, 0.205988, 2.58437, 1.0], [5, -0.339243, -0.0688325, 2.58813, 1.0], [6, -0.413808, -0.297792, 2.55907, 1.0], [7, -0.406837, -0.286731, 2.56793, 1.0], [8, 0.0623423, 0.199763, 2.58125, 1.0], [9, 0.134582, -0.0760699, 2.59362, 1.0], [10, 0.204919, -0.307249, 2.57942, 1.0], [11, 0.192238, -0.310169, 2.57638, 1.0], [12, -0.170627, -0.304414, 2.65136, 1.0], [13, -0.190703, -0.612047, 2.74948, 1.0], [14, -0.150221, -0.976676, 2.88775, 1.0], [15, -0.15203, -1.04885, 2.81609, 1.0], [16, -0.0237658, -0.307148, 2.65436, 1.0], [17, -0.0208525, -0.61591, 2.74403, 1.0], [18, -0.0462399, -0.966612, 2.87704, 1.0], [19, -0.0433887, -1.04016, 2.79516, 1.0], [20, -0.0989838, 0.243127, 2.60364, 1.0], [21, -0.429384, -0.355185, 2.58565, 1.0], [22, -0.354617, -0.32684, 2.54583, 1.0], [23, 0.20758, -0.37486, 2.586, 1.0], [24, 0.140713, -0.338991, 2.55016, 1.0]]
[[0, -0.0986161, -0.310081, 2.69034, 1.0], [1, -0.0987718, 0.00883416, 2.64542, 1.0], [2, -0.0985568, 0.319518, 2.58585, 1.0], [3, -0.0880229, 0.452415, 2.57059, 1.0], [4, -0.259013, 0.205876, 2.58446, 1.0], [5, -0.339571, -0.0690416, 2.58874, 1.0], [6, -0.41397, -0.29797, 2.55905, 1.0], [7, -0.406745, -0.286865, 2.56766, 1.0], [8, 0.0623517, 0.19973, 2.58123, 1.0], [9, 0.134378, -0.0761065, 2.59324, 1.0], [10, 0.204915, -0.307189, 2.57931, 1.0], [11, 0.191993, -0.310002, 2.5761, 1.0], [12, -0.170711, -0.30443, 2.65143, 1.0], [13, -0.190654, -0.612174, 2.74975, 1.0], [14, -0.15024, -0.976092, 2.88737, 1.0], [15, -0.15335, -1.04907, 2.81843, 1.0], [16, -0.0238621, -0.307151, 2.6543, 1.0], [17, -0.0208111, -0.615963, 2.74408, 1.0], [18, -0.046347, -0.96569, 2.87727, 1.0], [19, -0.0435035, -1.04015, 2.7948, 1.0], [20, -0.0987361, 0.242984, 2.6033, 1.0], [21, -0.431814, -0.354179, 2.58619, 1.0], [22, -0.355335, -0.32708, 2.54971, 1.0], [23, 0.205367, -0.374985, 2.58121, 1.0], [24, 0.141106, -0.339451, 2.55349, 1.0]]
[[0, -0.0992466, -0.31044, 2.69038, 1.0], [1, -0.0988468, 0.00866893, 2.64519, 1.0], [2, -0.0981013, 0.319391, 2.58513, 1.0], [3, -0.0880354, 0.452307, 2.5704, 1.0], [4, -0.25902, 0.205843, 2.58436, 1.0], [5, -0.339474, -0.0689752, 2.5889, 1.0], [6, -0.414042, -0.297844, 2.55959, 1.0], [7, -0.406836, -0.286679, 2.56745, 1.0], [8, 0.0621486, 0.199521, 2.58033, 1.0], [9, 0.134161, -0.0763346, 2.59255, 1.0], [10, 0.204801, -0.307352, 2.57831, 1.0], [11, 0.191825, -0.310243, 2.57262, 1.0], [12, -0.171295, -0.304745, 2.65161, 1.0], [13, -0.190625, -0.612163, 2.74973, 1.0], [14, -0.150487, -0.975364, 2.8875, 1.0], [15, -0.153125, -1.04885, 2.81803, 1.0], [16, -0.0245303, -0.307549, 2.65416, 1.0], [17, -0.0198288, -0.612992, 2.74167, 1.0], [18, -0.0462906, -0.965891, 2.87724, 1.0], [19, -0.043475, -1.04022, 2.7948, 1.0], [20, -0.0984637, 0.24284, 2.60273, 1.0], [21, -0.435775, -0.351373, 2.58188, 1.0], [22, -0.354188, -0.327199, 2.55028, 1.0], [23, 0.205366, -0.375196, 2.57786, 1.0], [24, 0.141007, -0.338107, 2.54965, 1.0]]
[[0, -0.0994501, -0.310503, 2.69047, 1.0], [1, -0.098926, 0.00862052, 2.64518, 1.0], [2, -0.0981136, 0.319369, 2.58511, 1.0], [3, -0.0879701, 0.452021, 2.5705, 1.0], [4, -0.259019, 0.20583, 2.58436, 1.0], [5, -0.339625, -0.0690283, 2.58905, 1.0], [6, -0.414226, -0.297879, 2.56003, 1.0], [7, -0.406278, -0.285972, 2.56881, 1.0], [8, 0.0620711, 0.199344, 2.58002, 1.0], [9, 0.13412, -0.0763465, 2.59237, 1.0], [10, 0.204766, -0.307334, 2.57794, 1.0], [11, 0.191921, -0.309856, 2.57357, 1.0], [12, -0.171641, -0.30536, 2.65212, 1.0], [13, -0.190846, -0.613281, 2.75106, 1.0], [14, -0.151033, -0.974434, 2.88794, 1.0], [15, -0.153224, -1.04879, 2.81817, 1.0], [16, -0.024825, -0.307285, 2.65404, 1.0], [17, -0.0197479, -0.613114, 2.74166, 1.0], [18, -0.0464285, -0.965664, 2.87755, 1.0], [19, -0.0446501, -1.04052, 2.79547, 1.0], [20, -0.0984852, 0.242813, 2.60271, 1.0], [21, -0.428103, -0.353321, 2.58395, 1.0], [22, -0.355698, -0.327479, 2.5481, 1.0], [23, 0.203249, -0.373945, 2.57934, 1.0], [24, 0.141041, -0.337945, 2.55166, 1.0]]
[[0, -0.0997465, -0.310599, 2.69049, 1.0], [1, -0.0991289, 0.00851012, 2.64496, 1.0], [2, -0.0982158, 0.319262, 2.58464, 1.0], [3, -0.0879815, 0.451951, 2.57042, 1.0], [4, -0.259083, 0.205577, 2.58435, 1.0], [5, -0.339898, -0.069104, 2.58923, 1.0], [6, -0.413848, -0.298198, 2.56094, 1.0], [7, -0.406472, -0.28695, 2.56811, 1.0], [8, 0.0620179, 0.199309, 2.57978, 1.0], [9, 0.134044, -0.0765094, 2.59188, 1.0], [10, 0.204727, -0.307461, 2.57721, 1.0], [11, 0.190878, -0.310259, 2.57214, 1.0], [12, -0.172, -0.305803, 2.65233, 1.0], [13, -0.190832, -0.613289, 2.75106, 1.0], [14, -0.150644, -0.973665, 2.88828, 1.0], [15, -0.153235, -1.04837, 2.81777, 1.0], [16, -0.0251932, -0.307103, 2.65386, 1.0], [17, -0.0198905, -0.612751, 2.74119, 1.0], [18, -0.046901, -0.966632, 2.87772, 1.0], [19, -0.0448304, -1.0408, 2.79543, 1.0], [20, -0.0986116, 0.242704, 2.6023, 1.0], [21, -0.432589, -0.352279, 2.58377, 1.0], [22, -0.355589, -0.327444, 2.54777, 1.0], [23, 0.20171, -0.376152, 2.57806, 1.0], [24, 0.14032, -0.339962, 2.54521, 1.0]]
