[[0, -0.0942201, -0.259845, 2.56355, 1.0], [1, -0.0981213, 0.0715413, 2.49531, 1.0], [2, -0.10128, 0.393589, 2.41267, 1.0], [3, -0.0982983, 0.541476, 2.3643, 1.0], [4, -0.289473, 0.285724, 2.43777, 1.0], [5, -0.364438, -0.00131318, 2.499, 1.0], [6, -0.414445, -0.245492, 2.47925, 1.0], [7, -0.41444, -0.284157, 2.45931, 1.0], [8, 0.0756411, 0.28431, 2.42252, 1.0], [9, 0.167032, 0.019143, 2.46221, 1.0], [10, 0.197285, -0.226449, 2.41514, 1.0], [11, 0.186669, -0.279567, 2.39964, 1.0], [12, -0.176116, -0.255505, 2.52614, 1.0], [13, -0.228037, -0.634472, 2.64537, 1.0], [14, -0.290167, -1.03302, 2.74286, 1.0], [15, -0.316895, -1.08789, 2.65234, 1.0], [16, -0.00942647, -0.256228, 2.52245, 1.0], [17, 0.0546238, -0.632093, 2.62991, 1.0], [18, 0.0826983, -1.01341, 2.72354, 1.0], [19, 0.0958862, -1.08203, 2.62695, 1.0], [20, -0.100615, 0.314445, 2.43586, 1.0], [21, -0.409144, -0.33941, 2.4533, 1.0], [22, -0.347585, -0.304215, 2.424, 1.0], [23, 0.188305, -0.334596, 2.39239, 1.0], [24, 0.125144, -0.301466, 2.37267, 1.0]]
[[0, -0.0942307, -0.259829, 2.56352, 1.0], [1, -0.0981728, 0.0715516, 2.49529, 1.0], [2, -0.101422, 0.393589, 2.41267, 1.0], [3, -0.0983727, 0.541449, 2.3644, 1.0], [4, -0.289476, 0.285729, 2.43777, 1.0], [5, -0.364495, -0.00131881, 2.49891, 1.0], [6, -0.414625, -0.245627, 2.4794, 1.0], [7, -0.413863, -0.283911, 2.45687, 1.0], [8, 0.0756605, 0.284321, 2.42251, 1.0], [9, 0.167278, 0.0185368, 2.46243, 1.0], [10, 0.197347, -0.227174, 2.41502, 1.0], [11, 0.186303, -0.27857, 2.40072, 1.0], [12, -0.176126, -0.25549, 2.52611, 1.0], [13, -0.227856, -0.640416, 2.64741, 1.0], [14, -0.290071, -1.03308, 2.74275, 1.0], [15, -0.314825, -1.08872, 2.64903, 1.0], [16, -0.00943698, -0.256212, 2.52243, 1.0], [17, 0.0546842, -0.632444, 2.63008, 1.0], [18, 0.0813242, -1.01846, 2.72619, 1.0], [19, 0.0963651, -1.0817, 2.62562, 1.0], [20, -0.100729, 0.314449, 2.43585, 1.0], [21, -0.408933, -0.33821, 2.45033, 1.0], [22, -0.347325, -0.303987, 2.42219, 1.0], [23, 0.189155, -0.334012, 2.39444, 1.0], [24, 0.125073, -0.301629, 2.37262, 1.0]]
[[0, -0.0942136, -0.259886, 2.56353, 1.0], [1, -0.0981705, 0.0715082, 2.49526, 1.0], [2, -0.101435, 0.393545, 2.41259, 1.0], [3, -0.0984207, 0.541412, 2.36436, 1.0], [4, -0.28951, 0.285774, 2.43786, 1.0], [5, -0.364507, -0.00135205, 2.49891, 1.0], [6, -0.414843, -0.245785, 2.47952, 1.0], [7, -0.414573, -0.283303, 2.457, 1.0], [8, 0.075668, 0.2843, 2.42251, 1.0], [9, 0.167636, 0.0178595, 2.46265, 1.0], [10, 0.197397, -0.227988, 2.41479, 1.0], [11, 0.186461, -0.279273, 2.39864, 1.0], [12, -0.176113, -0.255521, 2.52611, 1.0], [13, -0.228156, -0.641315, 2.64767, 1.0], [14, -0.290175, -1.03369, 2.74227, 1.0], [15, -0.314409, -1.08978, 2.64582, 1.0], [16, -0.00941671, -0.256301, 2.52243, 1.0], [17, 0.0547866, -0.631838, 2.62957, 1.0], [18, 0.0817131, -1.01753, 2.72637, 1.0], [19, 0.0957616, -1.08116, 2.62641, 1.0], [20, -0.100738, 0.314405, 2.43578, 1.0], [21, -0.40728, -0.339266, 2.45543, 1.0], [22, -0.347604, -0.304267, 2.42375, 1.0], [23, 0.192244, -0.334505, 2.39565, 1.0], [24, 0.125273, -0.301483, 2.37253, 1.0]]
[[0, -0.0942654, -0.259934, 2.56353, 1.0], [1, -0.0982373, 0.0714632, 2.49527, 1.0], [2, -0.101515, 0.393505, 2.41259, 1.0], [3, -0.0985392, 0.541351, 2.36435, 1.0], [4, -0.289597, 0.285797, 2.43796, 1.0], [5, -0.364479, -0.00155429, 2.49858, 1.0], [6, -0.415193, -0.246028, 2.47972, 1.0], [7, -0.4164, -0.28265, 2.45575, 1.0], [8, 0.0756667, 0.284311, 2.42252, 1.0], [9, 0.167704, 0.0176919, 2.46262, 1.0], [10, 0.197393, -0.228271, 2.41475, 1.0], [11, 0.186044, -0.2791, 2.39944, 1.0], [12, -0.176165, -0.255572, 2.52612, 1.0], [13, -0.228316, -0.64145, 2.64764, 1.0], [14, -0.290165, -1.03367, 2.74228, 1.0], [15, -0.314357, -1.08963, 2.64557, 1.0], [16, -0.00946704, -0.256344, 2.52243, 1.0], [17, 0.0546906, -0.631652, 2.62946, 1.0], [18, 0.0821857, -1.01761, 2.72628, 1.0], [19, 0.0955836, -1.081, 2.6266, 1.0], [20, -0.100815, 0.314364, 2.43579, 1.0], [21, -0.408186, -0.337715, 2.4475, 1.0], [22, -0.347966, -0.303589, 2.4218, 1.0], [23, 0.187131, -0.334699, 2.39418, 1.0], [24, 0.125193, -0.301451, 2.37273, 1.0]]
[[0, -0.0945315, -0.260301, 2.56363, 1.0], [1, -0.0983823, 0.0713201, 2.49531, 1.0], [2, -0.101576, 0.393482, 2.4126, 1.0], [3, -0.0986886, 0.541333, 2.36431, 1.0], [4, -0.28984, 0.285697, 2.43831, 1.0], [5, -0.364729, -0.00172647, 2.49878, 1.0], [6, -0.415403, -0.246253, 2.47966, 1.0], [7, -0.415923, -0.282508, 2.45754, 1.0], [8, 0.0756457, 0.284307, 2.42252, 1.0], [9, 0.167677, 0.0178935, 2.4626, 1.0], [10, 0.197304, -0.228123, 2.41468, 1.0], [11, 0.184949, -0.279225, 2.39909, 1.0], [12, -0.176447, -0.255984, 2.52633, 1.0], [13, -0.228629, -0.641788, 2.6478, 1.0], [14, -0.290125, -1.03364, 2.74242, 1.0], [15, -0.314375, -1.08967, 2.6456, 1.0], [16, -0.00971821, -0.256668, 2.52244, 1.0], [17, 0.0547192, -0.631549, 2.62939, 1.0], [18, 0.082606, -1.01835, 2.72618, 1.0], [19, 0.0955034, -1.081, 2.62673, 1.0], [20, -0.100893, 0.31432, 2.4358, 1.0], [21, -0.40876, -0.33887, 2.4516, 1.0], [22, -0.347518, -0.304124, 2.42336, 1.0], [23, 0.190381, -0.335152, 2.39535, 1.0], [24, 0.125036, -0.299742, 2.37511, 1.0]]
[[0, -0.094637, -0.2605, 2.56358, 1.0], [1, -0.0984918, 0.071162, 2.49515, 1.0], [2, -0.101696, 0.393365, 2.41228, 1.0], [3, -0.0989958, 0.541306, 2.36406, 1.0], [4, -0.289917, 0.285652, 2.43838, 1.0], [5, -0.364788, -0.00174295, 2.49879, 1.0], [6, -0.415556, -0.24627, 2.47963, 1.0], [7, -0.416398, -0.281346, 2.45659, 1.0], [8, 0.0755943, 0.284356, 2.42243, 1.0], [9, 0.167632, 0.0180718, 2.46244, 1.0], [10, 0.197243, -0.2279, 2.41404, 1.0], [11, 0.184704, -0.279239, 2.39687, 1.0], [12, -0.176554, -0.256221, 2.52632, 1.0], [13, -0.228772, -0.641823, 2.64778, 1.0], [14, -0.290013, -1.03392, 2.74178, 1.0], [15, -0.314124, -1.08988, 2.64399, 1.0], [16, -0.00982572, -0.256838, 2.52232, 1.0], [17, 0.0546836, -0.630845, 2.62863, 1.0], [18, 0.0825949, -1.01787, 2.72563, 1.0], [19, 0.096312, -1.0806, 2.62473, 1.0], [20, -0.101011, 0.314191, 2.43553, 1.0], [21, -0.406132, -0.338608, 2.45175, 1.0], [22, -0.347945, -0.304053, 2.42279, 1.0], [23, 0.189128, -0.337789, 2.39347, 1.0], [24, 0.128688, -0.298223, 2.38461, 1.0]]
[[0, -0.0947455, -0.260612, 2.56359, 1.0], [1, -0.098606, 0.0711019, 2.49517, 1.0], [2, -0.101818, 0.393353, 2.41231, 1.0], [3, -0.0991595, 0.541274, 2.36397, 1.0], [4, -0.29013, 0.28557, 2.43848, 1.0], [5, -0.364821, -0.00171992, 2.4988, 1.0], [6, -0.415957, -0.246185, 2.47981, 1.0], [7, -0.416554, -0.282403, 2.45693, 1.0], [8, 0.0755953, 0.284375, 2.42244, 1.0], [9, 0.167751, 0.0178977, 2.46206, 1.0], [10, 0.197076, -0.228189, 2.41411, 1.0], [11, 0.183781, -0.279224, 2.39484, 1.0], [12, -0.176673, -0.256371, 2.52632, 1.0], [13, -0.229423, -0.643443, 2.64887, 1.0], [14, -0.289865, -1.03399, 2.74173, 1.0], [15, -0.313944, -1.09034, 2.64284, 1.0], [16, -0.00991938, -0.256913, 2.52234, 1.0], [17, 0.0545942, -0.630245, 2.62833, 1.0], [18, 0.0832144, -1.01754, 2.72509, 1.0], [19, 0.0961567, -1.08033, 2.62475, 1.0], [20, -0.10113, 0.314167, 2.43555, 1.0], [21, -0.406737, -0.338817, 2.45217, 1.0], [22, -0.347728, -0.303951, 2.42327, 1.0], [23, 0.186292, -0.335479, 2.38631, 1.0], [24, 0.125804, -0.301356, 2.37843, 1.0]]
[[0, -0.0947451, -0.260583, 2.56357, 1.0], [1, -0.0987513, 0.0711413, 2.49516, 1.0], [2, -0.102354, 0.393403, 2.41235, 1.0], [3, -0.0993197, 0.541135, 2.36387, 1.0], [4, -0.290642, 0.285671, 2.43884, 1.0], [5, -0.365064, -0.0014671, 2.49961, 1.0], [6, -0.415981, -0.245981, 2.47999, 1.0], [7, -0.41591, -0.282219, 2.45816, 1.0], [8, 0.0755516, 0.28461, 2.42245, 1.0], [9, 0.167747, 0.017914, 2.46206, 1.0], [10, 0.196725, -0.22827, 2.41439, 1.0], [11, 0.183603, -0.280591, 2.39435, 1.0], [12, -0.176672, -0.256358, 2.5263, 1.0], [13, -0.229403, -0.644308, 2.64918, 1.0], [14, -0.289478, -1.03598, 2.74195, 1.0], [15, -0.313947, -1.09066, 2.64203, 1.0], [16, -0.00991871, -0.256856, 2.52231, 1.0], [17, 0.0545692, -0.63024, 2.62822, 1.0], [18, 0.0835186, -1.01791, 2.72513, 1.0], [19, 0.0961158, -1.08048, 2.62513, 1.0], [20, -0.101547, 0.314217, 2.43558, 1.0], [21, -0.408487, -0.336807, 2.44764, 1.0], [22, -0.347527, -0.30412, 2.42334, 1.0], [23, 0.188954, -0.338137, 2.38888, 1.0], [24, 0.12518, -0.302903, 2.36533, 1.0]]
[[0, -0.0948032, -0.26066, 2.56358, 1.0], [1, -0.0990407, 0.0711359, 2.49511, 1.0], [2, -0.103082, 0.393615, 2.41216, 1.0], [3, -0.0995924, 0.541086, 2.36399, 1.0], [4, -0.290832, 0.285558, 2.43891, 1.0], [5, -0.365505, -0.00238, 2.49981, 1.0], [6, -0.416255, -0.246981, 2.48021, 1.0], [7, -0.415, -0.282099, 2.45643, 1.0], [8, 0.0753713, 0.284483, 2.42232, 1.0], [9, 0.167654, 0.0177696, 2.46195, 1.0], [10, 0.196329, -0.228532, 2.41445, 1.0], [11, 0.182953, -0.279175, 2.39246, 1.0], [12, -0.176732, -0.256434, 2.52635, 1.0], [13, -0.229492, -0.64533, 2.64948, 1.0], [14, -0.289477, -1.03596, 2.74198, 1.0], [15, -0.313841, -1.09078, 2.64145, 1.0], [16, -0.0099793, -0.25694, 2.52229, 1.0], [17, 0.0545019, -0.630318, 2.62787, 1.0], [18, 0.0824363, -1.0193, 2.72557, 1.0], [19, 0.0957607, -1.0803, 2.62587, 1.0], [20, -0.102151, 0.314357, 2.43543, 1.0], [21, -0.409077, -0.33728, 2.45111, 1.0], [22, -0.347712, -0.304031, 2.42356, 1.0], [23, 0.186029, -0.336189, 2.38031, 1.0], [24, 0.122475, -0.300583, 2.363, 1.0]]
[[0, -0.0949254, -0.260772, 2.56366, 1.0], [1, -0.0992069, 0.0710131, 2.49511, 1.0], [2, -0.103263, 0.393474, 2.41206, 1.0], [3, -0.0997527, 0.541023, 2.36397, 1.0], [4, -0.291098, 0.285487, 2.43915, 1.0], [5, -0.365408, -0.00262477, 2.4999, 1.0], [6, -0.416324, -0.247231, 2.48022, 1.0], [7, -0.415054, -0.281752, 2.45804, 1.0], [8, 0.0752496, 0.284447, 2.42223, 1.0], [9, 0.167609, 0.0177658, 2.46169, 1.0], [10, 0.196101, -0.228625, 2.41435, 1.0], [11, 0.183005, -0.280033, 2.39316, 1.0], [12, -0.17691, -0.256774, 2.52647, 1.0], [13, -0.229495, -0.645859, 2.64966, 1.0], [14, -0.28936, -1.03591, 2.74203, 1.0], [15, -0.313782, -1.09088, 2.64099, 1.0], [16, -0.0100715, -0.256934, 2.52234, 1.0], [17, 0.0546055, -0.630261, 2.62788, 1.0], [18, 0.0838755, -1.01911, 2.72392, 1.0], [19, 0.100198, -1.08083, 2.62441, 1.0], [20, -0.102332, 0.314222, 2.43536, 1.0], [21, -0.407231, -0.337723, 2.45239, 1.0], [22, -0.348306, -0.30368, 2.42197, 1.0], [23, 0.184024, -0.338184, 2.3877, 1.0], [24, 0.12492, -0.301287, 2.37052, 1.0]]
[[0, -0.0949778, -0.260819, 2.56371, 1.0], [1, -0.0994199, 0.0709188, 2.4951, 1.0], [2, -0.103684, 0.39332, 2.41194, 1.0], [3, -0.100242, 0.540791, 2.36358, 1.0], [4, -0.291293, 0.285502, 2.43919, 1.0], [5, -0.365367, -0.00265396, 2.49987, 1.0], [6, -0.416352, -0.247284, 2.48025, 1.0], [7, -0.415681, -0.282179, 2.45755, 1.0], [8, 0.0748648, 0.284303, 2.42186, 1.0], [9, 0.167621, 0.0177121, 2.46146, 1.0], [10, 0.195927, -0.22876, 2.41428, 1.0], [11, 0.183167, -0.280906, 2.39183, 1.0], [12, -0.176998, -0.257014, 2.52665, 1.0], [13, -0.229622, -0.645705, 2.64964, 1.0], [14, -0.289236, -1.03566, 2.74176, 1.0], [15, -0.313929, -1.09065, 2.64111, 1.0], [16, -0.0101203, -0.256905, 2.52233, 1.0], [17, 0.0546196, -0.630172, 2.62789, 1.0], [18, 0.083711, -1.01791, 2.72417, 1.0], [19, 0.0997707, -1.08039, 2.624, 1.0], [20, -0.102701, 0.314084, 2.43527, 1.0], [21, -0.405476, -0.339268, 2.45442, 1.0], [22, -0.347771, -0.304066, 2.41776, 1.0], [23, 0.18474, -0.337871, 2.3883, 1.0], [24, 0.124065, -0.302972, 2.36621, 1.0]]
