[[0, -0.175113, -0.411702, 3.13697, 1.0], [1, -0.184356, -0.100429, 3.11285, 1.0], [2, -0.19259, 0.204791, 3.07547, 1.0], [3, -0.184683, 0.353015, 3.05938, 1.0], [4, -0.363511, 0.109264, 3.08897, 1.0], [5, -0.449078, -0.163031, 3.06697, 1.0], [6, -0.487017, -0.396683, 3.00825, 1.0], [7, -0.477428, -0.445973, 2.9871, 1.0], [8, -0.0182202, 0.0989763, 3.06982, 1.0], [9, 0.0869019, -0.168245, 3.05756, 1.0], [10, 0.132898, -0.401212, 3.00152, 1.0], [11, 0.125085, -0.462094, 2.9679, 1.0], [12, -0.251635, -0.404519, 3.10112, 1.0], [13, -0.286097, -0.846648, 3.22806, 1.0], [14, -0.280746, -1.24041, 3.24264, 1.0], [15, -0.412989, -1.25049, 3.16106, 1.0], [16, -0.0944862, -0.40925, 3.0994, 1.0], [17, -0.0405811, -0.794026, 3.1424, 1.0], [18, -0.00701635, -1.19713, 3.23116, 1.0], [19, -0.0233196, -1.27275, 3.08305, 1.0], [20, -0.190706, 0.129317, 3.08723, 1.0], [21, -0.473867, -0.505108, 2.9662, 1.0], [22, -0.520975, -0.437931, 2.95633, 1.0], [23, 0.119632, -0.519827, 2.94195, 1.0], [24, 0.17641, -0.473708, 2.92561, 1.0]]
[[0, -0.175031, -0.41142, 3.13689, 1.0], [1, -0.184254, -0.100159, 3.11281, 1.0], [2, -0.192468, 0.205053, 3.07547, 1.0], [3, -0.184902, 0.353629, 3.0596, 1.0], [4, -0.363533, 0.109306, 3.08897, 1.0], [5, -0.449158, -0.16296, 3.06729, 1.0], [6, -0.487488, -0.396418, 3.00839, 1.0], [7, -0.478628, -0.445558, 2.98721, 1.0], [8, -0.0177407, 0.0984461, 3.06982, 1.0], [9, 0.0871083, -0.168451, 3.05756, 1.0], [10, 0.132908, -0.401365, 3.00151, 1.0], [11, 0.12593, -0.463942, 2.96823, 1.0], [12, -0.251525, -0.404036, 3.10112, 1.0], [13, -0.284494, -0.850719, 3.22805, 1.0], [14, -0.28009, -1.22677, 3.24684, 1.0], [15, -0.337545, -1.2776, 3.09108, 1.0], [16, -0.0944212, -0.409099, 3.09927, 1.0], [17, -0.0404548, -0.793582, 3.14259, 1.0], [18, -0.0075138, -1.19842, 3.23226, 1.0], [19, 0.00426102, -1.27637, 3.13086, 1.0], [20, -0.190589, 0.129581, 3.08722, 1.0], [21, -0.480862, -0.504375, 2.96253, 1.0], [22, -0.522991, -0.429789, 2.95714, 1.0], [23, 0.119775, -0.520877, 2.94246, 1.0], [24, 0.175179, -0.470032, 2.92655, 1.0]]
[[0, -0.174468, -0.40868, 3.13555, 1.0], [1, -0.183586, -0.0994083, 3.11232, 1.0], [2, -0.191537, 0.204944, 3.07538, 1.0], [3, -0.185042, 0.35364, 3.05953, 1.0], [4, -0.363522, 0.109138, 3.08889, 1.0], [5, -0.449334, -0.163407, 3.06763, 1.0], [6, -0.487825, -0.396702, 3.00838, 1.0], [7, -0.478707, -0.445661, 2.98727, 1.0], [8, -0.0173011, 0.0969696, 3.06973, 1.0], [9, 0.0876329, -0.169336, 3.0575, 1.0], [10, 0.133385, -0.402233, 3.00167, 1.0], [11, 0.125924, -0.463891, 2.96951, 1.0], [12, -0.250965, -0.400986, 3.10051, 1.0], [13, -0.28445, -0.850717, 3.22789, 1.0], [14, -0.2742, -1.22316, 3.25751, 1.0], [15, -0.191406, -1.27539, 3.16797, 1.0], [16, -0.0938428, -0.406605, 3.09721, 1.0], [17, -0.040351, -0.793645, 3.14262, 1.0], [18, 0.0017897, -1.1998, 3.22251, 1.0], [19, 0.0429993, -1.27734, 3.08984, 1.0], [20, -0.189798, 0.129666, 3.08703, 1.0], [21, -0.478369, -0.503692, 2.96528, 1.0], [22, -0.524272, -0.426903, 2.96337, 1.0], [23, 0.122674, -0.520076, 2.94075, 1.0], [24, 0.175428, -0.468398, 2.92953, 1.0]]
[[0, -0.17426, -0.408422, 3.13538, 1.0], [1, -0.183478, -0.0992367, 3.11219, 1.0], [2, -0.191518, 0.204972, 3.07532, 1.0], [3, -0.184985, 0.353704, 3.05945, 1.0], [4, -0.363554, 0.110302, 3.08987, 1.0], [5, -0.448635, -0.16298, 3.06751, 1.0], [6, -0.487818, -0.396259, 3.00843, 1.0], [7, -0.478586, -0.446492, 2.98678, 1.0], [8, -0.0170545, 0.0968033, 3.06968, 1.0], [9, 0.0881132, -0.169846, 3.05747, 1.0], [10, 0.133589, -0.402894, 3.00181, 1.0], [11, 0.126509, -0.463026, 2.9702, 1.0], [12, -0.25068, -0.40045, 3.10049, 1.0], [13, -0.284413, -0.850869, 3.22785, 1.0], [14, -0.274439, -1.22496, 3.25594, 1.0], [15, -0.318359, -1.27637, 3.0918, 1.0], [16, -0.0936841, -0.40653, 3.09702, 1.0], [17, -0.0403379, -0.793641, 3.14257, 1.0], [18, 0.00199745, -1.19968, 3.22253, 1.0], [19, 0.00585076, -1.28565, 3.06531, 1.0], [20, -0.189761, 0.129721, 3.08696, 1.0], [21, -0.475703, -0.504421, 2.964, 1.0], [22, -0.526835, -0.432413, 2.9624, 1.0], [23, 0.12188, -0.519428, 2.93623, 1.0], [24, 0.176223, -0.472894, 2.92595, 1.0]]
[[0, -0.175314, -0.404935, 3.13423, 1.0], [1, -0.184087, -0.0978528, 3.11131, 1.0], [2, -0.191825, 0.205112, 3.07482, 1.0], [3, -0.184985, 0.354037, 3.05906, 1.0], [4, -0.363941, 0.115401, 3.09276, 1.0], [5, -0.448414, -0.162609, 3.06779, 1.0], [6, -0.487679, -0.396233, 3.00846, 1.0], [7, -0.478132, -0.445405, 2.9878, 1.0], [8, -0.0169684, 0.0969132, 3.06959, 1.0], [9, 0.0881719, -0.169615, 3.05741, 1.0], [10, 0.13376, -0.403066, 3.00183, 1.0], [11, 0.127097, -0.46223, 2.96848, 1.0], [12, -0.251911, -0.395453, 3.09892, 1.0], [13, -0.284681, -0.849888, 3.22751, 1.0], [14, -0.279334, -1.20418, 3.25619, 1.0], [15, -0.209106, -1.26563, 3.15039, 1.0], [16, -0.0945366, -0.404464, 3.0963, 1.0], [17, -0.0407342, -0.79224, 3.14212, 1.0], [18, 0.00429041, -1.1991, 3.22221, 1.0], [19, 0.027092, -1.27598, 3.09043, 1.0], [20, -0.190107, 0.130061, 3.08639, 1.0], [21, -0.474319, -0.501989, 2.95525, 1.0], [22, -0.524387, -0.432559, 2.9597, 1.0], [23, 0.120872, -0.517877, 2.94144, 1.0], [24, 0.176313, -0.472677, 2.92627, 1.0]]
[[0, -0.175514, -0.40417, 3.13359, 1.0], [1, -0.183987, -0.0974411, 3.11111, 1.0], [2, -0.191513, 0.205242, 3.07496, 1.0], [3, -0.184994, 0.353981, 3.05899, 1.0], [4, -0.363864, 0.114411, 3.09209, 1.0], [5, -0.447898, -0.162261, 3.0681, 1.0], [6, -0.487636, -0.395904, 3.00846, 1.0], [7, -0.479491, -0.445685, 2.98529, 1.0], [8, -0.0169275, 0.096857, 3.06953, 1.0], [9, 0.0881794, -0.169609, 3.05737, 1.0], [10, 0.134046, -0.403194, 3.00192, 1.0], [11, 0.127728, -0.463036, 2.96937, 1.0], [12, -0.252073, -0.395047, 3.09851, 1.0], [13, -0.283872, -0.849624, 3.22696, 1.0], [14, -0.282094, -1.19576, 3.2554, 1.0], [15, -0.205046, -1.26563, 3.16203, 1.0], [16, -0.0947671, -0.403396, 3.09555, 1.0], [17, -0.0407413, -0.792195, 3.14206, 1.0], [18, 0.00907395, -1.21684, 3.20656, 1.0], [19, 7.54651e-06, -1.28262, 3.093, 1.0], [20, -0.189868, 0.130248, 3.08642, 1.0], [21, -0.481162, -0.502703, 2.9523, 1.0], [22, -0.528352, -0.434303, 2.96347, 1.0], [23, 0.124984, -0.520093, 2.94467, 1.0], [24, 0.176326, -0.471248, 2.92741, 1.0]]
[[0, -0.175544, -0.40463, 3.13358, 1.0], [1, -0.183866, -0.0974668, 3.11105, 1.0], [2, -0.190957, 0.205429, 3.07494, 1.0], [3, -0.185113, 0.354124, 3.05883, 1.0], [4, -0.363712, 0.113314, 3.09115, 1.0], [5, -0.447695, -0.161204, 3.06846, 1.0], [6, -0.48769, -0.394779, 3.00873, 1.0], [7, -0.480104, -0.446185, 2.98605, 1.0], [8, -0.0169696, 0.0970832, 3.06963, 1.0], [9, 0.0883248, -0.169432, 3.05734, 1.0], [10, 0.134017, -0.403057, 3.00196, 1.0], [11, 0.126572, -0.46313, 2.97153, 1.0], [12, -0.252164, -0.396132, 3.09862, 1.0], [13, -0.284083, -0.849687, 3.22715, 1.0], [14, -0.278998, -1.24525, 3.24437, 1.0], [15, -0.20631, -1.2925, 3.15054, 1.0], [16, -0.0947734, -0.403538, 3.09552, 1.0], [17, -0.040647, -0.79213, 3.14203, 1.0], [18, -0.0260425, -1.20588, 3.24266, 1.0], [19, -0.0159919, -1.2743, 3.10389, 1.0], [20, -0.189443, 0.13037, 3.08639, 1.0], [21, -0.476001, -0.502722, 2.95657, 1.0], [22, -0.525563, -0.433619, 2.95904, 1.0], [23, 0.123973, -0.519159, 2.94369, 1.0], [24, 0.176204, -0.472552, 2.92649, 1.0]]
[[0, -0.17553, -0.40409, 3.13299, 1.0], [1, -0.183818, -0.0973796, 3.11086, 1.0], [2, -0.190874, 0.205231, 3.07491, 1.0], [3, -0.185035, 0.354075, 3.05871, 1.0], [4, -0.363694, 0.113257, 3.09098, 1.0], [5, -0.447584, -0.161071, 3.06845, 1.0], [6, -0.488402, -0.394268, 3.00791, 1.0], [7, -0.480031, -0.44608, 2.98383, 1.0], [8, -0.0161965, 0.0963235, 3.06957, 1.0], [9, 0.0884423, -0.169525, 3.0572, 1.0], [10, 0.134315, -0.403276, 3.00305, 1.0], [11, 0.126357, -0.462224, 2.97033, 1.0], [12, -0.252162, -0.395519, 3.09822, 1.0], [13, -0.284081, -0.84933, 3.227, 1.0], [14, -0.273053, -1.23763, 3.25097, 1.0], [15, -0.21825, -1.27069, 3.1337, 1.0], [16, -0.0947554, -0.403097, 3.09477, 1.0], [17, -0.040683, -0.791129, 3.14143, 1.0], [18, -0.0132118, -1.1993, 3.23073, 1.0], [19, -0.00601407, -1.27392, 3.10285, 1.0], [20, -0.189387, 0.130293, 3.08632, 1.0], [21, -0.478101, -0.505112, 2.96965, 1.0], [22, -0.525166, -0.433409, 2.9588, 1.0], [23, 0.116647, -0.520856, 2.94425, 1.0], [24, 0.176673, -0.475491, 2.92181, 1.0]]
[[0, -0.175523, -0.404076, 3.13292, 1.0], [1, -0.183756, -0.0972409, 3.11078, 1.0], [2, -0.190766, 0.205405, 3.07489, 1.0], [3, -0.185047, 0.354053, 3.05867, 1.0], [4, -0.363685, 0.113258, 3.09095, 1.0], [5, -0.447275, -0.161355, 3.06889, 1.0], [6, -0.488302, -0.394414, 3.0082, 1.0], [7, -0.479426, -0.445251, 2.98453, 1.0], [8, -0.0162092, 0.0963658, 3.06958, 1.0], [9, 0.0883644, -0.168933, 3.05768, 1.0], [10, 0.134317, -0.402592, 3.00347, 1.0], [11, 0.126356, -0.462408, 2.97088, 1.0], [12, -0.252157, -0.39551, 3.09813, 1.0], [13, -0.283759, -0.849931, 3.22684, 1.0], [14, -0.273692, -1.23758, 3.24938, 1.0], [15, -0.209953, -1.27696, 3.13884, 1.0], [16, -0.0947506, -0.403086, 3.09472, 1.0], [17, -0.0401551, -0.791214, 3.14169, 1.0], [18, -0.0308926, -1.21644, 3.2423, 1.0], [19, 0.0419042, -1.25912, 3.08896, 1.0], [20, -0.189281, 0.130471, 3.08628, 1.0], [21, -0.481117, -0.500582, 2.95453, 1.0], [22, -0.525292, -0.432622, 2.95926, 1.0], [23, 0.121287, -0.519307, 2.93481, 1.0], [24, 0.176183, -0.473107, 2.92664, 1.0]]
[[0, -0.175764, -0.404148, 3.13293, 1.0], [1, -0.183737, -0.0972639, 3.11077, 1.0], [2, -0.190337, 0.205172, 3.07508, 1.0], [3, -0.185079, 0.353921, 3.05857, 1.0], [4, -0.363653, 0.11318, 3.09091, 1.0], [5, -0.447335, -0.161216, 3.06898, 1.0], [6, -0.488528, -0.394135, 3.00793, 1.0], [7, -0.481364, -0.443131, 2.98652, 1.0], [8, -0.0162534, 0.0964173, 3.06958, 1.0], [9, 0.0888403, -0.169284, 3.05762, 1.0], [10, 0.13409, -0.40315, 3.004, 1.0], [11, 0.125974, -0.462974, 2.97267, 1.0], [12, -0.252314, -0.395668, 3.09818, 1.0], [13, -0.283481, -0.849238, 3.22643, 1.0], [14, -0.278469, -1.22148, 3.25104, 1.0], [15, -0.179409, -1.26008, 3.23443, 1.0], [16, -0.0951447, -0.403082, 3.09473, 1.0], [17, -0.0400239, -0.791391, 3.1417, 1.0], [18, 0.0134307, -1.19707, 3.21917, 1.0], [19, 0.0181838, -1.27702, 3.06858, 1.0], [20, -0.188997, 0.130318, 3.0864, 1.0], [21, -0.478148, -0.503684, 2.97016, 1.0], [22, -0.526171, -0.431664, 2.95942, 1.0], [23, 0.126946, -0.519854, 2.93869, 1.0], [24, 0.175917, -0.470909, 2.9307, 1.0]]
[[0, -0.174642, -0.408265, 3.13291, 1.0], [1, -0.182949, -0.0990204, 3.11102, 1.0], [2, -0.189818, 0.204448, 3.07544, 1.0], [3, -0.185091, 0.353944, 3.05877, 1.0], [4, -0.36413, 0.106722, 3.09016, 1.0], [5, -0.447231, -0.161829, 3.06901, 1.0], [6, -0.488451, -0.390998, 3.00906, 1.0], [7, -0.482273, -0.441759, 2.99038, 1.0], [8, -0.0141612, 0.0931142, 3.07132, 1.0], [9, 0.0890922, -0.170514, 3.05794, 1.0], [10, 0.133754, -0.400652, 3.005, 1.0], [11, 0.131891, -0.462517, 2.97156, 1.0], [12, -0.251222, -0.40063, 3.09751, 1.0], [13, -0.282351, -0.848283, 3.22674, 1.0], [14, -0.285376, -1.18847, 3.25377, 1.0], [15, -0.228638, -1.25977, 3.1582, 1.0], [16, -0.0939964, -0.406473, 3.09516, 1.0], [17, -0.0411253, -0.804467, 3.14944, 1.0], [18, 0.0066873, -1.18668, 3.22221, 1.0], [19, -0.00288086, -1.27192, 3.10344, 1.0], [20, -0.188397, 0.129395, 3.08676, 1.0], [21, -0.477343, -0.505448, 2.97488, 1.0], [22, -0.526427, -0.435303, 2.96069, 1.0], [23, 0.138548, -0.517087, 2.93534, 1.0], [24, 0.191066, -0.481974, 2.92892, 1.0]]
