[['2, k, 0', [-0.384345, -0.787035, 1.0]], ['2, k, 1', [-0.405592, -0.478996, 1.0]], ['2, k, 2', [-0.424585, -0.175312, 1.0]], ['2, k, 3', [-0.413884, -0.00838227, 1.0]], ['2, k, 4', [-0.549876, -0.282147, 1.0]], ['2, k, 5', [-0.568805, -0.208232, 1.0]], ['2, k, 6', [-0.53311, -0.139923, 1.0]], ['2, k, 7', [-0.529612, -0.119013, 1.0]], ['2, k, 8', [-0.248063, -0.234144, 1.0]], ['2, k, 9', [-0.108643, -0.194667, 1.0]], ['2, k, 10', [0.0131803, -0.159551, 1.0]], ['2, k, 11', [0.0846922, -0.102324, 1.0]], ['2, k, 12', [-0.448488, -0.788688, 1.0]], ['2, k, 13', [-0.53105, -1.09478, 1.0]], ['2, k, 14', [-0.550551, -1.50507, 1.0]], ['2, k, 15', [-0.494566, -1.56328, 1.0]], ['2, k, 16', [-0.311135, -0.766809, 1.0]], ['2, k, 17', [-0.242915, -1.07929, 1.0]], ['2, k, 18', [-0.197317, -1.48695, 1.0]], ['2, k, 19', [-0.168164, -1.52165, 1.0]], ['2, k, 20', [-0.420226, -0.250709, 1.0]], ['2, k, 21', [-0.530788, -0.106318, 1.0]], ['2, k, 22', [-0.589543, -0.119819, 1.0]], ['2, k, 23', [0.131866, -0.0922808, 1.0]], ['2, k, 24', [0.00268891, -0.104296, 1.0]]]
[['2, k, 0', [-0.378696, -0.770054, 1.0]], ['2, k, 1', [-0.404241, -0.473961, 1.0]], ['2, k, 2', [-0.424558, -0.175043, 1.0]], ['2, k, 3', [-0.413801, -0.00841845, 1.0]], ['2, k, 4', [-0.549801, -0.281974, 1.0]], ['2, k, 5', [-0.570838, -0.206245, 1.0]], ['2, k, 6', [-0.532942, -0.138147, 1.0]], ['2, k, 7', [-0.547642, -0.117125, 1.0]], ['2, k, 8', [-0.247693, -0.233892, 1.0]], ['2, k, 9', [-0.1081, -0.195817, 1.0]], ['2, k, 10', [0.0215108, -0.136807, 1.0]], ['2, k, 11', [0.0806344, -0.103209, 1.0]], ['2, k, 12', [-0.443061, -0.772283, 1.0]], ['2, k, 13', [-0.529652, -1.08825, 1.0]], ['2, k, 14', [-0.546628, -1.51432, 1.0]], ['2, k, 15', [-0.50858, -1.54896, 1.0]], ['2, k, 16', [-0.305337, -0.749543, 1.0]], ['2, k, 17', [-0.24875, -1.07416, 1.0]], ['2, k, 18', [-0.201477, -1.49802, 1.0]], ['2, k, 19', [-0.222995, -1.56624, 1.0]], ['2, k, 20', [-0.420111, -0.250033, 1.0]], ['2, k, 21', [-0.557663, -0.108366, 1.0]], ['2, k, 22', [-0.602329, -0.11346, 1.0]], ['2, k, 23', [0.120936, -0.0955445, 1.0]], ['2, k, 24', [0.0089997, -0.104983, 1.0]]]
[['2, k, 0', [-0.380374, -0.746399, 1.0]], ['2, k, 1', [-0.401913, -0.456968, 1.0]], ['2, k, 2', [-0.422904, -0.171592, 1.0]], ['2, k, 3', [-0.413631, -0.00840835, 1.0]], ['2, k, 4', [-0.550886, -0.278128, 1.0]], ['2, k, 5', [-0.579585, -0.208257, 1.0]], ['2, k, 6', [-0.579389, -0.140708, 1.0]], ['2, k, 7', [-0.570851, -0.116467, 1.0]], ['2, k, 8', [-0.247261, -0.234082, 1.0]], ['2, k, 9', [-0.0880546, -0.197726, 1.0]], ['2, k, 10', [0.0215026, -0.137668, 1.0]], ['2, k, 11', [0.0740779, -0.104397, 1.0]], ['2, k, 12', [-0.44585, -0.741338, 1.0]], ['2, k, 13', [-0.506068, -1.13903, 1.0]], ['2, k, 14', [-0.520721, -1.51429, 1.0]], ['2, k, 15', [-0.496025, -1.57036, 1.0]], ['2, k, 16', [-0.306145, -0.732712, 1.0]], ['2, k, 17', [-0.252302, -1.11727, 1.0]], ['2, k, 18', [-0.200831, -1.54051, 1.0]], ['2, k, 19', [-0.247114, -1.58662, 1.0]], ['2, k, 20', [-0.417997, -0.243852, 1.0]], ['2, k, 21', [-0.560844, -0.104671, 1.0]], ['2, k, 22', [-0.619081, -0.108036, 1.0]], ['2, k, 23', [0.120963, -0.0960019, 1.0]], ['2, k, 24', [0.00799074, -0.104582, 1.0]]]
[['2, k, 0', [-0.380424, -0.745554, 1.0]], ['2, k, 1', [-0.401803, -0.456245, 1.0]], ['2, k, 2', [-0.422566, -0.171285, 1.0]], ['2, k, 3', [-0.413644, -0.00817439, 1.0]], ['2, k, 4', [-0.55072, -0.277918, 1.0]], ['2, k, 5', [-0.58271, -0.204977, 1.0]], ['2, k, 6', [-0.595017, -0.149691, 1.0]], ['2, k, 7', [-0.586466, -0.116403, 1.0]], ['2, k, 8', [-0.247167, -0.234113, 1.0]], ['2, k, 9', [-0.088196, -0.197864, 1.0]], ['2, k, 10', [0.0208102, -0.136549, 1.0]], ['2, k, 11', [0.0651136, -0.105614, 1.0]], ['2, k, 12', [-0.445788, -0.741215, 1.0]], ['2, k, 13', [-0.506002, -1.13888, 1.0]], ['2, k, 14', [-0.521969, -1.51435, 1.0]], ['2, k, 15', [-0.483983, -1.57072, 1.0]], ['2, k, 16', [-0.306422, -0.730405, 1.0]], ['2, k, 17', [-0.252241, -1.11665, 1.0]], ['2, k, 18', [-0.201397, -1.5306, 1.0]], ['2, k, 19', [-0.250344, -1.57393, 1.0]], ['2, k, 20', [-0.417624, -0.243179, 1.0]], ['2, k, 21', [-0.572456, -0.10609, 1.0]], ['2, k, 22', [-0.633766, -0.104433, 1.0]], ['2, k, 23', [0.103932, -0.0981997, 1.0]], ['2, k, 24', [-0.00175219, -0.106502, 1.0]]]
[['2, k, 0', [-0.380242, -0.745036, 1.0]], ['2, k, 1', [-0.401482, -0.455734, 1.0]], ['2, k, 2', [-0.422089, -0.17095, 1.0]], ['2, k, 3', [-0.413646, -0.00804969, 1.0]], ['2, k, 4', [-0.550545, -0.277549, 1.0]], ['2, k, 5', [-0.585822, -0.205114, 1.0]], ['2, k, 6', [-0.596163, -0.148581, 1.0]], ['2, k, 7', [-0.595949, -0.116695, 1.0]], ['2, k, 8', [-0.246143, -0.23604, 1.0]], ['2, k, 9', [-0.0982976, -0.197338, 1.0]], ['2, k, 10', [0.0204722, -0.136951, 1.0]], ['2, k, 11', [0.0563642, -0.107587, 1.0]], ['2, k, 12', [-0.445708, -0.741125, 1.0]], ['2, k, 13', [-0.505901, -1.13888, 1.0]], ['2, k, 14', [-0.52341, -1.5139, 1.0]], ['2, k, 15', [-0.478819, -1.56903, 1.0]], ['2, k, 16', [-0.306122, -0.729462, 1.0]], ['2, k, 17', [-0.252315, -1.11616, 1.0]], ['2, k, 18', [-0.200434, -1.53317, 1.0]], ['2, k, 19', [-0.25471, -1.57581, 1.0]], ['2, k, 20', [-0.417127, -0.242607, 1.0]], ['2, k, 21', [-0.598654, -0.107003, 1.0]], ['2, k, 22', [-0.648315, -0.112982, 1.0]], ['2, k, 23', [0.0930015, -0.100422, 1.0]], ['2, k, 24', [-0.0115234, -0.110869, 1.0]]]
[['2, k, 0', [-0.380392, -0.745461, 1.0]], ['2, k, 1', [-0.401229, -0.455976, 1.0]], ['2, k, 2', [-0.420942, -0.171004, 1.0]], ['2, k, 3', [-0.41379, -0.008108, 1.0]], ['2, k, 4', [-0.549989, -0.276646, 1.0]], ['2, k, 5', [-0.591457, -0.203993, 1.0]], ['2, k, 6', [-0.602798, -0.146751, 1.0]], ['2, k, 7', [-0.612316, -0.116097, 1.0]], ['2, k, 8', [-0.245014, -0.238432, 1.0]], ['2, k, 9', [-0.100502, -0.197295, 1.0]], ['2, k, 10', [0.0178285, -0.137597, 1.0]], ['2, k, 11', [0.050395, -0.108999, 1.0]], ['2, k, 12', [-0.446, -0.742086, 1.0]], ['2, k, 13', [-0.505769, -1.13917, 1.0]], ['2, k, 14', [-0.525645, -1.5137, 1.0]], ['2, k, 15', [-0.477089, -1.57121, 1.0]], ['2, k, 16', [-0.306336, -0.730358, 1.0]], ['2, k, 17', [-0.25236, -1.11485, 1.0]], ['2, k, 18', [-0.197729, -1.53379, 1.0]], ['2, k, 19', [-0.252717, -1.57677, 1.0]], ['2, k, 20', [-0.416317, -0.242596, 1.0]], ['2, k, 21', [-0.606625, -0.107517, 1.0]], ['2, k, 22', [-0.664981, -0.100761, 1.0]], ['2, k, 23', [0.0849912, -0.101087, 1.0]], ['2, k, 24', [-0.0131001, -0.110128, 1.0]]]
[['2, k, 0', [-0.380248, -0.745195, 1.0]], ['2, k, 1', [-0.400948, -0.455804, 1.0]], ['2, k, 2', [-0.42042, -0.170952, 1.0]], ['2, k, 3', [-0.413715, -0.00821441, 1.0]], ['2, k, 4', [-0.549096, -0.274008, 1.0]], ['2, k, 5', [-0.604669, -0.202671, 1.0]], ['2, k, 6', [-0.626296, -0.151241, 1.0]], ['2, k, 7', [-0.62984, -0.116411, 1.0]], ['2, k, 8', [-0.242997, -0.240005, 1.0]], ['2, k, 9', [-0.102291, -0.196083, 1.0]], ['2, k, 10', [0.0121973, -0.137728, 1.0]], ['2, k, 11', [0.0399587, -0.109448, 1.0]], ['2, k, 12', [-0.445793, -0.74162, 1.0]], ['2, k, 13', [-0.505721, -1.13916, 1.0]], ['2, k, 14', [-0.526373, -1.51441, 1.0]], ['2, k, 15', [-0.471975, -1.56891, 1.0]], ['2, k, 16', [-0.305978, -0.730023, 1.0]], ['2, k, 17', [-0.252403, -1.1148, 1.0]], ['2, k, 18', [-0.197195, -1.53439, 1.0]], ['2, k, 19', [-0.250356, -1.57428, 1.0]], ['2, k, 20', [-0.415841, -0.242421, 1.0]], ['2, k, 21', [-0.615851, -0.107219, 1.0]], ['2, k, 22', [-0.680527, -0.110268, 1.0]], ['2, k, 23', [0.0719086, -0.103079, 1.0]], ['2, k, 24', [-0.0177213, -0.110401, 1.0]]]
[['2, k, 0', [-0.380163, -0.745856, 1.0]], ['2, k, 1', [-0.400678, -0.456145, 1.0]], ['2, k, 2', [-0.419701, -0.171123, 1.0]], ['2, k, 3', [-0.413687, -0.00817279, 1.0]], ['2, k, 4', [-0.548986, -0.273923, 1.0]], ['2, k, 5', [-0.619194, -0.204473, 1.0]], ['2, k, 6', [-0.636814, -0.151876, 1.0]], ['2, k, 7', [-0.643578, -0.118108, 1.0]], ['2, k, 8', [-0.243046, -0.239872, 1.0]], ['2, k, 9', [-0.105916, -0.196553, 1.0]], ['2, k, 10', [0.00436424, -0.140367, 1.0]], ['2, k, 11', [0.0268531, -0.110718, 1.0]], ['2, k, 12', [-0.445631, -0.743544, 1.0]], ['2, k, 13', [-0.505481, -1.13935, 1.0]], ['2, k, 14', [-0.526325, -1.51334, 1.0]], ['2, k, 15', [-0.474121, -1.56614, 1.0]], ['2, k, 16', [-0.305891, -0.730494, 1.0]], ['2, k, 17', [-0.252189, -1.1144, 1.0]], ['2, k, 18', [-0.1981, -1.53814, 1.0]], ['2, k, 19', [-0.253063, -1.5717, 1.0]], ['2, k, 20', [-0.41535, -0.242537, 1.0]], ['2, k, 21', [-0.642083, -0.107767, 1.0]], ['2, k, 22', [-0.689601, -0.111622, 1.0]], ['2, k, 23', [0.0547446, -0.101973, 1.0]], ['2, k, 24', [-0.0268392, -0.110848, 1.0]]]
[['2, k, 0', [-0.379994, -0.746617, 1.0]], ['2, k, 1', [-0.399915, -0.456703, 1.0]], ['2, k, 2', [-0.417618, -0.171445, 1.0]], ['2, k, 3', [-0.413431, -0.00830307, 1.0]], ['2, k, 4', [-0.548931, -0.273755, 1.0]], ['2, k, 5', [-0.622979, -0.204911, 1.0]], ['2, k, 6', [-0.642193, -0.148127, 1.0]], ['2, k, 7', [-0.659945, -0.119589, 1.0]], ['2, k, 8', [-0.2431, -0.240486, 1.0]], ['2, k, 9', [-0.110237, -0.195319, 1.0]], ['2, k, 10', [-0.00487083, -0.14211, 1.0]], ['2, k, 11', [0.0102761, -0.112524, 1.0]], ['2, k, 12', [-0.445427, -0.745145, 1.0]], ['2, k, 13', [-0.505371, -1.1395, 1.0]], ['2, k, 14', [-0.526809, -1.51567, 1.0]], ['2, k, 15', [-0.475167, -1.56563, 1.0]], ['2, k, 16', [-0.305509, -0.731727, 1.0]], ['2, k, 17', [-0.251931, -1.11418, 1.0]], ['2, k, 18', [-0.198329, -1.5383, 1.0]], ['2, k, 19', [-0.2489, -1.5727, 1.0]], ['2, k, 20', [-0.413698, -0.242817, 1.0]], ['2, k, 21', [-0.667888, -0.108987, 1.0]], ['2, k, 22', [-0.706477, -0.120821, 1.0]], ['2, k, 23', [0.0432802, -0.10403, 1.0]], ['2, k, 24', [-0.0404203, -0.115266, 1.0]]]
[['2, k, 0', [-0.379267, -0.746918, 1.0]], ['2, k, 1', [-0.398799, -0.457027, 1.0]], ['2, k, 2', [-0.415948, -0.171731, 1.0]], ['2, k, 3', [-0.413243, -0.00824803, 1.0]], ['2, k, 4', [-0.548874, -0.273138, 1.0]], ['2, k, 5', [-0.625683, -0.20223, 1.0]], ['2, k, 6', [-0.672233, -0.15048, 1.0]], ['2, k, 7', [-0.690043, -0.120029, 1.0]], ['2, k, 8', [-0.243104, -0.240472, 1.0]], ['2, k, 9', [-0.112408, -0.195266, 1.0]], ['2, k, 10', [-0.0304966, -0.138581, 1.0]], ['2, k, 11', [-0.00701117, -0.113075, 1.0]], ['2, k, 12', [-0.444599, -0.744869, 1.0]], ['2, k, 13', [-0.505068, -1.13944, 1.0]], ['2, k, 14', [-0.527071, -1.51678, 1.0]], ['2, k, 15', [-0.47602, -1.56461, 1.0]], ['2, k, 16', [-0.303953, -0.732929, 1.0]], ['2, k, 17', [-0.251463, -1.1135, 1.0]], ['2, k, 18', [-0.199254, -1.53931, 1.0]], ['2, k, 19', [-0.247242, -1.57091, 1.0]], ['2, k, 20', [-0.412216, -0.24301, 1.0]], ['2, k, 21', [-0.677143, -0.107509, 1.0]], ['2, k, 22', [-0.738124, -0.0995732, 1.0]], ['2, k, 23', [0.0320171, -0.107197, 1.0]], ['2, k, 24', [-0.0573784, -0.114857, 1.0]]]
[['2, k, 0', [-0.378751, -0.747274, 1.0]], ['2, k, 1', [-0.398021, -0.457413, 1.0]], ['2, k, 2', [-0.414929, -0.172082, 1.0]], ['2, k, 3', [-0.413074, -0.00840726, 1.0]], ['2, k, 4', [-0.54871, -0.27249, 1.0]], ['2, k, 5', [-0.633197, -0.202826, 1.0]], ['2, k, 6', [-0.680011, -0.149964, 1.0]], ['2, k, 7', [-0.699063, -0.119542, 1.0]], ['2, k, 8', [-0.243187, -0.240486, 1.0]], ['2, k, 9', [-0.118958, -0.194196, 1.0]], ['2, k, 10', [-0.036487, -0.138412, 1.0]], ['2, k, 11', [-0.0236036, -0.112234, 1.0]], ['2, k, 12', [-0.443637, -0.745416, 1.0]], ['2, k, 13', [-0.504532, -1.14097, 1.0]], ['2, k, 14', [-0.526981, -1.51662, 1.0]], ['2, k, 15', [-0.476761, -1.56303, 1.0]], ['2, k, 16', [-0.303262, -0.733412, 1.0]], ['2, k, 17', [-0.250439, -1.11254, 1.0]], ['2, k, 18', [-0.198958, -1.5386, 1.0]], ['2, k, 19', [-0.243532, -1.56902, 1.0]], ['2, k, 20', [-0.411237, -0.243306, 1.0]], ['2, k, 21', [-0.702515, -0.107491, 1.0]], ['2, k, 22', [-0.750466, -0.114703, 1.0]], ['2, k, 23', [0.00674213, -0.105682, 1.0]], ['2, k, 24', [-0.0670751, -0.113794, 1.0]]]
