[[0, -0.0933289, -0.418761, 2.68846, 1.0], [1, -0.107748, -0.144004, 2.56429, 1.0], [2, -0.121224, 0.125848, 2.42747, 1.0], [3, -0.148402, 0.262315, 2.43718, 1.0], [4, -0.268677, 0.0896004, 2.4784, 1.0], [5, -0.394626, -0.0583645, 2.42222, 1.0], [6, -0.458923, -0.0879746, 2.20954, 1.0], [7, -0.489228, -0.0825495, 2.16076, 1.0], [8, 0.0118431, 0.0882623, 2.4494, 1.0], [9, 0.0934731, 0.158061, 2.21162, 1.0], [10, -0.0333656, 0.238, 2.08546, 1.0], [11, -0.0809119, 0.248284, 2.05107, 1.0], [12, -0.155947, -0.413061, 2.65689, 1.0], [13, -0.233342, -0.679192, 2.54227, 1.0], [14, -0.221033, -0.958263, 2.6608, 1.0], [15, -0.205566, -1.02246, 2.61914, 1.0], [16, -0.0283117, -0.413734, 2.65116, 1.0], [17, 0.0350773, -0.69338, 2.58853, 1.0], [18, -0.0353906, -0.960055, 2.7176, 1.0], [19, -0.0263977, -1.02734, 2.66992, 1.0], [20, -0.118016, 0.0591316, 2.46398, 1.0], [21, -0.515419, -0.0949844, 2.13741, 1.0], [22, -0.430552, -0.033425, 2.123, 1.0], [23, -0.11606, 0.246411, 2.03196, 1.0], [24, -0.0485222, 0.290117, 2.02322, 1.0]]
[[0, -0.0991829, -0.38401, 2.62213, 1.0], [1, -0.111193, -0.130573, 2.53768, 1.0], [2, -0.121476, 0.125959, 2.42484, 1.0], [3, -0.148456, 0.262046, 2.4324, 1.0], [4, -0.268536, 0.0891569, 2.47612, 1.0], [5, -0.394094, -0.0586057, 2.42199, 1.0], [6, -0.458867, -0.0879417, 2.20876, 1.0], [7, -0.490074, -0.0871564, 2.166, 1.0], [8, 0.0115434, 0.0879375, 2.44693, 1.0], [9, 0.0932221, 0.157952, 2.21044, 1.0], [10, -0.0353124, 0.234969, 2.08508, 1.0], [11, -0.0784074, 0.246675, 2.05382, 1.0], [12, -0.161657, -0.379203, 2.59108, 1.0], [13, -0.224224, -0.669455, 2.57265, 1.0], [14, -0.220863, -0.955874, 2.65813, 1.0], [15, -0.205547, -1.02238, 2.61914, 1.0], [16, -0.0342109, -0.379171, 2.58732, 1.0], [17, 0.0281134, -0.662305, 2.61817, 1.0], [18, -0.0352093, -0.96041, 2.71642, 1.0], [19, -0.0274906, -1.02749, 2.67022, 1.0], [20, -0.118835, 0.0605303, 2.45899, 1.0], [21, -0.507378, -0.0911986, 2.13877, 1.0], [22, -0.429353, -0.033672, 2.12321, 1.0], [23, -0.122255, 0.24283, 2.03326, 1.0], [24, -0.0455301, 0.284804, 2.01699, 1.0]]
[[0, -0.0984754, -0.383283, 2.61859, 1.0], [1, -0.111783, -0.129431, 2.53351, 1.0], [2, -0.123276, 0.125632, 2.42455, 1.0], [3, -0.149086, 0.260603, 2.43116, 1.0], [4, -0.268459, 0.0891807, 2.47515, 1.0], [5, -0.390766, -0.063519, 2.42561, 1.0], [6, -0.459145, -0.0925184, 2.21689, 1.0], [7, -0.492346, -0.0922103, 2.17041, 1.0], [8, 0.00934252, 0.0880949, 2.44533, 1.0], [9, 0.09126, 0.15789, 2.20945, 1.0], [10, -0.0381395, 0.232541, 2.08369, 1.0], [11, -0.0839261, 0.244442, 2.05322, 1.0], [12, -0.161154, -0.378666, 2.58915, 1.0], [13, -0.203917, -0.696591, 2.58394, 1.0], [14, -0.220827, -0.998702, 2.66835, 1.0], [15, -0.203207, -1.04007, 2.60297, 1.0], [16, -0.0333305, -0.378448, 2.58265, 1.0], [17, 0.00845763, -0.653912, 2.60573, 1.0], [18, -0.0365212, -0.964273, 2.71583, 1.0], [19, -0.0278477, -1.0276, 2.66939, 1.0], [20, -0.120228, 0.0608683, 2.45715, 1.0], [21, -0.507718, -0.0909893, 2.14144, 1.0], [22, -0.432127, -0.0372277, 2.13034, 1.0], [23, -0.129602, 0.23764, 2.03062, 1.0], [24, -0.0526077, 0.284045, 2.01407, 1.0]]
[[0, -0.0982848, -0.383063, 2.61687, 1.0], [1, -0.111869, -0.129102, 2.53132, 1.0], [2, -0.123591, 0.125308, 2.42423, 1.0], [3, -0.150727, 0.259455, 2.43075, 1.0], [4, -0.269086, 0.0898031, 2.47476, 1.0], [5, -0.390405, -0.0680937, 2.42841, 1.0], [6, -0.462095, -0.0953702, 2.21758, 1.0], [7, -0.494556, -0.0967592, 2.17543, 1.0], [8, 0.00765009, 0.0879702, 2.44456, 1.0], [9, 0.0868848, 0.157403, 2.20863, 1.0], [10, -0.0750348, 0.235031, 2.06965, 1.0], [11, -0.0899183, 0.241379, 2.05509, 1.0], [12, -0.160942, -0.378335, 2.58805, 1.0], [13, -0.203983, -0.69356, 2.58263, 1.0], [14, -0.219775, -0.986021, 2.6642, 1.0], [15, -0.205644, -1.03212, 2.60874, 1.0], [16, -0.0332093, -0.378495, 2.58087, 1.0], [17, 0.00722037, -0.666885, 2.61048, 1.0], [18, -0.0363972, -0.964781, 2.71554, 1.0], [19, -0.0331192, -1.0322, 2.66276, 1.0], [20, -0.120528, 0.06083, 2.45616, 1.0], [21, -0.515796, -0.101183, 2.14898, 1.0], [22, -0.432523, -0.0420931, 2.135, 1.0], [23, -0.132778, 0.240033, 2.03145, 1.0], [24, -0.0592739, 0.281894, 2.01278, 1.0]]
[[0, -0.0986371, -0.383023, 2.61556, 1.0], [1, -0.114418, -0.129068, 2.52962, 1.0], [2, -0.131589, 0.123441, 2.42604, 1.0], [3, -0.155632, 0.257262, 2.4313, 1.0], [4, -0.269345, 0.0898984, 2.47476, 1.0], [5, -0.391706, -0.0759132, 2.43882, 1.0], [6, -0.477659, -0.134877, 2.2719, 1.0], [7, -0.506518, -0.107056, 2.18345, 1.0], [8, 0.00647912, 0.0875856, 2.44369, 1.0], [9, 0.084316, 0.156883, 2.2086, 1.0], [10, -0.0749025, 0.234684, 2.06994, 1.0], [11, -0.0950014, 0.23867, 2.05484, 1.0], [12, -0.161123, -0.378196, 2.58724, 1.0], [13, -0.204175, -0.693571, 2.58262, 1.0], [14, -0.219851, -0.982327, 2.66301, 1.0], [15, -0.20612, -1.02836, 2.61002, 1.0], [16, -0.0337587, -0.37866, 2.57947, 1.0], [17, 0.00713364, -0.668567, 2.61073, 1.0], [18, -0.0378565, -0.972051, 2.71758, 1.0], [19, -0.0321742, -1.03301, 2.6633, 1.0], [20, -0.12671, 0.0601767, 2.45565, 1.0], [21, -0.511462, -0.0978491, 2.1508, 1.0], [22, -0.443193, -0.0526593, 2.143, 1.0], [23, -0.140461, 0.233828, 2.03107, 1.0], [24, -0.0664178, 0.277945, 2.0121, 1.0]]
[[0, -0.0989052, -0.382754, 2.61473, 1.0], [1, -0.114622, -0.128938, 2.52866, 1.0], [2, -0.13149, 0.123215, 2.42577, 1.0], [3, -0.156949, 0.256573, 2.43131, 1.0], [4, -0.269561, 0.0899624, 2.47479, 1.0], [5, -0.392294, -0.0781836, 2.44277, 1.0], [6, -0.477166, -0.133629, 2.27359, 1.0], [7, -0.506288, -0.108668, 2.18571, 1.0], [8, 0.0049426, 0.0872521, 2.44366, 1.0], [9, 0.0816251, 0.155636, 2.20907, 1.0], [10, -0.0741312, 0.234517, 2.07113, 1.0], [11, -0.0985373, 0.235872, 2.05672, 1.0], [12, -0.161332, -0.377838, 2.58657, 1.0], [13, -0.204872, -0.691778, 2.58222, 1.0], [14, -0.21968, -0.984513, 2.66313, 1.0], [15, -0.202142, -1.03371, 2.61012, 1.0], [16, -0.0340766, -0.378507, 2.57883, 1.0], [17, 0.00684497, -0.6697, 2.6109, 1.0], [18, -0.0397205, -0.973379, 2.71778, 1.0], [19, -0.032342, -1.03125, 2.66778, 1.0], [20, -0.126717, 0.0600714, 2.45512, 1.0], [21, -0.510666, -0.10278, 2.15458, 1.0], [22, -0.444924, -0.0544621, 2.1435, 1.0], [23, -0.143052, 0.231187, 2.03157, 1.0], [24, -0.072295, 0.277442, 2.01708, 1.0]]
[[0, -0.0989756, -0.382572, 2.61399, 1.0], [1, -0.114936, -0.128786, 2.52787, 1.0], [2, -0.131664, 0.123086, 2.42562, 1.0], [3, -0.159314, 0.255624, 2.43063, 1.0], [4, -0.271352, 0.0902545, 2.47555, 1.0], [5, -0.391892, -0.0844761, 2.44657, 1.0], [6, -0.475106, -0.125982, 2.27166, 1.0], [7, -0.507483, -0.109192, 2.18881, 1.0], [8, -0.00428176, 0.0824902, 2.44165, 1.0], [9, 0.0790167, 0.154647, 2.20801, 1.0], [10, -0.0973063, 0.217696, 2.06981, 1.0], [11, -0.10399, 0.231978, 2.05417, 1.0], [12, -0.161308, -0.377285, 2.58598, 1.0], [13, -0.205097, -0.691865, 2.58217, 1.0], [14, -0.220037, -0.984125, 2.66314, 1.0], [15, -0.204626, -1.03328, 2.61237, 1.0], [16, -0.034279, -0.378661, 2.57803, 1.0], [17, 0.00606437, -0.667865, 2.61037, 1.0], [18, -0.0392422, -0.973843, 2.71735, 1.0], [19, -0.0332874, -1.03155, 2.66841, 1.0], [20, -0.127011, 0.0600406, 2.45471, 1.0], [21, -0.515744, -0.10468, 2.15868, 1.0], [22, -0.445428, -0.0540014, 2.145, 1.0], [23, -0.147442, 0.228733, 2.02988, 1.0], [24, -0.0747062, 0.273114, 2.01471, 1.0]]
[[0, -0.0991947, -0.382511, 2.6135, 1.0], [1, -0.115376, -0.128733, 2.52733, 1.0], [2, -0.132021, 0.122888, 2.4256, 1.0], [3, -0.160769, 0.254723, 2.4303, 1.0], [4, -0.272292, 0.0896804, 2.47601, 1.0], [5, -0.392177, -0.0863757, 2.45077, 1.0], [6, -0.471705, -0.112431, 2.27053, 1.0], [7, -0.506948, -0.108225, 2.19095, 1.0], [8, -0.00427388, 0.0825244, 2.44153, 1.0], [9, 0.0772102, 0.153229, 2.209, 1.0], [10, -0.0899178, 0.221184, 2.07038, 1.0], [11, -0.106111, 0.229892, 2.05468, 1.0], [12, -0.161368, -0.377246, 2.58577, 1.0], [13, -0.205389, -0.690566, 2.5819, 1.0], [14, -0.220866, -0.981117, 2.6628, 1.0], [15, -0.201804, -1.03307, 2.61548, 1.0], [16, -0.0347084, -0.378595, 2.57733, 1.0], [17, 0.00618185, -0.66871, 2.6103, 1.0], [18, -0.0392371, -0.973657, 2.71712, 1.0], [19, -0.0340702, -1.02993, 2.66754, 1.0], [20, -0.127456, 0.0599664, 2.45443, 1.0], [21, -0.516649, -0.10418, 2.16118, 1.0], [22, -0.444321, -0.0512574, 2.14962, 1.0], [23, -0.151508, 0.225527, 2.03151, 1.0], [24, -0.074657, 0.272175, 2.016, 1.0]]
[[0, -0.0996829, -0.383052, 2.61281, 1.0], [1, -0.115866, -0.129008, 2.52678, 1.0], [2, -0.132319, 0.12262, 2.4256, 1.0], [3, -0.161534, 0.253978, 2.42987, 1.0], [4, -0.273385, 0.0902448, 2.47659, 1.0], [5, -0.394235, -0.0895583, 2.45308, 1.0], [6, -0.475935, -0.112824, 2.26984, 1.0], [7, -0.508607, -0.107456, 2.19189, 1.0], [8, -0.00439027, 0.0824889, 2.44143, 1.0], [9, 0.0753288, 0.151826, 2.20891, 1.0], [10, -0.0856249, 0.218811, 2.07328, 1.0], [11, -0.106819, 0.227523, 2.05299, 1.0], [12, -0.161556, -0.377399, 2.58549, 1.0], [13, -0.205839, -0.690341, 2.58123, 1.0], [14, -0.220818, -0.981029, 2.66271, 1.0], [15, -0.196409, -1.03486, 2.62171, 1.0], [16, -0.0355578, -0.379683, 2.5763, 1.0], [17, 0.00595188, -0.669746, 2.61026, 1.0], [18, -0.0388348, -0.97405, 2.71681, 1.0], [19, -0.0324819, -1.03027, 2.66462, 1.0], [20, -0.127845, 0.0597614, 2.45419, 1.0], [21, -0.517622, -0.103472, 2.16203, 1.0], [22, -0.446525, -0.0530003, 2.14986, 1.0], [23, -0.149449, 0.225319, 2.03077, 1.0], [24, -0.0758736, 0.267593, 2.01457, 1.0]]
[[0, -0.100994, -0.383612, 2.61226, 1.0], [1, -0.116629, -0.129143, 2.52627, 1.0], [2, -0.132477, 0.122566, 2.42553, 1.0], [3, -0.162371, 0.253577, 2.42955, 1.0], [4, -0.274697, 0.0911604, 2.47677, 1.0], [5, -0.394294, -0.0901536, 2.45378, 1.0], [6, -0.478521, -0.112824, 2.26859, 1.0], [7, -0.511731, -0.10726, 2.19638, 1.0], [8, -0.0045409, 0.0824119, 2.44147, 1.0], [9, 0.0742789, 0.150579, 2.2081, 1.0], [10, -0.0767354, 0.213268, 2.08121, 1.0], [11, -0.108221, 0.223652, 2.05328, 1.0], [12, -0.162553, -0.378235, 2.58541, 1.0], [13, -0.20641, -0.691702, 2.58146, 1.0], [14, -0.220235, -0.983184, 2.66291, 1.0], [15, -0.194631, -1.03319, 2.6135, 1.0], [16, -0.0372729, -0.379905, 2.57542, 1.0], [17, 0.00567009, -0.667736, 2.60945, 1.0], [18, -0.0387668, -0.973834, 2.71605, 1.0], [19, -0.032394, -1.02981, 2.66576, 1.0], [20, -0.128207, 0.0597325, 2.45393, 1.0], [21, -0.520018, -0.104298, 2.16622, 1.0], [22, -0.448407, -0.0516853, 2.15218, 1.0], [23, -0.154572, 0.219275, 2.02999, 1.0], [24, -0.0780163, 0.264152, 2.01638, 1.0]]
[[0, -0.101578, -0.38395, 2.61182, 1.0], [1, -0.116942, -0.12923, 2.52596, 1.0], [2, -0.132518, 0.12253, 2.42551, 1.0], [3, -0.162738, 0.253329, 2.42928, 1.0], [4, -0.276249, 0.0913114, 2.47747, 1.0], [5, -0.395063, -0.0913935, 2.45442, 1.0], [6, -0.482763, -0.113845, 2.26756, 1.0], [7, -0.514281, -0.105878, 2.19613, 1.0], [8, -0.0046528, 0.0823521, 2.44145, 1.0], [9, 0.0722705, 0.148907, 2.2073, 1.0], [10, -0.0770364, 0.212593, 2.07909, 1.0], [11, -0.107254, 0.221524, 2.05, 1.0], [12, -0.162953, -0.37915, 2.58514, 1.0], [13, -0.206662, -0.691482, 2.58119, 1.0], [14, -0.220347, -0.983104, 2.66293, 1.0], [15, -0.194019, -1.03289, 2.61658, 1.0], [16, -0.0381912, -0.379763, 2.57487, 1.0], [17, 0.00526456, -0.665572, 2.60878, 1.0], [18, -0.0384576, -0.973703, 2.71591, 1.0], [19, -0.0353984, -1.02766, 2.66811, 1.0], [20, -0.128316, 0.0597113, 2.45381, 1.0], [21, -0.523727, -0.104413, 2.16773, 1.0], [22, -0.452547, -0.0538138, 2.15164, 1.0], [23, -0.152079, 0.21771, 2.029, 1.0], [24, -0.0754305, 0.260693, 2.01286, 1.0]]
