[['2, k, 0', [-0.398357, -0.715352, 1.0]], ['2, k, 1', [-0.414731, -0.420262, 1.0]], ['2, k, 2', [-0.428537, -0.129985, 1.0]], ['2, k, 3', [-0.420989, 0.0103479, 1.0]], ['2, k, 4', [-0.557136, -0.180646, 1.0]], ['2, k, 5', [-0.668577, -0.0923691, 1.0]], ['2, k, 6', [-0.442655, -0.0915264, 1.0]], ['2, k, 7', [-0.411746, -0.0758656, 1.0]], ['2, k, 8', [-0.276617, -0.176437, 1.0]], ['2, k, 9', [-0.134612, -0.0905716, 1.0]], ['2, k, 10', [-0.298048, -0.113747, 1.0]], ['2, k, 11', [-0.352796, -0.132633, 1.0]], ['2, k, 12', [-0.456926, -0.706677, 1.0]], ['2, k, 13', [-0.539046, -0.947345, 1.0]], ['2, k, 14', [-0.509358, -1.12652, 1.0]], ['2, k, 15', [-0.518555, -1.24414, 1.0]], ['2, k, 16', [-0.329119, -0.704892, 1.0]], ['2, k, 17', [-0.224589, -0.953586, 1.0]], ['2, k, 18', [-0.246272, -1.13938, 1.0]], ['2, k, 19', [-0.243854, -1.20972, 1.0]], ['2, k, 20', [-0.425526, -0.201952, 1.0]], ['2, k, 21', [-0.362448, -0.0503716, 1.0]], ['2, k, 22', [-0.432994, -0.0261944, 1.0]], ['2, k, 23', [-0.41545, -0.136002, 1.0]], ['2, k, 24', [-0.361385, -0.0880805, 1.0]]]
[['2, k, 0', [-0.392984, -0.660213, 1.0]], ['2, k, 1', [-0.412838, -0.401758, 1.0]], ['2, k, 2', [-0.428193, -0.12983, 1.0]], ['2, k, 3', [-0.42029, 0.010332, 1.0]], ['2, k, 4', [-0.556557, -0.180736, 1.0]], ['2, k, 5', [-0.670543, -0.0904119, 1.0]], ['2, k, 6', [-0.440304, -0.090435, 1.0]], ['2, k, 7', [-0.407874, -0.076402, 1.0]], ['2, k, 8', [-0.276389, -0.176319, 1.0]], ['2, k, 9', [-0.131752, -0.0886748, 1.0]], ['2, k, 10', [-0.285957, -0.193101, 1.0]], ['2, k, 11', [-0.327412, -0.215466, 1.0]], ['2, k, 12', [-0.451637, -0.652916, 1.0]], ['2, k, 13', [-0.441386, -0.990625, 1.0]], ['2, k, 14', [-0.563256, -1.23407, 1.0]], ['2, k, 15', [-0.468153, -1.26159, 1.0]], ['2, k, 16', [-0.323989, -0.650162, 1.0]], ['2, k, 17', [-0.251909, -0.888726, 1.0]], ['2, k, 18', [-0.242803, -1.12223, 1.0]], ['2, k, 19', [-0.226265, -1.17215, 1.0]], ['2, k, 20', [-0.425085, -0.200549, 1.0]], ['2, k, 21', [-0.363909, -0.0695795, 1.0]], ['2, k, 22', [-0.393243, -0.0128722, 1.0]], ['2, k, 23', [-0.394298, -0.232035, 1.0]], ['2, k, 24', [-0.383598, -0.157256, 1.0]]]
[['2, k, 0', [-0.39282, -0.659115, 1.0]], ['2, k, 1', [-0.412049, -0.39745, 1.0]], ['2, k, 2', [-0.427909, -0.129611, 1.0]], ['2, k, 3', [-0.419905, 0.0106053, 1.0]], ['2, k, 4', [-0.55645, -0.180635, 1.0]], ['2, k, 5', [-0.674048, -0.0897981, 1.0]], ['2, k, 6', [-0.441818, -0.0872531, 1.0]], ['2, k, 7', [-0.403599, -0.0729825, 1.0]], ['2, k, 8', [-0.276262, -0.176311, 1.0]], ['2, k, 9', [-0.130797, -0.08811, 1.0]], ['2, k, 10', [-0.286215, -0.193381, 1.0]], ['2, k, 11', [-0.326237, -0.218436, 1.0]], ['2, k, 12', [-0.451539, -0.651655, 1.0]], ['2, k, 13', [-0.497512, -0.935937, 1.0]], ['2, k, 14', [-0.51846, -1.20706, 1.0]], ['2, k, 15', [-0.516187, -1.22327, 1.0]], ['2, k, 16', [-0.323903, -0.649429, 1.0]], ['2, k, 17', [-0.257712, -0.936501, 1.0]], ['2, k, 18', [-0.236277, -1.20857, 1.0]], ['2, k, 19', [-0.19531, -1.20518, 1.0]], ['2, k, 20', [-0.424435, -0.19878, 1.0]], ['2, k, 21', [-0.360612, -0.0745151, 1.0]], ['2, k, 22', [-0.3922, -0.0421944, 1.0]], ['2, k, 23', [-0.400838, -0.237167, 1.0]], ['2, k, 24', [-0.385259, -0.156786, 1.0]]]
[['2, k, 0', [-0.392918, -0.658447, 1.0]], ['2, k, 1', [-0.411928, -0.395237, 1.0]], ['2, k, 2', [-0.427698, -0.129071, 1.0]], ['2, k, 3', [-0.419771, 0.0106844, 1.0]], ['2, k, 4', [-0.556405, -0.180563, 1.0]], ['2, k, 5', [-0.675355, -0.0894755, 1.0]], ['2, k, 6', [-0.442286, -0.0925642, 1.0]], ['2, k, 7', [-0.407107, -0.0849394, 1.0]], ['2, k, 8', [-0.276202, -0.176302, 1.0]], ['2, k, 9', [-0.130322, -0.0877321, 1.0]], ['2, k, 10', [-0.28646, -0.193631, 1.0]], ['2, k, 11', [-0.32648, -0.218445, 1.0]], ['2, k, 12', [-0.451689, -0.650922, 1.0]], ['2, k, 13', [-0.497674, -0.93557, 1.0]], ['2, k, 14', [-0.520358, -1.19318, 1.0]], ['2, k, 15', [-0.513108, -1.23942, 1.0]], ['2, k, 16', [-0.324041, -0.648898, 1.0]], ['2, k, 17', [-0.257532, -0.936364, 1.0]], ['2, k, 18', [-0.229105, -1.23408, 1.0]], ['2, k, 19', [-0.231355, -1.16665, 1.0]], ['2, k, 20', [-0.424154, -0.197139, 1.0]], ['2, k, 21', [-0.366321, -0.0883223, 1.0]], ['2, k, 22', [-0.448047, -0.0673768, 1.0]], ['2, k, 23', [-0.40004, -0.234596, 1.0]], ['2, k, 24', [-0.383903, -0.156902, 1.0]]]
[['2, k, 0', [-0.39283, -0.658336, 1.0]], ['2, k, 1', [-0.411509, -0.394391, 1.0]], ['2, k, 2', [-0.427345, -0.128687, 1.0]], ['2, k, 3', [-0.419619, 0.0108753, 1.0]], ['2, k, 4', [-0.556379, -0.180532, 1.0]], ['2, k, 5', [-0.678712, -0.100821, 1.0]], ['2, k, 6', [-0.445925, -0.114, 1.0]], ['2, k, 7', [-0.409457, -0.0645146, 1.0]], ['2, k, 8', [-0.27615, -0.176304, 1.0]], ['2, k, 9', [-0.130022, -0.0875116, 1.0]], ['2, k, 10', [-0.286441, -0.193615, 1.0]], ['2, k, 11', [-0.327057, -0.218268, 1.0]], ['2, k, 12', [-0.451608, -0.650838, 1.0]], ['2, k, 13', [-0.497649, -0.935549, 1.0]], ['2, k, 14', [-0.521675, -1.21823, 1.0]], ['2, k, 15', [-0.513916, -1.26219, 1.0]], ['2, k, 16', [-0.32398, -0.648833, 1.0]], ['2, k, 17', [-0.257425, -0.936586, 1.0]], ['2, k, 18', [-0.227903, -1.23435, 1.0]], ['2, k, 19', [-0.20476, -1.27658, 1.0]], ['2, k, 20', [-0.423651, -0.196169, 1.0]], ['2, k, 21', [-0.370044, -0.0399054, 1.0]], ['2, k, 22', [-0.402753, -0.0299172, 1.0]], ['2, k, 23', [-0.39895, -0.237473, 1.0]], ['2, k, 24', [-0.385318, -0.156776, 1.0]]]
[['2, k, 0', [-0.392817, -0.658284, 1.0]], ['2, k, 1', [-0.411509, -0.393888, 1.0]], ['2, k, 2', [-0.427344, -0.12846, 1.0]], ['2, k, 3', [-0.419538, 0.0109162, 1.0]], ['2, k, 4', [-0.556314, -0.180691, 1.0]], ['2, k, 5', [-0.679967, -0.104646, 1.0]], ['2, k, 6', [-0.446687, -0.113211, 1.0]], ['2, k, 7', [-0.417137, -0.0819477, 1.0]], ['2, k, 8', [-0.27611, -0.176294, 1.0]], ['2, k, 9', [-0.1298, -0.0874477, 1.0]], ['2, k, 10', [-0.286426, -0.193602, 1.0]], ['2, k, 11', [-0.328269, -0.214565, 1.0]], ['2, k, 12', [-0.451609, -0.650836, 1.0]], ['2, k, 13', [-0.497637, -0.935512, 1.0]], ['2, k, 14', [-0.513434, -1.18566, 1.0]], ['2, k, 15', [-0.534964, -1.24841, 1.0]], ['2, k, 16', [-0.323978, -0.648787, 1.0]], ['2, k, 17', [-0.257501, -0.935864, 1.0]], ['2, k, 18', [-0.224811, -1.23349, 1.0]], ['2, k, 19', [-0.23776, -1.18297, 1.0]], ['2, k, 20', [-0.42367, -0.195646, 1.0]], ['2, k, 21', [-0.362432, -0.0354702, 1.0]], ['2, k, 22', [-0.458338, -0.0172449, 1.0]], ['2, k, 23', [-0.403531, -0.239141, 1.0]], ['2, k, 24', [-0.390682, -0.152247, 1.0]]]
[['2, k, 0', [-0.3929, -0.657806, 1.0]], ['2, k, 1', [-0.411413, -0.393019, 1.0]], ['2, k, 2', [-0.427211, -0.128277, 1.0]], ['2, k, 3', [-0.419463, 0.0110307, 1.0]], ['2, k, 4', [-0.556297, -0.180607, 1.0]], ['2, k, 5', [-0.680618, -0.106624, 1.0]], ['2, k, 6', [-0.446877, -0.11697, 1.0]], ['2, k, 7', [-0.404948, -0.0667131, 1.0]], ['2, k, 8', [-0.276064, -0.176312, 1.0]], ['2, k, 9', [-0.129607, -0.087373, 1.0]], ['2, k, 10', [-0.286397, -0.19358, 1.0]], ['2, k, 11', [-0.329134, -0.214447, 1.0]], ['2, k, 12', [-0.451716, -0.650248, 1.0]], ['2, k, 13', [-0.497652, -0.935315, 1.0]], ['2, k, 14', [-0.51403, -1.18198, 1.0]], ['2, k, 15', [-0.525104, -1.24551, 1.0]], ['2, k, 16', [-0.32405, -0.648458, 1.0]], ['2, k, 17', [-0.257489, -0.935831, 1.0]], ['2, k, 18', [-0.226078, -1.23616, 1.0]], ['2, k, 19', [-0.237463, -1.18991, 1.0]], ['2, k, 20', [-0.423521, -0.195147, 1.0]], ['2, k, 21', [-0.357549, -0.0413731, 1.0]], ['2, k, 22', [-0.405772, -0.0272121, 1.0]], ['2, k, 23', [-0.40726, -0.238481, 1.0]], ['2, k, 24', [-0.392173, -0.151024, 1.0]]]
[['2, k, 0', [-0.39284, -0.657727, 1.0]], ['2, k, 1', [-0.411249, -0.39261, 1.0]], ['2, k, 2', [-0.427118, -0.128168, 1.0]], ['2, k, 3', [-0.419228, 0.011283, 1.0]], ['2, k, 4', [-0.556248, -0.180626, 1.0]], ['2, k, 5', [-0.680992, -0.107948, 1.0]], ['2, k, 6', [-0.447013, -0.11866, 1.0]], ['2, k, 7', [-0.403626, -0.0654095, 1.0]], ['2, k, 8', [-0.276012, -0.176369, 1.0]], ['2, k, 9', [-0.129577, -0.0870374, 1.0]], ['2, k, 10', [-0.286361, -0.19355, 1.0]], ['2, k, 11', [-0.326537, -0.216796, 1.0]], ['2, k, 12', [-0.451627, -0.650138, 1.0]], ['2, k, 13', [-0.497636, -0.935747, 1.0]], ['2, k, 14', [-0.522499, -1.18041, 1.0]], ['2, k, 15', [-0.51796, -1.24348, 1.0]], ['2, k, 16', [-0.324025, -0.648421, 1.0]], ['2, k, 17', [-0.257255, -0.93624, 1.0]], ['2, k, 18', [-0.238531, -1.17755, 1.0]], ['2, k, 19', [-0.220842, -1.22241, 1.0]], ['2, k, 20', [-0.423376, -0.194796, 1.0]], ['2, k, 21', [-0.353464, -0.0385765, 1.0]], ['2, k, 22', [-0.4086, -0.0275492, 1.0]], ['2, k, 23', [-0.405091, -0.237228, 1.0]], ['2, k, 24', [-0.39001, -0.152145, 1.0]]]
[['2, k, 0', [-0.39325, -0.657469, 1.0]], ['2, k, 1', [-0.411336, -0.391992, 1.0]], ['2, k, 2', [-0.426907, -0.127806, 1.0]], ['2, k, 3', [-0.419195, 0.0113689, 1.0]], ['2, k, 4', [-0.556249, -0.18057, 1.0]], ['2, k, 5', [-0.681435, -0.109772, 1.0]], ['2, k, 6', [-0.44727, -0.119367, 1.0]], ['2, k, 7', [-0.404203, -0.0633502, 1.0]], ['2, k, 8', [-0.275979, -0.176416, 1.0]], ['2, k, 9', [-0.129588, -0.086773, 1.0]], ['2, k, 10', [-0.286348, -0.193532, 1.0]], ['2, k, 11', [-0.327133, -0.216701, 1.0]], ['2, k, 12', [-0.452062, -0.649816, 1.0]], ['2, k, 13', [-0.497677, -0.935966, 1.0]], ['2, k, 14', [-0.51441, -1.17323, 1.0]], ['2, k, 15', [-0.505648, -1.22004, 1.0]], ['2, k, 16', [-0.324398, -0.648259, 1.0]], ['2, k, 17', [-0.257205, -0.936352, 1.0]], ['2, k, 18', [-0.233908, -1.18774, 1.0]], ['2, k, 19', [-0.214842, -1.235, 1.0]], ['2, k, 20', [-0.423212, -0.194167, 1.0]], ['2, k, 21', [-0.357134, -0.0329343, 1.0]], ['2, k, 22', [-0.403732, -0.0276411, 1.0]], ['2, k, 23', [-0.40733, -0.235076, 1.0]], ['2, k, 24', [-0.398269, -0.14853, 1.0]]]
[['2, k, 0', [-0.393221, -0.657427, 1.0]], ['2, k, 1', [-0.411206, -0.391853, 1.0]], ['2, k, 2', [-0.426772, -0.127808, 1.0]], ['2, k, 3', [-0.419159, 0.0114212, 1.0]], ['2, k, 4', [-0.556244, -0.180559, 1.0]], ['2, k, 5', [-0.681621, -0.111043, 1.0]], ['2, k, 6', [-0.447487, -0.113417, 1.0]], ['2, k, 7', [-0.400569, -0.0577927, 1.0]], ['2, k, 8', [-0.275939, -0.176422, 1.0]], ['2, k, 9', [-0.12936, -0.0865332, 1.0]], ['2, k, 10', [-0.286336, -0.193515, 1.0]], ['2, k, 11', [-0.327473, -0.216403, 1.0]], ['2, k, 12', [-0.452046, -0.64979, 1.0]], ['2, k, 13', [-0.497818, -0.936135, 1.0]], ['2, k, 14', [-0.513818, -1.1727, 1.0]], ['2, k, 15', [-0.504822, -1.21958, 1.0]], ['2, k, 16', [-0.324369, -0.648222, 1.0]], ['2, k, 17', [-0.257141, -0.936416, 1.0]], ['2, k, 18', [-0.227711, -1.24475, 1.0]], ['2, k, 19', [-0.246884, -1.16764, 1.0]], ['2, k, 20', [-0.423067, -0.194086, 1.0]], ['2, k, 21', [-0.347317, -0.0239814, 1.0]], ['2, k, 22', [-0.400699, -0.0145083, 1.0]], ['2, k, 23', [-0.405496, -0.237468, 1.0]], ['2, k, 24', [-0.392052, -0.151176, 1.0]]]
[['2, k, 0', [-0.393216, -0.65738, 1.0]], ['2, k, 1', [-0.411102, -0.391762, 1.0]], ['2, k, 2', [-0.426614, -0.127869, 1.0]], ['2, k, 3', [-0.419003, 0.0114715, 1.0]], ['2, k, 4', [-0.556265, -0.180529, 1.0]], ['2, k, 5', [-0.681777, -0.111865, 1.0]], ['2, k, 6', [-0.447582, -0.113819, 1.0]], ['2, k, 7', [-0.401291, -0.0590389, 1.0]], ['2, k, 8', [-0.27586, -0.176493, 1.0]], ['2, k, 9', [-0.129355, -0.0861497, 1.0]], ['2, k, 10', [-0.286322, -0.193503, 1.0]], ['2, k, 11', [-0.326753, -0.216171, 1.0]], ['2, k, 12', [-0.452074, -0.649826, 1.0]], ['2, k, 13', [-0.497798, -0.936212, 1.0]], ['2, k, 14', [-0.519632, -1.23289, 1.0]], ['2, k, 15', [-0.54788, -1.24166, 1.0]], ['2, k, 16', [-0.324356, -0.648154, 1.0]], ['2, k, 17', [-0.257185, -0.9363, 1.0]], ['2, k, 18', [-0.229599, -1.17068, 1.0]], ['2, k, 19', [-0.208925, -1.21517, 1.0]], ['2, k, 20', [-0.422932, -0.194068, 1.0]], ['2, k, 21', [-0.352176, -0.0290366, 1.0]], ['2, k, 22', [-0.42251, -0.0179208, 1.0]], ['2, k, 23', [-0.407308, -0.235056, 1.0]], ['2, k, 24', [-0.390059, -0.152595, 1.0]]]
