[[0, -0.185219, -0.82586, 2.70727, 1.0], [1, -0.183082, -0.521647, 2.72951, 1.0], [2, -0.180093, -0.221749, 2.73781, 1.0], [3, -0.192781, -0.0955005, 2.78245, 1.0], [4, -0.339497, -0.328296, 2.71796, 1.0], [5, -0.468494, -0.478384, 2.73532, 1.0], [6, -0.384534, -0.639576, 2.70995, 1.0], [7, -0.344993, -0.666288, 2.69203, 1.0], [8, -0.00280811, -0.323593, 2.72814, 1.0], [9, 0.130523, -0.467954, 2.79635, 1.0], [10, 0.0533286, -0.623966, 2.75543, 1.0], [11, 0.00787563, -0.661807, 2.70007, 1.0], [12, -0.259521, -0.816337, 2.67857, 1.0], [13, -0.226998, -1.1531, 2.70115, 1.0], [14, -0.262252, -1.46881, 2.71636, 1.0], [15, -0.243705, -1.53001, 2.63763, 1.0], [16, -0.106188, -0.814384, 2.66713, 1.0], [17, -0.131112, -1.16301, 2.7051, 1.0], [18, -0.108464, -1.48652, 2.73203, 1.0], [19, -0.105158, -1.54562, 2.64791, 1.0], [20, -0.180994, -0.296211, 2.7382, 1.0], [21, -0.334861, -0.742197, 2.66761, 1.0], [22, -0.305784, -0.648605, 2.63757, 1.0], [23, -0.0168416, -0.718003, 2.62952, 1.0], [24, -0.012613, -0.635055, 2.646, 1.0]]
[[0, -0.185216, -0.825558, 2.70731, 1.0], [1, -0.183082, -0.52161, 2.72953, 1.0], [2, -0.180098, -0.221857, 2.7379, 1.0], [3, -0.193055, -0.0956624, 2.78296, 1.0], [4, -0.339468, -0.32777, 2.71815, 1.0], [5, -0.468436, -0.478537, 2.7353, 1.0], [6, -0.384532, -0.639555, 2.70994, 1.0], [7, -0.344381, -0.667297, 2.69311, 1.0], [8, -0.00302752, -0.323307, 2.72853, 1.0], [9, 0.13046, -0.467902, 2.79644, 1.0], [10, 0.0421812, -0.617175, 2.7507, 1.0], [11, 0.00444066, -0.658432, 2.69433, 1.0], [12, -0.259518, -0.815974, 2.67854, 1.0], [13, -0.227096, -1.15309, 2.70124, 1.0], [14, -0.26124, -1.46765, 2.7175, 1.0], [15, -0.247828, -1.51667, 2.64513, 1.0], [16, -0.106188, -0.814131, 2.66725, 1.0], [17, -0.129896, -1.16267, 2.70574, 1.0], [18, -0.10735, -1.47627, 2.73207, 1.0], [19, -0.112108, -1.52645, 2.66067, 1.0], [20, -0.180997, -0.296265, 2.73826, 1.0], [21, -0.33263, -0.744195, 2.667, 1.0], [22, -0.305349, -0.648517, 2.63726, 1.0], [23, -0.022061, -0.702403, 2.62523, 1.0], [24, -0.0177913, -0.604475, 2.60675, 1.0]]
[[0, -0.185097, -0.825688, 2.70742, 1.0], [1, -0.183045, -0.521691, 2.72962, 1.0], [2, -0.180114, -0.221914, 2.73798, 1.0], [3, -0.193304, -0.0957994, 2.78325, 1.0], [4, -0.339414, -0.327534, 2.71828, 1.0], [5, -0.468439, -0.478756, 2.73544, 1.0], [6, -0.38467, -0.639617, 2.70982, 1.0], [7, -0.343561, -0.669291, 2.69164, 1.0], [8, -0.00313681, -0.322787, 2.72972, 1.0], [9, 0.130366, -0.467964, 2.79711, 1.0], [10, -0.00389638, -0.618115, 2.65511, 1.0], [11, -0.0579547, -0.676701, 2.58546, 1.0], [12, -0.259409, -0.81609, 2.67859, 1.0], [13, -0.227211, -1.15317, 2.70156, 1.0], [14, -0.261387, -1.46727, 2.71777, 1.0], [15, -0.248221, -1.51518, 2.64501, 1.0], [16, -0.106057, -0.814283, 2.66746, 1.0], [17, -0.129911, -1.16263, 2.70596, 1.0], [18, -0.106549, -1.47673, 2.73234, 1.0], [19, -0.0957181, -1.52896, 2.67504, 1.0], [20, -0.181001, -0.296327, 2.73834, 1.0], [21, -0.328078, -0.750111, 2.65979, 1.0], [22, -0.298431, -0.644184, 2.63091, 1.0], [23, -0.119683, -0.718496, 2.52019, 1.0], [24, -0.0725728, -0.594104, 2.53176, 1.0]]
[[0, -0.185087, -0.825682, 2.70741, 1.0], [1, -0.183027, -0.52169, 2.72968, 1.0], [2, -0.180093, -0.221947, 2.73826, 1.0], [3, -0.193457, -0.0958508, 2.78338, 1.0], [4, -0.339365, -0.327256, 2.71825, 1.0], [5, -0.468424, -0.478809, 2.73544, 1.0], [6, -0.384787, -0.639587, 2.70972, 1.0], [7, -0.345557, -0.669991, 2.69023, 1.0], [8, -0.00321617, -0.322602, 2.73013, 1.0], [9, 0.0383294, -0.494687, 2.71867, 1.0], [10, -0.0722933, -0.672031, 2.58963, 1.0], [11, -0.119395, -0.724665, 2.55227, 1.0], [12, -0.259388, -0.816071, 2.67856, 1.0], [13, -0.227188, -1.15313, 2.70162, 1.0], [14, -0.261946, -1.46698, 2.71735, 1.0], [15, -0.249099, -1.51881, 2.64802, 1.0], [16, -0.106048, -0.814282, 2.66746, 1.0], [17, -0.129923, -1.16256, 2.706, 1.0], [18, -0.110215, -1.47736, 2.73694, 1.0], [19, -0.0963168, -1.52945, 2.66891, 1.0], [20, -0.18098, -0.29635, 2.73855, 1.0], [21, -0.328467, -0.755519, 2.65817, 1.0], [22, -0.293531, -0.634032, 2.6202, 1.0], [23, -0.167461, -0.764373, 2.5367, 1.0], [24, -0.167541, -0.664026, 2.51646, 1.0]]
[[0, -0.185087, -0.825576, 2.70729, 1.0], [1, -0.183033, -0.521686, 2.72967, 1.0], [2, -0.180147, -0.22202, 2.73832, 1.0], [3, -0.193444, -0.0958528, 2.78345, 1.0], [4, -0.339344, -0.32724, 2.71824, 1.0], [5, -0.468465, -0.47945, 2.73491, 1.0], [6, -0.38959, -0.637732, 2.70696, 1.0], [7, -0.346252, -0.668173, 2.68898, 1.0], [8, -0.00334702, -0.322469, 2.73046, 1.0], [9, 0.0381966, -0.494716, 2.71913, 1.0], [10, -0.0717788, -0.672662, 2.58996, 1.0], [11, -0.116732, -0.729508, 2.55412, 1.0], [12, -0.259379, -0.815939, 2.67822, 1.0], [13, -0.227255, -1.15294, 2.70158, 1.0], [14, -0.260189, -1.46773, 2.71793, 1.0], [15, -0.2508, -1.52126, 2.64445, 1.0], [16, -0.106053, -0.814193, 2.66744, 1.0], [17, -0.129661, -1.16279, 2.70627, 1.0], [18, -0.110083, -1.47944, 2.73538, 1.0], [19, -0.0993863, -1.5317, 2.66045, 1.0], [20, -0.181015, -0.296391, 2.73859, 1.0], [21, -0.325351, -0.753169, 2.65532, 1.0], [22, -0.295118, -0.626757, 2.62125, 1.0], [23, -0.163303, -0.763959, 2.53412, 1.0], [24, -0.173485, -0.665773, 2.51734, 1.0]]
[[0, -0.184922, -0.825675, 2.7074, 1.0], [1, -0.183034, -0.521799, 2.72984, 1.0], [2, -0.18037, -0.222212, 2.73863, 1.0], [3, -0.193625, -0.0959875, 2.78395, 1.0], [4, -0.33934, -0.327234, 2.71824, 1.0], [5, -0.468493, -0.479591, 2.73493, 1.0], [6, -0.389568, -0.638032, 2.70702, 1.0], [7, -0.345561, -0.667365, 2.68819, 1.0], [8, -0.00356801, -0.322049, 2.73164, 1.0], [9, 0.038129, -0.494439, 2.72003, 1.0], [10, -0.0712017, -0.672826, 2.59049, 1.0], [11, -0.123207, -0.726117, 2.55453, 1.0], [12, -0.259207, -0.81608, 2.67824, 1.0], [13, -0.227252, -1.15294, 2.70158, 1.0], [14, -0.260356, -1.46794, 2.72001, 1.0], [15, -0.251119, -1.52237, 2.64393, 1.0], [16, -0.105863, -0.814267, 2.66774, 1.0], [17, -0.129548, -1.16275, 2.70631, 1.0], [18, -0.111241, -1.48404, 2.73814, 1.0], [19, -0.0987032, -1.53327, 2.6557, 1.0], [20, -0.18117, -0.296563, 2.73885, 1.0], [21, -0.325451, -0.753364, 2.65599, 1.0], [22, -0.292811, -0.631327, 2.62009, 1.0], [23, -0.162799, -0.762226, 2.53516, 1.0], [24, -0.178463, -0.662425, 2.52111, 1.0]]
[[0, -0.184872, -0.825615, 2.70734, 1.0], [1, -0.183077, -0.521815, 2.72987, 1.0], [2, -0.180743, -0.222462, 2.73894, 1.0], [3, -0.1939, -0.0961487, 2.78424, 1.0], [4, -0.339374, -0.327255, 2.7183, 1.0], [5, -0.46858, -0.479805, 2.73481, 1.0], [6, -0.388077, -0.637355, 2.70484, 1.0], [7, -0.345513, -0.671143, 2.68544, 1.0], [8, -0.00362763, -0.321717, 2.73302, 1.0], [9, 0.0378474, -0.494281, 2.72072, 1.0], [10, -0.0710442, -0.672908, 2.59089, 1.0], [11, -0.125157, -0.739953, 2.55782, 1.0], [12, -0.259147, -0.816052, 2.67816, 1.0], [13, -0.227098, -1.15258, 2.70135, 1.0], [14, -0.260455, -1.46826, 2.71986, 1.0], [15, -0.251102, -1.5242, 2.64338, 1.0], [16, -0.10582, -0.814168, 2.6677, 1.0], [17, -0.129589, -1.16275, 2.70626, 1.0], [18, -0.108762, -1.47978, 2.73468, 1.0], [19, -0.100357, -1.53557, 2.65814, 1.0], [20, -0.181436, -0.296734, 2.73907, 1.0], [21, -0.319991, -0.758929, 2.64698, 1.0], [22, -0.289034, -0.635161, 2.61271, 1.0], [23, -0.16223, -0.780666, 2.56083, 1.0], [24, -0.190186, -0.681153, 2.52538, 1.0]]
[[0, -0.183993, -0.825303, 2.70656, 1.0], [1, -0.182982, -0.521787, 2.72991, 1.0], [2, -0.180907, -0.222565, 2.73984, 1.0], [3, -0.194441, -0.0965603, 2.78491, 1.0], [4, -0.339452, -0.327305, 2.71837, 1.0], [5, -0.468572, -0.480124, 2.73485, 1.0], [6, -0.387226, -0.637439, 2.70532, 1.0], [7, -0.344158, -0.671154, 2.68472, 1.0], [8, -0.00410421, -0.321544, 2.73404, 1.0], [9, 0.129384, -0.468783, 2.80247, 1.0], [10, -0.00401321, -0.617734, 2.65664, 1.0], [11, -0.0684114, -0.6833, 2.57229, 1.0], [12, -0.258136, -0.815834, 2.67702, 1.0], [13, -0.226262, -1.15279, 2.70075, 1.0], [14, -0.260456, -1.46831, 2.71986, 1.0], [15, -0.250551, -1.52467, 2.64206, 1.0], [16, -0.105079, -0.813791, 2.66721, 1.0], [17, -0.129612, -1.16253, 2.706, 1.0], [18, -0.109831, -1.48055, 2.73457, 1.0], [19, -0.0997103, -1.53753, 2.65815, 1.0], [20, -0.181483, -0.296786, 2.73963, 1.0], [21, -0.318529, -0.757633, 2.64452, 1.0], [22, -0.288124, -0.636339, 2.61213, 1.0], [23, -0.135593, -0.738549, 2.51827, 1.0], [24, -0.092602, -0.592569, 2.52031, 1.0]]
[[0, -0.183484, -0.825245, 2.70587, 1.0], [1, -0.182934, -0.521856, 2.72987, 1.0], [2, -0.18111, -0.223008, 2.74026, 1.0], [3, -0.194844, -0.0969091, 2.78493, 1.0], [4, -0.339489, -0.327357, 2.71861, 1.0], [5, -0.468726, -0.48054, 2.73488, 1.0], [6, -0.386557, -0.637436, 2.70475, 1.0], [7, -0.343534, -0.66933, 2.68229, 1.0], [8, -0.00408726, -0.321353, 2.73592, 1.0], [9, 0.128778, -0.468518, 2.80292, 1.0], [10, -0.00354495, -0.617608, 2.65607, 1.0], [11, -0.0678407, -0.682763, 2.57153, 1.0], [12, -0.257547, -0.815856, 2.67607, 1.0], [13, -0.225859, -1.15196, 2.6994, 1.0], [14, -0.258854, -1.46271, 2.71644, 1.0], [15, -0.251549, -1.52102, 2.63975, 1.0], [16, -0.104667, -0.813676, 2.66675, 1.0], [17, -0.129318, -1.16223, 2.70542, 1.0], [18, -0.109824, -1.48103, 2.7345, 1.0], [19, -0.099898, -1.53794, 2.65633, 1.0], [20, -0.181589, -0.297101, 2.73989, 1.0], [21, -0.318539, -0.757636, 2.64451, 1.0], [22, -0.288998, -0.622086, 2.60892, 1.0], [23, -0.134954, -0.737712, 2.51794, 1.0], [24, -0.0935089, -0.591872, 2.52029, 1.0]]
[[0, -0.182707, -0.825161, 2.70507, 1.0], [1, -0.182947, -0.521862, 2.72989, 1.0], [2, -0.182392, -0.223195, 2.74167, 1.0], [3, -0.19558, -0.0972288, 2.78522, 1.0], [4, -0.341134, -0.328161, 2.72075, 1.0], [5, -0.468811, -0.481142, 2.73515, 1.0], [6, -0.386505, -0.637926, 2.70505, 1.0], [7, -0.342893, -0.669534, 2.68241, 1.0], [8, -0.00448167, -0.321094, 2.73787, 1.0], [9, 0.128343, -0.468349, 2.80326, 1.0], [10, -0.00358212, -0.617471, 2.65615, 1.0], [11, -0.0665791, -0.682911, 2.57201, 1.0], [12, -0.256787, -0.815707, 2.67529, 1.0], [13, -0.225489, -1.15198, 2.69895, 1.0], [14, -0.258977, -1.46272, 2.71654, 1.0], [15, -0.2508, -1.5229, 2.64172, 1.0], [16, -0.103915, -0.813653, 2.66597, 1.0], [17, -0.128879, -1.16197, 2.7049, 1.0], [18, -0.10904, -1.48536, 2.73314, 1.0], [19, -0.100876, -1.53908, 2.64898, 1.0], [20, -0.182411, -0.297243, 2.74082, 1.0], [21, -0.3185, -0.75756, 2.64426, 1.0], [22, -0.291679, -0.627535, 2.61574, 1.0], [23, -0.135271, -0.736103, 2.51746, 1.0], [24, -0.0941567, -0.591069, 2.51936, 1.0]]
[[0, -0.181884, -0.824956, 2.70367, 1.0], [1, -0.183101, -0.521954, 2.7299, 1.0], [2, -0.184828, -0.224221, 2.74365, 1.0], [3, -0.196291, -0.0979714, 2.7852, 1.0], [4, -0.341617, -0.328531, 2.72183, 1.0], [5, -0.468833, -0.482117, 2.73544, 1.0], [6, -0.386308, -0.638706, 2.70489, 1.0], [7, -0.343555, -0.669451, 2.68169, 1.0], [8, -0.00538394, -0.320719, 2.73883, 1.0], [9, 0.128014, -0.468216, 2.80352, 1.0], [10, -0.0032533, -0.616627, 2.65507, 1.0], [11, -0.0667758, -0.682515, 2.56906, 1.0], [12, -0.256043, -0.81554, 2.67397, 1.0], [13, -0.225039, -1.15233, 2.69767, 1.0], [14, -0.259362, -1.46379, 2.7168, 1.0], [15, -0.245912, -1.52386, 2.64163, 1.0], [16, -0.10305, -0.813405, 2.66455, 1.0], [17, -0.128911, -1.16236, 2.70416, 1.0], [18, -0.108005, -1.48385, 2.73368, 1.0], [19, -0.102935, -1.53899, 2.65016, 1.0], [20, -0.184144, -0.297995, 2.74216, 1.0], [21, -0.318153, -0.756739, 2.64139, 1.0], [22, -0.290684, -0.626082, 2.61187, 1.0], [23, -0.132571, -0.73657, 2.51162, 1.0], [24, -0.0937483, -0.591736, 2.51967, 1.0]]
