[['2, k, 0', [-0.07533722, 0.02998781, 1.0]], ['2, k, 1', [-0.09018717, 0.321861, 1.0]], ['2, k, 2', [-0.10428, 0.6044373, 1.0]], ['2, k, 3', [-0.09381299, 0.7309016, 1.0]], ['2, k, 4', [-0.2592647, 0.4870124, 1.0]], ['2, k, 5', [-0.279648, 0.2491863, 1.0]], ['2, k, 6', [-0.251258, 0.01353314, 1.0]], ['2, k, 7', [-0.2422216, -0.035044, 1.0]], ['2, k, 8', [0.0569686, 0.484874, 1.0]], ['2, k, 9', [0.09522286, 0.248022, 1.0]], ['2, k, 10', [0.1126931, 0.01577849, 1.0]], ['2, k, 11', [0.1185357, -0.06082518, 1.0]], ['2, k, 12', [-0.141967, 0.02684419, 1.0]], ['2, k, 13', [-0.1537198, -0.2963597, 1.0]], ['2, k, 14', [-0.1538166, -0.6287897, 1.0]], ['2, k, 15', [-0.1360596, -0.7029524, 1.0]], ['2, k, 16', [-0.006894448, 0.03212493, 1.0]], ['2, k, 17', [-0.03318761, -0.2927814, 1.0]], ['2, k, 18', [-0.03805798, -0.5838144, 1.0]], ['2, k, 19', [-0.02392278, -0.6317557, 1.0]], ['2, k, 20', [-0.1006996, 0.535056, 1.0]], ['2, k, 21', [-0.2362966, -0.1085645, 1.0]], ['2, k, 22', [-0.2026732, -0.01908965, 1.0]], ['2, k, 23', [0.1276525, -0.1264893, 1.0]], ['2, k, 24', [0.07924201, -0.06232378, 1.0]]]
[['2, k, 0', [-0.0754991, 0.02982377, 1.0]], ['2, k, 1', [-0.09032273, 0.3216904, 1.0]], ['2, k, 2', [-0.1043734, 0.6043246, 1.0]], ['2, k, 3', [-0.09468607, 0.7307019, 1.0]], ['2, k, 4', [-0.2592669, 0.4867069, 1.0]], ['2, k, 5', [-0.2796535, 0.2488632, 1.0]], ['2, k, 6', [-0.2513429, 0.01322943, 1.0]], ['2, k, 7', [-0.241715, -0.03654595, 1.0]], ['2, k, 8', [0.05642919, 0.4840305, 1.0]], ['2, k, 9', [0.09859261, 0.2468376, 1.0]], ['2, k, 10', [0.1306496, 0.02541887, 1.0]], ['2, k, 11', [0.1353359, -0.05245394, 1.0]], ['2, k, 12', [-0.1422512, 0.02665666, 1.0]], ['2, k, 13', [-0.1537276, -0.2962545, 1.0]], ['2, k, 14', [-0.152743, -0.6309489, 1.0]], ['2, k, 15', [-0.1354575, -0.7050254, 1.0]], ['2, k, 16', [-0.00700098, 0.03195327, 1.0]], ['2, k, 17', [-0.03239506, -0.2927769, 1.0]], ['2, k, 18', [-0.03880064, -0.5970781, 1.0]], ['2, k, 19', [-0.0421143, -0.6933039, 1.0]], ['2, k, 20', [-0.1008235, 0.5349228, 1.0]], ['2, k, 21', [-0.2267198, -0.109018, 1.0]], ['2, k, 22', [-0.2033686, -0.03418743, 1.0]], ['2, k, 23', [0.1458265, -0.115982, 1.0]], ['2, k, 24', [0.09459948, -0.05003036, 1.0]]]
[['2, k, 0', [-0.07585651, 0.0297983, 1.0]], ['2, k, 1', [-0.0911872, 0.3213915, 1.0]], ['2, k, 2', [-0.1059772, 0.6036799, 1.0]], ['2, k, 3', [-0.09574509, 0.7305232, 1.0]], ['2, k, 4', [-0.259356, 0.4866173, 1.0]], ['2, k, 5', [-0.2797091, 0.2487637, 1.0]], ['2, k, 6', [-0.2514674, 0.01314122, 1.0]], ['2, k, 7', [-0.2426967, -0.037772, 1.0]], ['2, k, 8', [0.055494, 0.4841652, 1.0]], ['2, k, 9', [0.1016841, 0.2481416, 1.0]], ['2, k, 10', [0.1423695, 0.03577833, 1.0]], ['2, k, 11', [0.1473294, -0.03918491, 1.0]], ['2, k, 12', [-0.1428293, 0.0266311, 1.0]], ['2, k, 13', [-0.1537461, -0.2961349, 1.0]], ['2, k, 14', [-0.1528501, -0.63072, 1.0]], ['2, k, 15', [-0.1352683, -0.7049237, 1.0]], ['2, k, 16', [-0.007190089, 0.03194604, 1.0]], ['2, k, 17', [-0.03413761, -0.2929438, 1.0]], ['2, k, 18', [-0.03804149, -0.5981995, 1.0]], ['2, k, 19', [-0.04207473, -0.6935803, 1.0]], ['2, k, 20', [-0.1022739, 0.5343637, 1.0]], ['2, k, 21', [-0.2351351, -0.1097447, 1.0]], ['2, k, 22', [-0.2061143, -0.03807037, 1.0]], ['2, k, 23', [0.1542629, -0.1019456, 1.0]], ['2, k, 24', [0.0967414, -0.05541053, 1.0]]]
[['2, k, 0', [-0.07664118, 0.02987159, 1.0]], ['2, k, 1', [-0.09242982, 0.3214336, 1.0]], ['2, k, 2', [-0.1077527, 0.6038042, 1.0]], ['2, k, 3', [-0.09674586, 0.7307295, 1.0]], ['2, k, 4', [-0.2595983, 0.4864169, 1.0]], ['2, k, 5', [-0.2797215, 0.2485253, 1.0]], ['2, k, 6', [-0.2526611, 0.01276908, 1.0]], ['2, k, 7', [-0.2423816, -0.0365824, 1.0]], ['2, k, 8', [0.05455007, 0.4844916, 1.0]], ['2, k, 9', [0.1032287, 0.25865, 1.0]], ['2, k, 10', [0.1507288, 0.05627681, 1.0]], ['2, k, 11', [0.1604929, -0.01599302, 1.0]], ['2, k, 12', [-0.1439136, 0.02663621, 1.0]], ['2, k, 13', [-0.1530239, -0.2973903, 1.0]], ['2, k, 14', [-0.1528516, -0.6303378, 1.0]], ['2, k, 15', [-0.1367504, -0.7039749, 1.0]], ['2, k, 16', [-0.007721937, 0.03209135, 1.0]], ['2, k, 17', [-0.03232882, -0.2926517, 1.0]], ['2, k, 18', [-0.03825645, -0.5992412, 1.0]], ['2, k, 19', [-0.04141661, -0.6936114, 1.0]], ['2, k, 20', [-0.1039515, 0.5344617, 1.0]], ['2, k, 21', [-0.2387056, -0.1079787, 1.0]], ['2, k, 22', [-0.2083252, -0.04591849, 1.0]], ['2, k, 23', [0.1721634, -0.07663558, 1.0]], ['2, k, 24', [0.1127053, -0.03889461, 1.0]]]
[['2, k, 0', [-0.07705986, 0.0300702, 1.0]], ['2, k, 1', [-0.09256024, 0.3214307, 1.0]], ['2, k, 2', [-0.1076518, 0.6035901, 1.0]], ['2, k, 3', [-0.09845144, 0.73034, 1.0]], ['2, k, 4', [-0.2597329, 0.4863984, 1.0]], ['2, k, 5', [-0.279627, 0.2484244, 1.0]], ['2, k, 6', [-0.2526962, 0.01268228, 1.0]], ['2, k, 7', [-0.2395177, -0.03716528, 1.0]], ['2, k, 8', [0.05340566, 0.4850622, 1.0]], ['2, k, 9', [0.114243, 0.2992845, 1.0]], ['2, k, 10', [0.176928, 0.1271752, 1.0]], ['2, k, 11', [0.1933674, 0.06017707, 1.0]], ['2, k, 12', [-0.1446077, 0.02682016, 1.0]], ['2, k, 13', [-0.1535601, -0.2966877, 1.0]], ['2, k, 14', [-0.1505482, -0.6324378, 1.0]], ['2, k, 15', [-0.1365817, -0.7063966, 1.0]], ['2, k, 16', [-0.007920104, 0.03232454, 1.0]], ['2, k, 17', [-0.03240032, -0.2925039, 1.0]], ['2, k, 18', [-0.03855925, -0.6017603, 1.0]], ['2, k, 19', [-0.04143725, -0.6934578, 1.0]], ['2, k, 20', [-0.1039564, 0.534322, 1.0]], ['2, k, 21', [-0.2344229, -0.1096488, 1.0]], ['2, k, 22', [-0.2099235, -0.04389026, 1.0]], ['2, k, 23', [0.2061679, 0.005679074, 1.0]], ['2, k, 24', [0.1522603, 0.04475441, 1.0]]]
[['2, k, 0', [-0.07738896, 0.03022186, 1.0]], ['2, k, 1', [-0.09322498, 0.3215586, 1.0]], ['2, k, 2', [-0.1086809, 0.6037168, 1.0]], ['2, k, 3', [-0.09979231, 0.7304447, 1.0]], ['2, k, 4', [-0.2606276, 0.4857024, 1.0]], ['2, k, 5', [-0.279652, 0.2474745, 1.0]], ['2, k, 6', [-0.252442, 0.01238798, 1.0]], ['2, k, 7', [-0.2388809, -0.03647175, 1.0]], ['2, k, 8', [0.05294567, 0.4863045, 1.0]], ['2, k, 9', [0.1223232, 0.3105771, 1.0]], ['2, k, 10', [0.1891446, 0.1796503, 1.0]], ['2, k, 11', [0.2108521, 0.1093526, 1.0]], ['2, k, 12', [-0.1451083, 0.02695894, 1.0]], ['2, k, 13', [-0.1536967, -0.2961497, 1.0]], ['2, k, 14', [-0.1498027, -0.6312518, 1.0]], ['2, k, 15', [-0.1367664, -0.7057647, 1.0]], ['2, k, 16', [-0.008145282, 0.0325283, 1.0]], ['2, k, 17', [-0.0314799, -0.2923075, 1.0]], ['2, k, 18', [-0.03833811, -0.6004478, 1.0]], ['2, k, 19', [-0.04140623, -0.6939527, 1.0]], ['2, k, 20', [-0.1049081, 0.534446, 1.0]], ['2, k, 21', [-0.2376846, -0.1044442, 1.0]], ['2, k, 22', [-0.2020122, -0.0257326, 1.0]], ['2, k, 23', [0.2199586, 0.06152359, 1.0]], ['2, k, 24', [0.185642, 0.1013902, 1.0]]]
[['2, k, 0', [-0.07784563, 0.0313426, 1.0]], ['2, k, 1', [-0.09378988, 0.3222299, 1.0]], ['2, k, 2', [-0.1096499, 0.6042874, 1.0]], ['2, k, 3', [-0.1009336, 0.7306704, 1.0]], ['2, k, 4', [-0.2608293, 0.4856067, 1.0]], ['2, k, 5', [-0.2793738, 0.2472373, 1.0]], ['2, k, 6', [-0.2519461, 0.01208459, 1.0]], ['2, k, 7', [-0.2369584, -0.03749868, 1.0]], ['2, k, 8', [0.05504359, 0.4933892, 1.0]], ['2, k, 9', [0.1317655, 0.3453023, 1.0]], ['2, k, 10', [0.1943256, 0.2631286, 1.0]], ['2, k, 11', [0.2276974, 0.1773963, 1.0]], ['2, k, 12', [-0.1455081, 0.02784519, 1.0]], ['2, k, 13', [-0.153849, -0.2960289, 1.0]], ['2, k, 14', [-0.1500667, -0.6309263, 1.0]], ['2, k, 15', [-0.1367773, -0.7054125, 1.0]], ['2, k, 16', [-0.00857958, 0.03398407, 1.0]], ['2, k, 17', [-0.03133009, -0.2888449, 1.0]], ['2, k, 18', [-0.03791131, -0.5983364, 1.0]], ['2, k, 19', [-0.04373489, -0.6912013, 1.0]], ['2, k, 20', [-0.1057712, 0.5350586, 1.0]], ['2, k, 21', [-0.2277267, -0.1092168, 1.0]], ['2, k, 22', [-0.1990419, -0.01416796, 1.0]], ['2, k, 23', [0.2318316, 0.140956, 1.0]], ['2, k, 24', [0.187864, 0.1617697, 1.0]]]
[['2, k, 0', [-0.07847289, 0.0317714, 1.0]], ['2, k, 1', [-0.09459929, 0.3227291, 1.0]], ['2, k, 2', [-0.11059, 0.6049379, 1.0]], ['2, k, 3', [-0.1016149, 0.7308419, 1.0]], ['2, k, 4', [-0.2612537, 0.4859714, 1.0]], ['2, k, 5', [-0.2793752, 0.2474276, 1.0]], ['2, k, 6', [-0.2514105, 0.01187939, 1.0]], ['2, k, 7', [-0.2363685, -0.03840549, 1.0]], ['2, k, 8', [0.05161355, 0.4939171, 1.0]], ['2, k, 9', [0.1476173, 0.3909581, 1.0]], ['2, k, 10', [0.2230205, 0.2643751, 1.0]], ['2, k, 11', [0.2305427, 0.2615969, 1.0]], ['2, k, 12', [-0.1463061, 0.0282669, 1.0]], ['2, k, 13', [-0.1541041, -0.2951382, 1.0]], ['2, k, 14', [-0.1508735, -0.6311035, 1.0]], ['2, k, 15', [-0.1361704, -0.7053267, 1.0]], ['2, k, 16', [-0.009087709, 0.03449485, 1.0]], ['2, k, 17', [-0.03081826, -0.2881571, 1.0]], ['2, k, 18', [-0.03878285, -0.5997549, 1.0]], ['2, k, 19', [-0.04365836, -0.6910946, 1.0]], ['2, k, 20', [-0.1067049, 0.5356669, 1.0]], ['2, k, 21', [-0.2272392, -0.1080454, 1.0]], ['2, k, 22', [-0.1992473, -0.03735555, 1.0]], ['2, k, 23', [0.2586478, 0.2324692, 1.0]], ['2, k, 24', [0.2077879, 0.2298811, 1.0]]]
[['2, k, 0', [-0.07875846, 0.03206189, 1.0]], ['2, k, 1', [-0.09542733, 0.3231969, 1.0]], ['2, k, 2', [-0.1126106, 0.6059074, 1.0]], ['2, k, 3', [-0.1028052, 0.7312667, 1.0]], ['2, k, 4', [-0.2620875, 0.4851735, 1.0]], ['2, k, 5', [-0.2790127, 0.2463955, 1.0]], ['2, k, 6', [-0.2496313, 0.01107471, 1.0]], ['2, k, 7', [-0.2352523, -0.03948409, 1.0]], ['2, k, 8', [0.05009894, 0.4954975, 1.0]], ['2, k, 9', [0.1458291, 0.4253443, 1.0]], ['2, k, 10', [0.2143603, 0.3668005, 1.0]], ['2, k, 11', [0.2222382, 0.3486643, 1.0]], ['2, k, 12', [-0.1466138, 0.02835807, 1.0]], ['2, k, 13', [-0.1541044, -0.295819, 1.0]], ['2, k, 14', [-0.1509451, -0.6310814, 1.0]], ['2, k, 15', [-0.136854, -0.7059931, 1.0]], ['2, k, 16', [-0.009260783, 0.03507824, 1.0]], ['2, k, 17', [-0.03089077, -0.287857, 1.0]], ['2, k, 18', [-0.03863826, -0.5997462, 1.0]], ['2, k, 19', [-0.04248227, -0.6934391, 1.0]], ['2, k, 20', [-0.1083989, 0.5364931, 1.0]], ['2, k, 21', [-0.2307785, -0.1086903, 1.0]], ['2, k, 22', [-0.2011009, -0.01157609, 1.0]], ['2, k, 23', [0.2289509, 0.3278843, 1.0]], ['2, k, 24', [0.2325006, 0.312466, 1.0]]]
[['2, k, 0', [-0.07910579, 0.03469437, 1.0]], ['2, k, 1', [-0.09632476, 0.3244763, 1.0]], ['2, k, 2', [-0.1142359, 0.6065589, 1.0]], ['2, k, 3', [-0.1045384, 0.7317765, 1.0]], ['2, k, 4', [-0.2632018, 0.48436, 1.0]], ['2, k, 5', [-0.2789574, 0.2452734, 1.0]], ['2, k, 6', [-0.2493008, 0.01217867, 1.0]], ['2, k, 7', [-0.2346857, -0.03991804, 1.0]], ['2, k, 8', [0.04498863, 0.5121754, 1.0]], ['2, k, 9', [0.1335452, 0.5180268, 1.0]], ['2, k, 10', [0.2045204, 0.5006515, 1.0]], ['2, k, 11', [0.235344, 0.4965177, 1.0]], ['2, k, 12', [-0.1469775, 0.03031728, 1.0]], ['2, k, 13', [-0.1542636, -0.2953924, 1.0]], ['2, k, 14', [-0.1509787, -0.6310861, 1.0]], ['2, k, 15', [-0.1369563, -0.7067177, 1.0]], ['2, k, 16', [-0.009439782, 0.03834212, 1.0]], ['2, k, 17', [-0.03209322, -0.2856055, 1.0]], ['2, k, 18', [-0.0387617, -0.6014767, 1.0]], ['2, k, 19', [-0.04386031, -0.6931769, 1.0]], ['2, k, 20', [-0.1098148, 0.5373217, 1.0]], ['2, k, 21', [-0.2258278, -0.1098564, 1.0]], ['2, k, 22', [-0.1978338, -0.02264249, 1.0]], ['2, k, 23', [0.2569797, 0.4925765, 1.0]], ['2, k, 24', [0.2727139, 0.4900872, 1.0]]]
[['2, k, 0', [-0.07992152, 0.03702038, 1.0]], ['2, k, 1', [-0.09693089, 0.326027, 1.0]], ['2, k, 2', [-0.1146845, 0.6081947, 1.0]], ['2, k, 3', [-0.1053655, 0.7324541, 1.0]], ['2, k, 4', [-0.2634204, 0.4843663, 1.0]], ['2, k, 5', [-0.2790295, 0.2451643, 1.0]], ['2, k, 6', [-0.248817, 0.01269957, 1.0]], ['2, k, 7', [-0.2344516, -0.0394455, 1.0]], ['2, k, 8', [0.04236051, 0.5198775, 1.0]], ['2, k, 9', [0.1620368, 0.5456125, 1.0]], ['2, k, 10', [0.2436098, 0.5687155, 1.0]], ['2, k, 11', [0.2685965, 0.5786644, 1.0]], ['2, k, 12', [-0.1475943, 0.03185741, 1.0]], ['2, k, 13', [-0.1541823, -0.2936972, 1.0]], ['2, k, 14', [-0.1506582, -0.6314014, 1.0]], ['2, k, 15', [-0.1369764, -0.7070351, 1.0]], ['2, k, 16', [-0.01034131, 0.04146672, 1.0]], ['2, k, 17', [-0.03216518, -0.2828056, 1.0]], ['2, k, 18', [-0.03850945, -0.6001411, 1.0]], ['2, k, 19', [-0.04383278, -0.6942222, 1.0]], ['2, k, 20', [-0.1103197, 0.5388944, 1.0]], ['2, k, 21', [-0.2201742, -0.1135929, 1.0]], ['2, k, 22', [-0.2060285, -0.02124686, 1.0]], ['2, k, 23', [0.288077, 0.587219, 1.0]], ['2, k, 24', [0.3038221, 0.5910457, 1.0]]]
