[[0, -0.198513, -0.327341, 2.49945, 1.0], [1, -0.1797, -0.0393199, 2.41793, 1.0], [2, -0.16024, 0.242174, 2.32367, 1.0], [3, -0.170805, 0.365901, 2.3391, 1.0], [4, -0.316653, 0.176916, 2.3336, 1.0], [5, -0.270189, -0.0533872, 2.23687, 1.0], [6, -0.356032, 0.20668, 2.19897, 1.0], [7, -0.286374, 0.24056, 2.1601, 1.0], [8, -0.0290198, 0.133625, 2.25989, 1.0], [9, 0.0655512, 0.311074, 2.12542, 1.0], [10, 0.0871965, 0.493188, 1.99743, 1.0], [11, 0.0856363, 0.53828, 1.97188, 1.0], [12, -0.261255, -0.312867, 2.47658, 1.0], [13, -0.251046, -0.810515, 2.57354, 1.0], [14, -0.236745, -1.05999, 2.59331, 1.0], [15, -0.260297, -1.10718, 2.5301, 1.0], [16, -0.130266, -0.332789, 2.45338, 1.0], [17, -0.0740265, -0.702303, 2.48643, 1.0], [18, -0.0848296, -1.02582, 2.58431, 1.0], [19, -0.148963, -1.08581, 2.53793, 1.0], [20, -0.165229, 0.17277, 2.34951, 1.0], [21, -0.285098, 0.239488, 2.15047, 1.0], [22, -0.283432, 0.238089, 2.13791, 1.0], [23, 0.116343, 0.575328, 1.94079, 1.0], [24, 0.132704, 0.544625, 1.94171, 1.0]]
[[0, -0.185747, -0.285036, 2.41112, 1.0], [1, -0.174774, -0.0189399, 2.37448, 1.0], [2, -0.160496, 0.242829, 2.31912, 1.0], [3, -0.171204, 0.365353, 2.33141, 1.0], [4, -0.322274, 0.184615, 2.33104, 1.0], [5, -0.404163, 0.34426, 2.2646, 1.0], [6, -0.467312, 0.534303, 2.16042, 1.0], [7, -0.48122, 0.551199, 2.15197, 1.0], [8, -0.0287302, 0.141492, 2.25426, 1.0], [9, 0.0700452, 0.321966, 2.12097, 1.0], [10, 0.0873761, 0.483335, 2.01001, 1.0], [11, 0.0865564, 0.536662, 1.98988, 1.0], [12, -0.249209, -0.272117, 2.39062, 1.0], [13, -0.203763, -0.671943, 2.44883, 1.0], [14, -0.230041, -1.03842, 2.59024, 1.0], [15, -0.207597, -1.09847, 2.53743, 1.0], [16, -0.117297, -0.2903, 2.367, 1.0], [17, -0.0914622, -0.672017, 2.46331, 1.0], [18, -0.112987, -1.04139, 2.60226, 1.0], [19, -0.150825, -1.09569, 2.53506, 1.0], [20, -0.164853, 0.177135, 2.33784, 1.0], [21, -0.515944, 0.609016, 2.12657, 1.0], [22, -0.511998, 0.543932, 2.1828, 1.0], [23, 0.118146, 0.580588, 1.95351, 1.0], [24, 0.0391157, 0.557149, 1.978, 1.0]]
[[0, -0.182317, -0.285848, 2.40719, 1.0], [1, -0.173109, -0.0187069, 2.37106, 1.0], [2, -0.160593, 0.243101, 2.31831, 1.0], [3, -0.171901, 0.365619, 2.33018, 1.0], [4, -0.322245, 0.184588, 2.33081, 1.0], [5, -0.403561, 0.341848, 2.26437, 1.0], [6, -0.466823, 0.531075, 2.15937, 1.0], [7, -0.485955, 0.550863, 2.14935, 1.0], [8, -0.0287366, 0.141618, 2.25406, 1.0], [9, 0.0726157, 0.331098, 2.1192, 1.0], [10, 0.0874615, 0.487417, 2.01292, 1.0], [11, 0.0876395, 0.539114, 1.99522, 1.0], [12, -0.24564, -0.273007, 2.38582, 1.0], [13, -0.233464, -0.664297, 2.45637, 1.0], [14, -0.232878, -1.03583, 2.59303, 1.0], [15, -0.232761, -1.09719, 2.53442, 1.0], [16, -0.114104, -0.291051, 2.36412, 1.0], [17, -0.0947043, -0.674286, 2.46404, 1.0], [18, -0.107875, -1.03876, 2.59914, 1.0], [19, -0.143482, -1.09644, 2.5351, 1.0], [20, -0.164537, 0.177779, 2.33565, 1.0], [21, -0.516253, 0.607088, 2.12022, 1.0], [22, -0.511903, 0.54178, 2.17775, 1.0], [23, 0.127704, 0.58617, 1.95648, 1.0], [24, 0.0484579, 0.554299, 1.97077, 1.0]]
[[0, -0.181743, -0.284781, 2.40472, 1.0], [1, -0.173115, -0.0183583, 2.36927, 1.0], [2, -0.161228, 0.242891, 2.31782, 1.0], [3, -0.172663, 0.365705, 2.32938, 1.0], [4, -0.322245, 0.184525, 2.33057, 1.0], [5, -0.403303, 0.339616, 2.26333, 1.0], [6, -0.457117, 0.489939, 2.16614, 1.0], [7, -0.485421, 0.550306, 2.14533, 1.0], [8, -0.0287828, 0.141932, 2.25399, 1.0], [9, 0.0724762, 0.331211, 2.12097, 1.0], [10, 0.0868116, 0.488807, 2.02014, 1.0], [11, 0.0872212, 0.540352, 2.00333, 1.0], [12, -0.245288, -0.272131, 2.38384, 1.0], [13, -0.236159, -0.661725, 2.44932, 1.0], [14, -0.234709, -1.03406, 2.59353, 1.0], [15, -0.191465, -1.09402, 2.54411, 1.0], [16, -0.113311, -0.289847, 2.36145, 1.0], [17, -0.105342, -0.672119, 2.46132, 1.0], [18, -0.105474, -1.03812, 2.59827, 1.0], [19, -0.143507, -1.09646, 2.53541, 1.0], [20, -0.164991, 0.17777, 2.33459, 1.0], [21, -0.515664, 0.606399, 2.1178, 1.0], [22, -0.50848, 0.530172, 2.1701, 1.0], [23, 0.126251, 0.588777, 1.96446, 1.0], [24, 0.0480005, 0.558829, 1.98164, 1.0]]
[[0, -0.180718, -0.285353, 2.40273, 1.0], [1, -0.172682, -0.01869, 2.36783, 1.0], [2, -0.161399, 0.242715, 2.31753, 1.0], [3, -0.173812, 0.36559, 2.3285, 1.0], [4, -0.322286, 0.184408, 2.33028, 1.0], [5, -0.405004, 0.336555, 2.26313, 1.0], [6, -0.466156, 0.514306, 2.15707, 1.0], [7, -0.48691, 0.550167, 2.14397, 1.0], [8, -0.028707, 0.142624, 2.25427, 1.0], [9, 0.0826185, 0.320874, 2.13124, 1.0], [10, 0.080489, 0.518155, 2.02206, 1.0], [11, 0.0777653, 0.56323, 2.00557, 1.0], [12, -0.244516, -0.27281, 2.38213, 1.0], [13, -0.236284, -0.662818, 2.4491, 1.0], [14, -0.203579, -1.03017, 2.59355, 1.0], [15, -0.193484, -1.09501, 2.54113, 1.0], [16, -0.112056, -0.290293, 2.35938, 1.0], [17, -0.103623, -0.673201, 2.46103, 1.0], [18, -0.105348, -1.03774, 2.59831, 1.0], [19, -0.144247, -1.0968, 2.53628, 1.0], [20, -0.165033, 0.1776, 2.33384, 1.0], [21, -0.517836, 0.607061, 2.1164, 1.0], [22, -0.511057, 0.532301, 2.17399, 1.0], [23, 0.0520878, 0.623273, 1.98687, 1.0], [24, 0.0354726, 0.587918, 1.98714, 1.0]]
[[0, -0.180138, -0.285305, 2.40192, 1.0], [1, -0.172335, -0.018658, 2.36721, 1.0], [2, -0.161402, 0.242696, 2.31743, 1.0], [3, -0.174555, 0.365766, 2.32754, 1.0], [4, -0.322282, 0.184088, 2.32986, 1.0], [5, -0.404939, 0.334702, 2.26264, 1.0], [6, -0.46665, 0.516549, 2.15495, 1.0], [7, -0.48892, 0.551018, 2.14162, 1.0], [8, -0.0286481, 0.143492, 2.2547, 1.0], [9, 0.0854104, 0.322617, 2.13438, 1.0], [10, 0.0801218, 0.520755, 2.0247, 1.0], [11, 0.0777733, 0.565553, 2.01384, 1.0], [12, -0.244059, -0.272935, 2.38127, 1.0], [13, -0.21073, -0.655011, 2.43983, 1.0], [14, -0.236477, -1.0349, 2.59825, 1.0], [15, -0.194359, -1.09558, 2.5405, 1.0], [16, -0.111351, -0.290083, 2.35871, 1.0], [17, -0.0952654, -0.714833, 2.47671, 1.0], [18, -0.105741, -1.03284, 2.59925, 1.0], [19, -0.142942, -1.09659, 2.53756, 1.0], [20, -0.164964, 0.177609, 2.33356, 1.0], [21, -0.517858, 0.60554, 2.11265, 1.0], [22, -0.510508, 0.529479, 2.16508, 1.0], [23, 0.0512726, 0.626506, 1.99677, 1.0], [24, 0.0293414, 0.614496, 1.98733, 1.0]]
[[0, -0.179694, -0.284782, 2.40082, 1.0], [1, -0.172276, -0.0186898, 2.36638, 1.0], [2, -0.161981, 0.242061, 2.31707, 1.0], [3, -0.175236, 0.36565, 2.32637, 1.0], [4, -0.32235, 0.183857, 2.32952, 1.0], [5, -0.404016, 0.333385, 2.26138, 1.0], [6, -0.467777, 0.51813, 2.15354, 1.0], [7, -0.490394, 0.550945, 2.13877, 1.0], [8, -0.0285529, 0.144317, 2.25505, 1.0], [9, 0.0874631, 0.324571, 2.13852, 1.0], [10, 0.0798597, 0.526548, 2.02975, 1.0], [11, 0.0757676, 0.572855, 2.02144, 1.0], [12, -0.243728, -0.272583, 2.37988, 1.0], [13, -0.211112, -0.6579, 2.44147, 1.0], [14, -0.206227, -1.03344, 2.59756, 1.0], [15, -0.218562, -1.09498, 2.5395, 1.0], [16, -0.110813, -0.289412, 2.35794, 1.0], [17, -0.0913423, -0.670175, 2.45036, 1.0], [18, -0.105121, -1.03336, 2.59897, 1.0], [19, -0.14226, -1.09728, 2.5375, 1.0], [20, -0.165257, 0.177244, 2.33291, 1.0], [21, -0.521452, 0.60454, 2.10971, 1.0], [22, -0.513664, 0.528395, 2.16904, 1.0], [23, 0.0502526, 0.633584, 2.00397, 1.0], [24, 0.0293215, 0.610327, 1.99457, 1.0]]
[[0, -0.179357, -0.286052, 2.40041, 1.0], [1, -0.172284, -0.0192715, 2.36556, 1.0], [2, -0.162603, 0.241845, 2.3162, 1.0], [3, -0.175794, 0.365328, 2.32529, 1.0], [4, -0.322468, 0.183235, 2.32899, 1.0], [5, -0.405181, 0.331412, 2.26028, 1.0], [6, -0.465186, 0.500727, 2.15861, 1.0], [7, -0.488875, 0.547322, 2.13742, 1.0], [8, -0.0279921, 0.147138, 2.25671, 1.0], [9, 0.0762909, 0.344245, 2.14569, 1.0], [10, 0.078397, 0.532947, 2.03909, 1.0], [11, 0.0743599, 0.582882, 2.02841, 1.0], [12, -0.243734, -0.27641, 2.37913, 1.0], [13, -0.202814, -0.684575, 2.46787, 1.0], [14, -0.232473, -1.0374, 2.59735, 1.0], [15, -0.215723, -1.09745, 2.53768, 1.0], [16, -0.110458, -0.289558, 2.35778, 1.0], [17, -0.0879653, -0.720596, 2.48139, 1.0], [18, -0.10372, -1.03439, 2.59901, 1.0], [19, -0.141971, -1.09776, 2.53724, 1.0], [20, -0.16567, 0.176984, 2.33176, 1.0], [21, -0.518408, 0.599777, 2.11058, 1.0], [22, -0.513722, 0.529781, 2.16831, 1.0], [23, 0.0542549, 0.644772, 2.01491, 1.0], [24, 0.0268223, 0.617622, 2.00333, 1.0]]
[[0, -0.17932, -0.286729, 2.39981, 1.0], [1, -0.172638, -0.0200915, 2.36405, 1.0], [2, -0.163943, 0.240915, 2.31418, 1.0], [3, -0.176416, 0.364818, 2.32418, 1.0], [4, -0.322331, 0.182113, 2.32784, 1.0], [5, -0.40161, 0.331516, 2.25843, 1.0], [6, -0.47, 0.509358, 2.1518, 1.0], [7, -0.490136, 0.547619, 2.13521, 1.0], [8, -0.027793, 0.149116, 2.25794, 1.0], [9, 0.0753042, 0.346695, 2.1479, 1.0], [10, 0.0790516, 0.535748, 2.04376, 1.0], [11, 0.0753662, 0.587774, 2.03524, 1.0], [12, -0.244079, -0.278601, 2.37768, 1.0], [13, -0.202945, -0.681894, 2.46434, 1.0], [14, -0.234212, -1.03115, 2.59591, 1.0], [15, -0.227451, -1.09803, 2.53451, 1.0], [16, -0.110329, -0.289513, 2.35764, 1.0], [17, -0.106849, -0.674102, 2.45417, 1.0], [18, -0.103306, -1.03433, 2.59828, 1.0], [19, -0.131782, -1.09815, 2.53806, 1.0], [20, -0.166667, 0.176139, 2.32954, 1.0], [21, -0.519639, 0.599966, 2.10646, 1.0], [22, -0.512685, 0.53964, 2.15041, 1.0], [23, 0.0540951, 0.644925, 2.01948, 1.0], [24, 0.0310179, 0.623223, 2.00825, 1.0]]
[[0, -0.17877, -0.287049, 2.39913, 1.0], [1, -0.172685, -0.0207412, 2.36288, 1.0], [2, -0.165227, 0.239609, 2.31268, 1.0], [3, -0.176837, 0.36418, 2.32331, 1.0], [4, -0.322108, 0.181562, 2.32727, 1.0], [5, -0.403822, 0.324244, 2.24789, 1.0], [6, -0.472592, 0.513287, 2.15015, 1.0], [7, -0.490892, 0.547826, 2.13543, 1.0], [8, -0.0277709, 0.151048, 2.25934, 1.0], [9, 0.0740502, 0.348715, 2.15188, 1.0], [10, 0.0789272, 0.54011, 2.05207, 1.0], [11, 0.0764721, 0.590702, 2.04368, 1.0], [12, -0.243654, -0.279187, 2.37664, 1.0], [13, -0.205544, -0.679962, 2.46196, 1.0], [14, -0.226652, -1.03777, 2.59826, 1.0], [15, -0.22616, -1.09741, 2.53784, 1.0], [16, -0.109559, -0.289373, 2.35734, 1.0], [17, -0.10671, -0.675168, 2.45627, 1.0], [18, -0.103683, -1.03314, 2.59957, 1.0], [19, -0.13328, -1.09841, 2.53754, 1.0], [20, -0.1675, 0.175099, 2.32796, 1.0], [21, -0.519484, 0.599781, 2.10581, 1.0], [22, -0.514224, 0.537757, 2.1525, 1.0], [23, 0.0595764, 0.649229, 2.0291, 1.0], [24, 0.0313295, 0.623257, 2.01509, 1.0]]
[[0, -0.177079, -0.287112, 2.39845, 1.0], [1, -0.172239, -0.0211604, 2.36205, 1.0], [2, -0.16576, 0.238642, 2.31174, 1.0], [3, -0.177049, 0.363538, 2.32243, 1.0], [4, -0.321881, 0.180671, 2.32633, 1.0], [5, -0.403959, 0.331, 2.24869, 1.0], [6, -0.473706, 0.514895, 2.14844, 1.0], [7, -0.490974, 0.546589, 2.13483, 1.0], [8, -0.0274135, 0.158262, 2.26357, 1.0], [9, 0.0750834, 0.355411, 2.15498, 1.0], [10, 0.0783756, 0.54367, 2.05976, 1.0], [11, 0.0766808, 0.593328, 2.05142, 1.0], [12, -0.2418, -0.280227, 2.37512, 1.0], [13, -0.253264, -0.668682, 2.45208, 1.0], [14, -0.232897, -1.03709, 2.59998, 1.0], [15, -0.23362, -1.09788, 2.5368, 1.0], [16, -0.107242, -0.288009, 2.3575, 1.0], [17, -0.100648, -0.678428, 2.46, 1.0], [18, -0.114363, -1.03536, 2.60123, 1.0], [19, -0.133917, -1.09744, 2.53848, 1.0], [20, -0.167706, 0.174353, 2.32697, 1.0], [21, -0.519375, 0.599655, 2.10537, 1.0], [22, -0.513236, 0.522899, 2.15473, 1.0], [23, 0.0566141, 0.650708, 2.03464, 1.0], [24, 0.0309377, 0.627372, 2.022, 1.0]]
