[[0, -0.299466, -0.298552, 2.53874, 1.0], [1, -0.311361, -0.00519477, 2.4775, 1.0], [2, -0.321208, 0.281213, 2.40368, 1.0], [3, -0.300058, 0.394161, 2.40557, 1.0], [4, -0.464169, 0.210895, 2.43502, 1.0], [5, -0.599904, 0.416022, 2.42535, 1.0], [6, -0.615841, 0.614363, 2.39045, 1.0], [7, -0.606696, 0.695077, 2.37951, 1.0], [8, -0.144587, 0.186503, 2.37726, 1.0], [9, -0.0428345, 0.373896, 2.30136, 1.0], [10, -0.0496477, 0.580364, 2.25242, 1.0], [11, -0.073495, 0.674333, 2.24765, 1.0], [12, -0.368175, -0.288814, 2.51362, 1.0], [13, -0.390348, -0.549916, 2.52844, 1.0], [14, -0.444937, -1.02279, 2.68395, 1.0], [15, -0.442139, -1.09082, 2.61328, 1.0], [16, -0.222551, -0.300147, 2.49458, 1.0], [17, -0.170917, -0.624343, 2.56375, 1.0], [18, -0.145425, -1.01513, 2.65693, 1.0], [19, -0.130005, -1.08789, 2.5918, 1.0], [20, -0.319096, 0.210618, 2.42439, 1.0], [21, -0.597831, 0.751662, 2.37874, 1.0], [22, -0.651291, 0.691785, 2.40292, 1.0], [23, -0.102651, 0.730343, 2.24955, 1.0], [24, -0.139085, 0.70754, 2.2442, 1.0]]
[[0, -0.289152, -0.297432, 2.49555, 1.0], [1, -0.307247, -0.00569131, 2.46428, 1.0], [2, -0.320527, 0.280741, 2.4029, 1.0], [3, -0.299954, 0.394109, 2.40511, 1.0], [4, -0.464301, 0.210775, 2.43457, 1.0], [5, -0.601356, 0.414972, 2.42112, 1.0], [6, -0.615672, 0.613729, 2.38543, 1.0], [7, -0.60669, 0.693069, 2.37175, 1.0], [8, -0.144596, 0.186582, 2.37714, 1.0], [9, -0.0411678, 0.372991, 2.30439, 1.0], [10, -0.0490895, 0.5816, 2.25534, 1.0], [11, -0.0656062, 0.675158, 2.26126, 1.0], [12, -0.357652, -0.288313, 2.46512, 1.0], [13, -0.39034, -0.549863, 2.52825, 1.0], [14, -0.444941, -1.02271, 2.68381, 1.0], [15, -0.442158, -1.0909, 2.61328, 1.0], [16, -0.212659, -0.298413, 2.45664, 1.0], [17, -0.170759, -0.624326, 2.56368, 1.0], [18, -0.145529, -1.0152, 2.65692, 1.0], [19, -0.130005, -1.08789, 2.5918, 1.0], [20, -0.317855, 0.210012, 2.42211, 1.0], [21, -0.600804, 0.743292, 2.36832, 1.0], [22, -0.65162, 0.710715, 2.38006, 1.0], [23, -0.0883203, 0.72988, 2.26226, 1.0], [24, -0.125622, 0.70725, 2.2548, 1.0]]
[[0, -0.289433, -0.297453, 2.49527, 1.0], [1, -0.307328, -0.00641379, 2.46249, 1.0], [2, -0.320492, 0.279209, 2.40287, 1.0], [3, -0.300066, 0.3944, 2.40494, 1.0], [4, -0.467368, 0.209093, 2.43346, 1.0], [5, -0.603288, 0.407168, 2.41605, 1.0], [6, -0.617293, 0.616446, 2.38131, 1.0], [7, -0.608945, 0.691248, 2.36532, 1.0], [8, -0.144579, 0.187178, 2.37735, 1.0], [9, -0.0375655, 0.374998, 2.31332, 1.0], [10, -0.0500089, 0.603141, 2.2735, 1.0], [11, -0.0709137, 0.680989, 2.27619, 1.0], [12, -0.358198, -0.28862, 2.46523, 1.0], [13, -0.392681, -0.664045, 2.55927, 1.0], [14, -0.442316, -1.02387, 2.68327, 1.0], [15, -0.442608, -1.09109, 2.61348, 1.0], [16, -0.212886, -0.298271, 2.45628, 1.0], [17, -0.174176, -0.669241, 2.56278, 1.0], [18, -0.144612, -1.02561, 2.65946, 1.0], [19, -0.132623, -1.08669, 2.59276, 1.0], [20, -0.317798, 0.208806, 2.42142, 1.0], [21, -0.598661, 0.741735, 2.36398, 1.0], [22, -0.657069, 0.70983, 2.37507, 1.0], [23, -0.102928, 0.726687, 2.27331, 1.0], [24, -0.142732, 0.706753, 2.2655, 1.0]]
[[0, -0.290514, -0.295859, 2.49461, 1.0], [1, -0.307906, -0.00625887, 2.46089, 1.0], [2, -0.321141, 0.277866, 2.40281, 1.0], [3, -0.300392, 0.394838, 2.40467, 1.0], [4, -0.470418, 0.206944, 2.42918, 1.0], [5, -0.604242, 0.403689, 2.40982, 1.0], [6, -0.619787, 0.616777, 2.3741, 1.0], [7, -0.607166, 0.690842, 2.35174, 1.0], [8, -0.145315, 0.189047, 2.37838, 1.0], [9, -0.037373, 0.37661, 2.32577, 1.0], [10, -0.0496232, 0.607514, 2.28081, 1.0], [11, -0.0701089, 0.686346, 2.28671, 1.0], [12, -0.359297, -0.287806, 2.46491, 1.0], [13, -0.393697, -0.680867, 2.56532, 1.0], [14, -0.440656, -1.02837, 2.68272, 1.0], [15, -0.443672, -1.09273, 2.61217, 1.0], [16, -0.213891, -0.295532, 2.45537, 1.0], [17, -0.173137, -0.680656, 2.56715, 1.0], [18, -0.143079, -1.03242, 2.66127, 1.0], [19, -0.133151, -1.0865, 2.59266, 1.0], [20, -0.318289, 0.207983, 2.42081, 1.0], [21, -0.592348, 0.742364, 2.35099, 1.0], [22, -0.655297, 0.702526, 2.35787, 1.0], [23, -0.102597, 0.735783, 2.29045, 1.0], [24, -0.145082, 0.712631, 2.27422, 1.0]]
[[0, -0.290889, -0.294942, 2.49432, 1.0], [1, -0.308023, -0.00588464, 2.45979, 1.0], [2, -0.321193, 0.277695, 2.40267, 1.0], [3, -0.302915, 0.39607, 2.4042, 1.0], [4, -0.470422, 0.2069, 2.42896, 1.0], [5, -0.603197, 0.396116, 2.40355, 1.0], [6, -0.620843, 0.615105, 2.36504, 1.0], [7, -0.610019, 0.690453, 2.34228, 1.0], [8, -0.145578, 0.189957, 2.37876, 1.0], [9, -0.0384931, 0.391353, 2.33672, 1.0], [10, -0.0493555, 0.611302, 2.28964, 1.0], [11, -0.0717762, 0.690902, 2.29564, 1.0], [12, -0.359768, -0.287165, 2.46481, 1.0], [13, -0.393373, -0.681065, 2.56518, 1.0], [14, -0.439801, -1.02904, 2.68184, 1.0], [15, -0.445306, -1.09444, 2.61198, 1.0], [16, -0.214122, -0.294357, 2.45503, 1.0], [17, -0.173126, -0.680581, 2.56706, 1.0], [18, -0.142854, -1.03419, 2.66181, 1.0], [19, -0.133402, -1.0862, 2.59326, 1.0], [20, -0.318347, 0.207856, 2.42043, 1.0], [21, -0.596644, 0.741131, 2.34043, 1.0], [22, -0.654327, 0.696363, 2.35009, 1.0], [23, -0.100996, 0.736807, 2.29123, 1.0], [24, -0.145584, 0.715102, 2.28211, 1.0]]
[[0, -0.291594, -0.293982, 2.49431, 1.0], [1, -0.307986, -0.00588615, 2.45861, 1.0], [2, -0.320591, 0.276229, 2.40151, 1.0], [3, -0.305257, 0.397268, 2.40446, 1.0], [4, -0.470591, 0.206797, 2.42859, 1.0], [5, -0.601804, 0.391228, 2.39601, 1.0], [6, -0.62026, 0.611636, 2.34938, 1.0], [7, -0.611411, 0.69101, 2.33311, 1.0], [8, -0.145756, 0.190706, 2.37954, 1.0], [9, -0.0414208, 0.385957, 2.34538, 1.0], [10, -0.049001, 0.615295, 2.29922, 1.0], [11, -0.0685295, 0.693752, 2.30473, 1.0], [12, -0.360638, -0.286417, 2.46455, 1.0], [13, -0.392742, -0.681372, 2.56503, 1.0], [14, -0.439057, -1.03028, 2.68174, 1.0], [15, -0.445879, -1.09602, 2.61109, 1.0], [16, -0.214682, -0.29316, 2.45551, 1.0], [17, -0.173078, -0.680229, 2.56697, 1.0], [18, -0.142227, -1.03492, 2.66285, 1.0], [19, -0.133647, -1.08617, 2.5941, 1.0], [20, -0.317877, 0.206771, 2.41897, 1.0], [21, -0.601434, 0.738822, 2.33188, 1.0], [22, -0.657153, 0.691215, 2.33819, 1.0], [23, -0.0817684, 0.748671, 2.29989, 1.0], [24, -0.135918, 0.718666, 2.2834, 1.0]]
[[0, -0.292053, -0.293325, 2.49487, 1.0], [1, -0.308364, -0.00577843, 2.45813, 1.0], [2, -0.321491, 0.27577, 2.40106, 1.0], [3, -0.307323, 0.397743, 2.40525, 1.0], [4, -0.470958, 0.206672, 2.42791, 1.0], [5, -0.602879, 0.389813, 2.39169, 1.0], [6, -0.617085, 0.621726, 2.33529, 1.0], [7, -0.609477, 0.690198, 2.32304, 1.0], [8, -0.147758, 0.197496, 2.38579, 1.0], [9, -0.0458597, 0.390891, 2.35361, 1.0], [10, -0.0485089, 0.618959, 2.30733, 1.0], [11, -0.0681466, 0.697827, 2.3141, 1.0], [12, -0.361211, -0.286314, 2.46496, 1.0], [13, -0.392742, -0.681387, 2.56501, 1.0], [14, -0.438338, -1.03082, 2.68167, 1.0], [15, -0.44609, -1.09628, 2.61073, 1.0], [16, -0.214994, -0.291693, 2.45655, 1.0], [17, -0.173051, -0.680152, 2.56698, 1.0], [18, -0.14218, -1.03589, 2.66329, 1.0], [19, -0.13414, -1.08587, 2.59486, 1.0], [20, -0.318633, 0.206468, 2.41837, 1.0], [21, -0.59715, 0.741672, 2.32395, 1.0], [22, -0.655731, 0.695488, 2.3192, 1.0], [23, -0.0849732, 0.752908, 2.31189, 1.0], [24, -0.135756, 0.724841, 2.2912, 1.0]]
[[0, -0.292671, -0.293491, 2.49529, 1.0], [1, -0.30885, -0.00605624, 2.45769, 1.0], [2, -0.322188, 0.275156, 2.4007, 1.0], [3, -0.309432, 0.39795, 2.40608, 1.0], [4, -0.471447, 0.206504, 2.42692, 1.0], [5, -0.604327, 0.389646, 2.38656, 1.0], [6, -0.617991, 0.621497, 2.33241, 1.0], [7, -0.61108, 0.68669, 2.31007, 1.0], [8, -0.147795, 0.197352, 2.38575, 1.0], [9, -0.0476603, 0.394988, 2.35854, 1.0], [10, -0.0481016, 0.622156, 2.31375, 1.0], [11, -0.0675876, 0.698922, 2.31883, 1.0], [12, -0.361974, -0.286553, 2.46523, 1.0], [13, -0.392719, -0.68132, 2.56493, 1.0], [14, -0.438191, -1.03138, 2.68112, 1.0], [15, -0.446279, -1.09644, 2.61013, 1.0], [16, -0.215492, -0.291893, 2.45727, 1.0], [17, -0.17318, -0.68054, 2.56709, 1.0], [18, -0.14214, -1.03616, 2.66332, 1.0], [19, -0.134147, -1.08587, 2.59488, 1.0], [20, -0.319293, 0.205908, 2.41785, 1.0], [21, -0.600572, 0.738845, 2.31178, 1.0], [22, -0.655479, 0.690815, 2.30539, 1.0], [23, -0.0824107, 0.752507, 2.31188, 1.0], [24, -0.134336, 0.723984, 2.29067, 1.0]]
[[0, -0.2933, -0.293504, 2.49599, 1.0], [1, -0.309818, -0.00616526, 2.45751, 1.0], [2, -0.324334, 0.274726, 2.40066, 1.0], [3, -0.311313, 0.397734, 2.40711, 1.0], [4, -0.47189, 0.206292, 2.42615, 1.0], [5, -0.60762, 0.39787, 2.37428, 1.0], [6, -0.621042, 0.612065, 2.32262, 1.0], [7, -0.61187, 0.687434, 2.29939, 1.0], [8, -0.148059, 0.197076, 2.38573, 1.0], [9, -0.0495152, 0.398695, 2.36121, 1.0], [10, -0.0482625, 0.623429, 2.31807, 1.0], [11, -0.0677563, 0.701672, 2.32254, 1.0], [12, -0.362752, -0.286632, 2.46594, 1.0], [13, -0.392748, -0.681373, 2.56495, 1.0], [14, -0.438081, -1.03171, 2.68111, 1.0], [15, -0.446434, -1.09672, 2.60989, 1.0], [16, -0.215954, -0.291927, 2.45802, 1.0], [17, -0.173274, -0.680678, 2.56714, 1.0], [18, -0.141939, -1.03662, 2.66359, 1.0], [19, -0.134154, -1.08587, 2.59503, 1.0], [20, -0.321077, 0.205561, 2.41764, 1.0], [21, -0.591013, 0.739025, 2.30276, 1.0], [22, -0.656394, 0.697837, 2.29248, 1.0], [23, -0.0789063, 0.757359, 2.31986, 1.0], [24, -0.134571, 0.725247, 2.29467, 1.0]]
[[0, -0.294679, -0.292307, 2.49664, 1.0], [1, -0.311042, -0.00561187, 2.45725, 1.0], [2, -0.325577, 0.274779, 2.40062, 1.0], [3, -0.314343, 0.39762, 2.40808, 1.0], [4, -0.479731, 0.202578, 2.41618, 1.0], [5, -0.606716, 0.393566, 2.37092, 1.0], [6, -0.619361, 0.613842, 2.31223, 1.0], [7, -0.609859, 0.686142, 2.28945, 1.0], [8, -0.148175, 0.196977, 2.38583, 1.0], [9, -0.0536299, 0.392682, 2.36712, 1.0], [10, -0.0478086, 0.621504, 2.32141, 1.0], [11, -0.0620556, 0.700805, 2.32149, 1.0], [12, -0.363549, -0.286676, 2.46616, 1.0], [13, -0.392767, -0.681341, 2.56494, 1.0], [14, -0.43803, -1.03234, 2.68111, 1.0], [15, -0.446649, -1.09692, 2.60942, 1.0], [16, -0.218231, -0.288404, 2.45953, 1.0], [17, -0.173506, -0.681066, 2.56747, 1.0], [18, -0.14191, -1.03669, 2.66358, 1.0], [19, -0.134314, -1.08587, 2.59495, 1.0], [20, -0.322295, 0.205719, 2.41745, 1.0], [21, -0.585916, 0.733534, 2.28739, 1.0], [22, -0.653752, 0.697076, 2.27276, 1.0], [23, -0.0663081, 0.763577, 2.32477, 1.0], [24, -0.121723, 0.726752, 2.29586, 1.0]]
[[0, -0.296277, -0.29119, 2.49714, 1.0], [1, -0.311964, -0.00521783, 2.45716, 1.0], [2, -0.326098, 0.274726, 2.40077, 1.0], [3, -0.317192, 0.397716, 2.40898, 1.0], [4, -0.479384, 0.202936, 2.41662, 1.0], [5, -0.605887, 0.398592, 2.36143, 1.0], [6, -0.617576, 0.61614, 2.30224, 1.0], [7, -0.61031, 0.686275, 2.27606, 1.0], [8, -0.148473, 0.196964, 2.38606, 1.0], [9, -0.0550165, 0.392677, 2.36869, 1.0], [10, -0.0484152, 0.625378, 2.32217, 1.0], [11, -0.063517, 0.702264, 2.31729, 1.0], [12, -0.365008, -0.286627, 2.46667, 1.0], [13, -0.393071, -0.680406, 2.5642, 1.0], [14, -0.437534, -1.03267, 2.68133, 1.0], [15, -0.446795, -1.09708, 2.60906, 1.0], [16, -0.219886, -0.286282, 2.46003, 1.0], [17, -0.173895, -0.681862, 2.56785, 1.0], [18, -0.141761, -1.03716, 2.66359, 1.0], [19, -0.134341, -1.08612, 2.59517, 1.0], [20, -0.32287, 0.205746, 2.41749, 1.0], [21, -0.591013, 0.736448, 2.27636, 1.0], [22, -0.653935, 0.692221, 2.26757, 1.0], [23, -0.0732333, 0.763732, 2.31514, 1.0], [24, -0.126017, 0.726346, 2.28704, 1.0]]
