[[0, -0.199822, -0.1110073, 2.020191, 1], [1, -0.1959091, 0.1994566, 1.998234, 1], [2, -0.1896611, 0.4990301, 1.963051, 1], [3, -0.2044012, 0.6259987, 1.949931, 1], [4, -0.3623624, 0.3718082, 1.978206, 1], [5, -0.4121739, 0.102609, 2.020409, 1], [6, -0.4233276, -0.1097336, 2.016952, 1], [7, -0.427474, -0.1368992, 2.021671, 1], [8, -0.04134056, 0.3799245, 1.973853, 1], [9, 0.008145688, 0.1370255, 1.984158, 1], [10, -0.007699316, -0.07066461, 1.926993, 1], [11, -0.0394487, -0.1107991, 1.924201, 1], [12, -0.2726685, -0.1076234, 1.981921, 1], [13, -0.2716766, -0.4565373, 2.030781, 1], [14, -0.2274251, -0.7698625, 2.122374, 1], [15, -0.2672257, -0.6987813, 2.047001, 1], [16, -0.1199358, -0.1102945, 1.986259, 1], [17, -0.06707186, -0.4849851, 2.030589, 1], [18, -0.1157168, -0.7814691, 2.15958, 1], [19, -0.01164952, -0.7323972, 2.090837, 1], [20, -0.191544, 0.425783, 1.974082, 1], [21, -0.4266495, -0.2129787, 2.038717, 1], [22, -0.3754164, -0.1397844, 1.95916, 1], [23, -0.04432043, -0.160556, 1.930263, 1], [24, -0.005252729, -0.1436633, 1.921071, 1]]
[[0, -0.1997654, -0.1110583, 2.020197, 1], [1, -0.1958029, 0.1994672, 1.998208, 1], [2, -0.1895672, 0.4990797, 1.963005, 1], [3, -0.2044264, 0.6259864, 1.94991, 1], [4, -0.3627884, 0.3707397, 1.978346, 1], [5, -0.4144489, 0.09884102, 2.023846, 1], [6, -0.4294474, -0.1130267, 2.023736, 1], [7, -0.4397969, -0.1351812, 2.031872, 1], [8, -0.04143434, 0.3797759, 1.973537, 1], [9, 0.008296674, 0.1369453, 1.984242, 1], [10, -0.007435718, -0.07073489, 1.926997, 1], [11, -0.03939764, -0.1109965, 1.926004, 1], [12, -0.2726307, -0.1076616, 1.981924, 1], [13, -0.2711001, -0.4589903, 2.031969, 1], [14, -0.2266485, -0.772644, 2.12246, 1], [15, -0.2659217, -0.7002224, 2.048408, 1], [16, -0.1198473, -0.1103689, 1.986263, 1], [17, -0.06705481, -0.4848424, 2.030625, 1], [18, -0.1159172, -0.7806645, 2.160892, 1], [19, -0.01153434, -0.7328928, 2.091733, 1], [20, -0.1914384, 0.425823, 1.974039, 1], [21, -0.4402103, -0.2110258, 2.04305, 1], [22, -0.3830953, -0.1163568, 1.966067, 1], [23, -0.0458013, -0.1611145, 1.934226, 1], [24, -0.005441606, -0.1437655, 1.921203, 1]]
[[0, -0.199652, -0.1111655, 2.020154, 1], [1, -0.1956259, 0.1994145, 1.998148, 1], [2, -0.1894213, 0.4990515, 1.962954, 1], [3, -0.204409, 0.6259956, 1.949873, 1], [4, -0.3614734, 0.370426, 1.97744, 1], [5, -0.4169255, 0.09564344, 2.026971, 1], [6, -0.4380516, -0.1154018, 2.029944, 1], [7, -0.4544128, -0.1175862, 2.033625, 1], [8, -0.04124987, 0.3793903, 1.973402, 1], [9, 0.008467611, 0.1371705, 1.984191, 1], [10, -0.007263896, -0.07055685, 1.927151, 1], [11, -0.03929917, -0.1104917, 1.925847, 1], [12, -0.2725286, -0.1077733, 1.981869, 1], [13, -0.2711753, -0.4610969, 2.032361, 1], [14, -0.2262386, -0.774554, 2.123192, 1], [15, -0.2649532, -0.7015132, 2.049444, 1], [16, -0.1197117, -0.1104815, 1.986228, 1], [17, -0.06706189, -0.4847802, 2.030612, 1], [18, -0.1141245, -0.7802865, 2.162102, 1], [19, -0.01015404, -0.7327108, 2.09168, 1], [20, -0.1912726, 0.4257868, 1.973982, 1], [21, -0.4695787, -0.2009234, 2.034964, 1], [22, -0.3875446, -0.09408262, 1.973167, 1], [23, -0.04395501, -0.160127, 1.930874, 1], [24, -0.005158446, -0.1417007, 1.920202, 1]]
[[0, -0.1994416, -0.1109535, 2.020123, 1], [1, -0.1954813, 0.1995176, 1.998102, 1], [2, -0.1893907, 0.499052, 1.96293, 1], [3, -0.2043828, 0.6260692, 1.949842, 1], [4, -0.3597619, 0.3726151, 1.976915, 1], [5, -0.4200328, 0.09672333, 2.031015, 1], [6, -0.4506239, -0.1126667, 2.038429, 1], [7, -0.4740469, -0.1499146, 2.054954, 1], [8, -0.04132215, 0.3794022, 1.973345, 1], [9, 0.008763599, 0.1371353, 1.984219, 1], [10, -0.007196265, -0.07059059, 1.92725, 1], [11, -0.03880457, -0.1101724, 1.925058, 1], [12, -0.2723318, -0.1076531, 1.981845, 1], [13, -0.2712172, -0.4620977, 2.032723, 1], [14, -0.2260908, -0.7756826, 2.123078, 1], [15, -0.264307, -0.7018187, 2.050043, 1], [16, -0.1194824, -0.110166, 1.98618, 1], [17, -0.06709166, -0.4846069, 2.030591, 1], [18, -0.1197174, -0.7773784, 2.165621, 1], [19, -0.0152389, -0.7331799, 2.093366, 1], [20, -0.1912183, 0.4258019, 1.973952, 1], [21, -0.4792112, -0.2073744, 2.048869, 1], [22, -0.4749641, -0.157273, 2.007545, 1], [23, -0.04358319, -0.1606677, 1.933871, 1], [24, -0.005000722, -0.141495, 1.919223, 1]]
[[0, -0.1991387, -0.1109845, 2.02034, 1], [1, -0.1953476, 0.1995125, 1.998141, 1], [2, -0.1893741, 0.4990405, 1.96291, 1], [3, -0.2043583, 0.6261283, 1.949687, 1], [4, -0.3604088, 0.3720752, 1.977507, 1], [5, -0.425242, 0.09836439, 2.035431, 1], [6, -0.4688484, -0.1082146, 2.04593, 1], [7, -0.4970953, -0.1450761, 2.061367, 1], [8, -0.04130315, 0.3791818, 1.97318, 1], [9, 0.008968765, 0.1371641, 1.984177, 1], [10, -0.007065849, -0.07058012, 1.927315, 1], [11, -0.03895643, -0.1104056, 1.925091, 1], [12, -0.2720446, -0.1076855, 1.982026, 1], [13, -0.2713239, -0.4630853, 2.033028, 1], [14, -0.2258291, -0.776615, 2.123376, 1], [15, -0.2636939, -0.7024239, 2.050463, 1], [16, -0.1191637, -0.1102057, 1.986435, 1], [17, -0.06620494, -0.4861417, 2.031274, 1], [18, -0.1154417, -0.779276, 2.166719, 1], [19, -0.01226412, -0.7332975, 2.09277, 1], [20, -0.1911836, 0.425791, 1.973939, 1], [21, -0.4972646, -0.1958551, 2.066857, 1], [22, -0.5071366, -0.156933, 2.020269, 1], [23, -0.04654696, -0.1600524, 1.930501, 1], [24, -0.00539555, -0.1419145, 1.919513, 1]]
[[0, -0.1988656, -0.110857, 2.020329, 1], [1, -0.1951665, 0.1995136, 1.998138, 1], [2, -0.189291, 0.4989216, 1.96292, 1], [3, -0.2043128, 0.6261077, 1.94965, 1], [4, -0.3611179, 0.3716331, 1.978079, 1], [5, -0.4325741, 0.1007152, 2.039465, 1], [6, -0.4926502, -0.1012114, 2.052019, 1], [7, -0.5159335, -0.1166926, 2.060642, 1], [8, -0.04142349, 0.3789067, 1.972778, 1], [9, 0.0098228, 0.1370389, 1.984354, 1], [10, -0.006932965, -0.07062237, 1.927379, 1], [11, -0.03856421, -0.110535, 1.924914, 1], [12, -0.2718408, -0.1076902, 1.98205, 1], [13, -0.2714448, -0.4441215, 2.027575, 1], [14, -0.2292104, -0.7584226, 2.117345, 1], [15, -0.2743326, -0.6921423, 2.041507, 1], [16, -0.1187711, -0.1098778, 1.986362, 1], [17, -0.06618065, -0.4858566, 2.031272, 1], [18, -0.1289907, -0.7721626, 2.174583, 1], [19, -0.02377179, -0.7349398, 2.09896, 1], [20, -0.1910781, 0.4257043, 1.973944, 1], [21, -0.5332547, -0.1852847, 2.062876, 1], [22, -0.532674, -0.1236093, 2.017654, 1], [23, -0.04537518, -0.1596351, 1.92799, 1], [24, -0.004838722, -0.1414591, 1.919505, 1]]
[[0, -0.1985731, -0.1107608, 2.020305, 1], [1, -0.1948752, 0.1995718, 1.99809, 1], [2, -0.1891236, 0.498901, 1.962871, 1], [3, -0.2043015, 0.6261528, 1.949633, 1], [4, -0.3601238, 0.3725232, 1.97858, 1], [5, -0.4436771, 0.1064162, 2.043546, 1], [6, -0.533908, -0.08386955, 2.053059, 1], [7, -0.5509532, -0.105926, 2.06163, 1], [8, -0.04097535, 0.3789543, 1.972804, 1], [9, 0.009961572, 0.1372087, 1.98423, 1], [10, -0.005896075, -0.07070961, 1.928094, 1], [11, -0.03757852, -0.1104486, 1.925741, 1], [12, -0.271525, -0.1075869, 1.982091, 1], [13, -0.2714736, -0.4440823, 2.027454, 1], [14, -0.2292883, -0.7583777, 2.11726, 1], [15, -0.2743792, -0.6920806, 2.04141, 1], [16, -0.1184989, -0.1098019, 1.986273, 1], [17, -0.06524115, -0.4869531, 2.031951, 1], [18, -0.1249832, -0.7729403, 2.176989, 1], [19, -0.02134664, -0.7337785, 2.098959, 1], [20, -0.190871, 0.4256989, 1.973893, 1], [21, -0.6317143, -0.1674254, 2.039522, 1], [22, -0.6110284, -0.04958514, 1.962857, 1], [23, -0.04260549, -0.1605901, 1.931731, 1], [24, -0.003301966, -0.1393903, 1.9189, 1]]
[[0, -0.1977136, -0.1104696, 2.020187, 1], [1, -0.1944321, 0.1996756, 1.998007, 1], [2, -0.1890314, 0.498875, 1.962837, 1], [3, -0.2041408, 0.6261936, 1.949543, 1], [4, -0.3599522, 0.3728979, 1.979479, 1], [5, -0.4561195, 0.1119592, 2.046365, 1], [6, -0.5557292, -0.07301941, 2.058995, 1], [7, -0.5870324, -0.1026836, 2.072594, 1], [8, -0.04025534, 0.3792609, 1.972956, 1], [9, 0.01043728, 0.1373956, 1.984262, 1], [10, -0.00566883, -0.07047021, 1.927968, 1], [11, -0.03681548, -0.110562, 1.925653, 1], [12, -0.27077, -0.1073473, 1.982063, 1], [13, -0.271176, -0.4518069, 2.029629, 1], [14, -0.2279026, -0.7657416, 2.119913, 1], [15, -0.2696519, -0.695709, 2.045198, 1], [16, -0.1175578, -0.1094884, 1.986046, 1], [17, -0.06450366, -0.4875401, 2.032405, 1], [18, -0.1249886, -0.7742224, 2.175917, 1], [19, -0.0208516, -0.7349597, 2.0991, 1], [20, -0.1907094, 0.4256892, 1.973846, 1], [21, -0.6054388, -0.1539384, 2.061543, 1], [22, -0.6117232, -0.04913448, 1.963199, 1], [23, -0.04130672, -0.1605788, 1.933901, 1], [24, -0.002977348, -0.1413983, 1.920713, 1]]
[[0, -0.1972481, -0.1104009, 2.020045, 1], [1, -0.194181, 0.1996947, 1.997961, 1], [2, -0.1889827, 0.4988481, 1.962845, 1], [3, -0.2039207, 0.6262684, 1.94958, 1], [4, -0.3601459, 0.3728021, 1.980345, 1], [5, -0.4756523, 0.1212895, 2.050199, 1], [6, -0.5908352, -0.05316612, 2.068554, 1], [7, -0.6138754, -0.07230387, 2.06948, 1], [8, -0.04008541, 0.3791521, 1.97283, 1], [9, 0.01073993, 0.1378326, 1.984086, 1], [10, -0.00593692, -0.06997428, 1.927717, 1], [11, -0.03644778, -0.1097493, 1.925278, 1], [12, -0.2703576, -0.1072823, 1.981978, 1], [13, -0.2712202, -0.4422791, 2.02638, 1], [14, -0.2298251, -0.7564101, 2.117006, 1], [15, -0.2743358, -0.6893048, 2.041575, 1], [16, -0.1170512, -0.1094337, 1.985837, 1], [17, -0.06489369, -0.4861577, 2.032211, 1], [18, -0.122499, -0.7743073, 2.17415, 1], [19, -0.01843055, -0.7342309, 2.097775, 1], [20, -0.1906199, 0.4256666, 1.973847, 1], [21, -0.631552, -0.145239, 2.019145, 1], [22, -0.5846033, -0.03248603, 1.929667, 1], [23, -0.04063723, -0.1601271, 1.932232, 1], [24, -0.00133734, -0.1394846, 1.91792, 1]]
[[0, -0.1964911, -0.1105099, 2.019706, 1], [1, -0.1938444, 0.1996655, 1.997855, 1], [2, -0.1889468, 0.4988332, 1.962851, 1], [3, -0.2037338, 0.6264063, 1.94958, 1], [4, -0.3614901, 0.3718907, 1.982573, 1], [5, -0.4972483, 0.130646, 2.050934, 1], [6, -0.6383314, -0.02539943, 2.052836, 1], [7, -0.6610668, -0.0511708, 2.050686, 1], [8, -0.03940019, 0.3790354, 1.972625, 1], [9, 0.01108434, 0.1377358, 1.983957, 1], [10, -0.005290802, -0.07017992, 1.927976, 1], [11, -0.03601904, -0.1103168, 1.925545, 1], [12, -0.2696334, -0.1075064, 1.981713, 1], [13, -0.2712696, -0.4438903, 2.026511, 1], [14, -0.2306447, -0.7579634, 2.117548, 1], [15, -0.2731988, -0.6893116, 2.04198, 1], [16, -0.1162683, -0.1094368, 1.985409, 1], [17, -0.06483053, -0.4860879, 2.032108, 1], [18, -0.1193432, -0.7758387, 2.172199, 1], [19, -0.01522196, -0.7347142, 2.096758, 1], [20, -0.1905306, 0.4256467, 1.973839, 1], [21, -0.6708922, -0.1082861, 2.0416, 1], [22, -0.618118, -0.08101611, 1.97175, 1], [23, -0.04220606, -0.1603428, 1.933882, 1], [24, -0.00278229, -0.1408271, 1.918659, 1]]
[[0, -0.1957125, -0.1105544, 2.019396, 1], [1, -0.1933977, 0.1996044, 1.99769, 1], [2, -0.1888326, 0.4987521, 1.962811, 1], [3, -0.2034698, 0.6264366, 1.949512, 1], [4, -0.3638488, 0.370765, 1.984398, 1], [5, -0.5188839, 0.1412665, 2.050919, 1], [6, -0.670534, -0.00231683, 2.065458, 1], [7, -0.6879645, -0.009012206, 2.071573, 1], [8, -0.03894332, 0.3791193, 1.972666, 1], [9, 0.01153487, 0.13778, 1.983921, 1], [10, -0.005016767, -0.07010835, 1.927876, 1], [11, -0.03588949, -0.1101338, 1.925281, 1], [12, -0.268829, -0.1076433, 1.981372, 1], [13, -0.2711969, -0.4395055, 2.02495, 1], [14, -0.2310883, -0.7536035, 2.116197, 1], [15, -0.2761885, -0.6878411, 2.039779, 1], [16, -0.1155409, -0.1094075, 1.985126, 1], [17, -0.06471042, -0.4858292, 2.031961, 1], [18, -0.118498, -0.7756472, 2.172182, 1], [19, -0.01515546, -0.7332687, 2.095788, 1], [20, -0.1903411, 0.4255634, 1.973773, 1], [21, -0.7274603, -0.07361345, 2.092655, 1], [22, -0.6169801, -0.04432094, 1.97225, 1], [23, -0.03965177, -0.1604104, 1.932018, 1], [24, -0.002308569, -0.1415768, 1.91755, 1]]
