[['2, k, 0', [495.411, 214.924, 1.0]], ['2, k, 1', [498.33, 242.808, 1.0]], ['2, k, 2', [474.803, 241.397, 1.0]], ['2, k, 3', [463.116, 285.361, 1.0]], ['2, k, 4', [451.293, 322.047, 1.0]], ['2, k, 5', [521.899, 242.877, 1.0]], ['2, k, 6', [533.561, 285.427, 1.0]], ['2, k, 7', [543.902, 323.596, 1.0]], ['2, k, 8', [498.381, 322.154, 1.0]], ['2, k, 9', [482.217, 322.139, 1.0]], ['2, k, 10', [479.275, 382.415, 1.0]], ['2, k, 11', [477.824, 439.579, 1.0]], ['2, k, 12', [513.067, 323.552, 1.0]], ['2, k, 13', [511.603, 382.351, 1.0]], ['2, k, 14', [511.636, 439.61, 1.0]], ['2, k, 15', [488.138, 207.576, 1.0]], ['2, k, 16', [499.809, 207.556, 1.0]], ['2, k, 17', [483.69, 213.46, 1.0]], ['2, k, 18', [511.534, 213.448, 1.0]], ['2, k, 19', [513.045, 464.545, 1.0]], ['2, k, 20', [521.916, 461.625, 1.0]], ['2, k, 21', [510.081, 441.133, 1.0]], ['2, k, 22', [482.216, 464.599, 1.0]], ['2, k, 23', [473.417, 463.06, 1.0]], ['2, k, 24', [480.764, 441.08, 1.0]]]
[['2, k, 0', [493.965, 217.821, 1.0]], ['2, k, 1', [498.358, 242.797, 1.0]], ['2, k, 2', [474.843, 241.391, 1.0]], ['2, k, 3', [463.114, 283.964, 1.0]], ['2, k, 4', [451.298, 322.053, 1.0]], ['2, k, 5', [521.915, 242.875, 1.0]], ['2, k, 6', [533.577, 285.437, 1.0]], ['2, k, 7', [545.275, 323.596, 1.0]], ['2, k, 8', [498.363, 322.136, 1.0]], ['2, k, 9', [482.195, 322.113, 1.0]], ['2, k, 10', [477.843, 382.387, 1.0]], ['2, k, 11', [477.831, 439.546, 1.0]], ['2, k, 12', [513.043, 323.54, 1.0]], ['2, k, 13', [511.598, 382.366, 1.0]], ['2, k, 14', [511.654, 439.566, 1.0]], ['2, k, 15', [488.121, 213.431, 1.0]], ['2, k, 16', [499.799, 210.513, 1.0]], ['2, k, 17', [485.124, 216.355, 1.0]], ['2, k, 18', [511.557, 214.93, 1.0]], ['2, k, 19', [513.048, 464.539, 1.0]], ['2, k, 20', [521.921, 461.622, 1.0]], ['2, k, 21', [510.105, 441.076, 1.0]], ['2, k, 22', [482.229, 464.546, 1.0]], ['2, k, 23', [474.79, 461.644, 1.0]], ['2, k, 24', [482.21, 441.035, 1.0]]]
[['2, k, 0', [493.947, 214.918, 1.0]], ['2, k, 1', [498.341, 242.802, 1.0]], ['2, k, 2', [474.819, 241.385, 1.0]], ['2, k, 3', [463.124, 283.953, 1.0]], ['2, k, 4', [451.29, 322.053, 1.0]], ['2, k, 5', [521.9, 242.874, 1.0]], ['2, k, 6', [533.568, 285.422, 1.0]], ['2, k, 7', [545.277, 323.607, 1.0]], ['2, k, 8', [498.372, 323.542, 1.0]], ['2, k, 9', [482.214, 322.164, 1.0]], ['2, k, 10', [477.853, 382.411, 1.0]], ['2, k, 11', [477.829, 439.658, 1.0]], ['2, k, 12', [513.058, 323.58, 1.0]], ['2, k, 13', [511.585, 382.389, 1.0]], ['2, k, 14', [511.631, 439.646, 1.0]], ['2, k, 15', [488.088, 207.552, 1.0]], ['2, k, 16', [499.774, 206.169, 1.0]], ['2, k, 17', [482.214, 213.431, 1.0]], ['2, k, 18', [510.149, 211.996, 1.0]], ['2, k, 19', [513.032, 464.549, 1.0]], ['2, k, 20', [523.263, 461.637, 1.0]], ['2, k, 21', [510.077, 442.549, 1.0]], ['2, k, 22', [480.755, 464.658, 1.0]], ['2, k, 23', [473.366, 463.123, 1.0]], ['2, k, 24', [482.212, 442.539, 1.0]]]
[['2, k, 0', [493.949, 214.916, 1.0]], ['2, k, 1', [498.341, 242.801, 1.0]], ['2, k, 2', [474.815, 241.384, 1.0]], ['2, k, 3', [463.127, 283.965, 1.0]], ['2, k, 4', [451.304, 322.041, 1.0]], ['2, k, 5', [521.906, 242.872, 1.0]], ['2, k, 6', [533.565, 285.418, 1.0]], ['2, k, 7', [543.913, 323.603, 1.0]], ['2, k, 8', [498.367, 323.546, 1.0]], ['2, k, 9', [482.199, 322.171, 1.0]], ['2, k, 10', [477.854, 382.409, 1.0]], ['2, k, 11', [477.825, 439.664, 1.0]], ['2, k, 12', [513.054, 323.582, 1.0]], ['2, k, 13', [511.585, 382.374, 1.0]], ['2, k, 14', [511.633, 439.639, 1.0]], ['2, k, 15', [488.087, 207.548, 1.0]], ['2, k, 16', [499.776, 206.165, 1.0]], ['2, k, 17', [482.208, 213.426, 1.0]], ['2, k, 18', [510.151, 211.987, 1.0]], ['2, k, 19', [513.03, 464.541, 1.0]], ['2, k, 20', [523.263, 461.63, 1.0]], ['2, k, 21', [510.08, 442.543, 1.0]], ['2, k, 22', [480.754, 464.658, 1.0]], ['2, k, 23', [473.366, 463.123, 1.0]], ['2, k, 24', [482.205, 442.551, 1.0]]]
[['2, k, 0', [495.405, 214.928, 1.0]], ['2, k, 1', [498.362, 242.796, 1.0]], ['2, k, 2', [474.845, 241.378, 1.0]], ['2, k, 3', [463.128, 283.951, 1.0]], ['2, k, 4', [451.33, 322.042, 1.0]], ['2, k, 5', [521.915, 242.868, 1.0]], ['2, k, 6', [533.561, 285.422, 1.0]], ['2, k, 7', [543.905, 323.61, 1.0]], ['2, k, 8', [498.372, 323.543, 1.0]], ['2, k, 9', [482.206, 322.168, 1.0]], ['2, k, 10', [477.847, 382.414, 1.0]], ['2, k, 11', [477.834, 439.661, 1.0]], ['2, k, 12', [513.061, 323.579, 1.0]], ['2, k, 13', [511.585, 382.391, 1.0]], ['2, k, 14', [511.63, 439.647, 1.0]], ['2, k, 15', [488.128, 207.567, 1.0]], ['2, k, 16', [499.814, 207.549, 1.0]], ['2, k, 17', [483.688, 213.437, 1.0]], ['2, k, 18', [511.557, 213.424, 1.0]], ['2, k, 19', [513.026, 464.547, 1.0]], ['2, k, 20', [521.919, 461.636, 1.0]], ['2, k, 21', [510.08, 442.552, 1.0]], ['2, k, 22', [480.757, 464.655, 1.0]], ['2, k, 23', [473.369, 463.119, 1.0]], ['2, k, 24', [482.213, 442.551, 1.0]]]
[['2, k, 0', [492.502, 214.913, 1.0]], ['2, k, 1', [498.345, 241.432, 1.0]], ['2, k, 2', [474.821, 241.388, 1.0]], ['2, k, 3', [463.139, 285.372, 1.0]], ['2, k, 4', [451.356, 322.047, 1.0]], ['2, k, 5', [521.915, 242.85, 1.0]], ['2, k, 6', [533.568, 285.412, 1.0]], ['2, k, 7', [543.879, 323.611, 1.0]], ['2, k, 8', [498.375, 323.564, 1.0]], ['2, k, 9', [482.209, 323.558, 1.0]], ['2, k, 10', [477.85, 382.415, 1.0]], ['2, k, 11', [477.833, 439.656, 1.0]], ['2, k, 12', [513.059, 323.6, 1.0]], ['2, k, 13', [511.584, 382.389, 1.0]], ['2, k, 14', [511.634, 439.633, 1.0]], ['2, k, 15', [488.057, 207.569, 1.0]], ['2, k, 16', [498.398, 206.157, 1.0]], ['2, k, 17', [482.207, 213.445, 1.0]], ['2, k, 18', [511.524, 211.981, 1.0]], ['2, k, 19', [513.024, 464.544, 1.0]], ['2, k, 20', [521.919, 461.631, 1.0]], ['2, k, 21', [510.084, 442.537, 1.0]], ['2, k, 22', [480.759, 464.645, 1.0]], ['2, k, 23', [473.373, 463.11, 1.0]], ['2, k, 24', [482.21, 442.545, 1.0]]]
[['2, k, 0', [495.391, 214.933, 1.0]], ['2, k, 1', [498.352, 242.803, 1.0]], ['2, k, 2', [474.832, 241.398, 1.0]], ['2, k, 3', [463.159, 283.965, 1.0]], ['2, k, 4', [451.42, 322.059, 1.0]], ['2, k, 5', [521.915, 242.863, 1.0]], ['2, k, 6', [533.563, 285.423, 1.0]], ['2, k, 7', [543.831, 323.596, 1.0]], ['2, k, 8', [498.38, 323.58, 1.0]], ['2, k, 9', [482.214, 323.58, 1.0]], ['2, k, 10', [479.238, 383.778, 1.0]], ['2, k, 11', [477.833, 439.659, 1.0]], ['2, k, 12', [513.061, 323.613, 1.0]], ['2, k, 13', [511.584, 382.394, 1.0]], ['2, k, 14', [511.633, 439.632, 1.0]], ['2, k, 15', [488.108, 207.561, 1.0]], ['2, k, 16', [499.805, 207.55, 1.0]], ['2, k, 17', [483.654, 213.434, 1.0]], ['2, k, 18', [511.537, 212.004, 1.0]], ['2, k, 19', [513.02, 464.54, 1.0]], ['2, k, 20', [521.915, 461.623, 1.0]], ['2, k, 21', [510.084, 442.539, 1.0]], ['2, k, 22', [480.766, 464.646, 1.0]], ['2, k, 23', [473.375, 463.11, 1.0]], ['2, k, 24', [482.209, 442.554, 1.0]]]
[['2, k, 0', [493.94, 214.92, 1.0]], ['2, k, 1', [498.357, 242.801, 1.0]], ['2, k, 2', [474.839, 241.385, 1.0]], ['2, k, 3', [463.16, 285.367, 1.0]], ['2, k, 4', [452.781, 322.087, 1.0]], ['2, k, 5', [521.909, 242.869, 1.0]], ['2, k, 6', [533.576, 286.797, 1.0]], ['2, k, 7', [542.416, 323.63, 1.0]], ['2, k, 8', [498.408, 323.565, 1.0]], ['2, k, 9', [483.653, 323.562, 1.0]], ['2, k, 10', [477.851, 382.41, 1.0]], ['2, k, 11', [477.834, 439.641, 1.0]], ['2, k, 12', [513.087, 323.588, 1.0]], ['2, k, 13', [511.58, 382.373, 1.0]], ['2, k, 14', [511.641, 439.616, 1.0]], ['2, k, 15', [488.087, 207.558, 1.0]], ['2, k, 16', [499.772, 206.174, 1.0]], ['2, k, 17', [482.217, 213.43, 1.0]], ['2, k, 18', [510.135, 212.001, 1.0]], ['2, k, 19', [511.635, 464.538, 1.0]], ['2, k, 20', [521.911, 461.624, 1.0]], ['2, k, 21', [510.099, 441.152, 1.0]], ['2, k, 22', [482.181, 464.647, 1.0]], ['2, k, 23', [473.387, 463.108, 1.0]], ['2, k, 24', [482.214, 441.157, 1.0]]]
[['2, k, 0', [488.143, 214.889, 1.0]], ['2, k, 1', [498.315, 241.416, 1.0]], ['2, k, 2', [474.796, 241.366, 1.0]], ['2, k, 3', [463.178, 285.393, 1.0]], ['2, k, 4', [452.836, 322.138, 1.0]], ['2, k, 5', [521.891, 242.833, 1.0]], ['2, k, 6', [533.543, 286.802, 1.0]], ['2, k, 7', [542.429, 323.636, 1.0]], ['2, k, 8', [498.37, 323.578, 1.0]], ['2, k, 9', [482.199, 323.578, 1.0]], ['2, k, 10', [479.239, 383.796, 1.0]], ['2, k, 11', [477.827, 439.658, 1.0]], ['2, k, 12', [513.047, 323.608, 1.0]], ['2, k, 13', [511.568, 382.388, 1.0]], ['2, k, 14', [511.635, 439.609, 1.0]], ['2, k, 15', [486.565, 206.156, 1.0]], ['2, k, 16', [496.88, 206.143, 1.0]], ['2, k, 17', [477.852, 211.964, 1.0]], ['2, k, 18', [510.057, 210.498, 1.0]], ['2, k, 19', [513.054, 464.579, 1.0]], ['2, k, 20', [523.271, 461.663, 1.0]], ['2, k, 21', [510.088, 441.138, 1.0]], ['2, k, 22', [482.211, 464.634, 1.0]], ['2, k, 23', [473.403, 463.097, 1.0]], ['2, k, 24', [482.183, 442.542, 1.0]]]
[['2, k, 0', [489.59, 214.901, 1.0]], ['2, k, 1', [498.32, 241.412, 1.0]], ['2, k, 2', [474.799, 241.364, 1.0]], ['2, k, 3', [464.52, 285.402, 1.0]], ['2, k, 4', [452.871, 322.13, 1.0]], ['2, k, 5', [521.895, 242.824, 1.0]], ['2, k, 6', [533.546, 285.432, 1.0]], ['2, k, 7', [542.429, 323.635, 1.0]], ['2, k, 8', [498.385, 323.567, 1.0]], ['2, k, 9', [482.227, 323.567, 1.0]], ['2, k, 10', [479.245, 383.794, 1.0]], ['2, k, 11', [477.828, 439.658, 1.0]], ['2, k, 12', [513.051, 323.593, 1.0]], ['2, k, 13', [511.569, 382.388, 1.0]], ['2, k, 14', [511.637, 439.609, 1.0]], ['2, k, 15', [486.62, 206.163, 1.0]], ['2, k, 16', [498.32, 206.158, 1.0]], ['2, k, 17', [479.276, 211.972, 1.0]], ['2, k, 18', [510.092, 210.521, 1.0]], ['2, k, 19', [513.063, 464.573, 1.0]], ['2, k, 20', [523.275, 461.655, 1.0]], ['2, k, 21', [510.092, 441.139, 1.0]], ['2, k, 22', [482.215, 464.625, 1.0]], ['2, k, 23', [473.412, 463.089, 1.0]], ['2, k, 24', [482.183, 442.544, 1.0]]]
[['2, k, 0', [491.016, 214.901, 1.0]], ['2, k, 1', [498.314, 241.413, 1.0]], ['2, k, 2', [474.789, 241.369, 1.0]], ['2, k, 3', [464.521, 285.417, 1.0]], ['2, k, 4', [452.886, 322.123, 1.0]], ['2, k, 5', [521.894, 242.82, 1.0]], ['2, k, 6', [533.54, 285.438, 1.0]], ['2, k, 7', [542.421, 323.655, 1.0]], ['2, k, 8', [498.372, 323.579, 1.0]], ['2, k, 9', [482.188, 323.58, 1.0]], ['2, k, 10', [479.24, 383.792, 1.0]], ['2, k, 11', [477.826, 439.652, 1.0]], ['2, k, 12', [513.055, 323.61, 1.0]], ['2, k, 13', [511.57, 382.39, 1.0]], ['2, k, 14', [511.637, 439.609, 1.0]], ['2, k, 15', [486.641, 206.165, 1.0]], ['2, k, 16', [498.341, 206.158, 1.0]], ['2, k, 17', [479.289, 211.977, 1.0]], ['2, k, 18', [510.101, 210.525, 1.0]], ['2, k, 19', [513.067, 464.57, 1.0]], ['2, k, 20', [523.276, 461.657, 1.0]], ['2, k, 21', [510.088, 441.139, 1.0]], ['2, k, 22', [482.214, 464.609, 1.0]], ['2, k, 23', [473.409, 463.074, 1.0]], ['2, k, 24', [482.183, 442.538, 1.0]]]
