[[0, -0.229008, -0.333723, 2.31738, 1.0], [1, -0.237096, -0.0280998, 2.28112, 1.0], [2, -0.243471, 0.269409, 2.23146, 1.0], [3, -0.24135, 0.407708, 2.19327, 1.0], [4, -0.40257, 0.161928, 2.249, 1.0], [5, -0.437808, -0.12978, 2.2649, 1.0], [6, -0.494987, -0.356099, 2.25293, 1.0], [7, -0.481936, -0.393632, 2.25319, 1.0], [8, -0.077126, 0.153877, 2.24003, 1.0], [9, -0.015657, -0.100081, 2.23626, 1.0], [10, 0.0297295, -0.321194, 2.1618, 1.0], [11, 0.0313676, -0.376607, 2.14633, 1.0], [12, -0.299807, -0.326723, 2.28064, 1.0], [13, -0.328511, -0.671457, 2.34537, 1.0], [14, -0.337602, -1.07736, 2.48119, 1.0], [15, -0.351563, -1.14063, 2.4082, 1.0], [16, -0.151177, -0.330496, 2.28311, 1.0], [17, -0.105718, -0.695409, 2.34757, 1.0], [18, -0.0717442, -1.07468, 2.44425, 1.0], [19, -0.0629883, -1.14844, 2.36133, 1.0], [20, -0.242166, 0.196186, 2.24621, 1.0], [21, -0.492606, -0.472974, 2.23259, 1.0], [22, -0.464126, -0.441801, 2.21817, 1.0], [23, 0.0239801, -0.450137, 2.12989, 1.0], [24, 0.0120299, -0.407731, 2.10606, 1.0]]
[[0, -0.228971, -0.333711, 2.31735, 1.0], [1, -0.237069, -0.0281108, 2.2811, 1.0], [2, -0.243439, 0.26937, 2.23146, 1.0], [3, -0.241349, 0.407699, 2.19327, 1.0], [4, -0.402606, 0.161871, 2.24899, 1.0], [5, -0.437647, -0.128947, 2.2649, 1.0], [6, -0.494584, -0.355208, 2.25333, 1.0], [7, -0.479474, -0.394344, 2.25943, 1.0], [8, -0.0771397, 0.153988, 2.24013, 1.0], [9, -0.0155199, -0.100277, 2.23626, 1.0], [10, 0.0291455, -0.321833, 2.16331, 1.0], [11, 0.0311751, -0.378661, 2.15144, 1.0], [12, -0.299755, -0.326743, 2.28055, 1.0], [13, -0.328418, -0.670298, 2.34385, 1.0], [14, -0.338101, -1.07664, 2.47976, 1.0], [15, -0.350844, -1.14206, 2.40418, 1.0], [16, -0.151138, -0.330457, 2.28311, 1.0], [17, -0.105833, -0.693695, 2.34638, 1.0], [18, -0.0716696, -1.07499, 2.44425, 1.0], [19, -0.0628517, -1.14821, 2.36117, 1.0], [20, -0.242136, 0.196156, 2.24621, 1.0], [21, -0.495377, -0.475466, 2.2456, 1.0], [22, -0.43145, -0.410823, 2.26627, 1.0], [23, 0.0217287, -0.454906, 2.13194, 1.0], [24, 0.0125221, -0.408006, 2.10863, 1.0]]
[[0, -0.228985, -0.333716, 2.31734, 1.0], [1, -0.237067, -0.02816, 2.28106, 1.0], [2, -0.243385, 0.269212, 2.23133, 1.0], [3, -0.241414, 0.40765, 2.19307, 1.0], [4, -0.402613, 0.161857, 2.24899, 1.0], [5, -0.43732, -0.127769, 2.2652, 1.0], [6, -0.494301, -0.353841, 2.25642, 1.0], [7, -0.477867, -0.393034, 2.26537, 1.0], [8, -0.0771223, 0.153968, 2.24013, 1.0], [9, -0.0154923, -0.100694, 2.23644, 1.0], [10, 0.028416, -0.323111, 2.16672, 1.0], [11, 0.0338798, -0.379192, 2.15556, 1.0], [12, -0.299777, -0.326752, 2.28057, 1.0], [13, -0.327857, -0.670547, 2.34357, 1.0], [14, -0.338205, -1.07673, 2.47973, 1.0], [15, -0.350843, -1.14195, 2.40418, 1.0], [16, -0.151159, -0.330466, 2.28308, 1.0], [17, -0.105873, -0.693582, 2.34634, 1.0], [18, -0.0716667, -1.07496, 2.44424, 1.0], [19, -0.0628763, -1.14987, 2.35613, 1.0], [20, -0.2421, 0.19603, 2.24611, 1.0], [21, -0.483718, -0.475842, 2.25167, 1.0], [22, -0.415842, -0.375171, 2.24782, 1.0], [23, 0.023329, -0.454508, 2.14128, 1.0], [24, 0.0148836, -0.413181, 2.11708, 1.0]]
[[0, -0.228902, -0.333735, 2.31733, 1.0], [1, -0.236915, -0.0282388, 2.281, 1.0], [2, -0.24314, 0.269046, 2.23118, 1.0], [3, -0.241413, 0.407637, 2.193, 1.0], [4, -0.402725, 0.161509, 2.24898, 1.0], [5, -0.437414, -0.128249, 2.26594, 1.0], [6, -0.491861, -0.354843, 2.26232, 1.0], [7, -0.475998, -0.394272, 2.27246, 1.0], [8, -0.0771093, 0.153908, 2.24012, 1.0], [9, -0.0153039, -0.101358, 2.23727, 1.0], [10, 0.0283484, -0.325478, 2.1742, 1.0], [11, 0.0345326, -0.380835, 2.16239, 1.0], [12, -0.299682, -0.326802, 2.28052, 1.0], [13, -0.327714, -0.670601, 2.34367, 1.0], [14, -0.338287, -1.07759, 2.47965, 1.0], [15, -0.351294, -1.14635, 2.39419, 1.0], [16, -0.151069, -0.330462, 2.28311, 1.0], [17, -0.105804, -0.693706, 2.34615, 1.0], [18, -0.0717479, -1.07494, 2.44392, 1.0], [19, -0.0620547, -1.14997, 2.35452, 1.0], [20, -0.241879, 0.195888, 2.24598, 1.0], [21, -0.489676, -0.474811, 2.26402, 1.0], [22, -0.415591, -0.373144, 2.25096, 1.0], [23, 0.0240435, -0.4542, 2.14575, 1.0], [24, 0.0156746, -0.412869, 2.12215, 1.0]]
[[0, -0.228874, -0.333656, 2.31735, 1.0], [1, -0.236868, -0.0282461, 2.281, 1.0], [2, -0.243009, 0.268917, 2.23119, 1.0], [3, -0.241417, 0.407577, 2.19291, 1.0], [4, -0.40277, 0.1612, 2.24898, 1.0], [5, -0.437513, -0.128953, 2.26702, 1.0], [6, -0.491037, -0.355727, 2.26669, 1.0], [7, -0.474054, -0.39426, 2.27863, 1.0], [8, -0.0770976, 0.153926, 2.24018, 1.0], [9, -0.0153172, -0.101848, 2.23886, 1.0], [10, 0.0294599, -0.326158, 2.17713, 1.0], [11, 0.036828, -0.380198, 2.1678, 1.0], [12, -0.299671, -0.326787, 2.28051, 1.0], [13, -0.327698, -0.670632, 2.34332, 1.0], [14, -0.338595, -1.07748, 2.47944, 1.0], [15, -0.350832, -1.14389, 2.39869, 1.0], [16, -0.151022, -0.330264, 2.28323, 1.0], [17, -0.10579, -0.693537, 2.34572, 1.0], [18, -0.0717703, -1.07499, 2.44366, 1.0], [19, -0.061855, -1.15001, 2.35429, 1.0], [20, -0.241775, 0.195801, 2.24599, 1.0], [21, -0.489408, -0.475192, 2.27197, 1.0], [22, -0.415301, -0.378379, 2.24975, 1.0], [23, 0.0259926, -0.454984, 2.15032, 1.0], [24, 0.0181295, -0.418164, 2.13017, 1.0]]
[[0, -0.228808, -0.333693, 2.31751, 1.0], [1, -0.236761, -0.02843, 2.28098, 1.0], [2, -0.242826, 0.268486, 2.23094, 1.0], [3, -0.241188, 0.407166, 2.19206, 1.0], [4, -0.402863, 0.160746, 2.24883, 1.0], [5, -0.437859, -0.130238, 2.26926, 1.0], [6, -0.489828, -0.357091, 2.27801, 1.0], [7, -0.476069, -0.395296, 2.28829, 1.0], [8, -0.0769995, 0.154158, 2.24036, 1.0], [9, -0.0150399, -0.102928, 2.24184, 1.0], [10, 0.0324968, -0.327684, 2.18301, 1.0], [11, 0.0387342, -0.379914, 2.17702, 1.0], [12, -0.299616, -0.326964, 2.28057, 1.0], [13, -0.327299, -0.669355, 2.34303, 1.0], [14, -0.338911, -1.07533, 2.47846, 1.0], [15, -0.35078, -1.14308, 2.3997, 1.0], [16, -0.150941, -0.330096, 2.28358, 1.0], [17, -0.105672, -0.693974, 2.34552, 1.0], [18, -0.0717831, -1.07525, 2.4437, 1.0], [19, -0.0615026, -1.14921, 2.35543, 1.0], [20, -0.24161, 0.195447, 2.24581, 1.0], [21, -0.488117, -0.478219, 2.28294, 1.0], [22, -0.414438, -0.381434, 2.2506, 1.0], [23, 0.0272867, -0.457092, 2.161, 1.0], [24, 0.0213852, -0.40949, 2.13668, 1.0]]
[[0, -0.228661, -0.333599, 2.31768, 1.0], [1, -0.236716, -0.0284561, 2.28098, 1.0], [2, -0.242797, 0.268332, 2.23084, 1.0], [3, -0.241196, 0.407106, 2.19188, 1.0], [4, -0.402888, 0.160189, 2.24837, 1.0], [5, -0.438148, -0.131076, 2.27055, 1.0], [6, -0.490689, -0.357912, 2.28032, 1.0], [7, -0.477798, -0.394671, 2.29002, 1.0], [8, -0.07699, 0.154139, 2.24034, 1.0], [9, -0.0146835, -0.103579, 2.24278, 1.0], [10, 0.0344884, -0.328307, 2.18444, 1.0], [11, 0.0400891, -0.381056, 2.1812, 1.0], [12, -0.299509, -0.326944, 2.28066, 1.0], [13, -0.327194, -0.667544, 2.3419, 1.0], [14, -0.338899, -1.07354, 2.47743, 1.0], [15, -0.350904, -1.14238, 2.40074, 1.0], [16, -0.15076, -0.32991, 2.28386, 1.0], [17, -0.105384, -0.694066, 2.34513, 1.0], [18, -0.0719455, -1.07512, 2.44341, 1.0], [19, -0.0613531, -1.14843, 2.35749, 1.0], [20, -0.241574, 0.195339, 2.24576, 1.0], [21, -0.491489, -0.479115, 2.28549, 1.0], [22, -0.414819, -0.381522, 2.25405, 1.0], [23, 0.0274355, -0.459116, 2.16882, 1.0], [24, 0.0192581, -0.414398, 2.14476, 1.0]]
[[0, -0.228582, -0.333545, 2.31774, 1.0], [1, -0.236626, -0.0284986, 2.28097, 1.0], [2, -0.242634, 0.268135, 2.23073, 1.0], [3, -0.241113, 0.406954, 2.19157, 1.0], [4, -0.402888, 0.160131, 2.24831, 1.0], [5, -0.438541, -0.131341, 2.27138, 1.0], [6, -0.491335, -0.358208, 2.28249, 1.0], [7, -0.48139, -0.396943, 2.29226, 1.0], [8, -0.0769118, 0.15412, 2.24041, 1.0], [9, -0.0144032, -0.104279, 2.24397, 1.0], [10, 0.0357921, -0.328958, 2.18537, 1.0], [11, 0.0401854, -0.382057, 2.18361, 1.0], [12, -0.29945, -0.326917, 2.28068, 1.0], [13, -0.327128, -0.66736, 2.34172, 1.0], [14, -0.339078, -1.07353, 2.47728, 1.0], [15, -0.35081, -1.14218, 2.40138, 1.0], [16, -0.150669, -0.329834, 2.28397, 1.0], [17, -0.105422, -0.694307, 2.34501, 1.0], [18, -0.0719545, -1.07511, 2.44338, 1.0], [19, -0.0616991, -1.14894, 2.35613, 1.0], [20, -0.24143, 0.195186, 2.24567, 1.0], [21, -0.495084, -0.479811, 2.28987, 1.0], [22, -0.415809, -0.389869, 2.259, 1.0], [23, 0.0286916, -0.459122, 2.17033, 1.0], [24, 0.0223092, -0.414606, 2.1461, 1.0]]
[[0, -0.228575, -0.333523, 2.31798, 1.0], [1, -0.23663, -0.0285582, 2.281, 1.0], [2, -0.24268, 0.267939, 2.23064, 1.0], [3, -0.241135, 0.406829, 2.19131, 1.0], [4, -0.402811, 0.160065, 2.24817, 1.0], [5, -0.438728, -0.131249, 2.27195, 1.0], [6, -0.492955, -0.357839, 2.28433, 1.0], [7, -0.483572, -0.395988, 2.29214, 1.0], [8, -0.0767774, 0.154126, 2.24037, 1.0], [9, -0.0140577, -0.104827, 2.24483, 1.0], [10, 0.0366771, -0.329683, 2.18665, 1.0], [11, 0.0420092, -0.382263, 2.18545, 1.0], [12, -0.299461, -0.327188, 2.28096, 1.0], [13, -0.327173, -0.667839, 2.34122, 1.0], [14, -0.339107, -1.0742, 2.47727, 1.0], [15, -0.350788, -1.14212, 2.40186, 1.0], [16, -0.150644, -0.329486, 2.28435, 1.0], [17, -0.105294, -0.694488, 2.34441, 1.0], [18, -0.071657, -1.07289, 2.44272, 1.0], [19, -0.0617839, -1.14868, 2.35623, 1.0], [20, -0.24146, 0.195036, 2.24562, 1.0], [21, -0.503628, -0.477887, 2.29436, 1.0], [22, -0.417773, -0.38181, 2.26358, 1.0], [23, 0.0291634, -0.459607, 2.17384, 1.0], [24, 0.0215334, -0.415802, 2.14994, 1.0]]
[[0, -0.228502, -0.33351, 2.31819, 1.0], [1, -0.236604, -0.0285774, 2.28101, 1.0], [2, -0.242668, 0.267905, 2.23059, 1.0], [3, -0.241161, 0.406585, 2.19091, 1.0], [4, -0.402831, 0.159779, 2.24799, 1.0], [5, -0.438888, -0.131302, 2.27213, 1.0], [6, -0.494421, -0.357621, 2.28567, 1.0], [7, -0.48586, -0.395736, 2.29113, 1.0], [8, -0.0767165, 0.154112, 2.24035, 1.0], [9, -0.0137612, -0.105219, 2.2459, 1.0], [10, 0.0375678, -0.330134, 2.18775, 1.0], [11, 0.0412584, -0.382399, 2.18533, 1.0], [12, -0.299408, -0.327331, 2.28105, 1.0], [13, -0.327259, -0.667884, 2.33856, 1.0], [14, -0.339152, -1.07614, 2.47851, 1.0], [15, -0.346621, -1.14362, 2.39801, 1.0], [16, -0.150523, -0.329219, 2.28481, 1.0], [17, -0.10509, -0.694484, 2.34125, 1.0], [18, -0.071998, -1.07265, 2.44222, 1.0], [19, -0.062696, -1.14915, 2.35506, 1.0], [20, -0.241447, 0.195008, 2.24559, 1.0], [21, -0.497279, -0.479375, 2.28751, 1.0], [22, -0.419439, -0.375187, 2.26846, 1.0], [23, 0.0281265, -0.460279, 2.17602, 1.0], [24, 0.0204521, -0.416961, 2.15426, 1.0]]
[[0, -0.228098, -0.33337, 2.319, 1.0], [1, -0.236396, -0.0287388, 2.2812, 1.0], [2, -0.242488, 0.267463, 2.23047, 1.0], [3, -0.241104, 0.406255, 2.19054, 1.0], [4, -0.402797, 0.159766, 2.24789, 1.0], [5, -0.438514, -0.128668, 2.27134, 1.0], [6, -0.494944, -0.354764, 2.28546, 1.0], [7, -0.488106, -0.397858, 2.28751, 1.0], [8, -0.0764414, 0.154003, 2.24046, 1.0], [9, -0.0136045, -0.105441, 2.24628, 1.0], [10, 0.0379513, -0.330391, 2.18826, 1.0], [11, 0.0409142, -0.383753, 2.18644, 1.0], [12, -0.29907, -0.327475, 2.28177, 1.0], [13, -0.327363, -0.669312, 2.33281, 1.0], [14, -0.339124, -1.07611, 2.47846, 1.0], [15, -0.346379, -1.1454, 2.39503, 1.0], [16, -0.150066, -0.328801, 2.28569, 1.0], [17, -0.104399, -0.695463, 2.33381, 1.0], [18, -0.0725842, -1.07183, 2.44125, 1.0], [19, -0.0628837, -1.1491, 2.35523, 1.0], [20, -0.241271, 0.194662, 2.24556, 1.0], [21, -0.501402, -0.478943, 2.28365, 1.0], [22, -0.420582, -0.371948, 2.27207, 1.0], [23, 0.0296865, -0.460615, 2.17691, 1.0], [24, 0.0224601, -0.415293, 2.14643, 1.0]]
