[[0, -0.274966, -0.348534, 2.4763, 1.0], [1, -0.286175, -0.0475106, 2.43143, 1.0], [2, -0.295437, 0.246281, 2.3735, 1.0], [3, -0.292284, 0.384379, 2.32035, 1.0], [4, -0.477156, 0.150405, 2.41047, 1.0], [5, -0.57912, -0.0339986, 2.50655, 1.0], [6, -0.462219, -0.0975314, 2.35653, 1.0], [7, -0.407193, -0.177655, 2.38112, 1.0], [8, -0.126565, 0.163306, 2.41528, 1.0], [9, -0.00231122, 0.0379079, 2.51721, 1.0], [10, -0.071226, -0.141226, 2.50542, 1.0], [11, -0.12018, -0.159329, 2.46488, 1.0], [12, -0.35102, -0.346479, 2.43987, 1.0], [13, -0.408394, -0.692084, 2.57159, 1.0], [14, -0.438894, -1.01717, 2.65907, 1.0], [15, -0.447754, -1.0957, 2.59375, 1.0], [16, -0.19109, -0.340696, 2.44245, 1.0], [17, -0.143361, -0.66239, 2.57999, 1.0], [18, -0.0999624, -1.02211, 2.69071, 1.0], [19, -0.074707, -1.0791, 2.61914, 1.0], [20, -0.293453, 0.173864, 2.39029, 1.0], [21, -0.369282, -0.229103, 2.32102, 1.0], [22, -0.381573, -0.106196, 2.2996, 1.0], [23, -0.116222, -0.245714, 2.44397, 1.0], [24, -0.143921, -0.154582, 2.40869, 1.0]]
[[0, -0.274749, -0.349613, 2.47705, 1.0], [1, -0.286169, -0.0479118, 2.43198, 1.0], [2, -0.295565, 0.246273, 2.37395, 1.0], [3, -0.292319, 0.384313, 2.32042, 1.0], [4, -0.477145, 0.15036, 2.41052, 1.0], [5, -0.578476, -0.0344735, 2.50601, 1.0], [6, -0.447337, -0.17331, 2.46455, 1.0], [7, -0.420356, -0.19711, 2.40913, 1.0], [8, -0.126535, 0.163379, 2.41541, 1.0], [9, -0.0022922, 0.0379569, 2.51799, 1.0], [10, -0.0713013, -0.141156, 2.50467, 1.0], [11, -0.114949, -0.162335, 2.47041, 1.0], [12, -0.350796, -0.347692, 2.44044, 1.0], [13, -0.408022, -0.690145, 2.57153, 1.0], [14, -0.438364, -1.0169, 2.65985, 1.0], [15, -0.446011, -1.09345, 2.59083, 1.0], [16, -0.190855, -0.341657, 2.44335, 1.0], [17, -0.143155, -0.662629, 2.58029, 1.0], [18, -0.0997338, -1.02279, 2.69147, 1.0], [19, -0.0745284, -1.07933, 2.61937, 1.0], [20, -0.293549, 0.173772, 2.39076, 1.0], [21, -0.411709, -0.229085, 2.38468, 1.0], [22, -0.40044, -0.159769, 2.3669, 1.0], [23, -0.112546, -0.237714, 2.45098, 1.0], [24, -0.132268, -0.158506, 2.42161, 1.0]]
[[0, -0.274357, -0.350248, 2.47727, 1.0], [1, -0.286112, -0.0480474, 2.43211, 1.0], [2, -0.295615, 0.246307, 2.37405, 1.0], [3, -0.292337, 0.38433, 2.3205, 1.0], [4, -0.477147, 0.150374, 2.41054, 1.0], [5, -0.578449, -0.0345354, 2.50605, 1.0], [6, -0.453268, -0.181445, 2.48356, 1.0], [7, -0.424295, -0.200865, 2.42242, 1.0], [8, -0.126543, 0.163391, 2.41543, 1.0], [9, -0.00229257, 0.0379672, 2.518, 1.0], [10, -0.0712999, -0.141167, 2.5047, 1.0], [11, -0.113523, -0.160823, 2.46961, 1.0], [12, -0.350428, -0.348274, 2.44054, 1.0], [13, -0.408037, -0.690195, 2.57156, 1.0], [14, -0.438196, -1.01644, 2.65999, 1.0], [15, -0.445325, -1.09321, 2.59013, 1.0], [16, -0.190449, -0.342322, 2.44366, 1.0], [17, -0.143039, -0.662407, 2.5803, 1.0], [18, -0.0996617, -1.02275, 2.69171, 1.0], [19, -0.0739256, -1.07941, 2.61912, 1.0], [20, -0.293572, 0.173774, 2.39085, 1.0], [21, -0.396591, -0.22278, 2.38633, 1.0], [22, -0.422258, -0.169265, 2.3911, 1.0], [23, -0.114308, -0.240092, 2.46139, 1.0], [24, -0.131486, -0.158501, 2.41816, 1.0]]
[[0, -0.274191, -0.350153, 2.47745, 1.0], [1, -0.286067, -0.0480213, 2.43222, 1.0], [2, -0.295636, 0.24632, 2.37411, 1.0], [3, -0.292444, 0.384364, 2.32072, 1.0], [4, -0.477144, 0.150371, 2.41056, 1.0], [5, -0.578258, -0.0346515, 2.50596, 1.0], [6, -0.445704, -0.173586, 2.47154, 1.0], [7, -0.423595, -0.198532, 2.41536, 1.0], [8, -0.126554, 0.163375, 2.41552, 1.0], [9, -0.00229588, 0.0380359, 2.51806, 1.0], [10, -0.0712543, -0.14112, 2.50466, 1.0], [11, -0.115046, -0.16537, 2.46954, 1.0], [12, -0.350253, -0.348166, 2.44074, 1.0], [13, -0.408039, -0.690198, 2.57157, 1.0], [14, -0.438144, -1.01643, 2.65997, 1.0], [15, -0.444902, -1.09305, 2.58965, 1.0], [16, -0.190297, -0.342237, 2.4438, 1.0], [17, -0.14302, -0.662399, 2.58031, 1.0], [18, -0.099669, -1.02277, 2.69189, 1.0], [19, -0.0739391, -1.07939, 2.61943, 1.0], [20, -0.29358, 0.173788, 2.39092, 1.0], [21, -0.408381, -0.231972, 2.38859, 1.0], [22, -0.408087, -0.163196, 2.37667, 1.0], [23, -0.11263, -0.247972, 2.45299, 1.0], [24, -0.134035, -0.160769, 2.41667, 1.0]]
[[0, -0.274027, -0.350445, 2.47765, 1.0], [1, -0.286013, -0.0481419, 2.43235, 1.0], [2, -0.295647, 0.246314, 2.37417, 1.0], [3, -0.292489, 0.384405, 2.32078, 1.0], [4, -0.477117, 0.15039, 2.41049, 1.0], [5, -0.578085, -0.0347915, 2.5057, 1.0], [6, -0.444633, -0.172947, 2.47163, 1.0], [7, -0.421758, -0.197389, 2.41242, 1.0], [8, -0.126559, 0.16353, 2.41553, 1.0], [9, -0.00236487, 0.0380538, 2.51812, 1.0], [10, -0.0857323, -0.134834, 2.50262, 1.0], [11, -0.116899, -0.155501, 2.4669, 1.0], [12, -0.350071, -0.348529, 2.44097, 1.0], [13, -0.408017, -0.690172, 2.57159, 1.0], [14, -0.438049, -1.01626, 2.66023, 1.0], [15, -0.444719, -1.09313, 2.58898, 1.0], [16, -0.190159, -0.342449, 2.44395, 1.0], [17, -0.142965, -0.662381, 2.58039, 1.0], [18, -0.0994159, -1.0231, 2.69218, 1.0], [19, -0.0739314, -1.07963, 2.61975, 1.0], [20, -0.293582, 0.173764, 2.39099, 1.0], [21, -0.40515, -0.230042, 2.38226, 1.0], [22, -0.409644, -0.156034, 2.37625, 1.0], [23, -0.116225, -0.235011, 2.4438, 1.0], [24, -0.139166, -0.149953, 2.4118, 1.0]]
[[0, -0.273887, -0.350577, 2.47773, 1.0], [1, -0.285924, -0.048242, 2.43244, 1.0], [2, -0.295623, 0.246277, 2.37424, 1.0], [3, -0.292585, 0.384264, 2.32091, 1.0], [4, -0.477112, 0.150362, 2.41043, 1.0], [5, -0.578844, -0.0332749, 2.50514, 1.0], [6, -0.445497, -0.171687, 2.4725, 1.0], [7, -0.421576, -0.193238, 2.41299, 1.0], [8, -0.126561, 0.16354, 2.41554, 1.0], [9, -0.0023875, 0.0380306, 2.5181, 1.0], [10, -0.0753797, -0.139304, 2.49877, 1.0], [11, -0.115739, -0.159327, 2.46484, 1.0], [12, -0.349932, -0.348672, 2.44099, 1.0], [13, -0.407681, -0.68904, 2.57098, 1.0], [14, -0.43784, -1.01581, 2.66032, 1.0], [15, -0.445013, -1.09246, 2.58934, 1.0], [16, -0.190014, -0.342568, 2.44407, 1.0], [17, -0.142834, -0.662385, 2.58039, 1.0], [18, -0.0991274, -1.02339, 2.69243, 1.0], [19, -0.0739633, -1.07961, 2.61973, 1.0], [20, -0.293544, 0.173713, 2.39107, 1.0], [21, -0.401376, -0.224816, 2.38404, 1.0], [22, -0.410517, -0.150869, 2.3794, 1.0], [23, -0.116264, -0.235086, 2.4446, 1.0], [24, -0.137142, -0.154371, 2.41379, 1.0]]
[[0, -0.273539, -0.350808, 2.47786, 1.0], [1, -0.2858, -0.0483399, 2.43257, 1.0], [2, -0.295639, 0.246285, 2.37434, 1.0], [3, -0.292646, 0.384275, 2.32094, 1.0], [4, -0.47711, 0.15031, 2.41045, 1.0], [5, -0.577744, -0.0347055, 2.50485, 1.0], [6, -0.519196, -0.217373, 2.47981, 1.0], [7, -0.475741, -0.231575, 2.53645, 1.0], [8, -0.12632, 0.16372, 2.41591, 1.0], [9, -0.0024387, 0.0380392, 2.5182, 1.0], [10, -0.0727434, -0.140398, 2.5009, 1.0], [11, -0.114996, -0.157795, 2.4687, 1.0], [12, -0.349546, -0.348978, 2.44092, 1.0], [13, -0.40698, -0.688449, 2.571, 1.0], [14, -0.437562, -1.01577, 2.66087, 1.0], [15, -0.444509, -1.09122, 2.58913, 1.0], [16, -0.189663, -0.342737, 2.44436, 1.0], [17, -0.14268, -0.662371, 2.58066, 1.0], [18, -0.0992074, -1.02342, 2.69266, 1.0], [19, -0.074551, -1.07933, 2.62035, 1.0], [20, -0.293534, 0.173699, 2.39117, 1.0], [21, -0.486879, -0.27137, 2.55378, 1.0], [22, -0.511071, -0.279558, 2.5033, 1.0], [23, -0.114291, -0.232832, 2.45251, 1.0], [24, -0.136838, -0.153444, 2.41568, 1.0]]
[[0, -0.273402, -0.350871, 2.47786, 1.0], [1, -0.285795, -0.0483242, 2.43264, 1.0], [2, -0.295887, 0.246539, 2.37466, 1.0], [3, -0.292743, 0.38431, 2.3209, 1.0], [4, -0.477046, 0.150287, 2.41038, 1.0], [5, -0.578486, -0.0324427, 2.50439, 1.0], [6, -0.453457, -0.105457, 2.3665, 1.0], [7, -0.412692, -0.144987, 2.39142, 1.0], [8, -0.126359, 0.16388, 2.41575, 1.0], [9, -0.00220801, 0.0387685, 2.51783, 1.0], [10, -0.0717864, -0.139868, 2.50124, 1.0], [11, -0.114246, -0.15933, 2.46959, 1.0], [12, -0.349362, -0.349065, 2.44082, 1.0], [13, -0.406447, -0.685228, 2.56967, 1.0], [14, -0.437502, -1.01563, 2.66089, 1.0], [15, -0.444403, -1.09082, 2.58902, 1.0], [16, -0.189547, -0.342782, 2.44443, 1.0], [17, -0.142611, -0.662394, 2.58065, 1.0], [18, -0.0992064, -1.02342, 2.69266, 1.0], [19, -0.0745036, -1.07935, 2.62038, 1.0], [20, -0.293681, 0.173862, 2.39141, 1.0], [21, -0.386349, -0.180261, 2.36287, 1.0], [22, -0.396843, -0.088043, 2.31878, 1.0], [23, -0.115207, -0.232982, 2.45061, 1.0], [24, -0.136797, -0.155005, 2.41495, 1.0]]
[[0, -0.273124, -0.350889, 2.47814, 1.0], [1, -0.28572, -0.0483432, 2.43276, 1.0], [2, -0.2959, 0.246537, 2.37469, 1.0], [3, -0.292801, 0.384367, 2.32086, 1.0], [4, -0.476967, 0.150237, 2.4103, 1.0], [5, -0.579007, -0.0311894, 2.50412, 1.0], [6, -0.453377, -0.110608, 2.37082, 1.0], [7, -0.413389, -0.148518, 2.39498, 1.0], [8, -0.126361, 0.164041, 2.41561, 1.0], [9, -0.00225186, 0.0386503, 2.51781, 1.0], [10, -0.0713111, -0.140072, 2.50124, 1.0], [11, -0.113919, -0.162018, 2.46801, 1.0], [12, -0.349096, -0.349127, 2.44107, 1.0], [13, -0.406205, -0.685077, 2.56968, 1.0], [14, -0.437485, -1.01572, 2.66101, 1.0], [15, -0.444558, -1.09089, 2.58922, 1.0], [16, -0.189274, -0.342747, 2.44471, 1.0], [17, -0.142549, -0.662417, 2.58071, 1.0], [18, -0.0991598, -1.02352, 2.69278, 1.0], [19, -0.0744915, -1.07934, 2.62052, 1.0], [20, -0.293684, 0.173858, 2.39145, 1.0], [21, -0.388451, -0.179468, 2.36445, 1.0], [22, -0.395542, -0.0966051, 2.3234, 1.0], [23, -0.114554, -0.238707, 2.4618, 1.0], [24, -0.13032, -0.162919, 2.41427, 1.0]]
[[0, -0.272741, -0.351022, 2.47851, 1.0], [1, -0.285647, -0.048372, 2.43284, 1.0], [2, -0.295923, 0.246549, 2.37467, 1.0], [3, -0.292826, 0.384325, 2.32078, 1.0], [4, -0.476962, 0.150213, 2.41032, 1.0], [5, -0.578953, -0.0309881, 2.50416, 1.0], [6, -0.454303, -0.11189, 2.37102, 1.0], [7, -0.415857, -0.152473, 2.4001, 1.0], [8, -0.126309, 0.16421, 2.41547, 1.0], [9, -0.00201366, 0.0392173, 2.51725, 1.0], [10, -0.0708052, -0.139521, 2.50178, 1.0], [11, -0.11332, -0.161835, 2.46939, 1.0], [12, -0.348711, -0.349348, 2.44134, 1.0], [13, -0.405971, -0.684005, 2.5691, 1.0], [14, -0.437482, -1.01549, 2.66103, 1.0], [15, -0.445043, -1.09109, 2.58908, 1.0], [16, -0.188898, -0.342777, 2.4452, 1.0], [17, -0.142497, -0.662617, 2.58081, 1.0], [18, -0.0989293, -1.024, 2.69299, 1.0], [19, -0.0744396, -1.07967, 2.62075, 1.0], [20, -0.293687, 0.17386, 2.39146, 1.0], [21, -0.39392, -0.187264, 2.36954, 1.0], [22, -0.397314, -0.0988955, 2.32567, 1.0], [23, -0.112783, -0.231479, 2.45602, 1.0], [24, -0.128591, -0.162596, 2.42189, 1.0]]
[[0, -0.272763, -0.351091, 2.47858, 1.0], [1, -0.285624, -0.0483939, 2.43287, 1.0], [2, -0.295856, 0.246564, 2.37464, 1.0], [3, -0.292844, 0.384381, 2.3207, 1.0], [4, -0.476985, 0.150229, 2.41043, 1.0], [5, -0.579287, -0.0290832, 2.50466, 1.0], [6, -0.45828, -0.118621, 2.37412, 1.0], [7, -0.419011, -0.161609, 2.40622, 1.0], [8, -0.126261, 0.164346, 2.41536, 1.0], [9, -0.00205438, 0.039172, 2.51726, 1.0], [10, -0.0704808, -0.139574, 2.50177, 1.0], [11, -0.113862, -0.163296, 2.47008, 1.0], [12, -0.34872, -0.349377, 2.44135, 1.0], [13, -0.406713, -0.681818, 2.56885, 1.0], [14, -0.43743, -1.01528, 2.66104, 1.0], [15, -0.444957, -1.091, 2.58886, 1.0], [16, -0.188948, -0.342901, 2.44538, 1.0], [17, -0.142425, -0.662711, 2.58105, 1.0], [18, -0.0990135, -1.02383, 2.69298, 1.0], [19, -0.0750478, -1.07922, 2.62104, 1.0], [20, -0.29364, 0.173863, 2.39145, 1.0], [21, -0.394708, -0.197396, 2.37437, 1.0], [22, -0.39495, -0.109094, 2.3275, 1.0], [23, -0.113581, -0.238419, 2.46145, 1.0], [24, -0.129739, -0.160709, 2.42225, 1.0]]
