[['2, k, 0', [-0.2132695, -0.1496591, 1.0]], ['2, k, 1', [-0.2151861, 0.09800308, 1.0]], ['2, k, 2', [-0.2158861, 0.3416298, 1.0]], ['2, k, 3', [-0.2147721, 0.4702287, 1.0]], ['2, k, 4', [-0.3754465, 0.239762, 1.0]], ['2, k, 5', [-0.4095162, 0.04522889, 1.0]], ['2, k, 6', [-0.3283718, -0.1190208, 1.0]], ['2, k, 7', [-0.317137, -0.1423591, 1.0]], ['2, k, 8', [-0.05100498, 0.2425627, 1.0]], ['2, k, 9', [0.01312973, 0.05797871, 1.0]], ['2, k, 10', [-0.04251758, -0.1045877, 1.0]], ['2, k, 11', [-0.05874171, -0.1640411, 1.0]], ['2, k, 12', [-0.2873305, -0.1480135, 1.0]], ['2, k, 13', [-0.2663854, -0.2732172, 1.0]], ['2, k, 14', [-0.240704, -0.5983685, 1.0]], ['2, k, 15', [-0.218839, -0.6621473, 1.0]], ['2, k, 16', [-0.1347623, -0.1481467, 1.0]], ['2, k, 17', [-0.0875817, -0.2712036, 1.0]], ['2, k, 18', [-0.08709925, -0.5976626, 1.0]], ['2, k, 19', [-0.0999246, -0.6558683, 1.0]], ['2, k, 20', [-0.2159453, 0.2814273, 1.0]], ['2, k, 21', [-0.2795097, -0.1883487, 1.0]], ['2, k, 22', [-0.2877572, -0.1305914, 1.0]], ['2, k, 23', [-0.07272545, -0.2136848, 1.0]], ['2, k, 24', [-0.04239189, -0.1480333, 1.0]]]
[['2, k, 0', [-0.2134151, -0.1496302, 1.0]], ['2, k, 1', [-0.2152733, 0.09804342, 1.0]], ['2, k, 2', [-0.2159744, 0.3416435, 1.0]], ['2, k, 3', [-0.2153275, 0.4701738, 1.0]], ['2, k, 4', [-0.3754972, 0.2398586, 1.0]], ['2, k, 5', [-0.4084857, 0.0451034, 1.0]], ['2, k, 6', [-0.3281114, -0.1193841, 1.0]], ['2, k, 7', [-0.3171997, -0.1404126, 1.0]], ['2, k, 8', [-0.05125625, 0.2427573, 1.0]], ['2, k, 9', [0.01320603, 0.05872371, 1.0]], ['2, k, 10', [-0.05625406, -0.1586538, 1.0]], ['2, k, 11', [-0.0766175, -0.2047598, 1.0]], ['2, k, 12', [-0.287544, -0.1480032, 1.0]], ['2, k, 13', [-0.2665055, -0.2729119, 1.0]], ['2, k, 14', [-0.2400662, -0.6005825, 1.0]], ['2, k, 15', [-0.2155153, -0.6597477, 1.0]], ['2, k, 16', [-0.1348526, -0.1481099, 1.0]], ['2, k, 17', [-0.08735554, -0.2729296, 1.0]], ['2, k, 18', [-0.08723347, -0.5984653, 1.0]], ['2, k, 19', [-0.1009278, -0.6557925, 1.0]], ['2, k, 20', [-0.2160307, 0.2814496, 1.0]], ['2, k, 21', [-0.284071, -0.1806985, 1.0]], ['2, k, 22', [-0.2824412, -0.1357532, 1.0]], ['2, k, 23', [-0.09670521, -0.2251855, 1.0]], ['2, k, 24', [-0.05071142, -0.2202329, 1.0]]]
[['2, k, 0', [-0.2133953, -0.14971, 1.0]], ['2, k, 1', [-0.2156588, 0.09784475, 1.0]], ['2, k, 2', [-0.217689, 0.341024, 1.0]], ['2, k, 3', [-0.2157923, 0.4698785, 1.0]], ['2, k, 4', [-0.3754295, 0.2394633, 1.0]], ['2, k, 5', [-0.4086464, 0.04477465, 1.0]], ['2, k, 6', [-0.3276309, -0.1190735, 1.0]], ['2, k, 7', [-0.3162344, -0.1385655, 1.0]], ['2, k, 8', [-0.05134045, 0.2428181, 1.0]], ['2, k, 9', [0.01323266, 0.05851574, 1.0]], ['2, k, 10', [-0.005624603, -0.04206784, 1.0]], ['2, k, 11', [-0.0133887, -0.0703673, 1.0]], ['2, k, 12', [-0.287538, -0.1481669, 1.0]], ['2, k, 13', [-0.2663266, -0.2729924, 1.0]], ['2, k, 14', [-0.2400482, -0.600499, 1.0]], ['2, k, 15', [-0.2175817, -0.6608177, 1.0]], ['2, k, 16', [-0.1348252, -0.1481412, 1.0]], ['2, k, 17', [-0.08750875, -0.2746415, 1.0]], ['2, k, 18', [-0.08714978, -0.598319, 1.0]], ['2, k, 19', [-0.1015413, -0.6575878, 1.0]], ['2, k, 20', [-0.2172916, 0.2809651, 1.0]], ['2, k, 21', [-0.2811939, -0.1819073, 1.0]], ['2, k, 22', [-0.2686688, -0.1480961, 1.0]], ['2, k, 23', [0.0004692372, -0.09444963, 1.0]], ['2, k, 24', [0.02004648, -0.05068735, 1.0]]]
[['2, k, 0', [-0.2122326, -0.1494097, 1.0]], ['2, k, 1', [-0.2145271, 0.09882558, 1.0]], ['2, k, 2', [-0.216591, 0.3427467, 1.0]], ['2, k, 3', [-0.2158423, 0.4698507, 1.0]], ['2, k, 4', [-0.3756438, 0.2391554, 1.0]], ['2, k, 5', [-0.4099056, 0.04473169, 1.0]], ['2, k, 6', [-0.3279197, -0.1182495, 1.0]], ['2, k, 7', [-0.3160427, -0.1432296, 1.0]], ['2, k, 8', [-0.05161323, 0.2427637, 1.0]], ['2, k, 9', [0.0125719, 0.05691002, 1.0]], ['2, k, 10', [0.004257953, -0.03239104, 1.0]], ['2, k, 11', [0.003043966, -0.04340522, 1.0]], ['2, k, 12', [-0.2867164, -0.148151, 1.0]], ['2, k, 13', [-0.2662911, -0.2729299, 1.0]], ['2, k, 14', [-0.240051, -0.599216, 1.0]], ['2, k, 15', [-0.2180338, -0.6600709, 1.0]], ['2, k, 16', [-0.1332337, -0.1474636, 1.0]], ['2, k, 17', [-0.08758393, -0.2756053, 1.0]], ['2, k, 18', [-0.08728035, -0.5982623, 1.0]], ['2, k, 19', [-0.1006406, -0.6576079, 1.0]], ['2, k, 20', [-0.2161906, 0.2824801, 1.0]], ['2, k, 21', [-0.2808992, -0.1870503, 1.0]], ['2, k, 22', [-0.2845445, -0.1346967, 1.0]], ['2, k, 23', [0.01212295, -0.07026584, 1.0]], ['2, k, 24', [0.03339172, -0.02600922, 1.0]]]
[['2, k, 0', [-0.2110452, -0.1492569, 1.0]], ['2, k, 1', [-0.214268, 0.09878626, 1.0]], ['2, k, 2', [-0.2166177, 0.3426322, 1.0]], ['2, k, 3', [-0.2158823, 0.4698381, 1.0]], ['2, k, 4', [-0.3757239, 0.239205, 1.0]], ['2, k, 5', [-0.4102978, 0.04488194, 1.0]], ['2, k, 6', [-0.3279455, -0.1173119, 1.0]], ['2, k, 7', [-0.3133711, -0.1450911, 1.0]], ['2, k, 8', [-0.05166116, 0.2428028, 1.0]], ['2, k, 9', [-0.0101125, 0.04894637, 1.0]], ['2, k, 10', [0.01354735, -0.01891225, 1.0]], ['2, k, 11', [0.01616756, -0.0211694, 1.0]], ['2, k, 12', [-0.2853617, -0.148211, 1.0]], ['2, k, 13', [-0.2662018, -0.272864, 1.0]], ['2, k, 14', [-0.2398365, -0.5989259, 1.0]], ['2, k, 15', [-0.2185658, -0.6602854, 1.0]], ['2, k, 16', [-0.1322291, -0.1471485, 1.0]], ['2, k, 17', [-0.08766192, -0.275975, 1.0]], ['2, k, 18', [-0.08723898, -0.5982223, 1.0]], ['2, k, 19', [-0.1119009, -0.6708748, 1.0]], ['2, k, 20', [-0.2161798, 0.2823963, 1.0]], ['2, k, 21', [-0.2817004, -0.1864762, 1.0]], ['2, k, 22', [-0.2728325, -0.146125, 1.0]], ['2, k, 23', [0.01980889, -0.04676193, 1.0]], ['2, k, 24', [0.04765343, -0.01034224, 1.0]]]
[['2, k, 0', [-0.2107856, -0.1492775, 1.0]], ['2, k, 1', [-0.214223, 0.09865171, 1.0]], ['2, k, 2', [-0.2168441, 0.3422652, 1.0]], ['2, k, 3', [-0.2159813, 0.4700495, 1.0]], ['2, k, 4', [-0.375702, 0.2391812, 1.0]], ['2, k, 5', [-0.406043, 0.04385865, 1.0]], ['2, k, 6', [-0.3267854, -0.1202159, 1.0]], ['2, k, 7', [-0.3175693, -0.1421542, 1.0]], ['2, k, 8', [-0.05167983, 0.242971, 1.0]], ['2, k, 9', [-0.01547959, 0.04793591, 1.0]], ['2, k, 10', [0.01942141, -0.006712429, 1.0]], ['2, k, 11', [0.02573701, 0.000630875, 1.0]], ['2, k, 12', [-0.2850494, -0.1483902, 1.0]], ['2, k, 13', [-0.2660367, -0.272449, 1.0]], ['2, k, 14', [-0.2398703, -0.5988646, 1.0]], ['2, k, 15', [-0.2183799, -0.6628877, 1.0]], ['2, k, 16', [-0.1319247, -0.1469135, 1.0]], ['2, k, 17', [-0.08754764, -0.2770137, 1.0]], ['2, k, 18', [-0.08711502, -0.5980632, 1.0]], ['2, k, 19', [-0.1122289, -0.6704579, 1.0]], ['2, k, 20', [-0.2163315, 0.2820942, 1.0]], ['2, k, 21', [-0.2797717, -0.188524, 1.0]], ['2, k, 22', [-0.2806942, -0.1339452, 1.0]], ['2, k, 23', [0.03018111, -0.02101123, 1.0]], ['2, k, 24', [0.04581662, 0.01137791, 1.0]]]
[['2, k, 0', [-0.2101731, -0.1494223, 1.0]], ['2, k, 1', [-0.2144318, 0.09838331, 1.0]], ['2, k, 2', [-0.2184453, 0.3413797, 1.0]], ['2, k, 3', [-0.2157857, 0.4702715, 1.0]], ['2, k, 4', [-0.3754673, 0.2389714, 1.0]], ['2, k, 5', [-0.4082701, 0.04407912, 1.0]], ['2, k, 6', [-0.3270012, -0.1189744, 1.0]], ['2, k, 7', [-0.3171263, -0.1427569, 1.0]], ['2, k, 8', [-0.05162039, 0.2430605, 1.0]], ['2, k, 9', [-0.04248694, 0.04528214, 1.0]], ['2, k, 10', [0.01771053, 0.02291112, 1.0]], ['2, k, 11', [0.03326174, 0.02325856, 1.0]], ['2, k, 12', [-0.2844261, -0.1487145, 1.0]], ['2, k, 13', [-0.2660541, -0.2723727, 1.0]], ['2, k, 14', [-0.2402167, -0.5985842, 1.0]], ['2, k, 15', [-0.2194657, -0.6616523, 1.0]], ['2, k, 16', [-0.1313388, -0.1468606, 1.0]], ['2, k, 17', [-0.08739071, -0.2777251, 1.0]], ['2, k, 18', [-0.08684818, -0.5987417, 1.0]], ['2, k, 19', [-0.1081159, -0.6653833, 1.0]], ['2, k, 20', [-0.2174471, 0.2814168, 1.0]], ['2, k, 21', [-0.2886279, -0.1834552, 1.0]], ['2, k, 22', [-0.2784695, -0.1398609, 1.0]], ['2, k, 23', [0.03022921, 0.01259594, 1.0]], ['2, k, 24', [0.06564377, 0.02441208, 1.0]]]
[['2, k, 0', [-0.2098333, -0.149379, 1.0]], ['2, k, 1', [-0.2140923, 0.09829127, 1.0]], ['2, k, 2', [-0.2180919, 0.3411258, 1.0]], ['2, k, 3', [-0.2157869, 0.4704177, 1.0]], ['2, k, 4', [-0.3754379, 0.2388098, 1.0]], ['2, k, 5', [-0.4085024, 0.04398695, 1.0]], ['2, k, 6', [-0.3304481, -0.124609, 1.0]], ['2, k, 7', [-0.314978, -0.1489241, 1.0]], ['2, k, 8', [-0.05161871, 0.2431568, 1.0]], ['2, k, 9', [-0.02276709, 0.04802978, 1.0]], ['2, k, 10', [0.02725123, 0.02629598, 1.0]], ['2, k, 11', [0.03716438, 0.04025919, 1.0]], ['2, k, 12', [-0.2840628, -0.148807, 1.0]], ['2, k, 13', [-0.2660051, -0.2722205, 1.0]], ['2, k, 14', [-0.2401282, -0.5982992, 1.0]], ['2, k, 15', [-0.2215929, -0.659979, 1.0]], ['2, k, 16', [-0.1310579, -0.1466653, 1.0]], ['2, k, 17', [-0.08734719, -0.2785075, 1.0]], ['2, k, 18', [-0.08697565, -0.5988681, 1.0]], ['2, k, 19', [-0.1091983, -0.6653001, 1.0]], ['2, k, 20', [-0.2171181, 0.2811945, 1.0]], ['2, k, 21', [-0.2938563, -0.2012153, 1.0]], ['2, k, 22', [-0.2758, -0.1473478, 1.0]], ['2, k, 23', [0.03805953, 0.04112984, 1.0]], ['2, k, 24', [0.05584566, 0.04213718, 1.0]]]
[['2, k, 0', [-0.2098817, -0.149414, 1.0]], ['2, k, 1', [-0.2140543, 0.09816971, 1.0]], ['2, k, 2', [-0.2178418, 0.3408706, 1.0]], ['2, k, 3', [-0.2160729, 0.4699758, 1.0]], ['2, k, 4', [-0.3754115, 0.2386566, 1.0]], ['2, k, 5', [-0.4087002, 0.04386739, 1.0]], ['2, k, 6', [-0.3300153, -0.126193, 1.0]], ['2, k, 7', [-0.3105251, -0.154824, 1.0]], ['2, k, 8', [-0.05166434, 0.2431807, 1.0]], ['2, k, 9', [0.01818486, 0.05789412, 1.0]], ['2, k, 10', [0.02599687, 0.04477369, 1.0]], ['2, k, 11', [0.03519686, 0.05668463, 1.0]], ['2, k, 12', [-0.2840755, -0.1488464, 1.0]], ['2, k, 13', [-0.2659122, -0.2721291, 1.0]], ['2, k, 14', [-0.2401173, -0.5982761, 1.0]], ['2, k, 15', [-0.2218567, -0.6625731, 1.0]], ['2, k, 16', [-0.1311715, -0.1466911, 1.0]], ['2, k, 17', [-0.08746198, -0.2786221, 1.0]], ['2, k, 18', [-0.08715702, -0.5987151, 1.0]], ['2, k, 19', [-0.1070495, -0.6630281, 1.0]], ['2, k, 20', [-0.2169451, 0.2809756, 1.0]], ['2, k, 21', [-0.288718, -0.1961086, 1.0]], ['2, k, 22', [-0.2683549, -0.1535868, 1.0]], ['2, k, 23', [0.05093167, 0.06952839, 1.0]], ['2, k, 24', [0.0698419, 0.06046679, 1.0]]]
[['2, k, 0', [-0.209825, -0.1493856, 1.0]], ['2, k, 1', [-0.2142337, 0.09811534, 1.0]], ['2, k, 2', [-0.2185957, 0.3405766, 1.0]], ['2, k, 3', [-0.2160122, 0.4703892, 1.0]], ['2, k, 4', [-0.3754379, 0.2386522, 1.0]], ['2, k, 5', [-0.4090493, 0.04392447, 1.0]], ['2, k, 6', [-0.3301068, -0.1263411, 1.0]], ['2, k, 7', [-0.3124358, -0.1553333, 1.0]], ['2, k, 8', [-0.05176879, 0.2433625, 1.0]], ['2, k, 9', [0.0008309137, 0.05172274, 1.0]], ['2, k, 10', [0.07054024, 0.07741185, 1.0]], ['2, k, 11', [0.02714174, 0.0821031, 1.0]], ['2, k, 12', [-0.2839897, -0.1488613, 1.0]], ['2, k, 13', [-0.265861, -0.2720792, 1.0]], ['2, k, 14', [-0.2400388, -0.598249, 1.0]], ['2, k, 15', [-0.2196259, -0.6613333, 1.0]], ['2, k, 16', [-0.1311275, -0.146584, 1.0]], ['2, k, 17', [-0.08717159, -0.2792896, 1.0]], ['2, k, 18', [-0.08736344, -0.5994161, 1.0]], ['2, k, 19', [-0.1017438, -0.6599426, 1.0]], ['2, k, 20', [-0.2175409, 0.2807467, 1.0]], ['2, k, 21', [-0.2914738, -0.197651, 1.0]], ['2, k, 22', [-0.2738181, -0.1479656, 1.0]], ['2, k, 23', [0.02779314, 0.09330565, 1.0]], ['2, k, 24', [0.05507919, 0.08033703, 1.0]]]
[['2, k, 0', [-0.2097213, -0.1492446, 1.0]], ['2, k, 1', [-0.213954, 0.09813885, 1.0]], ['2, k, 2', [-0.2179589, 0.3404208, 1.0]], ['2, k, 3', [-0.2149819, 0.4683619, 1.0]], ['2, k, 4', [-0.376097, 0.2409137, 1.0]], ['2, k, 5', [-0.4085435, 0.04608416, 1.0]], ['2, k, 6', [-0.3303556, -0.1265331, 1.0]], ['2, k, 7', [-0.3129056, -0.1536627, 1.0]], ['2, k, 8', [-0.05182763, 0.2433655, 1.0]], ['2, k, 9', [0.001538942, 0.0519371, 1.0]], ['2, k, 10', [0.01678271, 0.07961158, 1.0]], ['2, k, 11', [0.01695816, 0.1159008, 1.0]], ['2, k, 12', [-0.2838357, -0.1487232, 1.0]], ['2, k, 13', [-0.2658578, -0.2720906, 1.0]], ['2, k, 14', [-0.2402854, -0.5963442, 1.0]], ['2, k, 15', [-0.214515, -0.6579583, 1.0]], ['2, k, 16', [-0.1311007, -0.1464722, 1.0]], ['2, k, 17', [-0.08727103, -0.2797145, 1.0]], ['2, k, 18', [-0.08698105, -0.6000098, 1.0]], ['2, k, 19', [-0.1026917, -0.6695459, 1.0]], ['2, k, 20', [-0.2170304, 0.2806355, 1.0]], ['2, k, 21', [-0.2849886, -0.1952289, 1.0]], ['2, k, 22', [-0.275051, -0.1466695, 1.0]], ['2, k, 23', [0.03154694, 0.1317597, 1.0]], ['2, k, 24', [0.05186132, 0.1103449, 1.0]]]
