[[0, -0.07153983, -0.08832856, 2.439698, 1], [1, -0.07133274, 0.2137398, 2.398712, 1], [2, -0.07046115, 0.5058352, 2.343887, 1], [3, -0.06397357, 0.6417699, 2.337601, 1], [4, -0.2132338, 0.3705936, 2.310072, 1], [5, -0.2546206, 0.135467, 2.321051, 1], [6, -0.2641038, -0.0795988, 2.330037, 1], [7, -0.2627681, -0.1246947, 2.331293, 1], [8, 0.08841644, 0.3776846, 2.344853, 1], [9, 0.1337525, 0.1524494, 2.398791, 1], [10, 0.1349437, -0.05464871, 2.43238, 1], [11, 0.1247372, -0.09145834, 2.431872, 1], [12, -0.1375524, -0.08717915, 2.402039, 1], [13, -0.1336562, -0.3775753, 2.446592, 1], [14, -0.121078, -0.6715115, 2.458122, 1], [15, -0.1072841, -0.7403539, 2.381028, 1], [16, -0.002899089, -0.08751861, 2.411816, 1], [17, -0.02416702, -0.3832798, 2.457995, 1], [18, -0.04418095, -0.6759003, 2.478094, 1], [19, -0.01312464, -0.7269418, 2.38563, 1], [20, -0.07083783, 0.4340258, 2.359864, 1], [21, -0.2776447, -0.1939454, 2.336179, 1], [22, -0.226621, -0.1120805, 2.34276, 1], [23, 0.1173903, -0.1741041, 2.453952, 1], [24, 0.1535383, -0.1168243, 2.443833, 1]]
[[0, -0.07084157, -0.0884821, 2.439444, 1], [1, -0.07071947, 0.2133109, 2.398736, 1], [2, -0.0698357, 0.505188, 2.344644, 1], [3, -0.06298064, 0.6412984, 2.338387, 1], [4, -0.2119585, 0.3710461, 2.309162, 1], [5, -0.2543165, 0.1356516, 2.316013, 1], [6, -0.2675152, -0.07370371, 2.31885, 1], [7, -0.2771705, -0.1223976, 2.308394, 1], [8, 0.08961885, 0.378312, 2.348474, 1], [9, 0.1339801, 0.1514482, 2.397744, 1], [10, 0.1351999, -0.05484382, 2.426797, 1], [11, 0.1269291, -0.09724849, 2.428037, 1], [12, -0.1364097, -0.08734509, 2.40066, 1], [13, -0.1337993, -0.377533, 2.446223, 1], [14, -0.1216522, -0.6715487, 2.456984, 1], [15, -0.109433, -0.7403398, 2.379422, 1], [16, -0.002383751, -0.0876535, 2.412158, 1], [17, -0.02405507, -0.3838176, 2.458482, 1], [18, -0.04483306, -0.676459, 2.477885, 1], [19, -0.01227004, -0.7265269, 2.385259, 1], [20, -0.07022671, 0.4334642, 2.36035, 1], [21, -0.2995783, -0.1951336, 2.310299, 1], [22, -0.2457239, -0.1384111, 2.308167, 1], [23, 0.129155, -0.156873, 2.45151, 1], [24, 0.1576319, -0.07470328, 2.410111, 1]]
[[0, -0.07018389, -0.08841946, 2.43892, 1], [1, -0.07031858, 0.2132251, 2.398826, 1], [2, -0.06924453, 0.5050331, 2.34607, 1], [3, -0.06146666, 0.6412558, 2.340062, 1], [4, -0.2111763, 0.3714955, 2.308551, 1], [5, -0.2545615, 0.1353418, 2.301042, 1], [6, -0.2801149, -0.06302108, 2.294027, 1], [7, -0.2938888, -0.1289775, 2.286609, 1], [8, 0.08993173, 0.378696, 2.349675, 1], [9, 0.1324628, 0.1500593, 2.39395, 1], [10, 0.13556, -0.07035692, 2.421573, 1], [11, 0.1255365, -0.1055382, 2.423166, 1], [12, -0.1354658, -0.08705577, 2.399039, 1], [13, -0.1339092, -0.3774568, 2.445915, 1], [14, -0.1210885, -0.6713532, 2.457819, 1], [15, -0.1121667, -0.7391632, 2.378052, 1], [16, -0.002026261, -0.08766259, 2.412214, 1], [17, -0.02393768, -0.3840918, 2.45861, 1], [18, -0.04552664, -0.6767204, 2.477579, 1], [19, -0.01674733, -0.7264069, 2.382787, 1], [20, -0.06968566, 0.4333282, 2.361243, 1], [21, -0.3180512, -0.1991036, 2.284212, 1], [22, -0.2569787, -0.1502182, 2.284333, 1], [23, 0.1284627, -0.16659, 2.441952, 1], [24, 0.1562875, -0.10051, 2.409563, 1]]
[[0, -0.06913637, -0.08845207, 2.438002, 1], [1, -0.06995569, 0.2130839, 2.398995, 1], [2, -0.06906433, 0.5047131, 2.348342, 1], [3, -0.06098038, 0.6411047, 2.340752, 1], [4, -0.2098332, 0.3718413, 2.307537, 1], [5, -0.2555673, 0.1362735, 2.281245, 1], [6, -0.2958739, -0.05780021, 2.25479, 1], [7, -0.3130289, -0.1234955, 2.251237, 1], [8, 0.0903566, 0.3791861, 2.350619, 1], [9, 0.1327448, 0.1499053, 2.392569, 1], [10, 0.135704, -0.0616899, 2.41151, 1], [11, 0.1244204, -0.1029602, 2.415503, 1], [12, -0.134328, -0.08699253, 2.397533, 1], [13, -0.1338319, -0.3772294, 2.445612, 1], [14, -0.1205099, -0.6711015, 2.457573, 1], [15, -0.1008421, -0.7386408, 2.38025, 1], [16, -0.001352538, -0.08771686, 2.411935, 1], [17, -0.02586133, -0.4013495, 2.465996, 1], [18, -0.04377339, -0.6948966, 2.476825, 1], [19, -0.01530541, -0.7092052, 2.362634, 1], [20, -0.06938209, 0.4330565, 2.362722, 1], [21, -0.329031, -0.1878092, 2.236244, 1], [22, -0.2763242, -0.1185511, 2.247334, 1], [23, 0.1197653, -0.1677193, 2.434078, 1], [24, 0.1552553, -0.1071574, 2.409546, 1]]
[[0, -0.06767893, -0.0882199, 2.437904, 1], [1, -0.06908092, 0.2132476, 2.400111, 1], [2, -0.06892736, 0.5052984, 2.352409, 1], [3, -0.06047087, 0.6412752, 2.343887, 1], [4, -0.2092284, 0.3721622, 2.307468, 1], [5, -0.2610225, 0.1396611, 2.261921, 1], [6, -0.3105728, -0.05142321, 2.204574, 1], [7, -0.3258338, -0.1110818, 2.199851, 1], [8, 0.09077159, 0.3796221, 2.352409, 1], [9, 0.133496, 0.1494534, 2.39055, 1], [10, 0.135218, -0.0584418, 2.407058, 1], [11, 0.121718, -0.1013724, 2.408689, 1], [12, -0.1330488, -0.08672671, 2.397345, 1], [13, -0.1340416, -0.3764427, 2.445189, 1], [14, -0.1204014, -0.6702496, 2.45781, 1], [15, -0.07075298, -0.7343511, 2.400782, 1], [16, 2.691905e-05, -0.08751104, 2.412096, 1], [17, -0.02425522, -0.4011089, 2.466347, 1], [18, -0.04418084, -0.6944262, 2.478414, 1], [19, -0.01358051, -0.7095797, 2.365199, 1], [20, -0.0689496, 0.4335001, 2.365958, 1], [21, -0.3476966, -0.1665183, 2.173212, 1], [22, -0.2915588, -0.1213885, 2.19825, 1], [23, 0.1146264, -0.1724526, 2.430703, 1], [24, 0.1462983, -0.1273918, 2.409364, 1]]
[[0, -0.06647554, -0.08805629, 2.437203, 1], [1, -0.06859607, 0.2132881, 2.400517, 1], [2, -0.06887091, 0.505442, 2.354462, 1], [3, -0.06034649, 0.6412128, 2.346427, 1], [4, -0.2085361, 0.3725438, 2.307148, 1], [5, -0.2669038, 0.1591731, 2.230807, 1], [6, -0.3168131, -0.01141822, 2.147919, 1], [7, -0.334208, -0.07463941, 2.130172, 1], [8, 0.09095236, 0.3793254, 2.353082, 1], [9, 0.1333523, 0.1485232, 2.388776, 1], [10, 0.1339377, -0.05645863, 2.401029, 1], [11, 0.1219762, -0.08839631, 2.396236, 1], [12, -0.1321222, -0.08652373, 2.396967, 1], [13, -0.1342677, -0.3761841, 2.444939, 1], [14, -0.1207366, -0.6702614, 2.457677, 1], [15, -0.07226052, -0.7344316, 2.398773, 1], [16, 0.001304485, -0.08738972, 2.411215, 1], [17, -0.02273037, -0.3946646, 2.460336, 1], [18, -0.04609014, -0.6872565, 2.477839, 1], [19, -0.009044174, -0.7188424, 2.374079, 1], [20, -0.06873198, 0.4336101, 2.367561, 1], [21, -0.3576972, -0.1256922, 2.096981, 1], [22, -0.2967415, -0.09264041, 2.135182, 1], [23, 0.1273212, -0.1283952, 2.403587, 1], [24, 0.1526205, -0.09801184, 2.388421, 1]]
[[0, -0.06599079, -0.0880025, 2.436992, 1], [1, -0.06776297, 0.213518, 2.40226, 1], [2, -0.06806373, 0.5063543, 2.360931, 1], [3, -0.06100733, 0.6410811, 2.349684, 1], [4, -0.2075461, 0.3736201, 2.307447, 1], [5, -0.2824305, 0.2252011, 2.168273, 1], [6, -0.3408708, 0.111149, 2.038864, 1], [7, -0.3568818, 0.05975104, 1.98518, 1], [8, 0.09105206, 0.3794087, 2.354004, 1], [9, 0.1336707, 0.1480916, 2.387204, 1], [10, 0.1335963, -0.07119941, 2.396718, 1], [11, 0.1198579, -0.1065004, 2.393446, 1], [12, -0.1318059, -0.08645228, 2.396904, 1], [13, -0.1345589, -0.3758857, 2.444697, 1], [14, -0.1214712, -0.6705422, 2.457541, 1], [15, -0.09347434, -0.7369543, 2.382422, 1], [16, 0.001891119, -0.08735225, 2.410905, 1], [17, -0.02151978, -0.3916655, 2.460273, 1], [18, -0.04457733, -0.6842297, 2.478427, 1], [19, -0.01110573, -0.7199256, 2.375323, 1], [20, -0.06788284, 0.4343228, 2.37281, 1], [21, -0.3768608, 0.01863567, 1.892431, 1], [22, -0.3401672, 0.02584766, 1.961333, 1], [23, 0.1213775, -0.1659622, 2.400619, 1], [24, 0.1499984, -0.106559, 2.392693, 1]]
[[0, -0.06545021, -0.08794893, 2.436531, 1], [1, -0.06727184, 0.213763, 2.403369, 1], [2, -0.06789804, 0.5071284, 2.36456, 1], [3, -0.06146938, 0.6409153, 2.352755, 1], [4, -0.2061368, 0.3744176, 2.307358, 1], [5, -0.2914127, 0.2733233, 2.129097, 1], [6, -0.3540921, 0.191068, 1.978173, 1], [7, -0.3611261, 0.1452544, 1.927939, 1], [8, 0.0910528, 0.3793921, 2.354306, 1], [9, 0.1335163, 0.1474632, 2.384746, 1], [10, 0.1307409, -0.07714588, 2.393101, 1], [11, 0.1209662, -0.1098953, 2.390695, 1], [12, -0.1314937, -0.08638731, 2.396838, 1], [13, -0.1345403, -0.3754259, 2.444215, 1], [14, -0.1212489, -0.6702389, 2.457461, 1], [15, -0.09142082, -0.736864, 2.383856, 1], [16, 0.002656066, -0.08731258, 2.409889, 1], [17, -0.02078795, -0.390634, 2.459167, 1], [18, -0.0437962, -0.6830317, 2.478952, 1], [19, -0.01235041, -0.7219809, 2.377016, 1], [20, -0.06761553, 0.4349624, 2.375877, 1], [21, -0.3759672, 0.1201878, 1.846731, 1], [22, -0.349364, 0.1147463, 1.890312, 1], [23, 0.1116372, -0.1524306, 2.395959, 1], [24, 0.1491955, -0.1277657, 2.394846, 1]]
[[0, -0.06476289, -0.08745046, 2.435851, 1], [1, -0.06695039, 0.2141088, 2.404056, 1], [2, -0.0679955, 0.5074869, 2.366471, 1], [3, -0.06217867, 0.6409121, 2.355353, 1], [4, -0.2038819, 0.3772908, 2.306715, 1], [5, -0.2879794, 0.3278802, 2.103588, 1], [6, -0.362502, 0.2842714, 1.942065, 1], [7, -0.3681131, 0.2438802, 1.869614, 1], [8, 0.09103256, 0.3793668, 2.354366, 1], [9, 0.1337962, 0.147294, 2.383815, 1], [10, 0.129577, -0.07846863, 2.391104, 1], [11, 0.119886, -0.1114649, 2.389821, 1], [12, -0.131094, -0.08597123, 2.396527, 1], [13, -0.1331602, -0.3745825, 2.443528, 1], [14, -0.1213851, -0.669346, 2.457612, 1], [15, -0.1004554, -0.7381394, 2.382893, 1], [16, 0.00358675, -0.08676013, 2.408897, 1], [17, -0.01929276, -0.3882979, 2.458459, 1], [18, -0.04117238, -0.6806704, 2.479348, 1], [19, -0.01678688, -0.7253834, 2.378768, 1], [20, -0.06760463, 0.4353437, 2.377543, 1], [21, -0.3889895, 0.2181021, 1.774301, 1], [22, -0.3523456, 0.2220787, 1.826, 1], [23, 0.12796, -0.1671025, 2.40145, 1], [24, 0.1526751, -0.1066744, 2.385857, 1]]
[[0, -0.06532995, -0.08462729, 2.434408, 1], [1, -0.06731828, 0.2162551, 2.405075, 1], [2, -0.06847852, 0.5095758, 2.368948, 1], [3, -0.06501544, 0.6412485, 2.357656, 1], [4, -0.19916, 0.385657, 2.307644, 1], [5, -0.2787689, 0.4237288, 2.109228, 1], [6, -0.3408938, 0.4443689, 1.938206, 1], [7, -0.386629, 0.4499439, 1.821745, 1], [8, 0.09082552, 0.379795, 2.35452, 1], [9, 0.135144, 0.1473702, 2.380605, 1], [10, 0.1286056, -0.08105146, 2.389114, 1], [11, 0.1228054, -0.111205, 2.387059, 1], [12, -0.1322046, -0.08210292, 2.394344, 1], [13, -0.1350073, -0.3710355, 2.443236, 1], [14, -0.1215374, -0.6664067, 2.457851, 1], [15, -0.1037021, -0.7374086, 2.385822, 1], [16, 0.003375735, -0.08484076, 2.40818, 1], [17, -0.0191393, -0.386026, 2.458393, 1], [18, -0.04082173, -0.6783773, 2.479696, 1], [19, -0.009762852, -0.7206259, 2.379862, 1], [20, -0.06810939, 0.4374782, 2.379721, 1], [21, -0.410157, 0.4628203, 1.738969, 1], [22, -0.345224, 0.4372236, 1.802846, 1], [23, 0.1225474, -0.1562476, 2.407646, 1], [24, 0.155105, -0.1190316, 2.373643, 1]]
[[0, -0.06580711, -0.07968641, 2.432295, 1], [1, -0.0673413, 0.2183708, 2.405815, 1], [2, -0.06832212, 0.5103999, 2.370799, 1], [3, -0.06726916, 0.6415753, 2.359096, 1], [4, -0.1993625, 0.3915713, 2.308045, 1], [5, -0.283731, 0.4789975, 2.093415, 1], [6, -0.3489001, 0.5319862, 1.902912, 1], [7, -0.3780227, 0.5542384, 1.838604, 1], [8, 0.09047154, 0.3802029, 2.354667, 1], [9, 0.1349372, 0.1476229, 2.37976, 1], [10, 0.128445, -0.08101058, 2.386885, 1], [11, 0.1219489, -0.1105104, 2.382874, 1], [12, -0.1328349, -0.07846972, 2.392532, 1], [13, -0.1351682, -0.3707032, 2.443171, 1], [14, -0.1215197, -0.6666153, 2.457769, 1], [15, -0.1091392, -0.7360669, 2.381235, 1], [16, 0.003100116, -0.07862034, 2.40603, 1], [17, -0.02339341, -0.3796977, 2.455138, 1], [18, -0.03943365, -0.6720983, 2.479306, 1], [19, -0.01583726, -0.7255558, 2.385945, 1], [20, -0.06802844, 0.4385637, 2.381293, 1], [21, -0.4008529, 0.5778981, 1.762342, 1], [22, -0.3938609, 0.5233284, 1.77025, 1], [23, 0.1262933, -0.1538925, 2.390788, 1], [24, 0.153041, -0.1104993, 2.36445, 1]]
