[['2, k, 0', [405.873, 147.369, 1.0]], ['2, k, 1', [433.744, 182.6, 1.0]], ['2, k, 2', [395.54, 181.164, 1.0]], ['2, k, 3', [370.575, 219.314, 1.0]], ['2, k, 4', [401.404, 253.078, 1.0]], ['2, k, 5', [471.921, 182.655, 1.0]], ['2, k, 6', [520.383, 226.642, 1.0]], ['2, k, 7', [490.988, 267.777, 1.0]], ['2, k, 8', [430.82, 305.976, 1.0]], ['2, k, 9', [407.336, 304.517, 1.0]], ['2, k, 10', [417.605, 382.323, 1.0]], ['2, k, 11', [417.657, 448.429, 1.0]], ['2, k, 12', [454.294, 307.413, 1.0]], ['2, k, 13', [454.356, 380.913, 1.0]], ['2, k, 14', [466.084, 451.382, 1.0]], ['2, k, 15', [405.854, 140.025, 1.0]], ['2, k, 16', [416.101, 137.091, 1.0]], ['2, k, 17', [404.304, 144.407, 1.0]], ['2, k, 18', [435.224, 137.095, 1.0]], ['2, k, 19', [461.637, 479.263, 1.0]], ['2, k, 20', [473.365, 476.369, 1.0]], ['2, k, 21', [467.528, 455.746, 1.0]], ['2, k, 22', [408.748, 474.858, 1.0]], ['2, k, 23', [402.88, 468.991, 1.0]], ['2, k, 24', [427.8, 452.778, 1.0]]]
[['2, k, 0', [413.154, 145.915, 1.0]], ['2, k, 1', [433.739, 182.614, 1.0]], ['2, k, 2', [395.527, 181.179, 1.0]], ['2, k, 3', [370.575, 219.308, 1.0]], ['2, k, 4', [399.958, 253.064, 1.0]], ['2, k, 5', [471.927, 182.671, 1.0]], ['2, k, 6', [520.386, 226.647, 1.0]], ['2, k, 7', [489.596, 267.786, 1.0]], ['2, k, 8', [430.824, 305.947, 1.0]], ['2, k, 9', [407.339, 304.489, 1.0]], ['2, k, 10', [417.606, 382.317, 1.0]], ['2, k, 11', [417.648, 448.426, 1.0]], ['2, k, 12', [454.303, 305.965, 1.0]], ['2, k, 13', [455.743, 380.906, 1.0]], ['2, k, 14', [466.079, 451.382, 1.0]], ['2, k, 15', [408.76, 138.57, 1.0]], ['2, k, 16', [419.06, 137.061, 1.0]], ['2, k, 17', [404.401, 144.396, 1.0]], ['2, k, 18', [439.563, 137.115, 1.0]], ['2, k, 19', [461.658, 479.267, 1.0]], ['2, k, 20', [473.379, 476.369, 1.0]], ['2, k, 21', [467.519, 455.745, 1.0]], ['2, k, 22', [408.764, 474.859, 1.0]], ['2, k, 23', [402.885, 468.991, 1.0]], ['2, k, 24', [426.415, 452.778, 1.0]]]
[['2, k, 0', [419.058, 134.15, 1.0]], ['2, k, 1', [433.746, 182.588, 1.0]], ['2, k, 2', [395.551, 181.16, 1.0]], ['2, k, 3', [370.574, 219.319, 1.0]], ['2, k, 4', [401.413, 253.087, 1.0]], ['2, k, 5', [471.918, 182.64, 1.0]], ['2, k, 6', [520.383, 226.645, 1.0]], ['2, k, 7', [490.988, 267.777, 1.0]], ['2, k, 8', [430.828, 305.957, 1.0]], ['2, k, 9', [407.345, 304.499, 1.0]], ['2, k, 10', [417.608, 382.322, 1.0]], ['2, k, 11', [417.654, 448.427, 1.0]], ['2, k, 12', [454.302, 305.976, 1.0]], ['2, k, 13', [455.746, 380.915, 1.0]], ['2, k, 14', [466.073, 451.393, 1.0]], ['2, k, 15', [416.103, 126.819, 1.0]], ['2, k, 16', [427.826, 122.42, 1.0]], ['2, k, 17', [408.784, 135.622, 1.0]], ['2, k, 18', [442.581, 128.253, 1.0]], ['2, k, 19', [461.638, 479.254, 1.0]], ['2, k, 20', [473.368, 476.363, 1.0]], ['2, k, 21', [467.493, 455.769, 1.0]], ['2, k, 22', [408.751, 474.867, 1.0]], ['2, k, 23', [402.877, 469.002, 1.0]], ['2, k, 24', [426.422, 452.775, 1.0]]]
[['2, k, 0', [407.3, 147.394, 1.0]], ['2, k, 1', [433.743, 182.6, 1.0]], ['2, k, 2', [395.541, 181.164, 1.0]], ['2, k, 3', [370.575, 219.317, 1.0]], ['2, k, 4', [401.407, 253.082, 1.0]], ['2, k, 5', [471.922, 182.659, 1.0]], ['2, k, 6', [520.385, 226.635, 1.0]], ['2, k, 7', [490.987, 267.776, 1.0]], ['2, k, 8', [430.818, 305.973, 1.0]], ['2, k, 9', [407.334, 304.513, 1.0]], ['2, k, 10', [417.606, 382.323, 1.0]], ['2, k, 11', [417.657, 448.427, 1.0]], ['2, k, 12', [454.292, 307.411, 1.0]], ['2, k, 13', [454.356, 380.91, 1.0]], ['2, k, 14', [466.085, 451.385, 1.0]], ['2, k, 15', [405.861, 141.499, 1.0]], ['2, k, 16', [416.136, 138.547, 1.0]], ['2, k, 17', [404.305, 144.421, 1.0]], ['2, k, 18', [436.667, 137.118, 1.0]], ['2, k, 19', [461.638, 479.265, 1.0]], ['2, k, 20', [473.366, 476.37, 1.0]], ['2, k, 21', [467.529, 455.752, 1.0]], ['2, k, 22', [408.748, 474.857, 1.0]], ['2, k, 23', [402.88, 468.99, 1.0]], ['2, k, 24', [427.8, 452.777, 1.0]]]
[['2, k, 0', [414.665, 145.898, 1.0]], ['2, k, 1', [433.732, 182.601, 1.0]], ['2, k, 2', [394.157, 181.181, 1.0]], ['2, k, 3', [370.571, 219.295, 1.0]], ['2, k, 4', [399.963, 253.057, 1.0]], ['2, k, 5', [471.909, 182.651, 1.0]], ['2, k, 6', [520.388, 226.623, 1.0]], ['2, k, 7', [489.6, 267.78, 1.0]], ['2, k, 8', [430.816, 305.962, 1.0]], ['2, k, 9', [407.339, 304.505, 1.0]], ['2, k, 10', [417.605, 382.317, 1.0]], ['2, k, 11', [417.656, 448.414, 1.0]], ['2, k, 12', [454.291, 305.984, 1.0]], ['2, k, 13', [455.748, 380.907, 1.0]], ['2, k, 14', [466.074, 451.378, 1.0]], ['2, k, 15', [408.781, 138.538, 1.0]], ['2, k, 16', [422.007, 135.631, 1.0]], ['2, k, 17', [404.388, 144.385, 1.0]], ['2, k, 18', [441.068, 135.672, 1.0]], ['2, k, 19', [461.661, 479.251, 1.0]], ['2, k, 20', [473.382, 476.352, 1.0]], ['2, k, 21', [467.496, 454.35, 1.0]], ['2, k, 22', [408.776, 474.864, 1.0]], ['2, k, 23', [402.89, 468.997, 1.0]], ['2, k, 24', [426.425, 451.408, 1.0]]]
[['2, k, 0', [414.666, 135.582, 1.0]], ['2, k, 1', [433.758, 182.6, 1.0]], ['2, k, 2', [395.557, 181.152, 1.0]], ['2, k, 3', [370.566, 219.301, 1.0]], ['2, k, 4', [401.406, 253.084, 1.0]], ['2, k, 5', [471.947, 182.674, 1.0]], ['2, k, 6', [520.387, 226.645, 1.0]], ['2, k, 7', [490.99, 267.776, 1.0]], ['2, k, 8', [430.818, 305.99, 1.0]], ['2, k, 9', [407.332, 304.525, 1.0]], ['2, k, 10', [417.605, 382.325, 1.0]], ['2, k, 11', [417.656, 448.403, 1.0]], ['2, k, 12', [454.291, 307.426, 1.0]], ['2, k, 13', [454.358, 380.916, 1.0]], ['2, k, 14', [466.08, 451.377, 1.0]], ['2, k, 15', [413.196, 131.187, 1.0]], ['2, k, 16', [420.551, 123.883, 1.0]], ['2, k, 17', [407.347, 138.546, 1.0]], ['2, k, 18', [441.104, 131.214, 1.0]], ['2, k, 19', [461.639, 479.271, 1.0]], ['2, k, 20', [473.37, 476.377, 1.0]], ['2, k, 21', [467.519, 454.342, 1.0]], ['2, k, 22', [408.755, 474.865, 1.0]], ['2, k, 23', [402.876, 469.001, 1.0]], ['2, k, 24', [427.801, 451.401, 1.0]]]
[['2, k, 0', [407.329, 145.927, 1.0]], ['2, k, 1', [433.749, 182.589, 1.0]], ['2, k, 2', [395.554, 181.152, 1.0]], ['2, k, 3', [370.563, 219.293, 1.0]], ['2, k, 4', [401.399, 253.077, 1.0]], ['2, k, 5', [471.923, 182.646, 1.0]], ['2, k, 6', [520.384, 226.627, 1.0]], ['2, k, 7', [490.989, 267.776, 1.0]], ['2, k, 8', [430.827, 305.976, 1.0]], ['2, k, 9', [407.343, 304.518, 1.0]], ['2, k, 10', [417.608, 382.326, 1.0]], ['2, k, 11', [417.656, 448.427, 1.0]], ['2, k, 12', [454.301, 307.41, 1.0]], ['2, k, 13', [454.356, 380.907, 1.0]], ['2, k, 14', [466.085, 451.385, 1.0]], ['2, k, 15', [405.896, 138.572, 1.0]], ['2, k, 16', [417.549, 135.638, 1.0]], ['2, k, 17', [404.319, 144.387, 1.0]], ['2, k, 18', [438.098, 135.672, 1.0]], ['2, k, 19', [461.637, 479.265, 1.0]], ['2, k, 20', [473.366, 476.37, 1.0]], ['2, k, 21', [467.528, 455.752, 1.0]], ['2, k, 22', [408.751, 474.859, 1.0]], ['2, k, 23', [402.881, 468.992, 1.0]], ['2, k, 24', [427.799, 452.777, 1.0]]]
[['2, k, 0', [413.172, 137.105, 1.0]], ['2, k, 1', [433.743, 182.564, 1.0]], ['2, k, 2', [395.556, 181.121, 1.0]], ['2, k, 3', [370.564, 217.93, 1.0]], ['2, k, 4', [399.937, 253.05, 1.0]], ['2, k, 5', [471.896, 182.623, 1.0]], ['2, k, 6', [520.387, 226.639, 1.0]], ['2, k, 7', [489.596, 267.781, 1.0]], ['2, k, 8', [430.82, 305.988, 1.0]], ['2, k, 9', [407.343, 304.529, 1.0]], ['2, k, 10', [417.604, 382.324, 1.0]], ['2, k, 11', [417.652, 448.418, 1.0]], ['2, k, 12', [454.292, 307.424, 1.0]], ['2, k, 13', [455.745, 380.909, 1.0]], ['2, k, 14', [466.084, 451.375, 1.0]], ['2, k, 15', [407.33, 132.677, 1.0]], ['2, k, 16', [419.037, 126.813, 1.0]], ['2, k, 17', [404.396, 137.096, 1.0]], ['2, k, 18', [439.583, 132.692, 1.0]], ['2, k, 19', [461.644, 479.265, 1.0]], ['2, k, 20', [473.364, 476.371, 1.0]], ['2, k, 21', [467.538, 454.346, 1.0]], ['2, k, 22', [408.766, 474.848, 1.0]], ['2, k, 23', [402.889, 468.975, 1.0]], ['2, k, 24', [426.414, 451.408, 1.0]]]
[['2, k, 0', [420.527, 138.563, 1.0]], ['2, k, 1', [433.746, 182.569, 1.0]], ['2, k, 2', [395.544, 181.144, 1.0]], ['2, k, 3', [370.554, 219.305, 1.0]], ['2, k, 4', [401.398, 253.086, 1.0]], ['2, k, 5', [471.929, 182.621, 1.0]], ['2, k, 6', [520.38, 226.64, 1.0]], ['2, k, 7', [490.995, 267.775, 1.0]], ['2, k, 8', [430.826, 305.99, 1.0]], ['2, k, 9', [407.338, 305.953, 1.0]], ['2, k, 10', [417.611, 382.323, 1.0]], ['2, k, 11', [417.651, 448.404, 1.0]], ['2, k, 12', [454.304, 307.42, 1.0]], ['2, k, 13', [455.744, 380.914, 1.0]], ['2, k, 14', [466.084, 451.384, 1.0]], ['2, k, 15', [416.102, 134.1, 1.0]], ['2, k, 16', [427.899, 131.214, 1.0]], ['2, k, 17', [407.29, 137.103, 1.0]], ['2, k, 18', [442.557, 134.14, 1.0]], ['2, k, 19', [461.643, 479.266, 1.0]], ['2, k, 20', [473.371, 476.373, 1.0]], ['2, k, 21', [467.52, 455.745, 1.0]], ['2, k, 22', [408.75, 474.854, 1.0]], ['2, k, 23', [402.878, 468.986, 1.0]], ['2, k, 24', [426.42, 451.398, 1.0]]]
[['2, k, 0', [410.265, 144.438, 1.0]], ['2, k, 1', [433.733, 182.604, 1.0]], ['2, k, 2', [395.535, 181.172, 1.0]], ['2, k, 3', [370.555, 219.301, 1.0]], ['2, k, 4', [401.393, 253.074, 1.0]], ['2, k, 5', [471.915, 182.65, 1.0]], ['2, k, 6', [520.383, 226.63, 1.0]], ['2, k, 7', [490.992, 267.77, 1.0]], ['2, k, 8', [430.829, 305.976, 1.0]], ['2, k, 9', [407.344, 304.52, 1.0]], ['2, k, 10', [417.609, 382.325, 1.0]], ['2, k, 11', [417.656, 448.426, 1.0]], ['2, k, 12', [454.304, 307.408, 1.0]], ['2, k, 13', [455.742, 380.909, 1.0]], ['2, k, 14', [466.083, 451.386, 1.0]], ['2, k, 15', [407.29, 137.066, 1.0]], ['2, k, 16', [417.623, 134.156, 1.0]], ['2, k, 17', [404.326, 142.931, 1.0]], ['2, k, 18', [438.152, 135.624, 1.0]], ['2, k, 19', [461.641, 479.26, 1.0]], ['2, k, 20', [473.369, 476.367, 1.0]], ['2, k, 21', [467.52, 455.755, 1.0]], ['2, k, 22', [408.75, 474.859, 1.0]], ['2, k, 23', [402.881, 468.993, 1.0]], ['2, k, 24', [426.424, 452.777, 1.0]]]
[['2, k, 0', [414.633, 135.647, 1.0]], ['2, k, 1', [433.741, 181.17, 1.0]], ['2, k, 2', [395.565, 181.073, 1.0]], ['2, k, 3', [370.566, 217.924, 1.0]], ['2, k, 4', [399.945, 253.055, 1.0]], ['2, k, 5', [471.894, 182.576, 1.0]], ['2, k, 6', [520.383, 226.629, 1.0]], ['2, k, 7', [490.988, 267.775, 1.0]], ['2, k, 8', [430.823, 305.968, 1.0]], ['2, k, 9', [407.346, 304.511, 1.0]], ['2, k, 10', [417.603, 382.316, 1.0]], ['2, k, 11', [417.647, 448.418, 1.0]], ['2, k, 12', [454.297, 307.405, 1.0]], ['2, k, 13', [455.751, 380.907, 1.0]], ['2, k, 14', [466.079, 451.379, 1.0]], ['2, k, 15', [408.803, 131.209, 1.0]], ['2, k, 16', [420.514, 126.787, 1.0]], ['2, k, 17', [405.822, 135.643, 1.0]], ['2, k, 18', [439.64, 132.658, 1.0]], ['2, k, 19', [463.034, 479.267, 1.0]], ['2, k, 20', [473.393, 476.363, 1.0]], ['2, k, 21', [467.507, 454.346, 1.0]], ['2, k, 22', [408.763, 474.856, 1.0]], ['2, k, 23', [402.883, 468.99, 1.0]], ['2, k, 24', [426.409, 451.417, 1.0]]]
