[['2, k, 0', [-0.243827, -0.316542, 1.0]], ['2, k, 1', [-0.249457, 0.00210512, 1.0]], ['2, k, 2', [-0.253359, 0.311653, 1.0]], ['2, k, 3', [-0.252813, 0.471172, 1.0]], ['2, k, 4', [-0.426079, 0.213664, 1.0]], ['2, k, 5', [-0.510468, 0.0122201, 1.0]], ['2, k, 6', [-0.57164, -0.14044, 1.0]], ['2, k, 7', [-0.562457, -0.199203, 1.0]], ['2, k, 8', [-0.0891244, 0.197262, 1.0]], ['2, k, 9', [-0.0130838, 0.0296287, 1.0]], ['2, k, 10', [0.0386464, -0.1253, 1.0]], ['2, k, 11', [0.0501975, -0.199482, 1.0]], ['2, k, 12', [-0.316942, -0.307712, 1.0]], ['2, k, 13', [-0.36538, -0.67451, 1.0]], ['2, k, 14', [-0.378717, -1.03992, 1.0]], ['2, k, 15', [-0.397705, -1.11133, 1.0]], ['2, k, 16', [-0.162963, -0.315343, 1.0]], ['2, k, 17', [-0.122621, -0.663271, 1.0]], ['2, k, 18', [-0.111578, -1.05195, 1.0]], ['2, k, 19', [-0.106323, -1.1123, 1.0]], ['2, k, 20', [-0.252676, 0.235541, 1.0]], ['2, k, 21', [-0.555606, -0.223393, 1.0]], ['2, k, 22', [-0.480194, -0.204015, 1.0]], ['2, k, 23', [0.0594378, -0.228307, 1.0]], ['2, k, 24', [0.0948568, -0.208814, 1.0]]]
[['2, k, 0', [-0.243852, -0.316461, 1.0]], ['2, k, 1', [-0.249466, 0.00215417, 1.0]], ['2, k, 2', [-0.253362, 0.311684, 1.0]], ['2, k, 3', [-0.252788, 0.471264, 1.0]], ['2, k, 4', [-0.426057, 0.213656, 1.0]], ['2, k, 5', [-0.509679, 0.0175739, 1.0]], ['2, k, 6', [-0.571979, -0.14034, 1.0]], ['2, k, 7', [-0.563177, -0.199504, 1.0]], ['2, k, 8', [-0.0891376, 0.19723, 1.0]], ['2, k, 9', [-0.0129789, 0.0251357, 1.0]], ['2, k, 10', [0.0385898, -0.125121, 1.0]], ['2, k, 11', [0.0401316, -0.216551, 1.0]], ['2, k, 12', [-0.316973, -0.3076, 1.0]], ['2, k, 13', [-0.365348, -0.67453, 1.0]], ['2, k, 14', [-0.378716, -1.04027, 1.0]], ['2, k, 15', [-0.396016, -1.11168, 1.0]], ['2, k, 16', [-0.162982, -0.315289, 1.0]], ['2, k, 17', [-0.122737, -0.663713, 1.0]], ['2, k, 18', [-0.111544, -1.05164, 1.0]], ['2, k, 19', [-0.10613, -1.11224, 1.0]], ['2, k, 20', [-0.25268, 0.235573, 1.0]], ['2, k, 21', [-0.559215, -0.222094, 1.0]], ['2, k, 22', [-0.480071, -0.203961, 1.0]], ['2, k, 23', [0.0515708, -0.233003, 1.0]], ['2, k, 24', [0.0940141, -0.208492, 1.0]]]
[['2, k, 0', [-0.243916, -0.316376, 1.0]], ['2, k, 1', [-0.249469, 0.0021688, 1.0]], ['2, k, 2', [-0.25331, 0.311659, 1.0]], ['2, k, 3', [-0.252741, 0.471282, 1.0]], ['2, k, 4', [-0.426052, 0.213657, 1.0]], ['2, k, 5', [-0.509047, 0.019948, 1.0]], ['2, k, 6', [-0.560646, -0.110326, 1.0]], ['2, k, 7', [-0.564057, -0.199758, 1.0]], ['2, k, 8', [-0.0890401, 0.197109, 1.0]], ['2, k, 9', [-0.0131001, 0.0220912, 1.0]], ['2, k, 10', [0.0444975, -0.149304, 1.0]], ['2, k, 11', [0.0393201, -0.217364, 1.0]], ['2, k, 12', [-0.317043, -0.307483, 1.0]], ['2, k, 13', [-0.365131, -0.674137, 1.0]], ['2, k, 14', [-0.379033, -1.04069, 1.0]], ['2, k, 15', [-0.395404, -1.11329, 1.0]], ['2, k, 16', [-0.163039, -0.315235, 1.0]], ['2, k, 17', [-0.122733, -0.663712, 1.0]], ['2, k, 18', [-0.112061, -1.05104, 1.0]], ['2, k, 19', [-0.105871, -1.11184, 1.0]], ['2, k, 20', [-0.252649, 0.235564, 1.0]], ['2, k, 21', [-0.557373, -0.226244, 1.0]], ['2, k, 22', [-0.480192, -0.204014, 1.0]], ['2, k, 23', [0.046376, -0.233981, 1.0]], ['2, k, 24', [0.0934226, -0.209201, 1.0]]]
[['2, k, 0', [-0.243904, -0.316233, 1.0]], ['2, k, 1', [-0.249447, 0.00222856, 1.0]], ['2, k, 2', [-0.253276, 0.311669, 1.0]], ['2, k, 3', [-0.252664, 0.471349, 1.0]], ['2, k, 4', [-0.426021, 0.213666, 1.0]], ['2, k, 5', [-0.509244, 0.0204396, 1.0]], ['2, k, 6', [-0.560223, -0.109766, 1.0]], ['2, k, 7', [-0.565393, -0.199159, 1.0]], ['2, k, 8', [-0.088981, 0.197105, 1.0]], ['2, k, 9', [-0.0130708, 0.0206438, 1.0]], ['2, k, 10', [0.038442, -0.128631, 1.0]], ['2, k, 11', [0.0371986, -0.217226, 1.0]], ['2, k, 12', [-0.31703, -0.307337, 1.0]], ['2, k, 13', [-0.365119, -0.67413, 1.0]], ['2, k, 14', [-0.379214, -1.04057, 1.0]], ['2, k, 15', [-0.395781, -1.11317, 1.0]], ['2, k, 16', [-0.163028, -0.3151, 1.0]], ['2, k, 17', [-0.122735, -0.662751, 1.0]], ['2, k, 18', [-0.112258, -1.04791, 1.0]], ['2, k, 19', [-0.105834, -1.11044, 1.0]], ['2, k, 20', [-0.252618, 0.235585, 1.0]], ['2, k, 21', [-0.558226, -0.228012, 1.0]], ['2, k, 22', [-0.480228, -0.204056, 1.0]], ['2, k, 23', [0.0481308, -0.233913, 1.0]], ['2, k, 24', [0.0912866, -0.207497, 1.0]]]
[['2, k, 0', [-0.243847, -0.316111, 1.0]], ['2, k, 1', [-0.249405, 0.00228111, 1.0]], ['2, k, 2', [-0.253246, 0.31168, 1.0]], ['2, k, 3', [-0.252589, 0.471402, 1.0]], ['2, k, 4', [-0.425874, 0.213632, 1.0]], ['2, k, 5', [-0.510063, 0.0180499, 1.0]], ['2, k, 6', [-0.56133, -0.112684, 1.0]], ['2, k, 7', [-0.565985, -0.200317, 1.0]], ['2, k, 8', [-0.0889633, 0.19702, 1.0]], ['2, k, 9', [-0.0127107, 0.0191894, 1.0]], ['2, k, 10', [0.0381721, -0.128036, 1.0]], ['2, k, 11', [0.0360332, -0.217455, 1.0]], ['2, k, 12', [-0.316966, -0.30719, 1.0]], ['2, k, 13', [-0.364968, -0.67366, 1.0]], ['2, k, 14', [-0.379237, -1.04055, 1.0]], ['2, k, 15', [-0.396183, -1.11308, 1.0]], ['2, k, 16', [-0.162974, -0.314992, 1.0]], ['2, k, 17', [-0.122693, -0.662751, 1.0]], ['2, k, 18', [-0.112426, -1.04791, 1.0]], ['2, k, 19', [-0.105378, -1.11057, 1.0]], ['2, k, 20', [-0.252586, 0.235604, 1.0]], ['2, k, 21', [-0.559962, -0.228406, 1.0]], ['2, k, 22', [-0.481061, -0.204054, 1.0]], ['2, k, 23', [0.046099, -0.23376, 1.0]], ['2, k, 24', [0.0906845, -0.206971, 1.0]]]
[['2, k, 0', [-0.243755, -0.315757, 1.0]], ['2, k, 1', [-0.24938, 0.00249237, 1.0]], ['2, k, 2', [-0.253275, 0.311777, 1.0]], ['2, k, 3', [-0.252285, 0.471493, 1.0]], ['2, k, 4', [-0.425836, 0.21368, 1.0]], ['2, k, 5', [-0.509585, 0.0201577, 1.0]], ['2, k, 6', [-0.560238, -0.11089, 1.0]], ['2, k, 7', [-0.566662, -0.200616, 1.0]], ['2, k, 8', [-0.0889239, 0.197019, 1.0]], ['2, k, 9', [-0.0128782, 0.0187142, 1.0]], ['2, k, 10', [0.0381, -0.127973, 1.0]], ['2, k, 11', [0.035306, -0.216753, 1.0]], ['2, k, 12', [-0.316875, -0.306821, 1.0]], ['2, k, 13', [-0.364809, -0.673344, 1.0]], ['2, k, 14', [-0.379281, -1.04052, 1.0]], ['2, k, 15', [-0.39601, -1.11288, 1.0]], ['2, k, 16', [-0.162886, -0.314668, 1.0]], ['2, k, 17', [-0.122767, -0.66216, 1.0]], ['2, k, 18', [-0.112951, -1.04728, 1.0]], ['2, k, 19', [-0.105388, -1.11001, 1.0]], ['2, k, 20', [-0.252601, 0.235727, 1.0]], ['2, k, 21', [-0.561624, -0.226357, 1.0]], ['2, k, 22', [-0.480307, -0.204008, 1.0]], ['2, k, 23', [0.0449581, -0.235718, 1.0]], ['2, k, 24', [0.0892387, -0.205967, 1.0]]]
[['2, k, 0', [-0.243777, -0.315759, 1.0]], ['2, k, 1', [-0.249379, 0.00250991, 1.0]], ['2, k, 2', [-0.253215, 0.311881, 1.0]], ['2, k, 3', [-0.252175, 0.47161, 1.0]], ['2, k, 4', [-0.425681, 0.213686, 1.0]], ['2, k, 5', [-0.509095, 0.0208146, 1.0]], ['2, k, 6', [-0.56056, -0.110361, 1.0]], ['2, k, 7', [-0.567824, -0.200809, 1.0]], ['2, k, 8', [-0.0887729, 0.196949, 1.0]], ['2, k, 9', [-0.0129958, 0.0177518, 1.0]], ['2, k, 10', [0.0338314, -0.117034, 1.0]], ['2, k, 11', [0.0346667, -0.217598, 1.0]], ['2, k, 12', [-0.316887, -0.306819, 1.0]], ['2, k, 13', [-0.364678, -0.673402, 1.0]], ['2, k, 14', [-0.380753, -1.04152, 1.0]], ['2, k, 15', [-0.397616, -1.11471, 1.0]], ['2, k, 16', [-0.16292, -0.314685, 1.0]], ['2, k, 17', [-0.122765, -0.661512, 1.0]], ['2, k, 18', [-0.113093, -1.04707, 1.0]], ['2, k, 19', [-0.105405, -1.10984, 1.0]], ['2, k, 20', [-0.252562, 0.235804, 1.0]], ['2, k, 21', [-0.561207, -0.228487, 1.0]], ['2, k, 22', [-0.480243, -0.204056, 1.0]], ['2, k, 23', [0.0416958, -0.235216, 1.0]], ['2, k, 24', [0.090865, -0.206219, 1.0]]]
[['2, k, 0', [-0.243814, -0.315552, 1.0]], ['2, k, 1', [-0.249423, 0.00263079, 1.0]], ['2, k, 2', [-0.253267, 0.311944, 1.0]], ['2, k, 3', [-0.251956, 0.471703, 1.0]], ['2, k, 4', [-0.425658, 0.213695, 1.0]], ['2, k, 5', [-0.511311, 0.0169383, 1.0]], ['2, k, 6', [-0.562324, -0.114472, 1.0]], ['2, k, 7', [-0.567531, -0.200477, 1.0]], ['2, k, 8', [-0.0887655, 0.196925, 1.0]], ['2, k, 9', [-0.0132478, 0.016342, 1.0]], ['2, k, 10', [0.0332602, -0.114909, 1.0]], ['2, k, 11', [0.033126, -0.218673, 1.0]], ['2, k, 12', [-0.316924, -0.3066, 1.0]], ['2, k, 13', [-0.364568, -0.674153, 1.0]], ['2, k, 14', [-0.380746, -1.04158, 1.0]], ['2, k, 15', [-0.398138, -1.11583, 1.0]], ['2, k, 16', [-0.162957, -0.314496, 1.0]], ['2, k, 17', [-0.122748, -0.661403, 1.0]], ['2, k, 18', [-0.113488, -1.04745, 1.0]], ['2, k, 19', [-0.105425, -1.11011, 1.0]], ['2, k, 20', [-0.252609, 0.235876, 1.0]], ['2, k, 21', [-0.564256, -0.226223, 1.0]], ['2, k, 22', [-0.481085, -0.204191, 1.0]], ['2, k, 23', [0.0446282, -0.234553, 1.0]], ['2, k, 24', [0.0881997, -0.205324, 1.0]]]
[['2, k, 0', [-0.243615, -0.31496, 1.0]], ['2, k, 1', [-0.249235, 0.00285414, 1.0]], ['2, k, 2', [-0.253055, 0.311856, 1.0]], ['2, k, 3', [-0.251859, 0.471734, 1.0]], ['2, k, 4', [-0.425562, 0.213738, 1.0]], ['2, k, 5', [-0.51055, 0.0194887, 1.0]], ['2, k, 6', [-0.562001, -0.112817, 1.0]], ['2, k, 7', [-0.56788, -0.200463, 1.0]], ['2, k, 8', [-0.0886915, 0.196957, 1.0]], ['2, k, 9', [-0.0132487, 0.0158264, 1.0]], ['2, k, 10', [0.0341626, -0.11866, 1.0]], ['2, k, 11', [0.032617, -0.219482, 1.0]], ['2, k, 12', [-0.316734, -0.306037, 1.0]], ['2, k, 13', [-0.364333, -0.672327, 1.0]], ['2, k, 14', [-0.380416, -1.04062, 1.0]], ['2, k, 15', [-0.397323, -1.11403, 1.0]], ['2, k, 16', [-0.162754, -0.313894, 1.0]], ['2, k, 17', [-0.122418, -0.658607, 1.0]], ['2, k, 18', [-0.113545, -1.04533, 1.0]], ['2, k, 19', [-0.10607, -1.10758, 1.0]], ['2, k, 20', [-0.252406, 0.23587, 1.0]], ['2, k, 21', [-0.557546, -0.227788, 1.0]], ['2, k, 22', [-0.480048, -0.204027, 1.0]], ['2, k, 23', [0.0441005, -0.235963, 1.0]], ['2, k, 24', [0.089264, -0.207438, 1.0]]]
[['2, k, 0', [-0.243686, -0.314926, 1.0]], ['2, k, 1', [-0.249261, 0.00287692, 1.0]], ['2, k, 2', [-0.253057, 0.311865, 1.0]], ['2, k, 3', [-0.251786, 0.471747, 1.0]], ['2, k, 4', [-0.425453, 0.213781, 1.0]], ['2, k, 5', [-0.513432, 0.0132787, 1.0]], ['2, k, 6', [-0.564846, -0.118319, 1.0]], ['2, k, 7', [-0.568302, -0.2015, 1.0]], ['2, k, 8', [-0.0886766, 0.196879, 1.0]], ['2, k, 9', [-0.0129966, 0.0152515, 1.0]], ['2, k, 10', [0.0344136, -0.12053, 1.0]], ['2, k, 11', [0.0317067, -0.219938, 1.0]], ['2, k, 12', [-0.316954, -0.306623, 1.0]], ['2, k, 13', [-0.364398, -0.672013, 1.0]], ['2, k, 14', [-0.38045, -1.04044, 1.0]], ['2, k, 15', [-0.39706, -1.11325, 1.0]], ['2, k, 16', [-0.162981, -0.312942, 1.0]], ['2, k, 17', [-0.122431, -0.658253, 1.0]], ['2, k, 18', [-0.113552, -1.04477, 1.0]], ['2, k, 19', [-0.10608, -1.10755, 1.0]], ['2, k, 20', [-0.252412, 0.235882, 1.0]], ['2, k, 21', [-0.56362, -0.22608, 1.0]], ['2, k, 22', [-0.480524, -0.204211, 1.0]], ['2, k, 23', [0.0427741, -0.23694, 1.0]], ['2, k, 24', [0.0873105, -0.207235, 1.0]]]
[['2, k, 0', [-0.243675, -0.314842, 1.0]], ['2, k, 1', [-0.24923, 0.00292508, 1.0]], ['2, k, 2', [-0.253026, 0.311878, 1.0]], ['2, k, 3', [-0.251758, 0.471762, 1.0]], ['2, k, 4', [-0.425445, 0.21378, 1.0]], ['2, k, 5', [-0.51337, 0.0125821, 1.0]], ['2, k, 6', [-0.565402, -0.118998, 1.0]], ['2, k, 7', [-0.567829, -0.201771, 1.0]], ['2, k, 8', [-0.0886277, 0.196768, 1.0]], ['2, k, 9', [-0.013053, 0.0148304, 1.0]], ['2, k, 10', [0.0348324, -0.122772, 1.0]], ['2, k, 11', [0.0319976, -0.21999, 1.0]], ['2, k, 12', [-0.316929, -0.307225, 1.0]], ['2, k, 13', [-0.364372, -0.671998, 1.0]], ['2, k, 14', [-0.380147, -1.04011, 1.0]], ['2, k, 15', [-0.396802, -1.11285, 1.0]], ['2, k, 16', [-0.162915, -0.311596, 1.0]], ['2, k, 17', [-0.122479, -0.658356, 1.0]], ['2, k, 18', [-0.113425, -1.04446, 1.0]], ['2, k, 19', [-0.106238, -1.10711, 1.0]], ['2, k, 20', [-0.25238, 0.235902, 1.0]], ['2, k, 21', [-0.558163, -0.231795, 1.0]], ['2, k, 22', [-0.480744, -0.204333, 1.0]], ['2, k, 23', [0.0430937, -0.236198, 1.0]], ['2, k, 24', [0.0873237, -0.207315, 1.0]]]
