[[0, -0.243827, -0.316542, 2.33413, 1.0], [1, -0.249457, 0.00210512, 2.31334, 1.0], [2, -0.253359, 0.311653, 2.27861, 1.0], [3, -0.252813, 0.471172, 2.22151, 1.0], [4, -0.426079, 0.213664, 2.27242, 1.0], [5, -0.510468, 0.0122201, 2.13126, 1.0], [6, -0.57164, -0.14044, 1.98122, 1.0], [7, -0.562457, -0.199203, 1.88241, 1.0], [8, -0.0891244, 0.197262, 2.26357, 1.0], [9, -0.0130838, 0.0296287, 2.16741, 1.0], [10, 0.0386464, -0.1253, 1.99194, 1.0], [11, 0.0501975, -0.199482, 1.87897, 1.0], [12, -0.316942, -0.307712, 2.29784, 1.0], [13, -0.36538, -0.67451, 2.43122, 1.0], [14, -0.378717, -1.03992, 2.57656, 1.0], [15, -0.397705, -1.11133, 2.51953, 1.0], [16, -0.162963, -0.315343, 2.29645, 1.0], [17, -0.122621, -0.663271, 2.41606, 1.0], [18, -0.111578, -1.05195, 2.56505, 1.0], [19, -0.106323, -1.1123, 2.49414, 1.0], [20, -0.252676, 0.235541, 2.28971, 1.0], [21, -0.555606, -0.223393, 1.86126, 1.0], [22, -0.480194, -0.204015, 1.85243, 1.0], [23, 0.0594378, -0.228307, 1.8288, 1.0], [24, 0.0948568, -0.208814, 1.82961, 1.0]]
[[0, -0.243852, -0.316461, 2.33394, 1.0], [1, -0.249466, 0.00215417, 2.31327, 1.0], [2, -0.253362, 0.311684, 2.2786, 1.0], [3, -0.252788, 0.471264, 2.22161, 1.0], [4, -0.426057, 0.213656, 2.27242, 1.0], [5, -0.509679, 0.0175739, 2.13656, 1.0], [6, -0.571979, -0.14034, 1.98179, 1.0], [7, -0.563177, -0.199504, 1.8818, 1.0], [8, -0.0891376, 0.19723, 2.26349, 1.0], [9, -0.0129789, 0.0251357, 2.16418, 1.0], [10, 0.0385898, -0.125121, 1.99216, 1.0], [11, 0.0401316, -0.216551, 1.84802, 1.0], [12, -0.316973, -0.3076, 2.29751, 1.0], [13, -0.365348, -0.67453, 2.4313, 1.0], [14, -0.378716, -1.04027, 2.57639, 1.0], [15, -0.396016, -1.11168, 2.51313, 1.0], [16, -0.162982, -0.315289, 2.29636, 1.0], [17, -0.122737, -0.663713, 2.41625, 1.0], [18, -0.111544, -1.05164, 2.56505, 1.0], [19, -0.10613, -1.11224, 2.494, 1.0], [20, -0.25268, 0.235573, 2.28969, 1.0], [21, -0.559215, -0.222094, 1.86257, 1.0], [22, -0.480071, -0.203961, 1.85195, 1.0], [23, 0.0515708, -0.233003, 1.82721, 1.0], [24, 0.0940141, -0.208492, 1.83008, 1.0]]
[[0, -0.243916, -0.316376, 2.33394, 1.0], [1, -0.249469, 0.0021688, 2.31325, 1.0], [2, -0.25331, 0.311659, 2.27851, 1.0], [3, -0.252741, 0.471282, 2.22157, 1.0], [4, -0.426052, 0.213657, 2.27241, 1.0], [5, -0.509047, 0.019948, 2.13868, 1.0], [6, -0.560646, -0.110326, 2.00066, 1.0], [7, -0.564057, -0.199758, 1.88246, 1.0], [8, -0.0890401, 0.197109, 2.26337, 1.0], [9, -0.0131001, 0.0220912, 2.16184, 1.0], [10, 0.0444975, -0.149304, 1.96877, 1.0], [11, 0.0393201, -0.217364, 1.8472, 1.0], [12, -0.317043, -0.307483, 2.29752, 1.0], [13, -0.365131, -0.674137, 2.4311, 1.0], [14, -0.379033, -1.04069, 2.57594, 1.0], [15, -0.395404, -1.11329, 2.5071, 1.0], [16, -0.163039, -0.315235, 2.29636, 1.0], [17, -0.122733, -0.663712, 2.41624, 1.0], [18, -0.112061, -1.05104, 2.5653, 1.0], [19, -0.105871, -1.11184, 2.49483, 1.0], [20, -0.252649, 0.235564, 2.28962, 1.0], [21, -0.557373, -0.226244, 1.8614, 1.0], [22, -0.480192, -0.204014, 1.85242, 1.0], [23, 0.046376, -0.233981, 1.82705, 1.0], [24, 0.0934226, -0.209201, 1.8299, 1.0]]
[[0, -0.243904, -0.316233, 2.33388, 1.0], [1, -0.249447, 0.00222856, 2.31318, 1.0], [2, -0.253276, 0.311669, 2.27843, 1.0], [3, -0.252664, 0.471349, 2.22155, 1.0], [4, -0.426021, 0.213666, 2.27241, 1.0], [5, -0.509244, 0.0204396, 2.13958, 1.0], [6, -0.560223, -0.109766, 2.00114, 1.0], [7, -0.565393, -0.199159, 1.88387, 1.0], [8, -0.088981, 0.197105, 2.26337, 1.0], [9, -0.0130708, 0.0206438, 2.16013, 1.0], [10, 0.038442, -0.128631, 1.99002, 1.0], [11, 0.0371986, -0.217226, 1.84768, 1.0], [12, -0.31703, -0.307337, 2.29748, 1.0], [13, -0.365119, -0.67413, 2.43118, 1.0], [14, -0.379214, -1.04057, 2.57585, 1.0], [15, -0.395781, -1.11317, 2.50763, 1.0], [16, -0.163028, -0.3151, 2.2963, 1.0], [17, -0.122735, -0.662751, 2.41563, 1.0], [18, -0.112258, -1.04791, 2.56678, 1.0], [19, -0.105834, -1.11044, 2.49504, 1.0], [20, -0.252618, 0.235585, 2.28955, 1.0], [21, -0.558226, -0.228012, 1.86412, 1.0], [22, -0.480228, -0.204056, 1.85233, 1.0], [23, 0.0481308, -0.233913, 1.82508, 1.0], [24, 0.0912866, -0.207497, 1.83058, 1.0]]
[[0, -0.243847, -0.316111, 2.33388, 1.0], [1, -0.249405, 0.00228111, 2.31318, 1.0], [2, -0.253246, 0.31168, 2.27843, 1.0], [3, -0.252589, 0.471402, 2.2215, 1.0], [4, -0.425874, 0.213632, 2.2724, 1.0], [5, -0.510063, 0.0180499, 2.13745, 1.0], [6, -0.56133, -0.112684, 1.99897, 1.0], [7, -0.565985, -0.200317, 1.88336, 1.0], [8, -0.0889633, 0.19702, 2.26328, 1.0], [9, -0.0127107, 0.0191894, 2.15833, 1.0], [10, 0.0381721, -0.128036, 1.99068, 1.0], [11, 0.0360332, -0.217455, 1.84802, 1.0], [12, -0.316966, -0.30719, 2.29744, 1.0], [13, -0.364968, -0.67366, 2.43099, 1.0], [14, -0.379237, -1.04055, 2.57581, 1.0], [15, -0.396183, -1.11308, 2.50808, 1.0], [16, -0.162974, -0.314992, 2.29635, 1.0], [17, -0.122693, -0.662751, 2.41557, 1.0], [18, -0.112426, -1.04791, 2.56715, 1.0], [19, -0.105378, -1.11057, 2.49403, 1.0], [20, -0.252586, 0.235604, 2.28955, 1.0], [21, -0.559962, -0.228406, 1.86411, 1.0], [22, -0.481061, -0.204054, 1.85283, 1.0], [23, 0.046099, -0.23376, 1.82889, 1.0], [24, 0.0906845, -0.206971, 1.83068, 1.0]]
[[0, -0.243755, -0.315757, 2.33362, 1.0], [1, -0.24938, 0.00249237, 2.31289, 1.0], [2, -0.253275, 0.311777, 2.27812, 1.0], [3, -0.252285, 0.471493, 2.22093, 1.0], [4, -0.425836, 0.21368, 2.27231, 1.0], [5, -0.509585, 0.0201577, 2.13983, 1.0], [6, -0.560238, -0.11089, 2.0012, 1.0], [7, -0.566662, -0.200616, 1.88348, 1.0], [8, -0.0889239, 0.197019, 2.26328, 1.0], [9, -0.0128782, 0.0187142, 2.15804, 1.0], [10, 0.0381, -0.127973, 1.9908, 1.0], [11, 0.035306, -0.216753, 1.84672, 1.0], [12, -0.316875, -0.306821, 2.29719, 1.0], [13, -0.364809, -0.673344, 2.43083, 1.0], [14, -0.379281, -1.04052, 2.57576, 1.0], [15, -0.39601, -1.11288, 2.50806, 1.0], [16, -0.162886, -0.314668, 2.29608, 1.0], [17, -0.122767, -0.66216, 2.41515, 1.0], [18, -0.112951, -1.04728, 2.56739, 1.0], [19, -0.105388, -1.11001, 2.49426, 1.0], [20, -0.252601, 0.235727, 2.28925, 1.0], [21, -0.561624, -0.226357, 1.86429, 1.0], [22, -0.480307, -0.204008, 1.85237, 1.0], [23, 0.0449581, -0.235718, 1.82561, 1.0], [24, 0.0892387, -0.205967, 1.83303, 1.0]]
[[0, -0.243777, -0.315759, 2.33366, 1.0], [1, -0.249379, 0.00250991, 2.31286, 1.0], [2, -0.253215, 0.311881, 2.27786, 1.0], [3, -0.252175, 0.47161, 2.22084, 1.0], [4, -0.425681, 0.213686, 2.27219, 1.0], [5, -0.509095, 0.0208146, 2.14025, 1.0], [6, -0.56056, -0.110361, 2.00197, 1.0], [7, -0.567824, -0.200809, 1.88443, 1.0], [8, -0.0887729, 0.196949, 2.26317, 1.0], [9, -0.0129958, 0.0177518, 2.15798, 1.0], [10, 0.0338314, -0.117034, 2.00162, 1.0], [11, 0.0346667, -0.217598, 1.84868, 1.0], [12, -0.316887, -0.306819, 2.2972, 1.0], [13, -0.364678, -0.673402, 2.43122, 1.0], [14, -0.380753, -1.04152, 2.5759, 1.0], [15, -0.397616, -1.11471, 2.50255, 1.0], [16, -0.16292, -0.314685, 2.29619, 1.0], [17, -0.122765, -0.661512, 2.41479, 1.0], [18, -0.113093, -1.04707, 2.5677, 1.0], [19, -0.105405, -1.10984, 2.49412, 1.0], [20, -0.252562, 0.235804, 2.28906, 1.0], [21, -0.561207, -0.228487, 1.86698, 1.0], [22, -0.480243, -0.204056, 1.85234, 1.0], [23, 0.0416958, -0.235216, 1.8262, 1.0], [24, 0.090865, -0.206219, 1.83349, 1.0]]
[[0, -0.243814, -0.315552, 2.33354, 1.0], [1, -0.249423, 0.00263079, 2.31282, 1.0], [2, -0.253267, 0.311944, 2.27788, 1.0], [3, -0.251956, 0.471703, 2.22066, 1.0], [4, -0.425658, 0.213695, 2.27212, 1.0], [5, -0.511311, 0.0169383, 2.13732, 1.0], [6, -0.562324, -0.114472, 1.99849, 1.0], [7, -0.567531, -0.200477, 1.88465, 1.0], [8, -0.0887655, 0.196925, 2.26311, 1.0], [9, -0.0132478, 0.016342, 2.15722, 1.0], [10, 0.0332602, -0.114909, 2.00382, 1.0], [11, 0.033126, -0.218673, 1.84881, 1.0], [12, -0.316924, -0.3066, 2.2971, 1.0], [13, -0.364568, -0.674153, 2.43174, 1.0], [14, -0.380746, -1.04158, 2.57486, 1.0], [15, -0.398138, -1.11583, 2.50082, 1.0], [16, -0.162957, -0.314496, 2.29607, 1.0], [17, -0.122748, -0.661403, 2.41462, 1.0], [18, -0.113488, -1.04745, 2.56838, 1.0], [19, -0.105425, -1.11011, 2.49397, 1.0], [20, -0.252609, 0.235876, 2.28907, 1.0], [21, -0.564256, -0.226223, 1.86449, 1.0], [22, -0.481085, -0.204191, 1.85404, 1.0], [23, 0.0446282, -0.234553, 1.82712, 1.0], [24, 0.0881997, -0.205324, 1.83795, 1.0]]
[[0, -0.243615, -0.31496, 2.33312, 1.0], [1, -0.249235, 0.00285414, 2.31235, 1.0], [2, -0.253055, 0.311856, 2.2773, 1.0], [3, -0.251859, 0.471734, 2.22042, 1.0], [4, -0.425562, 0.213738, 2.27202, 1.0], [5, -0.51055, 0.0194887, 2.13868, 1.0], [6, -0.562001, -0.112817, 2.00063, 1.0], [7, -0.56788, -0.200463, 1.88302, 1.0], [8, -0.0886915, 0.196957, 2.26312, 1.0], [9, -0.0132487, 0.0158264, 2.15681, 1.0], [10, 0.0341626, -0.11866, 2.00107, 1.0], [11, 0.032617, -0.219482, 1.84848, 1.0], [12, -0.316734, -0.306037, 2.29671, 1.0], [13, -0.364333, -0.672327, 2.43085, 1.0], [14, -0.380416, -1.04062, 2.57453, 1.0], [15, -0.397323, -1.11403, 2.50298, 1.0], [16, -0.162754, -0.313894, 2.29562, 1.0], [17, -0.122418, -0.658607, 2.413, 1.0], [18, -0.113545, -1.04533, 2.56984, 1.0], [19, -0.10607, -1.10758, 2.49749, 1.0], [20, -0.252406, 0.23587, 2.28852, 1.0], [21, -0.557546, -0.227788, 1.86311, 1.0], [22, -0.480048, -0.204027, 1.85254, 1.0], [23, 0.0441005, -0.235963, 1.82493, 1.0], [24, 0.089264, -0.207438, 1.83373, 1.0]]
[[0, -0.243686, -0.314926, 2.33308, 1.0], [1, -0.249261, 0.00287692, 2.31231, 1.0], [2, -0.253057, 0.311865, 2.27728, 1.0], [3, -0.251786, 0.471747, 2.22031, 1.0], [4, -0.425453, 0.213781, 2.27203, 1.0], [5, -0.513432, 0.0132787, 2.13498, 1.0], [6, -0.564846, -0.118319, 1.99543, 1.0], [7, -0.568302, -0.2015, 1.88355, 1.0], [8, -0.0886766, 0.196879, 2.26304, 1.0], [9, -0.0129966, 0.0152515, 2.15612, 1.0], [10, 0.0344136, -0.12053, 2.0002, 1.0], [11, 0.0317067, -0.219938, 1.84956, 1.0], [12, -0.316954, -0.306623, 2.29674, 1.0], [13, -0.364398, -0.672013, 2.43071, 1.0], [14, -0.38045, -1.04044, 2.5744, 1.0], [15, -0.39706, -1.11325, 2.50412, 1.0], [16, -0.162981, -0.312942, 2.2954, 1.0], [17, -0.122431, -0.658253, 2.41273, 1.0], [18, -0.113552, -1.04477, 2.56995, 1.0], [19, -0.10608, -1.10755, 2.4975, 1.0], [20, -0.252412, 0.235882, 2.28849, 1.0], [21, -0.56362, -0.22608, 1.8646, 1.0], [22, -0.480524, -0.204211, 1.85305, 1.0], [23, 0.0427741, -0.23694, 1.82876, 1.0], [24, 0.0873105, -0.207235, 1.833, 1.0]]
[[0, -0.243675, -0.314842, 2.33289, 1.0], [1, -0.24923, 0.00292508, 2.31221, 1.0], [2, -0.253026, 0.311878, 2.27725, 1.0], [3, -0.251758, 0.471762, 2.22013, 1.0], [4, -0.425445, 0.21378, 2.27213, 1.0], [5, -0.51337, 0.0125821, 2.13476, 1.0], [6, -0.565402, -0.118998, 1.99475, 1.0], [7, -0.567829, -0.201771, 1.88342, 1.0], [8, -0.0886277, 0.196768, 2.26306, 1.0], [9, -0.013053, 0.0148304, 2.15607, 1.0], [10, 0.0348324, -0.122772, 1.99816, 1.0], [11, 0.0319976, -0.21999, 1.84834, 1.0], [12, -0.316929, -0.307225, 2.29657, 1.0], [13, -0.364372, -0.671998, 2.43071, 1.0], [14, -0.380147, -1.04011, 2.57441, 1.0], [15, -0.396802, -1.11285, 2.5039, 1.0], [16, -0.162915, -0.311596, 2.2947, 1.0], [17, -0.122479, -0.658356, 2.41279, 1.0], [18, -0.113425, -1.04446, 2.57003, 1.0], [19, -0.106238, -1.10711, 2.49842, 1.0], [20, -0.25238, 0.235902, 2.28845, 1.0], [21, -0.558163, -0.231795, 1.86514, 1.0], [22, -0.480744, -0.204333, 1.85367, 1.0], [23, 0.0430937, -0.236198, 1.82628, 1.0], [24, 0.0873237, -0.207315, 1.83384, 1.0]]
