[[0, 0.03781053, -0.01518386, 1.992399, 1], [1, 0.03946309, 0.2286131, 2.073465, 1], [2, 0.04004328, 0.465017, 2.141539, 1], [3, 0.06805135, 0.6108379, 2.112463, 1], [4, -0.1496139, 0.4062978, 2.137594, 1], [5, -0.2153379, 0.2058084, 2.043566, 1], [6, -0.005631469, 0.1499278, 1.83399, 1], [7, 0.04146602, 0.1989405, 1.799235, 1], [8, 0.2224711, 0.3747358, 2.127574, 1], [9, 0.2760807, 0.1266427, 2.018123, 1], [10, 0.1065743, 0.2170958, 1.851814, 1], [11, 0.05536721, 0.2091614, 1.796601, 1], [12, -0.0354522, -0.01049781, 1.957494, 1], [13, -0.1007666, -0.2974391, 1.689966, 1], [14, -0.07307123, -0.6147866, 1.550897, 1], [15, -0.04236099, -0.6573742, 1.429187, 1], [16, 0.1092245, -0.01976878, 1.961623, 1], [17, 0.1650263, -0.3041157, 1.68968, 1], [18, 0.1043162, -0.6167067, 1.550109, 1], [19, 0.09307124, -0.6580104, 1.42362, 1], [20, 0.03968353, 0.4069925, 2.12635, 1], [21, 0.09192146, 0.2182757, 1.771338, 1], [22, 0.05436463, 0.1481551, 1.808471, 1], [23, 0.02065904, 0.2209434, 1.778845, 1], [24, 0.04676961, 0.2710095, 1.797539, 1]]
[[0, 0.03776712, -0.01533, 1.99228, 1], [1, 0.03946889, 0.2286247, 2.073453, 1], [2, 0.040209, 0.4651666, 2.141738, 1], [3, 0.06796889, 0.6108069, 2.112748, 1], [4, -0.1496409, 0.4062029, 2.137271, 1], [5, -0.2152637, 0.2117727, 2.034497, 1], [6, -0.06050209, 0.2197294, 1.871116, 1], [7, 0.037437, 0.2180607, 1.796344, 1], [8, 0.2224068, 0.3748813, 2.1275, 1], [9, 0.2760583, 0.1266782, 2.017656, 1], [10, 0.1058491, 0.217317, 1.851395, 1], [11, 0.05552041, 0.2125176, 1.791999, 1], [12, -0.03545891, -0.01061038, 1.95738, 1], [13, -0.1007717, -0.2976537, 1.69001, 1], [14, -0.07325998, -0.6147988, 1.550408, 1], [15, -0.04172342, -0.6575811, 1.429084, 1], [16, 0.1091791, -0.01991849, 1.961471, 1], [17, 0.1651554, -0.3057486, 1.689468, 1], [18, 0.103968, -0.6181391, 1.549657, 1], [19, 0.09310567, -0.6580918, 1.422427, 1], [20, 0.03980821, 0.4071014, 2.126475, 1], [21, 0.09331494, 0.2249652, 1.768877, 1], [22, 0.0427836, 0.1631879, 1.784343, 1], [23, 0.01959608, 0.227809, 1.775375, 1], [24, 0.09062611, 0.2242613, 1.754773, 1]]
[[0, 0.03761045, -0.0156643, 1.992227, 1], [1, 0.03941423, 0.2286247, 2.073451, 1], [2, 0.04015755, 0.4653213, 2.141898, 1], [3, 0.06797321, 0.6107978, 2.112755, 1], [4, -0.1496459, 0.4061036, 2.136841, 1], [5, -0.2164937, 0.2150411, 2.033711, 1], [6, -0.02498033, 0.2635499, 1.805543, 1], [7, 0.03560253, 0.2322524, 1.789037, 1], [8, 0.2224344, 0.3750036, 2.127438, 1], [9, 0.2758458, 0.1256742, 2.017306, 1], [10, 0.1056846, 0.2202984, 1.847445, 1], [11, 0.05494887, 0.2197421, 1.786678, 1], [12, -0.0355532, -0.01085426, 1.957398, 1], [13, -0.100779, -0.2971732, 1.690073, 1], [14, -0.0732754, -0.6145523, 1.551038, 1], [15, -0.04215258, -0.6572332, 1.42951, 1], [16, 0.1090129, -0.02029163, 1.961291, 1], [17, 0.1650324, -0.3063004, 1.689367, 1], [18, 0.103833, -0.6186907, 1.549569, 1], [19, 0.09346998, -0.6580805, 1.422006, 1], [20, 0.03976726, 0.4072022, 2.126584, 1], [21, 0.09389262, 0.2342855, 1.763505, 1], [22, 0.0426478, 0.1825338, 1.76227, 1], [23, 0.02040015, 0.2384122, 1.769615, 1], [24, 0.08886755, 0.2349302, 1.750031, 1]]
[[0, 0.03756832, -0.01608929, 1.992148, 1], [1, 0.0393944, 0.2285763, 2.073348, 1], [2, 0.04017737, 0.4653694, 2.141828, 1], [3, 0.06798409, 0.6107968, 2.112747, 1], [4, -0.1495568, 0.4062701, 2.136286, 1], [5, -0.2202721, 0.2251579, 2.017374, 1], [6, -0.01865409, 0.2657949, 1.796605, 1], [7, 0.0353885, 0.2377215, 1.781449, 1], [8, 0.2224933, 0.375097, 2.127094, 1], [9, 0.2759562, 0.126308, 2.01643, 1], [10, 0.08285594, 0.1569852, 1.786243, 1], [11, 0.05472681, 0.2140275, 1.777659, 1], [12, -0.03560708, -0.01113087, 1.957333, 1], [13, -0.1008341, -0.2970302, 1.689993, 1], [14, -0.07448816, -0.6143681, 1.550618, 1], [15, -0.04179521, -0.6570379, 1.4296, 1], [16, 0.1090447, -0.02082256, 1.961162, 1], [17, 0.1647487, -0.3074799, 1.688919, 1], [18, 0.1033864, -0.6195834, 1.548523, 1], [19, 0.09354223, -0.6584915, 1.420685, 1], [20, 0.03978518, 0.4072286, 2.126527, 1], [21, 0.09005005, 0.2396759, 1.756637, 1], [22, 0.03906308, 0.1894028, 1.754547, 1], [23, 0.02212823, 0.2356311, 1.754511, 1], [24, 0.08257341, 0.2414911, 1.745188, 1]]
[[0, 0.03651268, -0.01741762, 1.992157, 1], [1, 0.03903051, 0.2282979, 2.073475, 1], [2, 0.04009427, 0.4653984, 2.1422, 1], [3, 0.06798555, 0.6107813, 2.112756, 1], [4, -0.1494198, 0.4064461, 2.135635, 1], [5, -0.2195257, 0.2253097, 2.016354, 1], [6, -0.02152855, 0.2700782, 1.793081, 1], [7, 0.03735025, 0.2452697, 1.775667, 1], [8, 0.2224309, 0.3754671, 2.12656, 1], [9, 0.2828267, 0.1501695, 2.014199, 1], [10, 0.1078961, 0.2471666, 1.796498, 1], [11, 0.05792066, 0.2360658, 1.772491, 1], [12, -0.03663662, -0.0121323, 1.957399, 1], [13, -0.1008382, -0.2969008, 1.690084, 1], [14, -0.07450321, -0.6145377, 1.551444, 1], [15, -0.04169187, -0.656566, 1.430083, 1], [16, 0.1081248, -0.02235438, 1.961044, 1], [17, 0.1644783, -0.3082401, 1.688742, 1], [18, 0.1032493, -0.6203064, 1.548206, 1], [19, 0.09317181, -0.6584328, 1.419999, 1], [20, 0.03967191, 0.4071998, 2.126822, 1], [21, 0.08882567, 0.2517793, 1.750334, 1], [22, 0.04656942, 0.1958883, 1.755344, 1], [23, 0.02267552, 0.2468874, 1.757744, 1], [24, 0.04699127, 0.2930901, 1.7698, 1]]
[[0, 0.03594841, -0.01896009, 1.992021, 1], [1, 0.03889647, 0.2280782, 2.07339, 1], [2, 0.04012259, 0.4654866, 2.142198, 1], [3, 0.06799604, 0.610743, 2.112702, 1], [4, -0.1489101, 0.406517, 2.133658, 1], [5, -0.2198414, 0.2310634, 2.00594, 1], [6, -0.02085291, 0.2757444, 1.783543, 1], [7, 0.0393757, 0.2510801, 1.766215, 1], [8, 0.2224975, 0.3757262, 2.125526, 1], [9, 0.2812325, 0.1430417, 2.010709, 1], [10, 0.1071574, 0.2461357, 1.7952, 1], [11, 0.05655057, 0.2434185, 1.764745, 1], [12, -0.03710576, -0.01366443, 1.957537, 1], [13, -0.1008585, -0.2970308, 1.689936, 1], [14, -0.07458858, -0.6140977, 1.54988, 1], [15, -0.04130079, -0.6573168, 1.4294, 1], [16, 0.1075362, -0.02382485, 1.960582, 1], [17, 0.1642473, -0.3085042, 1.688549, 1], [18, 0.1032599, -0.6205461, 1.547847, 1], [19, 0.09308106, -0.6586023, 1.419618, 1], [20, 0.03967625, 0.4072163, 2.12682, 1], [21, 0.09273481, 0.2628745, 1.742554, 1], [22, 0.04864067, 0.2018867, 1.748429, 1], [23, 0.01895095, 0.2516203, 1.750886, 1], [24, 0.04552238, 0.3007774, 1.761158, 1]]
[[0, 0.03353249, -0.03297248, 2.011702, 1], [1, 0.03557323, 0.2252211, 2.077307, 1], [2, 0.03576519, 0.4666198, 2.141007, 1], [3, 0.06799509, 0.6107898, 2.112717, 1], [4, -0.148649, 0.4073105, 2.132936, 1], [5, -0.2242126, 0.248677, 1.985927, 1], [6, -0.01363027, 0.2812087, 1.772406, 1], [7, 0.03851455, 0.2590182, 1.761531, 1], [8, 0.2225258, 0.3764573, 2.1248, 1], [9, 0.285618, 0.1558167, 2.010496, 1], [10, 0.105583, 0.2491495, 1.791198, 1], [11, 0.05573759, 0.2535578, 1.760504, 1], [12, -0.04199849, -0.02951873, 1.981798, 1], [13, -0.100913, -0.2970435, 1.690206, 1], [14, -0.07461551, -0.6139234, 1.549702, 1], [15, -0.04086811, -0.657491, 1.429596, 1], [16, 0.1074304, -0.03551891, 1.976001, 1], [17, 0.1642414, -0.3085153, 1.688548, 1], [18, 0.1030806, -0.6204965, 1.547781, 1], [19, 0.09276713, -0.6585956, 1.419585, 1], [20, 0.03631866, 0.4074292, 2.126852, 1], [21, 0.08573774, 0.2647889, 1.735329, 1], [22, 0.0456371, 0.2062049, 1.746704, 1], [23, 0.02269174, 0.2678497, 1.74899, 1], [24, 0.08473377, 0.2796399, 1.730436, 1]]
[[0, 0.03662824, -0.003182023, 1.977147, 1], [1, 0.03617489, 0.2311403, 2.071639, 1], [2, 0.03593502, 0.4673165, 2.140909, 1], [3, 0.06798774, 0.6107969, 2.112725, 1], [4, -0.1476062, 0.4118117, 2.133433, 1], [5, -0.2235878, 0.2526155, 1.987288, 1], [6, -0.02056244, 0.2845984, 1.76633, 1], [7, 0.03763139, 0.2667067, 1.755339, 1], [8, 0.2273302, 0.3803876, 2.113085, 1], [9, 0.2915771, 0.1790119, 1.997421, 1], [10, 0.1573859, 0.2557737, 1.833802, 1], [11, 0.06211397, 0.2627187, 1.753489, 1], [12, -0.0432252, 0.001611127, 1.93951, 1], [13, -0.110762, -0.1999397, 1.693832, 1], [14, -0.08124414, -0.5920895, 1.570212, 1], [15, -0.06718497, -0.6517577, 1.440068, 1], [16, 0.1146119, -0.008197768, 1.948378, 1], [17, 0.1683923, -0.2106344, 1.696693, 1], [18, 0.1121584, -0.5879532, 1.569951, 1], [19, 0.09825899, -0.6427406, 1.450987, 1], [20, 0.03647283, 0.408852, 2.126163, 1], [21, 0.07561947, 0.2641404, 1.725969, 1], [22, 0.04233567, 0.213597, 1.7438, 1], [23, 0.02125661, 0.2772955, 1.734595, 1], [24, 0.07066181, 0.3046796, 1.732417, 1]]
[[0, 0.03638896, -0.01103995, 1.982369, 1], [1, 0.03559027, 0.2309969, 2.071381, 1], [2, 0.03370359, 0.468387, 2.140313, 1], [3, 0.06803657, 0.6108674, 2.112745, 1], [4, -0.1468052, 0.4128743, 2.132168, 1], [5, -0.2277693, 0.2593558, 1.9825, 1], [6, -0.02137671, 0.2915874, 1.764785, 1], [7, 0.03771607, 0.2771805, 1.749937, 1], [8, 0.2263907, 0.3816557, 2.114355, 1], [9, 0.2917581, 0.1792216, 1.997065, 1], [10, 0.1571549, 0.264814, 1.838495, 1], [11, 0.06091401, 0.2749646, 1.748253, 1], [12, -0.04143171, -0.007975622, 1.948056, 1], [13, -0.1007209, -0.3052301, 1.688656, 1], [14, -0.07847147, -0.622986, 1.549687, 1], [15, -0.04778379, -0.6597599, 1.424865, 1], [16, 0.1131326, -0.01442053, 1.95125, 1], [17, 0.1616162, -0.3102131, 1.68852, 1], [18, 0.1043439, -0.6244109, 1.551428, 1], [19, 0.09582102, -0.6558418, 1.420015, 1], [20, 0.03457133, 0.4096497, 2.12552, 1], [21, 0.07456817, 0.275398, 1.726808, 1], [22, 0.04793895, 0.2271073, 1.737357, 1], [23, 0.02609149, 0.2886501, 1.726869, 1], [24, 0.04779429, 0.3309757, 1.740546, 1]]
[[0, 0.03671367, -0.01484561, 1.983784, 1], [1, 0.03521311, 0.2308831, 2.071025, 1], [2, 0.03218573, 0.4697653, 2.139684, 1], [3, 0.06803998, 0.6108778, 2.112737, 1], [4, -0.1411892, 0.4193358, 2.107636, 1], [5, -0.2300442, 0.256335, 1.974406, 1], [6, -0.02192594, 0.2945167, 1.759374, 1], [7, 0.03417096, 0.2882825, 1.746736, 1], [8, 0.2256033, 0.38345, 2.115416, 1], [9, 0.2909333, 0.179763, 1.99439, 1], [10, 0.1570334, 0.2711663, 1.83865, 1], [11, 0.0623812, 0.2859321, 1.743275, 1], [12, -0.04061606, -0.0110984, 1.949434, 1], [13, -0.1011255, -0.2997451, 1.691018, 1], [14, -0.07670417, -0.6169699, 1.551051, 1], [15, -0.04544158, -0.6583285, 1.428813, 1], [16, 0.1128524, -0.01848377, 1.952439, 1], [17, 0.161671, -0.3101534, 1.688521, 1], [18, 0.1035264, -0.6236082, 1.549983, 1], [19, 0.0960867, -0.6568168, 1.419282, 1], [20, 0.03330754, 0.4106354, 2.124857, 1], [21, 0.07303325, 0.2871505, 1.712827, 1], [22, 0.04842703, 0.2393374, 1.733029, 1], [23, 0.02833534, 0.3007289, 1.720861, 1], [24, 0.03832755, 0.3430128, 1.740818, 1]]
[[0, 0.03199906, -0.03534132, 2.012991, 1], [1, 0.033138, 0.2285784, 2.07408, 1], [2, 0.03060691, 0.4710937, 2.138277, 1], [3, 0.06796775, 0.6111141, 2.112767, 1], [4, -0.1423492, 0.4222946, 2.117816, 1], [5, -0.2249771, 0.2703965, 1.967298, 1], [6, -0.02269952, 0.3078955, 1.749274, 1], [7, 0.03516246, 0.2991365, 1.739841, 1], [8, 0.2240296, 0.3873019, 2.117849, 1], [9, 0.3043241, 0.2062466, 1.974903, 1], [10, 0.1276471, 0.2760438, 1.806203, 1], [11, 0.06313863, 0.2956752, 1.736933, 1], [12, -0.04710291, -0.03017589, 1.980165, 1], [13, -0.1010428, -0.2977095, 1.691542, 1], [14, -0.07732023, -0.6155666, 1.552977, 1], [15, -0.04479103, -0.6568915, 1.4311, 1], [16, 0.1100287, -0.0391764, 1.979519, 1], [17, 0.1617976, -0.309603, 1.688626, 1], [18, 0.1031743, -0.6224818, 1.548893, 1], [19, 0.0960276, -0.6575422, 1.419017, 1], [20, 0.03207217, 0.4111571, 2.124449, 1], [21, 0.07395732, 0.2982401, 1.707799, 1], [22, 0.05047399, 0.2508825, 1.724419, 1], [23, 0.02384356, 0.3035258, 1.71932, 1], [24, 0.07478261, 0.33558, 1.713854, 1]]
