[[0, -0.0006136372, -0.2868604, 2.920588, 1], [1, 0.0005849499, -0.001311529, 2.942303, 1], [2, 0.0003673529, 0.2778609, 2.948792, 1], [3, -0.004404801, 0.4057345, 2.921026, 1], [4, -0.1703744, 0.1842197, 2.944013, 1], [5, -0.2222651, -0.0467988, 2.944284, 1], [6, -0.1685728, -0.188712, 2.776833, 1], [7, -0.09385794, -0.1704774, 2.697411, 1], [8, 0.1673133, 0.1924042, 2.95957, 1], [9, 0.2361048, -0.04830598, 2.976875, 1], [10, 0.2866061, -0.2584463, 2.940967, 1], [11, 0.2878857, -0.3209538, 2.908709, 1], [12, -0.08747466, -0.2843794, 2.879602, 1], [13, -0.1270542, -0.2647947, 2.554847, 1], [14, -0.1200201, -0.6180246, 2.646017, 1], [15, -0.1133749, -0.6691259, 2.508132, 1], [16, 0.0863151, -0.2823606, 2.888382, 1], [17, 0.1887645, -0.2652601, 2.57926, 1], [18, 0.1404459, -0.6154237, 2.67029, 1], [19, 0.1436429, -0.6666312, 2.532393, 1], [20, 0.0005376052, 0.208935, 2.949595, 1], [21, -0.05790347, -0.2205643, 2.640517, 1], [22, -0.1408488, -0.1659961, 2.664765, 1], [23, 0.3013146, -0.3889861, 2.890041, 1], [24, 0.2879899, -0.3389327, 2.8955, 1]]
[[0, -0.0006174393, -0.2868841, 2.920618, 1], [1, 0.0005739828, -0.001302533, 2.942291, 1], [2, 0.0003795968, 0.2779067, 2.948785, 1], [3, -0.004927352, 0.4057854, 2.92089, 1], [4, -0.1708864, 0.1844278, 2.943642, 1], [5, -0.2222697, -0.04655673, 2.944429, 1], [6, -0.1691954, -0.1897373, 2.77792, 1], [7, -0.09546363, -0.169494, 2.697325, 1], [8, 0.1672667, 0.1924682, 2.959357, 1], [9, 0.2385281, -0.05373996, 2.97844, 1], [10, 0.289791, -0.2629944, 2.93721, 1], [11, 0.3034685, -0.3474296, 2.909486, 1], [12, -0.08750496, -0.2844563, 2.879667, 1], [13, -0.1271936, -0.2645544, 2.554945, 1], [14, -0.1192811, -0.6175103, 2.646966, 1], [15, -0.1125916, -0.66862, 2.509079, 1], [16, 0.08631785, -0.2823584, 2.888382, 1], [17, 0.1887617, -0.2652119, 2.579261, 1], [18, 0.1384482, -0.6153062, 2.669622, 1], [19, 0.1417256, -0.6665122, 2.531725, 1], [20, 0.0005387358, 0.2089677, 2.949585, 1], [21, -0.05608986, -0.2187453, 2.640427, 1], [22, -0.1403438, -0.1662563, 2.664526, 1], [23, 0.3165227, -0.4139233, 2.90627, 1], [24, 0.3081468, -0.4176201, 2.913667, 1]]
[[0, -0.0005845074, -0.2868136, 2.920685, 1], [1, 0.0001288385, -0.001018232, 2.942038, 1], [2, -0.001010151, 0.2785381, 2.948026, 1], [3, -0.005784588, 0.4062798, 2.92058, 1], [4, -0.1715622, 0.1847109, 2.94328, 1], [5, -0.2231242, -0.04754844, 2.944721, 1], [6, -0.1692407, -0.1900485, 2.77787, 1], [7, -0.09747771, -0.1696719, 2.698497, 1], [8, 0.1664015, 0.193175, 2.958107, 1], [9, 0.2460318, -0.05351816, 2.983881, 1], [10, 0.3231077, -0.2560472, 2.937968, 1], [11, 0.3431631, -0.3437395, 2.920627, 1], [12, -0.08748194, -0.284443, 2.879738, 1], [13, -0.127187, -0.2648713, 2.555, 1], [14, -0.1189073, -0.6175627, 2.647851, 1], [15, -0.1125401, -0.6686655, 2.509941, 1], [16, 0.08636907, -0.2821674, 2.888412, 1], [17, 0.1886322, -0.2648304, 2.579233, 1], [18, 0.1421115, -0.6154379, 2.669588, 1], [19, 0.1450239, -0.666634, 2.531671, 1], [20, -0.0006005519, 0.2095135, 2.948965, 1], [21, -0.05659506, -0.2122604, 2.644152, 1], [22, -0.1406554, -0.165658, 2.665152, 1], [23, 0.3672188, -0.4082203, 2.922667, 1], [24, 0.3587993, -0.3977893, 2.9352, 1]]
[[0, -0.0005211172, -0.2866716, 2.920774, 1], [1, 2.139814e-05, -0.0007148942, 2.941863, 1], [2, -0.001205608, 0.2790267, 2.947642, 1], [3, -0.006741934, 0.4071413, 2.921247, 1], [4, -0.1722343, 0.1845609, 2.943216, 1], [5, -0.2232477, -0.04865301, 2.944355, 1], [6, -0.1689298, -0.1906094, 2.777165, 1], [7, -0.09561703, -0.1705086, 2.696988, 1], [8, 0.1663812, 0.1939649, 2.958391, 1], [9, 0.2529979, -0.05544636, 2.988472, 1], [10, 0.3358266, -0.2590525, 2.940889, 1], [11, 0.3716835, -0.347246, 2.929899, 1], [12, -0.08744202, -0.2844199, 2.879806, 1], [13, -0.1266973, -0.2652178, 2.554986, 1], [14, -0.1211749, -0.6182451, 2.646888, 1], [15, -0.1147201, -0.6693298, 2.508979, 1], [16, 0.08646646, -0.2817706, 2.888472, 1], [17, 0.1886662, -0.2645373, 2.579264, 1], [18, 0.1423312, -0.6152042, 2.669508, 1], [19, 0.1452976, -0.6663959, 2.531587, 1], [20, -0.0007881765, 0.2099621, 2.948631, 1], [21, -0.05780652, -0.2161783, 2.641052, 1], [22, -0.1386013, -0.165592, 2.659598, 1], [23, 0.3943659, -0.4175135, 2.940015, 1], [24, 0.3791595, -0.4182621, 2.9452, 1]]
[[0, -0.0004609941, -0.2865445, 2.920863, 1], [1, -0.0001978225, -0.0002669739, 2.941676, 1], [2, -0.001735502, 0.2799364, 2.947191, 1], [3, -0.007798739, 0.4071543, 2.921445, 1], [4, -0.1727462, 0.1846194, 2.942685, 1], [5, -0.2235768, -0.04640124, 2.944338, 1], [6, -0.1691837, -0.1899366, 2.778604, 1], [7, -0.09612845, -0.1697238, 2.695905, 1], [8, 0.1662912, 0.1942983, 2.957986, 1], [9, 0.2665975, -0.05688198, 2.99192, 1], [10, 0.3775089, -0.26185, 2.945147, 1], [11, 0.4054932, -0.3436754, 2.936146, 1], [12, -0.08743131, -0.2843943, 2.879844, 1], [13, -0.1263861, -0.2652815, 2.554979, 1], [14, -0.1214016, -0.6185893, 2.64598, 1], [15, -0.1149192, -0.6696587, 2.508067, 1], [16, 0.08660518, -0.2814669, 2.888574, 1], [17, 0.1887007, -0.2648393, 2.579298, 1], [18, 0.1422459, -0.6154257, 2.66975, 1], [19, 0.1452377, -0.666607, 2.531825, 1], [20, -0.001250055, 0.2107555, 2.948246, 1], [21, -0.05758897, -0.2181401, 2.640089, 1], [22, -0.140199, -0.1628159, 2.666687, 1], [23, 0.4281828, -0.4180512, 2.955797, 1], [24, 0.4163841, -0.3758222, 2.95, 1]]
[[0, -0.0002969148, -0.2862331, 2.92102, 1], [1, -0.0004159333, 0.0001061246, 2.94163, 1], [2, -0.002312475, 0.2804101, 2.947118, 1], [3, -0.009231272, 0.4076872, 2.922394, 1], [4, -0.1735964, 0.1840102, 2.942408, 1], [5, -0.2239441, -0.04673537, 2.944779, 1], [6, -0.1684015, -0.1904517, 2.779614, 1], [7, -0.1013338, -0.1708533, 2.692193, 1], [8, 0.16621, 0.1948261, 2.958024, 1], [9, 0.2781263, -0.04646208, 2.992542, 1], [10, 0.3989286, -0.2547531, 2.950716, 1], [11, 0.4386371, -0.3219195, 2.940672, 1], [12, -0.08730639, -0.2842897, 2.879801, 1], [13, -0.1265309, -0.265373, 2.554961, 1], [14, -0.1227893, -0.6184865, 2.646641, 1], [15, -0.1162556, -0.6695566, 2.508728, 1], [16, 0.08680025, -0.2807668, 2.889074, 1], [17, 0.1881039, -0.2665435, 2.5794, 1], [18, 0.1438955, -0.617503, 2.669511, 1], [19, 0.1468991, -0.6686552, 2.531592, 1], [20, -0.001740759, 0.2112115, 2.948175, 1], [21, -0.06230764, -0.2173567, 2.6336, 1], [22, -0.146813, -0.1687196, 2.654857, 1], [23, 0.4719244, -0.3928091, 2.957617, 1], [24, 0.4520374, -0.3616048, 2.962857, 1]]
[[0, -0.0001633254, -0.2860679, 2.921165, 1], [1, -0.0006848113, 0.0002847053, 2.94153, 1], [2, -0.003250367, 0.2806146, 2.946766, 1], [3, -0.01031952, 0.4081746, 2.92289, 1], [4, -0.1738689, 0.1841439, 2.942068, 1], [5, -0.2242471, -0.0443115, 2.945544, 1], [6, -0.1688292, -0.1898178, 2.782003, 1], [7, -0.1027624, -0.1693709, 2.697324, 1], [8, 0.1661426, 0.1967812, 2.958477, 1], [9, 0.3069472, -0.03413799, 2.988279, 1], [10, 0.440278, -0.2295836, 2.955196, 1], [11, 0.4739662, -0.2978114, 2.945462, 1], [12, -0.08714857, -0.2842176, 2.879778, 1], [13, -0.1262804, -0.2655124, 2.554913, 1], [14, -0.1251468, -0.6187546, 2.646206, 1], [15, -0.1184165, -0.6698134, 2.508298, 1], [16, 0.08689352, -0.2804474, 2.889452, 1], [17, 0.1879237, -0.2667855, 2.579656, 1], [18, 0.1464636, -0.6171446, 2.672783, 1], [19, 0.1496007, -0.6683041, 2.534865, 1], [20, -0.002495322, 0.2114225, 2.947893, 1], [21, -0.06183477, -0.2147668, 2.638435, 1], [22, -0.1475563, -0.1664095, 2.664047, 1], [23, 0.5101184, -0.3655522, 2.954271, 1], [24, 0.4924941, -0.3314869, 2.959834, 1]]
[[0, -4.127391e-05, -0.2859324, 2.921283, 1], [1, -0.0008809954, 0.0004245253, 2.941447, 1], [2, -0.003855614, 0.2807565, 2.946523, 1], [3, -0.0113443, 0.4082014, 2.923129, 1], [4, -0.1741026, 0.1842871, 2.941971, 1], [5, -0.2243285, -0.04417075, 2.945583, 1], [6, -0.1686417, -0.1891877, 2.781677, 1], [7, -0.1060267, -0.1661201, 2.697474, 1], [8, 0.1657327, 0.1988169, 2.958849, 1], [9, 0.3249059, -0.02136174, 2.986225, 1], [10, 0.470433, -0.2137269, 2.955236, 1], [11, 0.512991, -0.2691659, 2.947683, 1], [12, -0.08701413, -0.2841694, 2.879685, 1], [13, -0.1264095, -0.2655337, 2.554853, 1], [14, -0.1246842, -0.619306, 2.64438, 1], [15, -0.1179008, -0.6703482, 2.506473, 1], [16, 0.08703696, -0.2801127, 2.889935, 1], [17, 0.187761, -0.2667911, 2.580016, 1], [18, 0.1463508, -0.6172733, 2.672764, 1], [19, 0.1495477, -0.6684269, 2.534845, 1], [20, -0.002998616, 0.211573, 2.94769, 1], [21, -0.06145084, -0.212768, 2.63863, 1], [22, -0.1429213, -0.1669019, 2.661597, 1], [23, 0.5560812, -0.3316519, 2.960254, 1], [24, 0.5190654, -0.2892136, 2.957923, 1]]
[[0, 0.0003241034, -0.2854229, 2.921478, 1], [1, -0.001418697, 0.0009350281, 2.941434, 1], [2, -0.005875099, 0.2814383, 2.946536, 1], [3, -0.01237977, 0.4083484, 2.924001, 1], [4, -0.1747481, 0.1841302, 2.941833, 1], [5, -0.2246795, -0.04403787, 2.945639, 1], [6, -0.1669236, -0.1864551, 2.780069, 1], [7, -0.1042424, -0.1684984, 2.694976, 1], [8, 0.1651552, 0.2022967, 2.960319, 1], [9, 0.3426712, -0.009198423, 2.986797, 1], [10, 0.5232237, -0.1923327, 2.947379, 1], [11, 0.5538988, -0.2371772, 2.949312, 1], [12, -0.08663718, -0.2838979, 2.879542, 1], [13, -0.1262178, -0.2647155, 2.554763, 1], [14, -0.1254549, -0.6183879, 2.644646, 1], [15, -0.1183225, -0.6694385, 2.506751, 1], [16, 0.08739219, -0.2792642, 2.890518, 1], [17, 0.1876512, -0.2670208, 2.580393, 1], [18, 0.1475443, -0.6179015, 2.672316, 1], [19, 0.1510639, -0.6690422, 2.534415, 1], [20, -0.004587449, 0.212226, 2.947685, 1], [21, -0.06292338, -0.2125832, 2.633769, 1], [22, -0.1468299, -0.1692645, 2.659005, 1], [23, 0.6003256, -0.2942578, 2.964734, 1], [24, 0.5612981, -0.2502128, 2.953625, 1]]
[[0, 0.0008254227, -0.2842844, 2.921686, 1], [1, -0.001637964, 0.001729568, 2.941532, 1], [2, -0.006334891, 0.2819693, 2.946778, 1], [3, -0.01330739, 0.4084723, 2.924351, 1], [4, -0.1752796, 0.1839805, 2.941494, 1], [5, -0.224672, -0.04407767, 2.945656, 1], [6, -0.1669429, -0.1864242, 2.780015, 1], [7, -0.1013455, -0.1684271, 2.693798, 1], [8, 0.1657396, 0.2073017, 2.961556, 1], [9, 0.3731421, 0.04775477, 2.98316, 1], [10, 0.5571678, -0.08072042, 2.959093, 1], [11, 0.619992, -0.1420846, 2.94733, 1], [12, -0.08586657, -0.2827451, 2.878435, 1], [13, -0.1259774, -0.2651474, 2.553645, 1], [14, -0.1250374, -0.6193805, 2.641627, 1], [15, -0.1176819, -0.67041, 2.503749, 1], [16, 0.08785212, -0.2775567, 2.892174, 1], [17, 0.186977, -0.2673636, 2.581581, 1], [18, 0.1558745, -0.6188102, 2.674507, 1], [19, 0.1595136, -0.6699475, 2.536624, 1], [20, -0.005009656, 0.2128136, 2.947886, 1], [21, -0.06630218, -0.2145892, 2.629699, 1], [22, -0.1434083, -0.1667388, 2.661794, 1], [23, 0.681613, -0.1928554, 2.974865, 1], [24, 0.6234844, -0.1531692, 2.9585, 1]]
[[0, 0.001222952, -0.2837526, 2.921842, 1], [1, -0.001896716, 0.002068542, 2.941605, 1], [2, -0.007272661, 0.2822319, 2.947025, 1], [3, -0.01428909, 0.4085481, 2.924971, 1], [4, -0.1761165, 0.1833658, 2.9411, 1], [5, -0.2247192, -0.043298, 2.945482, 1], [6, -0.1671792, -0.1862303, 2.780306, 1], [7, -0.0994618, -0.1689302, 2.693544, 1], [8, 0.1680436, 0.2095951, 2.964681, 1], [9, 0.373134, 0.1058243, 2.987049, 1], [10, 0.5950602, 0.0217795, 2.95709, 1], [11, 0.6629967, -0.02331036, 2.942984, 1], [12, -0.08527648, -0.2822811, 2.877856, 1], [13, -0.1263494, -0.2651455, 2.553177, 1], [14, -0.1252227, -0.6195735, 2.640494, 1], [15, -0.116913, -0.6705897, 2.502671, 1], [16, 0.0881848, -0.276834, 2.893067, 1], [17, 0.1867315, -0.2677761, 2.582242, 1], [18, 0.1640173, -0.619956, 2.67476, 1], [19, 0.1685011, -0.6710736, 2.53694, 1], [20, -0.005760063, 0.2131088, 2.948076, 1], [21, -0.06569544, -0.2134684, 2.631791, 1], [22, -0.1453532, -0.1651903, 2.66538, 1], [23, 0.7485451, -0.06435895, 2.948147, 1], [24, 0.6435084, -0.03001507, 2.9517, 1]]
