[[0, -0.2331063, -0.1234698, 3.161375, 1], [1, -0.2140377, 0.1178661, 3.146672, 1], [2, -0.1941178, 0.3535956, 3.120742, 1], [3, -0.1883715, 0.4822449, 3.111677, 1], [4, -0.3388391, 0.2525916, 3.086295, 1], [5, -0.3776254, 0.03683291, 3.072722, 1], [6, -0.3025875, -0.1269414, 2.974092, 1], [7, -0.2658504, -0.1263073, 2.948832, 1], [8, -0.02461256, 0.2653912, 3.137885, 1], [9, 0.02314573, 0.04554939, 3.146779, 1], [10, -0.05452601, -0.09969447, 3.004741, 1], [11, -0.06340813, -0.1587206, 2.962304, 1], [12, -0.2977791, -0.1154846, 3.12029, 1], [13, -0.2595029, -0.2610393, 2.810971, 1], [14, -0.2502622, -0.608485, 2.816223, 1], [15, -0.2476486, -0.665365, 2.735942, 1], [16, -0.1635715, -0.1286374, 3.133642, 1], [17, 0.00664909, -0.2581966, 2.859144, 1], [18, -0.01040519, -0.5997524, 2.88546, 1], [19, 0.002199074, -0.6574095, 2.807109, 1], [20, -0.1993807, 0.2955294, 3.129396, 1], [21, -0.2221434, -0.1641777, 2.910557, 1], [22, -0.3065605, -0.143468, 2.9208, 1], [23, -0.06892979, -0.2193253, 2.909407, 1], [24, -0.09941248, -0.1480116, 2.944511, 1]]
[[0, -0.2325115, -0.1231278, 3.162487, 1], [1, -0.2136704, 0.1181204, 3.147191, 1], [2, -0.1939549, 0.3537893, 3.120851, 1], [3, -0.1878279, 0.4821641, 3.11195, 1], [4, -0.3383728, 0.2526945, 3.087363, 1], [5, -0.3772239, 0.03667494, 3.073144, 1], [6, -0.3013474, -0.1266824, 2.97445, 1], [7, -0.2653736, -0.1228314, 2.950924, 1], [8, -0.02444463, 0.2654388, 3.138739, 1], [9, 0.02317668, 0.04548239, 3.146902, 1], [10, -0.05494845, -0.1004394, 3.004753, 1], [11, -0.06332002, -0.1581174, 2.960462, 1], [12, -0.2971712, -0.1151816, 3.121336, 1], [13, -0.2593303, -0.2611019, 2.811056, 1], [14, -0.2505178, -0.6087546, 2.817479, 1], [15, -0.2507122, -0.6629112, 2.729122, 1], [16, -0.1629854, -0.1282934, 3.134722, 1], [17, 0.00871125, -0.2578549, 2.858794, 1], [18, -0.01036265, -0.5997144, 2.885434, 1], [19, 0.001171836, -0.6568117, 2.808519, 1], [20, -0.1991624, 0.2957279, 3.129585, 1], [21, -0.2242287, -0.1585327, 2.912085, 1], [22, -0.3025909, -0.1419192, 2.920232, 1], [23, -0.06681415, -0.2179742, 2.904658, 1], [24, -0.1013636, -0.1494549, 2.938871, 1]]
[[0, -0.232305, -0.1228044, 3.163047, 1], [1, -0.2135715, 0.11831, 3.147626, 1], [2, -0.1939685, 0.3538933, 3.121092, 1], [3, -0.1871984, 0.4829812, 3.113809, 1], [4, -0.3374761, 0.2524313, 3.088829, 1], [5, -0.375934, 0.03664383, 3.074107, 1], [6, -0.3008606, -0.1269863, 2.975248, 1], [7, -0.2665118, -0.1240194, 2.950161, 1], [8, -0.02373317, 0.2660222, 3.14073, 1], [9, 0.0235301, 0.04564556, 3.147106, 1], [10, -0.05573654, -0.1008276, 3.003347, 1], [11, -0.06397937, -0.156231, 2.965636, 1], [12, -0.2968919, -0.1148122, 3.122044, 1], [13, -0.2592887, -0.2609899, 2.811287, 1], [14, -0.2574506, -0.6075295, 2.812964, 1], [15, -0.2573294, -0.6620706, 2.727448, 1], [16, -0.1628302, -0.1280403, 3.135105, 1], [17, 0.01057537, -0.2573437, 2.8593, 1], [18, -0.01003577, -0.599143, 2.885352, 1], [19, 0.001724955, -0.6566613, 2.809369, 1], [20, -0.1991398, 0.2958412, 3.129873, 1], [21, -0.2208502, -0.1612504, 2.914402, 1], [22, -0.2986115, -0.1456324, 2.918655, 1], [23, -0.07072081, -0.2178351, 2.902824, 1], [24, -0.1008368, -0.1460254, 2.948148, 1]]
[[0, -0.2325356, -0.1224956, 3.163569, 1], [1, -0.2135805, 0.1186841, 3.14869, 1], [2, -0.193696, 0.3543753, 3.122776, 1], [3, -0.1867045, 0.4827503, 3.114501, 1], [4, -0.3369786, 0.25248, 3.08976, 1], [5, -0.3749047, 0.03688907, 3.074476, 1], [6, -0.3002657, -0.1270707, 2.975865, 1], [7, -0.2624422, -0.1227533, 2.950933, 1], [8, -0.02357535, 0.2659577, 3.143352, 1], [9, 0.0243712, 0.04943646, 3.151911, 1], [10, -0.05583636, -0.1003576, 3.003096, 1], [11, -0.0627754, -0.1496658, 2.965715, 1], [12, -0.2970793, -0.1144524, 3.122455, 1], [13, -0.2614082, -0.2652676, 2.811592, 1], [14, -0.330325, -0.6132136, 2.775026, 1], [15, -0.3554688, -0.6679688, 2.675781, 1], [16, -0.1630735, -0.1278128, 3.135701, 1], [17, 0.01292149, -0.2558649, 2.859782, 1], [18, -0.009051003, -0.5991447, 2.886642, 1], [19, 0.002093375, -0.6567459, 2.810421, 1], [20, -0.1989165, 0.296278, 3.131403, 1], [21, -0.2195034, -0.1549479, 2.914643, 1], [22, -0.2955059, -0.1451055, 2.9123, 1], [23, -0.06916386, -0.2123896, 2.91608, 1], [24, -0.1003931, -0.1333011, 2.944929, 1]]
[[0, -0.232494, -0.1224812, 3.163563, 1], [1, -0.2132984, 0.1186634, 3.149064, 1], [2, -0.1930518, 0.3542676, 3.123975, 1], [3, -0.1851078, 0.4821211, 3.116404, 1], [4, -0.3355488, 0.2526498, 3.090787, 1], [5, -0.3749753, 0.03727346, 3.075277, 1], [6, -0.3000552, -0.1264866, 2.976529, 1], [7, -0.2642816, -0.1220513, 2.952838, 1], [8, -0.02178259, 0.2651809, 3.147009, 1], [9, 0.02418699, 0.04917353, 3.152921, 1], [10, -0.0556266, -0.1004806, 3.003432, 1], [11, -0.06132328, -0.1492531, 2.970927, 1], [12, -0.2969925, -0.1144043, 3.122412, 1], [13, -0.2652175, -0.2661587, 2.811783, 1], [14, -0.3423449, -0.6109008, 2.762277, 1], [15, -0.3723871, -0.6598197, 2.657573, 1], [16, -0.1630495, -0.1278155, 3.135707, 1], [17, 0.01486144, -0.2544331, 2.860125, 1], [18, -0.008620974, -0.5987202, 2.886162, 1], [19, 0.0016329, -0.6561244, 2.810189, 1], [20, -0.1983436, 0.2961829, 3.132375, 1], [21, -0.2233163, -0.1588926, 2.916337, 1], [22, -0.3002999, -0.1429998, 2.916107, 1], [23, -0.06587005, -0.2112038, 2.912517, 1], [24, -0.101331, -0.1453297, 2.945453, 1]]
[[0, -0.2324819, -0.122476, 3.163584, 1], [1, -0.2130919, 0.1185975, 3.149315, 1], [2, -0.1926007, 0.3540891, 3.124454, 1], [3, -0.1842819, 0.4822709, 3.116757, 1], [4, -0.3348886, 0.2527841, 3.091091, 1], [5, -0.3747674, 0.03746983, 3.075228, 1], [6, -0.3035152, -0.1303635, 2.981241, 1], [7, -0.2644012, -0.124025, 2.952929, 1], [8, -0.02137923, 0.2651918, 3.148698, 1], [9, 0.02434198, 0.04859467, 3.153416, 1], [10, -0.05582343, -0.1004399, 3.003248, 1], [11, -0.06210933, -0.1486456, 2.968198, 1], [12, -0.296954, -0.1143856, 3.12239, 1], [13, -0.271742, -0.2671729, 2.811957, 1], [14, -0.3576094, -0.6131593, 2.745962, 1], [15, -0.3873184, -0.6612857, 2.64067, 1], [16, -0.1630508, -0.1278249, 3.135824, 1], [17, 0.01588229, -0.2533433, 2.86, 1], [18, -0.00764836, -0.5998286, 2.884069, 1], [19, 0.001766563, -0.6563337, 2.808402, 1], [20, -0.1979363, 0.2960241, 3.132811, 1], [21, -0.2217454, -0.1612944, 2.922692, 1], [22, -0.3021443, -0.141761, 2.921352, 1], [23, -0.06296247, -0.2104427, 2.909827, 1], [24, -0.09902207, -0.1326859, 2.949176, 1]]
[[0, -0.2324512, -0.1224336, 3.163934, 1], [1, -0.2129737, 0.1185844, 3.14992, 1], [2, -0.1924783, 0.3540472, 3.125091, 1], [3, -0.1838843, 0.4822032, 3.11709, 1], [4, -0.3343777, 0.2526772, 3.091326, 1], [5, -0.3743584, 0.03766679, 3.074967, 1], [6, -0.3047028, -0.1317259, 2.982814, 1], [7, -0.2660137, -0.1277486, 2.953897, 1], [8, -0.02123141, 0.2654004, 3.149331, 1], [9, 0.02401423, 0.04871902, 3.155991, 1], [10, -0.03915802, -0.09303826, 3.019313, 1], [11, -0.04133935, -0.1172681, 3.000189, 1], [12, -0.2969001, -0.1143612, 3.122494, 1], [13, -0.2835781, -0.2751293, 2.810021, 1], [14, -0.3767314, -0.605341, 2.724738, 1], [15, -0.4017526, -0.6545806, 2.618366, 1], [16, -0.163083, -0.1277737, 3.136533, 1], [17, 0.01635537, -0.2522124, 2.860915, 1], [18, -0.007522195, -0.6010868, 2.885281, 1], [19, 0.001487042, -0.6563271, 2.808263, 1], [20, -0.1977996, 0.2959807, 3.133457, 1], [21, -0.2257936, -0.1719653, 2.915175, 1], [22, -0.306274, -0.1435639, 2.918544, 1], [23, -0.04494619, -0.1700168, 2.941508, 1], [24, -0.0701649, -0.1001307, 2.972111, 1]]
[[0, -0.2328654, -0.122493, 3.164439, 1], [1, -0.2131617, 0.1184242, 3.151252, 1], [2, -0.1923238, 0.3538114, 3.127446, 1], [3, -0.1828493, 0.4819398, 3.118583, 1], [4, -0.3338718, 0.252954, 3.092161, 1], [5, -0.3744125, 0.03777985, 3.07495, 1], [6, -0.3055001, -0.1327282, 2.984506, 1], [7, -0.2675205, -0.1289211, 2.954169, 1], [8, -0.02133288, 0.2654832, 3.149806, 1], [9, 0.02379963, 0.04790425, 3.156704, 1], [10, -0.05765075, -0.10454, 3.002882, 1], [11, -0.06382562, -0.1501499, 2.971383, 1], [12, -0.2971068, -0.1143592, 3.122638, 1], [13, -0.2899968, -0.2765914, 2.811537, 1], [14, -0.3929512, -0.6080126, 2.702564, 1], [15, -0.4146193, -0.6580917, 2.595768, 1], [16, -0.1637158, -0.127946, 3.137529, 1], [17, 0.01658107, -0.2512263, 2.861589, 1], [18, -0.007249806, -0.6012486, 2.885235, 1], [19, 0.001521547, -0.6563052, 2.8082, 1], [20, -0.1977276, 0.295751, 3.135543, 1], [21, -0.229062, -0.173655, 2.920992, 1], [22, -0.296249, -0.1526652, 2.906, 1], [23, -0.0720531, -0.2114459, 2.923759, 1], [24, -0.1000525, -0.1370788, 2.951533, 1]]
[[0, -0.2330727, -0.1223988, 3.164647, 1], [1, -0.2131837, 0.1185987, 3.151634, 1], [2, -0.1921662, 0.3541318, 3.127951, 1], [3, -0.1824418, 0.4823008, 3.118735, 1], [4, -0.3338497, 0.2530512, 3.092371, 1], [5, -0.3739083, 0.03804086, 3.075711, 1], [6, -0.2770533, -0.1083028, 2.967958, 1], [7, -0.2462039, -0.10697, 2.977722, 1], [8, -0.02125224, 0.2652037, 3.15025, 1], [9, 0.02388294, 0.04792271, 3.157051, 1], [10, -0.04271134, -0.09184381, 3.01992, 1], [11, -0.04477214, -0.1172266, 2.998894, 1], [12, -0.2972706, -0.1142509, 3.122748, 1], [13, -0.299613, -0.2826007, 2.811845, 1], [14, -0.3998916, -0.6091952, 2.693125, 1], [15, -0.4214426, -0.6552018, 2.583384, 1], [16, -0.1639349, -0.1278825, 3.137795, 1], [17, 0.01661286, -0.2508028, 2.861567, 1], [18, -0.006223214, -0.6014568, 2.885748, 1], [19, 0.001925444, -0.6563885, 2.806398, 1], [20, -0.1976101, 0.2960261, 3.136022, 1], [21, -0.217242, -0.1450244, 2.935828, 1], [22, -0.297539, -0.1416946, 2.92146, 1], [23, -0.05045742, -0.1709009, 2.940388, 1], [24, -0.07554066, -0.09764571, 2.976, 1]]
[[0, -0.2332671, -0.1222969, 3.164785, 1], [1, -0.2131223, 0.1187448, 3.151808, 1], [2, -0.1917766, 0.3544509, 3.128169, 1], [3, -0.182075, 0.4829429, 3.119483, 1], [4, -0.3333804, 0.2533186, 3.092468, 1], [5, -0.3737597, 0.03809923, 3.07519, 1], [6, -0.2769147, -0.1074102, 2.966193, 1], [7, -0.2453516, -0.1057823, 2.979853, 1], [8, -0.02102977, 0.2656097, 3.151034, 1], [9, 0.02400815, 0.04795959, 3.157043, 1], [10, -0.06060307, -0.1018353, 2.998976, 1], [11, -0.06417997, -0.1454563, 2.970993, 1], [12, -0.2974112, -0.1141587, 3.122785, 1], [13, -0.3092396, -0.2915679, 2.812004, 1], [14, -0.4146821, -0.613934, 2.673636, 1], [15, -0.4328187, -0.6638196, 2.565799, 1], [16, -0.1641676, -0.1277793, 3.138023, 1], [17, 0.01683303, -0.2502458, 2.861051, 1], [18, -0.006895813, -0.6009119, 2.884002, 1], [19, 0.002089338, -0.6565204, 2.806558, 1], [20, -0.1973153, 0.2962891, 3.136235, 1], [21, -0.2138268, -0.1547577, 2.931979, 1], [22, -0.2984482, -0.1451434, 2.920135, 1], [23, -0.06978936, -0.2035312, 2.917995, 1], [24, -0.1010778, -0.1284274, 2.950267, 1]]
[[0, -0.2333227, -0.1223083, 3.164842, 1], [1, -0.2128975, 0.1187406, 3.151891, 1], [2, -0.1907901, 0.3544884, 3.128159, 1], [3, -0.1816748, 0.4826732, 3.119745, 1], [4, -0.3330548, 0.253474, 3.092372, 1], [5, -0.3739879, 0.03803703, 3.074992, 1], [6, -0.2768078, -0.1062991, 2.964617, 1], [7, -0.2458398, -0.1054136, 2.978617, 1], [8, -0.02094694, 0.2652043, 3.151645, 1], [9, 0.02398977, 0.04798162, 3.157114, 1], [10, -0.05956408, -0.1012274, 3.000519, 1], [11, -0.06429264, -0.1465284, 2.971915, 1], [12, -0.2974431, -0.1141502, 3.1228, 1], [13, -0.3168323, -0.2983213, 2.812061, 1], [14, -0.4315802, -0.6188072, 2.666148, 1], [15, -0.4572949, -0.65953, 2.554861, 1], [16, -0.1642382, -0.127822, 3.138114, 1], [17, 0.01692918, -0.2498945, 2.861077, 1], [18, -0.004404214, -0.598388, 2.89015, 1], [19, 0.002063261, -0.6564301, 2.80646, 1], [20, -0.1965483, 0.2963087, 3.136272, 1], [21, -0.2161343, -0.1431042, 2.931897, 1], [22, -0.2970962, -0.1426691, 2.9296, 1], [23, -0.06987324, -0.2046402, 2.921329, 1], [24, -0.1001776, -0.1273448, 2.951904, 1]]
