[[0, -0.2771904, 0.04762651, 2.195948, 1], [1, -0.2772003, 0.3600569, 2.152517, 1], [2, -0.2742884, 0.6613644, 2.098232, 1], [3, -0.2704607, 0.8069307, 2.079432, 1], [4, -0.4372115, 0.5406141, 2.103603, 1], [5, -0.5036916, 0.3077988, 2.147863, 1], [6, -0.4927494, 0.1060784, 2.02729, 1], [7, -0.4769831, 0.05831979, 1.996805, 1], [8, -0.1084034, 0.533391, 2.107811, 1], [9, -0.06152924, 0.2719551, 2.180379, 1], [10, -0.006915466, 0.05180369, 2.207597, 1], [11, -0.02542959, -0.009856293, 2.222476, 1], [12, -0.3493484, 0.04562899, 2.156039, 1], [13, -0.3852333, -0.289537, 2.195626, 1], [14, -0.4031914, -0.6541034, 2.271635, 1], [15, -0.3984227, -0.7205957, 2.182237, 1], [16, -0.1959176, 0.04800356, 2.163682, 1], [17, -0.1684857, -0.2886835, 2.242357, 1], [18, -0.1695414, -0.6335106, 2.335165, 1], [19, -0.1491443, -0.7212739, 2.260254, 1], [20, -0.275518, 0.5877169, 2.113893, 1], [21, -0.4711584, 0.0189687, 1.993842, 1], [22, -0.5090112, 0.04958714, 1.98735, 1], [23, -0.01490253, -0.09189875, 2.241336, 1], [24, -0.0514099, -0.02021131, 2.193387, 1]]
[[0, -0.2769663, 0.0478554, 2.197063, 1], [1, -0.2771529, 0.3600729, 2.152942, 1], [2, -0.2743661, 0.6612847, 2.098268, 1], [3, -0.2704107, 0.8069549, 2.079348, 1], [4, -0.4372209, 0.5408249, 2.103223, 1], [5, -0.5039103, 0.3082544, 2.147835, 1], [6, -0.4699508, 0.09835919, 2.04845, 1], [7, -0.4705237, 0.06231286, 2.019796, 1], [8, -0.1094644, 0.5329189, 2.109491, 1], [9, -0.05934487, 0.2764145, 2.195482, 1], [10, 0.001721961, 0.0590113, 2.227989, 1], [11, -0.01991498, -0.005302674, 2.253385, 1], [12, -0.3491355, 0.04571722, 2.156923, 1], [13, -0.3853326, -0.2896683, 2.195853, 1], [14, -0.4032091, -0.6540833, 2.271643, 1], [15, -0.3984284, -0.7205768, 2.182224, 1], [16, -0.1956962, 0.04839318, 2.16497, 1], [17, -0.1686588, -0.2886718, 2.242474, 1], [18, -0.1695683, -0.6335223, 2.335238, 1], [19, -0.1498841, -0.7208909, 2.258692, 1], [20, -0.2755581, 0.5876618, 2.113971, 1], [21, -0.4697572, 0.02174854, 1.993614, 1], [22, -0.49255, 0.07594084, 1.970274, 1], [23, -0.0138695, -0.08077785, 2.271939, 1], [24, -0.04997149, -0.01992441, 2.222714, 1]]
[[0, -0.2768892, 0.04813822, 2.197339, 1], [1, -0.2771026, 0.3601102, 2.153013, 1], [2, -0.2743567, 0.6611854, 2.098209, 1], [3, -0.2704404, 0.8068976, 2.079268, 1], [4, -0.4374114, 0.5409526, 2.102546, 1], [5, -0.5041316, 0.3082423, 2.147062, 1], [6, -0.4814915, 0.1032047, 2.0343, 1], [7, -0.4708394, 0.06664973, 2.01016, 1], [8, -0.1095898, 0.5334246, 2.109788, 1], [9, -0.05739025, 0.2804257, 2.204036, 1], [10, 0.008679791, 0.0668355, 2.246503, 1], [11, -0.01000655, 0.01618846, 2.275487, 1], [12, -0.3490478, 0.04584998, 2.157086, 1], [13, -0.3855802, -0.2898123, 2.195769, 1], [14, -0.4032004, -0.6541384, 2.271655, 1], [15, -0.3984359, -0.7205371, 2.182207, 1], [16, -0.1956476, 0.04886837, 2.165358, 1], [17, -0.1688551, -0.2888255, 2.242599, 1], [18, -0.1697189, -0.6338666, 2.33504, 1], [19, -0.1472182, -0.7214862, 2.269207, 1], [20, -0.2755386, 0.5876203, 2.113957, 1], [21, -0.4671306, 0.01766158, 1.994117, 1], [22, -0.4736376, 0.0671268, 1.956073, 1], [23, -0.009027967, -0.07239324, 2.300841, 1], [24, -0.04380194, -0.004752768, 2.242455, 1]]
[[0, -0.2768729, 0.04816242, 2.197408, 1], [1, -0.2770732, 0.3600847, 2.153047, 1], [2, -0.274345, 0.6609978, 2.098135, 1], [3, -0.2705099, 0.806606, 2.078984, 1], [4, -0.437863, 0.5413423, 2.10188, 1], [5, -0.5046586, 0.3084694, 2.145885, 1], [6, -0.4813024, 0.103419, 2.033288, 1], [7, -0.4689223, 0.06701233, 2.00791, 1], [8, -0.1105917, 0.5332893, 2.111728, 1], [9, -0.05462974, 0.28399, 2.216866, 1], [10, 0.02577321, 0.08299644, 2.282361, 1], [11, -0.0008678448, 0.01069156, 2.310034, 1], [12, -0.3490162, 0.04584959, 2.157131, 1], [13, -0.3855307, -0.2897627, 2.195807, 1], [14, -0.4032224, -0.6541297, 2.271662, 1], [15, -0.3984125, -0.7205268, 2.182251, 1], [16, -0.1956512, 0.04892445, 2.16545, 1], [17, -0.1688902, -0.2888751, 2.242666, 1], [18, -0.1695167, -0.6335459, 2.33522, 1], [19, -0.1472473, -0.7212173, 2.268545, 1], [20, -0.2755094, 0.587495, 2.11393, 1], [21, -0.4653112, 0.01892379, 1.992645, 1], [22, -0.4792769, 0.06543737, 1.960318, 1], [23, -0.002799898, -0.06216531, 2.337057, 1], [24, -0.03057251, 0.002605241, 2.281619, 1]]
[[0, -0.2768478, 0.04816778, 2.197394, 1], [1, -0.2770924, 0.3600724, 2.153015, 1], [2, -0.2747015, 0.6608216, 2.09783, 1], [3, -0.2706536, 0.806508, 2.078649, 1], [4, -0.4381744, 0.5409429, 2.099746, 1], [5, -0.504622, 0.3085007, 2.144585, 1], [6, -0.4809232, 0.1031059, 2.032734, 1], [7, -0.4657654, 0.06711457, 2.007276, 1], [8, -0.1114729, 0.5330468, 2.113322, 1], [9, -0.05185895, 0.2893432, 2.223478, 1], [10, 0.03010115, 0.08845913, 2.287672, 1], [11, 0.01349741, 0.02440811, 2.332036, 1], [12, -0.3489535, 0.04577524, 2.156927, 1], [13, -0.3855052, -0.2897705, 2.195831, 1], [14, -0.4032218, -0.6540913, 2.271672, 1], [15, -0.3983776, -0.7204975, 2.1823, 1], [16, -0.1955928, 0.04899792, 2.165526, 1], [17, -0.1689535, -0.2888422, 2.242649, 1], [18, -0.1695665, -0.6335543, 2.335215, 1], [19, -0.1442681, -0.7206767, 2.282772, 1], [20, -0.2757202, 0.5873775, 2.11373, 1], [21, -0.4606849, 0.01875661, 1.989349, 1], [22, -0.4697856, 0.06995065, 1.955643, 1], [23, 0.01146676, -0.03818186, 2.361012, 1], [24, -0.01573588, 0.01615569, 2.297643, 1]]
[[0, -0.2767067, 0.04821096, 2.197366, 1], [1, -0.2770748, 0.3600178, 2.152919, 1], [2, -0.2750558, 0.6603582, 2.097221, 1], [3, -0.2718024, 0.8064662, 2.07771, 1], [4, -0.4384496, 0.5409409, 2.098419, 1], [5, -0.5050138, 0.3086991, 2.142269, 1], [6, -0.480711, 0.1026324, 2.031884, 1], [7, -0.4642363, 0.06667106, 2.004351, 1], [8, -0.1122136, 0.5335273, 2.115018, 1], [9, -0.04544234, 0.2951585, 2.234431, 1], [10, 0.04446388, 0.1006469, 2.305634, 1], [11, 0.03629363, 0.04841438, 2.348221, 1], [12, -0.3487253, 0.04569405, 2.156583, 1], [13, -0.3853865, -0.2899857, 2.195755, 1], [14, -0.4032309, -0.654137, 2.271607, 1], [15, -0.3984125, -0.720488, 2.182343, 1], [16, -0.1953604, 0.04920937, 2.165745, 1], [17, -0.1688672, -0.2874303, 2.242248, 1], [18, -0.1695643, -0.6335854, 2.335211, 1], [19, -0.1504937, -0.7199293, 2.270818, 1], [20, -0.2759175, 0.5870511, 2.113298, 1], [21, -0.458809, 0.01758324, 1.990178, 1], [22, -0.4730704, 0.06860207, 1.95801, 1], [23, 0.03687415, -0.02484831, 2.385123, 1], [24, 0.007845498, 0.04306977, 2.316182, 1]]
[[0, -0.2765941, 0.0483092, 2.19731, 1], [1, -0.2773586, 0.3599651, 2.152635, 1], [2, -0.2770176, 0.6596727, 2.095883, 1], [3, -0.2734181, 0.8062813, 2.076735, 1], [4, -0.439852, 0.5414868, 2.096504, 1], [5, -0.5052854, 0.3080514, 2.138168, 1], [6, -0.47963, 0.1023899, 2.027265, 1], [7, -0.4598684, 0.06369697, 1.998939, 1], [8, -0.113127, 0.5341852, 2.117221, 1], [9, -0.02156574, 0.3137003, 2.248748, 1], [10, 0.08606872, 0.1105453, 2.345804, 1], [11, 0.09360446, 0.07561753, 2.365141, 1], [12, -0.3485993, 0.04573534, 2.156239, 1], [13, -0.385181, -0.2902326, 2.195674, 1], [14, -0.4032384, -0.6541574, 2.271554, 1], [15, -0.3984708, -0.7204964, 2.182393, 1], [16, -0.1951674, 0.04945098, 2.165902, 1], [17, -0.1688843, -0.2873879, 2.242248, 1], [18, -0.1695704, -0.6323845, 2.335495, 1], [19, -0.1502412, -0.7199893, 2.27301, 1], [20, -0.2773093, 0.5865657, 2.112288, 1], [21, -0.4529982, 0.01629706, 1.98213, 1], [22, -0.4199067, 0.06138519, 2.076, 1], [23, 0.1053787, 0.03251381, 2.407583, 1], [24, 0.06533036, 0.05840113, 2.3582, 1]]
[[0, -0.2763809, 0.04842429, 2.197475, 1], [1, -0.2777787, 0.3598837, 2.15269, 1], [2, -0.2795508, 0.6590025, 2.095694, 1], [3, -0.2761293, 0.8057951, 2.076348, 1], [4, -0.4406768, 0.5415759, 2.094806, 1], [5, -0.5056346, 0.3075986, 2.1352, 1], [6, -0.4778353, 0.1023436, 2.023996, 1], [7, -0.4582362, 0.06329397, 1.995289, 1], [8, -0.1141056, 0.5352911, 2.120223, 1], [9, -0.006027232, 0.3150448, 2.257703, 1], [10, 0.1026925, 0.1296124, 2.345788, 1], [11, 0.1192868, 0.09782247, 2.376428, 1], [12, -0.3483658, 0.04574192, 2.156133, 1], [13, -0.3850868, -0.290236, 2.195634, 1], [14, -0.4032556, -0.6544582, 2.271757, 1], [15, -0.3978958, -0.7204635, 2.182762, 1], [16, -0.1948992, 0.04982356, 2.166692, 1], [17, -0.1688118, -0.2876421, 2.243488, 1], [18, -0.1695651, -0.6325207, 2.33558, 1], [19, -0.1504174, -0.720395, 2.272311, 1], [20, -0.2791926, 0.5860587, 2.112174, 1], [21, -0.4507004, 0.01243498, 1.982378, 1], [22, -0.4198505, 0.0609048, 2.075291, 1], [23, 0.1271202, 0.02835387, 2.425995, 1], [24, 0.1068321, 0.0583992, 2.4015, 1]]
[[0, -0.276012, 0.04848127, 2.197702, 1], [1, -0.2779824, 0.359767, 2.152744, 1], [2, -0.2807999, 0.658466, 2.09559, 1], [3, -0.2785374, 0.8057768, 2.075847, 1], [4, -0.4416937, 0.5406703, 2.093424, 1], [5, -0.5060092, 0.3066209, 2.132571, 1], [6, -0.4763997, 0.1016575, 2.021256, 1], [7, -0.4564135, 0.06237642, 1.993623, 1], [8, -0.1146152, 0.5361229, 2.122258, 1], [9, 0.001056229, 0.3237564, 2.257781, 1], [10, 0.1423339, 0.1349628, 2.368121, 1], [11, 0.155218, 0.108136, 2.387295, 1], [12, -0.3479635, 0.0455992, 2.155826, 1], [13, -0.3850178, -0.2902191, 2.1956, 1], [14, -0.403253, -0.6544701, 2.271854, 1], [15, -0.3979871, -0.7205517, 2.182805, 1], [16, -0.1942794, 0.05022436, 2.168008, 1], [17, -0.1688357, -0.2858283, 2.243623, 1], [18, -0.1699456, -0.6328802, 2.336742, 1], [19, -0.1513333, -0.7200683, 2.270596, 1], [20, -0.2801631, 0.5856162, 2.112115, 1], [21, -0.4496347, 0.01214146, 1.979918, 1], [22, -0.4195713, 0.06140523, 2.075868, 1], [23, 0.1731407, 0.06131979, 2.422976, 1], [24, 0.154968, 0.1225475, 2.3887, 1]]
[[0, -0.2759272, 0.04866388, 2.197842, 1], [1, -0.2786213, 0.3597306, 2.152923, 1], [2, -0.2826905, 0.6580212, 2.095867, 1], [3, -0.2804313, 0.8053176, 2.075501, 1], [4, -0.4421939, 0.5405039, 2.09265, 1], [5, -0.5057899, 0.3045153, 2.129036, 1], [6, -0.4748974, 0.09964526, 2.017892, 1], [7, -0.4548554, 0.06140365, 1.987723, 1], [8, -0.1152637, 0.5371952, 2.124718, 1], [9, 0.03224478, 0.3451027, 2.266364, 1], [10, 0.1686279, 0.1919173, 2.357015, 1], [11, 0.1847526, 0.1369395, 2.385649, 1], [12, -0.3478575, 0.04569107, 2.155617, 1], [13, -0.3849441, -0.2901792, 2.195649, 1], [14, -0.4033138, -0.6544439, 2.271859, 1], [15, -0.3979997, -0.7205696, 2.182772, 1], [16, -0.1942453, 0.05070934, 2.168863, 1], [17, -0.1685473, -0.2852188, 2.243928, 1], [18, -0.1700435, -0.6330498, 2.336898, 1], [19, -0.1524611, -0.7198447, 2.26715, 1], [20, -0.281764, 0.5852656, 2.112352, 1], [21, -0.4440985, 0.01327797, 1.974826, 1], [22, -0.4174376, 0.03771186, 2.060556, 1], [23, 0.201049, 0.07456588, 2.415545, 1], [24, 0.2151434, 0.09808384, 2.389375, 1]]
[[0, -0.2756431, 0.04866982, 2.197967, 1], [1, -0.2789698, 0.3596076, 2.152948, 1], [2, -0.2841479, 0.6577113, 2.095726, 1], [3, -0.2828555, 0.8048375, 2.074387, 1], [4, -0.4427767, 0.5398057, 2.090907, 1], [5, -0.5059285, 0.3037719, 2.124671, 1], [6, -0.4736105, 0.09934523, 2.013051, 1], [7, -0.4515833, 0.06096118, 1.982701, 1], [8, -0.1154135, 0.5379254, 2.126475, 1], [9, 0.03316544, 0.3631171, 2.261135, 1], [10, 0.1713443, 0.2132753, 2.355454, 1], [11, 0.2168034, 0.170628, 2.385391, 1], [12, -0.3474813, 0.04559528, 2.155143, 1], [13, -0.3847144, -0.2901297, 2.19542, 1], [14, -0.403365, -0.6544798, 2.271776, 1], [15, -0.3978577, -0.7206329, 2.182819, 1], [16, -0.1937997, 0.0507573, 2.169733, 1], [17, -0.1685838, -0.2857577, 2.244802, 1], [18, -0.169485, -0.6332448, 2.336692, 1], [19, -0.1520147, -0.7201105, 2.266752, 1], [20, -0.2829475, 0.5849757, 2.11225, 1], [21, -0.4410825, 0.01507576, 1.967266, 1], [22, -0.4135207, 0.04735657, 2.064636, 1], [23, 0.2333294, 0.1014495, 2.410149, 1], [24, 0.2361323, 0.173542, 2.340375, 1]]
