[[0, -0.01864023, -0.1155176, 2.013543, 1], [1, 0.01154465, 0.1797464, 1.988234, 1], [2, 0.04263186, 0.4625697, 1.948069, 1], [3, 0.1168243, 0.5721057, 1.911307, 1], [4, -0.1267724, 0.3843078, 1.908456, 1], [5, -0.2819105, 0.2038233, 1.999056, 1], [6, -0.3355727, 0.0008787954, 1.917753, 1], [7, -0.3677262, -0.07093199, 1.879326, 1], [8, 0.1980619, 0.3242642, 2.011767, 1], [9, 0.2319326, 0.09548165, 2.011104, 1], [10, 0.250515, -0.1165121, 1.939779, 1], [11, 0.2473549, -0.1735419, 1.89496, 1], [12, -0.09055788, -0.1046969, 1.954384, 1], [13, -0.1019841, -0.3917068, 2.023067, 1], [14, -0.1039349, -0.6839895, 2.070119, 1], [15, -0.1364412, -0.750344, 2.020507, 1], [16, 0.05317629, -0.1221714, 2.000374, 1], [17, 0.06517012, -0.3866518, 2.043355, 1], [18, 0.07047302, -0.6694604, 2.106558, 1], [19, 0.08657975, -0.7447538, 2.029243, 1], [20, 0.03484168, 0.3933853, 1.960411, 1], [21, -0.3877459, -0.1457051, 1.835894, 1], [22, -0.3482475, -0.03045391, 1.783366, 1], [23, 0.2429187, -0.23041, 1.883765, 1], [24, 0.2315719, -0.2243294, 1.910875, 1]]
[[0, -0.01885865, -0.1154344, 2.013478, 1], [1, 0.01114473, 0.1799075, 1.988049, 1], [2, 0.04151886, 0.4631242, 1.947902, 1], [3, 0.1139573, 0.5741706, 1.911014, 1], [4, -0.128663, 0.3850752, 1.908752, 1], [5, -0.2810087, 0.2019239, 2.000827, 1], [6, -0.3353712, 1.742122e-05, 1.917197, 1], [7, -0.3682747, -0.07235862, 1.876589, 1], [8, 0.1979049, 0.3245434, 2.008766, 1], [9, 0.2331706, 0.09751026, 2.004977, 1], [10, 0.2517371, -0.1144234, 1.933373, 1], [11, 0.2448774, -0.1686345, 1.886393, 1], [12, -0.09101386, -0.1044574, 1.954565, 1], [13, -0.1020254, -0.3916647, 2.023097, 1], [14, -0.1041377, -0.6841382, 2.070587, 1], [15, -0.1356781, -0.74975, 2.020643, 1], [16, 0.0530757, -0.1221635, 2.000026, 1], [17, 0.06531774, -0.386453, 2.043543, 1], [18, 0.0705146, -0.6692759, 2.106528, 1], [19, 0.08668727, -0.7445603, 2.028537, 1], [20, 0.03398445, 0.3938145, 1.960225, 1], [21, -0.3881176, -0.1473694, 1.839068, 1], [22, -0.3479048, -0.02953281, 1.782156, 1], [23, 0.2453435, -0.2242988, 1.875946, 1], [24, 0.2193776, -0.1833995, 1.901, 1]]
[[0, -0.01887548, -0.1153732, 2.013438, 1], [1, 0.01063231, 0.1802292, 1.987725, 1], [2, 0.03936789, 0.4642309, 1.94727, 1], [3, 0.1084551, 0.5765038, 1.910899, 1], [4, -0.1303453, 0.3855976, 1.908972, 1], [5, -0.2801681, 0.2005021, 2.001992, 1], [6, -0.3358263, -0.0003398282, 1.916498, 1], [7, -0.3692567, -0.07005875, 1.873623, 1], [8, 0.1966685, 0.3262818, 2.005317, 1], [9, 0.2339851, 0.09933563, 1.999123, 1], [10, 0.2507942, -0.1120838, 1.925178, 1], [11, 0.2407083, -0.1662367, 1.877508, 1], [12, -0.09111164, -0.1043809, 1.954788, 1], [13, -0.1020489, -0.3914601, 2.023022, 1], [14, -0.1042514, -0.684251, 2.070475, 1], [15, -0.1359118, -0.749724, 2.020095, 1], [16, 0.05323945, -0.1219177, 1.999342, 1], [17, 0.06566161, -0.3860123, 2.043429, 1], [18, 0.07046583, -0.6693172, 2.106511, 1], [19, 0.08667593, -0.744562, 2.028506, 1], [20, 0.03237489, 0.3946868, 1.959665, 1], [21, -0.3884606, -0.1481747, 1.840077, 1], [22, -0.3480318, -0.03014004, 1.781074, 1], [23, 0.241668, -0.2214795, 1.868642, 1], [24, 0.2129536, -0.1689117, 1.896143, 1]]
[[0, -0.01863147, -0.1152113, 2.013265, 1], [1, 0.01008305, 0.1806574, 1.987477, 1], [2, 0.03615149, 0.4657153, 1.947193, 1], [3, 0.103487, 0.5793837, 1.910645, 1], [4, -0.1318352, 0.3858624, 1.909223, 1], [5, -0.2798558, 0.1962946, 2.00631, 1], [6, -0.3359655, -0.001973257, 1.9147, 1], [7, -0.3673688, -0.06842899, 1.873794, 1], [8, 0.194209, 0.330119, 1.999302, 1], [9, 0.2358564, 0.103696, 1.992368, 1], [10, 0.2512819, -0.1068899, 1.915254, 1], [11, 0.2375388, -0.1594199, 1.86776, 1], [12, -0.09104509, -0.1043248, 1.954938, 1], [13, -0.1018816, -0.3913713, 2.022954, 1], [14, -0.1041456, -0.6844068, 2.070864, 1], [15, -0.1359375, -0.7497307, 2.020082, 1], [16, 0.05424091, -0.1214279, 1.998109, 1], [17, 0.06574091, -0.3858007, 2.043357, 1], [18, 0.07054944, -0.6690124, 2.106476, 1], [19, 0.08659066, -0.744505, 2.028332, 1], [20, 0.03001648, 0.3958746, 1.959486, 1], [21, -0.3885031, -0.1453943, 1.836613, 1], [22, -0.3477717, -0.02910048, 1.780416, 1], [23, 0.2365151, -0.2141888, 1.857021, 1], [24, 0.2149045, -0.1722448, 1.871167, 1]]
[[0, -0.01813537, -0.114802, 2.012891, 1], [1, 0.00934361, 0.1812403, 1.98714, 1], [2, 0.03272308, 0.4669602, 1.947135, 1], [3, 0.09761277, 0.5814803, 1.910808, 1], [4, -0.1338319, 0.3862988, 1.909866, 1], [5, -0.2796668, 0.1948133, 2.008363, 1], [6, -0.3361914, -0.002123258, 1.913913, 1], [7, -0.370398, -0.0718894, 1.868026, 1], [8, 0.1937207, 0.3320048, 1.99758, 1], [9, 0.2391707, 0.110705, 1.985125, 1], [10, 0.2476291, -0.0982958, 1.901817, 1], [11, 0.2384285, -0.1365127, 1.864602, 1], [12, -0.09085409, -0.1041801, 1.955112, 1], [13, -0.1016858, -0.3914461, 2.022952, 1], [14, -0.1043637, -0.6846018, 2.071231, 1], [15, -0.1364475, -0.7499146, 2.02023, 1], [16, 0.05545228, -0.1205238, 1.996475, 1], [17, 0.06582621, -0.385689, 2.043313, 1], [18, 0.07082324, -0.6693791, 2.106854, 1], [19, 0.08679494, -0.7445624, 2.028097, 1], [20, 0.02734775, 0.3969871, 1.959306, 1], [21, -0.3883135, -0.1453122, 1.835704, 1], [22, -0.3511346, -0.03650589, 1.772385, 1], [23, 0.2264013, -0.204455, 1.847593, 1], [24, 0.2065973, -0.1182758, 1.87675, 1]]
[[0, -0.01747373, -0.1144265, 2.012865, 1], [1, 0.008315057, 0.1821724, 1.987084, 1], [2, 0.02805413, 0.4693365, 1.947389, 1], [3, 0.09142003, 0.5839052, 1.911083, 1], [4, -0.1356459, 0.3867309, 1.910551, 1], [5, -0.279468, 0.1932527, 2.012502, 1], [6, -0.3363923, -0.001563734, 1.913589, 1], [7, -0.3727613, -0.07079539, 1.867303, 1], [8, 0.1911146, 0.336713, 1.992778, 1], [9, 0.2415422, 0.1179793, 1.976392, 1], [10, 0.2505066, -0.08985129, 1.889765, 1], [11, 0.240528, -0.128938, 1.851427, 1], [12, -0.09025982, -0.1037623, 1.956154, 1], [13, -0.1013166, -0.3918587, 2.023157, 1], [14, -0.1043361, -0.6848417, 2.071337, 1], [15, -0.137042, -0.7502708, 2.020148, 1], [16, 0.05668433, -0.1200236, 1.99547, 1], [17, 0.06625627, -0.3863526, 2.043723, 1], [18, 0.0709433, -0.6693463, 2.107076, 1], [19, 0.08676653, -0.7445016, 2.028206, 1], [20, 0.02365009, 0.3990253, 1.959468, 1], [21, -0.3885823, -0.1454173, 1.836977, 1], [22, -0.3477637, -0.02923766, 1.780342, 1], [23, 0.2278075, -0.1947911, 1.830024, 1], [24, 0.2076872, -0.1300412, 1.837, 1]]
[[0, -0.01720887, -0.1143288, 2.01265, 1], [1, 0.007295767, 0.182697, 1.986862, 1], [2, 0.02539067, 0.4702896, 1.947517, 1], [3, 0.08573604, 0.585209, 1.910766, 1], [4, -0.1371766, 0.3867761, 1.910956, 1], [5, -0.2795777, 0.1920675, 2.014343, 1], [6, -0.3364143, -0.001604829, 1.912944, 1], [7, -0.3727755, -0.07079168, 1.870285, 1], [8, 0.1903242, 0.3382483, 1.990724, 1], [9, 0.2445328, 0.1205134, 1.968221, 1], [10, 0.2562259, -0.08175278, 1.868268, 1], [11, 0.2421908, -0.1306818, 1.822577, 1], [12, -0.09014791, -0.1037804, 1.956477, 1], [13, -0.1007216, -0.3916575, 2.023132, 1], [14, -0.1042911, -0.6849056, 2.071191, 1], [15, -0.1312222, -0.750724, 2.02436, 1], [16, 0.0574172, -0.1197374, 1.994099, 1], [17, 0.06656262, -0.3871588, 2.043948, 1], [18, 0.07136289, -0.6691126, 2.106463, 1], [19, 0.08673932, -0.7447776, 2.02841, 1], [20, 0.02129609, 0.3999121, 1.959493, 1], [21, -0.3878087, -0.1440612, 1.834978, 1], [22, -0.3533348, -0.04088419, 1.770455, 1], [23, 0.2330989, -0.1814653, 1.806185, 1], [24, 0.2068612, -0.1293714, 1.813609, 1]]
[[0, -0.01664136, -0.1142297, 2.012291, 1], [1, 0.006270297, 0.1831842, 1.986617, 1], [2, 0.02207491, 0.4712921, 1.947624, 1], [3, 0.07936992, 0.5867574, 1.911228, 1], [4, -0.1387547, 0.386659, 1.911206, 1], [5, -0.2796131, 0.1914486, 2.016782, 1], [6, -0.3360327, -0.001483596, 1.913598, 1], [7, -0.3717231, -0.07176741, 1.871231, 1], [8, 0.1893363, 0.3410289, 1.987576, 1], [9, 0.2467377, 0.1243051, 1.960138, 1], [10, 0.2609003, -0.07042488, 1.845248, 1], [11, 0.2462766, -0.1190076, 1.799977, 1], [12, -0.08986315, -0.1038928, 1.956844, 1], [13, -0.1003564, -0.3917773, 2.023113, 1], [14, -0.1041868, -0.6849558, 2.07117, 1], [15, -0.1332442, -0.7511421, 2.022233, 1], [16, 0.0585562, -0.1193659, 1.99249, 1], [17, 0.06675319, -0.3872176, 2.043774, 1], [18, 0.07141383, -0.6689723, 2.10631, 1], [19, 0.08692186, -0.7447245, 2.028596, 1], [20, 0.0185293, 0.4008067, 1.959491, 1], [21, -0.388573, -0.1458725, 1.835876, 1], [22, -0.3476569, -0.02929589, 1.780181, 1], [23, 0.2407561, -0.1705199, 1.779312, 1], [24, 0.2104965, -0.1115586, 1.799458, 1]]
[[0, -0.01620655, -0.1139876, 2.012132, 1], [1, 0.005493644, 0.1836979, 1.986574, 1], [2, 0.0202523, 0.4719461, 1.947874, 1], [3, 0.07295026, 0.5890775, 1.912227, 1], [4, -0.1400855, 0.3867332, 1.91164, 1], [5, -0.2794627, 0.1905485, 2.019505, 1], [6, -0.3364078, -0.00110804, 1.914079, 1], [7, -0.3709415, -0.06947741, 1.871952, 1], [8, 0.1880632, 0.3426798, 1.984411, 1], [9, 0.2499984, 0.1276001, 1.951293, 1], [10, 0.2655323, -0.06117242, 1.82628, 1], [11, 0.2516374, -0.1101614, 1.77778, 1], [12, -0.08959026, -0.1038883, 1.957538, 1], [13, -0.09995389, -0.3918007, 2.023096, 1], [14, -0.1039992, -0.6848938, 2.071144, 1], [15, -0.1343831, -0.7518623, 2.020961, 1], [16, 0.05941416, -0.1187257, 1.991375, 1], [17, 0.06710108, -0.3866583, 2.043512, 1], [18, 0.07135727, -0.6689703, 2.106383, 1], [19, 0.08692999, -0.7447512, 2.028627, 1], [20, 0.01690212, 0.4014557, 1.959674, 1], [21, -0.3890427, -0.1455867, 1.839159, 1], [22, -0.3471691, -0.02728847, 1.781215, 1], [23, 0.2386636, -0.1645666, 1.756393, 1], [24, 0.2198865, -0.09659187, 1.777462, 1]]
[[0, -0.01549036, -0.1138976, 2.011932, 1], [1, 0.004772139, 0.1840923, 1.986646, 1], [2, 0.01771973, 0.4728028, 1.948565, 1], [3, 0.06755984, 0.5901535, 1.912965, 1], [4, -0.1417007, 0.3868474, 1.912316, 1], [5, -0.2795533, 0.1902632, 2.021029, 1], [6, -0.3364668, -0.0005772489, 1.913983, 1], [7, -0.3717582, -0.07148654, 1.870558, 1], [8, 0.1874328, 0.3432306, 1.98358, 1], [9, 0.2537118, 0.1303245, 1.942109, 1], [10, 0.268496, -0.05099843, 1.805692, 1], [11, 0.2561747, -0.09706244, 1.756216, 1], [12, -0.08892871, -0.1042279, 1.95845, 1], [13, -0.09948358, -0.3921163, 2.02318, 1], [14, -0.1038502, -0.6853405, 2.071297, 1], [15, -0.1354106, -0.7518755, 2.020754, 1], [16, 0.06046238, -0.1182757, 1.990153, 1], [17, 0.0671713, -0.3865659, 2.043511, 1], [18, 0.07142447, -0.6692828, 2.106356, 1], [19, 0.08698318, -0.7448009, 2.028568, 1], [20, 0.014821, 0.4022039, 1.960195, 1], [21, -0.3882697, -0.1469135, 1.836776, 1], [22, -0.3480612, -0.03002275, 1.777501, 1], [23, 0.2419343, -0.1520909, 1.735186, 1], [24, 0.2223885, -0.08026877, 1.763615, 1]]
[[0, -0.01524035, -0.1135232, 2.011664, 1], [1, 0.003747255, 0.1846976, 1.986557, 1], [2, 0.01602899, 0.4732363, 1.948809, 1], [3, 0.062561, 0.591255, 1.913595, 1], [4, -0.1516245, 0.3929701, 1.92822, 1], [5, -0.2796278, 0.1893544, 2.02228, 1], [6, -0.3368567, -0.0008258251, 1.914156, 1], [7, -0.3742538, -0.0703302, 1.869465, 1], [8, 0.1859648, 0.3443793, 1.980094, 1], [9, 0.2538931, 0.1322377, 1.936645, 1], [10, 0.2709549, -0.04309244, 1.79242, 1], [11, 0.2582236, -0.08441343, 1.734612, 1], [12, -0.08891405, -0.1039999, 1.959163, 1], [13, -0.09888114, -0.3924905, 2.023264, 1], [14, -0.1038222, -0.6853467, 2.071169, 1], [15, -0.1359309, -0.751822, 2.020086, 1], [16, 0.06102072, -0.1174164, 1.988424, 1], [17, 0.06733169, -0.3861751, 2.043084, 1], [18, 0.07127823, -0.6695725, 2.106331, 1], [19, 0.08696576, -0.7447641, 2.028717, 1], [20, 0.01323076, 0.4026999, 1.960367, 1], [21, -0.3873216, -0.1459895, 1.826975, 1], [22, -0.3429765, -0.02062506, 1.77275, 1], [23, 0.2460182, -0.1374645, 1.715378, 1], [24, 0.244785, -0.1225273, 1.7235, 1]]
