[[0, 0.3235872, -0.1855254, 3.005653, 1], [1, 0.3379344, 0.09572814, 3.05307, 1], [2, 0.3521371, 0.3684472, 3.085757, 1], [3, 0.3557906, 0.5043278, 3.099504, 1], [4, 0.179725, 0.2498799, 3.118209, 1], [5, 0.1234068, -0.007880025, 3.125815, 1], [6, 0.07415295, -0.205963, 3.069937, 1], [7, 0.06299004, -0.2169894, 3.057943, 1], [8, 0.5145176, 0.2499781, 3.03925, 1], [9, 0.5729917, -0.008104132, 3.011437, 1], [10, 0.5635958, -0.2057789, 2.927366, 1], [11, 0.5526001, -0.2662857, 2.895317, 1], [12, 0.2326182, -0.1833308, 2.987799, 1], [13, 0.1097877, -0.2648498, 2.682704, 1], [14, 0.1064758, -0.6408901, 2.645412, 1], [15, 0.0622441, -0.6958725, 2.554502, 1], [16, 0.4066253, -0.1837197, 2.949559, 1], [17, 0.3986206, -0.2785684, 2.623441, 1], [18, 0.3796348, -0.652087, 2.563798, 1], [19, 0.3824431, -0.7090123, 2.477592, 1], [20, 0.3485267, 0.3011372, 3.080114, 1], [21, 0.06268223, -0.2201169, 3.043551, 1], [22, 0.06524666, -0.2144218, 3.029304, 1], [23, 0.5511302, -0.3261959, 2.883767, 1], [24, 0.5678902, -0.3101104, 2.875167, 1]]
[[0, 0.3225031, -0.1862677, 3.005394, 1], [1, 0.3380123, 0.09512301, 3.052534, 1], [2, 0.3532138, 0.3678957, 3.084935, 1], [3, 0.3579565, 0.5041939, 3.098178, 1], [4, 0.1813788, 0.2497094, 3.11661, 1], [5, 0.1226148, -0.008811635, 3.125853, 1], [6, 0.06856109, -0.2057263, 3.070333, 1], [7, 0.05011785, -0.2396832, 3.064265, 1], [8, 0.5152724, 0.2489721, 3.03783, 1], [9, 0.5741943, -0.008772841, 3.011888, 1], [10, 0.5656934, -0.2058969, 2.925034, 1], [11, 0.5609457, -0.2665764, 2.892782, 1], [12, 0.2315873, -0.1836862, 2.987736, 1], [13, 0.1096643, -0.2649911, 2.682184, 1], [14, 0.1054111, -0.6409449, 2.643687, 1], [15, 0.06342863, -0.6955994, 2.553494, 1], [16, 0.4055053, -0.1848167, 2.949084, 1], [17, 0.3984835, -0.2786413, 2.622624, 1], [18, 0.3787553, -0.6520595, 2.562454, 1], [19, 0.3824538, -0.7090398, 2.477563, 1], [20, 0.3493617, 0.3005694, 3.079343, 1], [21, 0.03797132, -0.2959518, 3.057025, 1], [22, 0.05840424, -0.2195936, 3.0365, 1], [23, 0.5619665, -0.3384311, 2.886627, 1], [24, 0.5760611, -0.2827094, 2.887778, 1]]
[[0, 0.3224697, -0.1863673, 3.005452, 1], [1, 0.338553, 0.09495462, 3.052263, 1], [2, 0.354962, 0.3680486, 3.084151, 1], [3, 0.3609393, 0.5045074, 3.097517, 1], [4, 0.1843778, 0.2519827, 3.115515, 1], [5, 0.1212219, -0.008787422, 3.126217, 1], [6, 0.05353237, -0.2026631, 3.076312, 1], [7, 0.03261523, -0.2513712, 3.067859, 1], [8, 0.5162088, 0.2479621, 3.037496, 1], [9, 0.5804112, 0.0007569138, 3.01794, 1], [10, 0.5723138, -0.2112344, 2.918109, 1], [11, 0.5711733, -0.2674128, 2.894958, 1], [12, 0.23151, -0.1836351, 2.987853, 1], [13, 0.1098299, -0.2647975, 2.682153, 1], [14, 0.1054232, -0.6407695, 2.643939, 1], [15, 0.04596754, -0.6990982, 2.5691, 1], [16, 0.4055114, -0.1852092, 2.949117, 1], [17, 0.3983565, -0.2786506, 2.622537, 1], [18, 0.3782726, -0.6519534, 2.561596, 1], [19, 0.3830065, -0.7090959, 2.478192, 1], [20, 0.3508573, 0.3006158, 3.078661, 1], [21, 0.02543884, -0.3328848, 3.052759, 1], [22, 0.01658425, -0.2622639, 3.036222, 1], [23, 0.5653151, -0.3444451, 2.892847, 1], [24, 0.5944475, -0.2703822, 2.8825, 1]]
[[0, 0.3222827, -0.1865297, 3.005556, 1], [1, 0.3390752, 0.094645, 3.052036, 1], [2, 0.3569563, 0.3676685, 3.083486, 1], [3, 0.3666081, 0.5047904, 3.096494, 1], [4, 0.1877631, 0.2527763, 3.114216, 1], [5, 0.1134505, -0.008294437, 3.126925, 1], [6, 0.01660414, -0.2163794, 3.084214, 1], [7, 0.005978122, -0.2655804, 3.069791, 1], [8, 0.5180218, 0.2469065, 3.036736, 1], [9, 0.5815574, -0.00019778, 3.01829, 1], [10, 0.5763655, -0.2092153, 2.917493, 1], [11, 0.5778218, -0.2723947, 2.885423, 1], [12, 0.231299, -0.1835769, 2.988017, 1], [13, 0.1100309, -0.2647503, 2.682142, 1], [14, 0.1042147, -0.6408837, 2.646798, 1], [15, 0.04891542, -0.6983542, 2.567352, 1], [16, 0.4052889, -0.1856657, 2.949196, 1], [17, 0.3982693, -0.2786602, 2.622472, 1], [18, 0.3900957, -0.6538588, 2.575277, 1], [19, 0.3831042, -0.7091619, 2.478208, 1], [20, 0.3524953, 0.3002412, 3.078087, 1], [21, -0.007856314, -0.3349999, 3.07201, 1], [22, -0.01698713, -0.2976325, 3.0572, 1], [23, 0.5754993, -0.336474, 2.885141, 1], [24, 0.5863084, -0.2551666, 2.851619, 1]]
[[0, 0.321899, -0.186773, 3.005938, 1], [1, 0.3397579, 0.09435018, 3.051831, 1], [2, 0.3598681, 0.3673649, 3.082357, 1], [3, 0.3689773, 0.5044726, 3.095836, 1], [4, 0.1895874, 0.2543926, 3.115196, 1], [5, 0.09573841, 0.003997158, 3.127642, 1], [6, -0.01434709, -0.1832316, 3.090081, 1], [7, -0.03649693, -0.2420488, 3.077626, 1], [8, 0.520755, 0.2459737, 3.036039, 1], [9, 0.5862063, -0.000489813, 3.018193, 1], [10, 0.5867289, -0.2150177, 2.905272, 1], [11, 0.5856946, -0.2744727, 2.881469, 1], [12, 0.2308633, -0.1833714, 2.988738, 1], [13, 0.1102829, -0.2645658, 2.682574, 1], [14, 0.1078695, -0.6404408, 2.642707, 1], [15, 0.04602692, -0.6989354, 2.571369, 1], [16, 0.4048215, -0.186346, 2.949413, 1], [17, 0.3981495, -0.2789853, 2.622575, 1], [18, 0.3819758, -0.6528412, 2.56473, 1], [19, 0.3832331, -0.7090508, 2.478361, 1], [20, 0.3548239, 0.2999231, 3.077213, 1], [21, -0.05938991, -0.3226586, 3.097914, 1], [22, -0.04793255, -0.2101394, 3.0662, 1], [23, 0.5788605, -0.3611045, 2.888475, 1], [24, 0.5593031, -0.263144, 2.849947, 1]]
[[0, 0.3216755, -0.1868843, 3.00601, 1], [1, 0.3410738, 0.09403628, 3.051407, 1], [2, 0.3642824, 0.36709, 3.081332, 1], [3, 0.3725597, 0.5045782, 3.094667, 1], [4, 0.1913777, 0.2553437, 3.11547, 1], [5, 0.06908811, 0.02376979, 3.129538, 1], [6, -0.06252787, -0.1598105, 3.086471, 1], [7, -0.08702058, -0.2090318, 3.078383, 1], [8, 0.52289, 0.2449895, 3.035116, 1], [9, 0.5893328, 4.210926e-05, 3.017131, 1], [10, 0.5897811, -0.2155643, 2.902811, 1], [11, 0.5900903, -0.2718645, 2.875926, 1], [12, 0.2305727, -0.1832344, 2.989042, 1], [13, 0.1103692, -0.2645991, 2.682768, 1], [14, 0.1074183, -0.6404406, 2.64248, 1], [15, 0.05247927, -0.6972404, 2.566102, 1], [16, 0.4045409, -0.1867169, 2.949286, 1], [17, 0.3980755, -0.2792785, 2.622422, 1], [18, 0.3804528, -0.6527476, 2.561934, 1], [19, 0.3835501, -0.7088671, 2.478553, 1], [20, 0.3584702, 0.2996344, 3.076301, 1], [21, -0.1169875, -0.2731278, 3.081277, 1], [22, -0.1108672, -0.206419, 3.065834, 1], [23, 0.5800513, -0.3493997, 2.878062, 1], [24, 0.5610035, -0.266985, 2.868111, 1]]
[[0, 0.3216853, -0.1868527, 3.005994, 1], [1, 0.3431507, 0.09405938, 3.050809, 1], [2, 0.3682443, 0.367118, 3.080653, 1], [3, 0.3760331, 0.5039871, 3.094093, 1], [4, 0.1934611, 0.2576965, 3.117337, 1], [5, 0.03873945, 0.05250179, 3.131718, 1], [6, -0.1068622, -0.09564756, 3.097008, 1], [7, -0.1431529, -0.1575644, 3.085493, 1], [8, 0.5233064, 0.2446349, 3.034984, 1], [9, 0.5924293, 0.0001749153, 3.016852, 1], [10, 0.5926659, -0.2163805, 2.89904, 1], [11, 0.594065, -0.2693264, 2.87283, 1], [12, 0.2306657, -0.1829804, 2.989228, 1], [13, 0.1104034, -0.2645495, 2.683041, 1], [14, 0.1085389, -0.6403117, 2.641597, 1], [15, 0.05252716, -0.6970963, 2.564964, 1], [16, 0.4045356, -0.1867209, 2.94902, 1], [17, 0.3980612, -0.2788273, 2.622012, 1], [18, 0.3796093, -0.6521601, 2.560719, 1], [19, 0.3832587, -0.7085646, 2.478549, 1], [20, 0.3620847, 0.2996897, 3.07559, 1], [21, -0.1642463, -0.2076502, 3.078825, 1], [22, -0.1591687, -0.1453193, 3.057467, 1], [23, 0.5838428, -0.3424622, 2.872942, 1], [24, 0.5645553, -0.2711914, 2.844833, 1]]
[[0, 0.3214017, -0.1865501, 3.006044, 1], [1, 0.3436326, 0.0941264, 3.050734, 1], [2, 0.3693293, 0.366982, 3.080686, 1], [3, 0.3787889, 0.5034505, 3.093714, 1], [4, 0.194814, 0.2606068, 3.118665, 1], [5, 0.007506191, 0.08892437, 3.128112, 1], [6, -0.1471035, -0.05139751, 3.107724, 1], [7, -0.202888, -0.1011567, 3.087714, 1], [8, 0.5276024, 0.2437582, 3.034061, 1], [9, 0.5950105, -0.00142363, 3.017614, 1], [10, 0.5939675, -0.2164365, 2.89862, 1], [11, 0.592712, -0.2753803, 2.870744, 1], [12, 0.2304026, -0.181991, 2.989388, 1], [13, 0.1105079, -0.2644291, 2.683305, 1], [14, 0.1093228, -0.6403636, 2.644241, 1], [15, 0.05522722, -0.6959394, 2.561178, 1], [16, 0.4042059, -0.186698, 2.949013, 1], [17, 0.3983161, -0.2790844, 2.62209, 1], [18, 0.3785566, -0.6521047, 2.558904, 1], [19, 0.3857326, -0.7083892, 2.482845, 1], [20, 0.3630486, 0.2996272, 3.075579, 1], [21, -0.2413807, -0.1458202, 3.080199, 1], [22, -0.2189842, -0.09016954, 3.0514, 1], [23, 0.5843281, -0.3506594, 2.867221, 1], [24, 0.5643277, -0.2767571, 2.845231, 1]]
[[0, 0.3212236, -0.1862993, 3.006175, 1], [1, 0.3448538, 0.09418616, 3.050712, 1], [2, 0.3724325, 0.3666626, 3.08073, 1], [3, 0.3824966, 0.5031462, 3.093637, 1], [4, 0.1956335, 0.2624365, 3.120425, 1], [5, -0.003779578, 0.122279, 3.134597, 1], [6, -0.1921572, 0.01983697, 3.10404, 1], [7, -0.2515192, -0.02088887, 3.092758, 1], [8, 0.5310063, 0.2438304, 3.033998, 1], [9, 0.5980021, -0.002463016, 3.019265, 1], [10, 0.5947078, -0.2159798, 2.898031, 1], [11, 0.5925291, -0.2711076, 2.870082, 1], [12, 0.2302988, -0.1811678, 2.989587, 1], [13, 0.1106194, -0.2643478, 2.683638, 1], [14, 0.1104942, -0.6400198, 2.640985, 1], [15, 0.05634625, -0.6961323, 2.558785, 1], [16, 0.4039765, -0.1867016, 2.949125, 1], [17, 0.3988119, -0.2792411, 2.622246, 1], [18, 0.3781398, -0.6521285, 2.558421, 1], [19, 0.3856403, -0.7082782, 2.482043, 1], [20, 0.3656847, 0.2994396, 3.075592, 1], [21, -0.3188775, -0.07567696, 3.072846, 1], [22, -0.2564207, -0.01284956, 3.054625, 1], [23, 0.5788429, -0.3499665, 2.872061, 1], [24, 0.560033, -0.2525642, 2.8569, 1]]
[[0, 0.3204966, -0.1856216, 3.006217, 1], [1, 0.3452425, 0.09434363, 3.050825, 1], [2, 0.373751, 0.3666225, 3.081424, 1], [3, 0.384981, 0.5022498, 3.09268, 1], [4, 0.195298, 0.2659287, 3.123379, 1], [5, -0.03309698, 0.1714127, 3.133839, 1], [6, -0.2385344, 0.08377612, 3.102054, 1], [7, -0.2889289, 0.06715189, 3.087909, 1], [8, 0.5324556, 0.2428967, 3.033602, 1], [9, 0.6016797, -0.0008052741, 3.017103, 1], [10, 0.5951706, -0.2156624, 2.897291, 1], [11, 0.5887298, -0.274779, 2.871563, 1], [12, 0.2296543, -0.1799444, 2.990139, 1], [13, 0.1108403, -0.2640978, 2.684124, 1], [14, 0.110735, -0.6396767, 2.640295, 1], [15, 0.05300196, -0.6972104, 2.561673, 1], [16, 0.4030761, -0.1863658, 2.94872, 1], [17, 0.3987902, -0.2794647, 2.622016, 1], [18, 0.3777725, -0.6523269, 2.55814, 1], [19, 0.3855526, -0.7083967, 2.482063, 1], [20, 0.3667594, 0.2994795, 3.076099, 1], [21, -0.3455986, 0.03476088, 3.077904, 1], [22, -0.3039942, 0.07161073, 3.042313, 1], [23, 0.5813808, -0.349399, 2.868316, 1], [24, 0.5603592, -0.2702514, 2.861333, 1]]
[[0, 0.3202381, -0.1842251, 3.006621, 1], [1, 0.3464622, 0.09506056, 3.050699, 1], [2, 0.3759364, 0.3668991, 3.080891, 1], [3, 0.3868891, 0.5021178, 3.092253, 1], [4, 0.1941228, 0.2731469, 3.128759, 1], [5, -0.04027974, 0.2142802, 3.139262, 1], [6, -0.2465201, 0.1876609, 3.110132, 1], [7, -0.3208438, 0.1609496, 3.087903, 1], [8, 0.5345629, 0.2425704, 3.033646, 1], [9, 0.6012921, -0.0001041994, 3.018213, 1], [10, 0.5951151, -0.215147, 2.896992, 1], [11, 0.5851139, -0.2683433, 2.872645, 1], [12, 0.2297974, -0.1780734, 2.990819, 1], [13, 0.1111934, -0.2638053, 2.685206, 1], [14, 0.1076432, -0.6397728, 2.646791, 1], [15, 0.05267998, -0.6973526, 2.561933, 1], [16, 0.402597, -0.1854313, 2.948878, 1], [17, 0.3986347, -0.2791757, 2.622378, 1], [18, 0.3773235, -0.652023, 2.558496, 1], [19, 0.3852356, -0.7082275, 2.482274, 1], [20, 0.3687296, 0.2998882, 3.075684, 1], [21, -0.3783614, 0.1317584, 3.072475, 1], [22, -0.3389967, 0.1705744, 3.059315, 1], [23, 0.5818674, -0.334624, 2.874067, 1], [24, 0.5566691, -0.2610012, 2.844737, 1]]
