[[0, -0.01966971, -0.09360166, 2.058823, 1], [1, -0.04246915, 0.1994754, 2.018136, 1], [2, -0.06435936, 0.4823382, 1.967643, 1], [3, -0.06964289, 0.6047953, 1.932841, 1], [4, -0.2136129, 0.3610302, 1.929371, 1], [5, -0.1340287, 0.1191155, 1.805727, 1], [6, -0.05827257, 0.04215673, 1.724567, 1], [7, -0.01535905, 0.004484487, 1.674454, 1], [8, 0.103412, 0.3878027, 1.960883, 1], [9, 0.1174849, 0.1737428, 1.853022, 1], [10, 0.02840312, 0.0155923, 1.715059, 1], [11, -0.01025282, -0.01140741, 1.66608, 1], [12, -0.09288883, -0.09766817, 2.009643, 1], [13, -0.08615679, -0.3894987, 2.048317, 1], [14, -0.07843965, -0.6827759, 2.093889, 1], [15, -0.06830838, -0.7172868, 1.986144, 1], [16, 0.0542448, -0.08626539, 2.034503, 1], [17, 0.06569491, -0.3908165, 2.058092, 1], [18, 0.07508579, -0.6782728, 2.107426, 1], [19, 0.0891935, -0.7457992, 2.028579, 1], [20, -0.05908512, 0.4131543, 1.982409, 1], [21, 0.006589194, -0.03126632, 1.652465, 1], [22, 0.02522498, 0.02283422, 1.67644, 1], [23, -0.04031263, -0.04528944, 1.654097, 1], [24, -0.01837125, -0.05337746, 1.6724, 1]]
[[0, -0.01961387, -0.09339229, 2.058812, 1], [1, -0.04225485, 0.1996906, 2.018199, 1], [2, -0.0638831, 0.4825121, 1.967522, 1], [3, -0.06861049, 0.604925, 1.932925, 1], [4, -0.2124394, 0.3617664, 1.928799, 1], [5, -0.1319824, 0.1189401, 1.803297, 1], [6, -0.05792097, 0.04215181, 1.722926, 1], [7, -0.01483362, 0.003024598, 1.674007, 1], [8, 0.103465, 0.3886217, 1.961682, 1], [9, 0.1172426, 0.1738734, 1.852918, 1], [10, 0.02844186, 0.01588015, 1.714575, 1], [11, -0.01019354, -0.0119587, 1.665001, 1], [12, -0.0927986, -0.09746712, 2.009584, 1], [13, -0.08615802, -0.3893709, 2.04832, 1], [14, -0.07809602, -0.6825451, 2.094115, 1], [15, -0.06759273, -0.7170507, 1.986408, 1], [16, 0.05426699, -0.08602213, 2.034593, 1], [17, 0.06573284, -0.3908197, 2.05818, 1], [18, 0.07504184, -0.6784789, 2.10733, 1], [19, 0.08912452, -0.7457721, 2.028607, 1], [20, -0.05868754, 0.4133396, 1.982352, 1], [21, 0.006834857, -0.03351776, 1.652125, 1], [22, 0.02559672, 0.02214737, 1.677372, 1], [23, -0.03650507, -0.04555296, 1.655338, 1], [24, -0.01614317, -0.05638998, 1.671667, 1]]
[[0, -0.0196241, -0.09334675, 2.058764, 1], [1, -0.04221153, 0.1997259, 2.01815, 1], [2, -0.06364598, 0.4825183, 1.967144, 1], [3, -0.06738098, 0.6049764, 1.932547, 1], [4, -0.21201, 0.3615645, 1.928722, 1], [5, -0.1293622, 0.1191845, 1.800103, 1], [6, -0.05717123, 0.04182513, 1.720518, 1], [7, -0.0144291, 0.00222837, 1.67073, 1], [8, 0.1114201, 0.3870997, 1.958934, 1], [9, 0.1164964, 0.1737067, 1.852167, 1], [10, 0.0285428, 0.01599861, 1.712912, 1], [11, -0.01117515, -0.01257178, 1.66067, 1], [12, -0.09279748, -0.09736142, 2.009483, 1], [13, -0.08617215, -0.3894055, 2.048239, 1], [14, -0.07823335, -0.6822931, 2.093755, 1], [15, -0.06859259, -0.7168523, 1.985976, 1], [16, 0.05425737, -0.08601429, 2.034591, 1], [17, 0.06572703, -0.3908205, 2.05818, 1], [18, 0.07509524, -0.6787916, 2.107024, 1], [19, 0.08917099, -0.7458637, 2.02838, 1], [20, -0.05851116, 0.4133627, 1.982095, 1], [21, 0.007053874, -0.03741961, 1.649761, 1], [22, 0.02077313, 0.02581438, 1.676987, 1], [23, -0.03772241, -0.04540181, 1.648666, 1], [24, -0.02874516, -0.05770167, 1.665556, 1]]
[[0, -0.01962227, -0.09332156, 2.058774, 1], [1, -0.04218431, 0.1997311, 2.018128, 1], [2, -0.06346194, 0.4823978, 1.966677, 1], [3, -0.06655921, 0.6049466, 1.932219, 1], [4, -0.2114873, 0.3612615, 1.928591, 1], [5, -0.1283703, 0.1202819, 1.798429, 1], [6, -0.05757965, 0.04246486, 1.718853, 1], [7, -0.01621447, 0.001302317, 1.668604, 1], [8, 0.1140422, 0.3868753, 1.957757, 1], [9, 0.1156193, 0.172962, 1.850499, 1], [10, 0.02812177, 0.01519431, 1.711014, 1], [11, -0.01204612, -0.01360824, 1.659633, 1], [12, -0.09279418, -0.09729379, 2.009458, 1], [13, -0.08632079, -0.3893371, 2.048038, 1], [14, -0.0789317, -0.6819775, 2.093305, 1], [15, -0.06958058, -0.7165731, 1.985512, 1], [16, 0.05425793, -0.0859988, 2.034691, 1], [17, 0.06569108, -0.390834, 2.058261, 1], [18, 0.07517421, -0.6786932, 2.106819, 1], [19, 0.08929977, -0.7458799, 2.02817, 1], [20, -0.05837256, 0.4132937, 1.981798, 1], [21, 0.002985332, -0.03812232, 1.646437, 1], [22, 0.02223523, 0.0240426, 1.675328, 1], [23, -0.03662742, -0.0451595, 1.647335, 1], [24, -0.0160503, -0.05656229, 1.668005, 1]]
[[0, -0.01963342, -0.09332228, 2.058734, 1], [1, -0.04213234, 0.1997436, 2.018054, 1], [2, -0.06322061, 0.4824158, 1.966279, 1], [3, -0.06554175, 0.6047612, 1.931495, 1], [4, -0.2107863, 0.3607939, 1.928182, 1], [5, -0.1225156, 0.1189024, 1.790397, 1], [6, -0.0578235, 0.04382313, 1.715096, 1], [7, -0.01687538, 0.002206001, 1.663831, 1], [8, 0.1114056, 0.3859679, 1.957222, 1], [9, 0.1147326, 0.1723237, 1.848434, 1], [10, 0.02771338, 0.0142242, 1.70903, 1], [11, -0.01308388, -0.01373229, 1.654202, 1], [12, -0.09283306, -0.09730662, 2.009376, 1], [13, -0.08634709, -0.3893321, 2.04798, 1], [14, -0.07924633, -0.6822128, 2.093014, 1], [15, -0.1049475, -0.7526802, 2.046353, 1], [16, 0.0542586, -0.08599748, 2.034689, 1], [17, 0.06580807, -0.3908491, 2.058255, 1], [18, 0.07497931, -0.6786392, 2.107824, 1], [19, 0.0892811, -0.745885, 2.028151, 1], [20, -0.05818127, 0.4133104, 1.981497, 1], [21, 0.001647921, -0.03780257, 1.642693, 1], [22, 0.02157994, 0.02459715, 1.670801, 1], [23, -0.03591342, -0.04535031, 1.643465, 1], [24, -0.02007004, -0.05759452, 1.6581, 1]]
[[0, -0.01960152, -0.093345, 2.058695, 1], [1, -0.0418968, 0.1997301, 2.017855, 1], [2, -0.06254961, 0.4824061, 1.965451, 1], [3, -0.06443066, 0.6046007, 1.930698, 1], [4, -0.2102893, 0.3605001, 1.927888, 1], [5, -0.1205092, 0.1192408, 1.786638, 1], [6, -0.05804645, 0.04435204, 1.711375, 1], [7, -0.01763412, 0.002619412, 1.659738, 1], [8, 0.1101615, 0.3854035, 1.957257, 1], [9, 0.1134465, 0.1720734, 1.845138, 1], [10, 0.02714616, 0.0141652, 1.705033, 1], [11, -0.01398321, -0.01396127, 1.649811, 1], [12, -0.09280138, -0.09735525, 2.009177, 1], [13, -0.08638686, -0.3896264, 2.048008, 1], [14, -0.07925375, -0.6820298, 2.093266, 1], [15, -0.1027815, -0.7525028, 2.048387, 1], [16, 0.05431339, -0.08602335, 2.034742, 1], [17, 0.06587877, -0.3908801, 2.058251, 1], [18, 0.07484388, -0.6779329, 2.108086, 1], [19, 0.08938605, -0.7460037, 2.027955, 1], [20, -0.05762033, 0.4132964, 1.980852, 1], [21, 0.0005969811, -0.03775461, 1.638775, 1], [22, 0.02201911, 0.02192189, 1.664833, 1], [23, -0.04085664, -0.04304558, 1.634686, 1], [24, -0.04259748, -0.05775649, 1.65625, 1]]
[[0, -0.01968583, -0.09314656, 2.058642, 1], [1, -0.04186585, 0.1997819, 2.017745, 1], [2, -0.06235189, 0.4822655, 1.964931, 1], [3, -0.06345175, 0.604259, 1.929789, 1], [4, -0.2097168, 0.3602842, 1.927494, 1], [5, -0.1207136, 0.1194077, 1.785285, 1], [6, -0.05861422, 0.04508576, 1.707867, 1], [7, -0.0191463, 0.005150765, 1.653947, 1], [8, 0.1091027, 0.3853848, 1.956997, 1], [9, 0.112917, 0.1721112, 1.843048, 1], [10, 0.02661401, 0.01519629, 1.701768, 1], [11, -0.01435229, -0.01328664, 1.644312, 1], [12, -0.09294144, -0.09705089, 2.009062, 1], [13, -0.08638969, -0.3896614, 2.048017, 1], [14, -0.07901018, -0.68219, 2.093526, 1], [15, -0.1051659, -0.7528143, 2.048918, 1], [16, 0.05426847, -0.08591068, 2.034763, 1], [17, 0.06603442, -0.3904738, 2.05843, 1], [18, 0.0749251, -0.6782916, 2.10766, 1], [19, 0.08932184, -0.7460071, 2.027932, 1], [20, -0.0574692, 0.4132274, 1.980457, 1], [21, 0.0006102192, -0.03468557, 1.631715, 1], [22, 0.02064248, 0.02594282, 1.660591, 1], [23, -0.04012817, -0.03880512, 1.627098, 1], [24, -0.03510019, -0.05355609, 1.648625, 1]]
[[0, -0.01976721, -0.09307907, 2.058584, 1], [1, -0.04178886, 0.1998375, 2.017512, 1], [2, -0.06191972, 0.4822439, 1.96405, 1], [3, -0.06242039, 0.6041443, 1.928864, 1], [4, -0.2089501, 0.3599598, 1.92678, 1], [5, -0.1219689, 0.1228746, 1.782666, 1], [6, -0.05824926, 0.04667058, 1.701877, 1], [7, -0.01964248, 0.007736662, 1.645497, 1], [8, 0.1126963, 0.3851838, 1.95519, 1], [9, 0.1120148, 0.1722151, 1.841256, 1], [10, 0.02705795, 0.01796213, 1.696082, 1], [11, -0.003853107, 0.003321028, 1.650062, 1], [12, -0.09303605, -0.09696759, 2.008987, 1], [13, -0.08636027, -0.3897314, 2.047944, 1], [14, -0.07878173, -0.6823479, 2.094436, 1], [15, -0.1078726, -0.7523807, 2.048436, 1], [16, 0.05420699, -0.08586609, 2.034751, 1], [17, 0.06601062, -0.3905371, 2.058505, 1], [18, 0.07494121, -0.6782524, 2.10802, 1], [19, 0.08933257, -0.7459996, 2.027921, 1], [20, -0.0571338, 0.4132327, 1.979754, 1], [21, -0.001211177, -0.03075035, 1.624971, 1], [22, 0.01988974, 0.02875754, 1.651679, 1], [23, -0.03617013, -0.03513682, 1.623254, 1], [24, -0.001839699, -0.03972049, 1.6395, 1]]
[[0, -0.01984588, -0.09288102, 2.058389, 1], [1, -0.04167845, 0.1999654, 2.017117, 1], [2, -0.06158173, 0.4822267, 1.963174, 1], [3, -0.06130163, 0.6037638, 1.927656, 1], [4, -0.2082573, 0.3596901, 1.926044, 1], [5, -0.1231945, 0.1266633, 1.779071, 1], [6, -0.05842903, 0.05011943, 1.694852, 1], [7, -0.02020144, 0.01201127, 1.637876, 1], [8, 0.1147011, 0.3851283, 1.95399, 1], [9, 0.1113559, 0.1749631, 1.839095, 1], [10, 0.02784585, 0.02180009, 1.691827, 1], [11, -0.003061348, 0.007370567, 1.642738, 1], [12, -0.09313305, -0.09673639, 2.008801, 1], [13, -0.08638932, -0.3893928, 2.047719, 1], [14, -0.07900501, -0.68188, 2.094213, 1], [15, -0.1071483, -0.7531458, 2.051534, 1], [16, 0.05415249, -0.08572762, 2.034613, 1], [17, 0.06614052, -0.3905554, 2.058486, 1], [18, 0.07479154, -0.6784753, 2.108016, 1], [19, 0.08949749, -0.7461298, 2.028199, 1], [20, -0.05684542, 0.4132588, 1.978991, 1], [21, -0.001058127, -0.02448889, 1.614892, 1], [22, 0.01551784, 0.03763093, 1.643531, 1], [23, -0.03767679, -0.02905146, 1.615598, 1], [24, -0.01132913, -0.04177527, 1.6275, 1]]
[[0, -0.01992392, -0.0927579, 2.058059, 1], [1, -0.0415482, 0.1999959, 2.016477, 1], [2, -0.06123687, 0.4820539, 1.961999, 1], [3, -0.06017249, 0.6036439, 1.926397, 1], [4, -0.2075782, 0.359551, 1.925278, 1], [5, -0.1247181, 0.1328743, 1.773135, 1], [6, -0.05813859, 0.05464811, 1.683993, 1], [7, -0.02115596, 0.01840803, 1.626412, 1], [8, 0.1161755, 0.3852481, 1.953288, 1], [9, 0.1108989, 0.1746641, 1.834104, 1], [10, 0.02522664, 0.02584655, 1.683495, 1], [11, -0.004234203, 0.0130004, 1.632267, 1], [12, -0.09321653, -0.09649733, 2.008509, 1], [13, -0.08655977, -0.3892523, 2.047447, 1], [14, -0.07903704, -0.681802, 2.093905, 1], [15, -0.1104029, -0.7544376, 2.048283, 1], [16, 0.05408093, -0.085719, 2.034307, 1], [17, 0.06614862, -0.3905601, 2.058381, 1], [18, 0.07431301, -0.6799341, 2.108346, 1], [19, 0.09013342, -0.7463058, 2.026577, 1], [20, -0.05654325, 0.4131382, 1.977933, 1], [21, 0.0002407175, -0.01961035, 1.60456, 1], [22, 0.01508172, 0.04294839, 1.635321, 1], [23, -0.03793805, -0.0198301, 1.597702, 1], [24, 0.008916087, -0.02110622, 1.603158, 1]]
[[0, -0.01992362, -0.09243347, 2.057593, 1], [1, -0.04131645, 0.2001386, 2.015849, 1], [2, -0.06082621, 0.4819599, 1.961122, 1], [3, -0.05940486, 0.6035633, 1.92555, 1], [4, -0.206807, 0.3593563, 1.924217, 1], [5, -0.1284384, 0.146109, 1.768112, 1], [6, -0.0575144, 0.06092447, 1.673504, 1], [7, -0.02079064, 0.024999, 1.614159, 1], [8, 0.1168775, 0.3854293, 1.952639, 1], [9, 0.1096781, 0.1772043, 1.828033, 1], [10, 0.02494544, 0.03224291, 1.672979, 1], [11, -0.007020311, 0.02013883, 1.619373, 1], [12, -0.09323408, -0.09604008, 2.00807, 1], [13, -0.08659652, -0.3892839, 2.047356, 1], [14, -0.07922799, -0.6820484, 2.092753, 1], [15, -0.1128627, -0.7549123, 2.046477, 1], [16, 0.05409211, -0.08553742, 2.033893, 1], [17, 0.06609557, -0.3906109, 2.058372, 1], [18, 0.07432023, -0.6797789, 2.108442, 1], [19, 0.09013395, -0.746349, 2.026536, 1], [20, -0.05616535, 0.4131034, 1.977102, 1], [21, -0.0009054221, -0.01173826, 1.59416, 1], [22, 0.01790132, 0.04563954, 1.627238, 1], [23, -0.03943923, -0.01309367, 1.590026, 1], [24, -0.02675186, -0.03029822, 1.6007, 1]]
