[[0, -0.391466, 0.01355103, 2.149645, 1], [1, -0.4089246, 0.3164941, 2.084618, 1], [2, -0.4240054, 0.6074174, 2.00726, 1], [3, -0.4401704, 0.740283, 1.981093, 1], [4, -0.5973703, 0.5055431, 1.998101, 1], [5, -0.6621382, 0.2758183, 2.090582, 1], [6, -0.6326771, 0.06932133, 2.117619, 1], [7, -0.6173774, 0.0392588, 2.112509, 1], [8, -0.2391514, 0.5283188, 2.049413, 1], [9, -0.106264, 0.3190065, 2.135565, 1], [10, 0.03223709, 0.161275, 2.152725, 1], [11, 0.107803, 0.09756005, 2.148771, 1], [12, -0.4667873, 0.01367624, 2.100768, 1], [13, -0.4556908, -0.3570981, 2.207833, 1], [14, -0.4727044, -0.6579778, 2.252468, 1], [15, -0.4903969, -0.7276517, 2.179374, 1], [16, -0.3040425, 0.01233246, 2.130689, 1], [17, -0.2741815, -0.3762528, 2.238754, 1], [18, -0.1982979, -0.6389112, 2.279859, 1], [19, -0.1622619, -0.7064071, 2.222599, 1], [20, -0.4209223, 0.5361994, 2.028755, 1], [21, -0.5851352, -0.02300346, 2.099179, 1], [22, -0.574056, 0.06109596, 2.066128, 1], [23, 0.1822629, 0.03343862, 2.139597, 1], [24, 0.08910035, 0.08236469, 2.246, 1]]
[[0, -0.3932891, 0.01243722, 2.148849, 1], [1, -0.4091057, 0.3161392, 2.08424, 1], [2, -0.4232847, 0.6073959, 2.006949, 1], [3, -0.4384367, 0.7408647, 1.98124, 1], [4, -0.5969512, 0.5059867, 1.998228, 1], [5, -0.6624988, 0.2764141, 2.091077, 1], [6, -0.6339452, 0.06972377, 2.117691, 1], [7, -0.6198425, 0.04024823, 2.111435, 1], [8, -0.2378162, 0.5271801, 2.049284, 1], [9, -0.1010654, 0.3243928, 2.138386, 1], [10, 0.08202094, 0.1852563, 2.160913, 1], [11, 0.1625439, 0.1253715, 2.163317, 1], [12, -0.4687081, 0.01313212, 2.100135, 1], [13, -0.456121, -0.3573756, 2.207799, 1], [14, -0.4728907, -0.657886, 2.251744, 1], [15, -0.4907672, -0.7280581, 2.179893, 1], [16, -0.3056524, 0.01076581, 2.129654, 1], [17, -0.2746368, -0.3762044, 2.238393, 1], [18, -0.1989459, -0.6395339, 2.278571, 1], [19, -0.1619896, -0.7072321, 2.221187, 1], [20, -0.4205037, 0.5361038, 2.028455, 1], [21, -0.5875797, -0.02235691, 2.098842, 1], [22, -0.5783289, 0.04353891, 2.066562, 1], [23, 0.2283371, 0.07766542, 2.160879, 1], [24, 0.137456, 0.1168396, 2.2162, 1]]
[[0, -0.3938383, 0.01217741, 2.148475, 1], [1, -0.4090369, 0.3158789, 2.083802, 1], [2, -0.4220592, 0.607206, 2.006258, 1], [3, -0.4373542, 0.7408641, 1.981196, 1], [4, -0.5966341, 0.5060968, 1.998152, 1], [5, -0.6626446, 0.2764898, 2.091159, 1], [6, -0.6342824, 0.06975833, 2.117677, 1], [7, -0.6220719, 0.03985099, 2.111446, 1], [8, -0.2370739, 0.5269321, 2.049212, 1], [9, -0.06392317, 0.3323527, 2.143818, 1], [10, 0.1150694, 0.2145375, 2.16637, 1], [11, 0.1985222, 0.1823343, 2.168134, 1], [12, -0.4694539, 0.0130119, 2.099787, 1], [13, -0.4574612, -0.3572524, 2.207424, 1], [14, -0.4723915, -0.6575997, 2.251609, 1], [15, -0.4908208, -0.7279796, 2.180181, 1], [16, -0.305998, 0.01044852, 2.129226, 1], [17, -0.2718852, -0.3746876, 2.237122, 1], [18, -0.200858, -0.637313, 2.277578, 1], [19, -0.1626363, -0.7057546, 2.222242, 1], [20, -0.4196213, 0.5358868, 2.027805, 1], [21, -0.5939012, -0.02401714, 2.111148, 1], [22, -0.5797501, 0.03595374, 2.063615, 1], [23, 0.2657992, 0.1434036, 2.192162, 1], [24, 0.1990666, 0.1568273, 2.2095, 1]]
[[0, -0.3949083, 0.01205932, 2.147428, 1], [1, -0.4091833, 0.315709, 2.08334, 1], [2, -0.4216984, 0.6071215, 2.006127, 1], [3, -0.4367359, 0.740807, 1.981221, 1], [4, -0.5962631, 0.5062333, 1.997984, 1], [5, -0.6630374, 0.2768717, 2.091086, 1], [6, -0.6346615, 0.07004111, 2.117062, 1], [7, -0.6215596, 0.03871581, 2.108373, 1], [8, -0.2359307, 0.5274416, 2.049436, 1], [9, -0.05360771, 0.3558002, 2.138746, 1], [10, 0.1351518, 0.2685837, 2.164358, 1], [11, 0.2252167, 0.2462322, 2.165895, 1], [12, -0.4708858, 0.01328961, 2.098557, 1], [13, -0.4579749, -0.3576067, 2.207209, 1], [14, -0.4723174, -0.6576493, 2.251558, 1], [15, -0.4914753, -0.7278928, 2.182009, 1], [16, -0.3067234, 0.01008922, 2.128282, 1], [17, -0.2732142, -0.3727808, 2.235837, 1], [18, -0.2005456, -0.6381234, 2.279982, 1], [19, -0.1626313, -0.7055401, 2.223056, 1], [20, -0.4193767, 0.5357983, 2.02761, 1], [21, -0.5881056, -0.02220785, 2.091296, 1], [22, -0.57805, 0.04712186, 2.064102, 1], [23, 0.3140182, 0.2232466, 2.179308, 1], [24, 0.1855711, 0.2238975, 2.202, 1]]
[[0, -0.3954345, 0.01205677, 2.147043, 1], [1, -0.4092683, 0.3156296, 2.083035, 1], [2, -0.4213714, 0.6070892, 2.005923, 1], [3, -0.4364934, 0.7408265, 1.981267, 1], [4, -0.5961974, 0.5062663, 1.997957, 1], [5, -0.6632043, 0.2768749, 2.09105, 1], [6, -0.6353701, 0.06991675, 2.116677, 1], [7, -0.6213608, 0.03830105, 2.109353, 1], [8, -0.234737, 0.5286778, 2.049653, 1], [9, -0.03411916, 0.3895142, 2.13864, 1], [10, 0.1632741, 0.3197798, 2.153812, 1], [11, 0.2531833, 0.312147, 2.159365, 1], [12, -0.4715161, 0.01342067, 2.098124, 1], [13, -0.4597695, -0.3577516, 2.206889, 1], [14, -0.472414, -0.6579871, 2.25163, 1], [15, -0.4914668, -0.727897, 2.18206, 1], [16, -0.3071046, 0.01001288, 2.127937, 1], [17, -0.2733116, -0.3725487, 2.235649, 1], [18, -0.2006583, -0.6375299, 2.278764, 1], [19, -0.1629332, -0.7052985, 2.223741, 1], [20, -0.4191439, 0.5357574, 2.027375, 1], [21, -0.5926684, -0.02246842, 2.097895, 1], [22, -0.5811887, 0.06861025, 2.058667, 1], [23, 0.3454381, 0.3045934, 2.1818, 1], [24, 0.20817, 0.285582, 2.175385, 1]]
[[0, -0.3960424, 0.01226785, 2.146149, 1], [1, -0.4095265, 0.3156939, 2.082484, 1], [2, -0.4213382, 0.6071474, 2.005814, 1], [3, -0.4363701, 0.7409291, 1.98133, 1], [4, -0.5961758, 0.5063211, 1.997934, 1], [5, -0.6634045, 0.2768608, 2.090863, 1], [6, -0.6361556, 0.06971314, 2.115808, 1], [7, -0.6226078, 0.03909361, 2.107871, 1], [8, -0.233454, 0.530043, 2.050223, 1], [9, -0.02612094, 0.4193084, 2.13396, 1], [10, 0.1779747, 0.3763656, 2.152812, 1], [11, 0.2681188, 0.378241, 2.151498, 1], [12, -0.4722166, 0.0135559, 2.097195, 1], [13, -0.4598139, -0.3573158, 2.206763, 1], [14, -0.472286, -0.6579725, 2.251569, 1], [15, -0.4897894, -0.7270875, 2.180714, 1], [16, -0.3075655, 0.01033363, 2.127062, 1], [17, -0.2731425, -0.3724909, 2.235635, 1], [18, -0.2006523, -0.6379769, 2.27828, 1], [19, -0.1629928, -0.7054157, 2.223786, 1], [20, -0.4191301, 0.535824, 2.027178, 1], [21, -0.5940599, -0.0230236, 2.101367, 1], [22, -0.5767396, 0.06944055, 2.056, 1], [23, 0.3608167, 0.3868622, 2.182733, 1], [24, 0.2153955, 0.3440896, 2.1914, 1]]
[[0, -0.3964461, 0.01249863, 2.145805, 1], [1, -0.4097977, 0.3157372, 2.082168, 1], [2, -0.4213769, 0.6071517, 2.005723, 1], [3, -0.4363708, 0.7409537, 1.981357, 1], [4, -0.5961717, 0.5062814, 1.997793, 1], [5, -0.6638248, 0.2769402, 2.089995, 1], [6, -0.6365521, 0.06971917, 2.114514, 1], [7, -0.6227567, 0.0380972, 2.107043, 1], [8, -0.232045, 0.5319023, 2.050726, 1], [9, -0.0184607, 0.4459227, 2.127069, 1], [10, 0.1984261, 0.426943, 2.148774, 1], [11, 0.2902727, 0.4464969, 2.14747, 1], [12, -0.4729008, 0.01392375, 2.096496, 1], [13, -0.4591506, -0.3570561, 2.206621, 1], [14, -0.472147, -0.6579306, 2.251617, 1], [15, -0.4894736, -0.7270809, 2.179121, 1], [16, -0.3077366, 0.01047152, 2.126946, 1], [17, -0.2729146, -0.3722839, 2.235619, 1], [18, -0.2006308, -0.6383581, 2.277549, 1], [19, -0.1631266, -0.7053681, 2.222799, 1], [20, -0.419196, 0.5358356, 2.027028, 1], [21, -0.5936924, -0.02450623, 2.109215, 1], [22, -0.5806522, 0.03532442, 2.064059, 1], [23, 0.3871278, 0.4748379, 2.182031, 1], [24, 0.2365348, 0.4031134, 2.192714, 1]]
[[0, -0.3965601, 0.01280279, 2.145486, 1], [1, -0.410027, 0.3158462, 2.081924, 1], [2, -0.4215749, 0.6071892, 2.005659, 1], [3, -0.4363981, 0.74094, 1.981408, 1], [4, -0.5962232, 0.5062288, 1.997657, 1], [5, -0.6638459, 0.2769043, 2.088917, 1], [6, -0.6314358, 0.05378986, 2.105382, 1], [7, -0.6127736, 0.02775, 2.102548, 1], [8, -0.2306776, 0.5348949, 2.051184, 1], [9, -0.002238289, 0.4783998, 2.125041, 1], [10, 0.2177773, 0.487101, 2.144724, 1], [11, 0.2994622, 0.5207448, 2.135078, 1], [12, -0.4730767, 0.01433577, 2.095819, 1], [13, -0.45902, -0.3566456, 2.206523, 1], [14, -0.4720391, -0.6581095, 2.25167, 1], [15, -0.4899111, -0.727449, 2.179689, 1], [16, -0.307783, 0.01070534, 2.126851, 1], [17, -0.2726319, -0.3721915, 2.235603, 1], [18, -0.2004, -0.6375277, 2.277413, 1], [19, -0.1630441, -0.7049721, 2.223201, 1], [20, -0.4193787, 0.5358865, 2.026917, 1], [21, -0.5807304, -0.03361827, 2.09007, 1], [22, -0.5731367, 0.05289287, 2.052091, 1], [23, 0.3768987, 0.5622001, 2.159065, 1], [24, 0.2749488, 0.4726997, 2.175909, 1]]
[[0, -0.3959706, 0.01358916, 2.14536, 1], [1, -0.4099365, 0.3160303, 2.08185, 1], [2, -0.4215831, 0.6072118, 2.00566, 1], [3, -0.436525, 0.7409305, 1.981558, 1], [4, -0.5962377, 0.5061741, 1.997604, 1], [5, -0.6636546, 0.2764916, 2.088038, 1], [6, -0.6375935, 0.06756045, 2.101753, 1], [7, -0.6211676, 0.03783942, 2.10535, 1], [8, -0.2289855, 0.539798, 2.052234, 1], [9, 0.01800293, 0.5180749, 2.122743, 1], [10, 0.2243573, 0.5499898, 2.129715, 1], [11, 0.3059863, 0.5955387, 2.130205, 1], [12, -0.4724553, 0.01510419, 2.095479, 1], [13, -0.4587902, -0.355054, 2.205995, 1], [14, -0.4720183, -0.6578782, 2.251724, 1], [15, -0.4903249, -0.7274638, 2.180971, 1], [16, -0.3071427, 0.01158048, 2.126957, 1], [17, -0.2713522, -0.3719294, 2.235892, 1], [18, -0.2006659, -0.636709, 2.277022, 1], [19, -0.1632879, -0.7045051, 2.222929, 1], [20, -0.4193709, 0.5359329, 2.026903, 1], [21, -0.5922031, -0.02392645, 2.109699, 1], [22, -0.5783076, 0.05361891, 2.070883, 1], [23, 0.3827345, 0.6419957, 2.153545, 1], [24, 0.3133789, 0.5622765, 2.14976, 1]]
[[0, -0.395281, 0.01414982, 2.145444, 1], [1, -0.4098732, 0.3161978, 2.081829, 1], [2, -0.4217274, 0.6073347, 2.005662, 1], [3, -0.4366429, 0.7409238, 1.981623, 1], [4, -0.5959861, 0.5056316, 1.997223, 1], [5, -0.6634667, 0.2759635, 2.086851, 1], [6, -0.6369066, 0.06724747, 2.101876, 1], [7, -0.6186817, 0.03604313, 2.102393, 1], [8, -0.2275236, 0.5433248, 2.052839, 1], [9, 0.0224847, 0.5401829, 2.118625, 1], [10, 0.2246738, 0.6126121, 2.12096, 1], [11, 0.2973906, 0.6611432, 2.121485, 1], [12, -0.4712749, 0.01571837, 2.095239, 1], [13, -0.4586977, -0.3548099, 2.205965, 1], [14, -0.4721767, -0.6579955, 2.251642, 1], [15, -0.4904537, -0.7276641, 2.18118, 1], [16, -0.306719, 0.01217993, 2.127328, 1], [17, -0.2712899, -0.3717132, 2.235996, 1], [18, -0.2006712, -0.6363612, 2.27698, 1], [19, -0.163341, -0.7044587, 2.222813, 1], [20, -0.4194384, 0.5360482, 2.026889, 1], [21, -0.5861458, -0.02559457, 2.102735, 1], [22, -0.5740772, 0.06688274, 2.063, 1], [23, 0.3702459, 0.7208813, 2.151833, 1], [24, 0.2889656, 0.6012253, 2.157715, 1]]
[[0, -0.3934195, 0.0156805, 2.14592, 1], [1, -0.409592, 0.3167703, 2.081991, 1], [2, -0.4220489, 0.6076728, 2.00586, 1], [3, -0.4368625, 0.7411408, 1.982044, 1], [4, -0.5957475, 0.5055456, 1.996987, 1], [5, -0.6629811, 0.2759975, 2.085987, 1], [6, -0.6369877, 0.06742794, 2.102642, 1], [7, -0.6180916, 0.03483211, 2.105197, 1], [8, -0.2259807, 0.5503912, 2.052682, 1], [9, 0.04041518, 0.5881276, 2.116466, 1], [10, 0.2330499, 0.6684679, 2.105157, 1], [11, 0.2806352, 0.7208385, 2.110861, 1], [12, -0.468685, 0.01734988, 2.095226, 1], [13, -0.4582128, -0.3535073, 2.205904, 1], [14, -0.4723164, -0.6580069, 2.251577, 1], [15, -0.490399, -0.7275414, 2.180914, 1], [16, -0.3054282, 0.01365948, 2.12828, 1], [17, -0.2710221, -0.3706699, 2.236201, 1], [18, -0.2040194, -0.6290681, 2.278376, 1], [19, -0.1643912, -0.7029186, 2.223565, 1], [20, -0.4195825, 0.5363884, 2.027034, 1], [21, -0.5850829, -0.02562199, 2.10018, 1], [22, -0.5725042, 0.05752178, 2.065127, 1], [23, 0.3381091, 0.7961032, 2.139541, 1], [24, 0.2869667, 0.6722681, 2.124158, 1]]
