[[0, -0.09470468, -0.00161588, 2.764464, 1], [1, -0.09160457, 0.3039886, 2.74287, 1], [2, -0.08919235, 0.6000049, 2.709122, 1], [3, -0.09149799, 0.7352898, 2.72018, 1], [4, -0.2497521, 0.4680262, 2.675978, 1], [5, -0.3131328, 0.2340376, 2.703718, 1], [6, -0.3005018, 0.03349628, 2.68417, 1], [7, -0.2893399, -0.007377896, 2.688903, 1], [8, 0.06096447, 0.4729759, 2.709648, 1], [9, 0.1069079, 0.2078323, 2.737965, 1], [10, 0.1207128, 0.007426933, 2.726858, 1], [11, 0.1114597, -0.0488225, 2.728958, 1], [12, -0.1620188, -0.002606978, 2.723707, 1], [13, -0.1707692, -0.2667749, 2.805945, 1], [14, -0.210815, -0.5785328, 2.873541, 1], [15, -0.2176846, -0.6538257, 2.810155, 1], [16, -0.02520683, -0.0007460387, 2.73571, 1], [17, -0.02421373, -0.2716011, 2.814985, 1], [18, -0.01325538, -0.5706252, 2.883439, 1], [19, -0.005107115, -0.6503125, 2.816983, 1], [20, -0.08991756, 0.5272845, 2.719721, 1], [21, -0.2805109, -0.07677652, 2.705933, 1], [22, -0.3244464, -0.001805925, 2.6816, 1], [23, 0.114503, -0.1160452, 2.747552, 1], [24, 0.0744427, -0.05211739, 2.714857, 1]]
[[0, -0.09517805, -0.002120764, 2.763861, 1], [1, -0.09198303, 0.3031582, 2.742694, 1], [2, -0.08935857, 0.598877, 2.709481, 1], [3, -0.09175872, 0.7350907, 2.719336, 1], [4, -0.2500111, 0.4678654, 2.676245, 1], [5, -0.3131013, 0.2339763, 2.704011, 1], [6, -0.3004468, 0.033456, 2.684024, 1], [7, -0.2897751, -0.005984173, 2.688034, 1], [8, 0.06079239, 0.471872, 2.70777, 1], [9, 0.1065522, 0.2062943, 2.725972, 1], [10, 0.1222869, 0.006413093, 2.702355, 1], [11, 0.1149048, -0.0557452, 2.705272, 1], [12, -0.162492, -0.003075354, 2.723316, 1], [13, -0.1707261, -0.2669614, 2.805872, 1], [14, -0.2108925, -0.5806944, 2.873035, 1], [15, -0.2187754, -0.6588097, 2.794842, 1], [16, -0.02564554, -0.001266897, 2.734801, 1], [17, -0.02426184, -0.2716505, 2.814972, 1], [18, -0.01328849, -0.5706227, 2.883319, 1], [19, -0.004862093, -0.6501526, 2.816768, 1], [20, -0.09012991, 0.5262428, 2.719925, 1], [21, -0.2776842, -0.07708728, 2.702827, 1], [22, -0.3224957, -0.01136256, 2.682592, 1], [23, 0.1151877, -0.1215329, 2.716482, 1], [24, 0.09943609, -0.07751278, 2.666125, 1]]
[[0, -0.09596564, -0.002491693, 2.763337, 1], [1, -0.09241994, 0.3027855, 2.742685, 1], [2, -0.08954979, 0.5985286, 2.709901, 1], [3, -0.09204932, 0.734833, 2.718838, 1], [4, -0.252091, 0.4671537, 2.67835, 1], [5, -0.3131823, 0.2339682, 2.704265, 1], [6, -0.3004254, 0.03348471, 2.683614, 1], [7, -0.2887232, -0.003593391, 2.686724, 1], [8, 0.06039172, 0.4715272, 2.706651, 1], [9, 0.1071045, 0.2124672, 2.707086, 1], [10, 0.1263214, 0.0138546, 2.672507, 1], [11, 0.1235469, -0.04738492, 2.671105, 1], [12, -0.1632293, -0.003369385, 2.723075, 1], [13, -0.1706507, -0.2669303, 2.805826, 1], [14, -0.2109344, -0.5807867, 2.872934, 1], [15, -0.2173815, -0.6563958, 2.799302, 1], [16, -0.02646234, -0.001707941, 2.733885, 1], [17, -0.02504592, -0.2825115, 2.818515, 1], [18, -0.01373519, -0.5711588, 2.883038, 1], [19, -0.005136366, -0.6510655, 2.814537, 1], [20, -0.09036134, 0.5259014, 2.720216, 1], [21, -0.2769708, -0.07537518, 2.701885, 1], [22, -0.3235758, -0.001844091, 2.674467, 1], [23, 0.1344235, -0.1203965, 2.686928, 1], [24, 0.09341244, -0.05809445, 2.649875, 1]]
[[0, -0.09641765, -0.002661973, 2.763245, 1], [1, -0.09280065, 0.302334, 2.743338, 1], [2, -0.08958829, 0.5975871, 2.712607, 1], [3, -0.09268761, 0.7344143, 2.719077, 1], [4, -0.2528896, 0.4675934, 2.67997, 1], [5, -0.3134803, 0.2339706, 2.705323, 1], [6, -0.3005224, 0.0335604, 2.683464, 1], [7, -0.2906036, -0.002870307, 2.688264, 1], [8, 0.0583033, 0.471013, 2.703318, 1], [9, 0.1114663, 0.243705, 2.656892, 1], [10, 0.1410024, 0.04630296, 2.575233, 1], [11, 0.1431711, -0.01352204, 2.562656, 1], [12, -0.1638301, -0.003536291, 2.723254, 1], [13, -0.1706675, -0.2669255, 2.805801, 1], [14, -0.2110079, -0.5810547, 2.872946, 1], [15, -0.2177217, -0.6552072, 2.806667, 1], [16, -0.02685102, -0.001901128, 2.733512, 1], [17, -0.02517083, -0.280843, 2.818163, 1], [18, -0.01376621, -0.5709712, 2.883034, 1], [19, -0.005104017, -0.6506901, 2.81435, 1], [20, -0.09053099, 0.5250766, 2.722261, 1], [21, -0.2849177, -0.06969584, 2.701682, 1], [22, -0.3241811, -0.015531, 2.68311, 1], [23, 0.1556025, -0.08599517, 2.549892, 1], [24, 0.1047751, -0.009088642, 2.5472, 1]]
[[0, -0.09732124, -0.002567024, 2.76261, 1], [1, -0.0936152, 0.3022211, 2.743676, 1], [2, -0.09070551, 0.597381, 2.714364, 1], [3, -0.09322161, 0.7345282, 2.719146, 1], [4, -0.2537161, 0.4681295, 2.682433, 1], [5, -0.313846, 0.2345068, 2.706228, 1], [6, -0.3013442, 0.0340927, 2.683944, 1], [7, -0.2974641, 0.004593826, 2.689548, 1], [8, 0.05792426, 0.470824, 2.701807, 1], [9, 0.1172154, 0.2697323, 2.631913, 1], [10, 0.1512493, 0.08744872, 2.524435, 1], [11, 0.1563931, 0.01889291, 2.49853, 1], [12, -0.1648954, -0.003366275, 2.722955, 1], [13, -0.1712585, -0.2661901, 2.805381, 1], [14, -0.2106827, -0.5806389, 2.872509, 1], [15, -0.217985, -0.6553323, 2.806505, 1], [16, -0.0276004, -0.001851893, 2.732443, 1], [17, -0.02504815, -0.2776992, 2.817271, 1], [18, -0.01372052, -0.5708662, 2.88314, 1], [19, -0.006814057, -0.6503451, 2.815134, 1], [20, -0.09155245, 0.5248781, 2.72359, 1], [21, -0.3049569, -0.05552378, 2.702673, 1], [22, -0.3317135, 0.01789266, 2.6815, 1], [23, 0.168849, -0.04385393, 2.476179, 1], [24, 0.117544, 0.01052613, 2.4846, 1]]
[[0, -0.09826326, -0.002550143, 2.761774, 1], [1, -0.09444821, 0.3023568, 2.74373, 1], [2, -0.09166396, 0.5979023, 2.715163, 1], [3, -0.09418232, 0.7355523, 2.719941, 1], [4, -0.2542257, 0.4682821, 2.683344, 1], [5, -0.3139353, 0.2345168, 2.70677, 1], [6, -0.3014555, 0.03414182, 2.683799, 1], [7, -0.293128, 0.001411406, 2.687044, 1], [8, 0.0559244, 0.4713504, 2.697024, 1], [9, 0.1196998, 0.2933564, 2.602795, 1], [10, 0.164341, 0.1193136, 2.461913, 1], [11, 0.170673, 0.06314802, 2.433006, 1], [12, -0.1659841, -0.003400576, 2.722461, 1], [13, -0.171307, -0.2658992, 2.805166, 1], [14, -0.2105908, -0.5788215, 2.872625, 1], [15, -0.2179922, -0.6529558, 2.806965, 1], [16, -0.02835419, -0.001751897, 2.73119, 1], [17, -0.02528734, -0.2741805, 2.816031, 1], [18, -0.01389013, -0.5703936, 2.883125, 1], [19, -0.006264625, -0.6491622, 2.815341, 1], [20, -0.09245059, 0.5252643, 2.724193, 1], [21, -0.2929352, -0.06266784, 2.693428, 1], [22, -0.3256115, 0.0003113638, 2.678866, 1], [23, 0.183565, 0.00188716, 2.400886, 1], [24, 0.1408393, 0.05635474, 2.406172, 1]]
[[0, -0.09871534, -0.002487357, 2.761174, 1], [1, -0.09478154, 0.3022482, 2.744023, 1], [2, -0.09206945, 0.5975232, 2.717217, 1], [3, -0.09562184, 0.7352527, 2.721806, 1], [4, -0.2544514, 0.4682298, 2.684442, 1], [5, -0.3141072, 0.2347146, 2.707672, 1], [6, -0.3019135, 0.0343659, 2.684016, 1], [7, -0.2940486, 0.00261303, 2.686425, 1], [8, 0.04650201, 0.4770952, 2.685992, 1], [9, 0.1324024, 0.3474939, 2.541204, 1], [10, 0.1765342, 0.2344697, 2.37127, 1], [11, 0.1898546, 0.1856652, 2.322448, 1], [12, -0.1666042, -0.00335625, 2.722241, 1], [13, -0.171427, -0.265597, 2.804719, 1], [14, -0.2105421, -0.5795745, 2.872441, 1], [15, -0.2181768, -0.6534622, 2.807138, 1], [16, -0.02860118, -0.001633872, 2.729959, 1], [17, -0.02549763, -0.2733159, 2.815846, 1], [18, -0.01393946, -0.5708185, 2.88311, 1], [19, -0.007199455, -0.6487651, 2.817869, 1], [20, -0.09286761, 0.5249553, 2.725713, 1], [21, -0.2980629, -0.05607178, 2.693476, 1], [22, -0.3220462, -0.02015354, 2.679, 1], [23, 0.1974307, 0.1352015, 2.261185, 1], [24, 0.1512397, 0.1923805, 2.309125, 1]]
[[0, -0.1000324, -0.002060377, 2.760619, 1], [1, -0.09660716, 0.3028738, 2.745118, 1], [2, -0.09451067, 0.5988675, 2.720746, 1], [3, -0.09636482, 0.7357433, 2.724219, 1], [4, -0.2557191, 0.4683873, 2.686776, 1], [5, -0.3144053, 0.2344615, 2.708402, 1], [6, -0.3019212, 0.03412012, 2.684914, 1], [7, -0.2943367, 0.001673961, 2.68865, 1], [8, 0.0450283, 0.4788401, 2.684891, 1], [9, 0.133742, 0.3671165, 2.526618, 1], [10, 0.1881022, 0.2738945, 2.301601, 1], [11, 0.1945993, 0.2643996, 2.286849, 1], [12, -0.1682423, -0.002972995, 2.72234, 1], [13, -0.1718716, -0.2653268, 2.804523, 1], [14, -0.2105382, -0.5796475, 2.872466, 1], [15, -0.2185882, -0.6535282, 2.808903, 1], [16, -0.02972241, -0.001086802, 2.728711, 1], [17, -0.02526656, -0.2726032, 2.815939, 1], [18, -0.01407361, -0.5706814, 2.883102, 1], [19, -0.00590598, -0.6484597, 2.817287, 1], [20, -0.09515879, 0.5260828, 2.728624, 1], [21, -0.2895926, -0.0627399, 2.69643, 1], [22, -0.3245808, -0.008116141, 2.679866, 1], [23, 0.2163725, 0.2160384, 2.243639, 1], [24, 0.1578958, 0.2515872, 2.270083, 1]]
[[0, -0.1009665, -0.001545722, 2.759673, 1], [1, -0.09755839, 0.3031334, 2.745221, 1], [2, -0.09550377, 0.5990496, 2.721422, 1], [3, -0.09729809, 0.7354508, 2.725066, 1], [4, -0.2564205, 0.4685674, 2.688148, 1], [5, -0.3143088, 0.2343747, 2.708908, 1], [6, -0.3019724, 0.0340593, 2.684897, 1], [7, -0.2954144, -0.0005860771, 2.687062, 1], [8, 0.04265621, 0.4808362, 2.682112, 1], [9, 0.1472601, 0.4100293, 2.51005, 1], [10, 0.1974985, 0.3368077, 2.258535, 1], [11, 0.2203171, 0.3208653, 2.237946, 1], [12, -0.1692655, -0.002578152, 2.721955, 1], [13, -0.1719503, -0.2653628, 2.804646, 1], [14, -0.2102352, -0.5786805, 2.872848, 1], [15, -0.2184901, -0.6532271, 2.80904, 1], [16, -0.0304648, -0.0004142781, 2.72709, 1], [17, -0.02545265, -0.2725617, 2.81598, 1], [18, -0.01382805, -0.5714167, 2.883332, 1], [19, -0.004572907, -0.6486168, 2.817464, 1], [20, -0.0961303, 0.5262823, 2.729196, 1], [21, -0.2882393, -0.06937855, 2.69748, 1], [22, -0.3260188, -0.001711093, 2.675711, 1], [23, 0.2382404, 0.3068657, 2.214564, 1], [24, 0.1983005, 0.3234132, 2.2122, 1]]
[[0, -0.1014689, -0.0008406274, 2.75899, 1], [1, -0.09775162, 0.3034611, 2.745468, 1], [2, -0.09534243, 0.5994476, 2.722646, 1], [3, -0.09801526, 0.7355267, 2.726319, 1], [4, -0.2568628, 0.469403, 2.689767, 1], [5, -0.3143319, 0.2340085, 2.710347, 1], [6, -0.3023713, 0.03380213, 2.68452, 1], [7, -0.2947859, -0.0004964108, 2.688337, 1], [8, 0.04136477, 0.4826204, 2.680508, 1], [9, 0.1498546, 0.4390422, 2.501803, 1], [10, 0.1878619, 0.416649, 2.272093, 1], [11, 0.1975212, 0.4165281, 2.248943, 1], [12, -0.1697962, -0.002113062, 2.721732, 1], [13, -0.1718673, -0.2652349, 2.804536, 1], [14, -0.209987, -0.578736, 2.872866, 1], [15, -0.2176448, -0.652394, 2.808661, 1], [16, -0.03082193, 0.0005845645, 2.725852, 1], [17, -0.02490529, -0.2683098, 2.813764, 1], [18, -0.01356952, -0.5715388, 2.883305, 1], [19, -0.003969422, -0.6482188, 2.817079, 1], [20, -0.09608873, 0.5266708, 2.730154, 1], [21, -0.2880713, -0.06933478, 2.69588, 1], [22, -0.32452, -0.002133477, 2.672713, 1], [23, 0.2264851, 0.3997689, 2.184483, 1], [24, 0.1718901, 0.4340268, 2.2355, 1]]
[[0, -0.1020405, 0.0005972389, 2.757644, 1], [1, -0.09767631, 0.3038411, 2.745292, 1], [2, -0.09460601, 0.5995815, 2.722709, 1], [3, -0.0983588, 0.7355419, 2.726928, 1], [4, -0.2552366, 0.470209, 2.689568, 1], [5, -0.3145122, 0.2345208, 2.710685, 1], [6, -0.3024354, 0.03434077, 2.684569, 1], [7, -0.2957118, -0.00319045, 2.688775, 1], [8, 0.04145023, 0.4838095, 2.68059, 1], [9, 0.1426147, 0.5035472, 2.49377, 1], [10, 0.1836746, 0.4598258, 2.292904, 1], [11, 0.1987329, 0.4884649, 2.232554, 1], [12, -0.1705123, -0.0008194182, 2.72071, 1], [13, -0.1718288, -0.2646964, 2.803775, 1], [14, -0.2102159, -0.5775244, 2.872598, 1], [15, -0.2173753, -0.6516435, 2.809193, 1], [16, -0.03114343, 0.002051358, 2.724346, 1], [17, -0.02456063, -0.2665377, 2.812762, 1], [18, -0.01370998, -0.5718757, 2.88247, 1], [19, -0.003334166, -0.6484869, 2.816755, 1], [20, -0.09559714, 0.5268575, 2.730178, 1], [21, -0.2934406, -0.07012483, 2.698052, 1], [22, -0.3260525, -0.006185205, 2.678437, 1], [23, 0.2112561, 0.4886261, 2.162529, 1], [24, 0.1592052, 0.5022331, 2.215364, 1]]
