[[0, -0.201084, -0.09685765, 2.057182, 1], [1, -0.1946929, 0.2222494, 2.050538, 1], [2, -0.1869612, 0.5294228, 2.030718, 1], [3, -0.1813464, 0.6567944, 2.036385, 1], [4, -0.3488234, 0.3983348, 1.978008, 1], [5, -0.4274131, 0.1771371, 1.996284, 1], [6, -0.4728017, -0.05157176, 1.961044, 1], [7, -0.4856192, -0.1168158, 1.939476, 1], [8, -0.0197505, 0.383679, 2.000787, 1], [9, 0.04326663, 0.1679501, 2.025312, 1], [10, 0.02521004, -0.008522309, 1.981467, 1], [11, -0.004095446, -0.06811177, 1.984256, 1], [12, -0.2742132, -0.09073457, 2.013864, 1], [13, -0.2879902, -0.4165297, 2.112815, 1], [14, -0.2862221, -0.6929298, 2.14242, 1], [15, -0.3047692, -0.7485147, 2.048943, 1], [16, -0.1208886, -0.09978183, 2.028152, 1], [17, -0.1470569, -0.4250768, 2.129181, 1], [18, -0.113711, -0.6855507, 2.170069, 1], [19, -0.07068449, -0.7380476, 2.095963, 1], [20, -0.1891038, 0.4542649, 2.037914, 1], [21, -0.4883958, -0.1796111, 1.904482, 1], [22, -0.5124919, -0.093531, 1.896678, 1], [23, -0.01871276, -0.1463553, 1.998471, 1], [24, -0.05175304, -0.03739557, 1.949708, 1]]
[[0, -0.2012189, -0.09691837, 2.057204, 1], [1, -0.1947861, 0.2222135, 2.050532, 1], [2, -0.1870451, 0.5294033, 2.030705, 1], [3, -0.1815316, 0.6567763, 2.036311, 1], [4, -0.3472641, 0.3980543, 1.977406, 1], [5, -0.4272223, 0.1774569, 1.996197, 1], [6, -0.472788, -0.05068318, 1.956333, 1], [7, -0.4819574, -0.1103978, 1.930429, 1], [8, -0.01975595, 0.3836824, 2.000784, 1], [9, 0.04328183, 0.1681082, 2.025122, 1], [10, 0.02524555, -0.00931178, 1.981468, 1], [11, -0.004204881, -0.06793337, 1.983839, 1], [12, -0.2743842, -0.09083018, 2.013944, 1], [13, -0.2880577, -0.4165582, 2.112796, 1], [14, -0.2863267, -0.6928695, 2.142563, 1], [15, -0.3050182, -0.7488436, 2.048745, 1], [16, -0.1209952, -0.09980702, 2.028134, 1], [17, -0.1480779, -0.4250571, 2.129079, 1], [18, -0.1134937, -0.6856465, 2.170096, 1], [19, -0.07069784, -0.7381427, 2.095839, 1], [20, -0.1891878, 0.454242, 2.0379, 1], [21, -0.4837795, -0.1802204, 1.89174, 1], [22, -0.5078741, -0.09050674, 1.88569, 1], [23, -0.01779792, -0.1466002, 1.997694, 1], [24, -0.05199973, -0.03889272, 1.949377, 1]]
[[0, -0.2012604, -0.09693691, 2.057165, 1], [1, -0.1947934, 0.2222084, 2.050514, 1], [2, -0.1870439, 0.5294036, 2.030703, 1], [3, -0.1816479, 0.6567762, 2.036191, 1], [4, -0.3459945, 0.3975657, 1.976868, 1], [5, -0.4271095, 0.177482, 1.996064, 1], [6, -0.4710009, -0.04969734, 1.94726, 1], [7, -0.4768984, -0.1030085, 1.917037, 1], [8, -0.0197819, 0.3836792, 2.000721, 1], [9, 0.0433166, 0.1682958, 2.02494, 1], [10, 0.02519941, -0.009342921, 1.98129, 1], [11, -0.005075431, -0.06839847, 1.981223, 1], [12, -0.2744132, -0.09082567, 2.01392, 1], [13, -0.2881725, -0.4165821, 2.112873, 1], [14, -0.2863391, -0.6923993, 2.14259, 1], [15, -0.3051534, -0.7488179, 2.048426, 1], [16, -0.1210509, -0.09985089, 2.028074, 1], [17, -0.1488292, -0.425145, 2.128779, 1], [18, -0.1133546, -0.685791, 2.170118, 1], [19, -0.07028528, -0.7385886, 2.095824, 1], [20, -0.1891871, 0.4542418, 2.037895, 1], [21, -0.4733183, -0.1733923, 1.877431, 1], [22, -0.5080017, -0.1078677, 1.86679, 1], [23, -0.02038984, -0.1468821, 1.993354, 1], [24, -0.05247304, -0.03129816, 1.9468, 1]]
[[0, -0.2012874, -0.09700497, 2.057176, 1], [1, -0.1948399, 0.2221551, 2.05049, 1], [2, -0.1871407, 0.5293566, 2.030639, 1], [3, -0.181809, 0.6567157, 2.03619, 1], [4, -0.3474846, 0.3973782, 1.977429, 1], [5, -0.4279244, 0.1769735, 1.996224, 1], [6, -0.4674821, -0.0431686, 1.936475, 1], [7, -0.4713703, -0.09051982, 1.903093, 1], [8, -0.01977643, 0.3836275, 2.000619, 1], [9, 0.04324312, 0.1685498, 2.024509, 1], [10, 0.02507536, -0.009333773, 1.98119, 1], [11, -0.005061239, -0.06776375, 1.981045, 1], [12, -0.2744375, -0.09091853, 2.013959, 1], [13, -0.2882255, -0.4166095, 2.112929, 1], [14, -0.286437, -0.692297, 2.142602, 1], [15, -0.3052725, -0.7489187, 2.048333, 1], [16, -0.1210766, -0.09988973, 2.028067, 1], [17, -0.1490506, -0.4252195, 2.128651, 1], [18, -0.1134969, -0.6857165, 2.170137, 1], [19, -0.06831399, -0.739556, 2.102264, 1], [20, -0.189268, 0.454193, 2.037842, 1], [21, -0.4678575, -0.1571203, 1.853638, 1], [22, -0.4990605, -0.0756363, 1.859889, 1], [23, -0.01969079, -0.1452582, 1.994312, 1], [24, -0.05216493, -0.03472349, 1.947777, 1]]
[[0, -0.2013282, -0.09701338, 2.057173, 1], [1, -0.1948394, 0.2221513, 2.050486, 1], [2, -0.1871067, 0.5293459, 2.030633, 1], [3, -0.1821052, 0.6568723, 2.036018, 1], [4, -0.3463091, 0.397188, 1.977001, 1], [5, -0.4281042, 0.1773714, 1.996175, 1], [6, -0.4640753, -0.02546557, 1.916853, 1], [7, -0.467082, -0.07262095, 1.879267, 1], [8, -0.01980318, 0.3836307, 2.000565, 1], [9, 0.04309295, 0.1684449, 2.024172, 1], [10, 0.02506893, -0.00881171, 1.980219, 1], [11, -0.004648776, -0.06748811, 1.979973, 1], [12, -0.2744895, -0.0909328, 2.013993, 1], [13, -0.2882773, -0.4165895, 2.112908, 1], [14, -0.2866319, -0.6921317, 2.142618, 1], [15, -0.3052694, -0.7489704, 2.048349, 1], [16, -0.1211249, -0.09988891, 2.028024, 1], [17, -0.1491652, -0.4251524, 2.12874, 1], [18, -0.1136907, -0.6856312, 2.170025, 1], [19, -0.06873912, -0.7397263, 2.099145, 1], [20, -0.1892463, 0.4541844, 2.037835, 1], [21, -0.4667513, -0.1394088, 1.825736, 1], [22, -0.5019977, -0.05783954, 1.844381, 1], [23, -0.01961225, -0.1433264, 1.992603, 1], [24, -0.05208626, -0.03570881, 1.948128, 1]]
[[0, -0.2014097, -0.09699865, 2.057172, 1], [1, -0.1948533, 0.2221595, 2.05049, 1], [2, -0.187102, 0.5293576, 2.030648, 1], [3, -0.1823314, 0.6569511, 2.036095, 1], [4, -0.3453935, 0.3970136, 1.976755, 1], [5, -0.4284348, 0.1779949, 1.997663, 1], [6, -0.4606948, -0.0004197421, 1.902385, 1], [7, -0.4668504, -0.04868545, 1.849189, 1], [8, -0.019833, 0.3836208, 2.000513, 1], [9, 0.04309127, 0.1684032, 2.024112, 1], [10, 0.02514251, -0.008592202, 1.979896, 1], [11, -0.005383578, -0.06697948, 1.980437, 1], [12, -0.2745714, -0.09090231, 2.014011, 1], [13, -0.2845502, -0.4155386, 2.113297, 1], [14, -0.2868015, -0.6918305, 2.142635, 1], [15, -0.3055776, -0.748975, 2.048559, 1], [16, -0.1212069, -0.09988081, 2.028007, 1], [17, -0.1497941, -0.4251018, 2.128702, 1], [18, -0.1134776, -0.6857203, 2.170054, 1], [19, -0.06892363, -0.739728, 2.098863, 1], [20, -0.1892461, 0.4541934, 2.037844, 1], [21, -0.4621844, -0.1058866, 1.776605, 1], [22, -0.5064587, -0.0127824, 1.805592, 1], [23, -0.01900664, -0.1454604, 1.99572, 1], [24, -0.05202129, -0.03852588, 1.948496, 1]]
[[0, -0.2015374, -0.09694243, 2.057125, 1], [1, -0.1948944, 0.2221787, 2.050447, 1], [2, -0.1871055, 0.5293601, 2.030617, 1], [3, -0.1824398, 0.6569037, 2.03605, 1], [4, -0.346238, 0.3975515, 1.977408, 1], [5, -0.4303531, 0.1790696, 1.998879, 1], [6, -0.4545656, 0.02428142, 1.890211, 1], [7, -0.4592244, -0.01876076, 1.825033, 1], [8, -0.01983757, 0.3836347, 2.000437, 1], [9, 0.04311795, 0.1684806, 2.024042, 1], [10, 0.02497457, -0.00848091, 1.979489, 1], [11, -0.005105474, -0.06744351, 1.979409, 1], [12, -0.2746711, -0.09082811, 2.013986, 1], [13, -0.2830861, -0.4152365, 2.113471, 1], [14, -0.2868765, -0.6917033, 2.142645, 1], [15, -0.3057622, -0.7488716, 2.048721, 1], [16, -0.1213666, -0.09983421, 2.027929, 1], [17, -0.1499719, -0.4250914, 2.128543, 1], [18, -0.1136903, -0.685549, 2.169936, 1], [19, -0.06912144, -0.7396767, 2.098306, 1], [20, -0.189256, 0.4541992, 2.03781, 1], [21, -0.4529853, -0.06956489, 1.746587, 1], [22, -0.4981326, 0.01504882, 1.782613, 1], [23, -0.01866929, -0.1463537, 1.993933, 1], [24, -0.05200866, -0.03871251, 1.948438, 1]]
[[0, -0.2016645, -0.09679477, 2.057061, 1], [1, -0.1949868, 0.2222332, 2.050433, 1], [2, -0.1872007, 0.5293637, 2.030651, 1], [3, -0.1826176, 0.6569397, 2.036115, 1], [4, -0.347702, 0.3983091, 1.978745, 1], [5, -0.4360964, 0.1821979, 2.0032, 1], [6, -0.4479528, 0.05047318, 1.880613, 1], [7, -0.4540595, 0.02040109, 1.809958, 1], [8, -0.01985735, 0.3836429, 2.000416, 1], [9, 0.04294989, 0.1690628, 2.023764, 1], [10, 0.02495456, -0.008287102, 1.979553, 1], [11, -0.005149066, -0.06597355, 1.981964, 1], [12, -0.274805, -0.0906127, 2.013898, 1], [13, -0.2826304, -0.4156845, 2.1138, 1], [14, -0.286938, -0.6916544, 2.142652, 1], [15, -0.3058826, -0.7489083, 2.048615, 1], [16, -0.1214837, -0.09973085, 2.027885, 1], [17, -0.1502516, -0.424823, 2.128832, 1], [18, -0.1129905, -0.6854803, 2.169998, 1], [19, -0.06920482, -0.7391901, 2.098438, 1], [20, -0.1893444, 0.4542145, 2.037829, 1], [21, -0.4453051, -0.02260716, 1.71956, 1], [22, -0.4916355, 0.05443076, 1.769909, 1], [23, -0.02107917, -0.1417478, 1.993196, 1], [24, -0.05203373, -0.0381451, 1.949496, 1]]
[[0, -0.2019092, -0.09664613, 2.057118, 1], [1, -0.1951147, 0.2222591, 2.050437, 1], [2, -0.187281, 0.5293254, 2.030641, 1], [3, -0.1830701, 0.6571733, 2.036212, 1], [4, -0.3486318, 0.3988097, 1.979404, 1], [5, -0.4354557, 0.1878868, 2.004276, 1], [6, -0.4430285, 0.07702968, 1.861038, 1], [7, -0.4492844, 0.05953915, 1.796754, 1], [8, -0.01990987, 0.3836574, 2.000335, 1], [9, 0.04301132, 0.1690127, 2.023797, 1], [10, 0.02484438, -0.00849699, 1.979912, 1], [11, -0.004559778, -0.06583513, 1.983083, 1], [12, -0.2750301, -0.09043175, 2.013951, 1], [13, -0.2815793, -0.4156228, 2.114164, 1], [14, -0.2883185, -0.6927187, 2.142676, 1], [15, -0.3060485, -0.7490625, 2.048777, 1], [16, -0.1217412, -0.09960473, 2.02795, 1], [17, -0.1503237, -0.4246734, 2.128992, 1], [18, -0.1130453, -0.6853034, 2.17017, 1], [19, -0.06933064, -0.7391279, 2.09825, 1], [20, -0.1894305, 0.4541913, 2.03782, 1], [21, -0.4423002, 0.02563217, 1.700956, 1], [22, -0.4811942, 0.09532439, 1.776273, 1], [23, -0.01766431, -0.1416631, 1.996189, 1], [24, -0.05242792, -0.03532417, 1.94997, 1]]
[[0, -0.201877, -0.096627, 2.057158, 1], [1, -0.1951668, 0.2222753, 2.050515, 1], [2, -0.1875636, 0.5293341, 2.030868, 1], [3, -0.183388, 0.6572816, 2.036244, 1], [4, -0.3476257, 0.3986599, 1.979001, 1], [5, -0.4351082, 0.1985614, 2.00603, 1], [6, -0.4293917, 0.09158982, 1.82392, 1], [7, -0.4468222, 0.09667988, 1.781634, 1], [8, -0.01955631, 0.3841022, 2.001687, 1], [9, 0.04295113, 0.169446, 2.023584, 1], [10, 0.02483236, -0.008471079, 1.979903, 1], [11, -0.004698704, -0.06552894, 1.983231, 1], [12, -0.2749727, -0.09040279, 2.014088, 1], [13, -0.2808146, -0.4148902, 2.114187, 1], [14, -0.2882107, -0.692674, 2.142797, 1], [15, -0.3061599, -0.7488862, 2.04892, 1], [16, -0.1217188, -0.09958658, 2.027948, 1], [17, -0.1505169, -0.4243978, 2.129508, 1], [18, -0.1130674, -0.6853067, 2.170176, 1], [19, -0.06944621, -0.739467, 2.097752, 1], [20, -0.1896357, 0.4542041, 2.037997, 1], [21, -0.4339725, 0.0680539, 1.691358, 1], [22, -0.4777413, 0.1304348, 1.738143, 1], [23, -0.02015663, -0.1446324, 1.99725, 1], [24, -0.05177699, -0.03618784, 1.951048, 1]]
[[0, -0.2021606, -0.09659863, 2.057117, 1], [1, -0.195306, 0.2222632, 2.050509, 1], [2, -0.1876129, 0.5293034, 2.030885, 1], [3, -0.1836544, 0.6573931, 2.036272, 1], [4, -0.3489815, 0.3993303, 1.97992, 1], [5, -0.435326, 0.2055191, 2.006421, 1], [6, -0.4402874, 0.1333749, 1.806222, 1], [7, -0.4438305, 0.1290761, 1.759964, 1], [8, -0.01957538, 0.3840609, 2.001588, 1], [9, 0.04313567, 0.1694081, 2.023522, 1], [10, 0.02493194, -0.008431835, 1.979931, 1], [11, -0.00429, -0.06635712, 1.982143, 1], [12, -0.2752988, -0.0903708, 2.014085, 1], [13, -0.280216, -0.4144919, 2.114203, 1], [14, -0.2882537, -0.6926818, 2.142797, 1], [15, -0.3061229, -0.7489465, 2.048916, 1], [16, -0.1219562, -0.0995528, 2.027872, 1], [17, -0.150422, -0.424354, 2.129524, 1], [18, -0.111864, -0.6851778, 2.170221, 1], [19, -0.06958934, -0.7393817, 2.097024, 1], [20, -0.1897014, 0.454177, 2.038009, 1], [21, -0.4345786, 0.11902, 1.698341, 1], [22, -0.4700384, 0.1618926, 1.724667, 1], [23, -0.0178286, -0.1428415, 1.996672, 1], [24, -0.05198432, -0.04818156, 1.954143, 1]]
