[[0, 0.1786002, -0.003959851, 2.400018, 1], [1, 0.1883835, 0.3053679, 2.363646, 1], [2, 0.1977158, 0.6040104, 2.313789, 1], [3, 0.208048, 0.7446001, 2.287443, 1], [4, 0.01594483, 0.4989113, 2.315774, 1], [5, -0.03344714, 0.2402761, 2.346661, 1], [6, -0.04281221, 0.01100751, 2.314482, 1], [7, -0.02194214, -0.04284829, 2.309343, 1], [8, 0.3736969, 0.4849156, 2.33922, 1], [9, 0.38717, 0.2244914, 2.383862, 1], [10, 0.3867346, -0.008337235, 2.34661, 1], [11, 0.3712932, -0.08692362, 2.343597, 1], [12, 0.09636349, -0.0009834095, 2.360118, 1], [13, 0.07618845, -0.3264109, 2.400743, 1], [14, 0.1030239, -0.6398204, 2.456258, 1], [15, 0.06040762, -0.7175391, 2.390414, 1], [16, 0.2556226, -0.006832028, 2.365821, 1], [17, 0.2460845, -0.3459694, 2.428177, 1], [18, 0.227444, -0.6556442, 2.485952, 1], [19, 0.2081582, -0.7303479, 2.397365, 1], [20, 0.1955569, 0.5308628, 2.328556, 1], [21, -0.0217257, -0.1194355, 2.313917, 1], [22, -0.05008615, -0.07489613, 2.299556, 1], [23, 0.3629202, -0.1637452, 2.356197, 1], [24, 0.404184, -0.1010247, 2.319583, 1]]
[[0, 0.1819976, -0.003517122, 2.399943, 1], [1, 0.1938765, 0.3055351, 2.362466, 1], [2, 0.205112, 0.603825, 2.311521, 1], [3, 0.2146461, 0.7448195, 2.286144, 1], [4, 0.02196762, 0.4997195, 2.314741, 1], [5, -0.02862675, 0.2395792, 2.346624, 1], [6, -0.03962123, 0.01102932, 2.315104, 1], [7, -0.01993592, -0.04228569, 2.309753, 1], [8, 0.3781353, 0.486145, 2.336829, 1], [9, 0.3921948, 0.2251879, 2.382379, 1], [10, 0.3901224, -0.008491844, 2.346931, 1], [11, 0.3764619, -0.0882064, 2.344368, 1], [12, 0.09962735, -8.163685e-06, 2.360263, 1], [13, 0.07694332, -0.3243468, 2.399035, 1], [14, 0.1026586, -0.6398476, 2.455161, 1], [15, 0.0605065, -0.7168124, 2.386718, 1], [16, 0.2589857, -0.006925511, 2.365544, 1], [17, 0.2473786, -0.3452293, 2.428914, 1], [18, 0.2280924, -0.6547825, 2.485964, 1], [19, 0.2018393, -0.7287896, 2.398829, 1], [20, 0.2025036, 0.5307701, 2.326547, 1], [21, -0.02371309, -0.1201721, 2.31539, 1], [22, -0.05284997, -0.07544047, 2.2978, 1], [23, 0.3730287, -0.1652158, 2.354015, 1], [24, 0.4119785, -0.1047207, 2.32555, 1]]
[[0, 0.1851781, -0.003568724, 2.400925, 1], [1, 0.1978233, 0.3054919, 2.362367, 1], [2, 0.2097064, 0.6038876, 2.310434, 1], [3, 0.2223849, 0.7439812, 2.285244, 1], [4, 0.02780017, 0.500061, 2.314745, 1], [5, -0.02283304, 0.2417773, 2.348693, 1], [6, -0.03807633, 0.01101067, 2.315428, 1], [7, -0.01813771, -0.04375835, 2.310831, 1], [8, 0.3842424, 0.485401, 2.335725, 1], [9, 0.3981772, 0.2239733, 2.381973, 1], [10, 0.3943769, -0.009455222, 2.34778, 1], [11, 0.380129, -0.08920807, 2.347936, 1], [12, 0.1024909, 0.0004534316, 2.360881, 1], [13, 0.07731107, -0.3244479, 2.398661, 1], [14, 0.1011939, -0.6401443, 2.454402, 1], [15, 0.06104913, -0.7179279, 2.385735, 1], [16, 0.2623848, -0.007551337, 2.366961, 1], [17, 0.2474143, -0.3452114, 2.429965, 1], [18, 0.2286042, -0.6542051, 2.48622, 1], [19, 0.2031482, -0.7303505, 2.402261, 1], [20, 0.2069481, 0.5307987, 2.325704, 1], [21, -0.01986639, -0.1253404, 2.3149, 1], [22, -0.05448243, -0.02494815, 2.305385, 1], [23, 0.3679639, -0.1707363, 2.350453, 1], [24, 0.4132936, -0.08850738, 2.313485, 1]]
[[0, 0.1881316, -0.003479675, 2.401874, 1], [1, 0.2018479, 0.3056732, 2.362157, 1], [2, 0.2148619, 0.6042606, 2.308988, 1], [3, 0.2293918, 0.7438735, 2.283978, 1], [4, 0.03471917, 0.5005878, 2.314023, 1], [5, -0.02069065, 0.2420588, 2.349481, 1], [6, -0.03730055, 0.01072221, 2.31511, 1], [7, -0.01881306, -0.04435502, 2.307041, 1], [8, 0.3889344, 0.4840009, 2.333811, 1], [9, 0.4042625, 0.2221559, 2.381699, 1], [10, 0.3985894, -0.01056798, 2.348372, 1], [11, 0.3861477, -0.08764207, 2.347529, 1], [12, 0.1055296, 0.001204817, 2.362144, 1], [13, 0.07793967, -0.3345401, 2.397175, 1], [14, 0.09737767, -0.6427146, 2.452727, 1], [15, 0.03103638, -0.7167969, 2.445313, 1], [16, 0.2651797, -0.008061284, 2.367639, 1], [17, 0.247573, -0.3455526, 2.430425, 1], [18, 0.2285885, -0.6543685, 2.48653, 1], [19, 0.203425, -0.7303489, 2.402158, 1], [20, 0.2118207, 0.5311162, 2.324578, 1], [21, -0.01962228, -0.1247666, 2.314813, 1], [22, -0.0505337, -0.08654625, 2.294786, 1], [23, 0.381623, -0.165505, 2.353797, 1], [24, 0.4221509, -0.1042884, 2.319478, 1]]
[[0, 0.1895548, -0.00367855, 2.402221, 1], [1, 0.2054489, 0.3054061, 2.361896, 1], [2, 0.2211258, 0.6040055, 2.307921, 1], [3, 0.2341316, 0.7446532, 2.284196, 1], [4, 0.04102121, 0.5010799, 2.313587, 1], [5, -0.01812481, 0.2424511, 2.350633, 1], [6, -0.0363215, 0.01089087, 2.315679, 1], [7, -0.01982216, -0.04413824, 2.30804, 1], [8, 0.3938595, 0.4823665, 2.331825, 1], [9, 0.4087849, 0.2191677, 2.381535, 1], [10, 0.4046048, -0.0119195, 2.348179, 1], [11, 0.3921495, -0.09097763, 2.347272, 1], [12, 0.1069177, 0.00151762, 2.36279, 1], [13, 0.07646958, -0.3358518, 2.395424, 1], [14, 0.09226988, -0.6449611, 2.45148, 1], [15, 0.04589624, -0.7179841, 2.379168, 1], [16, 0.2667173, -0.008810037, 2.367707, 1], [17, 0.2481079, -0.345218, 2.430897, 1], [18, 0.2293878, -0.652316, 2.488875, 1], [19, 0.2069416, -0.7282696, 2.40327, 1], [20, 0.2173904, 0.5308515, 2.323718, 1], [21, -0.02065663, -0.1256327, 2.312713, 1], [22, -0.05717525, -0.03862781, 2.303556, 1], [23, 0.3820232, -0.1665223, 2.351296, 1], [24, 0.4288253, -0.09733076, 2.312609, 1]]
[[0, 0.1898913, -0.003649829, 2.402174, 1], [1, 0.2077493, 0.3052818, 2.361282, 1], [2, 0.2260786, 0.6035436, 2.30668, 1], [3, 0.2398205, 0.7441615, 2.28306, 1], [4, 0.04605428, 0.5018384, 2.313331, 1], [5, -0.01461952, 0.2429901, 2.35282, 1], [6, -0.03566991, 0.01043089, 2.315331, 1], [7, -0.02073781, -0.04322261, 2.306311, 1], [8, 0.3987389, 0.4811261, 2.329873, 1], [9, 0.4129771, 0.2192539, 2.380282, 1], [10, 0.4091777, -0.01368905, 2.346823, 1], [11, 0.3984253, -0.08989323, 2.345234, 1], [12, 0.1074813, 0.002013113, 2.362756, 1], [13, 0.07014668, -0.3434011, 2.391839, 1], [14, 0.06914399, -0.6555644, 2.446908, 1], [15, 0.03444697, -0.7307592, 2.368387, 1], [16, 0.2670049, -0.009115831, 2.367621, 1], [17, 0.2483025, -0.3449469, 2.430848, 1], [18, 0.2291835, -0.6511655, 2.489041, 1], [19, 0.2106044, -0.7280617, 2.403676, 1], [20, 0.2216511, 0.5304884, 2.32262, 1], [21, -0.01810605, -0.1249555, 2.312189, 1], [22, -0.05665535, -0.03855576, 2.302981, 1], [23, 0.3969395, -0.1662544, 2.353746, 1], [24, 0.4368874, -0.08671305, 2.318, 1]]
[[0, 0.1901153, -0.003731328, 2.402003, 1], [1, 0.2103102, 0.3051941, 2.360573, 1], [2, 0.2319311, 0.6037129, 2.305759, 1], [3, 0.2453883, 0.7444941, 2.282941, 1], [4, 0.04919897, 0.5025005, 2.313682, 1], [5, -0.01286914, 0.2437349, 2.353116, 1], [6, -0.03609451, 0.01091057, 2.31506, 1], [7, -0.02128024, -0.04444341, 2.305638, 1], [8, 0.4016322, 0.4807273, 2.328343, 1], [9, 0.4173273, 0.2183149, 2.379379, 1], [10, 0.4132001, -0.0158025, 2.345937, 1], [11, 0.4039152, -0.09139205, 2.34442, 1], [12, 0.1077172, 0.002174638, 2.362597, 1], [13, 0.06137673, -0.3490252, 2.389867, 1], [14, 0.05305804, -0.6543224, 2.442501, 1], [15, -0.02171326, -0.7148438, 2.412109, 1], [16, 0.2672533, -0.009568941, 2.367343, 1], [17, 0.2484384, -0.3447788, 2.430812, 1], [18, 0.2291596, -0.6507706, 2.488948, 1], [19, 0.2118942, -0.7280734, 2.403885, 1], [20, 0.2266443, 0.5305724, 2.321712, 1], [21, -0.02323758, -0.1234098, 2.309609, 1], [22, -0.05573502, -0.04184896, 2.287555, 1], [23, 0.3982617, -0.1703303, 2.351409, 1], [24, 0.4396197, -0.09277299, 2.31056, 1]]
[[0, 0.1903618, -0.003962671, 2.401807, 1], [1, 0.2117695, 0.3049529, 2.359961, 1], [2, 0.2341622, 0.6036786, 2.304955, 1], [3, 0.2496439, 0.7447657, 2.282584, 1], [4, 0.05286561, 0.5030341, 2.313435, 1], [5, -0.01116238, 0.2443425, 2.353348, 1], [6, -0.03703969, 0.01187716, 2.314722, 1], [7, -0.02216642, -0.04133144, 2.303546, 1], [8, 0.4051762, 0.4792345, 2.326478, 1], [9, 0.4216309, 0.2161016, 2.377446, 1], [10, 0.4170264, -0.01654194, 2.345366, 1], [11, 0.4078134, -0.09176996, 2.341944, 1], [12, 0.1079038, 0.002187359, 2.362604, 1], [13, 0.05324016, -0.349842, 2.387306, 1], [14, 0.006916218, -0.6505727, 2.429826, 1], [15, -0.03998598, -0.7186605, 2.350186, 1], [16, 0.2675239, -0.01034938, 2.366679, 1], [17, 0.2491114, -0.344293, 2.430176, 1], [18, 0.2281487, -0.6493508, 2.488399, 1], [19, 0.21387, -0.7281139, 2.405125, 1], [20, 0.2287405, 0.5304791, 2.320939, 1], [21, -0.02663468, -0.1188428, 2.308916, 1], [22, -0.06156268, -0.07540803, 2.296, 1], [23, 0.4030184, -0.1722747, 2.354604, 1], [24, 0.4424334, -0.1091972, 2.308941, 1]]
[[0, 0.1904094, -0.004291173, 2.401629, 1], [1, 0.2132118, 0.304727, 2.359637, 1], [2, 0.237674, 0.6039042, 2.304693, 1], [3, 0.2546661, 0.7448944, 2.282301, 1], [4, 0.05634615, 0.5033451, 2.313772, 1], [5, -0.009373287, 0.2455262, 2.354413, 1], [6, -0.03816028, 0.01116796, 2.314444, 1], [7, -0.02536118, -0.04033686, 2.305583, 1], [8, 0.4097234, 0.4775293, 2.325033, 1], [9, 0.4241541, 0.2154126, 2.375972, 1], [10, 0.4192524, -0.0174938, 2.345042, 1], [11, 0.413164, -0.09224424, 2.343426, 1], [12, 0.1079581, 0.002114839, 2.362521, 1], [13, 0.04057436, -0.3501769, 2.386446, 1], [14, -0.006415515, -0.6505124, 2.43166, 1], [15, -0.05873328, -0.7141148, 2.350703, 1], [16, 0.2674519, -0.01104231, 2.366418, 1], [17, 0.2492354, -0.3443209, 2.429867, 1], [18, 0.2261094, -0.6499749, 2.4896, 1], [19, 0.2161903, -0.7294615, 2.406858, 1], [20, 0.2317045, 0.5305602, 2.320639, 1], [21, -0.0304189, -0.1129995, 2.308897, 1], [22, -0.05955772, -0.03941694, 2.277848, 1], [23, 0.4085959, -0.1713762, 2.350332, 1], [24, 0.4473663, -0.09393879, 2.309625, 1]]
[[0, 0.1900988, -0.00468798, 2.40127, 1], [1, 0.2142461, 0.3045977, 2.359306, 1], [2, 0.2411184, 0.6041984, 2.304499, 1], [3, 0.2582763, 0.744764, 2.282393, 1], [4, 0.05961001, 0.5036963, 2.313516, 1], [5, -0.007825212, 0.2460007, 2.35556, 1], [6, -0.03906103, 0.01176247, 2.313924, 1], [7, -0.02704107, -0.03863731, 2.303885, 1], [8, 0.4123226, 0.476565, 2.323787, 1], [9, 0.4288747, 0.2140738, 2.373845, 1], [10, 0.4216081, -0.01790465, 2.344352, 1], [11, 0.4156282, -0.09443597, 2.342097, 1], [12, 0.1078804, 0.002069988, 2.362419, 1], [13, 0.02696426, -0.3536201, 2.385985, 1], [14, -0.05573767, -0.6401162, 2.417776, 1], [15, -0.08599289, -0.718597, 2.343788, 1], [16, 0.2666904, -0.01200683, 2.365701, 1], [17, 0.2512394, -0.3425232, 2.428548, 1], [18, 0.2256612, -0.6500586, 2.490092, 1], [19, 0.2129835, -0.7304562, 2.409563, 1], [20, 0.2344807, 0.5307196, 2.320376, 1], [21, -0.03365567, -0.116458, 2.304465, 1], [22, -0.06803048, -0.03987409, 2.293334, 1], [23, 0.411765, -0.1713333, 2.353596, 1], [24, 0.4478189, -0.1001742, 2.302577, 1]]
[[0, 0.1899933, -0.005072039, 2.40098, 1], [1, 0.2152966, 0.3045476, 2.359019, 1], [2, 0.2434015, 0.6046978, 2.304379, 1], [3, 0.2615433, 0.7447988, 2.282451, 1], [4, 0.06451731, 0.5043356, 2.312665, 1], [5, -0.006168969, 0.2472244, 2.356544, 1], [6, -0.04033653, 0.01151545, 2.31287, 1], [7, -0.03019828, -0.04053994, 2.301718, 1], [8, 0.4146353, 0.4746434, 2.322833, 1], [9, 0.4319111, 0.209693, 2.373045, 1], [10, 0.4251281, -0.01976334, 2.343665, 1], [11, 0.4184568, -0.09379512, 2.341017, 1], [12, 0.1078762, 0.002005675, 2.362252, 1], [13, 0.009219503, -0.3588644, 2.382153, 1], [14, -0.0700066, -0.6412665, 2.410002, 1], [15, -0.1170306, -0.7124245, 2.337578, 1], [16, 0.2663774, -0.01281169, 2.365327, 1], [17, 0.2522261, -0.3416469, 2.427843, 1], [18, 0.2248287, -0.6502074, 2.492891, 1], [19, 0.213521, -0.7289766, 2.409041, 1], [20, 0.2364959, 0.5310706, 2.320199, 1], [21, -0.03787446, -0.1184999, 2.304606, 1], [22, -0.06526407, -0.02335291, 2.293692, 1], [23, 0.4183933, -0.1715733, 2.345455, 1], [24, 0.4532579, -0.0959198, 2.304933, 1]]
