[[0, -0.1067761, -0.2310123, 2.7618, 1], [1, -0.1049354, 0.05623993, 2.710209, 1], [2, -0.1064118, 0.3361895, 2.647168, 1], [3, -0.09201697, 0.4755423, 2.640281, 1], [4, -0.2782589, 0.2385763, 2.616024, 1], [5, -0.3697965, 0.007773395, 2.662421, 1], [6, -0.3788197, -0.1377414, 2.426813, 1], [7, -0.3701728, -0.1571842, 2.403948, 1], [8, 0.06113356, 0.2372946, 2.68023, 1], [9, 0.1208335, 0.01249641, 2.670023, 1], [10, 0.04866887, -0.1161604, 2.506478, 1], [11, 0.0001632968, -0.1506947, 2.439849, 1], [12, -0.185449, -0.2288225, 2.716815, 1], [13, -0.2469524, -0.254078, 2.326068, 1], [14, -0.2474627, -0.6752086, 2.313691, 1], [15, -0.2342276, -0.7356133, 2.20985, 1], [16, -0.02574774, -0.2263886, 2.731429, 1], [17, 0.06762066, -0.2438505, 2.364478, 1], [18, 0.0341232, -0.6383451, 2.386443, 1], [19, 0.05442414, -0.7172292, 2.31198, 1], [20, -0.1062732, 0.2671725, 2.665018, 1], [21, -0.31521, -0.2204506, 2.31285, 1], [22, -0.3878174, -0.1532915, 2.359539, 1], [23, -0.03095818, -0.1919066, 2.396566, 1], [24, -0.05613931, -0.1764628, 2.394667, 1]]
[[0, -0.1077803, -0.2309662, 2.761986, 1], [1, -0.1056129, 0.05636119, 2.711073, 1], [2, -0.1061023, 0.3364019, 2.648586, 1], [3, -0.09149179, 0.4757835, 2.640419, 1], [4, -0.2776556, 0.2394523, 2.619005, 1], [5, -0.3764344, 0.002657258, 2.670776, 1], [6, -0.4369419, -0.1428444, 2.51853, 1], [7, -0.4228072, -0.172075, 2.422816, 1], [8, 0.06134031, 0.2372675, 2.680275, 1], [9, 0.1210987, 0.01258966, 2.670197, 1], [10, 0.04934139, -0.1165339, 2.506858, 1], [11, -0.0007301003, -0.1518728, 2.435629, 1], [12, -0.1862157, -0.2286278, 2.717249, 1], [13, -0.2469503, -0.2549562, 2.325887, 1], [14, -0.2475287, -0.675754, 2.313627, 1], [15, -0.2341153, -0.7355537, 2.209197, 1], [16, -0.02696782, -0.2265818, 2.731154, 1], [17, 0.06758723, -0.2436889, 2.364507, 1], [18, 0.03495211, -0.6366475, 2.383785, 1], [19, 0.05374848, -0.7167078, 2.311293, 1], [20, -0.1062163, 0.2673712, 2.666327, 1], [21, -0.4007843, -0.1964098, 2.381271, 1], [22, -0.4346927, -0.1383524, 2.385706, 1], [23, -0.03140341, -0.1939688, 2.398464, 1], [24, -0.05651511, -0.1775863, 2.394724, 1]]
[[0, -0.1084762, -0.2310559, 2.762264, 1], [1, -0.1059433, 0.05638722, 2.711983, 1], [2, -0.1052982, 0.3366013, 2.650306, 1], [3, -0.08979277, 0.4759103, 2.642478, 1], [4, -0.2771026, 0.2404542, 2.622445, 1], [5, -0.3818389, 0.001710364, 2.673148, 1], [6, -0.4461798, -0.1485886, 2.527805, 1], [7, -0.458098, -0.1997481, 2.443355, 1], [8, 0.06217659, 0.2369195, 2.680636, 1], [9, 0.1212121, 0.01253403, 2.670197, 1], [10, 0.04986412, -0.1166562, 2.506727, 1], [11, 0.001048361, -0.1508131, 2.437509, 1], [12, -0.1868088, -0.2285461, 2.717934, 1], [13, -0.2469355, -0.2555015, 2.325966, 1], [14, -0.2476301, -0.6753439, 2.314297, 1], [15, -0.2340471, -0.7349941, 2.209727, 1], [16, -0.02782246, -0.2269054, 2.730965, 1], [17, 0.06755532, -0.2436622, 2.364527, 1], [18, 0.03501598, -0.6366462, 2.383696, 1], [19, 0.05358143, -0.716675, 2.311005, 1], [20, -0.1057385, 0.2675316, 2.667877, 1], [21, -0.4474256, -0.2371295, 2.410616, 1], [22, -0.4552076, -0.1703186, 2.40679, 1], [23, -0.0315796, -0.1919134, 2.398328, 1], [24, -0.03277024, -0.1385858, 2.423055, 1]]
[[0, -0.1098152, -0.2310423, 2.76312, 1], [1, -0.1063065, 0.05652167, 2.713041, 1], [2, -0.1044066, 0.336878, 2.651555, 1], [3, -0.08869508, 0.4755338, 2.643121, 1], [4, -0.2751849, 0.2405335, 2.620226, 1], [5, -0.3920031, 0.001417659, 2.673413, 1], [6, -0.4655774, -0.1567795, 2.540531, 1], [7, -0.4859961, -0.225035, 2.466518, 1], [8, 0.06274226, 0.2366075, 2.680899, 1], [9, 0.1213852, 0.01209146, 2.670199, 1], [10, 0.050243, -0.1167912, 2.50637, 1], [11, 0.0005661609, -0.1517414, 2.436245, 1], [12, -0.1879817, -0.2281625, 2.719808, 1], [13, -0.2468165, -0.2562088, 2.326048, 1], [14, -0.2476852, -0.6755071, 2.314054, 1], [15, -0.2338784, -0.7351042, 2.209466, 1], [16, -0.02935915, -0.2272436, 2.730965, 1], [17, 0.06747276, -0.243474, 2.364617, 1], [18, 0.03568503, -0.6365461, 2.381733, 1], [19, 0.05337212, -0.7168484, 2.309289, 1], [20, -0.1051792, 0.2677745, 2.669094, 1], [21, -0.4789436, -0.2806279, 2.430831, 1], [22, -0.4941037, -0.2070232, 2.429167, 1], [23, -0.02502238, -0.2014142, 2.393991, 1], [24, -0.03693746, -0.1418182, 2.428727, 1]]
[[0, -0.1100686, -0.2309368, 2.763266, 1], [1, -0.10656, 0.05682426, 2.713818, 1], [2, -0.104153, 0.3373937, 2.652878, 1], [3, -0.08669189, 0.4762807, 2.644518, 1], [4, -0.2741366, 0.2405437, 2.619204, 1], [5, -0.3965926, 0.001278087, 2.67351, 1], [6, -0.500826, -0.150876, 2.559303, 1], [7, -0.5127091, -0.2258609, 2.503778, 1], [8, 0.06304213, 0.2366497, 2.681062, 1], [9, 0.1214328, 0.01208798, 2.670199, 1], [10, 0.05054614, -0.1168509, 2.506289, 1], [11, 0.0001736483, -0.1513513, 2.436224, 1], [12, -0.1881293, -0.2279468, 2.720273, 1], [13, -0.2467446, -0.256442, 2.325951, 1], [14, -0.2474523, -0.6755961, 2.312495, 1], [15, -0.2336786, -0.7356534, 2.208384, 1], [16, -0.02974417, -0.2272161, 2.730804, 1], [17, 0.06743584, -0.2434207, 2.364675, 1], [18, 0.03553813, -0.6367987, 2.382135, 1], [19, 0.05333556, -0.7168921, 2.309237, 1], [20, -0.1050402, 0.2682536, 2.670341, 1], [21, -0.5250447, -0.28194, 2.460479, 1], [22, -0.4901952, -0.2379623, 2.457524, 1], [23, -0.0276179, -0.197545, 2.396214, 1], [24, -0.03567788, -0.1334523, 2.413364, 1]]
[[0, -0.1079393, -0.2310797, 2.762521, 1], [1, -0.106104, 0.05686852, 2.714188, 1], [2, -0.1041543, 0.3376101, 2.654317, 1], [3, -0.08547575, 0.4765072, 2.645349, 1], [4, -0.2743707, 0.2409176, 2.624668, 1], [5, -0.4065431, 0.0008398179, 2.670036, 1], [6, -0.5142276, -0.1547939, 2.565074, 1], [7, -0.541362, -0.2356129, 2.529078, 1], [8, 0.06337316, 0.2364018, 2.681233, 1], [9, 0.1215112, 0.01203514, 2.6702, 1], [10, 0.05084636, -0.1175617, 2.506725, 1], [11, 0.001022558, -0.1515431, 2.436424, 1], [12, -0.1853019, -0.2282946, 2.719419, 1], [13, -0.2467044, -0.2565011, 2.326107, 1], [14, -0.2466563, -0.6750252, 2.312308, 1], [15, -0.233954, -0.7354912, 2.208463, 1], [16, -0.02790303, -0.2272589, 2.72987, 1], [17, 0.06776406, -0.2433027, 2.363473, 1], [18, 0.03585458, -0.6365637, 2.381678, 1], [19, 0.05315493, -0.7169949, 2.309365, 1], [20, -0.1048524, 0.2684223, 2.671467, 1], [21, -0.5550324, -0.2943852, 2.500618, 1], [22, -0.5126093, -0.2752118, 2.469857, 1], [23, -0.02835669, -0.1960468, 2.395771, 1], [24, -0.03196043, -0.1231147, 2.4232, 1]]
[[0, -0.1079366, -0.231062, 2.762527, 1], [1, -0.1054076, 0.05712297, 2.715245, 1], [2, -0.1016591, 0.3381843, 2.657385, 1], [3, -0.08390842, 0.4769204, 2.647366, 1], [4, -0.2748033, 0.2429804, 2.6285, 1], [5, -0.4171665, 0.0006621016, 2.666227, 1], [6, -0.5365076, -0.1567674, 2.580696, 1], [7, -0.5732952, -0.2365699, 2.549868, 1], [8, 0.06379825, 0.2361764, 2.681634, 1], [9, 0.1215114, 0.01243044, 2.670202, 1], [10, 0.05117357, -0.1175197, 2.506854, 1], [11, 0.001103844, -0.1518896, 2.436924, 1], [12, -0.1852287, -0.2281553, 2.719598, 1], [13, -0.246745, -0.2566061, 2.326133, 1], [14, -0.2516123, -0.6752161, 2.326795, 1], [15, -0.2347899, -0.7273349, 2.215738, 1], [16, -0.02792955, -0.227282, 2.729722, 1], [17, 0.06779145, -0.2432722, 2.363337, 1], [18, 0.03585161, -0.6365458, 2.381682, 1], [19, 0.05261298, -0.7168406, 2.308771, 1], [20, -0.1028319, 0.2689326, 2.674061, 1], [21, -0.5976038, -0.2975821, 2.528576, 1], [22, -0.5453157, -0.2574752, 2.508545, 1], [23, -0.03088385, -0.191735, 2.396995, 1], [24, -0.03373623, -0.1327493, 2.422021, 1]]
[[0, -0.1069986, -0.2310313, 2.762299, 1], [1, -0.1046216, 0.05717297, 2.715724, 1], [2, -0.1010711, 0.3382161, 2.658224, 1], [3, -0.08155607, 0.4762632, 2.649322, 1], [4, -0.2749325, 0.2436254, 2.629682, 1], [5, -0.4274578, 0.004399077, 2.6618, 1], [6, -0.5583903, -0.1500894, 2.591626, 1], [7, -0.608637, -0.2249789, 2.569401, 1], [8, 0.06496321, 0.2357195, 2.682158, 1], [9, 0.1214864, 0.01243661, 2.670122, 1], [10, 0.05115252, -0.1175786, 2.506803, 1], [11, 0.000748402, -0.1516704, 2.436716, 1], [12, -0.1839923, -0.2281242, 2.719494, 1], [13, -0.2467495, -0.2566329, 2.326145, 1], [14, -0.2494545, -0.6759912, 2.323463, 1], [15, -0.2343598, -0.729757, 2.213553, 1], [16, -0.02714101, -0.2272869, 2.729258, 1], [17, 0.06791145, -0.2431608, 2.362682, 1], [18, 0.03583332, -0.6365526, 2.381405, 1], [19, 0.05254539, -0.7169521, 2.308731, 1], [20, -0.1021544, 0.2689763, 2.67486, 1], [21, -0.6468438, -0.2874723, 2.559032, 1], [22, -0.5835847, -0.2568228, 2.535095, 1], [23, -0.03247099, -0.1919518, 2.397386, 1], [24, -0.0326766, -0.1351666, 2.425119, 1]]
[[0, -0.1093706, -0.2300986, 2.763082, 1], [1, -0.1050894, 0.05770907, 2.717004, 1], [2, -0.1002374, 0.3386022, 2.660016, 1], [3, -0.0798326, 0.4762434, 2.650528, 1], [4, -0.2754388, 0.2466726, 2.633339, 1], [5, -0.4456854, 0.01759665, 2.654167, 1], [6, -0.6017713, -0.1316529, 2.60324, 1], [7, -0.6541132, -0.2069736, 2.584547, 1], [8, 0.06630334, 0.2356756, 2.683412, 1], [9, 0.1215763, 0.01242871, 2.670231, 1], [10, 0.05128382, -0.1175593, 2.506837, 1], [11, 0.001845978, -0.1514176, 2.436746, 1], [12, -0.1864988, -0.2264395, 2.720756, 1], [13, -0.2469349, -0.2566224, 2.326176, 1], [14, -0.24784, -0.6775681, 2.320701, 1], [15, -0.2341273, -0.7317694, 2.211013, 1], [16, -0.02937263, -0.2270358, 2.729523, 1], [17, 0.06766014, -0.2428472, 2.363498, 1], [18, 0.0357217, -0.6363058, 2.381851, 1], [19, 0.05245568, -0.7165319, 2.308748, 1], [20, -0.1016722, 0.2694021, 2.676512, 1], [21, -0.7020972, -0.2659095, 2.578081, 1], [22, -0.6310626, -0.2404882, 2.560652, 1], [23, -0.01813101, -0.2026619, 2.388212, 1], [24, -0.03926816, -0.1412263, 2.399429, 1]]
[[0, -0.1115587, -0.2293147, 2.7634, 1], [1, -0.1052523, 0.05804758, 2.717531, 1], [2, -0.09896979, 0.3389216, 2.660941, 1], [3, -0.07792652, 0.475975, 2.651985, 1], [4, -0.2750074, 0.249887, 2.637158, 1], [5, -0.462095, 0.03322515, 2.650144, 1], [6, -0.656464, -0.1294939, 2.596286, 1], [7, -0.7139487, -0.1952471, 2.592324, 1], [8, 0.06655111, 0.2357143, 2.683708, 1], [9, 0.1217929, 0.01261903, 2.670609, 1], [10, 0.05149082, -0.1172706, 2.507113, 1], [11, 0.003860449, -0.150819, 2.437266, 1], [12, -0.1890694, -0.2249006, 2.721551, 1], [13, -0.2469761, -0.2566674, 2.326116, 1], [14, -0.2471805, -0.6778054, 2.319392, 1], [15, -0.2340661, -0.7329326, 2.210456, 1], [16, -0.03122246, -0.2269078, 2.729359, 1], [17, 0.06743534, -0.2426344, 2.363793, 1], [18, 0.03553821, -0.636703, 2.381852, 1], [19, 0.05195053, -0.7163848, 2.30732, 1], [20, -0.1008907, 0.2697243, 2.677312, 1], [21, -0.7706184, -0.2620294, 2.596097, 1], [22, -0.6877315, -0.2308437, 2.5684, 1], [23, -0.02387787, -0.1958923, 2.393572, 1], [24, -0.04283651, -0.159619, 2.407556, 1]]
[[0, -0.1121004, -0.2288099, 2.763505, 1], [1, -0.1050994, 0.05872839, 2.718415, 1], [2, -0.09741875, 0.3398163, 2.662787, 1], [3, -0.0756558, 0.4769359, 2.654705, 1], [4, -0.2757327, 0.2526508, 2.640069, 1], [5, -0.5120214, 0.09891324, 2.634385, 1], [6, -0.7531739, -0.04977591, 2.592566, 1], [7, -0.8014374, -0.07978162, 2.59105, 1], [8, 0.06729445, 0.2356999, 2.684429, 1], [9, 0.1218817, 0.01247142, 2.670586, 1], [10, 0.05170443, -0.1176604, 2.507224, 1], [11, 0.002676158, -0.1511625, 2.437637, 1], [12, -0.189606, -0.2241329, 2.721665, 1], [13, -0.2471458, -0.2566527, 2.326289, 1], [14, -0.2476119, -0.6771037, 2.319078, 1], [15, -0.2341493, -0.7329555, 2.210832, 1], [16, -0.03169596, -0.2266889, 2.72939, 1], [17, 0.06741917, -0.2425959, 2.363966, 1], [18, 0.03571065, -0.6361454, 2.381639, 1], [19, 0.05185215, -0.7159659, 2.307295, 1], [20, -0.09969994, 0.2705911, 2.678952, 1], [21, -0.8707185, -0.1314194, 2.6022, 1], [22, -0.7869794, -0.1228366, 2.56, 1], [23, -0.0164555, -0.2027095, 2.391144, 1], [24, -0.03803192, -0.137419, 2.409728, 1]]
