[[0, -0.05623038, -0.2148709, 2.618669, 1], [1, -0.05938825, 0.04947273, 2.610033, 1], [2, -0.06127436, 0.3069304, 2.587862, 1], [3, -0.05304829, 0.4317695, 2.596988, 1], [4, -0.2326185, 0.2023218, 2.558408, 1], [5, -0.3005295, 0.004377553, 2.531591, 1], [6, -0.2461949, -0.1509727, 2.445105, 1], [7, -0.2098978, -0.196524, 2.390962, 1], [8, 0.1043563, 0.1907773, 2.554231, 1], [9, 0.1517141, -0.009976193, 2.499914, 1], [10, 0.1320757, -0.1934214, 2.393576, 1], [11, 0.1095915, -0.24936, 2.371948, 1], [12, -0.1404916, -0.2134236, 2.583089, 1], [13, -0.2683776, -0.3364075, 2.276874, 1], [14, -0.2284171, -0.6548483, 2.458685, 1], [15, -0.2476144, -0.7056853, 2.392846, 1], [16, 0.02944247, -0.2110721, 2.587256, 1], [17, 0.1664034, -0.3537512, 2.294653, 1], [18, 0.1209948, -0.6509675, 2.501886, 1], [19, 0.1555624, -0.700241, 2.446394, 1], [20, -0.06111794, 0.2433041, 2.595635, 1], [21, -0.1876152, -0.251318, 2.347614, 1], [22, -0.1751831, -0.1999746, 2.398901, 1], [23, 0.1059975, -0.3003233, 2.325775, 1], [24, 0.05644839, -0.2448086, 2.387237, 1]]
[[0, -0.05684986, -0.2147591, 2.618753, 1], [1, -0.05924194, 0.04948562, 2.610153, 1], [2, -0.05934579, 0.3069251, 2.588899, 1], [3, -0.05116757, 0.4320173, 2.597669, 1], [4, -0.2319548, 0.2056733, 2.558885, 1], [5, -0.299614, 0.007853527, 2.528435, 1], [6, -0.2461465, -0.1496743, 2.437497, 1], [7, -0.2127274, -0.1937511, 2.381778, 1], [8, 0.1055022, 0.1905925, 2.554924, 1], [9, 0.1533577, -0.01054111, 2.503277, 1], [10, 0.1321629, -0.191252, 2.392243, 1], [11, 0.1053606, -0.244167, 2.380078, 1], [12, -0.1412054, -0.2129972, 2.583206, 1], [13, -0.2681985, -0.3365332, 2.276828, 1], [14, -0.228292, -0.6548473, 2.458832, 1], [15, -0.2475945, -0.7053772, 2.392535, 1], [16, 0.02883992, -0.2111949, 2.58736, 1], [17, 0.1666428, -0.3541925, 2.295367, 1], [18, 0.1209363, -0.6511282, 2.502669, 1], [19, 0.1554572, -0.7000768, 2.446342, 1], [20, -0.05975046, 0.2433337, 2.596358, 1], [21, -0.189988, -0.2517219, 2.340959, 1], [22, -0.1812377, -0.1890212, 2.398077, 1], [23, 0.09724757, -0.2954404, 2.333961, 1], [24, 0.04983209, -0.2405677, 2.405637, 1]]
[[0, -0.05696467, -0.2147992, 2.618767, 1], [1, -0.059083, 0.04945242, 2.610448, 1], [2, -0.05860231, 0.3070082, 2.590296, 1], [3, -0.04860511, 0.4324652, 2.599029, 1], [4, -0.2308002, 0.2056935, 2.559094, 1], [5, -0.3051911, 0.01996473, 2.508292, 1], [6, -0.2469777, -0.1315018, 2.367758, 1], [7, -0.2246594, -0.2110706, 2.330143, 1], [8, 0.1066176, 0.190364, 2.555485, 1], [9, 0.1541657, -0.01054762, 2.502265, 1], [10, 0.1319656, -0.1915161, 2.3919, 1], [11, 0.1038332, -0.2445524, 2.379104, 1], [12, -0.1413037, -0.2129629, 2.583241, 1], [13, -0.2684306, -0.3243366, 2.271754, 1], [14, -0.2282141, -0.6548098, 2.458555, 1], [15, -0.2476325, -0.7056729, 2.392902, 1], [16, 0.02868304, -0.2113387, 2.587367, 1], [17, 0.1665333, -0.3543811, 2.295424, 1], [18, 0.1208207, -0.6511351, 2.502748, 1], [19, 0.1554139, -0.7000117, 2.446357, 1], [20, -0.05912011, 0.24339, 2.597425, 1], [21, -0.2153534, -0.2532972, 2.305981, 1], [22, -0.1804926, -0.2170537, 2.3698, 1], [23, 0.0966045, -0.2945341, 2.332008, 1], [24, 0.04595731, -0.2366882, 2.40956, 1]]
[[0, -0.05685297, -0.2148573, 2.61868, 1], [1, -0.05838006, 0.04941824, 2.611027, 1], [2, -0.05714006, 0.307218, 2.592785, 1], [3, -0.04701122, 0.4329045, 2.600297, 1], [4, -0.2302349, 0.2088796, 2.559633, 1], [5, -0.3093964, 0.04084026, 2.491559, 1], [6, -0.2589993, -0.104535, 2.3413, 1], [7, -0.2363199, -0.1599024, 2.297408, 1], [8, 0.1085212, 0.1907246, 2.557593, 1], [9, 0.1533831, -0.01026848, 2.501612, 1], [10, 0.1314858, -0.1912776, 2.391252, 1], [11, 0.1033565, -0.2416632, 2.382005, 1], [12, -0.1405931, -0.2130013, 2.58288, 1], [13, -0.2697316, -0.3209816, 2.270971, 1], [14, -0.2282309, -0.6543135, 2.458414, 1], [15, -0.2474575, -0.7054873, 2.393167, 1], [16, 0.02861809, -0.2114086, 2.587365, 1], [17, 0.1665479, -0.3547406, 2.295624, 1], [18, 0.1206529, -0.6505929, 2.502189, 1], [19, 0.1552563, -0.699796, 2.446562, 1], [20, -0.05777005, 0.2435413, 2.599352, 1], [21, -0.2337704, -0.2094954, 2.25139, 1], [22, -0.2194867, -0.214313, 2.335834, 1], [23, 0.0928288, -0.2889831, 2.334656, 1], [24, 0.04844706, -0.2407968, 2.404162, 1]]
[[0, -0.05672923, -0.2147666, 2.618656, 1], [1, -0.05737372, 0.04943185, 2.611684, 1], [2, -0.05525633, 0.3069155, 2.594581, 1], [3, -0.04474982, 0.43327, 2.601664, 1], [4, -0.2270869, 0.2107773, 2.560331, 1], [5, -0.3135059, 0.0582261, 2.473289, 1], [6, -0.2680969, -0.07491868, 2.30995, 1], [7, -0.2427735, -0.1112832, 2.261337, 1], [8, 0.1090895, 0.1905415, 2.557921, 1], [9, 0.1543075, -0.01000615, 2.500209, 1], [10, 0.1314382, -0.1914071, 2.390762, 1], [11, 0.09584666, -0.2275702, 2.392929, 1], [12, -0.1404884, -0.2128279, 2.582928, 1], [13, -0.2701809, -0.3287106, 2.274462, 1], [14, -0.2283457, -0.6540284, 2.457357, 1], [15, -0.2474214, -0.7053747, 2.392317, 1], [16, 0.0287616, -0.2113681, 2.587299, 1], [17, 0.1664531, -0.3548687, 2.295527, 1], [18, 0.1207156, -0.6503857, 2.501836, 1], [19, 0.1551656, -0.6997185, 2.446287, 1], [20, -0.05603029, 0.2433538, 2.600876, 1], [21, -0.2387403, -0.1620601, 2.215119, 1], [22, -0.1918087, -0.129021, 2.28477, 1], [23, 0.07551176, -0.2777156, 2.350957, 1], [24, 0.04081431, -0.2212535, 2.422, 1]]
[[0, -0.05738027, -0.2143258, 2.618593, 1], [1, -0.05708983, 0.04994097, 2.612916, 1], [2, -0.05338161, 0.3078216, 2.598863, 1], [3, -0.0425126, 0.4338045, 2.603471, 1], [4, -0.2269153, 0.212459, 2.560493, 1], [5, -0.3142343, 0.08253409, 2.455504, 1], [6, -0.2676032, -0.02594283, 2.274358, 1], [7, -0.2495518, -0.07026384, 2.221229, 1], [8, 0.1100112, 0.1896557, 2.559114, 1], [9, 0.1551603, -0.01058534, 2.499957, 1], [10, 0.1315066, -0.1918903, 2.390517, 1], [11, 0.09713469, -0.2295551, 2.392095, 1], [12, -0.1415093, -0.2116446, 2.582742, 1], [13, -0.2702963, -0.3410577, 2.279927, 1], [14, -0.2282719, -0.6543201, 2.45734, 1], [15, -0.2476973, -0.7056288, 2.392471, 1], [16, 0.02829078, -0.2113258, 2.587344, 1], [17, 0.1663496, -0.3548833, 2.295792, 1], [18, 0.1206972, -0.6503824, 2.501783, 1], [19, 0.1552448, -0.6996461, 2.446215, 1], [20, -0.05459628, 0.2441914, 2.60429, 1], [21, -0.2527503, -0.1160191, 2.162289, 1], [22, -0.1981596, -0.0870271, 2.248584, 1], [23, 0.07776315, -0.2782381, 2.352467, 1], [24, 0.04068148, -0.2303772, 2.414706, 1]]
[[0, -0.05835643, -0.2137995, 2.61881, 1], [1, -0.05697938, 0.05037295, 2.614649, 1], [2, -0.05210991, 0.3081149, 2.60272, 1], [3, -0.03983571, 0.4341804, 2.605757, 1], [4, -0.2264791, 0.2134742, 2.560311, 1], [5, -0.3170252, 0.1124617, 2.432308, 1], [6, -0.2703298, 0.01735505, 2.243482, 1], [7, -0.2550872, -0.01708203, 2.184958, 1], [8, 0.1108715, 0.1895757, 2.560949, 1], [9, 0.1553298, -0.01066766, 2.501115, 1], [10, 0.1315794, -0.1915669, 2.390968, 1], [11, 0.1072998, -0.2129658, 2.389573, 1], [12, -0.1428306, -0.2102541, 2.583053, 1], [13, -0.2690559, -0.3457756, 2.282033, 1], [14, -0.2282951, -0.6543695, 2.457237, 1], [15, -0.2476308, -0.7057917, 2.392513, 1], [16, 0.02746986, -0.2113681, 2.587573, 1], [17, 0.1663641, -0.3545885, 2.296271, 1], [18, 0.1207, -0.6503949, 2.501735, 1], [19, 0.1550815, -0.6996158, 2.44582, 1], [20, -0.05360027, 0.2445559, 2.607647, 1], [21, -0.2457284, -0.05551139, 2.129784, 1], [22, -0.2079479, -0.02996691, 2.209353, 1], [23, 0.06628001, -0.266875, 2.36714, 1], [24, 0.08598094, -0.207739, 2.402571, 1]]
[[0, -0.0598333, -0.2124401, 2.619872, 1], [1, -0.05619725, 0.05112369, 2.616622, 1], [2, -0.04895826, 0.3083273, 2.605513, 1], [3, -0.03711842, 0.4348623, 2.608658, 1], [4, -0.2236365, 0.2162183, 2.56084, 1], [5, -0.3253388, 0.1800453, 2.368427, 1], [6, -0.2712267, 0.118153, 2.171517, 1], [7, -0.2624854, 0.1061186, 2.131247, 1], [8, 0.1116656, 0.1900592, 2.563601, 1], [9, 0.1556884, -0.01003405, 2.502686, 1], [10, 0.1317508, -0.1904653, 2.391744, 1], [11, 0.1091914, -0.2162228, 2.382926, 1], [12, -0.1451477, -0.2073776, 2.584844, 1], [13, -0.2671859, -0.3466107, 2.283791, 1], [14, -0.2272166, -0.6548868, 2.458256, 1], [15, -0.2477005, -0.7051536, 2.392286, 1], [16, 0.02667213, -0.2110681, 2.588161, 1], [17, 0.1661649, -0.3540871, 2.297059, 1], [18, 0.1207289, -0.6503231, 2.501669, 1], [19, 0.1550904, -0.6995714, 2.445787, 1], [20, -0.05107393, 0.2449412, 2.610282, 1], [21, -0.2582672, 0.08455411, 2.076868, 1], [22, -0.2130104, 0.08220001, 2.1466, 1], [23, 0.07466701, -0.2718822, 2.356468, 1], [24, 0.08440114, -0.2085759, 2.402817, 1]]
[[0, -0.06094009, -0.2115608, 2.620538, 1], [1, -0.05565286, 0.05186936, 2.618508, 1], [2, -0.04677851, 0.308939, 2.608434, 1], [3, -0.03488765, 0.4350821, 2.611385, 1], [4, -0.2203866, 0.2187366, 2.56151, 1], [5, -0.324726, 0.1787967, 2.371389, 1], [6, -0.2798109, 0.1776456, 2.16565, 1], [7, -0.2643552, 0.1741891, 2.121262, 1], [8, 0.1128727, 0.1897444, 2.566907, 1], [9, 0.1543844, -0.01070857, 2.505219, 1], [10, 0.1315045, -0.1902627, 2.39251, 1], [11, 0.1117748, -0.2036413, 2.39407, 1], [12, -0.1463984, -0.2055425, 2.586054, 1], [13, -0.2658571, -0.3468086, 2.284901, 1], [14, -0.2272352, -0.6549152, 2.458066, 1], [15, -0.2476768, -0.7046807, 2.391234, 1], [16, 0.02576331, -0.2109714, 2.588477, 1], [17, 0.1662784, -0.3536898, 2.297749, 1], [18, 0.1207499, -0.6503219, 2.501625, 1], [19, 0.1551041, -0.6995937, 2.445789, 1], [20, -0.04927905, 0.2455977, 2.612984, 1], [21, -0.2720926, 0.1633359, 2.073281, 1], [22, -0.2265324, 0.1538056, 2.140563, 1], [23, 0.06637094, -0.2586839, 2.372431, 1], [24, 0.08829804, -0.2038683, 2.410709, 1]]
[[0, -0.06162232, -0.2109411, 2.621594, 1], [1, -0.05506202, 0.05244467, 2.620265, 1], [2, -0.04543735, 0.3093823, 2.610059, 1], [3, -0.03344291, 0.4355517, 2.612963, 1], [4, -0.2189896, 0.2193072, 2.561978, 1], [5, -0.3342063, 0.2073461, 2.374715, 1], [6, -0.2778739, 0.2289037, 2.16628, 1], [7, -0.2570389, 0.2386847, 2.10205, 1], [8, 0.1128057, 0.1898142, 2.566879, 1], [9, 0.1555117, -0.01090407, 2.507474, 1], [10, 0.1318444, -0.1895844, 2.393437, 1], [11, 0.1048406, -0.2227565, 2.385892, 1], [12, -0.1472032, -0.2044482, 2.58757, 1], [13, -0.2647291, -0.3466364, 2.286053, 1], [14, -0.228452, -0.6551839, 2.456788, 1], [15, -0.2485144, -0.7057353, 2.391047, 1], [16, 0.02528555, -0.2108858, 2.58911, 1], [17, 0.1661866, -0.3533467, 2.298445, 1], [18, 0.1207387, -0.6503211, 2.501635, 1], [19, 0.1551263, -0.6995807, 2.445819, 1], [20, -0.04806424, 0.2460686, 2.614681, 1], [21, -0.2664508, 0.2506884, 2.058367, 1], [22, -0.2310686, 0.2215399, 2.12625, 1], [23, 0.0718265, -0.2784312, 2.356417, 1], [24, 0.07902334, -0.2185657, 2.40475, 1]]
[[0, -0.06176205, -0.2107034, 2.62175, 1], [1, -0.05453401, 0.05282029, 2.621264, 1], [2, -0.04432398, 0.3097723, 2.611701, 1], [3, -0.03227522, 0.4360161, 2.613835, 1], [4, -0.2040754, 0.2237236, 2.568909, 1], [5, -0.3115995, 0.2363053, 2.40817, 1], [6, -0.274463, 0.2815772, 2.199407, 1], [7, -0.2602198, 0.2975954, 2.144185, 1], [8, 0.114181, 0.1904545, 2.569681, 1], [9, 0.1572461, -0.009838266, 2.512933, 1], [10, 0.1325097, -0.1868228, 2.39629, 1], [11, 0.1044993, -0.2233917, 2.385715, 1], [12, -0.1472926, -0.2039715, 2.587816, 1], [13, -0.2646044, -0.3473658, 2.286843, 1], [14, -0.2272109, -0.658829, 2.464054, 1], [15, -0.2480049, -0.7037572, 2.390532, 1], [16, 0.0251524, -0.2108758, 2.58919, 1], [17, 0.1661703, -0.3533072, 2.298569, 1], [18, 0.1208217, -0.6499811, 2.501311, 1], [19, 0.1550516, -0.6995995, 2.446116, 1], [20, -0.04706117, 0.2464557, 2.616181, 1], [21, -0.2555393, 0.3101049, 2.062639, 1], [22, -0.2208432, 0.2792054, 2.112286, 1], [23, 0.07026028, -0.2778371, 2.356332, 1], [24, 0.07898978, -0.2202417, 2.4039, 1]]
