[[0, -0.1213196, 0.08327304, 2.436524, 1], [1, -0.1237709, 0.3919623, 2.404644, 1], [2, -0.1247489, 0.6899754, 2.360947, 1], [3, -0.1269982, 0.8396623, 2.337488, 1], [4, -0.3034009, 0.5513978, 2.33882, 1], [5, -0.3544666, 0.3021024, 2.362102, 1], [6, -0.3455545, 0.06410468, 2.333797, 1], [7, -0.3348196, 0.00276836, 2.331752, 1], [8, 0.05494675, 0.558045, 2.381297, 1], [9, 0.1007732, 0.2911218, 2.430991, 1], [10, 0.1236441, 0.063011, 2.418279, 1], [11, 0.1114275, 0.005276253, 2.426738, 1], [12, -0.1984106, 0.08127339, 2.391441, 1], [13, -0.2259163, -0.3034855, 2.466471, 1], [14, -0.2272758, -0.6363829, 2.535825, 1], [15, -0.236261, -0.7016257, 2.447468, 1], [16, -0.04024943, 0.08276776, 2.40875, 1], [17, -0.03226312, -0.2980664, 2.472138, 1], [18, -0.04671606, -0.6300495, 2.5453, 1], [19, -0.01067924, -0.7006993, 2.467581, 1], [20, -0.1246562, 0.6169629, 2.374027, 1], [21, -0.3376212, -0.08258892, 2.341744, 1], [22, -0.2837291, 0.005992881, 2.319038, 1], [23, 0.101619, -0.08481274, 2.448576, 1], [24, 0.06983221, -0.01035691, 2.385, 1]]
[[0, -0.1205889, 0.08326605, 2.436446, 1], [1, -0.1231873, 0.391971, 2.404614, 1], [2, -0.1244243, 0.6900018, 2.360955, 1], [3, -0.1259913, 0.8398417, 2.337739, 1], [4, -0.3018385, 0.5520688, 2.337515, 1], [5, -0.3544201, 0.3057649, 2.347491, 1], [6, -0.3503947, 0.06428409, 2.311143, 1], [7, -0.3469953, -0.008346733, 2.299835, 1], [8, 0.05553136, 0.5577305, 2.382252, 1], [9, 0.1014157, 0.2916353, 2.432039, 1], [10, 0.123582, 0.06346291, 2.417994, 1], [11, 0.1154088, 0.0008983281, 2.421586, 1], [12, -0.1976576, 0.08132873, 2.391095, 1], [13, -0.2257337, -0.3035169, 2.46613, 1], [14, -0.2252332, -0.6381181, 2.535891, 1], [15, -0.2362661, -0.7016648, 2.447746, 1], [16, -0.03955116, 0.08270533, 2.408962, 1], [17, -0.03194026, -0.2980713, 2.472013, 1], [18, -0.04644349, -0.6308099, 2.545143, 1], [19, -0.01099771, -0.7011439, 2.467937, 1], [20, -0.1242691, 0.6169879, 2.374026, 1], [21, -0.3440879, -0.09252344, 2.305578, 1], [22, -0.309594, -0.01058962, 2.294619, 1], [23, 0.1123973, -0.08675975, 2.440907, 1], [24, 0.07022876, -0.01977989, 2.383375, 1]]
[[0, -0.1191663, 0.08337259, 2.436532, 1], [1, -0.1223513, 0.3919908, 2.404778, 1], [2, -0.1241005, 0.6899844, 2.36113, 1], [3, -0.1252302, 0.8396787, 2.338203, 1], [4, -0.2998436, 0.5526606, 2.335926, 1], [5, -0.3563516, 0.3069628, 2.334091, 1], [6, -0.3575586, 0.06851022, 2.271848, 1], [7, -0.3564359, -0.005451141, 2.257647, 1], [8, 0.05563679, 0.5583384, 2.383441, 1], [9, 0.1021196, 0.2918776, 2.43283, 1], [10, 0.1246532, 0.06376144, 2.417424, 1], [11, 0.1158165, -0.00279171, 2.41434, 1], [12, -0.1962718, 0.08143092, 2.390871, 1], [13, -0.2254433, -0.3035823, 2.466004, 1], [14, -0.2252299, -0.6374599, 2.53508, 1], [15, -0.2358493, -0.701853, 2.448439, 1], [16, -0.03817179, 0.08281893, 2.409426, 1], [17, -0.03146847, -0.2979543, 2.472067, 1], [18, -0.04637561, -0.6307803, 2.545179, 1], [19, -0.01100349, -0.7011467, 2.467428, 1], [20, -0.1238396, 0.616978, 2.374201, 1], [21, -0.3508078, -0.08484005, 2.26343, 1], [22, -0.3184951, 0.005017178, 2.239348, 1], [23, 0.1202533, -0.09024659, 2.435237, 1], [24, 0.07020206, -0.007482846, 2.382984, 1]]
[[0, -0.1174722, 0.08352554, 2.436431, 1], [1, -0.1216938, 0.3919942, 2.404961, 1], [2, -0.123983, 0.6899265, 2.361447, 1], [3, -0.123457, 0.8397052, 2.340258, 1], [4, -0.2981735, 0.5539058, 2.335206, 1], [5, -0.3616814, 0.3169074, 2.311465, 1], [6, -0.3666037, 0.08696353, 2.222319, 1], [7, -0.3632473, 0.009124181, 2.207726, 1], [8, 0.0558809, 0.558953, 2.38435, 1], [9, 0.1038028, 0.2932082, 2.43338, 1], [10, 0.1294653, 0.06430631, 2.412837, 1], [11, 0.1208043, -0.004390837, 2.408404, 1], [12, -0.1946354, 0.08155864, 2.390675, 1], [13, -0.2242693, -0.3025287, 2.464973, 1], [14, -0.2252726, -0.6362813, 2.53383, 1], [15, -0.2363548, -0.7018335, 2.448518, 1], [16, -0.0365903, 0.08298957, 2.409471, 1], [17, -0.03093554, -0.2979722, 2.471915, 1], [18, -0.0457283, -0.6308165, 2.544809, 1], [19, -0.01095525, -0.7011815, 2.46765, 1], [20, -0.1236309, 0.6169365, 2.374468, 1], [21, -0.3635208, -0.06647048, 2.200017, 1], [22, -0.3198944, 0.0231598, 2.215312, 1], [23, 0.1273055, -0.09252497, 2.429235, 1], [24, 0.07589709, -0.01338596, 2.381741, 1]]
[[0, -0.1157249, 0.08373773, 2.436178, 1], [1, -0.1205975, 0.3920309, 2.405246, 1], [2, -0.1234097, 0.6898368, 2.362198, 1], [3, -0.1226092, 0.8395345, 2.340986, 1], [4, -0.2956055, 0.5555776, 2.334526, 1], [5, -0.3666418, 0.3251685, 2.292829, 1], [6, -0.37206, 0.1093706, 2.183313, 1], [7, -0.3723319, 0.03366872, 2.1518, 1], [8, 0.05596624, 0.5591763, 2.384929, 1], [9, 0.1061192, 0.2957602, 2.432899, 1], [10, 0.1335183, 0.06413144, 2.406472, 1], [11, 0.1248878, -0.002330754, 2.399571, 1], [12, -0.1930038, 0.08178074, 2.390345, 1], [13, -0.2234762, -0.3034777, 2.465214, 1], [14, -0.2253605, -0.636096, 2.533721, 1], [15, -0.2355946, -0.7023237, 2.449214, 1], [16, -0.03486286, 0.08318329, 2.409346, 1], [17, -0.03082254, -0.2980779, 2.471951, 1], [18, -0.04494938, -0.6309151, 2.54446, 1], [19, -0.01113435, -0.7013582, 2.46773, 1], [20, -0.1229459, 0.6168798, 2.375085, 1], [21, -0.3709226, -0.04522181, 2.133313, 1], [22, -0.3323967, 0.0519369, 2.168, 1], [23, 0.1338179, -0.09095019, 2.41309, 1], [24, 0.07621704, -0.008381747, 2.386277, 1]]
[[0, -0.1140956, 0.08402448, 2.436497, 1], [1, -0.1198615, 0.3923279, 2.40598, 1], [2, -0.1234448, 0.6902672, 2.363743, 1], [3, -0.1215838, 0.8400647, 2.343618, 1], [4, -0.294798, 0.5562393, 2.334794, 1], [5, -0.3715597, 0.3417206, 2.27489, 1], [6, -0.3827888, 0.1469702, 2.134337, 1], [7, -0.3785811, 0.06795382, 2.097632, 1], [8, 0.05657658, 0.5601558, 2.387344, 1], [9, 0.1082398, 0.2971161, 2.432145, 1], [10, 0.1363901, 0.06387908, 2.401889, 1], [11, 0.1281446, -0.004184616, 2.393913, 1], [12, -0.1913853, 0.08197997, 2.390605, 1], [13, -0.2232459, -0.3035383, 2.465305, 1], [14, -0.2253868, -0.6360268, 2.533655, 1], [15, -0.2356042, -0.7023483, 2.449521, 1], [16, -0.03330926, 0.08355117, 2.409754, 1], [17, -0.03054479, -0.2979232, 2.472, 1], [18, -0.04480718, -0.6308065, 2.544438, 1], [19, -0.01099336, -0.7014526, 2.467517, 1], [20, -0.1227472, 0.6172588, 2.376347, 1], [21, -0.3712085, -0.00836621, 2.065109, 1], [22, -0.3418323, 0.07823182, 2.07885, 1], [23, 0.1404777, -0.0916435, 2.406945, 1], [24, 0.08042198, -0.004175536, 2.383545, 1]]
[[0, -0.1130992, 0.08384861, 2.436451, 1], [1, -0.1190804, 0.3923929, 2.406592, 1], [2, -0.122935, 0.6906437, 2.365478, 1], [3, -0.1214031, 0.8398328, 2.345052, 1], [4, -0.2926937, 0.557807, 2.335153, 1], [5, -0.3833269, 0.3591862, 2.242165, 1], [6, -0.3860821, 0.179464, 2.08741, 1], [7, -0.3807292, 0.1051262, 2.037609, 1], [8, 0.05679953, 0.5602544, 2.38812, 1], [9, 0.1103706, 0.2986832, 2.430547, 1], [10, 0.1400454, 0.06405171, 2.393858, 1], [11, 0.1356824, -0.003063813, 2.383539, 1], [12, -0.1905076, 0.08180856, 2.390526, 1], [13, -0.2229792, -0.3035975, 2.464812, 1], [14, -0.2255726, -0.6356943, 2.534149, 1], [15, -0.2355915, -0.7023415, 2.449577, 1], [16, -0.03224995, 0.08338176, 2.409767, 1], [17, -0.03035489, -0.2978714, 2.47191, 1], [18, -0.04446997, -0.6303408, 2.543529, 1], [19, -0.01109666, -0.7015397, 2.467752, 1], [20, -0.1221392, 0.6175433, 2.377746, 1], [21, -0.3658278, 0.03014849, 1.972483, 1], [22, -0.3403668, 0.1142869, 2.029063, 1], [23, 0.1421695, -0.09028275, 2.39573, 1], [24, 0.0835671, -0.01976608, 2.384, 1]]
[[0, -0.1121836, 0.08391801, 2.436522, 1], [1, -0.1185922, 0.3925461, 2.407256, 1], [2, -0.1230485, 0.6909392, 2.36722, 1], [3, -0.1209316, 0.8398513, 2.347459, 1], [4, -0.2906724, 0.5590916, 2.335855, 1], [5, -0.3841836, 0.3659168, 2.233529, 1], [6, -0.3866602, 0.2104903, 2.042435, 1], [7, -0.3844881, 0.1533066, 1.990903, 1], [8, 0.05690068, 0.5606669, 2.389246, 1], [9, 0.1114501, 0.2995141, 2.429224, 1], [10, 0.1422848, 0.06355088, 2.388902, 1], [11, 0.1403076, -0.001992408, 2.375136, 1], [12, -0.1896078, 0.08186202, 2.390439, 1], [13, -0.2228175, -0.3033748, 2.464397, 1], [14, -0.2255211, -0.6353104, 2.533738, 1], [15, -0.2361398, -0.7026002, 2.449311, 1], [16, -0.03133617, 0.08346885, 2.410018, 1], [17, -0.02993669, -0.297732, 2.471972, 1], [18, -0.0442959, -0.6301426, 2.54357, 1], [19, -0.01101155, -0.701443, 2.467804, 1], [20, -0.1220497, 0.6178021, 2.379174, 1], [21, -0.3735601, 0.08816206, 1.933827, 1], [22, -0.3434638, 0.1542704, 1.969792, 1], [23, 0.1499946, -0.08918419, 2.387227, 1], [24, 0.08635244, 0.03133681, 2.383001, 1]]
[[0, -0.1111086, 0.08408868, 2.436476, 1], [1, -0.1180961, 0.3926265, 2.407902, 1], [2, -0.1231887, 0.6908945, 2.36902, 1], [3, -0.1205991, 0.8399066, 2.34893, 1], [4, -0.289461, 0.5597554, 2.335941, 1], [5, -0.3952731, 0.3867917, 2.209868, 1], [6, -0.3928445, 0.2700865, 2.003418, 1], [7, -0.384117, 0.2014633, 1.937585, 1], [8, 0.05758867, 0.5617285, 2.390885, 1], [9, 0.1128957, 0.3000819, 2.427059, 1], [10, 0.1446497, 0.06497392, 2.382031, 1], [11, 0.1475911, -0.002401809, 2.364259, 1], [12, -0.1885363, 0.08192692, 2.390246, 1], [13, -0.2226307, -0.3043359, 2.464417, 1], [14, -0.225639, -0.6353725, 2.53376, 1], [15, -0.236045, -0.7030745, 2.444347, 1], [16, -0.03028585, 0.08374434, 2.410133, 1], [17, -0.02970156, -0.2977247, 2.471875, 1], [18, -0.04436215, -0.6306392, 2.543423, 1], [19, -0.01122758, -0.7016523, 2.467879, 1], [20, -0.1219817, 0.6178055, 2.380641, 1], [21, -0.3724633, 0.1394695, 1.858469, 1], [22, -0.3430218, 0.2175685, 1.943236, 1], [23, 0.1543254, -0.08917296, 2.376498, 1], [24, 0.1061859, 0.004898879, 2.3531, 1]]
[[0, -0.110347, 0.08445659, 2.436541, 1], [1, -0.1171628, 0.3929713, 2.409086, 1], [2, -0.1223172, 0.6910845, 2.37183, 1], [3, -0.1204588, 0.8398215, 2.352253, 1], [4, -0.2872412, 0.5619527, 2.337598, 1], [5, -0.4054504, 0.4379748, 2.169035, 1], [6, -0.3854419, 0.3125453, 1.96872, 1], [7, -0.3817431, 0.2622321, 1.903175, 1], [8, 0.0578743, 0.5620186, 2.392349, 1], [9, 0.1142075, 0.301176, 2.42551, 1], [10, 0.1474512, 0.06811165, 2.377481, 1], [11, 0.1502039, 0.001240382, 2.360861, 1], [12, -0.1878467, 0.08223429, 2.390329, 1], [13, -0.2221253, -0.3047072, 2.464658, 1], [14, -0.2256358, -0.6353301, 2.53388, 1], [15, -0.2358111, -0.701503, 2.447025, 1], [16, -0.02949524, 0.08416169, 2.410189, 1], [17, -0.02888053, -0.2959392, 2.47163, 1], [18, -0.04427376, -0.6304885, 2.543463, 1], [19, -0.01093084, -0.7006673, 2.467723, 1], [20, -0.1210817, 0.618055, 2.38305, 1], [21, -0.3718682, 0.2102952, 1.831416, 1], [22, -0.3403517, 0.2729671, 1.910684, 1], [23, 0.1588461, -0.08795545, 2.373668, 1], [24, 0.09381354, 0.01792181, 2.3646, 1]]
[[0, -0.1100536, 0.08442272, 2.436437, 1], [1, -0.1165128, 0.3929563, 2.410123, 1], [2, -0.1213517, 0.6911028, 2.375175, 1], [3, -0.1204086, 0.8398167, 2.354911, 1], [4, -0.2853008, 0.563148, 2.337751, 1], [5, -0.4059268, 0.4486685, 2.164065, 1], [6, -0.386003, 0.37781, 1.938172, 1], [7, -0.3760971, 0.3173984, 1.862247, 1], [8, 0.0579446, 0.5618496, 2.392874, 1], [9, 0.1148228, 0.3022432, 2.424498, 1], [10, 0.1497488, 0.06940287, 2.372818, 1], [11, 0.1533124, 0.001329756, 2.352668, 1], [12, -0.1875973, 0.08224467, 2.390233, 1], [13, -0.2220705, -0.3052053, 2.464846, 1], [14, -0.2255839, -0.6355346, 2.533898, 1], [15, -0.2357659, -0.7016453, 2.447038, 1], [16, -0.02917301, 0.08407929, 2.410085, 1], [17, -0.02882713, -0.2959191, 2.471664, 1], [18, -0.04419484, -0.6305225, 2.543615, 1], [19, -0.01087489, -0.7005323, 2.467671, 1], [20, -0.1201922, 0.6180614, 2.38578, 1], [21, -0.3751293, 0.273836, 1.792839, 1], [22, -0.3384402, 0.3205001, 1.864957, 1], [23, 0.1633571, -0.08268822, 2.365223, 1], [24, 0.1174811, -0.01036797, 2.334227, 1]]
