[[0, -0.05869945, -0.2156582, 2.624115, 1], [1, -0.06564461, 0.03875199, 2.623455, 1], [2, -0.06737226, 0.2864912, 2.610092, 1], [3, -0.05696398, 0.4144846, 2.613908, 1], [4, -0.2370974, 0.1893365, 2.579036, 1], [5, -0.2966967, -0.003256302, 2.550078, 1], [6, -0.2376805, -0.1455385, 2.443202, 1], [7, -0.2062435, -0.1943976, 2.390121, 1], [8, 0.1039554, 0.1828047, 2.591834, 1], [9, 0.1589833, -0.004699746, 2.572643, 1], [10, 0.08380178, -0.145549, 2.429208, 1], [11, 0.06341747, -0.1929646, 2.391335, 1], [12, -0.1430945, -0.2146806, 2.58705, 1], [13, -0.2183545, -0.3602723, 2.272598, 1], [14, -0.1928261, -0.6603205, 2.454013, 1], [15, -0.2221587, -0.7126628, 2.404045, 1], [16, 0.02687292, -0.2110273, 2.594121, 1], [17, 0.07707977, -0.3498592, 2.270559, 1], [18, -0.007860373, -0.660525, 2.411303, 1], [19, 0.03433941, -0.7032995, 2.3302, 1], [20, -0.06736758, 0.2253934, 2.615349, 1], [21, -0.1824976, -0.2407446, 2.334954, 1], [22, -0.2460049, -0.2142441, 2.382334, 1], [23, 0.04742281, -0.2388612, 2.3396, 1], [24, 0.02968468, -0.180113, 2.388286, 1]]
[[0, -0.05866637, -0.2158225, 2.623498, 1], [1, -0.06471195, 0.03852077, 2.622858, 1], [2, -0.06628568, 0.2863343, 2.609861, 1], [3, -0.05405274, 0.4134485, 2.612763, 1], [4, -0.2350201, 0.1897223, 2.578796, 1], [5, -0.2959462, -0.002857357, 2.549802, 1], [6, -0.2301538, -0.1573174, 2.429175, 1], [7, -0.200664, -0.2063338, 2.376918, 1], [8, 0.1057429, 0.1818696, 2.591413, 1], [9, 0.158932, -0.005346153, 2.570222, 1], [10, 0.1052936, -0.1481499, 2.455127, 1], [11, 0.08155502, -0.1856647, 2.404147, 1], [12, -0.1430431, -0.21471, 2.586533, 1], [13, -0.2176205, -0.3610444, 2.272283, 1], [14, -0.1927366, -0.6601877, 2.453123, 1], [15, -0.197876, -0.7021484, 2.351563, 1], [16, 0.02692002, -0.2113557, 2.593458, 1], [17, 0.07535035, -0.3500253, 2.269526, 1], [18, -0.008280032, -0.6609044, 2.410669, 1], [19, 0.03383415, -0.7034358, 2.330394, 1], [20, -0.06623662, 0.225213, 2.615053, 1], [21, -0.1785814, -0.2543682, 2.320947, 1], [22, -0.2424389, -0.221315, 2.365196, 1], [23, 0.06743512, -0.2330935, 2.345357, 1], [24, 0.04883294, -0.1622821, 2.392572, 1]]
[[0, -0.05820788, -0.2164187, 2.622654, 1], [1, -0.06355439, 0.03791726, 2.62239, 1], [2, -0.06528059, 0.2859097, 2.609954, 1], [3, -0.05193005, 0.4127288, 2.612669, 1], [4, -0.232893, 0.1896731, 2.578196, 1], [5, -0.2945993, -0.003834729, 2.549093, 1], [6, -0.2229926, -0.1564673, 2.416802, 1], [7, -0.1875111, -0.2389244, 2.35221, 1], [8, 0.1066015, 0.1811187, 2.59116, 1], [9, 0.1594689, -0.006060604, 2.569872, 1], [10, 0.1070016, -0.1446963, 2.456821, 1], [11, 0.08376341, -0.1858464, 2.407409, 1], [12, -0.142585, -0.2151667, 2.585413, 1], [13, -0.2176729, -0.3626792, 2.271912, 1], [14, -0.1927122, -0.6602721, 2.453233, 1], [15, -0.1978952, -0.7021099, 2.351871, 1], [16, 0.02742608, -0.2120991, 2.59288, 1], [17, 0.07462889, -0.3504551, 2.268606, 1], [18, -0.009220594, -0.6618044, 2.410292, 1], [19, 0.03379639, -0.7040789, 2.330583, 1], [20, -0.06513549, 0.22474, 2.615047, 1], [21, -0.1672808, -0.2945334, 2.298249, 1], [22, -0.2221665, -0.2452738, 2.322706, 1], [23, 0.06845355, -0.2335865, 2.343489, 1], [24, 0.04799664, -0.1712442, 2.387303, 1]]
[[0, -0.0581636, -0.2164359, 2.622528, 1], [1, -0.06296297, 0.03778853, 2.62226, 1], [2, -0.06439443, 0.285678, 2.610026, 1], [3, -0.05048363, 0.4126062, 2.612936, 1], [4, -0.2309727, 0.190001, 2.578132, 1], [5, -0.2950504, -0.003106391, 2.547906, 1], [6, -0.225543, -0.1602835, 2.420213, 1], [7, -0.1951555, -0.2227783, 2.365184, 1], [8, 0.1078939, 0.1811617, 2.591245, 1], [9, 0.1595936, -0.006284337, 2.569855, 1], [10, 0.1067674, -0.1441709, 2.456636, 1], [11, 0.08366854, -0.1863705, 2.40658, 1], [12, -0.1425309, -0.2150646, 2.585354, 1], [13, -0.2176584, -0.3628274, 2.271994, 1], [14, -0.1924936, -0.6600185, 2.453405, 1], [15, -0.1986757, -0.7018865, 2.354588, 1], [16, 0.02749887, -0.2123377, 2.59259, 1], [17, 0.07467251, -0.3505898, 2.268264, 1], [18, -0.009217549, -0.6620985, 2.410454, 1], [19, 0.03382356, -0.7044904, 2.330718, 1], [20, -0.06427605, 0.2245313, 2.615082, 1], [21, -0.1747814, -0.2733541, 2.311398, 1], [22, -0.2382216, -0.2267892, 2.3535, 1], [23, 0.07233219, -0.2351193, 2.345508, 1], [24, 0.04834616, -0.1724706, 2.389627, 1]]
[[0, -0.05804929, -0.2165155, 2.62247, 1], [1, -0.06219733, 0.03760113, 2.622082, 1], [2, -0.0633898, 0.2855005, 2.609813, 1], [3, -0.04883703, 0.4124542, 2.612997, 1], [4, -0.2305677, 0.1899992, 2.578108, 1], [5, -0.2934543, -0.001698967, 2.548332, 1], [6, -0.2396466, -0.1364483, 2.451144, 1], [7, -0.202747, -0.1913927, 2.407448, 1], [8, 0.1088932, 0.1809813, 2.59103, 1], [9, 0.1602343, -0.00660315, 2.569588, 1], [10, 0.1064929, -0.1434214, 2.456444, 1], [11, 0.08268108, -0.1849894, 2.403948, 1], [12, -0.1424167, -0.2150984, 2.585284, 1], [13, -0.2172438, -0.3623734, 2.271589, 1], [14, -0.1930654, -0.6600487, 2.453602, 1], [15, -0.198574, -0.702011, 2.354793, 1], [16, 0.02763059, -0.2124732, 2.592569, 1], [17, 0.07492682, -0.3504351, 2.268127, 1], [18, -0.009568346, -0.6625582, 2.410439, 1], [19, 0.031878, -0.704189, 2.329283, 1], [20, -0.06328849, 0.2243477, 2.614895, 1], [21, -0.1769585, -0.238465, 2.335324, 1], [22, -0.2658923, -0.2255848, 2.428, 1], [23, 0.06744815, -0.2322359, 2.345532, 1], [24, 0.04866463, -0.1706882, 2.391919, 1]]
[[0, -0.05518695, -0.2170537, 2.623251, 1], [1, -0.05883627, 0.03695645, 2.622566, 1], [2, -0.06075588, 0.2849105, 2.609971, 1], [3, -0.04742375, 0.41227, 2.613374, 1], [4, -0.2291958, 0.1896647, 2.578069, 1], [5, -0.2916459, -0.003751236, 2.549186, 1], [6, -0.2395855, -0.1377973, 2.450819, 1], [7, -0.2016936, -0.1901662, 2.406293, 1], [8, 0.1096311, 0.1809706, 2.590872, 1], [9, 0.1604654, -0.006698465, 2.569227, 1], [10, 0.1054116, -0.1468139, 2.448612, 1], [11, 0.08321025, -0.1895188, 2.397496, 1], [12, -0.1394886, -0.215785, 2.585824, 1], [13, -0.2184222, -0.3614237, 2.272396, 1], [14, -0.1930263, -0.6601343, 2.453681, 1], [15, -0.1986304, -0.702374, 2.355712, 1], [16, 0.0304905, -0.2128572, 2.593729, 1], [17, 0.07404563, -0.3493934, 2.268056, 1], [18, -0.01012038, -0.6629769, 2.411289, 1], [19, 0.03194306, -0.7045521, 2.329545, 1], [20, -0.06041421, 0.2237384, 2.615161, 1], [21, -0.1787843, -0.2393384, 2.34493, 1], [22, -0.2666562, -0.2291731, 2.427798, 1], [23, 0.07218108, -0.238334, 2.337986, 1], [24, 0.04532299, -0.1723251, 2.39009, 1]]
[[0, -0.05510235, -0.2170752, 2.62323, 1], [1, -0.05809864, 0.03680455, 2.622554, 1], [2, -0.05923749, 0.2845655, 2.610063, 1], [3, -0.04596482, 0.4120722, 2.613692, 1], [4, -0.2277824, 0.1896968, 2.578037, 1], [5, -0.2916591, -0.003343141, 2.549256, 1], [6, -0.2396235, -0.1377615, 2.45083, 1], [7, -0.2059821, -0.1870271, 2.410047, 1], [8, 0.1110661, 0.1810853, 2.59135, 1], [9, 0.1617547, -0.00735419, 2.568609, 1], [10, 0.1056696, -0.1472708, 2.448245, 1], [11, 0.08193118, -0.1897871, 2.395516, 1], [12, -0.1393603, -0.2157054, 2.585818, 1], [13, -0.2187835, -0.3605486, 2.272117, 1], [14, -0.1933143, -0.6607382, 2.454919, 1], [15, -0.217308, -0.7075675, 2.387538, 1], [16, 0.03058887, -0.2130005, 2.593693, 1], [17, 0.07474721, -0.3495427, 2.268114, 1], [18, -0.01036496, -0.6631948, 2.411845, 1], [19, 0.03156095, -0.7047654, 2.330452, 1], [20, -0.05908902, 0.2234479, 2.615238, 1], [21, -0.1845382, -0.2318136, 2.341725, 1], [22, -0.2703665, -0.2335012, 2.421, 1], [23, 0.06377557, -0.2373802, 2.336221, 1], [24, 0.04569271, -0.1727284, 2.394399, 1]]
[[0, -0.05509945, -0.2170997, 2.623268, 1], [1, -0.05733945, 0.03675694, 2.622772, 1], [2, -0.05703229, 0.284589, 2.610565, 1], [3, -0.04345285, 0.4119665, 2.614481, 1], [4, -0.2265484, 0.1901685, 2.578328, 1], [5, -0.2907061, -0.004043256, 2.549675, 1], [6, -0.2411923, -0.1410827, 2.453227, 1], [7, -0.2019346, -0.1922159, 2.403176, 1], [8, 0.1122661, 0.1809366, 2.591711, 1], [9, 0.16309, -0.008689539, 2.56804, 1], [10, 0.1083506, -0.1530653, 2.443141, 1], [11, 0.08095416, -0.1941059, 2.391541, 1], [12, -0.1393625, -0.2156595, 2.585903, 1], [13, -0.2201791, -0.3601659, 2.272426, 1], [14, -0.1917983, -0.6605896, 2.447362, 1], [15, -0.2053617, -0.7033591, 2.351761, 1], [16, 0.03059976, -0.2131393, 2.593741, 1], [17, 0.07636911, -0.3488825, 2.268037, 1], [18, -0.01036228, -0.663255, 2.41186, 1], [19, 0.03129812, -0.704861, 2.331107, 1], [20, -0.05727825, 0.2234471, 2.615681, 1], [21, -0.1818911, -0.2390312, 2.340166, 1], [22, -0.2686729, -0.2299467, 2.411625, 1], [23, 0.06536463, -0.2430763, 2.337533, 1], [24, 0.04618151, -0.1757728, 2.391027, 1]]
[[0, -0.05487251, -0.2171161, 2.623456, 1], [1, -0.05610396, 0.0366886, 2.623114, 1], [2, -0.05491755, 0.2844535, 2.610953, 1], [3, -0.03938619, 0.4119358, 2.615247, 1], [4, -0.2241439, 0.1902361, 2.578231, 1], [5, -0.2917866, -0.004893889, 2.547542, 1], [6, -0.2413085, -0.1415, 2.452776, 1], [7, -0.2067526, -0.1910964, 2.391505, 1], [8, 0.1143672, 0.1810832, 2.592529, 1], [9, 0.1636931, -0.008528035, 2.568, 1], [10, 0.1096035, -0.1508714, 2.444618, 1], [11, 0.08231743, -0.1928229, 2.392892, 1], [12, -0.1390598, -0.215477, 2.586231, 1], [13, -0.2243832, -0.358895, 2.273528, 1], [14, -0.1954862, -0.6599156, 2.440382, 1], [15, -0.2152814, -0.7024578, 2.364851, 1], [16, 0.03081371, -0.2133091, 2.593881, 1], [17, 0.07814264, -0.347704, 2.267805, 1], [18, -0.01036288, -0.6632451, 2.411813, 1], [19, 0.03036634, -0.7049702, 2.331855, 1], [20, -0.05535429, 0.2233313, 2.61608, 1], [21, -0.1799018, -0.2414605, 2.335979, 1], [22, -0.2430695, -0.2060703, 2.363667, 1], [23, 0.06205772, -0.242302, 2.338778, 1], [24, 0.0411833, -0.187029, 2.395, 1]]
[[0, -0.05482917, -0.2170962, 2.62353, 1], [1, -0.05465794, 0.03677018, 2.62355, 1], [2, -0.05122301, 0.2845818, 2.611897, 1], [3, -0.03680808, 0.4116955, 2.615028, 1], [4, -0.2234211, 0.1903565, 2.578426, 1], [5, -0.2897386, -0.006535379, 2.548101, 1], [6, -0.2410114, -0.1418423, 2.450139, 1], [7, -0.198743, -0.1958139, 2.395424, 1], [8, 0.1154677, 0.1816206, 2.590399, 1], [9, 0.1657915, -0.007983302, 2.567932, 1], [10, 0.109397, -0.150628, 2.444024, 1], [11, 0.081637, -0.1917605, 2.389631, 1], [12, -0.1390269, -0.215426, 2.586275, 1], [13, -0.2335362, -0.3530277, 2.273603, 1], [14, -0.2025786, -0.6619658, 2.440058, 1], [15, -0.224821, -0.7046809, 2.351585, 1], [16, 0.03087407, -0.2133272, 2.594023, 1], [17, 0.07944295, -0.3472403, 2.267927, 1], [18, -0.009332887, -0.6631926, 2.410461, 1], [19, 0.03060888, -0.705696, 2.333299, 1], [20, -0.05226324, 0.2234516, 2.616901, 1], [21, -0.1878017, -0.2447447, 2.32801, 1], [22, -0.2578295, -0.2164312, 2.376071, 1], [23, 0.06079809, -0.2412169, 2.336487, 1], [24, 0.04656483, -0.1794519, 2.389019, 1]]
[[0, -0.05462353, -0.2170424, 2.624136, 1], [1, -0.05255126, 0.03682783, 2.624604, 1], [2, -0.04684335, 0.2846078, 2.613235, 1], [3, -0.03439765, 0.4111498, 2.615292, 1], [4, -0.2209547, 0.1911884, 2.579203, 1], [5, -0.2905307, -0.005844159, 2.54869, 1], [6, -0.2412453, -0.1424529, 2.449056, 1], [7, -0.1990375, -0.1961259, 2.397358, 1], [8, 0.1161547, 0.1819022, 2.589359, 1], [9, 0.1692154, -0.007547816, 2.568902, 1], [10, 0.1093377, -0.1506274, 2.44361, 1], [11, 0.08291304, -0.1930431, 2.391675, 1], [12, -0.1388604, -0.2152466, 2.586748, 1], [13, -0.24186, -0.3489842, 2.27519, 1], [14, -0.2372819, -0.6626961, 2.43138, 1], [15, -0.2428232, -0.7022067, 2.345527, 1], [16, 0.0311155, -0.2134238, 2.594836, 1], [17, 0.08113585, -0.3458496, 2.268311, 1], [18, -0.01139725, -0.6659673, 2.417274, 1], [19, 0.02952108, -0.7056699, 2.335011, 1], [20, -0.04844848, 0.2234903, 2.618201, 1], [21, -0.1891642, -0.244772, 2.336676, 1], [22, -0.2589681, -0.2158536, 2.3648, 1], [23, 0.06114662, -0.2406229, 2.336209, 1], [24, 0.04483086, -0.1808114, 2.390568, 1]]
