[[0, 0.1823536, -0.274565, 2.246457, 1], [1, 0.1774866, 0.03040702, 2.30391, 1], [2, 0.1722596, 0.3257268, 2.345092, 1], [3, 0.1564995, 0.4797005, 2.333851, 1], [4, -0.01601763, 0.2057822, 2.339558, 1], [5, -0.03803911, -0.1008553, 2.28229, 1], [6, 0.03222327, -0.007126055, 2.034437, 1], [7, 0.1039045, 0.02066664, 1.882914, 1], [8, 0.3441484, 0.2280758, 2.286283, 1], [9, 0.4022529, 0.005362918, 2.172477, 1], [10, 0.1971265, -0.01607233, 2.001015, 1], [11, 0.1064571, 0.01771015, 1.880839, 1], [12, 0.08048734, -0.27552, 2.21729, 1], [13, -0.03367239, -0.3298871, 1.884082, 1], [14, 0.09073398, -0.6998438, 1.946734, 1], [15, 0.06170551, -0.7529682, 1.851966, 1], [16, 0.2780109, -0.2634265, 2.196449, 1], [17, 0.3538921, -0.3030712, 1.860676, 1], [18, 0.3148574, -0.6813561, 1.963089, 1], [19, 0.3326183, -0.7509335, 1.861098, 1], [20, 0.1736887, 0.2531729, 2.3373, 1], [21, 0.1000893, -0.0007474872, 1.795924, 1], [22, 0.1182184, 0.06244567, 1.862364, 1], [23, 0.09292731, -0.006947404, 1.810665, 1], [24, 0.0725875, -0.003357031, 1.9078, 1]]
[[0, 0.1824081, -0.2741866, 2.246583, 1], [1, 0.1775429, 0.03057547, 2.304098, 1], [2, 0.1723152, 0.3256955, 2.345707, 1], [3, 0.1571658, 0.4800608, 2.335619, 1], [4, -0.01584052, 0.2062882, 2.338734, 1], [5, -0.06163194, -0.07733931, 2.265068, 1], [6, 0.02936206, 0.03073798, 2.005982, 1], [7, 0.102761, 0.06015083, 1.85871, 1], [8, 0.3434495, 0.2296836, 2.284913, 1], [9, 0.4036184, -0.01179891, 2.179783, 1], [10, 0.1963946, 0.06124963, 1.964935, 1], [11, 0.1045085, 0.06279941, 1.858866, 1], [12, 0.08061807, -0.2752139, 2.217506, 1], [13, -0.03361466, -0.3301367, 1.884202, 1], [14, 0.09042855, -0.7002861, 1.946511, 1], [15, 0.0582429, -0.7540197, 1.857502, 1], [16, 0.2779742, -0.2630349, 2.196531, 1], [17, 0.3538333, -0.3031174, 1.860812, 1], [18, 0.3148515, -0.6813872, 1.963286, 1], [19, 0.3326649, -0.7508161, 1.861128, 1], [20, 0.1737483, 0.2532156, 2.337776, 1], [21, 0.1008202, 0.0396045, 1.782076, 1], [22, 0.11081, 0.09959701, 1.837072, 1], [23, 0.09145797, 0.03990245, 1.78423, 1], [24, 0.07410222, 0.06300543, 1.875875, 1]]
[[0, 0.1785753, -0.2500474, 2.250164, 1], [1, 0.1763131, 0.03830639, 2.30658, 1], [2, 0.1721132, 0.3263083, 2.347372, 1], [3, 0.1577407, 0.4803453, 2.336808, 1], [4, -0.01564589, 0.207192, 2.336931, 1], [5, -0.05979979, -0.05425502, 2.267814, 1], [6, 0.04601337, 0.06501658, 1.966645, 1], [7, 0.1033757, 0.09719774, 1.842162, 1], [8, 0.3422852, 0.2323808, 2.28756, 1], [9, 0.3911274, 0.02848112, 2.138756, 1], [10, 0.192854, 0.07276346, 1.951471, 1], [11, 0.111064, 0.09754541, 1.850413, 1], [12, 0.08011721, -0.2515294, 2.223317, 1], [13, -0.03339352, -0.3300101, 1.884511, 1], [14, 0.0898819, -0.7003374, 1.947165, 1], [15, 0.05864974, -0.7538991, 1.857061, 1], [16, 0.2707648, -0.2392909, 2.198158, 1], [17, 0.3522075, -0.3021902, 1.866738, 1], [18, 0.3142192, -0.6806657, 1.968848, 1], [19, 0.329835, -0.7476352, 1.862961, 1], [20, 0.1734099, 0.254816, 2.339585, 1], [21, 0.09961088, 0.07495539, 1.760933, 1], [22, 0.1102946, 0.1341845, 1.828657, 1], [23, 0.09381028, 0.07720035, 1.767238, 1], [24, 0.0704869, 0.08011062, 1.8662, 1]]
[[0, 0.1787464, -0.2496789, 2.250504, 1], [1, 0.176461, 0.03933255, 2.30665, 1], [2, 0.1721782, 0.3263651, 2.347322, 1], [3, 0.1580246, 0.480218, 2.337847, 1], [4, -0.01565378, 0.2111839, 2.33571, 1], [5, -0.06160865, -0.035095, 2.261227, 1], [6, 0.04215898, 0.1071125, 1.969622, 1], [7, 0.1029302, 0.1484541, 1.83155, 1], [8, 0.3383498, 0.2409011, 2.283145, 1], [9, 0.3668092, 0.08098937, 2.03299, 1], [10, 0.1525502, 0.1110051, 1.901896, 1], [11, 0.1050141, 0.1373777, 1.828463, 1], [12, 0.0815607, -0.2526593, 2.231233, 1], [13, -0.0334197, -0.3297198, 1.884691, 1], [14, 0.08951034, -0.7003227, 1.946614, 1], [15, 0.06091353, -0.7527902, 1.852416, 1], [16, 0.2707221, -0.2363197, 2.194134, 1], [17, 0.3527501, -0.3026959, 1.864825, 1], [18, 0.3151866, -0.6813664, 1.966436, 1], [19, 0.3305249, -0.7486441, 1.860863, 1], [20, 0.1735053, 0.2550817, 2.339539, 1], [21, 0.09811565, 0.1387347, 1.735234, 1], [22, 0.1077351, 0.1927244, 1.811621, 1], [23, 0.08743645, 0.1253275, 1.761115, 1], [24, 0.07496659, 0.1535245, 1.838369, 1]]
[[0, 0.1784906, -0.2731368, 2.243737, 1], [1, 0.1776166, 0.03654109, 2.304539, 1], [2, 0.1745473, 0.3275571, 2.346121, 1], [3, 0.1583063, 0.4804686, 2.338276, 1], [4, -0.01650845, 0.2177615, 2.334234, 1], [5, -0.07640959, 0.06271229, 2.134517, 1], [6, 0.05590624, 0.1542587, 1.918347, 1], [7, 0.1039679, 0.1898474, 1.812679, 1], [8, 0.3387406, 0.243861, 2.285394, 1], [9, 0.3716885, 0.102355, 2.069423, 1], [10, 0.1826377, 0.1592951, 1.910146, 1], [11, 0.1056411, 0.1881519, 1.810503, 1], [12, 0.07199874, -0.2785223, 2.206707, 1], [13, -0.034793, -0.3303427, 1.880854, 1], [14, 0.08992407, -0.7000748, 1.944074, 1], [15, 0.06172866, -0.7524137, 1.852564, 1], [16, 0.2781042, -0.2667949, 2.198835, 1], [17, 0.3533879, -0.3028424, 1.862439, 1], [18, 0.3154438, -0.6822381, 1.961644, 1], [19, 0.3310906, -0.7514192, 1.858491, 1], [20, 0.1752146, 0.2554936, 2.33841, 1], [21, 0.1034056, 0.2028753, 1.735046, 1], [22, 0.1059238, 0.2484226, 1.792263, 1], [23, 0.09127515, 0.1920492, 1.743729, 1], [24, 0.07285234, 0.1883284, 1.82837, 1]]
[[0, 0.1800529, -0.2789617, 2.242723, 1], [1, 0.1818836, 0.0344374, 2.302265, 1], [2, 0.1865659, 0.3336614, 2.342561, 1], [3, 0.1588576, 0.4851401, 2.339966, 1], [4, -0.01493068, 0.2232698, 2.326017, 1], [5, -0.06651996, 0.1060519, 2.098696, 1], [6, 0.05205944, 0.2127146, 1.901073, 1], [7, 0.1023587, 0.2414293, 1.803254, 1], [8, 0.3408068, 0.250672, 2.288495, 1], [9, 0.361728, 0.1486468, 2.036026, 1], [10, 0.1642994, 0.2016365, 1.886302, 1], [11, 0.1054359, 0.2311977, 1.804191, 1], [12, 0.07199145, -0.2814481, 2.206247, 1], [13, -0.0351785, -0.3294431, 1.879855, 1], [14, 0.08837784, -0.6998698, 1.941717, 1], [15, 0.06225652, -0.752824, 1.852329, 1], [16, 0.2810889, -0.2707536, 2.198617, 1], [17, 0.3536748, -0.3030362, 1.861115, 1], [18, 0.3162073, -0.6823974, 1.960568, 1], [19, 0.3315678, -0.7521608, 1.85806, 1], [20, 0.1847575, 0.2590663, 2.335201, 1], [21, 0.1029541, 0.2592432, 1.724547, 1], [22, 0.1044972, 0.306101, 1.788563, 1], [23, 0.08960366, 0.2416654, 1.743013, 1], [24, 0.07362, 0.2363551, 1.822719, 1]]
[[0, 0.1800685, -0.2804125, 2.242954, 1], [1, 0.1829016, 0.02741759, 2.297552, 1], [2, 0.1870779, 0.3207991, 2.330816, 1], [3, 0.1593105, 0.4952419, 2.340699, 1], [4, -0.01774449, 0.2399874, 2.325154, 1], [5, -0.06995904, 0.1417974, 2.067721, 1], [6, 0.06225696, 0.242756, 1.876107, 1], [7, 0.1025458, 0.2848808, 1.795337, 1], [8, 0.3433743, 0.2683972, 2.289591, 1], [9, 0.3706627, 0.1593186, 2.018619, 1], [10, 0.1734898, 0.2549561, 1.89333, 1], [11, 0.1053108, 0.2781992, 1.805634, 1], [12, 0.0725344, -0.2824319, 2.206801, 1], [13, -0.03491926, -0.3291962, 1.880302, 1], [14, 0.0885954, -0.6995146, 1.942728, 1], [15, 0.06227237, -0.7527955, 1.852054, 1], [16, 0.2807249, -0.2717032, 2.198787, 1], [17, 0.3537655, -0.3027977, 1.861263, 1], [18, 0.3158515, -0.6818998, 1.961426, 1], [19, 0.330938, -0.7505015, 1.857393, 1], [20, 0.185879, 0.248709, 2.325668, 1], [21, 0.1072271, 0.3162687, 1.71907, 1], [22, 0.08956213, 0.3452543, 1.7959, 1], [23, 0.0940339, 0.3119008, 1.746132, 1], [24, 0.07218941, 0.2670987, 1.829529, 1]]
[[0, 0.1799462, -0.2817078, 2.243199, 1], [1, 0.1812163, 0.02234035, 2.295567, 1], [2, 0.1818941, 0.3127989, 2.327781, 1], [3, 0.1581564, 0.5045189, 2.340644, 1], [4, -0.01899157, 0.2393441, 2.325781, 1], [5, -0.05565634, 0.1813604, 2.058823, 1], [6, 0.06874857, 0.2857134, 1.863831, 1], [7, 0.08536701, 0.3186944, 1.844732, 1], [8, 0.3428131, 0.2681707, 2.289936, 1], [9, 0.369729, 0.1737503, 2.031862, 1], [10, 0.1800183, 0.2896228, 1.888293, 1], [11, 0.1075901, 0.3262203, 1.807405, 1], [12, 0.07362214, -0.2839101, 2.208027, 1], [13, -0.03433192, -0.3289731, 1.881428, 1], [14, 0.09072503, -0.6986086, 1.944624, 1], [15, 0.06228609, -0.7526858, 1.85203, 1], [16, 0.2797099, -0.2726606, 2.198613, 1], [17, 0.3538867, -0.3029421, 1.861281, 1], [18, 0.316105, -0.6816643, 1.962681, 1], [19, 0.3309338, -0.7497532, 1.857944, 1], [20, 0.1818665, 0.2415565, 2.322674, 1], [21, 0.1158604, 0.3652287, 1.744609, 1], [22, 0.09493661, 0.3611406, 1.737445, 1], [23, 0.09602267, 0.3661196, 1.7513, 1], [24, 0.07922997, 0.361886, 1.821546, 1]]
[[0, 0.1798945, -0.2796918, 2.24404, 1], [1, 0.1797765, 0.02288553, 2.295903, 1], [2, 0.1763211, 0.3127722, 2.329577, 1], [3, 0.1588257, 0.4891101, 2.342424, 1], [4, -0.02558927, 0.2422233, 2.330821, 1], [5, -0.05570981, 0.1954036, 2.061491, 1], [6, 0.06446199, 0.3430623, 1.895553, 1], [7, 0.1101199, 0.3895563, 1.801353, 1], [8, 0.3371745, 0.2714567, 2.294614, 1], [9, 0.3689928, 0.1958605, 2.039947, 1], [10, 0.1895963, 0.3187765, 1.89297, 1], [11, 0.1156759, 0.3683266, 1.832412, 1], [12, 0.07514424, -0.2811901, 2.210298, 1], [13, -0.0333305, -0.3283497, 1.884219, 1], [14, 0.09111024, -0.6982872, 1.94697, 1], [15, 0.05848024, -0.7503278, 1.859625, 1], [16, 0.2781688, -0.2693242, 2.198902, 1], [17, 0.3536763, -0.302997, 1.862277, 1], [18, 0.3165578, -0.6816087, 1.964202, 1], [19, 0.3316864, -0.7494227, 1.859221, 1], [20, 0.1776638, 0.2417479, 2.32386, 1], [21, 0.1165183, 0.438388, 1.733219, 1], [22, 0.09762427, 0.4563334, 1.787286, 1], [23, 0.1001157, 0.4168206, 1.758248, 1], [24, 0.07748573, 0.3610311, 1.842208, 1]]
[[0, 0.1796327, -0.2823413, 2.243485, 1], [1, 0.1779183, 0.02327702, 2.295484, 1], [2, 0.1692306, 0.3209291, 2.330271, 1], [3, 0.1716401, 0.4658324, 2.327365, 1], [4, 0.01864177, 0.191082, 2.299997, 1], [5, -0.06058716, 0.2238188, 2.053269, 1], [6, 0.07249514, 0.3739631, 1.869732, 1], [7, 0.1158567, 0.4399311, 1.804423, 1], [8, 0.3103115, 0.1962301, 2.272111, 1], [9, 0.3722282, 0.2256302, 2.02032, 1], [10, 0.1809567, 0.3541102, 1.883806, 1], [11, 0.1156388, 0.4228101, 1.825996, 1], [12, 0.07425153, -0.2824984, 2.2094, 1], [13, -0.0338035, -0.3286256, 1.883004, 1], [14, 0.08906437, -0.6993869, 1.94436, 1], [15, 0.06151999, -0.7533165, 1.85404, 1], [16, 0.2789439, -0.2737589, 2.198954, 1], [17, 0.3539736, -0.3030123, 1.861726, 1], [18, 0.3169082, -0.6815713, 1.963834, 1], [19, 0.331704, -0.7496274, 1.85904, 1], [20, 0.1721515, 0.2470452, 2.32403, 1], [21, 0.1238485, 0.4930257, 1.741922, 1], [22, 0.09553038, 0.4824509, 1.8016, 1], [23, 0.1078619, 0.4803741, 1.763183, 1], [24, 0.08093965, 0.4195358, 1.838739, 1]]
[[0, 0.1793852, -0.2826111, 2.243551, 1], [1, 0.1776695, 0.02385993, 2.294804, 1], [2, 0.1706226, 0.3233866, 2.328052, 1], [3, 0.172372, 0.4685592, 2.325573, 1], [4, 0.0190913, 0.1926615, 2.299993, 1], [5, -0.0473713, 0.2640094, 2.056629, 1], [6, 0.08185061, 0.4278602, 1.867132, 1], [7, 0.1203122, 0.4810561, 1.821345, 1], [8, 0.316877, 0.1944616, 2.271915, 1], [9, 0.3718012, 0.2405379, 2.021071, 1], [10, 0.1993816, 0.3962896, 1.910699, 1], [11, 0.1244054, 0.457664, 1.852857, 1], [12, 0.07381836, -0.2821394, 2.208904, 1], [13, -0.03382493, -0.3289137, 1.88247, 1], [14, 0.08867685, -0.6996713, 1.944386, 1], [15, 0.05676513, -0.7513485, 1.863201, 1], [16, 0.2784604, -0.2752802, 2.200056, 1], [17, 0.3537671, -0.302896, 1.862731, 1], [18, 0.3168137, -0.6815368, 1.964611, 1], [19, 0.3316047, -0.7492883, 1.859452, 1], [20, 0.1728286, 0.2491157, 2.322294, 1], [21, 0.1340327, 0.5415573, 1.747482, 1], [22, 0.09515618, 0.5074049, 1.816941, 1], [23, 0.1093804, 0.5220772, 1.789161, 1], [24, 0.08527464, 0.4421856, 1.858143, 1]]
