[[0, -0.136639, -0.2427826, 2.771903, 1], [1, -0.1374189, 0.03963999, 2.761834, 1], [2, -0.1302543, 0.3155124, 2.736174, 1], [3, -0.1237245, 0.4525584, 2.726987, 1], [4, -0.3144529, 0.2152715, 2.709435, 1], [5, -0.3513016, -0.006150228, 2.666627, 1], [6, -0.1585985, -0.08517002, 2.486917, 1], [7, -0.1193989, -0.1196292, 2.484348, 1], [8, 0.046236, 0.2227858, 2.7377, 1], [9, 0.08813866, -0.003275304, 2.691071, 1], [10, 0.1106488, -0.1714572, 2.542041, 1], [11, 0.08293165, -0.1570496, 2.469656, 1], [12, -0.2126896, -0.2422391, 2.728453, 1], [13, -0.249738, -0.267884, 2.322306, 1], [14, -0.2428643, -0.6613999, 2.308558, 1], [15, -0.2382145, -0.7217911, 2.203673, 1], [16, -0.05722059, -0.2389615, 2.738219, 1], [17, 0.04143938, -0.2391476, 2.363648, 1], [18, -0.01280572, -0.6644686, 2.436651, 1], [19, 0.02265053, -0.730626, 2.348155, 1], [20, -0.1323099, 0.2475145, 2.74511, 1], [21, -0.05825852, -0.1156558, 2.446816, 1], [22, -0.0769707, -0.06715076, 2.519478, 1], [23, 0.0927095, -0.1651185, 2.419993, 1], [24, 0.07271852, -0.1505348, 2.459143, 1]]
[[0, -0.1369575, -0.2431889, 2.772059, 1], [1, -0.1361439, 0.03929718, 2.761745, 1], [2, -0.1276336, 0.3152765, 2.736041, 1], [3, -0.1185688, 0.4520757, 2.7263, 1], [4, -0.3139561, 0.2153358, 2.709384, 1], [5, -0.3493457, -0.004963091, 2.66454, 1], [6, -0.1593646, -0.08311151, 2.486656, 1], [7, -0.1132703, -0.1239085, 2.48594, 1], [8, 0.04911726, 0.2217606, 2.738653, 1], [9, 0.08993509, -0.003189477, 2.692447, 1], [10, 0.1134577, -0.1717446, 2.544181, 1], [11, 0.08738487, -0.1610385, 2.450546, 1], [12, -0.212908, -0.242203, 2.728478, 1], [13, -0.2494142, -0.2679531, 2.321642, 1], [14, -0.2429396, -0.6607462, 2.308638, 1], [15, -0.238377, -0.721298, 2.20389, 1], [16, -0.05757569, -0.239844, 2.738713, 1], [17, 0.05442832, -0.2412233, 2.366875, 1], [18, -0.01153195, -0.6591246, 2.435976, 1], [19, 0.021787, -0.7285924, 2.350976, 1], [20, -0.1300036, 0.2472427, 2.744975, 1], [21, -0.06111122, -0.1274256, 2.448235, 1], [22, -0.07647876, -0.07154483, 2.516248, 1], [23, 0.1086134, -0.1740891, 2.407485, 1], [24, 0.05027403, -0.1510813, 2.441667, 1]]
[[0, -0.1371077, -0.2433172, 2.772133, 1], [1, -0.1346856, 0.0391675, 2.761813, 1], [2, -0.1246229, 0.3152013, 2.736408, 1], [3, -0.1136415, 0.4513522, 2.724912, 1], [4, -0.3134166, 0.215404, 2.709234, 1], [5, -0.3477806, -0.004487507, 2.662044, 1], [6, -0.158866, -0.08217923, 2.485426, 1], [7, -0.108346, -0.126523, 2.48423, 1], [8, 0.05139372, 0.221989, 2.740829, 1], [9, 0.09232145, -0.003065948, 2.695493, 1], [10, 0.1162965, -0.1709717, 2.546974, 1], [11, 0.07342983, -0.1546472, 2.464337, 1], [12, -0.2130703, -0.2420852, 2.728408, 1], [13, -0.2492325, -0.2677947, 2.321134, 1], [14, -0.2426823, -0.6611454, 2.309177, 1], [15, -0.2386346, -0.7204702, 2.203176, 1], [16, -0.05776981, -0.2402181, 2.739141, 1], [17, 0.06615278, -0.2410824, 2.368333, 1], [18, -0.008565364, -0.6501018, 2.434544, 1], [19, 0.05304849, -0.7178165, 2.397043, 1], [20, -0.127366, 0.2471569, 2.745244, 1], [21, -0.05011096, -0.130267, 2.449813, 1], [22, -0.06618802, -0.07723092, 2.5198, 1], [23, 0.1218494, -0.1709808, 2.409983, 1], [24, 0.05880762, -0.1507853, 2.448553, 1]]
[[0, -0.1373499, -0.2435466, 2.772274, 1], [1, -0.1335409, 0.03888869, 2.762059, 1], [2, -0.1223032, 0.3148213, 2.737086, 1], [3, -0.109175, 0.4499132, 2.726398, 1], [4, -0.2993813, 0.2193506, 2.701877, 1], [5, -0.3450437, -0.003114716, 2.659269, 1], [6, -0.1573638, -0.07865795, 2.483816, 1], [7, -0.1021673, -0.1291126, 2.486963, 1], [8, 0.05654821, 0.2208017, 2.745444, 1], [9, 0.09501261, -0.00215552, 2.701045, 1], [10, 0.1179838, -0.1706627, 2.54906, 1], [11, 0.08482652, -0.1583362, 2.454031, 1], [12, -0.2132687, -0.2418752, 2.728239, 1], [13, -0.2491924, -0.2675667, 2.320715, 1], [14, -0.2418358, -0.6626598, 2.310387, 1], [15, -0.238774, -0.7202975, 2.202775, 1], [16, -0.05825515, -0.2411712, 2.74012, 1], [17, 0.07434113, -0.2424699, 2.371429, 1], [18, 0.006644969, -0.6216104, 2.425127, 1], [19, 0.0386461, -0.7052763, 2.398709, 1], [20, -0.1253256, 0.2468057, 2.745797, 1], [21, -0.03414441, -0.1288629, 2.454349, 1], [22, -0.06505416, -0.07474771, 2.518671, 1], [23, 0.1240272, -0.1731438, 2.409648, 1], [24, 0.0610193, -0.152087, 2.446572, 1]]
[[0, -0.1375173, -0.2436266, 2.77237, 1], [1, -0.1318238, 0.03870944, 2.762883, 1], [2, -0.1182008, 0.3143977, 2.739645, 1], [3, -0.1049107, 0.4500039, 2.728275, 1], [4, -0.3000643, 0.2191216, 2.702807, 1], [5, -0.3420757, -0.001594798, 2.656712, 1], [6, -0.1569571, -0.09254514, 2.468792, 1], [7, -0.1021231, -0.1357658, 2.487732, 1], [8, 0.0601687, 0.2203258, 2.750123, 1], [9, 0.09921955, -0.004246411, 2.704509, 1], [10, 0.1216332, -0.1671974, 2.557196, 1], [11, 0.08871809, -0.1526531, 2.484952, 1], [12, -0.2134632, -0.2415667, 2.727983, 1], [13, -0.2492625, -0.2669652, 2.320501, 1], [14, -0.241682, -0.6639637, 2.310839, 1], [15, -0.2385678, -0.7204532, 2.202179, 1], [16, -0.05859648, -0.2415943, 2.740867, 1], [17, 0.08048873, -0.243075, 2.373684, 1], [18, 0.008563287, -0.6202897, 2.424218, 1], [19, 0.03376331, -0.7060893, 2.378607, 1], [20, -0.1218496, 0.2464605, 2.747847, 1], [21, -0.03336025, -0.1426515, 2.455647, 1], [22, -0.07202236, -0.07638367, 2.511631, 1], [23, 0.1356761, -0.168563, 2.42248, 1], [24, 0.06038052, -0.1499892, 2.466143, 1]]
[[0, -0.137761, -0.2435399, 2.772433, 1], [1, -0.1271205, 0.03930774, 2.767109, 1], [2, -0.1040721, 0.315356, 2.754494, 1], [3, -0.09144624, 0.4498637, 2.737328, 1], [4, -0.2962737, 0.2197867, 2.703159, 1], [5, -0.3340661, 0.003052743, 2.652102, 1], [6, -0.1401096, -0.07181159, 2.472578, 1], [7, -0.08215961, -0.1284085, 2.501488, 1], [8, 0.07033268, 0.2169227, 2.766772, 1], [9, 0.1070072, 0.0003932783, 2.72034, 1], [10, 0.1249272, -0.1657868, 2.561292, 1], [11, 0.05114406, -0.1498544, 2.517078, 1], [12, -0.2139481, -0.2399561, 2.726767, 1], [13, -0.2566389, -0.2543966, 2.323822, 1], [14, -0.2420147, -0.6615363, 2.310043, 1], [15, -0.2374558, -0.7201312, 2.203333, 1], [16, -0.05920179, -0.2421027, 2.742115, 1], [17, 0.09259458, -0.2432358, 2.378693, 1], [18, 0.02511724, -0.6109837, 2.419844, 1], [19, 0.043635, -0.6594559, 2.284349, 1], [20, -0.1103654, 0.2473542, 2.75954, 1], [21, -0.02169283, -0.1502544, 2.46951, 1], [22, -0.04886568, -0.07672943, 2.513846, 1], [23, 0.01525423, -0.1952465, 2.452083, 1], [24, 0.01978253, -0.1561213, 2.491555, 1]]
[[0, -0.138007, -0.2433653, 2.772505, 1], [1, -0.1237771, 0.03949308, 2.769621, 1], [2, -0.099181, 0.3148515, 2.758109, 1], [3, -0.08331969, 0.4495268, 2.74251, 1], [4, -0.2922047, 0.2208855, 2.70371, 1], [5, -0.3262157, 0.005564238, 2.649817, 1], [6, -0.1380827, -0.07063878, 2.472458, 1], [7, -0.08784313, -0.1205878, 2.495115, 1], [8, 0.07338689, 0.2171479, 2.773613, 1], [9, 0.1076845, 0.0006552665, 2.721915, 1], [10, 0.1254481, -0.1651412, 2.562864, 1], [11, -0.03469107, -0.1624075, 2.489522, 1], [12, -0.2141741, -0.2385951, 2.726064, 1], [13, -0.2598904, -0.2493856, 2.324117, 1], [14, -0.2429061, -0.6618897, 2.30993, 1], [15, -0.2360792, -0.7199135, 2.202738, 1], [16, -0.05968297, -0.2423256, 2.742845, 1], [17, 0.0972416, -0.2424882, 2.38087, 1], [18, 0.03257204, -0.606261, 2.415185, 1], [19, 0.05287033, -0.6547033, 2.280011, 1], [20, -0.1055188, 0.2470284, 2.7632, 1], [21, -0.06672125, -0.1273051, 2.47332, 1], [22, -0.06274626, -0.09552535, 2.4815, 1], [23, -0.09064671, -0.1535047, 2.475286, 1], [24, -0.08104952, -0.1297291, 2.456778, 1]]
[[0, -0.1382968, -0.2429056, 2.772573, 1], [1, -0.1205535, 0.04070872, 2.772642, 1], [2, -0.09357173, 0.31638, 2.764032, 1], [3, -0.07554531, 0.4498756, 2.749579, 1], [4, -0.2894945, 0.2213127, 2.704027, 1], [5, -0.3253299, 0.005524407, 2.649354, 1], [6, -0.1338482, -0.06686981, 2.474324, 1], [7, -0.08043209, -0.1148556, 2.500786, 1], [8, 0.07687055, 0.2160068, 2.781307, 1], [9, 0.1096469, 0.002290693, 2.727931, 1], [10, 0.1262405, -0.16421, 2.564692, 1], [11, -0.02945406, -0.1611701, 2.493844, 1], [12, -0.2143551, -0.2364853, 2.724969, 1], [13, -0.2667968, -0.2417277, 2.326145, 1], [14, -0.2483288, -0.6618026, 2.30905, 1], [15, -0.2362655, -0.7202881, 2.202722, 1], [16, -0.06010922, -0.242327, 2.743675, 1], [17, 0.0995537, -0.2426892, 2.381907, 1], [18, 0.0331268, -0.6074409, 2.41626, 1], [19, 0.05553738, -0.6557485, 2.281487, 1], [20, -0.1004254, 0.2485, 2.768476, 1], [21, -0.06142184, -0.1232539, 2.477237, 1], [22, -0.06116652, -0.09176639, 2.488241, 1], [23, -0.07803228, -0.1432708, 2.475943, 1], [24, -0.07234379, -0.1200684, 2.464667, 1]]
[[0, -0.138643, -0.2421931, 2.772701, 1], [1, -0.1153384, 0.04154643, 2.778095, 1], [2, -0.08149251, 0.3159109, 2.7774, 1], [3, -0.06021406, 0.4486815, 2.761453, 1], [4, -0.2856769, 0.2223672, 2.705159, 1], [5, -0.3244905, 0.006551419, 2.649531, 1], [6, -0.128439, -0.05274405, 2.482062, 1], [7, -0.07601745, -0.1109591, 2.519284, 1], [8, 0.08099591, 0.2136994, 2.790869, 1], [9, 0.1137497, 0.002376193, 2.734363, 1], [10, 0.1288681, -0.1625742, 2.568766, 1], [11, 0.05383164, -0.1458364, 2.52375, 1], [12, -0.2144098, -0.2338049, 2.72374, 1], [13, -0.280794, -0.2356453, 2.329642, 1], [14, -0.2753098, -0.6594935, 2.306283, 1], [15, -0.2737329, -0.7140969, 2.193148, 1], [16, -0.06069627, -0.2423469, 2.744849, 1], [17, 0.1016604, -0.2421623, 2.382249, 1], [18, 0.03557085, -0.6058539, 2.414462, 1], [19, 0.06047193, -0.6539577, 2.28018, 1], [20, -0.090199, 0.2484496, 2.779695, 1], [21, -0.009722102, -0.1403864, 2.477514, 1], [22, -0.04230895, -0.06372689, 2.532813, 1], [23, 0.02269137, -0.1877892, 2.457662, 1], [24, 0.02443681, -0.1568191, 2.495, 1]]
[[0, -0.1389518, -0.2414014, 2.773052, 1], [1, -0.1126255, 0.04226753, 2.781079, 1], [2, -0.07831936, 0.3162656, 2.780708, 1], [3, -0.04957122, 0.4480707, 2.769795, 1], [4, -0.2709164, 0.226549, 2.708378, 1], [5, -0.322731, 0.007556252, 2.649714, 1], [6, -0.1266769, -0.04828784, 2.484529, 1], [7, -0.07414338, -0.09867896, 2.515078, 1], [8, 0.08498819, 0.2123847, 2.798966, 1], [9, 0.1149053, 0.002151508, 2.737449, 1], [10, 0.1307181, -0.1596849, 2.574973, 1], [11, -0.02734954, -0.159396, 2.501503, 1], [12, -0.2143041, -0.2314955, 2.723094, 1], [13, -0.2916703, -0.2323836, 2.330961, 1], [14, -0.2911884, -0.6567687, 2.303478, 1], [15, -0.2862344, -0.7158751, 2.197271, 1], [16, -0.06134193, -0.2424396, 2.746465, 1], [17, 0.1035544, -0.2421589, 2.382501, 1], [18, 0.03720293, -0.6044711, 2.412832, 1], [19, 0.06436874, -0.6525195, 2.279129, 1], [20, -0.08697928, 0.248871, 2.783111, 1], [21, -0.05669241, -0.1095923, 2.493474, 1], [22, -0.05973665, -0.07171972, 2.504923, 1], [23, -0.07515223, -0.1405901, 2.486507, 1], [24, -0.06925555, -0.114938, 2.474833, 1]]
[[0, -0.1411112, -0.2394456, 2.772461, 1], [1, -0.1110406, 0.04283041, 2.782848, 1], [2, -0.0723538, 0.3159904, 2.786101, 1], [3, -0.04359222, 0.4475704, 2.775288, 1], [4, -0.2538635, 0.232155, 2.711691, 1], [5, -0.3221067, 0.009164437, 2.650219, 1], [6, -0.1257226, -0.04229024, 2.48707, 1], [7, -0.07908256, -0.09864543, 2.530553, 1], [8, 0.08782128, 0.2097035, 2.801712, 1], [9, 0.1168095, 0.001563224, 2.741176, 1], [10, 0.1322473, -0.159241, 2.576807, 1], [11, 0.06391143, -0.1385832, 2.536672, 1], [12, -0.2165057, -0.2263765, 2.721044, 1], [13, -0.3047364, -0.2303967, 2.332692, 1], [14, -0.3144257, -0.6475559, 2.297792, 1], [15, -0.3395996, -0.7094727, 2.195313, 1], [16, -0.06323918, -0.2426502, 2.746695, 1], [17, 0.1068743, -0.2398892, 2.383357, 1], [18, 0.03783825, -0.603825, 2.411978, 1], [19, 0.06623734, -0.6518015, 2.27859, 1], [20, -0.08229776, 0.2488734, 2.78749, 1], [21, -0.04700971, -0.0968819, 2.513991, 1], [22, -0.02994527, -0.05868928, 2.537111, 1], [23, 0.02226033, -0.1793211, 2.471665, 1], [24, 0.02635787, -0.1508214, 2.500143, 1]]
