[[0, -0.1782522, -0.1242533, 3.141465, 1], [1, -0.177474, 0.1173386, 3.128192, 1], [2, -0.1757341, 0.3544066, 3.101649, 1], [3, -0.1741115, 0.4800828, 3.093244, 1], [4, -0.3073313, 0.2524922, 3.042059, 1], [5, -0.2437396, 0.03393488, 2.954636, 1], [6, -0.1613876, -0.1344355, 2.872638, 1], [7, -0.1264617, -0.1576334, 2.809061, 1], [8, -0.02804455, 0.2621499, 3.085166, 1], [9, -0.05172156, 0.05600919, 2.988195, 1], [10, -0.0989804, -0.1039117, 2.866939, 1], [11, -0.1256436, -0.1464087, 2.811878, 1], [12, -0.2429723, -0.1215686, 3.100629, 1], [13, -0.2672176, -0.2634616, 2.810505, 1], [14, -0.2535304, -0.6040452, 2.81972, 1], [15, -0.2483719, -0.6648835, 2.737351, 1], [16, -0.1097379, -0.1239906, 3.112886, 1], [17, 0.0265439, -0.2604204, 2.857159, 1], [18, 0.01373247, -0.6010125, 2.85385, 1], [19, 0.02440991, -0.6649289, 2.771118, 1], [20, -0.1765461, 0.2958603, 3.110514, 1], [21, -0.1210914, -0.2206538, 2.788895, 1], [22, -0.1124832, -0.1380003, 2.794963, 1], [23, -0.1221166, -0.2164495, 2.78348, 1], [24, -0.1086192, -0.1554037, 2.796454, 1]]
[[0, -0.1794174, -0.1240878, 3.141521, 1], [1, -0.1776865, 0.1176175, 3.128168, 1], [2, -0.1755027, 0.3549155, 3.101708, 1], [3, -0.1745988, 0.4798233, 3.093289, 1], [4, -0.3077241, 0.2529724, 3.041642, 1], [5, -0.2431053, 0.03611667, 2.95303, 1], [6, -0.161514, -0.1330004, 2.871918, 1], [7, -0.1260272, -0.1609933, 2.806246, 1], [8, -0.02834199, 0.2620289, 3.084544, 1], [9, -0.05515398, 0.04646448, 2.976744, 1], [10, -0.1018302, -0.1156993, 2.858562, 1], [11, -0.1245495, -0.150193, 2.806771, 1], [12, -0.2441453, -0.1213228, 3.100724, 1], [13, -0.2672565, -0.2635338, 2.810498, 1], [14, -0.2535638, -0.6039039, 2.819438, 1], [15, -0.2489656, -0.6651737, 2.736672, 1], [16, -0.1108351, -0.1239381, 3.112925, 1], [17, 0.02640426, -0.2605014, 2.857055, 1], [18, 0.01413244, -0.6007465, 2.853341, 1], [19, 0.02574578, -0.6653762, 2.767339, 1], [20, -0.1764292, 0.2962745, 3.110544, 1], [21, -0.1210986, -0.2168712, 2.78898, 1], [22, -0.1186796, -0.1435879, 2.783158, 1], [23, -0.1219189, -0.2192587, 2.790446, 1], [24, -0.1213286, -0.1766006, 2.794, 1]]
[[0, -0.1796591, -0.1239304, 3.141783, 1], [1, -0.1780139, 0.1175971, 3.128033, 1], [2, -0.1762312, 0.35445, 3.100982, 1], [3, -0.1749674, 0.4799564, 3.092782, 1], [4, -0.3082131, 0.2527986, 3.041009, 1], [5, -0.2432812, 0.03971226, 2.952143, 1], [6, -0.161415, -0.127822, 2.867636, 1], [7, -0.1249485, -0.1552209, 2.808644, 1], [8, -0.02864412, 0.2622483, 3.084289, 1], [9, -0.05504031, 0.05345533, 2.97839, 1], [10, -0.1011229, -0.1096902, 2.861399, 1], [11, -0.1223568, -0.1452691, 2.809029, 1], [12, -0.2443115, -0.1212071, 3.100934, 1], [13, -0.2673614, -0.2637337, 2.810343, 1], [14, -0.2543735, -0.6056944, 2.823913, 1], [15, -0.2485524, -0.6660411, 2.738037, 1], [16, -0.1111478, -0.123756, 3.113253, 1], [17, 0.0265507, -0.2607572, 2.856929, 1], [18, 0.01433013, -0.6003897, 2.853351, 1], [19, 0.0267769, -0.6646588, 2.770427, 1], [20, -0.1769857, 0.2959777, 3.110028, 1], [21, -0.1189641, -0.2145364, 2.783397, 1], [22, -0.1115086, -0.1381969, 2.791236, 1], [23, -0.1201834, -0.2142971, 2.785247, 1], [24, -0.1440079, -0.1269979, 2.80275, 1]]
[[0, -0.1797913, -0.1237321, 3.141859, 1], [1, -0.1781057, 0.1179059, 3.128062, 1], [2, -0.1762235, 0.354829, 3.101091, 1], [3, -0.1760449, 0.4802722, 3.092315, 1], [4, -0.3086365, 0.2533987, 3.040417, 1], [5, -0.2422619, 0.04162671, 2.951204, 1], [6, -0.1617948, -0.1273849, 2.868539, 1], [7, -0.1238376, -0.1565729, 2.807942, 1], [8, -0.028737, 0.2623936, 3.084121, 1], [9, -0.05514942, 0.05664092, 2.979081, 1], [10, -0.1008029, -0.1073108, 2.863124, 1], [11, -0.1217886, -0.141765, 2.809847, 1], [12, -0.2443677, -0.121046, 3.100998, 1], [13, -0.2674092, -0.2637243, 2.810256, 1], [14, -0.2531788, -0.6048489, 2.819974, 1], [15, -0.2486253, -0.6663378, 2.737347, 1], [16, -0.111364, -0.1235354, 3.113349, 1], [17, 0.02626766, -0.2619109, 2.85638, 1], [18, 0.01376022, -0.6022925, 2.854173, 1], [19, 0.02383986, -0.6656815, 2.772289, 1], [20, -0.1769888, 0.2963335, 3.110107, 1], [21, -0.1191307, -0.2148351, 2.787148, 1], [22, -0.1065723, -0.145357, 2.7895, 1], [23, -0.1204684, -0.2107385, 2.786649, 1], [24, -0.143861, -0.1341949, 2.811833, 1]]
[[0, -0.1797753, -0.1237303, 3.141837, 1], [1, -0.1781767, 0.1178973, 3.128005, 1], [2, -0.1764794, 0.3547531, 3.101067, 1], [3, -0.176835, 0.4806238, 3.091251, 1], [4, -0.3091506, 0.2540695, 3.039892, 1], [5, -0.2396359, 0.04177462, 2.947976, 1], [6, -0.1609098, -0.1293827, 2.868528, 1], [7, -0.1206481, -0.1597351, 2.810786, 1], [8, -0.02904444, 0.262489, 3.083302, 1], [9, -0.05491963, 0.05687463, 2.978921, 1], [10, -0.09955689, -0.1068843, 2.862234, 1], [11, -0.1199149, -0.1435936, 2.8135, 1], [12, -0.2442112, -0.1210862, 3.100972, 1], [13, -0.2674886, -0.2636593, 2.81026, 1], [14, -0.2529733, -0.6051881, 2.819984, 1], [15, -0.2483085, -0.6665764, 2.738341, 1], [16, -0.1114149, -0.1235072, 3.113296, 1], [17, 0.02641898, -0.2621978, 2.856306, 1], [18, 0.01364509, -0.6010202, 2.854059, 1], [19, 0.02442521, -0.6652492, 2.771629, 1], [20, -0.177164, 0.2962835, 3.110067, 1], [21, -0.1134573, -0.2130155, 2.788149, 1], [22, -0.09547235, -0.1423318, 2.8165, 1], [23, -0.1168162, -0.2084135, 2.7774, 1], [24, -0.1154084, -0.179711, 2.796143, 1]]
[[0, -0.1798944, -0.1237144, 3.141691, 1], [1, -0.1783617, 0.1178509, 3.127773, 1], [2, -0.1766489, 0.3546072, 3.100898, 1], [3, -0.1773775, 0.481011, 3.091189, 1], [4, -0.3091689, 0.2544951, 3.039559, 1], [5, -0.239268, 0.04193412, 2.947776, 1], [6, -0.1125831, -0.1555246, 2.834879, 1], [7, -0.1168104, -0.163475, 2.810577, 1], [8, -0.02940569, 0.2619041, 3.082537, 1], [9, -0.05447567, 0.05750486, 2.980382, 1], [10, -0.09817249, -0.1058224, 2.862648, 1], [11, -0.1189458, -0.1410076, 2.816754, 1], [12, -0.2442516, -0.1210484, 3.100853, 1], [13, -0.2676184, -0.2637101, 2.810148, 1], [14, -0.2537943, -0.6037736, 2.822347, 1], [15, -0.2482649, -0.6653425, 2.738983, 1], [16, -0.1116438, -0.1235342, 3.113123, 1], [17, 0.0266153, -0.2623193, 2.856083, 1], [18, 0.01339428, -0.5992289, 2.854704, 1], [19, 0.02601891, -0.6642213, 2.769154, 1], [20, -0.1773232, 0.2961648, 3.109883, 1], [21, -0.1109867, -0.2080901, 2.783051, 1], [22, -0.102552, -0.141034, 2.801936, 1], [23, -0.1130914, -0.2047314, 2.778818, 1], [24, -0.1099891, -0.1705932, 2.797125, 1]]
[[0, -0.1798546, -0.1236958, 3.141466, 1], [1, -0.1785044, 0.1177414, 3.127369, 1], [2, -0.1770149, 0.3542473, 3.100421, 1], [3, -0.1781895, 0.4813739, 3.091126, 1], [4, -0.3098802, 0.2551007, 3.038815, 1], [5, -0.2381933, 0.0419711, 2.94717, 1], [6, -0.1575837, -0.1321097, 2.877931, 1], [7, -0.1197265, -0.1644184, 2.813807, 1], [8, -0.02954749, 0.2619492, 3.082093, 1], [9, -0.05390178, 0.05797603, 2.981031, 1], [10, -0.09697034, -0.1063366, 2.864542, 1], [11, -0.1187525, -0.1488098, 2.815157, 1], [12, -0.2441442, -0.1210324, 3.100682, 1], [13, -0.2676254, -0.2637331, 2.810153, 1], [14, -0.253989, -0.6040868, 2.822139, 1], [15, -0.2483093, -0.6652286, 2.738947, 1], [16, -0.1116791, -0.1235206, 3.112826, 1], [17, 0.02695464, -0.262537, 2.856205, 1], [18, 0.01390145, -0.5992333, 2.853592, 1], [19, 0.02647926, -0.6646749, 2.767288, 1], [20, -0.1776088, 0.2958798, 3.109424, 1], [21, -0.1136311, -0.2209212, 2.792147, 1], [22, -0.1102526, -0.1488263, 2.790941, 1], [23, -0.1130017, -0.2185852, 2.789933, 1], [24, -0.1414708, -0.1346088, 2.81575, 1]]
[[0, -0.1803248, -0.1235655, 3.141926, 1], [1, -0.1790692, 0.1176858, 3.127116, 1], [2, -0.1780891, 0.3537799, 3.098987, 1], [3, -0.1782828, 0.4812679, 3.091105, 1], [4, -0.3088815, 0.2547807, 3.038347, 1], [5, -0.2365153, 0.04179037, 2.945645, 1], [6, -0.1531337, -0.1308705, 2.876063, 1], [7, -0.117813, -0.1610465, 2.810072, 1], [8, -0.02960956, 0.2620462, 3.081964, 1], [9, -0.05483564, 0.04883162, 2.975688, 1], [10, -0.09850353, -0.1155734, 2.859633, 1], [11, -0.1168702, -0.1550088, 2.81015, 1], [12, -0.2445153, -0.120894, 3.101101, 1], [13, -0.2676299, -0.2640111, 2.810166, 1], [14, -0.2546138, -0.6044779, 2.823006, 1], [15, -0.2488901, -0.6662722, 2.737746, 1], [16, -0.1122438, -0.1234171, 3.113352, 1], [17, 0.02690197, -0.2627054, 2.856451, 1], [18, 0.01402701, -0.5992737, 2.8539, 1], [19, 0.02642932, -0.6639194, 2.769433, 1], [20, -0.1785152, 0.2955482, 3.108374, 1], [21, -0.1128087, -0.2177513, 2.790248, 1], [22, -0.1098611, -0.1461301, 2.783545, 1], [23, -0.1128087, -0.2177513, 2.790248, 1], [24, -0.1271702, -0.1864923, 2.804, 1]]
[[0, -0.1803853, -0.1236068, 3.141945, 1], [1, -0.1794496, 0.1176762, 3.126754, 1], [2, -0.1788495, 0.3538985, 3.098048, 1], [3, -0.1785416, 0.481501, 3.090989, 1], [4, -0.3081505, 0.2549219, 3.038013, 1], [5, -0.2345437, 0.04548408, 2.939816, 1], [6, -0.1498349, -0.1263722, 2.869723, 1], [7, -0.1136839, -0.156571, 2.802654, 1], [8, -0.03011396, 0.2630501, 3.08132, 1], [9, -0.05548732, 0.04631032, 2.973556, 1], [10, -0.09752183, -0.1167399, 2.854801, 1], [11, -0.1119073, -0.153973, 2.801565, 1], [12, -0.2444777, -0.1210089, 3.101144, 1], [13, -0.2676038, -0.2641882, 2.810176, 1], [14, -0.2553363, -0.6041846, 2.823393, 1], [15, -0.2492809, -0.6660525, 2.737067, 1], [16, -0.112525, -0.1234122, 3.113372, 1], [17, 0.02698833, -0.2627397, 2.856495, 1], [18, 0.01383865, -0.5993247, 2.854513, 1], [19, 0.02327204, -0.6627234, 2.773188, 1], [20, -0.1791684, 0.2956204, 3.107575, 1], [21, -0.1074502, -0.2104857, 2.779901, 1], [22, -0.09798703, -0.1440375, 2.789091, 1], [23, -0.1092209, -0.2121375, 2.77665, 1], [24, -0.1055508, -0.1971836, 2.77975, 1]]
[[0, -0.1805588, -0.1235276, 3.142157, 1], [1, -0.1796477, 0.1177638, 3.126813, 1], [2, -0.1790094, 0.3539819, 3.098093, 1], [3, -0.1786081, 0.4816987, 3.091104, 1], [4, -0.3083895, 0.2552658, 3.037362, 1], [5, -0.233478, 0.04751705, 2.937329, 1], [6, -0.148981, -0.1249199, 2.868601, 1], [7, -0.1133994, -0.1613738, 2.795856, 1], [8, -0.03073465, 0.2635187, 3.081385, 1], [9, -0.05563567, 0.04373306, 2.966762, 1], [10, -0.09285242, -0.1159826, 2.841514, 1], [11, -0.1113665, -0.1493145, 2.792446, 1], [12, -0.244481, -0.1209935, 3.101265, 1], [13, -0.267681, -0.2642795, 2.8103, 1], [14, -0.2543797, -0.6024988, 2.820445, 1], [15, -0.2492443, -0.6659551, 2.737127, 1], [16, -0.1130075, -0.1232213, 3.113743, 1], [17, 0.02697791, -0.2627114, 2.856521, 1], [18, 0.01393666, -0.5989213, 2.854798, 1], [19, 0.02295623, -0.6619287, 2.773789, 1], [20, -0.1793306, 0.2957007, 3.107614, 1], [21, -0.1057381, -0.2127415, 2.78465, 1], [22, -0.1022705, -0.1453524, 2.770333, 1], [23, -0.1092078, -0.2121212, 2.776317, 1], [24, -0.109189, -0.2070215, 2.775667, 1]]
[[0, -0.1805483, -0.1235232, 3.142169, 1], [1, -0.1797713, 0.1178106, 3.126753, 1], [2, -0.1793909, 0.3540992, 3.09798, 1], [3, -0.1787587, 0.4817736, 3.09139, 1], [4, -0.308661, 0.2559747, 3.036311, 1], [5, -0.2316111, 0.0545075, 2.931823, 1], [6, -0.1180108, -0.09346114, 2.795835, 1], [7, -0.1075614, -0.1217656, 2.778812, 1], [8, -0.03109515, 0.2639317, 3.080659, 1], [9, -0.05452774, 0.05068247, 2.960232, 1], [10, -0.07804352, -0.1064362, 2.827991, 1], [11, -0.09717641, -0.1105515, 2.794455, 1], [12, -0.244231, -0.1211072, 3.101304, 1], [13, -0.2676942, -0.2642879, 2.810301, 1], [14, -0.2542993, -0.6031672, 2.820632, 1], [15, -0.2490113, -0.6664073, 2.737046, 1], [16, -0.1131106, -0.1231161, 3.113785, 1], [17, 0.02702507, -0.262739, 2.856483, 1], [18, 0.01359324, -0.6000969, 2.853879, 1], [19, 0.02360353, -0.6643909, 2.771012, 1], [20, -0.1796323, 0.2957953, 3.107504, 1], [21, -0.1033359, -0.1916712, 2.75399, 1], [22, -0.08992934, -0.11833, 2.764167, 1], [23, -0.1082548, -0.1727666, 2.751662, 1], [24, -0.09000158, -0.1303637, 2.7665, 1]]
