[[0, -0.2079456, -0.09395643, 2.017191, 1], [1, -0.2275748, 0.2112813, 1.991019, 1], [2, -0.247115, 0.504767, 1.951324, 1], [3, -0.2565689, 0.6303798, 1.945917, 1], [4, -0.404936, 0.374369, 1.947911, 1], [5, -0.4703807, 0.1436268, 1.952241, 1], [6, -0.5476843, -0.02780784, 1.843284, 1], [7, -0.5506061, -0.0228115, 1.826141, 1], [8, -0.07882396, 0.4075869, 1.990811, 1], [9, -0.0001925684, 0.1902529, 2.03377, 1], [10, 0.01947187, -0.009165774, 1.949362, 1], [11, -0.02765278, -0.04689761, 1.942911, 1], [12, -0.2804524, -0.09569287, 1.974001, 1], [13, -0.2744457, -0.4650125, 2.027729, 1], [14, -0.2285585, -0.7769426, 2.122517, 1], [15, -0.2669289, -0.7038643, 2.04848, 1], [16, -0.1280812, -0.08871523, 1.988222, 1], [17, -0.08035483, -0.4728881, 2.026591, 1], [18, 0.04443716, -0.7505938, 2.1487, 1], [19, -0.009711519, -0.715593, 2.054032, 1], [20, -0.2424902, 0.4330679, 1.963496, 1], [21, -0.5566066, -0.09953763, 1.754008, 1], [22, -0.5250858, -0.04185731, 1.842333, 1], [23, -0.04564628, -0.1123926, 1.954615, 1], [24, -0.009657889, -0.1038609, 1.981417, 1]]
[[0, -0.2080991, -0.09372553, 2.01718, 1], [1, -0.2282271, 0.2114873, 1.990833, 1], [2, -0.2480721, 0.5048534, 1.951016, 1], [3, -0.2576914, 0.6307592, 1.945886, 1], [4, -0.4058163, 0.3744033, 1.947111, 1], [5, -0.470626, 0.1436024, 1.951727, 1], [6, -0.5478185, -0.02805939, 1.843073, 1], [7, -0.5515498, -0.02393856, 1.825356, 1], [8, -0.07954991, 0.4076207, 1.99077, 1], [9, 0.0001623022, 0.1929832, 2.034585, 1], [10, 0.01556253, -0.004842123, 1.945089, 1], [11, -0.03153577, -0.042333, 1.940659, 1], [12, -0.2805757, -0.09550714, 1.973966, 1], [13, -0.2744211, -0.465507, 2.02808, 1], [14, -0.2283023, -0.7775981, 2.12231, 1], [15, -0.2674379, -0.7048405, 2.048574, 1], [16, -0.1282492, -0.08846248, 1.988231, 1], [17, -0.08030633, -0.47298, 2.026627, 1], [18, 0.04743494, -0.7481998, 2.151054, 1], [19, -0.009531666, -0.7195125, 2.056789, 1], [20, -0.2433915, 0.4331826, 1.963207, 1], [21, -0.5569615, -0.09940463, 1.75464, 1], [22, -0.5290988, -0.04311833, 1.828273, 1], [23, -0.04822841, -0.1089701, 1.949214, 1], [24, -0.0128911, -0.09915133, 1.980438, 1]]
[[0, -0.2083847, -0.09357037, 2.017319, 1], [1, -0.2289857, 0.2116285, 1.990712, 1], [2, -0.2490772, 0.5049683, 1.950596, 1], [3, -0.258256, 0.6308488, 1.946027, 1], [4, -0.4066166, 0.3742524, 1.946481, 1], [5, -0.4707472, 0.1437135, 1.951569, 1], [6, -0.5477506, -0.02820212, 1.843202, 1], [7, -0.5510767, -0.02482333, 1.824913, 1], [8, -0.07981446, 0.4076389, 1.990896, 1], [9, 0.0008492839, 0.1963631, 2.035269, 1], [10, 0.01493864, 0.003446915, 1.934354, 1], [11, -0.03291118, -0.03810003, 1.93791, 1], [12, -0.2808235, -0.09535217, 1.974153, 1], [13, -0.2743318, -0.4662417, 2.028443, 1], [14, -0.2276128, -0.7782266, 2.12272, 1], [15, -0.2679877, -0.7069266, 2.048143, 1], [16, -0.1285533, -0.08832416, 1.988314, 1], [17, -0.08031145, -0.4730552, 2.026656, 1], [18, 0.04978678, -0.7464928, 2.15244, 1], [19, -0.008790106, -0.7219394, 2.05863, 1], [20, -0.2443518, 0.4332988, 1.96286, 1], [21, -0.5596429, -0.1018145, 1.756512, 1], [22, -0.5316661, -0.05087972, 1.823333, 1], [23, -0.05077176, -0.1050865, 1.946096, 1], [24, -0.01586709, -0.08460052, 1.981312, 1]]
[[0, -0.2084777, -0.09345464, 2.017359, 1], [1, -0.2294266, 0.2118068, 1.990637, 1], [2, -0.2497464, 0.5051968, 1.950419, 1], [3, -0.2593629, 0.6308069, 1.946272, 1], [4, -0.4070552, 0.3740499, 1.945898, 1], [5, -0.4714361, 0.1439102, 1.951162, 1], [6, -0.5479189, -0.02835149, 1.842981, 1], [7, -0.5517511, -0.02420082, 1.825961, 1], [8, -0.08050442, 0.4073293, 1.990725, 1], [9, 0.0007171964, 0.1988192, 2.035694, 1], [10, 0.01531774, 0.007106969, 1.93235, 1], [11, -0.03677749, -0.03286933, 1.934299, 1], [12, -0.2809448, -0.0952273, 1.974199, 1], [13, -0.27425, -0.4663799, 2.028535, 1], [14, -0.2276811, -0.7784237, 2.122701, 1], [15, -0.268165, -0.7072787, 2.048018, 1], [16, -0.1286116, -0.08823205, 1.988343, 1], [17, -0.08040284, -0.4731105, 2.026744, 1], [18, 0.05141201, -0.7455241, 2.152946, 1], [19, -0.0084478, -0.7231295, 2.059933, 1], [20, -0.244974, 0.433511, 1.962703, 1], [21, -0.5588165, -0.1032018, 1.759941, 1], [22, -0.5279453, -0.04026754, 1.8466, 1], [23, -0.05390292, -0.1027109, 1.942603, 1], [24, -0.02015941, -0.09463158, 1.974125, 1]]
[[0, -0.2087172, -0.09324957, 2.01745, 1], [1, -0.2301297, 0.2119784, 1.99052, 1], [2, -0.250779, 0.5052977, 1.950086, 1], [3, -0.2601866, 0.6308737, 1.946452, 1], [4, -0.4072616, 0.3743442, 1.945586, 1], [5, -0.4718211, 0.1438518, 1.950997, 1], [6, -0.5477601, -0.02887819, 1.843203, 1], [7, -0.5504084, -0.02366474, 1.827243, 1], [8, -0.0811616, 0.4074797, 1.990582, 1], [9, 0.0009840622, 0.2002056, 2.035945, 1], [10, 0.008560751, 0.01183976, 1.92531, 1], [11, -0.0409824, -0.03048104, 1.931524, 1], [12, -0.2811969, -0.09500119, 1.974342, 1], [13, -0.2740808, -0.4671237, 2.02898, 1], [14, -0.2276158, -0.7792539, 2.122925, 1], [15, -0.2681748, -0.7081698, 2.048221, 1], [16, -0.1288212, -0.08806457, 1.988381, 1], [17, -0.08026142, -0.472823, 2.026877, 1], [18, 0.05221199, -0.7446599, 2.153587, 1], [19, -0.007795621, -0.724147, 2.060394, 1], [20, -0.2459337, 0.4336274, 1.962422, 1], [21, -0.5557306, -0.09710371, 1.753594, 1], [22, -0.5271508, -0.04222097, 1.835063, 1], [23, -0.05864907, -0.1016451, 1.937756, 1], [24, -0.02136956, -0.06910163, 1.973933, 1]]
[[0, -0.2087911, -0.09314251, 2.017477, 1], [1, -0.2308111, 0.2121141, 1.99033, 1], [2, -0.2522535, 0.5054018, 1.949572, 1], [3, -0.2614784, 0.6311101, 1.946487, 1], [4, -0.4076322, 0.3742582, 1.945023, 1], [5, -0.4720849, 0.143936, 1.950665, 1], [6, -0.547734, -0.02913154, 1.843233, 1], [7, -0.5499153, -0.0235357, 1.827319, 1], [8, -0.08266766, 0.4083474, 1.990192, 1], [9, 0.001170632, 0.2033385, 2.036252, 1], [10, 0.0004628461, 0.01876021, 1.918629, 1], [11, -0.04507129, -0.02719178, 1.928021, 1], [12, -0.281257, -0.09491503, 1.974357, 1], [13, -0.2740134, -0.4672314, 2.02898, 1], [14, -0.2275046, -0.7794325, 2.122703, 1], [15, -0.2683754, -0.7084846, 2.048133, 1], [16, -0.1289005, -0.08794894, 1.988414, 1], [17, -0.0801372, -0.4726913, 2.026907, 1], [18, 0.01146835, -0.7598065, 2.155107, 1], [19, 0.02555233, -0.7067062, 2.049313, 1], [20, -0.2472008, 0.433739, 1.961992, 1], [21, -0.5560161, -0.1010386, 1.752024, 1], [22, -0.5275503, -0.04762505, 1.8592, 1], [23, -0.06302904, -0.09780121, 1.932567, 1], [24, -0.02155266, -0.05974307, 1.971929, 1]]
[[0, -0.2094818, -0.09277281, 2.017557, 1], [1, -0.2316489, 0.2122275, 1.990091, 1], [2, -0.2529472, 0.5053064, 1.949142, 1], [3, -0.262433, 0.6311762, 1.946513, 1], [4, -0.4081579, 0.3744411, 1.944639, 1], [5, -0.4723225, 0.144126, 1.950365, 1], [6, -0.5476029, -0.02929482, 1.843264, 1], [7, -0.5504677, -0.02393532, 1.827289, 1], [8, -0.0832753, 0.4081546, 1.990223, 1], [9, 0.001341713, 0.2048769, 2.035897, 1], [10, -0.002568858, 0.02266875, 1.914418, 1], [11, -0.04616534, -0.02316736, 1.923877, 1], [12, -0.2821603, -0.09440732, 1.974651, 1], [13, -0.2739717, -0.4672657, 2.028981, 1], [14, -0.2270234, -0.7796342, 2.122046, 1], [15, -0.2685448, -0.7087182, 2.048123, 1], [16, -0.1293986, -0.08770537, 1.988332, 1], [17, -0.08041181, -0.4719262, 2.026846, 1], [18, 0.01127205, -0.7596152, 2.15386, 1], [19, 0.02597276, -0.7056814, 2.048673, 1], [20, -0.247939, 0.4336886, 1.961602, 1], [21, -0.5548283, -0.09944411, 1.752881, 1], [22, -0.5728536, -0.105768, 1.83975, 1], [23, -0.06644548, -0.09740181, 1.929038, 1], [24, -0.02662613, -0.05413789, 1.964867, 1]]
[[0, -0.2095963, -0.09256005, 2.017552, 1], [1, -0.2320622, 0.212412, 1.989903, 1], [2, -0.2535816, 0.5054382, 1.948785, 1], [3, -0.2633979, 0.6313379, 1.946669, 1], [4, -0.4083125, 0.3750906, 1.943775, 1], [5, -0.4723876, 0.1441447, 1.95027, 1], [6, -0.54761, -0.02942963, 1.843395, 1], [7, -0.5505462, -0.0237694, 1.827766, 1], [8, -0.08382383, 0.408487, 1.990249, 1], [9, 0.00136922, 0.2063354, 2.035441, 1], [10, -0.005192012, 0.02882235, 1.906842, 1], [11, -0.05148339, -0.01559058, 1.919349, 1], [12, -0.282236, -0.09423752, 1.974631, 1], [13, -0.2738841, -0.4672774, 2.029024, 1], [14, -0.2271311, -0.7796934, 2.122031, 1], [15, -0.2685901, -0.7087319, 2.048106, 1], [16, -0.1295419, -0.08746865, 1.988336, 1], [17, -0.08035849, -0.4722513, 2.027063, 1], [18, 0.01138058, -0.7599608, 2.153996, 1], [19, 0.0257773, -0.7055779, 2.049011, 1], [20, -0.2485254, 0.4338338, 1.961284, 1], [21, -0.5560146, -0.1001983, 1.751816, 1], [22, -0.5745907, -0.09434644, 1.87725, 1], [23, -0.08065544, -0.09169699, 1.917878, 1], [24, -0.03087909, -0.0444628, 1.956647, 1]]
[[0, -0.2100825, -0.09249114, 2.01767, 1], [1, -0.2326871, 0.2125358, 1.989835, 1], [2, -0.2541074, 0.505649, 1.948607, 1], [3, -0.2639171, 0.6313639, 1.94667, 1], [4, -0.4089765, 0.3752151, 1.943396, 1], [5, -0.4727043, 0.1441667, 1.950012, 1], [6, -0.5475847, -0.02972062, 1.843424, 1], [7, -0.5501235, -0.02355997, 1.82671, 1], [8, -0.08448616, 0.4079864, 1.990026, 1], [9, 0.0007031378, 0.2085029, 2.034299, 1], [10, -0.007110656, 0.03361431, 1.901981, 1], [11, -0.05511175, -0.007618082, 1.915205, 1], [12, -0.2826471, -0.09417509, 1.974729, 1], [13, -0.2736385, -0.4677868, 2.029352, 1], [14, -0.2273752, -0.7805192, 2.121631, 1], [15, -0.2685454, -0.7089404, 2.048276, 1], [16, -0.1300678, -0.08740785, 1.988461, 1], [17, -0.08031411, -0.47236, 2.027129, 1], [18, 0.04814636, -0.7440945, 2.157595, 1], [19, -0.0048756, -0.7247399, 2.058105, 1], [20, -0.2490824, 0.4340202, 1.961128, 1], [21, -0.5571548, -0.1018893, 1.756857, 1], [22, -0.5085008, -0.03038525, 1.875133, 1], [23, -0.08514069, -0.0778982, 1.916856, 1], [24, -0.03273195, -0.03648503, 1.9563, 1]]
[[0, -0.210232, -0.09239607, 2.017663, 1], [1, -0.2335354, 0.2126644, 1.98962, 1], [2, -0.255797, 0.5057877, 1.948153, 1], [3, -0.2648759, 0.6315705, 1.946667, 1], [4, -0.4097313, 0.3748904, 1.942892, 1], [5, -0.4733846, 0.1444023, 1.949384, 1], [6, -0.547507, -0.03018996, 1.84346, 1], [7, -0.5508049, -0.02337101, 1.827563, 1], [8, -0.08555105, 0.4078527, 1.98932, 1], [9, 0.0008791888, 0.2100814, 2.033355, 1], [10, 0.01838523, 0.03935615, 1.896327, 1], [11, -0.04032005, 0.04385025, 1.913508, 1], [12, -0.2827939, -0.0941428, 1.974742, 1], [13, -0.273593, -0.4677865, 2.029414, 1], [14, -0.226839, -0.7804053, 2.121823, 1], [15, -0.2685408, -0.7092817, 2.048385, 1], [16, -0.130219, -0.08723864, 1.988423, 1], [17, -0.08043231, -0.4722247, 2.027278, 1], [18, 0.01370464, -0.7591909, 2.154181, 1], [19, 0.02254235, -0.705798, 2.047721, 1], [20, -0.2505542, 0.4341538, 1.960733, 1], [21, -0.5540504, -0.1046933, 1.743135, 1], [22, -0.5303839, -0.04874595, 1.820833, 1], [23, -0.034651, 0.009131324, 1.870866, 1], [24, -0.03834611, -0.02726787, 1.9446, 1]]
[[0, -0.2103291, -0.09187195, 2.017432, 1], [1, -0.2340312, 0.2130156, 1.989206, 1], [2, -0.2566441, 0.5059839, 1.947589, 1], [3, -0.2656175, 0.6316367, 1.946549, 1], [4, -0.410219, 0.3748527, 1.942043, 1], [5, -0.4738199, 0.1448101, 1.94854, 1], [6, -0.5473588, -0.03058436, 1.843611, 1], [7, -0.5510697, -0.02444759, 1.827157, 1], [8, -0.0867006, 0.4090992, 1.988985, 1], [9, 0.0008298257, 0.2114711, 2.032455, 1], [10, 0.0122237, 0.04170673, 1.89348, 1], [11, -0.05055887, 0.008865513, 1.907967, 1], [12, -0.2828537, -0.09382869, 1.974528, 1], [13, -0.2734783, -0.4680989, 2.029541, 1], [14, -0.2265937, -0.7806816, 2.121994, 1], [15, -0.2683383, -0.7096414, 2.048474, 1], [16, -0.1303474, -0.08648334, 1.98817, 1], [17, -0.08054571, -0.4723908, 2.027421, 1], [18, 0.04514425, -0.745802, 2.157118, 1], [19, -0.004965734, -0.7229838, 2.055947, 1], [20, -0.2513153, 0.434391, 1.960203, 1], [21, -0.5582102, -0.1022737, 1.758945, 1], [22, -0.5276327, -0.04025451, 1.8455, 1], [23, -0.08280695, -0.05412214, 1.913374, 1], [24, -0.03686968, -0.02214501, 1.949625, 1]]
