[[0, -0.1152319, -0.2130894, 2.772799, 1], [1, -0.1339456, 0.0712883, 2.75572, 1], [2, -0.1546979, 0.3485739, 2.72929, 1], [3, -0.1442554, 0.4808095, 2.720636, 1], [4, -0.3157082, 0.2432069, 2.667195, 1], [5, -0.3531569, 0.01126595, 2.645569, 1], [6, -0.1735936, -0.1278878, 2.496392, 1], [7, -0.1285865, -0.1488543, 2.480642, 1], [8, 0.03288163, 0.2589131, 2.748149, 1], [9, 0.08640948, 0.01909154, 2.704444, 1], [10, -0.00749036, -0.1116013, 2.557005, 1], [11, -0.04783526, -0.121515, 2.531255, 1], [12, -0.1918191, -0.2156757, 2.72424, 1], [13, -0.2469338, -0.2536519, 2.31762, 1], [14, -0.242297, -0.6623187, 2.307592, 1], [15, -0.2345936, -0.7349835, 2.218424, 1], [16, -0.03486079, -0.2057652, 2.744279, 1], [17, 0.06328903, -0.2462517, 2.364773, 1], [18, 0.0303643, -0.6628642, 2.38505, 1], [19, 0.0600183, -0.7266377, 2.290763, 1], [20, -0.1495792, 0.2802543, 2.73825, 1], [21, -0.04626431, -0.1902718, 2.446825, 1], [22, -0.1526678, -0.1809717, 2.452962, 1], [23, -0.09640292, -0.1692732, 2.47386, 1], [24, 0.0004595734, -0.1303553, 2.492509, 1]]
[[0, -0.1151512, -0.2136558, 2.77256, 1], [1, -0.1346748, 0.07054368, 2.756338, 1], [2, -0.1561215, 0.3475648, 2.730564, 1], [3, -0.1456091, 0.4798864, 2.72157, 1], [4, -0.3183816, 0.2426214, 2.67052, 1], [5, -0.3556228, 0.01071299, 2.647221, 1], [6, -0.1787193, -0.1315721, 2.497076, 1], [7, -0.1362877, -0.1482883, 2.480059, 1], [8, 0.03139328, 0.2576399, 2.748765, 1], [9, 0.0833836, 0.01793859, 2.704188, 1], [10, -0.008322891, -0.1127948, 2.555342, 1], [11, -0.04831934, -0.1219547, 2.532197, 1], [12, -0.1917401, -0.2163281, 2.72371, 1], [13, -0.2471184, -0.2533358, 2.317725, 1], [14, -0.2424504, -0.6622082, 2.3077, 1], [15, -0.2353301, -0.7338218, 2.216882, 1], [16, -0.03484313, -0.2060802, 2.744304, 1], [17, 0.06207091, -0.245533, 2.364654, 1], [18, 0.03002794, -0.6623452, 2.385642, 1], [19, 0.05897728, -0.7268933, 2.291958, 1], [20, -0.1508467, 0.2793097, 2.739367, 1], [21, -0.1036962, -0.1657256, 2.471205, 1], [22, -0.1723174, -0.1698865, 2.448234, 1], [23, -0.09771796, -0.1701947, 2.471223, 1], [24, 3.181945e-05, -0.1285583, 2.492629, 1]]
[[0, -0.1150736, -0.2139435, 2.772422, 1], [1, -0.1356879, 0.06999409, 2.757268, 1], [2, -0.1586594, 0.3467325, 2.732891, 1], [3, -0.1468407, 0.4796066, 2.722415, 1], [4, -0.3211303, 0.2413801, 2.67419, 1], [5, -0.3569738, 0.01090861, 2.648609, 1], [6, -0.179097, -0.1273727, 2.499968, 1], [7, -0.1352854, -0.1458289, 2.484044, 1], [8, 0.02999379, 0.2570744, 2.749573, 1], [9, 0.08320913, 0.0177534, 2.704756, 1], [10, -0.01920364, -0.1038777, 2.555122, 1], [11, -0.06181046, -0.1222485, 2.524143, 1], [12, -0.1916566, -0.2167383, 2.723344, 1], [13, -0.2473627, -0.2529145, 2.318356, 1], [14, -0.2425362, -0.6622048, 2.307683, 1], [15, -0.2353487, -0.7336316, 2.216584, 1], [16, -0.03481679, -0.206183, 2.744333, 1], [17, 0.06183151, -0.2448948, 2.365068, 1], [18, 0.02964811, -0.6620098, 2.386959, 1], [19, 0.05758893, -0.7283764, 2.295157, 1], [20, -0.1529891, 0.2785489, 2.741324, 1], [21, -0.1034741, -0.1623529, 2.475963, 1], [22, -0.1687093, -0.170582, 2.453453, 1], [23, -0.1124944, -0.1626325, 2.467041, 1], [24, -0.01437663, -0.1335639, 2.492158, 1]]
[[0, -0.1149764, -0.2142013, 2.77231, 1], [1, -0.1364267, 0.06956367, 2.757771, 1], [2, -0.1602407, 0.3461417, 2.733765, 1], [3, -0.1488601, 0.4790369, 2.724001, 1], [4, -0.3238311, 0.2401111, 2.676437, 1], [5, -0.3578598, 0.01034977, 2.649179, 1], [6, -0.1801515, -0.129777, 2.499128, 1], [7, -0.1355681, -0.1481921, 2.482465, 1], [8, 0.0282443, 0.2568134, 2.749881, 1], [9, 0.0830835, 0.01772035, 2.704684, 1], [10, -0.017395, -0.105001, 2.554618, 1], [11, -0.05635666, -0.1199457, 2.526126, 1], [12, -0.1915335, -0.2171831, 2.723047, 1], [13, -0.2477951, -0.2519742, 2.318714, 1], [14, -0.2426292, -0.6620944, 2.307662, 1], [15, -0.2350546, -0.7337538, 2.216931, 1], [16, -0.03478729, -0.2062356, 2.744353, 1], [17, 0.06205524, -0.2443529, 2.365402, 1], [18, 0.0311398, -0.6578753, 2.386596, 1], [19, 0.0571107, -0.726826, 2.297402, 1], [20, -0.1543763, 0.2779964, 2.742126, 1], [21, -0.1030377, -0.1608855, 2.473471, 1], [22, -0.1727979, -0.1701485, 2.45045, 1], [23, -0.1100842, -0.164619, 2.467678, 1], [24, -0.01288108, -0.1331377, 2.49433, 1]]
[[0, -0.1148957, -0.2144058, 2.772274, 1], [1, -0.1373106, 0.06911649, 2.758461, 1], [2, -0.1621793, 0.3454995, 2.734975, 1], [3, -0.1511747, 0.4789993, 2.725217, 1], [4, -0.3262326, 0.2392797, 2.678458, 1], [5, -0.3593958, 0.009794646, 2.650651, 1], [6, -0.1817783, -0.1309456, 2.499357, 1], [7, -0.137351, -0.1490425, 2.483289, 1], [8, 0.02644566, 0.2568834, 2.750517, 1], [9, 0.08279571, 0.01872301, 2.705836, 1], [10, -0.01536181, -0.1053563, 2.555325, 1], [11, -0.05627435, -0.1226166, 2.527563, 1], [12, -0.1914303, -0.2175356, 2.722994, 1], [13, -0.248292, -0.2509517, 2.319031, 1], [14, -0.2427153, -0.6621888, 2.307516, 1], [15, -0.2348358, -0.7341776, 2.217301, 1], [16, -0.03476768, -0.2062644, 2.744359, 1], [17, 0.0638589, -0.242501, 2.366459, 1], [18, 0.03278372, -0.6558999, 2.385468, 1], [19, 0.07945726, -0.7313682, 2.334252, 1], [20, -0.1560593, 0.2774041, 2.743222, 1], [21, -0.1023964, -0.164656, 2.475118, 1], [22, -0.1724549, -0.1749583, 2.454705, 1], [23, -0.1080362, -0.1619199, 2.466901, 1], [24, -0.007535812, -0.1333025, 2.491217, 1]]
[[0, -0.1148645, -0.2144533, 2.772271, 1], [1, -0.1376836, 0.06913941, 2.758753, 1], [2, -0.1627172, 0.3456709, 2.735244, 1], [3, -0.1537402, 0.4783652, 2.725726, 1], [4, -0.3280441, 0.2390926, 2.680232, 1], [5, -0.3596431, 0.009803894, 2.650775, 1], [6, -0.1820226, -0.1310923, 2.499607, 1], [7, -0.1381401, -0.1477921, 2.484027, 1], [8, 0.02370422, 0.257301, 2.750679, 1], [9, 0.08229265, 0.02044402, 2.706507, 1], [10, -0.0121981, -0.1060812, 2.555667, 1], [11, -0.05093083, -0.1220988, 2.528906, 1], [12, -0.1914112, -0.2176561, 2.722989, 1], [13, -0.2487338, -0.2497643, 2.319313, 1], [14, -0.2426009, -0.6624405, 2.307498, 1], [15, -0.2348053, -0.7344026, 2.217242, 1], [16, -0.03474119, -0.2062506, 2.744374, 1], [17, 0.06776516, -0.2397797, 2.36753, 1], [18, 0.05344885, -0.6491019, 2.384358, 1], [19, 0.08243079, -0.7258384, 2.311316, 1], [20, -0.1565753, 0.2775416, 2.743511, 1], [21, -0.102435, -0.1683849, 2.468092, 1], [22, -0.1758464, -0.1747017, 2.452194, 1], [23, -0.09966406, -0.1702578, 2.467547, 1], [24, -0.004862764, -0.1327464, 2.493918, 1]]
[[0, -0.114778, -0.2146318, 2.772157, 1], [1, -0.1384615, 0.06889822, 2.759, 1], [2, -0.1646425, 0.345375, 2.73567, 1], [3, -0.1562711, 0.4779181, 2.725675, 1], [4, -0.3302341, 0.2385397, 2.682199, 1], [5, -0.3599319, 0.009713608, 2.650899, 1], [6, -0.1819004, -0.1310063, 2.499363, 1], [7, -0.1387669, -0.14806, 2.481409, 1], [8, 0.02155045, 0.257328, 2.750386, 1], [9, 0.08213906, 0.02039643, 2.705978, 1], [10, -0.01020782, -0.1074628, 2.554925, 1], [11, -0.05150627, -0.1241457, 2.526589, 1], [12, -0.1913385, -0.2180772, 2.722697, 1], [13, -0.2491484, -0.2488523, 2.319248, 1], [14, -0.2426503, -0.662708, 2.30748, 1], [15, -0.2347668, -0.7343246, 2.21672, 1], [16, -0.03470146, -0.2062559, 2.744378, 1], [17, 0.07637546, -0.2358782, 2.367718, 1], [18, 0.08121466, -0.6345172, 2.367491, 1], [19, 0.1004393, -0.6824518, 2.232617, 1], [20, -0.1582012, 0.2772579, 2.743903, 1], [21, -0.0944166, -0.1603714, 2.469196, 1], [22, -0.1751618, -0.1739071, 2.450973, 1], [23, -0.1024678, -0.1695762, 2.466429, 1], [24, -0.005075173, -0.1336895, 2.492267, 1]]
[[0, -0.1147293, -0.2147397, 2.772142, 1], [1, -0.1392063, 0.06889836, 2.759428, 1], [2, -0.1662395, 0.3457085, 2.736356, 1], [3, -0.1597393, 0.477708, 2.725877, 1], [4, -0.3320079, 0.2378384, 2.682631, 1], [5, -0.3600486, 0.009412689, 2.650681, 1], [6, -0.180755, -0.1274586, 2.499616, 1], [7, -0.1374767, -0.1442745, 2.485028, 1], [8, 0.01881734, 0.257052, 2.749162, 1], [9, 0.08179117, 0.0208395, 2.705915, 1], [10, -0.007615658, -0.1086743, 2.554482, 1], [11, -0.04749809, -0.1240662, 2.528464, 1], [12, -0.1913315, -0.2183487, 2.722695, 1], [13, -0.2495211, -0.2476221, 2.318867, 1], [14, -0.2426255, -0.6627061, 2.307476, 1], [15, -0.234915, -0.7339131, 2.216098, 1], [16, -0.03465363, -0.2062473, 2.744382, 1], [17, 0.08721558, -0.2315439, 2.370686, 1], [18, 0.09998108, -0.6276981, 2.371652, 1], [19, 0.1445313, -0.7060547, 2.314453, 1], [20, -0.159592, 0.2774984, 2.744534, 1], [21, -0.09988914, -0.1672309, 2.470592, 1], [22, -0.1766985, -0.1683425, 2.4584, 1], [23, -0.09973621, -0.1703697, 2.469269, 1], [24, -0.005587027, -0.1387611, 2.489719, 1]]
[[0, -0.1146267, -0.2149657, 2.772184, 1], [1, -0.1401527, 0.0686228, 2.759761, 1], [2, -0.1685125, 0.3454357, 2.736576, 1], [3, -0.1625914, 0.4775981, 2.725782, 1], [4, -0.3342242, 0.236442, 2.683497, 1], [5, -0.3604803, 0.009420925, 2.650651, 1], [6, -0.1804478, -0.1270855, 2.499264, 1], [7, -0.1366989, -0.145983, 2.488374, 1], [8, 0.0145572, 0.2569425, 2.746769, 1], [9, 0.08155071, 0.02138434, 2.706318, 1], [10, -0.006164895, -0.1094002, 2.554997, 1], [11, -0.04683172, -0.1277298, 2.528862, 1], [12, -0.1912376, -0.2189481, 2.722942, 1], [13, -0.2498488, -0.2466811, 2.318586, 1], [14, -0.2427277, -0.6627547, 2.307571, 1], [15, -0.234989, -0.7337578, 2.215897, 1], [16, -0.03459255, -0.20625, 2.744373, 1], [17, 0.1014878, -0.2328434, 2.37558, 1], [18, 0.1293728, -0.6296611, 2.386155, 1], [19, 0.1860926, -0.7082832, 2.316236, 1], [20, -0.1615148, 0.2772239, 2.744808, 1], [21, -0.08777494, -0.1699344, 2.470794, 1], [22, -0.1767553, -0.1704472, 2.4643, 1], [23, -0.09922988, -0.1688992, 2.470731, 1], [24, -1.403893e-05, -0.1389257, 2.495339, 1]]
[[0, -0.1144534, -0.2152869, 2.772262, 1], [1, -0.1412835, 0.06831076, 2.760434, 1], [2, -0.1713519, 0.3452452, 2.737736, 1], [3, -0.1664631, 0.4766175, 2.725699, 1], [4, -0.3352143, 0.2351821, 2.683311, 1], [5, -0.3608632, 0.009487232, 2.650193, 1], [6, -0.179994, -0.1238073, 2.499027, 1], [7, -0.1340347, -0.14449, 2.487426, 1], [8, 0.01268007, 0.2570384, 2.746495, 1], [9, 0.08115, 0.0217855, 2.706426, 1], [10, -0.00547121, -0.1099535, 2.555318, 1], [11, -0.0437825, -0.1265065, 2.532732, 1], [12, -0.1910323, -0.2197118, 2.723143, 1], [13, -0.2501798, -0.2459912, 2.318099, 1], [14, -0.2427243, -0.6626989, 2.307458, 1], [15, -0.2348405, -0.733855, 2.216018, 1], [16, -0.03449734, -0.2062604, 2.744408, 1], [17, 0.1157983, -0.2381803, 2.380026, 1], [18, 0.1611651, -0.6284393, 2.392055, 1], [19, 0.2412227, -0.7110525, 2.305428, 1], [20, -0.1639069, 0.2769942, 2.745846, 1], [21, -0.0994818, -0.1505901, 2.46628, 1], [22, -0.1697784, -0.1727451, 2.463521, 1], [23, -0.09716205, -0.1721369, 2.470227, 1], [24, 0.0016995, -0.14125, 2.502137, 1]]
[[0, -0.1143803, -0.2155971, 2.772281, 1], [1, -0.1413687, 0.06820816, 2.760369, 1], [2, -0.1712916, 0.3451729, 2.737183, 1], [3, -0.1694302, 0.4766182, 2.72493, 1], [4, -0.3362443, 0.2343141, 2.683171, 1], [5, -0.3610778, 0.009039791, 2.649768, 1], [6, -0.180057, -0.1236599, 2.498842, 1], [7, -0.1316448, -0.1466517, 2.48942, 1], [8, 0.01151596, 0.2566133, 2.745623, 1], [9, 0.08088232, 0.02181082, 2.706348, 1], [10, -0.005431803, -0.1101602, 2.55527, 1], [11, -0.04352565, -0.1293533, 2.533605, 1], [12, -0.1909771, -0.2203204, 2.723337, 1], [13, -0.2504033, -0.2454346, 2.317727, 1], [14, -0.2427446, -0.6626958, 2.307524, 1], [15, -0.2348312, -0.7336568, 2.215801, 1], [16, -0.03445961, -0.2062955, 2.744382, 1], [17, 0.1348881, -0.2442229, 2.386008, 1], [18, 0.1931486, -0.6221929, 2.396393, 1], [19, 0.2631202, -0.6988418, 2.310251, 1], [20, -0.1639179, 0.2769139, 2.745483, 1], [21, -0.09617215, -0.1568587, 2.472557, 1], [22, -0.1677027, -0.1730748, 2.471476, 1], [23, -0.09827694, -0.1723317, 2.472222, 1], [24, -0.0008935632, -0.1483588, 2.505087, 1]]
