[[0, -0.001873688, -0.2663877, 2.936955, 1], [1, 0.002418093, 0.02309463, 2.967875, 1], [2, 0.008276174, 0.3056266, 2.983875, 1], [3, 0.01137645, 0.4319678, 2.997249, 1], [4, -0.1624475, 0.1912118, 2.962237, 1], [5, -0.2228583, -0.04764304, 2.944266, 1], [6, -0.2481571, -0.2544174, 2.870613, 1], [7, -0.259319, -0.3329454, 2.857524, 1], [8, 0.1766266, 0.2002013, 2.989188, 1], [9, 0.2401278, -0.04859582, 2.987356, 1], [10, 0.2846736, -0.2637981, 2.923992, 1], [11, 0.3044784, -0.3544165, 2.903107, 1], [12, -0.09141939, -0.2624103, 2.892745, 1], [13, -0.1242914, -0.2673265, 2.566761, 1], [14, -0.1102687, -0.6203717, 2.657819, 1], [15, -0.1001029, -0.6715727, 2.520735, 1], [16, 0.08722871, -0.2643047, 2.906963, 1], [17, 0.1828918, -0.269014, 2.595149, 1], [18, 0.1270197, -0.6174041, 2.688231, 1], [19, 0.1340607, -0.6687323, 2.551126, 1], [20, 0.006685149, 0.2357974, 2.982311, 1], [21, -0.2596509, -0.3948505, 2.841067, 1], [22, -0.2322513, -0.381458, 2.817857, 1], [23, 0.3222428, -0.421078, 2.902109, 1], [24, 0.2975005, -0.3998373, 2.861778, 1]]
[[0, -0.002019097, -0.2663597, 2.936935, 1], [1, 0.002433688, 0.02310709, 2.96787, 1], [2, 0.008433022, 0.305677, 2.983983, 1], [3, 0.01198875, 0.4320464, 2.997302, 1], [4, -0.1631294, 0.1923486, 2.963107, 1], [5, -0.2227355, -0.04527262, 2.940004, 1], [6, -0.2488706, -0.250949, 2.863119, 1], [7, -0.263326, -0.323031, 2.837593, 1], [8, 0.1765443, 0.2001279, 2.989108, 1], [9, 0.2401352, -0.04858172, 2.987424, 1], [10, 0.2878146, -0.2750537, 2.919168, 1], [11, 0.3051991, -0.3615234, 2.900694, 1], [12, -0.09165154, -0.2622579, 2.892868, 1], [13, -0.1243757, -0.2677345, 2.566883, 1], [14, -0.1118738, -0.6210385, 2.657251, 1], [15, -0.1019376, -0.6722379, 2.520152, 1], [16, 0.08712432, -0.2643215, 2.906845, 1], [17, 0.1829334, -0.2690115, 2.595081, 1], [18, 0.1270548, -0.6174811, 2.687904, 1], [19, 0.1338441, -0.6688156, 2.550783, 1], [20, 0.006802436, 0.2358433, 2.982374, 1], [21, -0.2654604, -0.3866235, 2.816699, 1], [22, -0.2379717, -0.3678675, 2.804583, 1], [23, 0.3207934, -0.4282981, 2.895523, 1], [24, 0.3006424, -0.4122256, 2.858, 1]]
[[0, -0.002131232, -0.2664024, 2.936916, 1], [1, 0.002429818, 0.02310166, 2.967866, 1], [2, 0.008432214, 0.3056773, 2.984036, 1], [3, 0.01253496, 0.4322089, 2.997452, 1], [4, -0.1632697, 0.1925662, 2.96327, 1], [5, -0.224568, -0.04354038, 2.930763, 1], [6, -0.2701046, -0.3065453, 2.806921, 1], [7, -0.2804033, -0.3787814, 2.79834, 1], [8, 0.1764497, 0.1997866, 2.98915, 1], [9, 0.239891, -0.04879842, 2.987573, 1], [10, 0.2844361, -0.2566339, 2.925997, 1], [11, 0.2956155, -0.3247568, 2.905491, 1], [12, -0.09176807, -0.2622365, 2.892928, 1], [13, -0.1247929, -0.2683997, 2.566997, 1], [14, -0.1121539, -0.6217119, 2.657309, 1], [15, -0.1022188, -0.6729053, 2.520211, 1], [16, 0.08702153, -0.2644144, 2.906743, 1], [17, 0.1828577, -0.2688998, 2.594982, 1], [18, 0.1269713, -0.6174073, 2.687683, 1], [19, 0.1337569, -0.6687444, 2.550561, 1], [20, 0.006803636, 0.2358434, 2.982399, 1], [21, -0.2930163, -0.4427876, 2.784508, 1], [22, -0.2413839, -0.3749909, 2.782045, 1], [23, 0.3059255, -0.387957, 2.879288, 1], [24, 0.2835523, -0.3842503, 2.8515, 1]]
[[0, -0.002182118, -0.2664298, 2.936917, 1], [1, 0.002502236, 0.02309473, 2.967864, 1], [2, 0.008733643, 0.3057181, 2.984163, 1], [3, 0.01272737, 0.4322557, 2.997533, 1], [4, -0.1596832, 0.1927068, 2.959057, 1], [5, -0.2280277, -0.04075494, 2.917049, 1], [6, -0.2698711, -0.2454941, 2.797204, 1], [7, -0.2886961, -0.3304277, 2.769401, 1], [8, 0.176637, 0.199515, 2.989186, 1], [9, 0.2415826, -0.0538283, 2.98617, 1], [10, 0.2853768, -0.2606581, 2.924662, 1], [11, 0.2957186, -0.3271544, 2.899231, 1], [12, -0.09182071, -0.262188, 2.892888, 1], [13, -0.1250644, -0.2687788, 2.566995, 1], [14, -0.1116653, -0.6220999, 2.657182, 1], [15, -0.1002027, -0.6732602, 2.520208, 1], [16, 0.08695474, -0.2645432, 2.906817, 1], [17, 0.1827873, -0.2689057, 2.595052, 1], [18, 0.1268589, -0.6174325, 2.687669, 1], [19, 0.1351799, -0.6687413, 2.550668, 1], [20, 0.007050508, 0.2358751, 2.982481, 1], [21, -0.3073054, -0.3976724, 2.745901, 1], [22, -0.2519365, -0.3412138, 2.753813, 1], [23, 0.3053912, -0.3872801, 2.874288, 1], [24, 0.2732725, -0.3268193, 2.858083, 1]]
[[0, -0.00220207, -0.2664175, 2.936954, 1], [1, 0.00249369, 0.02312766, 2.967918, 1], [2, 0.008616707, 0.3058339, 2.984433, 1], [3, 0.012864, 0.4323312, 2.99767, 1], [4, -0.1593304, 0.1928876, 2.957564, 1], [5, -0.2311894, -0.027814, 2.900436, 1], [6, -0.285734, -0.2469497, 2.760556, 1], [7, -0.3062756, -0.3262423, 2.727422, 1], [8, 0.1766778, 0.1995264, 2.989199, 1], [9, 0.2415803, -0.05311804, 2.986296, 1], [10, 0.2853288, -0.2601469, 2.92557, 1], [11, 0.2972866, -0.3251501, 2.906687, 1], [12, -0.09183999, -0.2621293, 2.892935, 1], [13, -0.1253806, -0.2697104, 2.567109, 1], [14, -0.1121991, -0.6233551, 2.656217, 1], [15, -0.1002058, -0.6744924, 2.519297, 1], [16, 0.08694534, -0.2645463, 2.906862, 1], [17, 0.1827257, -0.2687669, 2.595075, 1], [18, 0.1268307, -0.6173535, 2.687519, 1], [19, 0.1356753, -0.6686584, 2.550567, 1], [20, 0.006981113, 0.2359723, 2.982679, 1], [21, -0.3296896, -0.3988583, 2.704992, 1], [22, -0.2674631, -0.3305848, 2.717867, 1], [23, 0.3064715, -0.3886807, 2.884705, 1], [24, 0.284185, -0.3449447, 2.857167, 1]]
[[0, -0.002253409, -0.2664447, 2.936999, 1], [1, 0.002495788, 0.02311299, 2.967927, 1], [2, 0.008616759, 0.3058076, 2.984468, 1], [3, 0.01308918, 0.4323843, 2.997818, 1], [4, -0.1585249, 0.1933326, 2.955767, 1], [5, -0.2334448, -0.01893094, 2.899132, 1], [6, -0.3017167, -0.2396493, 2.707323, 1], [7, -0.3219661, -0.3049457, 2.680073, 1], [8, 0.176778, 0.1995047, 2.989336, 1], [9, 0.2415291, -0.05326967, 2.986237, 1], [10, 0.2900895, -0.2599774, 2.928897, 1], [11, 0.296564, -0.3163066, 2.907706, 1], [12, -0.09189891, -0.2621503, 2.893246, 1], [13, -0.1250659, -0.2687798, 2.567345, 1], [14, -0.1184781, -0.6228736, 2.655522, 1], [15, -0.1057013, -0.6739997, 2.518669, 1], [16, 0.08688922, -0.2645707, 2.906808, 1], [17, 0.1825807, -0.268707, 2.594988, 1], [18, 0.1269619, -0.6173669, 2.687335, 1], [19, 0.1365047, -0.6686552, 2.550449, 1], [20, 0.006985077, 0.2359527, 2.982705, 1], [21, -0.346521, -0.3686879, 2.653594, 1], [22, -0.2821497, -0.3063557, 2.6658, 1], [23, 0.3123565, -0.3804444, 2.887641, 1], [24, 0.2770893, -0.3331788, 2.858222, 1]]
[[0, -0.002298645, -0.2664104, 2.936985, 1], [1, 0.002527003, 0.02321387, 2.968011, 1], [2, 0.008736637, 0.3061433, 2.98506, 1], [3, 0.01379398, 0.4326507, 2.997925, 1], [4, -0.1567045, 0.1934294, 2.953609, 1], [5, -0.2506246, 0.02046294, 2.832911, 1], [6, -0.3101304, -0.2027302, 2.670225, 1], [7, -0.3286031, -0.261531, 2.637768, 1], [8, 0.1769395, 0.1993719, 2.989496, 1], [9, 0.2415349, -0.05473176, 2.986405, 1], [10, 0.2903638, -0.2611996, 2.928303, 1], [11, 0.296646, -0.3227595, 2.904793, 1], [12, -0.09196505, -0.2620416, 2.89334, 1], [13, -0.1254604, -0.2704481, 2.567538, 1], [14, -0.1193969, -0.6244918, 2.655877, 1], [15, -0.105762, -0.6755931, 2.519125, 1], [16, 0.08683836, -0.2645374, 2.906669, 1], [17, 0.1825135, -0.2689558, 2.594851, 1], [18, 0.126964, -0.6176431, 2.687139, 1], [19, 0.1373531, -0.6689216, 2.550349, 1], [20, 0.007091259, 0.2362315, 2.983134, 1], [21, -0.3565125, -0.3254891, 2.596195, 1], [22, -0.2862781, -0.2657772, 2.632, 1], [23, 0.3124456, -0.3887166, 2.8871, 1], [24, 0.2795722, -0.3408535, 2.856752, 1]]
[[0, -0.002337137, -0.2664018, 2.936991, 1], [1, 0.002534464, 0.02321551, 2.96801, 1], [2, 0.008761843, 0.3061383, 2.985074, 1], [3, 0.01407344, 0.4327227, 2.998064, 1], [4, -0.1558852, 0.1946981, 2.952672, 1], [5, -0.2513146, 0.0255103, 2.825455, 1], [6, -0.3128699, -0.1478125, 2.644859, 1], [7, -0.3379615, -0.220727, 2.589037, 1], [8, 0.176973, 0.1993263, 2.989594, 1], [9, 0.2417156, -0.05531665, 2.986496, 1], [10, 0.2895416, -0.261389, 2.925659, 1], [11, 0.29895, -0.3261382, 2.900625, 1], [12, -0.09199519, -0.2619644, 2.893358, 1], [13, -0.12567, -0.2709188, 2.567598, 1], [14, -0.1162477, -0.6247038, 2.656581, 1], [15, -0.1021917, -0.6757929, 2.519876, 1], [16, 0.0867927, -0.2645636, 2.90667, 1], [17, 0.1824667, -0.2664336, 2.594797, 1], [18, 0.1281946, -0.6156912, 2.68592, 1], [19, 0.1390297, -0.6669797, 2.549174, 1], [20, 0.007115236, 0.2362309, 2.983144, 1], [21, -0.3653591, -0.2793002, 2.530237, 1], [22, -0.3005817, -0.2335065, 2.577894, 1], [23, 0.3145087, -0.388907, 2.886451, 1], [24, 0.2859637, -0.3537937, 2.855667, 1]]
[[0, -0.002391835, -0.2663712, 2.937012, 1], [1, 0.002467131, 0.02322569, 2.968014, 1], [2, 0.008497383, 0.3061055, 2.985113, 1], [3, 0.01425547, 0.4327372, 2.99825, 1], [4, -0.1573696, 0.1970057, 2.95381, 1], [5, -0.2502333, 0.04171796, 2.805688, 1], [6, -0.3146384, -0.1048384, 2.605808, 1], [7, -0.3436682, -0.1714807, 2.537241, 1], [8, 0.1770339, 0.199216, 2.989481, 1], [9, 0.2416457, -0.05548754, 2.986541, 1], [10, 0.2894105, -0.2615001, 2.925397, 1], [11, 0.3002715, -0.3267091, 2.902554, 1], [12, -0.09209077, -0.2618171, 2.89366, 1], [13, -0.1258881, -0.2703795, 2.567899, 1], [14, -0.1171174, -0.6244146, 2.656097, 1], [15, -0.1033629, -0.6755155, 2.519359, 1], [16, 0.08672052, -0.2645439, 2.906535, 1], [17, 0.1824728, -0.2664486, 2.594689, 1], [18, 0.1278258, -0.6159005, 2.684987, 1], [19, 0.1383518, -0.6671931, 2.548209, 1], [20, 0.006926443, 0.2362201, 2.983173, 1], [21, -0.359148, -0.2191876, 2.485222, 1], [22, -0.3024473, -0.1764997, 2.5295, 1], [23, 0.3158526, -0.388511, 2.881633, 1], [24, 0.28516, -0.3566328, 2.853, 1]]
[[0, -0.002495813, -0.266231, 2.937156, 1], [1, 0.002363479, 0.02332713, 2.96801, 1], [2, 0.008197672, 0.306236, 2.984992, 1], [3, 0.01459713, 0.4329978, 2.998921, 1], [4, -0.1531462, 0.2052664, 2.946585, 1], [5, -0.2592448, 0.08091716, 2.784896, 1], [6, -0.3233003, -0.05978714, 2.572603, 1], [7, -0.3491962, -0.1143699, 2.493777, 1], [8, 0.1770804, 0.1991897, 2.989579, 1], [9, 0.2418478, -0.05587144, 2.986421, 1], [10, 0.2897087, -0.2613021, 2.923008, 1], [11, 0.2989357, -0.324908, 2.900374, 1], [12, -0.09212472, -0.2613384, 2.893803, 1], [13, -0.126085, -0.2681742, 2.568001, 1], [14, -0.1178787, -0.6225044, 2.655278, 1], [15, -0.1009463, -0.6735358, 2.518912, 1], [16, 0.08657367, -0.2645686, 2.906726, 1], [17, 0.1821728, -0.266312, 2.594825, 1], [18, 0.1278474, -0.6158928, 2.68486, 1], [19, 0.1415403, -0.6670939, 2.54846, 1], [20, 0.006697817, 0.2363476, 2.983095, 1], [21, -0.3660739, -0.1604687, 2.420219, 1], [22, -0.3093924, -0.1149387, 2.492348, 1], [23, 0.3185039, -0.3883203, 2.887033, 1], [24, 0.2778845, -0.3329177, 2.856, 1]]
[[0, -0.002567379, -0.2661739, 2.937193, 1], [1, 0.002267657, 0.02337815, 2.968024, 1], [2, 0.007935056, 0.3062868, 2.985038, 1], [3, 0.01475475, 0.4329503, 2.998966, 1], [4, -0.1547548, 0.2054943, 2.948921, 1], [5, -0.2567781, 0.1102548, 2.764069, 1], [6, -0.3134567, 0.00489776, 2.562853, 1], [7, -0.3487059, -0.0498584, 2.459872, 1], [8, 0.1779582, 0.198339, 2.990629, 1], [9, 0.2411796, -0.05415558, 2.986575, 1], [10, 0.2892456, -0.259733, 2.923916, 1], [11, 0.2992988, -0.3300922, 2.900934, 1], [12, -0.09220962, -0.2611338, 2.894248, 1], [13, -0.1260417, -0.2683021, 2.568442, 1], [14, -0.1196574, -0.622794, 2.655272, 1], [15, -0.1031682, -0.6738359, 2.518847, 1], [16, 0.08644963, -0.2645213, 2.906519, 1], [17, 0.1818642, -0.2669314, 2.594565, 1], [18, 0.1314217, -0.617006, 2.684826, 1], [19, 0.1446012, -0.6682075, 2.548371, 1], [20, 0.006491569, 0.2364047, 2.983133, 1], [21, -0.3689965, -0.08552227, 2.387274, 1], [22, -0.3221457, -0.04560307, 2.448903, 1], [23, 0.3114744, -0.3952653, 2.877903, 1], [24, 0.2794935, -0.3244171, 2.860177, 1]]
