[[0, 0.01491256, -0.07093938, 2.08831, 1], [1, 0.01189049, 0.2028411, 2.117206, 1], [2, 0.007518487, 0.4673678, 2.134017, 1], [3, 0.00857088, 0.6159448, 2.105811, 1], [4, -0.1667252, 0.3921085, 2.135921, 1], [5, -0.2267997, 0.1475704, 2.012201, 1], [6, -0.3239329, 0.0100589, 1.833437, 1], [7, -0.340615, 0.002032284, 1.811075, 1], [8, 0.1934703, 0.3729871, 2.1011, 1], [9, 0.2572795, 0.1527962, 1.987502, 1], [10, 0.2569507, -0.04073846, 1.85129, 1], [11, 0.2397456, -0.05718161, 1.829832, 1], [12, -0.06443043, -0.07009956, 2.064789, 1], [13, -0.1041302, -0.1937073, 1.702206, 1], [14, -0.07925976, -0.5941382, 1.571391, 1], [15, -0.07699831, -0.6540937, 1.434516, 1], [16, 0.09366109, -0.06961291, 2.045425, 1], [17, 0.1691891, -0.2036318, 1.701275, 1], [18, 0.1192845, -0.578116, 1.585446, 1], [19, 0.102476, -0.6468322, 1.447055, 1], [20, 0.008708518, 0.4026752, 2.131867, 1], [21, -0.3713655, -0.0299643, 1.762529, 1], [22, -0.3749356, 0.04996834, 1.781194, 1], [23, 0.2696715, -0.06613196, 1.768151, 1], [24, 0.272692, -0.01165043, 1.79, 1]]
[[0, 0.01538754, -0.07128342, 2.088263, 1], [1, 0.01210694, 0.2026854, 2.117114, 1], [2, 0.007697926, 0.4673004, 2.133927, 1], [3, 0.008988892, 0.6154907, 2.105326, 1], [4, -0.1667042, 0.3920052, 2.1358, 1], [5, -0.2267429, 0.1476272, 2.012259, 1], [6, -0.3232527, 0.01057383, 1.832911, 1], [7, -0.338846, 0.003039944, 1.807781, 1], [8, 0.1935013, 0.3730102, 2.101105, 1], [9, 0.2571463, 0.1523913, 1.987463, 1], [10, 0.2571704, -0.04101945, 1.851291, 1], [11, 0.2410752, -0.05494074, 1.830235, 1], [12, -0.06374636, -0.07058215, 2.064601, 1], [13, -0.1041066, -0.193771, 1.702154, 1], [14, -0.07918027, -0.5935171, 1.572023, 1], [15, -0.0771006, -0.6536326, 1.435131, 1], [16, 0.09398258, -0.06983756, 2.045476, 1], [17, 0.1691941, -0.2034677, 1.701304, 1], [18, 0.1192691, -0.5780835, 1.585327, 1], [19, 0.1023828, -0.6467357, 1.447284, 1], [20, 0.008888983, 0.402576, 2.131776, 1], [21, -0.3762771, -0.02408934, 1.755889, 1], [22, -0.3711407, 0.05158521, 1.774367, 1], [23, 0.2551772, -0.06999773, 1.774279, 1], [24, 0.2661108, -0.03537824, 1.7478, 1]]
[[0, 0.01549636, -0.07176846, 2.088365, 1], [1, 0.01213059, 0.2024501, 2.117015, 1], [2, 0.007754194, 0.4671717, 2.133683, 1], [3, 0.009482978, 0.6151741, 2.104684, 1], [4, -0.16666, 0.3919744, 2.135762, 1], [5, -0.2270278, 0.1545724, 2.010893, 1], [6, -0.3224112, 0.01143541, 1.832021, 1], [7, -0.3383506, 0.005799586, 1.805331, 1], [8, 0.1935657, 0.3730632, 2.101113, 1], [9, 0.2569859, 0.1534385, 1.98784, 1], [10, 0.257368, -0.04098501, 1.851291, 1], [11, 0.2403566, -0.05657577, 1.830792, 1], [12, -0.06341255, -0.07113457, 2.064691, 1], [13, -0.1039654, -0.1928597, 1.702861, 1], [14, -0.07895037, -0.5927379, 1.572605, 1], [15, -0.07702062, -0.6536199, 1.435148, 1], [16, 0.0939142, -0.0702812, 2.045602, 1], [17, 0.1691845, -0.2034444, 1.701351, 1], [18, 0.1193345, -0.5782188, 1.585251, 1], [19, 0.1024299, -0.6467696, 1.447192, 1], [20, 0.008929324, 0.4024088, 2.131572, 1], [21, -0.3706808, -0.0215899, 1.752989, 1], [22, -0.3729608, 0.0567964, 1.776134, 1], [23, 0.256148, -0.0675216, 1.772607, 1], [24, 0.267134, -0.03167511, 1.753791, 1]]
[[0, 0.0157032, -0.07140333, 2.088213, 1], [1, 0.01216055, 0.2025142, 2.116942, 1], [2, 0.007759584, 0.4671485, 2.133654, 1], [3, 0.009992787, 0.614843, 2.103873, 1], [4, -0.1666541, 0.391992, 2.135761, 1], [5, -0.2260876, 0.1573627, 2.012578, 1], [6, -0.3152167, 0.02168801, 1.833313, 1], [7, -0.3360983, 0.009495411, 1.803152, 1], [8, 0.1936408, 0.3733199, 2.101053, 1], [9, 0.2563692, 0.1559201, 1.988792, 1], [10, 0.2587676, -0.04436925, 1.847054, 1], [11, 0.2401645, -0.05627204, 1.828621, 1], [12, -0.06335501, -0.07086869, 2.064563, 1], [13, -0.1039146, -0.1928957, 1.702773, 1], [14, -0.07872918, -0.5925722, 1.572932, 1], [15, -0.07689335, -0.6538067, 1.434842, 1], [16, 0.09434094, -0.06976334, 2.045419, 1], [17, 0.1691828, -0.203589, 1.701321, 1], [18, 0.1193444, -0.5781519, 1.585279, 1], [19, 0.1023318, -0.6467786, 1.447195, 1], [20, 0.008935347, 0.4023969, 2.131539, 1], [21, -0.3768954, -0.02497172, 1.753059, 1], [22, -0.3747992, 0.05518639, 1.766286, 1], [23, 0.2524589, -0.06782813, 1.770501, 1], [24, 0.2672517, -0.03159552, 1.754589, 1]]
[[0, 0.01655214, -0.07095309, 2.088396, 1], [1, 0.01237635, 0.2026535, 2.116931, 1], [2, 0.007786705, 0.4671687, 2.133622, 1], [3, 0.01042981, 0.6141925, 2.102321, 1], [4, -0.1666543, 0.39199, 2.135741, 1], [5, -0.2259174, 0.1571827, 2.012815, 1], [6, -0.3149161, 0.02105152, 1.830622, 1], [7, -0.333294, 0.01252799, 1.80071, 1], [8, 0.193689, 0.3738644, 2.100869, 1], [9, 0.2562852, 0.1547647, 1.988372, 1], [10, 0.2587841, -0.04436252, 1.846918, 1], [11, 0.2405883, -0.057443, 1.828991, 1], [12, -0.06279212, -0.07060401, 2.064625, 1], [13, -0.1039559, -0.1927761, 1.702897, 1], [14, -0.07868887, -0.5920838, 1.574039, 1], [15, -0.07675323, -0.653556, 1.435069, 1], [16, 0.09550312, -0.06907611, 2.045775, 1], [17, 0.1692615, -0.2034136, 1.701414, 1], [18, 0.1196979, -0.5776945, 1.585465, 1], [19, 0.1023667, -0.6467936, 1.446898, 1], [20, 0.008983114, 0.4024266, 2.131509, 1], [21, -0.3643486, -0.01419795, 1.748961, 1], [22, -0.3691918, 0.06186252, 1.771185, 1], [23, 0.2609831, -0.07044368, 1.771757, 1], [24, 0.2676666, -0.03110443, 1.756448, 1]]
[[0, 0.01646293, -0.07073785, 2.088451, 1], [1, 0.01241844, 0.2027204, 2.116809, 1], [2, 0.00818022, 0.4670706, 2.133038, 1], [3, 0.01095932, 0.613468, 2.101042, 1], [4, -0.1665723, 0.3918862, 2.135688, 1], [5, -0.2250733, 0.156823, 2.016012, 1], [6, -0.3146257, 0.02132784, 1.828701, 1], [7, -0.3336164, 0.0136403, 1.797155, 1], [8, 0.1937604, 0.3742952, 2.100617, 1], [9, 0.2562979, 0.154863, 1.988401, 1], [10, 0.260742, -0.03548261, 1.85011, 1], [11, 0.2413767, -0.05754488, 1.828096, 1], [12, -0.06301079, -0.07033394, 2.064743, 1], [13, -0.1039686, -0.1928957, 1.702786, 1], [14, -0.07867789, -0.5922539, 1.573837, 1], [15, -0.07672749, -0.6532611, 1.435387, 1], [16, 0.09549649, -0.06888999, 2.045788, 1], [17, 0.1693727, -0.2033009, 1.701492, 1], [18, 0.1197016, -0.5776813, 1.585457, 1], [19, 0.1023698, -0.646796, 1.44689, 1], [20, 0.009246935, 0.402382, 2.13108, 1], [21, -0.3641683, -0.007760217, 1.743516, 1], [22, -0.3651689, 0.06436751, 1.771486, 1], [23, 0.2488948, -0.08863273, 1.784, 1], [24, 0.2659619, -0.03775373, 1.757418, 1]]
[[0, 0.01500734, -0.06887312, 2.089107, 1], [1, 0.01223683, 0.2030349, 2.116719, 1], [2, 0.008445595, 0.4669436, 2.132589, 1], [3, 0.01187389, 0.612563, 2.098971, 1], [4, -0.166433, 0.3919331, 2.135688, 1], [5, -0.2244386, 0.1578218, 2.016074, 1], [6, -0.3120059, 0.02051412, 1.826681, 1], [7, -0.3327122, 0.01563543, 1.794464, 1], [8, 0.1939175, 0.3747422, 2.100264, 1], [9, 0.2563055, 0.1548764, 1.988361, 1], [10, 0.2599204, -0.03718269, 1.850733, 1], [11, 0.2407237, -0.05942276, 1.826311, 1], [12, -0.06612854, -0.06757158, 2.065625, 1], [13, -0.1040298, -0.1921492, 1.70333, 1], [14, -0.07867748, -0.5922372, 1.573823, 1], [15, -0.07664055, -0.6532636, 1.435393, 1], [16, 0.0951066, -0.067714, 2.046262, 1], [17, 0.1694378, -0.2034328, 1.701561, 1], [18, 0.1196618, -0.5770386, 1.585519, 1], [19, 0.1023357, -0.6467256, 1.447018, 1], [20, 0.009353727, 0.4023697, 2.130805, 1], [21, -0.3614112, -0.008129789, 1.744683, 1], [22, -0.363828, 0.06857068, 1.769167, 1], [23, 0.2553736, -0.08663184, 1.779994, 1], [24, 0.2669075, -0.03419574, 1.756259, 1]]
[[0, 0.01575238, -0.06880237, 2.088264, 1], [1, 0.01266555, 0.2030273, 2.115927, 1], [2, 0.008772158, 0.4667008, 2.131819, 1], [3, 0.01278023, 0.6119677, 2.097608, 1], [4, -0.1662346, 0.3916202, 2.13541, 1], [5, -0.2242232, 0.1578956, 2.017425, 1], [6, -0.3118137, 0.02118042, 1.825045, 1], [7, -0.3323684, 0.01986587, 1.792147, 1], [8, 0.1940934, 0.3750785, 2.099855, 1], [9, 0.2563775, 0.154953, 1.988128, 1], [10, 0.2600525, -0.04894739, 1.848386, 1], [11, 0.2393982, -0.05391342, 1.828842, 1], [12, -0.06506561, -0.06773739, 2.064688, 1], [13, -0.1041504, -0.1917811, 1.703828, 1], [14, -0.07854448, -0.5916781, 1.57421, 1], [15, -0.07657722, -0.653318, 1.435505, 1], [16, 0.09569985, -0.06747416, 2.045424, 1], [17, 0.1694955, -0.2035007, 1.701525, 1], [18, 0.1201278, -0.5765189, 1.585953, 1], [19, 0.1023442, -0.6467418, 1.447001, 1], [20, 0.009717318, 0.4021605, 2.129994, 1], [21, -0.3635291, -0.001937018, 1.738401, 1], [22, -0.3687955, 0.07033447, 1.764408, 1], [23, 0.2664202, -0.06882726, 1.769755, 1], [24, 0.2781912, 0.0006570892, 1.813167, 1]]
[[0, 0.02174833, -0.07134089, 2.099225, 1], [1, 0.01424841, 0.2025479, 2.117725, 1], [2, 0.009192129, 0.4666578, 2.131199, 1], [3, 0.01365735, 0.6114433, 2.096603, 1], [4, -0.1661334, 0.3916442, 2.135377, 1], [5, -0.2230659, 0.1571201, 2.018759, 1], [6, -0.31204, 0.02204116, 1.822074, 1], [7, -0.3313919, 0.02077236, 1.790463, 1], [8, 0.1942427, 0.3753194, 2.099534, 1], [9, 0.2564732, 0.155017, 1.98801, 1], [10, 0.2619983, -0.02836045, 1.855437, 1], [11, 0.2420506, -0.05886201, 1.82667, 1], [12, -0.05926419, -0.07085, 2.075269, 1], [13, -0.1041327, -0.1920095, 1.703595, 1], [14, -0.07841583, -0.5906215, 1.575208, 1], [15, -0.07648492, -0.6527632, 1.436343, 1], [16, 0.1019751, -0.06948326, 2.056919, 1], [17, 0.1696381, -0.2033831, 1.7016, 1], [18, 0.1201103, -0.5766957, 1.586012, 1], [19, 0.102337, -0.6467543, 1.447006, 1], [20, 0.01013639, 0.4020713, 2.129815, 1], [21, -0.355752, -0.003582678, 1.740659, 1], [22, -0.3594891, 0.07378667, 1.768743, 1], [23, 0.2356079, -0.1274668, 1.764992, 1], [24, 0.2659877, -0.03711734, 1.761469, 1]]
[[0, 0.02104639, -0.06997842, 2.093528, 1], [1, 0.01448767, 0.2026315, 2.116619, 1], [2, 0.009515444, 0.4663939, 2.130688, 1], [3, 0.01484816, 0.6105164, 2.094471, 1], [4, -0.1658953, 0.391463, 2.135154, 1], [5, -0.2218174, 0.1617943, 2.019547, 1], [6, -0.3052538, 0.03567605, 1.825795, 1], [7, -0.329999, 0.02317323, 1.786573, 1], [8, 0.1943913, 0.3756351, 2.099098, 1], [9, 0.2564211, 0.1553024, 1.987853, 1], [10, 0.2607653, -0.03170784, 1.85373, 1], [11, 0.2386274, -0.06199629, 1.823262, 1], [12, -0.05972648, -0.06971697, 2.069948, 1], [13, -0.1039966, -0.1913338, 1.703998, 1], [14, -0.07865317, -0.5906017, 1.574233, 1], [15, -0.07634262, -0.6540051, 1.43454, 1], [16, 0.1010777, -0.0679394, 2.050754, 1], [17, 0.1696146, -0.2034905, 1.701559, 1], [18, 0.1202436, -0.5763969, 1.58601, 1], [19, 0.1023205, -0.6467702, 1.446739, 1], [20, 0.01048165, 0.4018534, 2.12919, 1], [21, -0.3711967, 0.005364414, 1.730922, 1], [22, -0.3598287, 0.07451178, 1.76297, 1], [23, 0.2329368, -0.1316866, 1.752704, 1], [24, 0.2666296, -0.03448344, 1.762264, 1]]
[[0, 0.01752643, -0.07220553, 2.099834, 1], [1, 0.01409338, 0.2019428, 2.117894, 1], [2, 0.009829784, 0.4661161, 2.130257, 1], [3, 0.0155432, 0.6102558, 2.093882, 1], [4, -0.1657387, 0.391434, 2.134994, 1], [5, -0.2219464, 0.1583911, 2.017894, 1], [6, -0.3066273, 0.0324945, 1.820107, 1], [7, -0.3307194, 0.02484949, 1.78569, 1], [8, 0.1960406, 0.3759369, 2.097164, 1], [9, 0.2564559, 0.155112, 1.98753, 1], [10, 0.2596428, -0.03382467, 1.853838, 1], [11, 0.2387067, -0.05946046, 1.824451, 1], [12, -0.06259163, -0.07111809, 2.075799, 1], [13, -0.1039356, -0.1917012, 1.703701, 1], [14, -0.07855757, -0.5900354, 1.575285, 1], [15, -0.07629067, -0.653993, 1.434722, 1], [16, 0.09698816, -0.07105935, 2.057555, 1], [17, 0.1696526, -0.2034948, 1.701596, 1], [18, 0.1201729, -0.5765485, 1.585789, 1], [19, 0.1023648, -0.6467924, 1.446725, 1], [20, 0.01061901, 0.4016296, 2.129109, 1], [21, -0.3546796, 0.0003357409, 1.73457, 1], [22, -0.3667223, 0.07567654, 1.7615, 1], [23, 0.2341793, -0.1275956, 1.761992, 1], [24, 0.2658806, -0.03544138, 1.760712, 1]]
