[[0, -0.003508134, -0.2711807, 2.938088, 1], [1, -0.00109847, 0.01621898, 2.963933, 1], [2, 0.003322102, 0.295751, 2.974742, 1], [3, 0.01116771, 0.4234548, 2.964837, 1], [4, -0.1685734, 0.1892358, 2.955982, 1], [5, -0.2253219, -0.05927207, 2.949123, 1], [6, -0.1676937, -0.1883328, 2.772533, 1], [7, -0.1038065, -0.1710879, 2.685976, 1], [8, 0.1701688, 0.2034703, 2.98937, 1], [9, 0.2321748, -0.03378054, 2.984148, 1], [10, 0.2774121, -0.2314115, 2.894027, 1], [11, 0.2782996, -0.2957953, 2.868065, 1], [12, -0.09114034, -0.2681463, 2.89279, 1], [13, -0.1243342, -0.2687836, 2.566769, 1], [14, -0.1134149, -0.6205546, 2.662242, 1], [15, -0.1013427, -0.671567, 2.525086, 1], [16, 0.0837446, -0.2684266, 2.909039, 1], [17, 0.1818225, -0.2683445, 2.59797, 1], [18, 0.1279094, -0.6159045, 2.694611, 1], [19, 0.1368095, -0.6670699, 2.557428, 1], [20, 0.001907206, 0.2266226, 2.97452, 1], [21, -0.06911325, -0.2120513, 2.619684, 1], [22, -0.1411449, -0.1733088, 2.64675, 1], [23, 0.289497, -0.3587476, 2.833558, 1], [24, 0.2700391, -0.2931425, 2.813759, 1]]
[[0, -0.003806326, -0.2713428, 2.938066, 1], [1, -0.0008608164, 0.01604463, 2.963719, 1], [2, 0.0043961, 0.2956004, 2.974321, 1], [3, 0.01369278, 0.4226613, 2.964778, 1], [4, -0.1671645, 0.1900022, 2.956414, 1], [5, -0.2291974, -0.06584377, 2.949508, 1], [6, -0.2776685, -0.3192695, 2.890903, 1], [7, -0.2745215, -0.3753128, 2.88329, 1], [8, 0.1729188, 0.2014287, 2.990471, 1], [9, 0.2336817, -0.03479465, 2.985172, 1], [10, 0.279575, -0.2324673, 2.895561, 1], [11, 0.2825387, -0.2983896, 2.880312, 1], [12, -0.09150545, -0.2680852, 2.893185, 1], [13, -0.1245256, -0.2691393, 2.56715, 1], [14, -0.1130101, -0.6216034, 2.660344, 1], [15, -0.1005896, -0.6725795, 2.523219, 1], [16, 0.08333911, -0.2688584, 2.908551, 1], [17, 0.1819691, -0.2682711, 2.597671, 1], [18, 0.1299981, -0.6164217, 2.693375, 1], [19, 0.1392231, -0.66756, 2.556222, 1], [20, 0.002787569, 0.2264686, 2.974132, 1], [21, -0.2802542, -0.4200539, 2.873362, 1], [22, -0.2946435, -0.3666182, 2.855167, 1], [23, 0.2916381, -0.3613686, 2.854224, 1], [24, 0.2814967, -0.3545116, 2.830333, 1]]
[[0, -0.004264821, -0.2714589, 2.938066, 1], [1, -0.0007019108, 0.01597978, 2.963647, 1], [2, 0.005512139, 0.295622, 2.974261, 1], [3, 0.01552934, 0.4220049, 2.964355, 1], [4, -0.164111, 0.1946404, 2.956411, 1], [5, -0.2426502, -0.04650533, 2.951254, 1], [6, -0.3303584, -0.2542923, 2.879189, 1], [7, -0.3490945, -0.3355967, 2.863664, 1], [8, 0.1744588, 0.2003483, 2.989916, 1], [9, 0.2357927, -0.03579556, 2.986064, 1], [10, 0.2800524, -0.2386346, 2.909887, 1], [11, 0.2891472, -0.3068222, 2.893284, 1], [12, -0.09220649, -0.2677774, 2.893708, 1], [13, -0.1246538, -0.2692555, 2.567615, 1], [14, -0.116026, -0.6227567, 2.657647, 1], [15, -0.103356, -0.6737018, 2.520547, 1], [16, 0.08289618, -0.2692938, 2.90814, 1], [17, 0.1821375, -0.2680166, 2.597473, 1], [18, 0.1291528, -0.6163422, 2.692166, 1], [19, 0.1385965, -0.6674689, 2.555031, 1], [20, 0.003653546, 0.2264671, 2.974043, 1], [21, -0.3654568, -0.4056307, 2.860993, 1], [22, -0.367999, -0.3271521, 2.827667, 1], [23, 0.3007536, -0.3693866, 2.874584, 1], [24, 0.2864395, -0.3185627, 2.844778, 1]]
[[0, -0.004706763, -0.2714449, 2.937998, 1], [1, -0.0003067359, 0.01602325, 2.963601, 1], [2, 0.00785429, 0.2960267, 2.974608, 1], [3, 0.01882605, 0.4219969, 2.96416, 1], [4, -0.161597, 0.1967999, 2.95591, 1], [5, -0.2564933, -0.03664732, 2.947126, 1], [6, -0.3768982, -0.2639026, 2.859601, 1], [7, -0.4026084, -0.3301075, 2.845662, 1], [8, 0.1767429, 0.1991575, 2.989845, 1], [9, 0.2373703, -0.03845367, 2.987946, 1], [10, 0.2839195, -0.2430052, 2.919277, 1], [11, 0.2929323, -0.3104887, 2.900611, 1], [12, -0.09283323, -0.2672943, 2.894073, 1], [13, -0.1251202, -0.2694399, 2.567972, 1], [14, -0.1194445, -0.6227834, 2.658701, 1], [15, -0.1063789, -0.6737255, 2.521638, 1], [16, 0.08246135, -0.2695759, 2.907685, 1], [17, 0.1820654, -0.26777, 2.597144, 1], [18, 0.1342132, -0.6173436, 2.690166, 1], [19, 0.1439406, -0.6684467, 2.553074, 1], [20, 0.005476594, 0.226786, 2.974237, 1], [21, -0.4224596, -0.3999822, 2.86242, 1], [22, -0.427614, -0.3405682, 2.810462, 1], [23, 0.3007589, -0.3706194, 2.879934, 1], [24, 0.2785867, -0.3343523, 2.8554, 1]]
[[0, -0.005178117, -0.2716296, 2.93799, 1], [1, -3.053375e-05, 0.01589406, 2.963423, 1], [2, 0.008994498, 0.2959456, 2.9742, 1], [3, 0.02092672, 0.4218906, 2.963846, 1], [4, -0.1606982, 0.1982367, 2.956, 1], [5, -0.2815382, 0.006384199, 2.92859, 1], [6, -0.4108869, -0.2050742, 2.845927, 1], [7, -0.4506969, -0.2797362, 2.823234, 1], [8, 0.1791169, 0.1974501, 2.990256, 1], [9, 0.2427966, -0.05305393, 2.989716, 1], [10, 0.2916642, -0.2582785, 2.925873, 1], [11, 0.298111, -0.3271132, 2.910225, 1], [12, -0.09343708, -0.2671471, 2.894747, 1], [13, -0.124906, -0.2678206, 2.568535, 1], [14, -0.122626, -0.6217359, 2.657484, 1], [15, -0.1092739, -0.6726718, 2.520439, 1], [16, 0.08189654, -0.2701548, 2.906979, 1], [17, 0.1821988, -0.267149, 2.596685, 1], [18, 0.1346757, -0.6167824, 2.68967, 1], [19, 0.1446404, -0.6678748, 2.552595, 1], [20, 0.006431734, 0.2266958, 2.973881, 1], [21, -0.488559, -0.3520325, 2.82927, 1], [22, -0.459747, -0.2655977, 2.774059, 1], [23, 0.3072113, -0.3883188, 2.891706, 1], [24, 0.2800885, -0.3314979, 2.867945, 1]]
[[0, -0.005514126, -0.2717314, 2.937925, 1], [1, 0.0001610827, 0.01572348, 2.963325, 1], [2, 0.009580685, 0.2956392, 2.974168, 1], [3, 0.02378167, 0.4213434, 2.964984, 1], [4, -0.1598107, 0.1997574, 2.956075, 1], [5, -0.3000425, 0.01804818, 2.91616, 1], [6, -0.4628468, -0.1898164, 2.828289, 1], [7, -0.5006242, -0.2386162, 2.803629, 1], [8, 0.1795495, 0.1972134, 2.990191, 1], [9, 0.2442234, -0.05628899, 2.991179, 1], [10, 0.2952862, -0.2624674, 2.933692, 1], [11, 0.304854, -0.3331499, 2.921483, 1], [12, -0.09382776, -0.2670619, 2.895337, 1], [13, -0.1250538, -0.2680916, 2.569103, 1], [14, -0.1232001, -0.6220538, 2.657891, 1], [15, -0.1097677, -0.6729844, 2.520856, 1], [16, 0.0813922, -0.2704893, 2.906061, 1], [17, 0.1825953, -0.2671238, 2.596093, 1], [18, 0.1355562, -0.6171168, 2.688124, 1], [19, 0.1455814, -0.6681982, 2.55106, 1], [20, 0.006951223, 0.2264325, 2.973824, 1], [21, -0.5475231, -0.2990739, 2.799528, 1], [22, -0.5057714, -0.2156032, 2.749562, 1], [23, 0.3126502, -0.3994553, 2.906165, 1], [24, 0.2814632, -0.3380983, 2.87875, 1]]
[[0, -0.005751172, -0.2716814, 2.937933, 1], [1, 0.0004282151, 0.01577363, 2.963186, 1], [2, 0.01043777, 0.2958221, 2.97387, 1], [3, 0.02558242, 0.4218254, 2.964715, 1], [4, -0.1596566, 0.2000559, 2.956102, 1], [5, -0.3222948, 0.04560717, 2.903227, 1], [6, -0.5052266, -0.1335699, 2.800905, 1], [7, -0.5561652, -0.1889214, 2.777966, 1], [8, 0.1803676, 0.1970297, 2.990367, 1], [9, 0.2441628, -0.05285032, 2.994086, 1], [10, 0.2980099, -0.2596213, 2.942916, 1], [11, 0.3079409, -0.3287388, 2.927799, 1], [12, -0.09417924, -0.2668342, 2.896122, 1], [13, -0.1251525, -0.2687988, 2.569875, 1], [14, -0.1241318, -0.6228291, 2.65842, 1], [15, -0.1106338, -0.6737422, 2.521387, 1], [16, 0.08108111, -0.2704125, 2.905464, 1], [17, 0.1830795, -0.2672015, 2.595788, 1], [18, 0.1345664, -0.6169246, 2.68806, 1], [19, 0.1446583, -0.6679987, 2.550996, 1], [20, 0.007701185, 0.2265981, 2.973561, 1], [21, -0.6071507, -0.2456645, 2.779955, 1], [22, -0.5829313, -0.1935515, 2.736286, 1], [23, 0.3173996, -0.3926488, 2.909767, 1], [24, 0.2854385, -0.3363198, 2.8853, 1]]
[[0, -0.006073588, -0.2715785, 2.937944, 1], [1, 0.0005654477, 0.01580334, 2.963091, 1], [2, 0.01089632, 0.2958644, 2.97368, 1], [3, 0.02792204, 0.4218286, 2.964682, 1], [4, -0.1607354, 0.2017644, 2.956555, 1], [5, -0.3517283, 0.06845537, 2.891069, 1], [6, -0.5569529, -0.09331792, 2.779347, 1], [7, -0.5987061, -0.1252542, 2.759103, 1], [8, 0.1815087, 0.195959, 2.990575, 1], [9, 0.2460972, -0.05725992, 2.997013, 1], [10, 0.3098689, -0.305931, 2.943632, 1], [11, 0.3183542, -0.3703131, 2.926883, 1], [12, -0.0944934, -0.2664707, 2.896589, 1], [13, -0.1250823, -0.2687942, 2.570307, 1], [14, -0.1221691, -0.622359, 2.660396, 1], [15, -0.1086918, -0.6732779, 2.523358, 1], [16, 0.08075098, -0.270405, 2.905131, 1], [17, 0.1833194, -0.2669066, 2.595664, 1], [18, 0.1368923, -0.6172361, 2.686863, 1], [19, 0.1469592, -0.6682975, 2.549801, 1], [20, 0.008105541, 0.2266506, 2.973391, 1], [21, -0.6520611, -0.1754425, 2.750842, 1], [22, -0.586035, -0.09054964, 2.693333, 1], [23, 0.3168915, -0.4404352, 2.934174, 1], [24, 0.2945738, -0.3682081, 2.894, 1]]
[[0, -0.006350709, -0.2715014, 2.937989, 1], [1, 0.0005681864, 0.0157638, 2.962874, 1], [2, 0.01087957, 0.2956773, 2.973023, 1], [3, 0.02966736, 0.4217598, 2.964839, 1], [4, -0.1620798, 0.2060709, 2.956504, 1], [5, -0.381201, 0.139304, 2.883481, 1], [6, -0.5973479, 0.05453938, 2.763657, 1], [7, -0.6687831, 0.02137729, 2.729198, 1], [8, 0.1823979, 0.1951965, 2.990427, 1], [9, 0.2476354, -0.06124102, 2.998775, 1], [10, 0.3104108, -0.2923853, 2.951241, 1], [11, 0.3234787, -0.3555528, 2.937101, 1], [12, -0.09467845, -0.2661405, 2.896887, 1], [13, -0.1249589, -0.2678623, 2.570562, 1], [14, -0.1244426, -0.6213087, 2.661085, 1], [15, -0.09460287, -0.7091662, 2.615972, 1], [16, 0.08045793, -0.2704696, 2.905004, 1], [17, 0.1833715, -0.2668826, 2.595664, 1], [18, 0.1381556, -0.617552, 2.686252, 1], [19, 0.148386, -0.6685909, 2.549204, 1], [20, 0.008120365, 0.2265216, 2.972875, 1], [21, -0.7354742, -0.008502917, 2.705425, 1], [22, -0.6595598, 0.03870595, 2.688931, 1], [23, 0.3347981, -0.424535, 2.936717, 1], [24, 0.3206225, -0.420541, 2.9435, 1]]
[[0, -0.006704338, -0.2713641, 2.938065, 1], [1, 0.000775205, 0.01573829, 2.96274, 1], [2, 0.01177652, 0.2954411, 2.972596, 1], [3, 0.03048478, 0.4215932, 2.964804, 1], [4, -0.1629979, 0.2088601, 2.956001, 1], [5, -0.3903354, 0.1748648, 2.876732, 1], [6, -0.6219717, 0.1143113, 2.755783, 1], [7, -0.6927166, 0.09358721, 2.723102, 1], [8, 0.1824468, 0.1952001, 2.990399, 1], [9, 0.248546, -0.06494147, 3.001154, 1], [10, 0.3082774, -0.2711445, 2.956526, 1], [11, 0.3234553, -0.3433193, 2.941929, 1], [12, -0.09491368, -0.2658189, 2.897375, 1], [13, -0.125136, -0.2681358, 2.571054, 1], [14, -0.1198136, -0.6202546, 2.665793, 1], [15, -0.09678091, -0.7089042, 2.613691, 1], [16, 0.0800324, -0.2704005, 2.90476, 1], [17, 0.1836839, -0.2667106, 2.595695, 1], [18, 0.1394086, -0.6178123, 2.685238, 1], [19, 0.1498955, -0.6688294, 2.548215, 1], [20, 0.008845372, 0.2263611, 2.972527, 1], [21, -0.766078, 0.07238334, 2.710051, 1], [22, -0.6986831, 0.1093434, 2.673647, 1], [23, 0.3409893, -0.4117717, 2.940712, 1], [24, 0.300944, -0.3501428, 2.901875, 1]]
[[0, -0.007196182, -0.2713626, 2.938158, 1], [1, 0.0009098487, 0.01569908, 2.962641, 1], [2, 0.01250268, 0.2953555, 2.972271, 1], [3, 0.03157622, 0.4210607, 2.965072, 1], [4, -0.1639213, 0.2106562, 2.955276, 1], [5, -0.4141687, 0.235905, 2.852403, 1], [6, -0.6269021, 0.1808561, 2.747929, 1], [7, -0.7052085, 0.1661634, 2.716485, 1], [8, 0.1832191, 0.1935049, 2.990247, 1], [9, 0.248854, -0.06489413, 3.001841, 1], [10, 0.3087845, -0.2710882, 2.95753, 1], [11, 0.3233586, -0.3431198, 2.94543, 1], [12, -0.09521911, -0.2655165, 2.897356, 1], [13, -0.1250748, -0.2676085, 2.570992, 1], [14, -0.1206113, -0.6199638, 2.665017, 1], [15, -0.09677871, -0.7086744, 2.614331, 1], [16, 0.07943987, -0.2707559, 2.905023, 1], [17, 0.1838026, -0.2665507, 2.596225, 1], [18, 0.1366649, -0.6173743, 2.685491, 1], [19, 0.1475036, -0.6683815, 2.548494, 1], [20, 0.009421853, 0.2262912, 2.972261, 1], [21, -0.7719459, 0.1579555, 2.684518, 1], [22, -0.7100585, 0.1836364, 2.665445, 1], [23, 0.3409959, -0.4095817, 2.940622, 1], [24, 0.299837, -0.3490848, 2.904773, 1]]
