[[0, -0.1174268, -0.2603602, 2.445354, 1], [1, -0.1170941, -0.02035412, 2.497896, 1], [2, -0.1146439, 0.2146241, 2.540095, 1], [3, -0.1246531, 0.3558832, 2.541447, 1], [4, -0.2653043, 0.1006452, 2.462569, 1], [5, -0.3120703, -0.1802447, 2.462537, 1], [6, -0.1406665, -0.2192604, 2.266338, 1], [7, -0.1162468, -0.2031794, 2.286673, 1], [8, 0.05760621, 0.09870115, 2.522908, 1], [9, 0.1218917, -0.1110854, 2.495772, 1], [10, 0.1075749, -0.2719363, 2.275322, 1], [11, 0.1273203, -0.2918144, 2.275924, 1], [12, -0.1824366, -0.2524181, 2.407988, 1], [13, -0.1602189, -0.3933835, 2.0907, 1], [14, -0.1406058, -0.7530249, 2.180763, 1], [15, -0.1512352, -0.79656, 2.096158, 1], [16, -0.04950426, -0.2621532, 2.425517, 1], [17, 0.06528594, -0.3710594, 2.093311, 1], [18, -0.003344414, -0.7527693, 2.059871, 1], [19, 0.006361391, -0.8045743, 1.979134, 1], [20, -0.1154579, 0.1565015, 2.531319, 1], [21, -0.07433727, -0.2251395, 2.228389, 1], [22, -0.09628958, -0.1572949, 2.321027, 1], [23, 0.1511182, -0.3548062, 2.198576, 1], [24, 0.1091925, -0.2837557, 2.213, 1]]
[[0, -0.1143442, -0.258678, 2.442301, 1], [1, -0.1163602, -0.01979882, 2.496938, 1], [2, -0.1148229, 0.2146967, 2.539995, 1], [3, -0.1251994, 0.3560905, 2.541244, 1], [4, -0.2652724, 0.1006508, 2.462601, 1], [5, -0.3130731, -0.1795947, 2.469685, 1], [6, -0.1395891, -0.2224817, 2.264169, 1], [7, -0.08142757, -0.262802, 2.237394, 1], [8, 0.05760074, 0.09870512, 2.522902, 1], [9, 0.1219803, -0.1101166, 2.495904, 1], [10, 0.1068702, -0.2718236, 2.274195, 1], [11, 0.124892, -0.2903191, 2.27383, 1], [12, -0.1790279, -0.2509937, 2.404484, 1], [13, -0.1602696, -0.3933313, 2.090641, 1], [14, -0.140321, -0.7533542, 2.180327, 1], [15, -0.1587435, -0.7956309, 2.096786, 1], [16, -0.04686211, -0.2603041, 2.422917, 1], [17, 0.06536004, -0.3710608, 2.09301, 1], [18, 0.01180395, -0.7510163, 2.048928, 1], [19, 0.006861131, -0.8068736, 1.977948, 1], [20, -0.115509, 0.1566114, 2.531158, 1], [21, -0.05187489, -0.2756082, 2.205267, 1], [22, -0.02592963, -0.2120978, 2.246727, 1], [23, 0.1501152, -0.3523829, 2.194332, 1], [24, 0.1030037, -0.2785891, 2.220357, 1]]
[[0, -0.1140399, -0.2586118, 2.442082, 1], [1, -0.1160102, -0.01972325, 2.496689, 1], [2, -0.1147916, 0.2146981, 2.539947, 1], [3, -0.1253981, 0.3559552, 2.541039, 1], [4, -0.2652327, 0.1005363, 2.462655, 1], [5, -0.3121031, -0.1802039, 2.464945, 1], [6, -0.1092481, -0.2225019, 2.262308, 1], [7, -0.04640917, -0.262068, 2.239208, 1], [8, 0.05755776, 0.09872181, 2.522889, 1], [9, 0.1218983, -0.109851, 2.495632, 1], [10, 0.1063559, -0.2718564, 2.272255, 1], [11, 0.1265937, -0.2921805, 2.271679, 1], [12, -0.1788545, -0.2510116, 2.404406, 1], [13, -0.1603056, -0.3935864, 2.090687, 1], [14, -0.1403288, -0.7532862, 2.180259, 1], [15, -0.1589896, -0.7969317, 2.098068, 1], [16, -0.04640596, -0.260098, 2.422493, 1], [17, 0.0658147, -0.371228, 2.092619, 1], [18, 0.02019766, -0.7475618, 2.046775, 1], [19, 0.03590228, -0.7851529, 1.941404, 1], [20, -0.1154124, 0.1566306, 2.531064, 1], [21, -0.002190673, -0.2850239, 2.221458, 1], [22, 0.0005890708, -0.21587, 2.27195, 1], [23, 0.1505486, -0.3511552, 2.199014, 1], [24, 0.1066402, -0.2819732, 2.212587, 1]]
[[0, -0.1137433, -0.2585718, 2.441837, 1], [1, -0.1158198, -0.01968192, 2.496574, 1], [2, -0.1147974, 0.2146987, 2.539955, 1], [3, -0.1256512, 0.355894, 2.540933, 1], [4, -0.2653801, 0.1003193, 2.462903, 1], [5, -0.3135706, -0.1797798, 2.470921, 1], [6, -0.1425156, -0.2121735, 2.270404, 1], [7, -0.09380936, -0.2463712, 2.255804, 1], [8, 0.05751622, 0.09869283, 2.522875, 1], [9, 0.1218823, -0.1097173, 2.495439, 1], [10, 0.1049443, -0.2704633, 2.271466, 1], [11, 0.1204785, -0.2952247, 2.255921, 1], [12, -0.1786277, -0.2510113, 2.404241, 1], [13, -0.1599883, -0.3932805, 2.090338, 1], [14, -0.1398878, -0.750801, 2.179483, 1], [15, -0.1579689, -0.796517, 2.099077, 1], [16, -0.04606628, -0.2600163, 2.422177, 1], [17, 0.06723657, -0.3719128, 2.091643, 1], [18, 0.026285, -0.7498043, 2.047136, 1], [19, 0.05782135, -0.8089165, 1.959122, 1], [20, -0.1154034, 0.1566351, 2.531063, 1], [21, -0.02830837, -0.2589262, 2.213142, 1], [22, -0.05347277, -0.1923385, 2.303231, 1], [23, 0.1442131, -0.3550889, 2.178684, 1], [24, 0.08353593, -0.2833164, 2.170667, 1]]
[[0, -0.1135005, -0.2587793, 2.442391, 1], [1, -0.1157975, -0.01970336, 2.496579, 1], [2, -0.115061, 0.2146471, 2.539657, 1], [3, -0.1260444, 0.3557164, 2.540811, 1], [4, -0.2655341, 0.1001858, 2.462823, 1], [5, -0.3123973, -0.1806595, 2.463254, 1], [6, -0.1928629, -0.1884297, 2.282427, 1], [7, -0.120221, -0.2303191, 2.27554, 1], [8, 0.05871845, 0.09928645, 2.522309, 1], [9, 0.1221489, -0.1085894, 2.495337, 1], [10, 0.1049066, -0.2704024, 2.271269, 1], [11, 0.120333, -0.2928116, 2.257272, 1], [12, -0.1783165, -0.2516715, 2.405584, 1], [13, -0.159781, -0.3931902, 2.089814, 1], [14, -0.136928, -0.7450978, 2.186991, 1], [15, -0.1561933, -0.7910683, 2.107155, 1], [16, -0.04591636, -0.2600121, 2.422323, 1], [17, 0.068624, -0.371374, 2.088505, 1], [18, 0.0334632, -0.7513338, 2.047382, 1], [19, 0.06409216, -0.8082429, 1.962382, 1], [20, -0.1155107, 0.1566034, 2.530904, 1], [21, -0.0536638, -0.2399597, 2.215719, 1], [22, -0.07895062, -0.1828039, 2.305875, 1], [23, 0.1444765, -0.355226, 2.175493, 1], [24, 0.0832774, -0.2820593, 2.173799, 1]]
[[0, -0.1141286, -0.260138, 2.444365, 1], [1, -0.115783, -0.02002467, 2.497049, 1], [2, -0.1150507, 0.2146384, 2.539676, 1], [3, -0.1262824, 0.3557206, 2.540547, 1], [4, -0.2658496, 0.09980629, 2.462904, 1], [5, -0.3124278, -0.1811099, 2.462872, 1], [6, -0.14018, -0.2193158, 2.26454, 1], [7, -0.07387496, -0.2578014, 2.244436, 1], [8, 0.05844797, 0.09922016, 2.522168, 1], [9, 0.1222436, -0.1079112, 2.49527, 1], [10, 0.106295, -0.2690057, 2.274962, 1], [11, 0.1244415, -0.2871395, 2.278767, 1], [12, -0.17947, -0.2533675, 2.408171, 1], [13, -0.1597264, -0.3932112, 2.089425, 1], [14, -0.148103, -0.7325194, 2.172493, 1], [15, -0.1592879, -0.7926401, 2.108965, 1], [16, -0.04614304, -0.2609975, 2.423702, 1], [17, 0.07006909, -0.3709189, 2.087128, 1], [18, 0.04734895, -0.7547687, 2.049678, 1], [19, 0.07617641, -0.8081745, 1.965065, 1], [20, -0.1154883, 0.1565677, 2.530966, 1], [21, -0.018987, -0.2659567, 2.213101, 1], [22, -0.03452321, -0.2008545, 2.291572, 1], [23, 0.1567104, -0.3587678, 2.197347, 1], [24, 0.1058214, -0.2764339, 2.224846, 1]]
[[0, -0.1147149, -0.2613375, 2.445991, 1], [1, -0.1160123, -0.02032965, 2.497284, 1], [2, -0.1154414, 0.2145994, 2.539373, 1], [3, -0.1265845, 0.355852, 2.540159, 1], [4, -0.2660261, 0.099251, 2.462772, 1], [5, -0.3131913, -0.1812117, 2.468328, 1], [6, -0.188991, -0.18738, 2.290701, 1], [7, -0.1215275, -0.2260062, 2.282497, 1], [8, 0.05813261, 0.09928443, 2.522031, 1], [9, 0.1223917, -0.1060504, 2.496382, 1], [10, 0.106616, -0.2678132, 2.277641, 1], [11, 0.1256907, -0.2835901, 2.282892, 1], [12, -0.1802706, -0.2549225, 2.410145, 1], [13, -0.1595761, -0.3929921, 2.089039, 1], [14, -0.1591325, -0.7359334, 2.16889, 1], [15, -0.160368, -0.7971766, 2.105445, 1], [16, -0.04652051, -0.2618097, 2.424927, 1], [17, 0.07580653, -0.3744072, 2.08726, 1], [18, 0.06812583, -0.7585157, 2.06194, 1], [19, 0.09519414, -0.8078292, 1.962508, 1], [20, -0.1157531, 0.1564878, 2.530828, 1], [21, -0.0534228, -0.2500565, 2.219441, 1], [22, -0.09097056, -0.161002, 2.321613, 1], [23, 0.1520192, -0.3422365, 2.186859, 1], [24, 0.1058956, -0.2758709, 2.218132, 1]]
[[0, -0.1150527, -0.2622901, 2.446915, 1], [1, -0.1163334, -0.02088406, 2.497505, 1], [2, -0.1160598, 0.2142268, 2.539026, 1], [3, -0.1274492, 0.3559144, 2.539509, 1], [4, -0.2663456, 0.0988614, 2.462858, 1], [5, -0.3128726, -0.1820553, 2.462868, 1], [6, -0.1858721, -0.1878737, 2.287278, 1], [7, -0.1228158, -0.2251006, 2.282918, 1], [8, 0.05772943, 0.09905057, 2.521652, 1], [9, 0.1220302, -0.1034413, 2.497905, 1], [10, 0.1076781, -0.266125, 2.279054, 1], [11, 0.1230563, -0.2779157, 2.285436, 1], [12, -0.1807636, -0.2560662, 2.411282, 1], [13, -0.1595304, -0.3929451, 2.088966, 1], [14, -0.1614247, -0.7434199, 2.173034, 1], [15, -0.1604109, -0.7997526, 2.101495, 1], [16, -0.04670951, -0.2625232, 2.425609, 1], [17, 0.08177428, -0.3762047, 2.086656, 1], [18, 0.09242687, -0.7601297, 2.081572, 1], [19, 0.1083058, -0.8069203, 1.969067, 1], [20, -0.1162376, 0.1561082, 2.530636, 1], [21, -0.05461158, -0.2467617, 2.218693, 1], [22, -0.07200292, -0.1850312, 2.309684, 1], [23, 0.1522671, -0.339821, 2.190361, 1], [24, 0.1008704, -0.2708893, 2.227356, 1]]
[[0, -0.1151801, -0.2627045, 2.447217, 1], [1, -0.1166131, -0.02118983, 2.49758, 1], [2, -0.1168424, 0.2140177, 2.538711, 1], [3, -0.1287728, 0.3555887, 2.53845, 1], [4, -0.2669038, 0.09812582, 2.462699, 1], [5, -0.3149646, -0.1820239, 2.470195, 1], [6, -0.1901432, -0.1877707, 2.292999, 1], [7, -0.1235475, -0.223629, 2.282933, 1], [8, 0.0574269, 0.09879125, 2.521046, 1], [9, 0.1223729, -0.1027486, 2.498571, 1], [10, 0.1083199, -0.2659018, 2.279181, 1], [11, 0.1299775, -0.2787151, 2.291966, 1], [12, -0.1809015, -0.2565563, 2.411452, 1], [13, -0.1593408, -0.3925624, 2.088263, 1], [14, -0.1638917, -0.7439743, 2.173448, 1], [15, -0.1618162, -0.7990869, 2.100188, 1], [16, -0.04682399, -0.262854, 2.426041, 1], [17, 0.08917581, -0.3775094, 2.084688, 1], [18, 0.1019657, -0.7603188, 2.084799, 1], [19, 0.1201311, -0.8053482, 1.970347, 1], [20, -0.1168419, 0.1558745, 2.530436, 1], [21, -0.05317925, -0.2453899, 2.221149, 1], [22, -0.09107155, -0.1618815, 2.318298, 1], [23, 0.1375626, -0.3014513, 2.257399, 1], [24, 0.09274939, -0.2586811, 2.254222, 1]]
[[0, -0.1153128, -0.2630209, 2.447521, 1], [1, -0.1167819, -0.02137761, 2.497732, 1], [2, -0.1171243, 0.2139786, 2.5387, 1], [3, -0.129479, 0.3554067, 2.537128, 1], [4, -0.2672488, 0.09790336, 2.462784, 1], [5, -0.3137439, -0.1829982, 2.463058, 1], [6, -0.1425173, -0.219068, 2.266492, 1], [7, -0.08708923, -0.2406783, 2.263397, 1], [8, 0.05584405, 0.09858537, 2.520209, 1], [9, 0.12358, -0.1015136, 2.499792, 1], [10, 0.1080388, -0.2655197, 2.278149, 1], [11, 0.1284617, -0.2747699, 2.291274, 1], [12, -0.1810617, -0.2568319, 2.4116, 1], [13, -0.1592764, -0.3925239, 2.088089, 1], [14, -0.1647553, -0.7439698, 2.171185, 1], [15, -0.1624164, -0.8002803, 2.09963, 1], [16, -0.0469107, -0.2631978, 2.426528, 1], [17, 0.09515901, -0.3768182, 2.082191, 1], [18, 0.117416, -0.762442, 2.091655, 1], [19, 0.1427459, -0.8037404, 1.974586, 1], [20, -0.1170798, 0.1558054, 2.530453, 1], [21, -0.02205886, -0.2605144, 2.213586, 1], [22, -0.06028743, -0.1812136, 2.312235, 1], [23, 0.1227844, -0.2869146, 2.194405, 1], [24, 0.09683251, -0.2603486, 2.244575, 1]]
[[0, -0.1157168, -0.263722, 2.448663, 1], [1, -0.117378, -0.02173312, 2.498084, 1], [2, -0.1183769, 0.2139018, 2.538366, 1], [3, -0.1305587, 0.3556083, 2.536432, 1], [4, -0.2678357, 0.09725773, 2.462638, 1], [5, -0.3129402, -0.1839688, 2.461059, 1], [6, -0.1423918, -0.2191057, 2.266493, 1], [7, -0.08740296, -0.240088, 2.264557, 1], [8, 0.05550969, 0.09880361, 2.519834, 1], [9, 0.1239033, -0.1011303, 2.499679, 1], [10, 0.1082246, -0.2672446, 2.271775, 1], [11, 0.1179032, -0.2792243, 2.259196, 1], [12, -0.1814399, -0.2575138, 2.412404, 1], [13, -0.1592175, -0.392455, 2.088058, 1], [14, -0.1650922, -0.7435418, 2.169803, 1], [15, -0.1640779, -0.8009102, 2.099831, 1], [16, -0.04731916, -0.2638619, 2.428014, 1], [17, 0.1004842, -0.3746332, 2.081344, 1], [18, 0.1293663, -0.7607696, 2.088282, 1], [19, 0.1595461, -0.8066146, 1.976882, 1], [20, -0.1180987, 0.1556529, 2.530311, 1], [21, -0.02181749, -0.2572525, 2.215261, 1], [22, -0.04791367, -0.191731, 2.304864, 1], [23, 0.1555973, -0.3253854, 2.153866, 1], [24, 0.08626957, -0.2782991, 2.177357, 1]]
