[[0, -0.176291, 0.05455004, 2.841067, 1], [1, -0.1793625, 0.3278079, 2.83027, 1], [2, -0.1818235, 0.5936419, 2.808065, 1], [3, -0.1823622, 0.7328197, 2.789781, 1], [4, -0.334838, 0.4585963, 2.773815, 1], [5, -0.3782764, 0.2481211, 2.808902, 1], [6, -0.367395, 0.06411782, 2.764288, 1], [7, -0.3604956, 0.01684024, 2.762771, 1], [8, -0.02181801, 0.4781693, 2.797586, 1], [9, 0.01356625, 0.2430451, 2.811089, 1], [10, 0.02958206, 0.05738857, 2.742852, 1], [11, 0.02103402, -0.007358723, 2.742843, 1], [12, -0.2381912, 0.05345969, 2.804185, 1], [13, -0.2237615, -0.2581814, 2.895498, 1], [14, -0.2127503, -0.5601583, 2.941378, 1], [15, -0.2124803, -0.6319182, 2.86597, 1], [16, -0.1103458, 0.05419632, 2.811553, 1], [17, -0.1225321, -0.2593073, 2.898041, 1], [18, -0.1100998, -0.5325176, 2.933538, 1], [19, -0.1017864, -0.579315, 2.811084, 1], [20, -0.1813339, 0.5282123, 2.815686, 1], [21, -0.3576239, -0.05687037, 2.769382, 1], [22, -0.3904537, -0.002769644, 2.756896, 1], [23, 0.01903058, -0.07741575, 2.725896, 1], [24, -0.01426932, -0.01067351, 2.719913, 1]]
[[0, -0.1762189, 0.05455162, 2.840886, 1], [1, -0.1793645, 0.3278347, 2.830028, 1], [2, -0.1819027, 0.5937173, 2.807795, 1], [3, -0.1824276, 0.7328494, 2.789506, 1], [4, -0.3304032, 0.4595658, 2.772744, 1], [5, -0.3783304, 0.2480927, 2.808915, 1], [6, -0.367564, 0.06398606, 2.7648, 1], [7, -0.3591188, 0.01551558, 2.763198, 1], [8, -0.02099884, 0.4779346, 2.797888, 1], [9, 0.01409072, 0.2402331, 2.81271, 1], [10, 0.03012503, 0.05740344, 2.74534, 1], [11, 0.02331387, -0.008660191, 2.748713, 1], [12, -0.2380718, 0.05353417, 2.80394, 1], [13, -0.2216837, -0.2579794, 2.89538, 1], [14, -0.2126428, -0.5602621, 2.941542, 1], [15, -0.2130955, -0.6326912, 2.867389, 1], [16, -0.1103043, 0.05415554, 2.811423, 1], [17, -0.120841, -0.2592884, 2.898225, 1], [18, -0.1085664, -0.5330201, 2.930687, 1], [19, -0.09972984, -0.5798048, 2.808277, 1], [20, -0.181394, 0.528275, 2.81542, 1], [21, -0.3607039, -0.05461735, 2.769951, 1], [22, -0.3877503, 0.009445466, 2.753308, 1], [23, 0.02245716, -0.07627866, 2.727281, 1], [24, -0.01441296, -0.004010621, 2.72645, 1]]
[[0, -0.1760036, 0.05446712, 2.840778, 1], [1, -0.1793742, 0.3278753, 2.829883, 1], [2, -0.1822455, 0.5940286, 2.807442, 1], [3, -0.182469, 0.7328804, 2.789379, 1], [4, -0.3310876, 0.4590389, 2.772931, 1], [5, -0.3782626, 0.2477416, 2.809129, 1], [6, -0.3675307, 0.06368254, 2.764758, 1], [7, -0.358697, 0.01645607, 2.760531, 1], [8, -0.02085563, 0.4778537, 2.797761, 1], [9, 0.01444174, 0.2372171, 2.8134, 1], [10, 0.03087813, 0.05685611, 2.746462, 1], [11, 0.02577722, -0.008335254, 2.746374, 1], [12, -0.2377921, 0.0534252, 2.803736, 1], [13, -0.2208335, -0.2578117, 2.895764, 1], [14, -0.2158314, -0.5538599, 2.943177, 1], [15, -0.2125218, -0.6269069, 2.869964, 1], [16, -0.11014, 0.05409984, 2.811393, 1], [17, -0.1217412, -0.2591964, 2.898449, 1], [18, -0.1099751, -0.5329438, 2.930946, 1], [19, -0.1012479, -0.5797385, 2.808533, 1], [20, -0.1816204, 0.5284927, 2.815129, 1], [21, -0.3572336, -0.05681147, 2.76638, 1], [22, -0.3830446, 0.008329418, 2.727333, 1], [23, 0.02645476, -0.07737982, 2.724769, 1], [24, -0.01418389, -0.007166691, 2.72163, 1]]
[[0, -0.1757562, 0.0544281, 2.840569, 1], [1, -0.1792611, 0.3278563, 2.829538, 1], [2, -0.1822581, 0.5940403, 2.806968, 1], [3, -0.1824696, 0.7327862, 2.78925, 1], [4, -0.3277375, 0.4597794, 2.771695, 1], [5, -0.3782016, 0.2467689, 2.809435, 1], [6, -0.367577, 0.06273898, 2.7649, 1], [7, -0.3582299, 0.01746458, 2.760508, 1], [8, -0.02014077, 0.4776498, 2.797776, 1], [9, 0.01475838, 0.2371855, 2.813575, 1], [10, 0.03147357, 0.05643229, 2.746652, 1], [11, 0.02768707, -0.006270636, 2.742899, 1], [12, -0.2375054, 0.05346446, 2.803394, 1], [13, -0.2198438, -0.2576583, 2.895618, 1], [14, -0.2140808, -0.5528673, 2.943316, 1], [15, -0.2128521, -0.6261529, 2.870542, 1], [16, -0.1099157, 0.05401035, 2.811288, 1], [17, -0.1244312, -0.2593337, 2.897893, 1], [18, -0.1118782, -0.5728435, 2.946951, 1], [19, -0.1190476, -0.6422338, 2.868443, 1], [20, -0.1816031, 0.5284987, 2.814685, 1], [21, -0.3674275, -0.04549289, 2.764241, 1], [22, -0.3862909, 0.03809496, 2.751857, 1], [23, 0.03010512, -0.06999356, 2.719144, 1], [24, -0.01417228, -0.008918653, 2.720657, 1]]
[[0, -0.1756969, 0.05435826, 2.840535, 1], [1, -0.1793866, 0.3278197, 2.82934, 1], [2, -0.1828623, 0.594118, 2.806403, 1], [3, -0.182634, 0.7328033, 2.788882, 1], [4, -0.3263221, 0.4599416, 2.770916, 1], [5, -0.3782935, 0.2467389, 2.809429, 1], [6, -0.3674508, 0.06268591, 2.765078, 1], [7, -0.3579465, 0.01779194, 2.760653, 1], [8, -0.01986435, 0.4774345, 2.797615, 1], [9, 0.01457141, 0.2369834, 2.813725, 1], [10, 0.03258185, 0.05679086, 2.745482, 1], [11, 0.0304854, -0.003967103, 2.737777, 1], [12, -0.2374691, 0.05346331, 2.803379, 1], [13, -0.2209578, -0.257577, 2.895913, 1], [14, -0.2148648, -0.5537767, 2.943398, 1], [15, -0.2123795, -0.6269525, 2.870419, 1], [16, -0.1098217, 0.05380507, 2.811234, 1], [17, -0.1214785, -0.2597033, 2.897759, 1], [18, -0.1125844, -0.5336299, 2.929775, 1], [19, -0.1031116, -0.5804311, 2.807439, 1], [20, -0.1820634, 0.5285382, 2.814223, 1], [21, -0.3650899, -0.04943624, 2.769642, 1], [22, -0.3892405, 0.05445249, 2.745, 1], [23, 0.03699824, -0.06522375, 2.712143, 1], [24, -0.01154096, -0.01233422, 2.722533, 1]]
[[0, -0.1760864, 0.05412773, 2.84074, 1], [1, -0.1795689, 0.3277954, 2.829378, 1], [2, -0.1829249, 0.5941808, 2.806404, 1], [3, -0.1826715, 0.7329056, 2.78884, 1], [4, -0.3276418, 0.4596323, 2.771127, 1], [5, -0.3781524, 0.2460511, 2.809417, 1], [6, -0.3675905, 0.06198039, 2.765098, 1], [7, -0.3579454, 0.01462153, 2.763113, 1], [8, -0.01986729, 0.4774508, 2.797555, 1], [9, 0.01477539, 0.2364602, 2.813914, 1], [10, 0.03318925, 0.05748489, 2.742855, 1], [11, 0.03216952, -0.0006716002, 2.727304, 1], [12, -0.2378772, 0.05320916, 2.803627, 1], [13, -0.2210909, -0.2578545, 2.896072, 1], [14, -0.2127615, -0.5303809, 2.936197, 1], [15, -0.2154131, -0.6176856, 2.878394, 1], [16, -0.1101843, 0.05361906, 2.811414, 1], [17, -0.1247338, -0.2594946, 2.898564, 1], [18, -0.1142118, -0.574192, 2.947312, 1], [19, -0.1182491, -0.6420795, 2.866052, 1], [20, -0.1821485, 0.5285847, 2.814228, 1], [21, -0.3566765, -0.05672382, 2.762045, 1], [22, -0.3888738, 0.01766952, 2.7564, 1], [23, 0.03438623, -0.06732656, 2.693768, 1], [24, -0.01086638, -0.006027684, 2.720842, 1]]
[[0, -0.1760079, 0.05411385, 2.840774, 1], [1, -0.179565, 0.3277856, 2.829359, 1], [2, -0.1829592, 0.5941579, 2.806323, 1], [3, -0.1826676, 0.7329842, 2.788674, 1], [4, -0.329556, 0.4588677, 2.772195, 1], [5, -0.3778085, 0.2463309, 2.809597, 1], [6, -0.3674747, 0.06225382, 2.765248, 1], [7, -0.3581431, 0.01575165, 2.761819, 1], [8, -0.01981814, 0.4774737, 2.797565, 1], [9, 0.0147457, 0.2364543, 2.813903, 1], [10, 0.03444508, 0.06203609, 2.738199, 1], [11, 0.03840805, 0.006104594, 2.71713, 1], [12, -0.2377943, 0.05317573, 2.803668, 1], [13, -0.2205151, -0.2578195, 2.896221, 1], [14, -0.2127532, -0.5303932, 2.936176, 1], [15, -0.2154476, -0.6169754, 2.87822, 1], [16, -0.1101066, 0.05363001, 2.811453, 1], [17, -0.1254265, -0.2593023, 2.898946, 1], [18, -0.1145969, -0.5736628, 2.94714, 1], [19, -0.1205761, -0.6417574, 2.866432, 1], [20, -0.1821722, 0.5285661, 2.814164, 1], [21, -0.3560722, -0.05611297, 2.769045, 1], [22, -0.387212, 0.00261636, 2.75, 1], [23, 0.04053466, -0.05982658, 2.673476, 1], [24, 0.00348666, 0.02243347, 2.702667, 1]]
[[0, -0.1762083, 0.05407575, 2.840832, 1], [1, -0.1797697, 0.327778, 2.829306, 1], [2, -0.1831281, 0.5941884, 2.806206, 1], [3, -0.1826533, 0.7328449, 2.788395, 1], [4, -0.330667, 0.4585916, 2.772493, 1], [5, -0.3778723, 0.2463129, 2.809586, 1], [6, -0.3671859, 0.0621841, 2.765587, 1], [7, -0.3575898, 0.01204274, 2.762577, 1], [8, -0.01977233, 0.4775044, 2.797573, 1], [9, 0.01431016, 0.2408798, 2.81496, 1], [10, 0.03521458, 0.0703347, 2.730139, 1], [11, 0.04068451, 0.01685167, 2.698276, 1], [12, -0.2379768, 0.05316163, 2.803721, 1], [13, -0.2225821, -0.2580041, 2.89606, 1], [14, -0.2107672, -0.550642, 2.944238, 1], [15, -0.2161963, -0.6251358, 2.874592, 1], [16, -0.1103239, 0.05357678, 2.81153, 1], [17, -0.1250115, -0.2593849, 2.89903, 1], [18, -0.1138997, -0.5720986, 2.947262, 1], [19, -0.1182787, -0.640532, 2.866831, 1], [20, -0.182358, 0.5285892, 2.814058, 1], [21, -0.3582298, -0.05659869, 2.771712, 1], [22, -0.3882012, 0.003914219, 2.750143, 1], [23, 0.0473679, -0.04544653, 2.649143, 1], [24, 0.009069527, 0.0001624654, 2.687474, 1]]
[[0, -0.1763866, 0.05403861, 2.840903, 1], [1, -0.1798071, 0.3277844, 2.829171, 1], [2, -0.182889, 0.5943039, 2.805534, 1], [3, -0.1825756, 0.7327538, 2.78784, 1], [4, -0.3307278, 0.4585899, 2.772378, 1], [5, -0.3777722, 0.246184, 2.809438, 1], [6, -0.3670252, 0.06206152, 2.765402, 1], [7, -0.3554251, 0.01344808, 2.761189, 1], [8, -0.01976479, 0.4774673, 2.79758, 1], [9, 0.01402679, 0.2430125, 2.814658, 1], [10, 0.03275468, 0.07904682, 2.715979, 1], [11, 0.04320669, 0.03606026, 2.676467, 1], [12, -0.2382191, 0.05314183, 2.803946, 1], [13, -0.2222177, -0.258079, 2.896102, 1], [14, -0.2115533, -0.5531379, 2.943223, 1], [15, -0.2153003, -0.6271561, 2.872353, 1], [16, -0.110475, 0.05353289, 2.811512, 1], [17, -0.1253712, -0.2597536, 2.898194, 1], [18, -0.1120757, -0.5688527, 2.947947, 1], [19, -0.1185023, -0.6379106, 2.868708, 1], [20, -0.1822312, 0.5286686, 2.813562, 1], [21, -0.3593044, -0.05605461, 2.770377, 1], [22, -0.3827465, -0.002606781, 2.75, 1], [23, 0.04881585, -0.0251016, 2.639699, 1], [24, 0.009520597, 0.03155393, 2.669625, 1]]
[[0, -0.1761877, 0.05400945, 2.841149, 1], [1, -0.1797596, 0.3277665, 2.829186, 1], [2, -0.1828625, 0.594284, 2.805502, 1], [3, -0.1826308, 0.732789, 2.787809, 1], [4, -0.3309952, 0.4586604, 2.772364, 1], [5, -0.3775969, 0.2461258, 2.809431, 1], [6, -0.3665343, 0.06201443, 2.765404, 1], [7, -0.3553725, 0.01437197, 2.760531, 1], [8, -0.01977061, 0.4774783, 2.797584, 1], [9, 0.01401833, 0.243159, 2.814593, 1], [10, 0.03725037, 0.09163882, 2.697109, 1], [11, 0.04691216, 0.06396233, 2.656335, 1], [12, -0.2380118, 0.05304741, 2.804214, 1], [13, -0.2210406, -0.2580142, 2.896641, 1], [14, -0.2152818, -0.5566658, 2.942792, 1], [15, -0.2121406, -0.6293749, 2.869006, 1], [16, -0.1102761, 0.05357652, 2.811757, 1], [17, -0.1253098, -0.2596034, 2.898684, 1], [18, -0.1126632, -0.5714803, 2.946456, 1], [19, -0.1188608, -0.640371, 2.866972, 1], [20, -0.1822043, 0.5286523, 2.813541, 1], [21, -0.3600385, -0.0562066, 2.771082, 1], [22, -0.38469, 0.0195915, 2.752334, 1], [23, 0.04794985, 0.003945965, 2.602144, 1], [24, 0.01319524, 0.05929201, 2.641909, 1]]
[[0, -0.1759302, 0.05422854, 2.842097, 1], [1, -0.1795072, 0.3279452, 2.829506, 1], [2, -0.1825136, 0.5944955, 2.805588, 1], [3, -0.1826181, 0.7327589, 2.787786, 1], [4, -0.3314914, 0.4589164, 2.772555, 1], [5, -0.3775923, 0.24614, 2.809427, 1], [6, -0.3664222, 0.06201547, 2.765485, 1], [7, -0.354764, 0.01776176, 2.761522, 1], [8, -0.01972648, 0.4777419, 2.798, 1], [9, 0.01209385, 0.2464442, 2.81483, 1], [10, 0.04563977, 0.1315973, 2.661334, 1], [11, 0.05280417, 0.09261179, 2.629126, 1], [12, -0.2375803, 0.05328458, 2.805327, 1], [13, -0.2232373, -0.2581198, 2.897199, 1], [14, -0.2148153, -0.5587128, 2.941753, 1], [15, -0.2161469, -0.6308421, 2.867093, 1], [16, -0.1101669, 0.05379523, 2.812578, 1], [17, -0.1227015, -0.259665, 2.899126, 1], [18, -0.1119317, -0.5718058, 2.946376, 1], [19, -0.1191748, -0.6405145, 2.866786, 1], [20, -0.1818943, 0.5288502, 2.81367, 1], [21, -0.3533382, -0.05678922, 2.765295, 1], [22, -0.3803343, 0.007574596, 2.7416, 1], [23, 0.05296306, 0.04172232, 2.570141, 1], [24, 0.01619682, 0.0912855, 2.613857, 1]]
