[[0, -0.307004, -0.629103, 2.60907, 1.0], [1, -0.285275, -0.328983, 2.61733, 1.0], [2, -0.2626, -0.0342292, 2.61203, 1.0], [3, -0.246558, 0.102648, 2.62248, 1.0], [4, -0.413522, -0.125489, 2.57081, 1.0], [5, -0.478521, -0.248673, 2.36388, 1.0], [6, -0.557215, -0.287442, 2.17322, 1.0], [7, -0.533887, -0.317917, 2.09118, 1.0], [8, -0.0991479, -0.13091, 2.59877, 1.0], [9, 0.0465864, -0.257045, 2.44267, 1.0], [10, 0.170812, -0.284844, 2.27615, 1.0], [11, 0.208708, -0.329036, 2.10306, 1.0], [12, -0.374581, -0.619572, 2.56861, 1.0], [13, -0.368091, -0.943624, 2.51355, 1.0], [14, -0.387147, -1.38948, 2.55166, 1.0], [15, -0.376071, -1.43055, 2.42221, 1.0], [16, -0.231339, -0.622071, 2.58084, 1.0], [17, -0.111196, -0.970326, 2.54899, 1.0], [18, -0.0688071, -1.3964, 2.57539, 1.0], [19, -0.0520644, -1.43387, 2.44475, 1.0], [20, -0.268456, -0.107224, 2.61575, 1.0], [21, -0.542492, -0.337953, 1.98247, 1.0], [22, -0.511651, -0.319774, 2.072, 1.0], [23, 0.209842, -0.344304, 2.07784, 1.0], [24, 0.24986, -0.314244, 2.0972, 1.0]]
[[0, -0.28754, -0.618452, 2.55057, 1.0], [1, -0.278668, -0.326432, 2.59788, 1.0], [2, -0.262497, -0.0344435, 2.61177, 1.0], [3, -0.246555, 0.102634, 2.62218, 1.0], [4, -0.413627, -0.125166, 2.57071, 1.0], [5, -0.509343, -0.260582, 2.37508, 1.0], [6, -0.527772, -0.360562, 2.18606, 1.0], [7, -0.517367, -0.428321, 2.01018, 1.0], [8, -0.0991306, -0.131161, 2.59866, 1.0], [9, 0.0466989, -0.26381, 2.44404, 1.0], [10, 0.166574, -0.351643, 2.27064, 1.0], [11, 0.202322, -0.39491, 2.13286, 1.0], [12, -0.355307, -0.607206, 2.5092, 1.0], [13, -0.368163, -0.943507, 2.51335, 1.0], [14, -0.367349, -1.29216, 2.5461, 1.0], [15, -0.352821, -1.33779, 2.41474, 1.0], [16, -0.212042, -0.613068, 2.52336, 1.0], [17, -0.111706, -0.969207, 2.54922, 1.0], [18, -0.0691165, -1.39836, 2.57492, 1.0], [19, -0.0504672, -1.4367, 2.44124, 1.0], [20, -0.267764, -0.107452, 2.61387, 1.0], [21, -0.509128, -0.438442, 1.98491, 1.0], [22, -0.461138, -0.427328, 1.98525, 1.0], [23, 0.226848, -0.408989, 2.11131, 1.0], [24, 0.231385, -0.367678, 2.144, 1.0]]
[[0, -0.256017, -0.624315, 2.55781, 1.0], [1, -0.269702, -0.326853, 2.59393, 1.0], [2, -0.263323, -0.0344621, 2.61048, 1.0], [3, -0.246709, 0.102778, 2.622, 1.0], [4, -0.414536, -0.124486, 2.56927, 1.0], [5, -0.51753, -0.295562, 2.3737, 1.0], [6, -0.524072, -0.423952, 2.19869, 1.0], [7, -0.521792, -0.496952, 2.05379, 1.0], [8, -0.0989381, -0.131244, 2.59874, 1.0], [9, 0.0443749, -0.296267, 2.45576, 1.0], [10, 0.161004, -0.399922, 2.29795, 1.0], [11, 0.199427, -0.461104, 2.17184, 1.0], [12, -0.324488, -0.613378, 2.51324, 1.0], [13, -0.369761, -1.0107, 2.51706, 1.0], [14, -0.386895, -1.39638, 2.54965, 1.0], [15, -0.375521, -1.4393, 2.41858, 1.0], [16, -0.180377, -0.618514, 2.5338, 1.0], [17, -0.11607, -1.04059, 2.55231, 1.0], [18, -0.0682843, -1.4028, 2.57448, 1.0], [19, -0.0470037, -1.44035, 2.44198, 1.0], [20, -0.267165, -0.10736, 2.61136, 1.0], [21, -0.508909, -0.513077, 2.02445, 1.0], [22, -0.464963, -0.494975, 2.01867, 1.0], [23, 0.217173, -0.483584, 2.14613, 1.0], [24, 0.241863, -0.443881, 2.16053, 1.0]]
[[0, -0.251718, -0.61904, 2.558, 1.0], [1, -0.265747, -0.324651, 2.59171, 1.0], [2, -0.264286, -0.0346392, 2.6088, 1.0], [3, -0.246533, 0.102859, 2.62042, 1.0], [4, -0.414796, -0.12438, 2.56888, 1.0], [5, -0.509836, -0.328249, 2.39825, 1.0], [6, -0.530647, -0.508455, 2.1936, 1.0], [7, -0.523663, -0.564425, 2.10903, 1.0], [8, -0.0987359, -0.131848, 2.59888, 1.0], [9, 0.0403139, -0.315682, 2.46798, 1.0], [10, 0.15344, -0.446479, 2.33321, 1.0], [11, 0.190866, -0.525003, 2.21994, 1.0], [12, -0.32001, -0.607891, 2.51392, 1.0], [13, -0.368795, -1.00792, 2.51748, 1.0], [14, -0.386935, -1.3964, 2.5497, 1.0], [15, -0.37548, -1.43947, 2.41802, 1.0], [16, -0.17649, -0.613608, 2.53354, 1.0], [17, -0.116485, -1.04255, 2.55298, 1.0], [18, -0.0692513, -1.41023, 2.57549, 1.0], [19, -0.0479004, -1.44803, 2.44252, 1.0], [20, -0.266861, -0.107023, 2.609, 1.0], [21, -0.511235, -0.58942, 2.07659, 1.0], [22, -0.447745, -0.571509, 2.08567, 1.0], [23, 0.21465, -0.551677, 2.18997, 1.0], [24, 0.221003, -0.488795, 2.22317, 1.0]]
[[0, -0.251007, -0.617839, 2.55665, 1.0], [1, -0.263684, -0.323739, 2.58859, 1.0], [2, -0.264937, -0.0348292, 2.6055, 1.0], [3, -0.245713, 0.102381, 2.6158, 1.0], [4, -0.415054, -0.124589, 2.56777, 1.0], [5, -0.499842, -0.349248, 2.42049, 1.0], [6, -0.536429, -0.549248, 2.24235, 1.0], [7, -0.534455, -0.615581, 2.17467, 1.0], [8, -0.0980495, -0.134158, 2.59875, 1.0], [9, 0.0345606, -0.327284, 2.48082, 1.0], [10, 0.16638, -0.51516, 2.34065, 1.0], [11, 0.183436, -0.575159, 2.27907, 1.0], [12, -0.319246, -0.606454, 2.51248, 1.0], [13, -0.368775, -1.00788, 2.51741, 1.0], [14, -0.386588, -1.39945, 2.55115, 1.0], [15, -0.374565, -1.44307, 2.41936, 1.0], [16, -0.175884, -0.61265, 2.53234, 1.0], [17, -0.116264, -1.04261, 2.55301, 1.0], [18, -0.0677135, -1.41372, 2.57536, 1.0], [19, -0.0457603, -1.45145, 2.44203, 1.0], [20, -0.266305, -0.106777, 2.6048, 1.0], [21, -0.527502, -0.653621, 2.13774, 1.0], [22, -0.451173, -0.624209, 2.146, 1.0], [23, 0.197216, -0.613468, 2.24799, 1.0], [24, 0.231718, -0.564356, 2.24682, 1.0]]
[[0, -0.250632, -0.617657, 2.55588, 1.0], [1, -0.262482, -0.323678, 2.58584, 1.0], [2, -0.265837, -0.0351845, 2.60072, 1.0], [3, -0.244467, 0.102379, 2.60749, 1.0], [4, -0.415408, -0.125054, 2.56661, 1.0], [5, -0.499797, -0.359333, 2.43075, 1.0], [6, -0.539284, -0.599916, 2.27544, 1.0], [7, -0.535698, -0.664905, 2.21951, 1.0], [8, -0.0979292, -0.134767, 2.59844, 1.0], [9, 0.0270056, -0.347344, 2.49872, 1.0], [10, 0.156615, -0.562386, 2.37375, 1.0], [11, 0.173278, -0.62399, 2.32368, 1.0], [12, -0.3189, -0.60634, 2.51175, 1.0], [13, -0.368719, -1.00824, 2.51748, 1.0], [14, -0.386139, -1.40098, 2.55236, 1.0], [15, -0.373716, -1.44496, 2.42047, 1.0], [16, -0.175512, -0.612422, 2.5316, 1.0], [17, -0.116221, -1.04287, 2.55324, 1.0], [18, -0.0671972, -1.41407, 2.5753, 1.0], [19, -0.0449635, -1.4518, 2.44168, 1.0], [20, -0.266154, -0.106896, 2.60004, 1.0], [21, -0.534815, -0.703217, 2.19204, 1.0], [22, -0.462379, -0.677146, 2.1972, 1.0], [23, 0.188382, -0.661383, 2.29827, 1.0], [24, 0.210497, -0.588498, 2.30967, 1.0]]
[[0, -0.250375, -0.618354, 2.55524, 1.0], [1, -0.261351, -0.32484, 2.58262, 1.0], [2, -0.265938, -0.0364425, 2.59384, 1.0], [3, -0.242523, 0.101531, 2.59687, 1.0], [4, -0.415438, -0.125522, 2.56494, 1.0], [5, -0.497654, -0.380437, 2.44383, 1.0], [6, -0.544326, -0.629682, 2.30866, 1.0], [7, -0.533658, -0.691804, 2.26651, 1.0], [8, -0.0975613, -0.135591, 2.59781, 1.0], [9, 0.027647, -0.366889, 2.51392, 1.0], [10, 0.15485, -0.591989, 2.40677, 1.0], [11, 0.168195, -0.655786, 2.36818, 1.0], [12, -0.31867, -0.607079, 2.51114, 1.0], [13, -0.368664, -1.00868, 2.51736, 1.0], [14, -0.386175, -1.40249, 2.55325, 1.0], [15, -0.373357, -1.44672, 2.4213, 1.0], [16, -0.175263, -0.613081, 2.53103, 1.0], [17, -0.116076, -1.04385, 2.55361, 1.0], [18, -0.0669858, -1.41601, 2.5756, 1.0], [19, -0.0445694, -1.45377, 2.44182, 1.0], [20, -0.26553, -0.108088, 2.59381, 1.0], [21, -0.527084, -0.738076, 2.23587, 1.0], [22, -0.436867, -0.704356, 2.25342, 1.0], [23, 0.180198, -0.701342, 2.34478, 1.0], [24, 0.205997, -0.621484, 2.35369, 1.0]]
[[0, -0.25006, -0.62034, 2.55489, 1.0], [1, -0.260704, -0.326335, 2.58027, 1.0], [2, -0.266228, -0.0373946, 2.58894, 1.0], [3, -0.240643, 0.0995847, 2.58679, 1.0], [4, -0.416109, -0.128767, 2.55643, 1.0], [5, -0.498453, -0.389897, 2.45388, 1.0], [6, -0.550464, -0.648091, 2.34065, 1.0], [7, -0.538002, -0.716059, 2.30487, 1.0], [8, -0.096822, -0.136914, 2.59677, 1.0], [9, 0.0282438, -0.382183, 2.52652, 1.0], [10, 0.147731, -0.604419, 2.44621, 1.0], [11, 0.162611, -0.680468, 2.4128, 1.0], [12, -0.318329, -0.609429, 2.51079, 1.0], [13, -0.368866, -1.00929, 2.51748, 1.0], [14, -0.385619, -1.40195, 2.55324, 1.0], [15, -0.370185, -1.44625, 2.42142, 1.0], [16, -0.175011, -0.614699, 2.53074, 1.0], [17, -0.115849, -1.04494, 2.55429, 1.0], [18, -0.0669089, -1.41576, 2.57538, 1.0], [19, -0.0422733, -1.45309, 2.44171, 1.0], [20, -0.265391, -0.109161, 2.58949, 1.0], [21, -0.533737, -0.756133, 2.27751, 1.0], [22, -0.444497, -0.727579, 2.293, 1.0], [23, 0.177263, -0.727623, 2.39541, 1.0], [24, 0.199964, -0.645721, 2.40235, 1.0]]
[[0, -0.249599, -0.623556, 2.55408, 1.0], [1, -0.259706, -0.328342, 2.57711, 1.0], [2, -0.265613, -0.0381617, 2.58344, 1.0], [3, -0.239434, 0.0974705, 2.57931, 1.0], [4, -0.416572, -0.130653, 2.55138, 1.0], [5, -0.501565, -0.401064, 2.46175, 1.0], [6, -0.553081, -0.658018, 2.36125, 1.0], [7, -0.544728, -0.727279, 2.33541, 1.0], [8, -0.0954571, -0.138539, 2.59479, 1.0], [9, 0.0243714, -0.390557, 2.53515, 1.0], [10, 0.148971, -0.642072, 2.47192, 1.0], [11, 0.158112, -0.694951, 2.44969, 1.0], [12, -0.317894, -0.612914, 2.50997, 1.0], [13, -0.368855, -1.00944, 2.51742, 1.0], [14, -0.385752, -1.40362, 2.5536, 1.0], [15, -0.369332, -1.44801, 2.42178, 1.0], [16, -0.174569, -0.617569, 2.52999, 1.0], [17, -0.115984, -1.05302, 2.5574, 1.0], [18, -0.0666525, -1.41616, 2.57533, 1.0], [19, -0.0410735, -1.45274, 2.44133, 1.0], [20, -0.264567, -0.110224, 2.5845, 1.0], [21, -0.539424, -0.772906, 2.31482, 1.0], [22, -0.455668, -0.741944, 2.32147, 1.0], [23, 0.174448, -0.743915, 2.42992, 1.0], [24, 0.19266, -0.658111, 2.43909, 1.0]]
[[0, -0.249144, -0.624299, 2.55387, 1.0], [1, -0.258687, -0.329125, 2.57415, 1.0], [2, -0.264872, -0.0384941, 2.57633, 1.0], [3, -0.238152, 0.0972175, 2.57178, 1.0], [4, -0.416561, -0.131681, 2.5482, 1.0], [5, -0.50466, -0.407713, 2.46949, 1.0], [6, -0.557034, -0.665091, 2.38459, 1.0], [7, -0.553083, -0.734819, 2.3621, 1.0], [8, -0.0939273, -0.140353, 2.59274, 1.0], [9, 0.0240482, -0.397762, 2.54523, 1.0], [10, 0.145623, -0.650425, 2.49014, 1.0], [11, 0.151079, -0.709951, 2.48036, 1.0], [12, -0.317215, -0.6138, 2.50987, 1.0], [13, -0.368979, -1.01007, 2.51754, 1.0], [14, -0.385708, -1.40725, 2.55456, 1.0], [15, -0.368845, -1.45173, 2.42272, 1.0], [16, -0.174313, -0.618183, 2.52972, 1.0], [17, -0.115822, -1.05598, 2.55904, 1.0], [18, -0.0667556, -1.41801, 2.57525, 1.0], [19, -0.0411131, -1.45434, 2.44099, 1.0], [20, -0.263641, -0.110653, 2.57845, 1.0], [21, -0.55919, -0.784432, 2.34793, 1.0], [22, -0.473957, -0.750911, 2.34967, 1.0], [23, 0.16588, -0.757163, 2.46287, 1.0], [24, 0.187975, -0.673686, 2.46716, 1.0]]
[[0, -0.248943, -0.624848, 2.55362, 1.0], [1, -0.257639, -0.32989, 2.57145, 1.0], [2, -0.26324, -0.0391674, 2.57117, 1.0], [3, -0.237463, 0.096973, 2.56843, 1.0], [4, -0.416663, -0.131566, 2.54573, 1.0], [5, -0.507053, -0.412956, 2.47672, 1.0], [6, -0.559204, -0.668218, 2.39808, 1.0], [7, -0.5616, -0.735886, 2.38246, 1.0], [8, -0.0916133, -0.142813, 2.58971, 1.0], [9, 0.0238414, -0.407123, 2.5558, 1.0], [10, 0.142108, -0.656551, 2.5115, 1.0], [11, 0.146665, -0.716275, 2.50317, 1.0], [12, -0.316998, -0.614008, 2.50973, 1.0], [13, -0.369397, -1.01027, 2.51785, 1.0], [14, -0.386708, -1.41009, 2.55469, 1.0], [15, -0.370087, -1.45445, 2.42267, 1.0], [16, -0.174202, -0.619266, 2.52936, 1.0], [17, -0.115755, -1.05877, 2.56016, 1.0], [18, -0.065608, -1.41849, 2.57454, 1.0], [19, -0.0401223, -1.4545, 2.43998, 1.0], [20, -0.262124, -0.111319, 2.57382, 1.0], [21, -0.564019, -0.784156, 2.36086, 1.0], [22, -0.488866, -0.752604, 2.3631, 1.0], [23, 0.158891, -0.770442, 2.49029, 1.0], [24, 0.182747, -0.683104, 2.48772, 1.0]]
