[['2, k, 0', [0.1556464, -0.01464083, 1.0]], ['2, k, 1', [0.1547218, 0.3062711, 1.0]], ['2, k, 2', [0.1511326, 0.6162175, 1.0]], ['2, k, 3', [0.1474791, 0.758786, 1.0]], ['2, k, 4', [-0.02356211, 0.5026807, 1.0]], ['2, k, 5', [-0.06946767, 0.2561464, 1.0]], ['2, k, 6', [-0.08446173, 0.04748162, 1.0]], ['2, k, 7', [-0.08136121, -0.01796248, 1.0]], ['2, k, 8', [0.3270156, 0.4934673, 1.0]], ['2, k, 9', [0.3744373, 0.2452453, 1.0]], ['2, k, 10', [0.3897563, 0.03466, 1.0]], ['2, k, 11', [0.3739811, -0.01133625, 1.0]], ['2, k, 12', [0.07385986, -0.01418168, 1.0]], ['2, k, 13', [0.02272325, -0.311934, 1.0]], ['2, k, 14', [-0.006773374, -0.606386, 1.0]], ['2, k, 15', [-0.03050665, -0.6744307, 1.0]], ['2, k, 16', [0.232783, -0.01468465, 1.0]], ['2, k, 17', [0.2862212, -0.3168359, 1.0]], ['2, k, 18', [0.3131451, -0.6144693, 1.0]], ['2, k, 19', [0.3391519, -0.6736172, 1.0]], ['2, k, 20', [0.1523023, 0.5402121, 1.0]], ['2, k, 21', [-0.09392887, -0.09116826, 1.0]], ['2, k, 22', [-0.1238299, -0.02868406, 1.0]], ['2, k, 23', [0.3713718, -0.09357343, 1.0]], ['2, k, 24', [0.4117551, 0.01484774, 1.0]]]
[['2, k, 0', [0.1556103, -0.01519037, 1.0]], ['2, k, 1', [0.15457, 0.3061025, 1.0]], ['2, k, 2', [0.150979, 0.6162219, 1.0]], ['2, k, 3', [0.147543, 0.7593616, 1.0]], ['2, k, 4', [-0.02403138, 0.5026711, 1.0]], ['2, k, 5', [-0.07161213, 0.2565545, 1.0]], ['2, k, 6', [-0.08768301, 0.04665695, 1.0]], ['2, k, 7', [-0.08650216, -0.01874693, 1.0]], ['2, k, 8', [0.3266384, 0.4928162, 1.0]], ['2, k, 9', [0.374716, 0.2447003, 1.0]], ['2, k, 10', [0.3897777, 0.03489923, 1.0]], ['2, k, 11', [0.3749838, -0.0126173, 1.0]], ['2, k, 12', [0.07383543, -0.01499435, 1.0]], ['2, k, 13', [0.02282294, -0.312048, 1.0]], ['2, k, 14', [-0.006715822, -0.6068032, 1.0]], ['2, k, 15', [-0.033068, -0.6747866, 1.0]], ['2, k, 16', [0.2327415, -0.01501172, 1.0]], ['2, k, 17', [0.2865393, -0.3178463, 1.0]], ['2, k, 18', [0.3128322, -0.614619, 1.0]], ['2, k, 19', [0.3392704, -0.6737015, 1.0]], ['2, k, 20', [0.1521553, 0.5401768, 1.0]], ['2, k, 21', [-0.1030327, -0.09764065, 1.0]], ['2, k, 22', [-0.1291138, -0.01713735, 1.0]], ['2, k, 23', [0.3707415, -0.09550476, 1.0]], ['2, k, 24', [0.4208132, 0.01216, 1.0]]]
[['2, k, 0', [0.1551372, -0.01570277, 1.0]], ['2, k, 1', [0.1541146, 0.3058651, 1.0]], ['2, k, 2', [0.1505113, 0.6161702, 1.0]], ['2, k, 3', [0.1478978, 0.7599927, 1.0]], ['2, k, 4', [-0.02446242, 0.5023291, 1.0]], ['2, k, 5', [-0.07192793, 0.2562847, 1.0]], ['2, k, 6', [-0.0899596, 0.04587933, 1.0]], ['2, k, 7', [-0.08393729, -0.0175229, 1.0]], ['2, k, 8', [0.3264814, 0.4926929, 1.0]], ['2, k, 9', [0.3742977, 0.244359, 1.0]], ['2, k, 10', [0.3897766, 0.03410941, 1.0]], ['2, k, 11', [0.3735628, -0.01354715, 1.0]], ['2, k, 12', [0.07336195, -0.0156433, 1.0]], ['2, k, 13', [0.02263574, -0.3121679, 1.0]], ['2, k, 14', [-0.006515212, -0.6067699, 1.0]], ['2, k, 15', [-0.03337391, -0.6754153, 1.0]], ['2, k, 16', [0.23229, -0.01535874, 1.0]], ['2, k, 17', [0.2865448, -0.3179401, 1.0]], ['2, k, 18', [0.3128505, -0.6148819, 1.0]], ['2, k, 19', [0.3396578, -0.6737612, 1.0]], ['2, k, 20', [0.1516972, 0.540077, 1.0]], ['2, k, 21', [-0.0959767, -0.0942353, 1.0]], ['2, k, 22', [-0.1222257, 0.01480214, 1.0]], ['2, k, 23', [0.3700028, -0.09748311, 1.0]], ['2, k, 24', [0.4082039, 0.003784844, 1.0]]]
[['2, k, 0', [0.1546214, -0.01630884, 1.0]], ['2, k, 1', [0.1536337, 0.3056229, 1.0]], ['2, k, 2', [0.1502761, 0.6162129, 1.0]], ['2, k, 3', [0.1482307, 0.76052, 1.0]], ['2, k, 4', [-0.02476591, 0.5020488, 1.0]], ['2, k, 5', [-0.07214592, 0.255904, 1.0]], ['2, k, 6', [-0.08986575, 0.04030202, 1.0]], ['2, k, 7', [-0.08084719, -0.02013287, 1.0]], ['2, k, 8', [0.3259748, 0.4921862, 1.0]], ['2, k, 9', [0.3721201, 0.2428898, 1.0]], ['2, k, 10', [0.3892331, 0.03250042, 1.0]], ['2, k, 11', [0.3734948, -0.01447157, 1.0]], ['2, k, 12', [0.0727827, -0.01645717, 1.0]], ['2, k, 13', [0.0226057, -0.3123771, 1.0]], ['2, k, 14', [-0.006528758, -0.6067733, 1.0]], ['2, k, 15', [-0.03238012, -0.6749445, 1.0]], ['2, k, 16', [0.2318614, -0.01575253, 1.0]], ['2, k, 17', [0.2848416, -0.3164437, 1.0]], ['2, k, 18', [0.3129458, -0.6147988, 1.0]], ['2, k, 19', [0.3397454, -0.6738684, 1.0]], ['2, k, 20', [0.151406, 0.5400697, 1.0]], ['2, k, 21', [-0.08634039, -0.09883596, 1.0]], ['2, k, 22', [-0.1137026, -0.02304175, 1.0]], ['2, k, 23', [0.3686489, -0.0967143, 1.0]], ['2, k, 24', [0.4131535, 0.0101826, 1.0]]]
[['2, k, 0', [0.1538266, -0.01679581, 1.0]], ['2, k, 1', [0.1529921, 0.3055194, 1.0]], ['2, k, 2', [0.1495934, 0.6166639, 1.0]], ['2, k, 3', [0.1484817, 0.7615985, 1.0]], ['2, k, 4', [-0.02522022, 0.5017623, 1.0]], ['2, k, 5', [-0.07182778, 0.2552384, 1.0]], ['2, k, 6', [-0.08761331, 0.03556155, 1.0]], ['2, k, 7', [-0.0733603, -0.02340591, 1.0]], ['2, k, 8', [0.325854, 0.4915169, 1.0]], ['2, k, 9', [0.3718147, 0.2416008, 1.0]], ['2, k, 10', [0.3871846, 0.02790477, 1.0]], ['2, k, 11', [0.3725009, -0.01984628, 1.0]], ['2, k, 12', [0.07211544, -0.01690619, 1.0]], ['2, k, 13', [0.02225785, -0.3127381, 1.0]], ['2, k, 14', [-0.006462404, -0.6070495, 1.0]], ['2, k, 15', [-0.03285032, -0.6751854, 1.0]], ['2, k, 16', [0.2309654, -0.01624498, 1.0]], ['2, k, 17', [0.2841458, -0.3152602, 1.0]], ['2, k, 18', [0.3131354, -0.6151519, 1.0]], ['2, k, 19', [0.33977, -0.6739357, 1.0]], ['2, k, 20', [0.1507108, 0.5403302, 1.0]], ['2, k, 21', [-0.07661696, -0.09777207, 1.0]], ['2, k, 22', [-0.1003831, -0.03242016, 1.0]], ['2, k, 23', [0.3665991, -0.1004015, 1.0]], ['2, k, 24', [0.4044114, -0.01412446, 1.0]]]
[['2, k, 0', [0.1534704, -0.01694374, 1.0]], ['2, k, 1', [0.152764, 0.3054463, 1.0]], ['2, k, 2', [0.1494288, 0.6166753, 1.0]], ['2, k, 3', [0.1487462, 0.7624766, 1.0]], ['2, k, 4', [-0.02585073, 0.5017744, 1.0]], ['2, k, 5', [-0.07178129, 0.2547672, 1.0]], ['2, k, 6', [-0.08615737, 0.03582916, 1.0]], ['2, k, 7', [-0.06534299, -0.02899975, 1.0]], ['2, k, 8', [0.325647, 0.4911714, 1.0]], ['2, k, 9', [0.3714045, 0.2400782, 1.0]], ['2, k, 10', [0.3851631, 0.02338905, 1.0]], ['2, k, 11', [0.3704434, -0.02489005, 1.0]], ['2, k, 12', [0.07186345, -0.01700473, 1.0]], ['2, k, 13', [0.02219468, -0.312592, 1.0]], ['2, k, 14', [-0.006370818, -0.6071282, 1.0]], ['2, k, 15', [-0.03281735, -0.675107, 1.0]], ['2, k, 16', [0.2305121, -0.01643528, 1.0]], ['2, k, 17', [0.284825, -0.3156337, 1.0]], ['2, k, 18', [0.3127702, -0.614984, 1.0]], ['2, k, 19', [0.3397472, -0.6739029, 1.0]], ['2, k, 20', [0.1504995, 0.540311, 1.0]], ['2, k, 21', [-0.06529117, -0.1037977, 1.0]], ['2, k, 22', [-0.08931296, -0.05532802, 1.0]], ['2, k, 23', [0.3704348, -0.1045376, 1.0]], ['2, k, 24', [0.4092529, -0.01590743, 1.0]]]
[['2, k, 0', [0.1530838, -0.01759344, 1.0]], ['2, k, 1', [0.1523307, 0.3053353, 1.0]], ['2, k, 2', [0.1487411, 0.6171457, 1.0]], ['2, k, 3', [0.1490592, 0.7631205, 1.0]], ['2, k, 4', [-0.02588607, 0.5012074, 1.0]], ['2, k, 5', [-0.07132763, 0.2540253, 1.0]], ['2, k, 6', [-0.07853641, 0.02048451, 1.0]], ['2, k, 7', [-0.05914377, -0.03360807, 1.0]], ['2, k, 8', [0.3249705, 0.4906302, 1.0]], ['2, k, 9', [0.3702773, 0.2384119, 1.0]], ['2, k, 10', [0.3862293, 0.01392314, 1.0]], ['2, k, 11', [0.3736167, -0.04200511, 1.0]], ['2, k, 12', [0.07145093, -0.01763906, 1.0]], ['2, k, 13', [0.02173757, -0.3130732, 1.0]], ['2, k, 14', [-0.006687673, -0.6069784, 1.0]], ['2, k, 15', [-0.03225076, -0.6748646, 1.0]], ['2, k, 16', [0.2301656, -0.0170665, 1.0]], ['2, k, 17', [0.2845763, -0.3193901, 1.0]], ['2, k, 18', [0.3127548, -0.6150311, 1.0]], ['2, k, 19', [0.3398235, -0.6741406, 1.0]], ['2, k, 20', [0.1498761, 0.5405871, 1.0]], ['2, k, 21', [-0.04762558, -0.1130965, 1.0]], ['2, k, 22', [-0.07892561, -0.06580421, 1.0]], ['2, k, 23', [0.3710642, -0.1171992, 1.0]], ['2, k, 24', [0.411487, -0.05147734, 1.0]]]
[['2, k, 0', [0.1528897, -0.01779964, 1.0]], ['2, k, 1', [0.1520682, 0.3052528, 1.0]], ['2, k, 2', [0.1483382, 0.6172311, 1.0]], ['2, k, 3', [0.1488318, 0.763032, 1.0]], ['2, k, 4', [-0.02654018, 0.5008598, 1.0]], ['2, k, 5', [-0.07106369, 0.2533667, 1.0]], ['2, k, 6', [-0.07679751, 0.02843891, 1.0]], ['2, k, 7', [-0.05788328, -0.034442, 1.0]], ['2, k, 8', [0.3242948, 0.4900035, 1.0]], ['2, k, 9', [0.3687327, 0.2364631, 1.0]], ['2, k, 10', [0.3866383, 0.0145342, 1.0]], ['2, k, 11', [0.3854266, -0.05021514, 1.0]], ['2, k, 12', [0.07129596, -0.01785606, 1.0]], ['2, k, 13', [0.0216267, -0.3131807, 1.0]], ['2, k, 14', [-0.007323002, -0.6078117, 1.0]], ['2, k, 15', [-0.03208775, -0.6747703, 1.0]], ['2, k, 16', [0.229947, -0.01725057, 1.0]], ['2, k, 17', [0.2844815, -0.3192359, 1.0]], ['2, k, 18', [0.3127664, -0.6150743, 1.0]], ['2, k, 19', [0.3398078, -0.6740847, 1.0]], ['2, k, 20', [0.1494848, 0.5406201, 1.0]], ['2, k, 21', [-0.04938828, -0.1068905, 1.0]], ['2, k, 22', [-0.0771316, -0.06519739, 1.0]], ['2, k, 23', [0.3962439, -0.125847, 1.0]], ['2, k, 24', [0.4102421, -0.03589695, 1.0]]]
[['2, k, 0', [0.1526539, -0.01798308, 1.0]], ['2, k, 1', [0.1516759, 0.3052125, 1.0]], ['2, k, 2', [0.1478519, 0.6175652, 1.0]], ['2, k, 3', [0.1484832, 0.7634, 1.0]], ['2, k, 4', [-0.02696658, 0.500325, 1.0]], ['2, k, 5', [-0.07006557, 0.2524596, 1.0]], ['2, k, 6', [-0.0763377, 0.03055427, 1.0]], ['2, k, 7', [-0.0579063, -0.0362971, 1.0]], ['2, k, 8', [0.3221821, 0.4897034, 1.0]], ['2, k, 9', [0.3675203, 0.2360714, 1.0]], ['2, k, 10', [0.3949193, 0.0153071, 1.0]], ['2, k, 11', [0.4046349, -0.04722065, 1.0]], ['2, k, 12', [0.07099579, -0.01813073, 1.0]], ['2, k, 13', [0.02151119, -0.313324, 1.0]], ['2, k, 14', [-0.007487681, -0.607547, 1.0]], ['2, k, 15', [-0.0319223, -0.6747723, 1.0]], ['2, k, 16', [0.229778, -0.01735151, 1.0]], ['2, k, 17', [0.2845143, -0.3190873, 1.0]], ['2, k, 18', [0.3127532, -0.6147843, 1.0]], ['2, k, 19', [0.3397802, -0.6741519, 1.0]], ['2, k, 20', [0.1489877, 0.5408479, 1.0]], ['2, k, 21', [-0.04990609, -0.1093326, 1.0]], ['2, k, 22', [-0.08299377, -0.04692899, 1.0]], ['2, k, 23', [0.4220932, -0.1204117, 1.0]], ['2, k, 24', [0.4426625, -0.04512417, 1.0]]]
[['2, k, 0', [0.152303, -0.01814819, 1.0]], ['2, k, 1', [0.1509331, 0.3052745, 1.0]], ['2, k, 2', [0.1469797, 0.6181864, 1.0]], ['2, k, 3', [0.1478864, 0.763661, 1.0]], ['2, k, 4', [-0.02797958, 0.4999674, 1.0]], ['2, k, 5', [-0.070053, 0.2517066, 1.0]], ['2, k, 6', [-0.07560067, 0.03435206, 1.0]], ['2, k, 7', [-0.05897259, -0.03241474, 1.0]], ['2, k, 8', [0.3208617, 0.488894, 1.0]], ['2, k, 9', [0.3683012, 0.2418501, 1.0]], ['2, k, 10', [0.4101895, 0.0267468, 1.0]], ['2, k, 11', [0.4207014, -0.03253136, 1.0]], ['2, k, 12', [0.07065491, -0.01828411, 1.0]], ['2, k, 13', [0.02151565, -0.3133589, 1.0]], ['2, k, 14', [-0.007384843, -0.607565, 1.0]], ['2, k, 15', [-0.03197409, -0.6748189, 1.0]], ['2, k, 16', [0.2294262, -0.01752073, 1.0]], ['2, k, 17', [0.2844676, -0.3199598, 1.0]], ['2, k, 18', [0.3125907, -0.6148607, 1.0]], ['2, k, 19', [0.3398798, -0.6742144, 1.0]], ['2, k, 20', [0.1481129, 0.5413293, 1.0]], ['2, k, 21', [-0.0494196, -0.1107012, 1.0]], ['2, k, 22', [-0.08154164, -0.06571488, 1.0]], ['2, k, 23', [0.4382957, -0.09814674, 1.0]], ['2, k, 24', [0.460674, -0.02122871, 1.0]]]
[['2, k, 0', [0.1519406, -0.01824335, 1.0]], ['2, k, 1', [0.1502579, 0.3053649, 1.0]], ['2, k, 2', [0.1462946, 0.6186013, 1.0]], ['2, k, 3', [0.1472647, 0.7648412, 1.0]], ['2, k, 4', [-0.02872065, 0.4998356, 1.0]], ['2, k, 5', [-0.07012138, 0.2512766, 1.0]], ['2, k, 6', [-0.07654075, 0.04603466, 1.0]], ['2, k, 7', [-0.06092646, -0.02570699, 1.0]], ['2, k, 8', [0.3187826, 0.4886538, 1.0]], ['2, k, 9', [0.37326, 0.2698947, 1.0]], ['2, k, 10', [0.4250814, 0.06013557, 1.0]], ['2, k, 11', [0.4421562, -0.009896263, 1.0]], ['2, k, 12', [0.07029459, -0.01837409, 1.0]], ['2, k, 13', [0.02138334, -0.3135264, 1.0]], ['2, k, 14', [-0.007393547, -0.6076212, 1.0]], ['2, k, 15', [-0.0307458, -0.6741695, 1.0]], ['2, k, 16', [0.2290707, -0.01761523, 1.0]], ['2, k, 17', [0.2842118, -0.3180011, 1.0]], ['2, k, 18', [0.3125911, -0.614534, 1.0]], ['2, k, 19', [0.3398356, -0.674223, 1.0]], ['2, k, 20', [0.1474083, 0.5416752, 1.0]], ['2, k, 21', [-0.05097781, -0.1041633, 1.0]], ['2, k, 22', [-0.08307584, -0.06230922, 1.0]], ['2, k, 23', [0.4682116, -0.07030971, 1.0]], ['2, k, 24', [0.5048931, -0.02117225, 1.0]]]
