[[0, 0.1501954, -0.008177675, 2.368583, 1], [1, 0.1556887, 0.3069738, 2.340396, 1], [2, 0.1605845, 0.6118718, 2.300477, 1], [3, 0.1471489, 0.7532835, 2.284249, 1], [4, -0.01918318, 0.4986825, 2.331654, 1], [5, -0.06197544, 0.2516079, 2.360446, 1], [6, -0.05830207, 0.003963704, 2.323174, 1], [7, -0.04231108, -0.05879861, 2.319538, 1], [8, 0.3334177, 0.4897058, 2.288635, 1], [9, 0.3758206, 0.2340013, 2.290329, 1], [10, 0.3632106, -0.02257729, 2.238483, 1], [11, 0.3536881, -0.09857262, 2.243756, 1], [12, 0.06904323, -0.006567335, 2.339584, 1], [13, 0.07308795, -0.3234951, 2.394594, 1], [14, 0.1016525, -0.646989, 2.454079, 1], [15, 0.02113342, -0.7075195, 2.5, 1], [16, 0.2267366, -0.009442842, 2.323798, 1], [17, 0.2428527, -0.3434594, 2.395289, 1], [18, 0.2300307, -0.6541198, 2.450563, 1], [19, 0.2188845, -0.7273027, 2.358278, 1], [20, 0.159495, 0.5370626, 2.312797, 1], [21, -0.04459211, -0.1393935, 2.32928, 1], [22, -0.003790505, -0.07730018, 2.290555, 1], [23, 0.3522178, -0.1766309, 2.258497, 1], [24, 0.3975312, -0.111069, 2.248412, 1]]
[[0, 0.1504274, -0.007940415, 2.369964, 1], [1, 0.155649, 0.3075875, 2.341325, 1], [2, 0.1602429, 0.6127897, 2.301, 1], [3, 0.1474469, 0.7545521, 2.287081, 1], [4, -0.01924762, 0.4986268, 2.333096, 1], [5, -0.06125947, 0.251226, 2.363168, 1], [6, -0.05814242, 0.003561948, 2.324343, 1], [7, -0.0424477, -0.05869129, 2.321322, 1], [8, 0.332789, 0.4902048, 2.287287, 1], [9, 0.3748909, 0.235127, 2.280175, 1], [10, 0.3634002, -0.01959688, 2.218729, 1], [11, 0.3589815, -0.1006844, 2.207798, 1], [12, 0.06960056, -0.006129378, 2.341623, 1], [13, 0.07301893, -0.3234552, 2.395039, 1], [14, 0.1016549, -0.6470332, 2.454104, 1], [15, 0.06045849, -0.7227419, 2.382048, 1], [16, 0.2267327, -0.009370538, 2.324596, 1], [17, 0.2428435, -0.3434508, 2.395352, 1], [18, 0.2301662, -0.6540551, 2.450262, 1], [19, 0.2188827, -0.7275339, 2.358422, 1], [20, 0.1592406, 0.5379018, 2.313387, 1], [21, -0.04121619, -0.1396142, 2.332426, 1], [22, -0.003784874, -0.06273182, 2.28511, 1], [23, 0.3572003, -0.1735402, 2.217449, 1], [24, 0.4034629, -0.1140492, 2.210857, 1]]
[[0, 0.1507304, -0.007693059, 2.370513, 1], [1, 0.1557402, 0.3080978, 2.341839, 1], [2, 0.1600497, 0.6135521, 2.301396, 1], [3, 0.1474746, 0.7556581, 2.289489, 1], [4, -0.01891823, 0.4986972, 2.334136, 1], [5, -0.0607926, 0.2511165, 2.36475, 1], [6, -0.05796355, 0.00339141, 2.324767, 1], [7, -0.04261754, -0.05721376, 2.319305, 1], [8, 0.3314222, 0.4915522, 2.284714, 1], [9, 0.3731445, 0.2401406, 2.261655, 1], [10, 0.3663012, -0.01333673, 2.164238, 1], [11, 0.361435, -0.08838325, 2.157072, 1], [12, 0.07010914, -0.005927455, 2.342257, 1], [13, 0.07299765, -0.3230329, 2.395262, 1], [14, 0.1018476, -0.6469606, 2.454152, 1], [15, 0.05866863, -0.7232771, 2.385847, 1], [16, 0.2268387, -0.009118184, 2.325022, 1], [17, 0.243013, -0.3430698, 2.39533, 1], [18, 0.2302622, -0.6538706, 2.449981, 1], [19, 0.2167354, -0.7274505, 2.358644, 1], [20, 0.1591275, 0.5386069, 2.313799, 1], [21, -0.04164324, -0.138691, 2.331247, 1], [22, -0.003982222, -0.05785456, 2.28436, 1], [23, 0.360121, -0.1602791, 2.153096, 1], [24, 0.4043495, -0.09245128, 2.154696, 1]]
[[0, 0.1507732, -0.007159445, 2.371575, 1], [1, 0.155689, 0.308571, 2.342485, 1], [2, 0.1599223, 0.6138732, 2.301635, 1], [3, 0.1473165, 0.7564249, 2.290955, 1], [4, -0.01893854, 0.4994047, 2.336207, 1], [5, -0.06051802, 0.250485, 2.365923, 1], [6, -0.05799187, 0.003739862, 2.325513, 1], [7, -0.04286692, -0.05927644, 2.320113, 1], [8, 0.32961, 0.492424, 2.282334, 1], [9, 0.3711183, 0.2470813, 2.243659, 1], [10, 0.3651884, -0.001171496, 2.118754, 1], [11, 0.3649868, -0.07683859, 2.100052, 1], [12, 0.07042619, -0.005486077, 2.34338, 1], [13, 0.0729724, -0.323097, 2.395364, 1], [14, 0.1018739, -0.646946, 2.45417, 1], [15, 0.05855221, -0.7232192, 2.385931, 1], [16, 0.2265901, -0.008519057, 2.325995, 1], [17, 0.2429577, -0.3430762, 2.395405, 1], [18, 0.230103, -0.6536444, 2.449416, 1], [19, 0.2176228, -0.7276239, 2.358485, 1], [20, 0.1590154, 0.538973, 2.314112, 1], [21, -0.04299087, -0.1383078, 2.328863, 1], [22, -0.003940362, -0.04695541, 2.284709, 1], [23, 0.3693865, -0.1464218, 2.090045, 1], [24, 0.4063129, -0.08223025, 2.095885, 1]]
[[0, 0.1502653, -0.006998954, 2.372686, 1], [1, 0.1556514, 0.3091376, 2.343598, 1], [2, 0.1603332, 0.6148645, 2.302731, 1], [3, 0.1472456, 0.7567331, 2.293621, 1], [4, -0.01893657, 0.4995163, 2.336907, 1], [5, -0.06042939, 0.2509908, 2.367928, 1], [6, -0.05836226, 0.004723952, 2.326787, 1], [7, -0.0430982, -0.05904574, 2.320733, 1], [8, 0.3272615, 0.4923304, 2.279258, 1], [9, 0.3690566, 0.2609402, 2.21702, 1], [10, 0.3667212, 0.03815383, 2.072407, 1], [11, 0.3643614, -0.04362574, 2.037799, 1], [12, 0.07000504, -0.005336719, 2.344829, 1], [13, 0.07294153, -0.3230858, 2.395446, 1], [14, 0.1021621, -0.6461859, 2.454259, 1], [15, 0.04946413, -0.7236845, 2.424617, 1], [16, 0.2260161, -0.008369929, 2.326775, 1], [17, 0.2429115, -0.3431426, 2.395675, 1], [18, 0.2297681, -0.6528734, 2.449081, 1], [19, 0.2106169, -0.7292945, 2.363559, 1], [20, 0.1593087, 0.5398632, 2.315196, 1], [21, -0.04107033, -0.1444258, 2.332628, 1], [22, -0.004113601, -0.04544476, 2.280926, 1], [23, 0.3716365, -0.1188701, 1.999139, 1], [24, 0.4105041, -0.0653499, 2.036538, 1]]
[[0, 0.1500662, -0.006416506, 2.374217, 1], [1, 0.1554132, 0.3103125, 2.345886, 1], [2, 0.1599909, 0.6165833, 2.305586, 1], [3, 0.1461424, 0.7585952, 2.29891, 1], [4, -0.01888231, 0.500326, 2.340374, 1], [5, -0.05999991, 0.2510774, 2.370726, 1], [6, -0.05824333, 0.005623692, 2.329615, 1], [7, -0.04182424, -0.05637995, 2.326067, 1], [8, 0.321888, 0.4951501, 2.274629, 1], [9, 0.37905, 0.3273317, 2.129838, 1], [10, 0.3712144, 0.174362, 1.925768, 1], [11, 0.3604307, 0.1102168, 1.853946, 1], [12, 0.06989939, -0.00475832, 2.347434, 1], [13, 0.07260008, -0.3226593, 2.395648, 1], [14, 0.1024325, -0.6458914, 2.454136, 1], [15, 0.05197166, -0.724045, 2.407407, 1], [16, 0.2257682, -0.007867266, 2.327489, 1], [17, 0.2429585, -0.342915, 2.39596, 1], [18, 0.2322647, -0.6494144, 2.449023, 1], [19, 0.2157457, -0.7261508, 2.363183, 1], [20, 0.1590006, 0.5414678, 2.317898, 1], [21, -0.04230829, -0.1436396, 2.338643, 1], [22, -0.0004795511, -0.0799052, 2.295091, 1], [23, 0.357453, 0.05429389, 1.790588, 1], [24, 0.3991997, 0.08783094, 1.837947, 1]]
[[0, 0.1500639, -0.005851008, 2.374691, 1], [1, 0.1548848, 0.3112304, 2.346981, 1], [2, 0.1585528, 0.6178353, 2.307474, 1], [3, 0.1453373, 0.7588695, 2.302064, 1], [4, -0.01926525, 0.5012152, 2.344101, 1], [5, -0.05935539, 0.251051, 2.374097, 1], [6, -0.05844744, 0.00678692, 2.332152, 1], [7, -0.04079686, -0.05575392, 2.328811, 1], [8, 0.3155991, 0.5020632, 2.272291, 1], [9, 0.385373, 0.3668266, 2.099916, 1], [10, 0.3690918, 0.3187236, 1.879437, 1], [11, 0.3542389, 0.2392802, 1.75698, 1], [12, 0.07001363, -0.004220814, 2.348375, 1], [13, 0.07411841, -0.3237859, 2.396369, 1], [14, 0.1024875, -0.6489391, 2.453821, 1], [15, 0.05638712, -0.7250641, 2.389056, 1], [16, 0.2256559, -0.007235604, 2.327599, 1], [17, 0.2422729, -0.3431324, 2.396668, 1], [18, 0.2323084, -0.6499901, 2.449003, 1], [19, 0.2186442, -0.7265856, 2.362289, 1], [20, 0.1578283, 0.5426513, 2.319558, 1], [21, -0.04571639, -0.1321857, 2.332699, 1], [22, -0.002997845, -0.05754101, 2.29176, 1], [23, 0.3666974, 0.2004761, 1.695762, 1], [24, 0.3887273, 0.2242272, 1.728235, 1]]
[[0, 0.1504734, -0.005137645, 2.375178, 1], [1, 0.1551557, 0.3121534, 2.348271, 1], [2, 0.1585975, 0.6188788, 2.309763, 1], [3, 0.1454746, 0.7597731, 2.30469, 1], [4, -0.01920424, 0.5012286, 2.345987, 1], [5, -0.05886743, 0.2515703, 2.377756, 1], [6, -0.05886463, 0.008413492, 2.334632, 1], [7, -0.04116062, -0.05686098, 2.329502, 1], [8, 0.3123205, 0.5051368, 2.271379, 1], [9, 0.388044, 0.3792693, 2.094341, 1], [10, 0.3653762, 0.3748959, 1.869331, 1], [11, 0.3489056, 0.3075824, 1.724144, 1], [12, 0.07061202, -0.00362855, 2.349437, 1], [13, 0.0741329, -0.3236063, 2.396428, 1], [14, 0.1023409, -0.6492599, 2.453549, 1], [15, 0.05506992, -0.7253039, 2.390395, 1], [16, 0.2259375, -0.006338613, 2.327604, 1], [17, 0.2428275, -0.3492133, 2.398886, 1], [18, 0.2318984, -0.6521063, 2.448966, 1], [19, 0.2197888, -0.727881, 2.360696, 1], [20, 0.1579351, 0.5436837, 2.321571, 1], [21, -0.04350547, -0.1400261, 2.338969, 1], [22, -0.00233325, -0.06276112, 2.290674, 1], [23, 0.354893, 0.2811312, 1.662705, 1], [24, 0.3815692, 0.28635, 1.6799, 1]]
[[0, 0.1504447, -0.004638927, 2.375203, 1], [1, 0.1551555, 0.3126515, 2.348996, 1], [2, 0.1587043, 0.6193032, 2.311763, 1], [3, 0.1449391, 0.7602057, 2.306603, 1], [4, -0.01895042, 0.5016536, 2.348781, 1], [5, -0.058954, 0.2519434, 2.379691, 1], [6, -0.05878403, 0.008767199, 2.337335, 1], [7, -0.04256447, -0.05471472, 2.330109, 1], [8, 0.3129199, 0.5049758, 2.271104, 1], [9, 0.4038999, 0.4141465, 2.080089, 1], [10, 0.3399557, 0.4288929, 1.785575, 1], [11, 0.3423663, 0.4367158, 1.704659, 1], [12, 0.07062674, -0.00316742, 2.349854, 1], [13, 0.0740826, -0.3235784, 2.39646, 1], [14, 0.1025414, -0.6498997, 2.454278, 1], [15, 0.05446307, -0.7258319, 2.392149, 1], [16, 0.2258019, -0.005542934, 2.327051, 1], [17, 0.2425861, -0.3543405, 2.400167, 1], [18, 0.2304136, -0.651601, 2.448223, 1], [19, 0.2226659, -0.7271529, 2.359062, 1], [20, 0.1580028, 0.5441548, 2.323191, 1], [21, -0.04036168, -0.1326813, 2.335833, 1], [22, -0.005153583, -0.05291266, 2.291577, 1], [23, 0.3655069, 0.4212147, 1.63483, 1], [24, 0.3810756, 0.4137305, 1.63025, 1]]
[[0, 0.1502904, -0.003682257, 2.375324, 1], [1, 0.1548865, 0.3132609, 2.349527, 1], [2, 0.1583144, 0.6196043, 2.312579, 1], [3, 0.1450403, 0.7604327, 2.308445, 1], [4, -0.01834547, 0.5026127, 2.35064, 1], [5, -0.05844359, 0.2519465, 2.381659, 1], [6, -0.05887787, 0.008974702, 2.338317, 1], [7, -0.04322497, -0.05333655, 2.332027, 1], [8, 0.3134675, 0.5044435, 2.270842, 1], [9, 0.3863361, 0.4983741, 2.051909, 1], [10, 0.3476583, 0.4819247, 1.79813, 1], [11, 0.3388996, 0.4963536, 1.695707, 1], [12, 0.07057189, -0.002175971, 2.350477, 1], [13, 0.07354675, -0.321362, 2.396235, 1], [14, 0.1022602, -0.6500608, 2.454163, 1], [15, 0.0544307, -0.7261251, 2.392045, 1], [16, 0.2254919, -0.004517035, 2.326616, 1], [17, 0.2421887, -0.3562325, 2.400703, 1], [18, 0.2308158, -0.6519986, 2.448079, 1], [19, 0.2232853, -0.7274747, 2.358796, 1], [20, 0.1576433, 0.5445376, 2.323942, 1], [21, -0.04393456, -0.1335809, 2.338516, 1], [22, -0.003651083, -0.07316681, 2.296643, 1], [23, 0.3688465, 0.4833058, 1.601924, 1], [24, 0.3742576, 0.4829484, 1.658182, 1]]
[[0, 0.1502989, -0.003279803, 2.375342, 1], [1, 0.1546073, 0.3134103, 2.349835, 1], [2, 0.157408, 0.6193531, 2.31338, 1], [3, 0.1448704, 0.7606226, 2.309659, 1], [4, -0.01822387, 0.5031174, 2.3513, 1], [5, -0.05752725, 0.2511787, 2.383824, 1], [6, -0.05892107, 0.0106712, 2.340051, 1], [7, -0.0439927, -0.05057894, 2.332862, 1], [8, 0.3134951, 0.5035283, 2.270297, 1], [9, 0.38916, 0.4981231, 2.052376, 1], [10, 0.347331, 0.5393475, 1.764502, 1], [11, 0.3338175, 0.553405, 1.688496, 1], [12, 0.0705781, -0.001851855, 2.350658, 1], [13, 0.07342917, -0.3215958, 2.396172, 1], [14, 0.102698, -0.6510452, 2.454258, 1], [15, 0.05396473, -0.7264983, 2.391828, 1], [16, 0.2254893, -0.004044682, 2.326393, 1], [17, 0.2421889, -0.3562255, 2.400705, 1], [18, 0.2308414, -0.6520073, 2.448099, 1], [19, 0.2240123, -0.7268435, 2.357789, 1], [20, 0.1569305, 0.5444267, 2.324603, 1], [21, -0.04471542, -0.1328975, 2.335949, 1], [22, -0.006915816, -0.03984836, 2.291667, 1], [23, 0.341589, 0.5561365, 1.594646, 1], [24, 0.3677097, 0.5364786, 1.655722, 1]]
