[[0, -0.0157263, -0.400375, 3.47937, 1.0], [1, -0.0265803, -0.0578164, 3.45966, 1.0], [2, -0.0370919, 0.277816, 3.4254, 1.0], [3, -0.0402047, 0.427689, 3.42455, 1.0], [4, -0.198561, 0.184395, 3.38771, 1.0], [5, -0.325081, 0.0707021, 3.19198, 1.0], [6, -0.354377, -0.0113139, 2.93408, 1.0], [7, -0.374883, -0.0199696, 2.87571, 1.0], [8, 0.126682, 0.178312, 3.38582, 1.0], [9, 0.242492, 0.0811397, 3.22136, 1.0], [10, 0.301514, 0.0193242, 2.96295, 1.0], [11, 0.323103, 0.00656294, 2.90222, 1.0], [12, -0.0895445, -0.394327, 3.43584, 1.0], [13, -0.284359, -0.6247, 3.29205, 1.0], [14, -0.174082, -0.744724, 3.45101, 1.0], [15, -0.203013, -0.819124, 3.44918, 1.0], [16, 0.0584556, -0.39708, 3.44171, 1.0], [17, 0.0699691, -0.69296, 3.2835, 1.0], [18, 0.0692596, -0.755559, 3.46471, 1.0], [19, 0.118134, -0.826367, 3.44653, 1.0], [20, -0.0345165, 0.194861, 3.43662, 1.0], [21, -0.391526, -0.0323836, 2.85327, 1.0], [22, -0.432471, -0.0157614, 2.85443, 1.0], [23, 0.321513, -0.0209566, 2.85705, 1.0], [24, 0.362948, 0.000108318, 2.86344, 1.0]]
[[0, -0.0306411, -0.385247, 3.44809, 1.0], [1, -0.0315872, -0.0540103, 3.45006, 1.0], [2, -0.0375299, 0.277663, 3.42453, 1.0], [3, -0.0396314, 0.427154, 3.42413, 1.0], [4, -0.198758, 0.183836, 3.38577, 1.0], [5, -0.320747, 0.077394, 3.18547, 1.0], [6, -0.354687, 0.0428426, 2.94488, 1.0], [7, -0.384366, 0.0279503, 2.8651, 1.0], [8, 0.124932, 0.180493, 3.38726, 1.0], [9, 0.239602, 0.0899727, 3.22096, 1.0], [10, 0.294775, 0.0820667, 3.01818, 1.0], [11, 0.315276, 0.0428276, 2.88226, 1.0], [12, -0.103599, -0.382165, 3.40701, 1.0], [13, -0.277951, -0.665662, 3.33593, 1.0], [14, -0.28807, -0.934707, 3.43518, 1.0], [15, -0.211204, -0.821628, 3.43441, 1.0], [16, 0.042993, -0.379117, 3.40863, 1.0], [17, 0.0557678, -0.709086, 3.40995, 1.0], [18, 0.0948415, -0.95038, 3.5553, 1.0], [19, 0.0998068, -0.824023, 3.45526, 1.0], [20, -0.035565, 0.195042, 3.43475, 1.0], [21, -0.457098, 0.0222648, 2.8296, 1.0], [22, -0.449997, 0.0426872, 2.873, 1.0], [23, 0.352438, 0.0388023, 2.84906, 1.0], [24, 0.236498, 0.0344786, 2.85029, 1.0]]
[[0, -0.0343122, -0.345537, 3.40987, 1.0], [1, -0.0356415, -0.0384352, 3.43327, 1.0], [2, -0.0379069, 0.277673, 3.42363, 1.0], [3, -0.0400157, 0.427789, 3.42373, 1.0], [4, -0.19698, 0.190516, 3.38814, 1.0], [5, -0.313655, 0.103903, 3.17278, 1.0], [6, -0.330424, 0.0656943, 2.89609, 1.0], [7, -0.37523, 0.0669413, 2.84445, 1.0], [8, 0.120789, 0.194514, 3.38808, 1.0], [9, 0.26209, 0.15426, 3.16335, 1.0], [10, 0.287726, 0.0718934, 2.97245, 1.0], [11, 0.317304, 0.0883817, 2.86154, 1.0], [12, -0.107714, -0.342862, 3.37142, 1.0], [13, -0.208115, -0.66611, 3.38343, 1.0], [14, -0.208544, -0.938718, 3.51755, 1.0], [15, -0.193844, -0.803608, 3.44382, 1.0], [16, 0.0398852, -0.340225, 3.36951, 1.0], [17, 0.0774544, -0.672026, 3.40451, 1.0], [18, 0.0986116, -0.951142, 3.52432, 1.0], [19, 0.0942304, -0.814432, 3.44359, 1.0], [20, -0.0364353, 0.196325, 3.43242, 1.0], [21, -0.443794, 0.0734454, 2.8163, 1.0], [22, -0.43683, 0.0871278, 2.8526, 1.0], [23, 0.337786, 0.0885317, 2.83312, 1.0], [24, 0.238595, 0.0835682, 2.84886, 1.0]]
[[0, -0.0347946, -0.345769, 3.40871, 1.0], [1, -0.0365382, -0.0354821, 3.43033, 1.0], [2, -0.0381426, 0.279605, 3.42377, 1.0], [3, -0.0401365, 0.428663, 3.42503, 1.0], [4, -0.196111, 0.188728, 3.38571, 1.0], [5, -0.314414, 0.177713, 3.21619, 1.0], [6, -0.237058, 0.130895, 2.96016, 1.0], [7, -0.373488, 0.111298, 2.82888, 1.0], [8, 0.116763, 0.214129, 3.395, 1.0], [9, 0.258879, 0.167142, 3.18269, 1.0], [10, 0.330687, 0.141281, 2.92243, 1.0], [11, 0.337277, 0.132495, 2.84332, 1.0], [12, -0.108443, -0.345579, 3.37028, 1.0], [13, -0.207797, -0.669419, 3.38392, 1.0], [14, -0.207477, -0.946804, 3.51993, 1.0], [15, -0.192929, -0.809494, 3.44535, 1.0], [16, 0.0389357, -0.339278, 3.36909, 1.0], [17, 0.0773986, -0.671848, 3.40311, 1.0], [18, 0.100724, -0.955186, 3.52558, 1.0], [19, 0.096283, -0.818188, 3.4479, 1.0], [20, -0.0371496, 0.199858, 3.43091, 1.0], [21, -0.395379, 0.0849936, 2.7892, 1.0], [22, -0.423669, 0.0992783, 2.8052, 1.0], [23, 0.422513, 0.130815, 2.83092, 1.0], [24, 0.330074, 0.150316, 2.81468, 1.0]]
[[0, -0.0358257, -0.345436, 3.40805, 1.0], [1, -0.0367103, -0.0342905, 3.42881, 1.0], [2, -0.037552, 0.279659, 3.42373, 1.0], [3, -0.0402156, 0.421544, 3.43088, 1.0], [4, -0.193171, 0.180374, 3.38482, 1.0], [5, -0.301039, 0.132855, 3.20483, 1.0], [6, -0.34861, 0.133121, 2.94338, 1.0], [7, -0.381188, 0.154496, 2.82441, 1.0], [8, 0.119161, 0.20841, 3.39334, 1.0], [9, 0.22741, 0.136866, 3.21759, 1.0], [10, 0.308224, 0.12937, 3.01528, 1.0], [11, 0.330104, 0.174092, 2.84089, 1.0], [12, -0.10905, -0.345664, 3.36975, 1.0], [13, -0.201461, -0.670953, 3.38808, 1.0], [14, -0.204723, -0.951917, 3.52371, 1.0], [15, -0.193865, -0.815291, 3.44733, 1.0], [16, 0.0373698, -0.33805, 3.36884, 1.0], [17, 0.0767688, -0.670419, 3.40454, 1.0], [18, 0.102442, -0.956429, 3.52799, 1.0], [19, 0.0992873, -0.819905, 3.45022, 1.0], [20, -0.0368302, 0.200275, 3.43023, 1.0], [21, -0.421663, 0.172677, 2.78758, 1.0], [22, -0.450852, 0.139091, 2.80333, 1.0], [23, 0.365808, 0.176071, 2.82253, 1.0], [24, 0.274358, 0.173611, 2.82541, 1.0]]
[[0, -0.0390823, -0.348818, 3.40799, 1.0], [1, -0.0378819, -0.033136, 3.42754, 1.0], [2, -0.0378598, 0.283285, 3.42376, 1.0], [3, -0.0400204, 0.421274, 3.43069, 1.0], [4, -0.192395, 0.174065, 3.38017, 1.0], [5, -0.321682, 0.157871, 3.15271, 1.0], [6, -0.384857, 0.173722, 2.90697, 1.0], [7, -0.393762, 0.195402, 2.82065, 1.0], [8, 0.118547, 0.161754, 3.37532, 1.0], [9, 0.266494, 0.151112, 3.14177, 1.0], [10, 0.320639, 0.184967, 2.9248, 1.0], [11, 0.33141, 0.211613, 2.84114, 1.0], [12, -0.11119, -0.347062, 3.3696, 1.0], [13, -0.197233, -0.675307, 3.39505, 1.0], [14, -0.198814, -0.959664, 3.53338, 1.0], [15, -0.193153, -0.824224, 3.45066, 1.0], [16, 0.0333495, -0.343656, 3.36906, 1.0], [17, 0.0785861, -0.677421, 3.40664, 1.0], [18, 0.107217, -0.966317, 3.5333, 1.0], [19, 0.0987654, -0.83038, 3.45218, 1.0], [20, -0.0376362, 0.204016, 3.42907, 1.0], [21, -0.423927, 0.21233, 2.79783, 1.0], [22, -0.477812, 0.182394, 2.8096, 1.0], [23, 0.3693, 0.219326, 2.81407, 1.0], [24, 0.258561, 0.208569, 2.82283, 1.0]]
[[0, -0.0391748, -0.344663, 3.40705, 1.0], [1, -0.0377598, -0.0326407, 3.42457, 1.0], [2, -0.0367674, 0.276253, 3.4189, 1.0], [3, -0.0398503, 0.422235, 3.43043, 1.0], [4, -0.193558, 0.173821, 3.37862, 1.0], [5, -0.323297, 0.16097, 3.15301, 1.0], [6, -0.37128, 0.194996, 2.95448, 1.0], [7, -0.391223, 0.234444, 2.82666, 1.0], [8, 0.118499, 0.162736, 3.37507, 1.0], [9, 0.262582, 0.172217, 3.14967, 1.0], [10, 0.314163, 0.208794, 2.93019, 1.0], [11, 0.327532, 0.249091, 2.84198, 1.0], [12, -0.11119, -0.34098, 3.36827, 1.0], [13, -0.193318, -0.669856, 3.39378, 1.0], [14, -0.197681, -0.95536, 3.53184, 1.0], [15, -0.192144, -0.820357, 3.44936, 1.0], [16, 0.0333239, -0.340678, 3.36863, 1.0], [17, 0.0779966, -0.674379, 3.40519, 1.0], [18, 0.106056, -0.963925, 3.53271, 1.0], [19, 0.0980118, -0.828932, 3.45033, 1.0], [20, -0.0369849, 0.200089, 3.42424, 1.0], [21, -0.41771, 0.257808, 2.78763, 1.0], [22, -0.463283, 0.226418, 2.81357, 1.0], [23, 0.337754, 0.260527, 2.82142, 1.0], [24, 0.250998, 0.24382, 2.8222, 1.0]]
[[0, -0.0394261, -0.34206, 3.40512, 1.0], [1, -0.0378675, -0.0324386, 3.42335, 1.0], [2, -0.0367936, 0.273911, 3.41933, 1.0], [3, -0.0400204, 0.424769, 3.42937, 1.0], [4, -0.195954, 0.181892, 3.38176, 1.0], [5, -0.325627, 0.183879, 3.15331, 1.0], [6, -0.370934, 0.214013, 2.95129, 1.0], [7, -0.388759, 0.270406, 2.83405, 1.0], [8, 0.120461, 0.176961, 3.37792, 1.0], [9, 0.264447, 0.176931, 3.14499, 1.0], [10, 0.307841, 0.240495, 2.93994, 1.0], [11, 0.321252, 0.281286, 2.85046, 1.0], [12, -0.111347, -0.337986, 3.36645, 1.0], [13, -0.191043, -0.667823, 3.39183, 1.0], [14, -0.197913, -0.954201, 3.53079, 1.0], [15, -0.1916, -0.819101, 3.44909, 1.0], [16, 0.0330813, -0.338472, 3.36691, 1.0], [17, 0.0757804, -0.672961, 3.40263, 1.0], [18, 0.106052, -0.96265, 3.53222, 1.0], [19, 0.0948749, -0.828942, 3.44746, 1.0], [20, -0.0370389, 0.198866, 3.42384, 1.0], [21, -0.424934, 0.294429, 2.78588, 1.0], [22, -0.436358, 0.256792, 2.83392, 1.0], [23, 0.35664, 0.295164, 2.82151, 1.0], [24, 0.248008, 0.276421, 2.8238, 1.0]]
[[0, -0.0398733, -0.340721, 3.40443, 1.0], [1, -0.0380324, -0.0314257, 3.42241, 1.0], [2, -0.036713, 0.274062, 3.41929, 1.0], [3, -0.0403987, 0.432136, 3.42628, 1.0], [4, -0.196011, 0.18228, 3.38173, 1.0], [5, -0.328042, 0.190543, 3.14919, 1.0], [6, -0.377875, 0.245069, 2.95162, 1.0], [7, -0.386126, 0.302289, 2.85153, 1.0], [8, 0.120334, 0.178936, 3.37918, 1.0], [9, 0.264376, 0.210881, 3.14795, 1.0], [10, 0.308909, 0.272943, 2.93771, 1.0], [11, 0.319438, 0.31178, 2.8598, 1.0], [12, -0.111719, -0.336742, 3.36593, 1.0], [13, -0.188804, -0.667964, 3.3888, 1.0], [14, -0.198988, -0.954772, 3.52877, 1.0], [15, -0.190868, -0.819011, 3.44949, 1.0], [16, 0.0326178, -0.337088, 3.36631, 1.0], [17, 0.0749044, -0.672131, 3.40094, 1.0], [18, 0.105517, -0.962229, 3.53179, 1.0], [19, 0.0872748, -0.828178, 3.45035, 1.0], [20, -0.0370082, 0.199, 3.42358, 1.0], [21, -0.393367, 0.331914, 2.80931, 1.0], [22, -0.437009, 0.306368, 2.81045, 1.0], [23, 0.326442, 0.334209, 2.82184, 1.0], [24, 0.256926, 0.312508, 2.8292, 1.0]]
[[0, -0.0397933, -0.340619, 3.40401, 1.0], [1, -0.0380997, -0.0311548, 3.42211, 1.0], [2, -0.0372068, 0.274679, 3.42062, 1.0], [3, -0.0401235, 0.431619, 3.42616, 1.0], [4, -0.196314, 0.182838, 3.38085, 1.0], [5, -0.333486, 0.199934, 3.15417, 1.0], [6, -0.37612, 0.301069, 2.93608, 1.0], [7, -0.384897, 0.338713, 2.85886, 1.0], [8, 0.122525, 0.187453, 3.38296, 1.0], [9, 0.264677, 0.212449, 3.15152, 1.0], [10, 0.309319, 0.295474, 2.94615, 1.0], [11, 0.319832, 0.340649, 2.87374, 1.0], [12, -0.111658, -0.33668, 3.36557, 1.0], [13, -0.188873, -0.669439, 3.38671, 1.0], [14, -0.201655, -0.957595, 3.52756, 1.0], [15, -0.190778, -0.821188, 3.44972, 1.0], [16, 0.0327473, -0.336947, 3.36601, 1.0], [17, 0.0766921, -0.672966, 3.40073, 1.0], [18, 0.106073, -0.964763, 3.53226, 1.0], [19, 0.0904889, -0.8297, 3.4518, 1.0], [20, -0.0372931, 0.199362, 3.424, 1.0], [21, -0.393632, 0.370916, 2.80778, 1.0], [22, -0.438159, 0.341483, 2.82278, 1.0], [23, 0.336948, 0.361649, 2.83496, 1.0], [24, 0.249541, 0.343697, 2.836, 1.0]]
[[0, -0.0391659, -0.350865, 3.40341, 1.0], [1, -0.0379227, -0.0328777, 3.42116, 1.0], [2, -0.037109, 0.274752, 3.42039, 1.0], [3, -0.0388953, 0.429171, 3.42506, 1.0], [4, -0.196832, 0.183563, 3.37882, 1.0], [5, -0.32685, 0.237306, 3.15403, 1.0], [6, -0.378634, 0.313116, 2.94316, 1.0], [7, -0.393269, 0.367602, 2.87132, 1.0], [8, 0.123162, 0.18903, 3.38359, 1.0], [9, 0.265768, 0.217213, 3.16371, 1.0], [10, 0.311123, 0.32237, 2.95993, 1.0], [11, 0.322807, 0.368674, 2.88599, 1.0], [12, -0.110804, -0.348805, 3.36586, 1.0], [13, -0.196962, -0.690714, 3.39588, 1.0], [14, -0.204002, -0.992998, 3.54771, 1.0], [15, -0.192507, -0.854252, 3.46445, 1.0], [16, 0.0332464, -0.345316, 3.3652, 1.0], [17, 0.0827235, -0.69185, 3.40734, 1.0], [18, 0.111322, -0.998994, 3.54754, 1.0], [19, 0.0951246, -0.861467, 3.46228, 1.0], [20, -0.0372409, 0.199271, 3.42354, 1.0], [21, -0.440425, 0.38945, 2.81364, 1.0], [22, -0.436577, 0.357396, 2.858, 1.0], [23, 0.329414, 0.395522, 2.83976, 1.0], [24, 0.251642, 0.371582, 2.84933, 1.0]]
