[['2, k, 0', [-0.1698548, 0.2151062, 1.0]], ['2, k, 1', [-0.1718774, 0.5317618, 1.0]], ['2, k, 2', [-0.1719675, 0.8381958, 1.0]], ['2, k, 3', [-0.1761922, 0.9876651, 1.0]], ['2, k, 4', [-0.3576578, 0.6955282, 1.0]], ['2, k, 5', [-0.4088164, 0.4464462, 1.0]], ['2, k, 6', [-0.3874489, 0.2236253, 1.0]], ['2, k, 7', [-0.3625927, 0.1469054, 1.0]], ['2, k, 8', [0.01973139, 0.7063568, 1.0]], ['2, k, 9', [0.05797505, 0.4550121, 1.0]], ['2, k, 10', [0.06331444, 0.2040778, 1.0]], ['2, k, 11', [0.05274882, 0.1228636, 1.0]], ['2, k, 12', [-0.2483539, 0.2101221, 1.0]], ['2, k, 13', [-0.2802817, -0.1249987, 1.0]], ['2, k, 14', [-0.3088966, -0.5561829, 1.0]], ['2, k, 15', [-0.3076299, -0.6389496, 1.0]], ['2, k, 16', [-0.08696475, 0.2147545, 1.0]], ['2, k, 17', [-0.06038693, -0.1016332, 1.0]], ['2, k, 18', [-0.06786885, -0.5328861, 1.0]], ['2, k, 19', [-0.03447449, -0.6245111, 1.0]], ['2, k, 20', [-0.1721219, 0.7630133, 1.0]], ['2, k, 21', [-0.353984, 0.06840947, 1.0]], ['2, k, 22', [-0.3200794, 0.1392398, 1.0]], ['2, k, 23', [0.04625546, 0.05557119, 1.0]], ['2, k, 24', [0.08475157, 0.1412878, 1.0]]]
[['2, k, 0', [-0.1701525, 0.2149339, 1.0]], ['2, k, 1', [-0.172048, 0.5315757, 1.0]], ['2, k, 2', [-0.1720892, 0.838092, 1.0]], ['2, k, 3', [-0.1753748, 0.9876708, 1.0]], ['2, k, 4', [-0.3576238, 0.6955374, 1.0]], ['2, k, 5', [-0.4089282, 0.4465462, 1.0]], ['2, k, 6', [-0.3881958, 0.2239439, 1.0]], ['2, k, 7', [-0.3643321, 0.1489472, 1.0]], ['2, k, 8', [0.0198568, 0.7050624, 1.0]], ['2, k, 9', [0.05680222, 0.4533702, 1.0]], ['2, k, 10', [0.06033695, 0.2033367, 1.0]], ['2, k, 11', [0.05773607, 0.1360086, 1.0]], ['2, k, 12', [-0.2487746, 0.2099213, 1.0]], ['2, k, 13', [-0.2803203, -0.1250074, 1.0]], ['2, k, 14', [-0.3083481, -0.5542731, 1.0]], ['2, k, 15', [-0.3074892, -0.6389897, 1.0]], ['2, k, 16', [-0.0871747, 0.2146127, 1.0]], ['2, k, 17', [-0.06072678, -0.1017237, 1.0]], ['2, k, 18', [-0.06817443, -0.5342095, 1.0]], ['2, k, 19', [-0.03514966, -0.6256838, 1.0]], ['2, k, 20', [-0.1722539, 0.7628882, 1.0]], ['2, k, 21', [-0.3537209, 0.06688011, 1.0]], ['2, k, 22', [-0.3227133, 0.158603, 1.0]], ['2, k, 23', [0.05693061, 0.06513464, 1.0]], ['2, k, 24', [0.08874438, 0.1494466, 1.0]]]
[['2, k, 0', [-0.1708362, 0.2147714, 1.0]], ['2, k, 1', [-0.172105, 0.5314828, 1.0]], ['2, k, 2', [-0.1719402, 0.8378961, 1.0]], ['2, k, 3', [-0.1748887, 0.9871724, 1.0]], ['2, k, 4', [-0.3576896, 0.6954898, 1.0]], ['2, k, 5', [-0.4092835, 0.4465315, 1.0]], ['2, k, 6', [-0.389391, 0.2245032, 1.0]], ['2, k, 7', [-0.3659935, 0.1480602, 1.0]], ['2, k, 8', [0.01980585, 0.704446, 1.0]], ['2, k, 9', [0.05573834, 0.4520477, 1.0]], ['2, k, 10', [0.06223417, 0.2463513, 1.0]], ['2, k, 11', [0.07193656, 0.1887088, 1.0]], ['2, k, 12', [-0.2493177, 0.2097925, 1.0]], ['2, k, 13', [-0.280314, -0.125008, 1.0]], ['2, k, 14', [-0.3091836, -0.5546679, 1.0]], ['2, k, 15', [-0.3069634, -0.6388245, 1.0]], ['2, k, 16', [-0.0880143, 0.214412, 1.0]], ['2, k, 17', [-0.06190297, -0.1018595, 1.0]], ['2, k, 18', [-0.06791312, -0.5347419, 1.0]], ['2, k, 19', [-0.03545853, -0.626183, 1.0]], ['2, k, 20', [-0.1721894, 0.7627445, 1.0]], ['2, k, 21', [-0.3554937, 0.06500522, 1.0]], ['2, k, 22', [-0.3239082, 0.1601523, 1.0]], ['2, k, 23', [0.07061322, 0.1265861, 1.0]], ['2, k, 24', [0.1082371, 0.2158381, 1.0]]]
[['2, k, 0', [-0.1714459, 0.2148386, 1.0]], ['2, k, 1', [-0.1723559, 0.531368, 1.0]], ['2, k, 2', [-0.1723242, 0.8375034, 1.0]], ['2, k, 3', [-0.1747216, 0.9868174, 1.0]], ['2, k, 4', [-0.3575794, 0.6954085, 1.0]], ['2, k, 5', [-0.4098734, 0.446634, 1.0]], ['2, k, 6', [-0.3903275, 0.2250339, 1.0]], ['2, k, 7', [-0.3681656, 0.1469388, 1.0]], ['2, k, 8', [0.0196604, 0.7040982, 1.0]], ['2, k, 9', [0.0537042, 0.4510472, 1.0]], ['2, k, 10', [0.06628312, 0.3031179, 1.0]], ['2, k, 11', [0.08169758, 0.2340277, 1.0]], ['2, k, 12', [-0.2499275, 0.2098341, 1.0]], ['2, k, 13', [-0.2810992, -0.1223334, 1.0]], ['2, k, 14', [-0.309884, -0.5541741, 1.0]], ['2, k, 15', [-0.3069589, -0.6382275, 1.0]], ['2, k, 16', [-0.08862624, 0.2144967, 1.0]], ['2, k, 17', [-0.06380869, -0.1017809, 1.0]], ['2, k, 18', [-0.06822018, -0.5353619, 1.0]], ['2, k, 19', [-0.03395108, -0.6255029, 1.0]], ['2, k, 20', [-0.1725137, 0.7624511, 1.0]], ['2, k, 21', [-0.360507, 0.06666397, 1.0]], ['2, k, 22', [-0.3226694, 0.1530453, 1.0]], ['2, k, 23', [0.0813016, 0.1730461, 1.0]], ['2, k, 24', [0.1233414, 0.2585723, 1.0]]]
[['2, k, 0', [-0.1730215, 0.2139717, 1.0]], ['2, k, 1', [-0.1730378, 0.5307332, 1.0]], ['2, k, 2', [-0.1728246, 0.836736, 1.0]], ['2, k, 3', [-0.1742803, 0.986011, 1.0]], ['2, k, 4', [-0.3577373, 0.6953081, 1.0]], ['2, k, 5', [-0.4100706, 0.4463395, 1.0]], ['2, k, 6', [-0.390958, 0.2248601, 1.0]], ['2, k, 7', [-0.3685486, 0.147263, 1.0]], ['2, k, 8', [0.01881078, 0.7025217, 1.0]], ['2, k, 9', [0.04832754, 0.4725361, 1.0]], ['2, k, 10', [0.06020939, 0.3790075, 1.0]], ['2, k, 11', [0.09495819, 0.3574323, 1.0]], ['2, k, 12', [-0.25139, 0.2089161, 1.0]], ['2, k, 13', [-0.2818198, -0.1222165, 1.0]], ['2, k, 14', [-0.309941, -0.5539938, 1.0]], ['2, k, 15', [-0.3067963, -0.6380627, 1.0]], ['2, k, 16', [-0.09027742, 0.2137063, 1.0]], ['2, k, 17', [-0.06458065, -0.1020374, 1.0]], ['2, k, 18', [-0.06830842, -0.5353652, 1.0]], ['2, k, 19', [-0.03384539, -0.6247814, 1.0]], ['2, k, 20', [-0.1730263, 0.7617537, 1.0]], ['2, k, 21', [-0.3536112, 0.06704556, 1.0]], ['2, k, 22', [-0.3233836, 0.1582849, 1.0]], ['2, k, 23', [0.1096758, 0.3411427, 1.0]], ['2, k, 24', [0.1393458, 0.3782535, 1.0]]]
[['2, k, 0', [-0.1741141, 0.2132956, 1.0]], ['2, k, 1', [-0.1739459, 0.5300497, 1.0]], ['2, k, 2', [-0.1741558, 0.8357392, 1.0]], ['2, k, 3', [-0.173604, 0.9834343, 1.0]], ['2, k, 4', [-0.357775, 0.6953074, 1.0]], ['2, k, 5', [-0.4102176, 0.4463202, 1.0]], ['2, k, 6', [-0.3918188, 0.2251052, 1.0]], ['2, k, 7', [-0.3691998, 0.1477877, 1.0]], ['2, k, 8', [0.01759666, 0.7008411, 1.0]], ['2, k, 9', [0.04359686, 0.4752954, 1.0]], ['2, k, 10', [0.06162211, 0.3807744, 1.0]], ['2, k, 11', [0.09791505, 0.4218596, 1.0]], ['2, k, 12', [-0.2527163, 0.2082307, 1.0]], ['2, k, 13', [-0.2820752, -0.1229796, 1.0]], ['2, k, 14', [-0.3096011, -0.5537317, 1.0]], ['2, k, 15', [-0.3067727, -0.6382975, 1.0]], ['2, k, 16', [-0.09114331, 0.2130622, 1.0]], ['2, k, 17', [-0.06471615, -0.1025486, 1.0]], ['2, k, 18', [-0.06859882, -0.5360315, 1.0]], ['2, k, 19', [-0.04309874, -0.6255823, 1.0]], ['2, k, 20', [-0.1742227, 0.7608265, 1.0]], ['2, k, 21', [-0.3603508, 0.06671802, 1.0]], ['2, k, 22', [-0.3223712, 0.1531986, 1.0]], ['2, k, 23', [0.1034717, 0.4282654, 1.0]], ['2, k, 24', [0.1382771, 0.4373814, 1.0]]]
[['2, k, 0', [-0.1746666, 0.2129771, 1.0]], ['2, k, 1', [-0.1746473, 0.5293496, 1.0]], ['2, k, 2', [-0.1750893, 0.834568, 1.0]], ['2, k, 3', [-0.1734781, 0.9830847, 1.0]], ['2, k, 4', [-0.357934, 0.6949022, 1.0]], ['2, k, 5', [-0.410308, 0.4457978, 1.0]], ['2, k, 6', [-0.3924369, 0.2250497, 1.0]], ['2, k, 7', [-0.3698386, 0.1458382, 1.0]], ['2, k, 8', [0.01410818, 0.7016048, 1.0]], ['2, k, 9', [0.04245499, 0.4574095, 1.0]], ['2, k, 10', [0.08319233, 0.5027255, 1.0]], ['2, k, 11', [0.09431824, 0.5460136, 1.0]], ['2, k, 12', [-0.2533049, 0.2078949, 1.0]], ['2, k, 13', [-0.2825417, -0.1234158, 1.0]], ['2, k, 14', [-0.3094679, -0.5532702, 1.0]], ['2, k, 15', [-0.3060232, -0.6361993, 1.0]], ['2, k, 16', [-0.09164457, 0.2127675, 1.0]], ['2, k, 17', [-0.06642597, -0.1035655, 1.0]], ['2, k, 18', [-0.06862778, -0.5330803, 1.0]], ['2, k, 19', [-0.036733, -0.6229987, 1.0]], ['2, k, 20', [-0.1750995, 0.7597646, 1.0]], ['2, k, 21', [-0.3626541, 0.06396166, 1.0]], ['2, k, 22', [-0.3236771, 0.1537666, 1.0]], ['2, k, 23', [0.09836164, 0.5893883, 1.0]], ['2, k, 24', [0.1382356, 0.5481766, 1.0]]]
[['2, k, 0', [-0.175073, 0.2127614, 1.0]], ['2, k, 1', [-0.1751597, 0.5288547, 1.0]], ['2, k, 2', [-0.1757531, 0.8337837, 1.0]], ['2, k, 3', [-0.1728534, 0.9817805, 1.0]], ['2, k, 4', [-0.3578127, 0.6948297, 1.0]], ['2, k, 5', [-0.4101853, 0.4457271, 1.0]], ['2, k, 6', [-0.3927834, 0.2245872, 1.0]], ['2, k, 7', [-0.3700183, 0.1457104, 1.0]], ['2, k, 8', [0.004298312, 0.7060601, 1.0]], ['2, k, 9', [0.04456379, 0.4565555, 1.0]], ['2, k, 10', [0.08116393, 0.5352863, 1.0]], ['2, k, 11', [0.09126181, 0.5960931, 1.0]], ['2, k, 12', [-0.2537311, 0.2075128, 1.0]], ['2, k, 13', [-0.283133, -0.1247047, 1.0]], ['2, k, 14', [-0.3094327, -0.553134, 1.0]], ['2, k, 15', [-0.3041137, -0.6332568, 1.0]], ['2, k, 16', [-0.09201683, 0.2126872, 1.0]], ['2, k, 17', [-0.06651346, -0.1034613, 1.0]], ['2, k, 18', [-0.06898277, -0.5317351, 1.0]], ['2, k, 19', [-0.03590718, -0.6201522, 1.0]], ['2, k, 20', [-0.175725, 0.7590449, 1.0]], ['2, k, 21', [-0.3605526, 0.06713866, 1.0]], ['2, k, 22', [-0.3228555, 0.1536818, 1.0]], ['2, k, 23', [0.09586795, 0.6404428, 1.0]], ['2, k, 24', [0.135579, 0.5906261, 1.0]]]
[['2, k, 0', [-0.175833, 0.2122599, 1.0]], ['2, k, 1', [-0.1758078, 0.5283681, 1.0]], ['2, k, 2', [-0.1762291, 0.8334525, 1.0]], ['2, k, 3', [-0.1721879, 0.980518, 1.0]], ['2, k, 4', [-0.3579799, 0.6947792, 1.0]], ['2, k, 5', [-0.410303, 0.445604, 1.0]], ['2, k, 6', [-0.393528, 0.2244867, 1.0]], ['2, k, 7', [-0.3708237, 0.1460293, 1.0]], ['2, k, 8', [-0.004835248, 0.7035364, 1.0]], ['2, k, 9', [0.0471841, 0.4549311, 1.0]], ['2, k, 10', [0.07737374, 0.573518, 1.0]], ['2, k, 11', [0.08356152, 0.6345524, 1.0]], ['2, k, 12', [-0.2546628, 0.2069389, 1.0]], ['2, k, 13', [-0.2835057, -0.1248831, 1.0]], ['2, k, 14', [-0.3094324, -0.5536254, 1.0]], ['2, k, 15', [-0.3059666, -0.6370752, 1.0]], ['2, k, 16', [-0.09261221, 0.2122668, 1.0]], ['2, k, 17', [-0.06705978, -0.1039172, 1.0]], ['2, k, 18', [-0.0690396, -0.5313699, 1.0]], ['2, k, 19', [-0.03606057, -0.6184661, 1.0]], ['2, k, 20', [-0.1762367, 0.7586687, 1.0]], ['2, k, 21', [-0.3571607, 0.06759448, 1.0]], ['2, k, 22', [-0.324131, 0.1490621, 1.0]], ['2, k, 23', [0.08402555, 0.6874653, 1.0]], ['2, k, 24', [0.13144, 0.6202064, 1.0]]]
[['2, k, 0', [-0.1765492, 0.2115449, 1.0]], ['2, k, 1', [-0.1758928, 0.5279746, 1.0]], ['2, k, 2', [-0.1758337, 0.8332187, 1.0]], ['2, k, 3', [-0.1721267, 0.9804765, 1.0]], ['2, k, 4', [-0.3576896, 0.694451, 1.0]], ['2, k, 5', [-0.410617, 0.4455213, 1.0]], ['2, k, 6', [-0.3942574, 0.2244585, 1.0]], ['2, k, 7', [-0.3710991, 0.1477797, 1.0]], ['2, k, 8', [-0.007801357, 0.7037728, 1.0]], ['2, k, 9', [0.05746936, 0.4649238, 1.0]], ['2, k, 10', [0.0718261, 0.6329285, 1.0]], ['2, k, 11', [0.06995864, 0.6920429, 1.0]], ['2, k, 12', [-0.2553932, 0.2061351, 1.0]], ['2, k, 13', [-0.2840656, -0.1259999, 1.0]], ['2, k, 14', [-0.3096093, -0.5541031, 1.0]], ['2, k, 15', [-0.3059993, -0.6373456, 1.0]], ['2, k, 16', [-0.09332845, 0.2116304, 1.0]], ['2, k, 17', [-0.06706417, -0.1042127, 1.0]], ['2, k, 18', [-0.06925137, -0.531675, 1.0]], ['2, k, 19', [-0.04476225, -0.6228551, 1.0]], ['2, k, 20', [-0.1760027, 0.7584186, 1.0]], ['2, k, 21', [-0.3626155, 0.06655015, 1.0]], ['2, k, 22', [-0.3242194, 0.1516185, 1.0]], ['2, k, 23', [0.06612772, 0.7528865, 1.0]], ['2, k, 24', [0.1119058, 0.6868932, 1.0]]]
[['2, k, 0', [-0.1778431, 0.210668, 1.0]], ['2, k, 1', [-0.1763837, 0.5272065, 1.0]], ['2, k, 2', [-0.1757487, 0.8325986, 1.0]], ['2, k, 3', [-0.1716415, 0.9791088, 1.0]], ['2, k, 4', [-0.3575935, 0.6943215, 1.0]], ['2, k, 5', [-0.4108152, 0.4455452, 1.0]], ['2, k, 6', [-0.3951893, 0.2251333, 1.0]], ['2, k, 7', [-0.3726191, 0.1476617, 1.0]], ['2, k, 8', [-0.01274511, 0.7022289, 1.0]], ['2, k, 9', [0.06632712, 0.4693831, 1.0]], ['2, k, 10', [0.07777916, 0.6119462, 1.0]], ['2, k, 11', [0.06530696, 0.7035933, 1.0]], ['2, k, 12', [-0.2568398, 0.2051093, 1.0]], ['2, k, 13', [-0.2849659, -0.126508, 1.0]], ['2, k, 14', [-0.3090294, -0.5542161, 1.0]], ['2, k, 15', [-0.3060627, -0.6378141, 1.0]], ['2, k, 16', [-0.09441888, 0.210931, 1.0]], ['2, k, 17', [-0.06673294, -0.1048267, 1.0]], ['2, k, 18', [-0.06968091, -0.5299766, 1.0]], ['2, k, 19', [-0.04791343, -0.6222607, 1.0]], ['2, k, 20', [-0.1760434, 0.7577893, 1.0]], ['2, k, 21', [-0.3625562, 0.06513222, 1.0]], ['2, k, 22', [-0.3271437, 0.1634098, 1.0]], ['2, k, 23', [0.06127995, 0.7656524, 1.0]], ['2, k, 24', [0.1003908, 0.6746443, 1.0]]]
