[['2, k, 0', [17.12691, 75.93581, 1.0]], ['2, k, 1', [17.174813666268655, 103.59885443886515, 1.0]], ['2, k, 2', [16.934753220605987, 124.50477393424008, 1.0]], ['2, k, 3', [16.8061769612455, 130.442730627803, 1.0]], ['2, k, 4', [31.25780577387504, 120.09064781977575, 1.0]], ['2, k, 5', [52.71624113231469, 133.24666785609705, 1.0]], ['2, k, 6', [58.680303624321986, 150.85264987213665, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.155038410128739, 117.08969499228252, 1.0]], ['2, k, 9', [-21.26926602173619, 114.5331827309659, 1.0]], ['2, k, 10', [-32.69140042404637, 129.3891622956126, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [21.999343371835636, 76.72916445637713, 1.0]], ['2, k, 13', [31.915847385660555, 46.391172094783485, 1.0]], ['2, k, 14', [39.2503549048521, 18.005875032523814, 1.0]], ['2, k, 15', [28.267683808439237, 25.927764284671174, 1.0]], ['2, k, 16', [11.945484007399603, 75.20619606811255, 1.0]], ['2, k, 17', [-1.80741952357711, 45.49418826791962, 1.0]], ['2, k, 18', [-18.067722930602276, 19.50076615024598, 1.0]], ['2, k, 19', [-17.945876876917232, 32.254555484384724, 1.0]], ['2, k, 20', [16.934753220605987, 124.50477393424008, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.203713333333333, 75.97840666666666, 1.0]], ['2, k, 1', [17.19774031255879, 103.62560768854584, 1.0]], ['2, k, 2', [16.90985896497126, 124.54084060749899, 1.0]], ['2, k, 3', [16.764494105081432, 130.47829121684924, 1.0]], ['2, k, 4', [31.270675246642124, 120.14425249671267, 1.0]], ['2, k, 5', [52.845136525010716, 133.23055280554317, 1.0]], ['2, k, 6', [58.73342374717059, 150.81899917727247, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.059515411633109, 117.1909985903625, 1.0]], ['2, k, 9', [-21.36473638902747, 114.6605150144679, 1.0]], ['2, k, 10', [-32.757947931863086, 129.529569885156, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [22.07398353796925, 76.78456192472264, 1.0]], ['2, k, 13', [31.896755984036957, 46.41648913979731, 1.0]], ['2, k, 14', [39.15696186390082, 18.026209267864452, 1.0]], ['2, k, 15', [28.266501156834806, 26.037232485434174, 1.0]], ['2, k, 16', [12.001362800834833, 75.22864424122781, 1.0]], ['2, k, 17', [-1.7844378913259948, 45.53429780079666, 1.0]], ['2, k, 18', [-17.91527481106654, 19.439521954979096, 1.0]], ['2, k, 19', [-17.878309155308806, 32.22796987846976, 1.0]], ['2, k, 20', [16.90985896497126, 124.54084060749899, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.3191, 76.037578, 1.0]], ['2, k, 1', [17.25012897899335, 103.64903028791113, 1.0]], ['2, k, 2', [16.897940855115873, 124.55572994819659, 1.0]], ['2, k, 3', [16.730584600776503, 130.486630266608, 1.0]], ['2, k, 4', [31.372210885986597, 120.08865790114821, 1.0]], ['2, k, 5', [53.104086003470535, 133.1209932458366, 1.0]], ['2, k, 6', [58.7585657864589, 150.72839347451128, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [2.933151618003947, 117.15569328260626, 1.0]], ['2, k, 9', [-21.502564956992405, 114.76507754209929, 1.0]], ['2, k, 10', [-32.7566240085241, 129.70267954323114, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [22.172836235917806, 76.87294695638873, 1.0]], ['2, k, 13', [31.867479306466166, 46.46327886260603, 1.0]], ['2, k, 14', [39.059102870121094, 18.07685955946233, 1.0]], ['2, k, 15', [28.259950911059683, 26.185209761954308, 1.0]], ['2, k, 16', [12.115147670001887, 75.24979150638357, 1.0]], ['2, k, 17', [-1.8406494668148934, 45.63379912229269, 1.0]], ['2, k, 18', [-17.980324802691783, 19.531568953355134, 1.0]], ['2, k, 19', [-17.92974911069559, 32.34116586611435, 1.0]], ['2, k, 20', [16.897940855115873, 124.55572994819659, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.461056, 76.090204, 1.0]], ['2, k, 1', [17.307993201893247, 103.6767389156843, 1.0]], ['2, k, 2', [16.920081905967066, 124.57895780324718, 1.0]], ['2, k, 3', [16.740154732835077, 130.50631726711572, 1.0]], ['2, k, 4', [31.457341932355376, 120.08220180920497, 1.0]], ['2, k, 5', [53.95645449371755, 132.2565750616295, 1.0]], ['2, k, 6', [58.94792915467166, 150.00294052717166, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [2.959470697982928, 116.80788652987941, 1.0]], ['2, k, 9', [-21.278693646719994, 114.09463399723296, 1.0]], ['2, k, 10', [-33.513586303717375, 129.02985590089304, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [22.334482967641463, 76.97746608496911, 1.0]], ['2, k, 13', [31.8146524700458, 46.490751404863886, 1.0]], ['2, k, 14', [38.980442721762884, 18.1551315857008, 1.0]], ['2, k, 15', [28.37314090695139, 26.577979350045197, 1.0]], ['2, k, 16', [12.239401405880432, 75.25465947011745, 1.0]], ['2, k, 17', [-2.030334256889102, 45.77938695102843, 1.0]], ['2, k, 18', [-18.274521967201682, 19.730420138460975, 1.0]], ['2, k, 19', [-18.139431135088273, 32.50441104230114, 1.0]], ['2, k, 20', [16.920081905967066, 124.57895780324718, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.644460000000002, 76.1062, 1.0]], ['2, k, 1', [17.392742989961462, 103.69607296951479, 1.0]], ['2, k, 2', [16.968114489436267, 124.59167389584228, 1.0]], ['2, k, 3', [16.770841633332456, 130.51540520444996, 1.0]], ['2, k, 4', [31.559058370925456, 120.05701275427676, 1.0]], ['2, k, 5', [54.99854970989077, 130.86659019921484, 1.0]], ['2, k, 6', [59.62374730742954, 149.27726275919733, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [2.936764070462818, 116.60454677938945, 1.0]], ['2, k, 9', [-21.017727451923477, 113.13814216193583, 1.0]], ['2, k, 10', [-34.36947755249021, 128.0790813564817, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [22.561759249092354, 77.04836806994966, 1.0]], ['2, k, 13', [31.717667241243092, 46.46352249306864, 1.0]], ['2, k, 14', [38.823102173760496, 18.15638990887479, 1.0]], ['2, k, 15', [28.167281568582197, 26.624879000648093, 1.0]], ['2, k, 16', [12.392152426301895, 75.21380175110421, 1.0]], ['2, k, 17', [-2.266955690499463, 45.92668299322166, 1.0]], ['2, k, 18', [-18.606889706035076, 19.92795891831713, 1.0]], ['2, k, 19', [-18.319026111111423, 32.69854414093715, 1.0]], ['2, k, 20', [16.968114489436267, 124.59167389584228, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.870198, 76.080134, 1.0]], ['2, k, 1', [17.525223986496407, 103.70756111544958, 1.0]], ['2, k, 2', [17.037100847089103, 124.5971350771496, 1.0]], ['2, k, 3', [16.816214910839605, 130.51775595083433, 1.0]], ['2, k, 4', [31.67107443060541, 120.03542111630713, 1.0]], ['2, k, 5', [55.472733380224085, 130.18240684861274, 1.0]], ['2, k, 6', [59.9665531603903, 149.8053088789043, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.079632167769322, 116.2901895586328, 1.0]], ['2, k, 9', [-20.555872560783822, 112.52773968506794, 1.0]], ['2, k, 10', [-34.82738017544497, 127.31545874305971, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [22.80982983661093, 77.05046621216084, 1.0]], ['2, k, 13', [31.641700062692642, 46.37756847163551, 1.0]], ['2, k, 14', [38.70631680729554, 18.10765403696281, 1.0]], ['2, k, 15', [28.00518868373726, 26.6156936906092, 1.0]], ['2, k, 16', [12.583820961767152, 75.14088837251302, 1.0]], ['2, k, 17', [-2.423371228345024, 46.0526445898546, 1.0]], ['2, k, 18', [-18.880720385983274, 20.118217573279797, 1.0]], ['2, k, 19', [-18.4640894436663, 32.90122333129432, 1.0]], ['2, k, 20', [17.037100847089103, 124.5971350771496, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.097112, 76.06523999999999, 1.0]], ['2, k, 1', [17.673225299381908, 103.72377109539056, 1.0]], ['2, k, 2', [17.111469401252247, 124.61209988101362, 1.0]], ['2, k, 3', [16.868670190240227, 130.5320382495555, 1.0]], ['2, k, 4', [31.775916828092228, 120.03133518490667, 1.0]], ['2, k, 5', [55.769521642801394, 129.78192106956905, 1.0]], ['2, k, 6', [60.10087560692275, 150.58717685490873, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.1715621990744243, 116.11503094338389, 1.0]], ['2, k, 9', [-20.300131966849243, 112.3659655245263, 1.0]], ['2, k, 10', [-35.31744627917139, 127.23555366464518, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [23.080104771928454, 77.05427806545838, 1.0]], ['2, k, 13', [31.586353356561666, 46.29293709223876, 1.0]], ['2, k, 14', [38.59630169129033, 18.062290520821744, 1.0]], ['2, k, 15', [27.825899648033182, 26.57052955932813, 1.0]], ['2, k, 16', [12.77759251553191, 75.09467569607273, 1.0]], ['2, k, 17', [-2.5612769778562736, 46.20534787152564, 1.0]], ['2, k, 18', [-19.131202281758107, 20.360078436624715, 1.0]], ['2, k, 19', [-18.71222178828274, 33.14291977850144, 1.0]], ['2, k, 20', [17.111469401252247, 124.61209988101362, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.325446000000003, 76.03616600000001, 1.0]], ['2, k, 1', [17.86290988519359, 103.73471710092011, 1.0]], ['2, k, 2', [17.259451389166262, 124.6242978396536, 1.0]], ['2, k, 3', [17.006612996432633, 130.54611837773297, 1.0]], ['2, k, 4', [31.93406362830167, 120.00247075213102, 1.0]], ['2, k, 5', [56.095424777851846, 129.3755831409209, 1.0]], ['2, k, 6', [60.415023192426354, 151.33041318417793, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.326003877757307, 116.06140827234617, 1.0]], ['2, k, 9', [-20.039493316931186, 112.3681483663525, 1.0]], ['2, k, 10', [-35.8398141638215, 127.62950242945442, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [23.325307141309246, 77.04086270612771, 1.0]], ['2, k, 13', [31.530900391878156, 46.205361238570745, 1.0]], ['2, k, 14', [38.30137359006309, 17.92023917706548, 1.0]], ['2, k, 15', [27.609470011345266, 26.677422527403188, 1.0]], ['2, k, 16', [12.954098587626865, 75.04412368487115, 1.0]], ['2, k, 17', [-2.8027963972667145, 46.428287410111444, 1.0]], ['2, k, 18', [-20.021141850322223, 21.07484141470625, 1.0]], ['2, k, 19', [-17.46347019230221, 33.70932926826082, 1.0]], ['2, k, 20', [17.259451389166262, 124.6242978396536, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.537813999999997, 75.988134, 1.0]], ['2, k, 1', [18.08305171108367, 103.73168294430286, 1.0]], ['2, k, 2', [17.4891815114405, 124.614458442022, 1.0]], ['2, k, 3', [17.242080891297903, 130.53701902721173, 1.0]], ['2, k, 4', [32.20842720296355, 119.95628826535429, 1.0]], ['2, k, 5', [56.42275525165962, 129.07466744231272, 1.0]], ['2, k, 6', [60.63976410292553, 151.88645451497075, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [3.6163321337093493, 116.13322389135661, 1.0]], ['2, k, 9', [-19.594406694656467, 112.10835017688414, 1.0]], ['2, k, 10', [-36.05966653101106, 127.59818428735723, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [23.50833985705929, 76.98694134101831, 1.0]], ['2, k, 13', [31.508356556869437, 46.10141313267633, 1.0]], ['2, k, 14', [38.48456416159023, 17.963464552842222, 1.0]], ['2, k, 15', [28.819277018012947, 27.591084733895386, 1.0]], ['2, k, 16', [13.126281279738432, 74.99530068956784, 1.0]], ['2, k, 17', [-3.239411686586344, 46.78123548314815, 1.0]], ['2, k, 18', [-21.024052511793297, 21.768330939392907, 1.0]], ['2, k, 19', [-17.106766122147025, 33.76868938694424, 1.0]], ['2, k, 20', [17.4891815114405, 124.614458442022, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.707356, 75.973344, 1.0]], ['2, k, 1', [18.350795803208424, 103.72678385210159, 1.0]], ['2, k, 2', [17.835051438966726, 124.59299406428819, 1.0]], ['2, k, 3', [17.613405304562363, 130.51359611886724, 1.0]], ['2, k, 4', [32.642494956924565, 119.934358788812, 1.0]], ['2, k, 5', [56.908931503965874, 128.78780194286895, 1.0]], ['2, k, 6', [60.95844168988403, 151.90898987831747, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [4.0189543490130575, 116.28921616390286, 1.0]], ['2, k, 9', [-19.083778637840734, 111.95780189514777, 1.0]], ['2, k, 10', [-36.01552559215504, 127.3715550184262, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [23.63544802649749, 76.95658147209376, 1.0]], ['2, k, 13', [31.45623979036673, 46.02124830123843, 1.0]], ['2, k, 14', [39.157926235382035, 18.22337731603732, 1.0]], ['2, k, 15', [30.102921830277683, 26.85356403536659, 1.0]], ['2, k, 16', [13.266055211198625, 75.0050960649491, 1.0]], ['2, k, 17', [-3.7485304791201255, 47.23467387622874, 1.0]], ['2, k, 18', [-21.921451830104296, 22.429960265284524, 1.0]], ['2, k, 19', [-17.227507841313425, 33.16794213056696, 1.0]], ['2, k, 20', [17.835051438966726, 124.59299406428819, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.795697999999998, 75.97261599999999, 1.0]], ['2, k, 1', [18.645628046109398, 103.7036452866402, 1.0]], ['2, k, 2', [18.286626030439304, 124.55042664209913, 1.0]], ['2, k, 3', [18.11169497912115, 130.46942773920983, 1.0]], ['2, k, 4', [33.245975893633705, 119.87268190531474, 1.0]], ['2, k, 5', [57.56085053115047, 128.5484733324221, 1.0]], ['2, k, 6', [61.45181419393261, 151.42984011462158, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [4.391462221122369, 116.43794039470293, 1.0]], ['2, k, 9', [-18.641659939449305, 111.87687692998504, 1.0]], ['2, k, 10', [-35.96177629456345, 127.44956889248846, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [23.71493996485325, 76.93681433531764, 1.0]], ['2, k, 13', [31.483371063124043, 45.977331044706865, 1.0]], ['2, k, 14', [40.156927005104116, 18.57871890334621, 1.0]], ['2, k, 15', [31.533660384438342, 26.06774163437477, 1.0]], ['2, k, 16', [13.33554082581941, 75.040743870237, 1.0]], ['2, k, 17', [-4.401103841325289, 47.75767302301486, 1.0]], ['2, k, 18', [-22.954066547884153, 23.176690973209524, 1.0]], ['2, k, 19', [-18.2884329849312, 32.45715429642987, 1.0]], ['2, k, 20', [18.286626030439304, 124.55042664209913, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
